id,x0,x1,x2,fitness-2,fitness-1,fitness0,fitness-0.5,fitness-1.5,fitness0.5,fitness1.5,fitness4,fitness3,fitness4.5,fitness5,fitness3.5,fitness2.5,fitness2,fitness1,fitness-2.5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-5
65010,-0.75936,-0.956031,-0.95802,1135.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65252,-0.454496,-0.555318,0.372117,5.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65502,-2.40875,-2.10535,0.274325,NA,398.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65641,-2.10652,-2.48241,-1.30905,NA,NA,NA,NA,NA,412.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65904,-1.8828,-3.23099,-0.862919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.074,NA,NA,NA,NA,NA,NA
66085,-1.6186,-2.07106,-0.788285,NA,NA,NA,NA,NA,98.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66281,-3.0272,-1.853,-1.1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.961,NA,NA,NA,NA,NA,NA
66477,-1.75316,-1.53819,-0.950995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.536,NA,NA,NA,NA,NA,NA
66800,-1.81082,-0.350163,-0.558238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
66870,-2.14593,-0.0391169,-1.48686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67150,-0.610797,-0.245317,-0.858103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67331,-0.696478,0.174595,-1.08504,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67507,-0.578682,-0.0728495,-1.1722,NA,NA,NA,NA,NA,NA,NA,13.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67653,-1.31736,-1.62479,-1.48443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2908.324,NA,NA,NA,NA,NA,NA,NA,NA
67873,-0.846753,-0.802349,-2.29489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.497,NA,NA,NA,NA,NA,NA,NA,NA,NA
68064,-0.221184,-0.823802,-2.55544,NA,NA,NA,NA,NA,NA,NA,363.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68371,-0.43815,-1.92898,-3.09359,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68564,-1.27021,-1.10844,-3.41872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68629,-0.361236,-0.0534352,-3.58946,NA,NA,NA,NA,NA,NA,NA,322.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68972,-0.52815,0.286322,-3.99643,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69014,-1.56618,1.8942,-3.78518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69306,-1.86307,0.808342,-1.49617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.02,NA,NA,NA,NA,NA,NA,NA,NA
69557,-2.09053,1.25421,-1.60418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
69620,-2.78902,1.11047,-1.58786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.233,NA,NA,NA,NA,NA,NA,NA,NA
69821,-3.20092,0.434811,-0.246269,NA,NA,NA,NA,NA,NA,NA,NA,-8.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70007,-2.13139,0.427569,-0.715211,NA,NA,NA,NA,NA,NA,NA,358.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70387,-0.897743,-0.0702713,-0.667083,NA,NA,NA,NA,NA,NA,NA,5333.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70535,-1.44917,1.12125,-0.503105,NA,NA,NA,NA,NA,NA,NA,125.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70743,-0.527961,1.53319,-1.03099,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70894,0.635002,2.23826,-2.24041,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71120,0.599481,0.913435,-3.05044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71353,-1.47344,0.887776,-3.3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
71424,-0.734937,-0.182789,-0.92327,NA,NA,NA,NA,NA,NA,3803.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71776,-0.018551,-2.1311,-2.51752,NA,NA,434.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71984,1.93801,-3.24735,-3.43612,NA,NA,NA,NA,2.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72153,1.2039,-1.92809,-3.45601,172.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72396,2.75894,-0.549517,-4.57135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.469,NA,NA,NA,NA,NA
72528,2.62912,-1.48811,-4.76229,NA,NA,NA,NA,133.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72653,4.03416,-1.06396,-4.31552,36.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72892,3.57736,0.32467,-4.2539,NA,2.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73126,2.91456,-0.424902,-4.68325,NA,NA,-14.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73344,2.036,-1.07346,-2.61442,-3.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73454,1.29012,0.0354151,-3.51587,NA,NA,NA,NA,258.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73604,1.40654,-0.59285,-4.94762,NA,NA,NA,NA,359.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73944,2.1822,-0.710693,-4.41727,NA,65.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74106,1.12163,-1.04549,-2.16079,NA,NA,NA,44.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74270,-0.629525,-1.55542,-0.615703,NA,7519.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74401,-0.80132,-1.22456,-2.55112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.903,NA,NA,NA,NA,NA,NA
74753,-1.96624,-1.94515,-0.659108,NA,NA,NA,NA,NA,NA,225.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74998,-1.2413,-1.44781,-1.34253,NA,NA,NA,NA,NA,NA,1480.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75027,-0.87735,-0.757124,-2.16836,NA,NA,NA,4369.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75202,-1.38615,-1.91476,-0.913504,NA,2919.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75498,-0.731579,-0.74387,0.104067,NA,NA,NA,736.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75719,-0.698191,-1.36163,0.0146725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193.685,NA,NA,NA,NA,NA
75965,-0.396248,-1.26963,0.145333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.508,NA,NA,NA,NA,NA
76100,-1.70556,-0.94886,1.30143,NA,1176.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76327,-1.34736,-1.58227,-0.25544,NA,NA,NA,12392.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76401,-2.14417,-1.91441,-0.860311,NA,NA,2542.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76654,-2.31011,-2.32464,-2.56153,NA,11.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76966,-2.40605,-1.47434,-2.2114,NA,NA,NA,251.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77174,-3.69475,-0.190556,-2.34188,NA,NA,NA,92.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77307,-3.1295,-0.932392,-2.55528,NA,892.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77448,-3.03338,-0.934777,-1.88216,NA,NA,NA,NA,2110.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77633,-0.782688,-1.62062,-3.20055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.975,NA
77948,0.278899,-0.820464,-2.82623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.05,NA,NA,NA,NA,NA
78097,-0.782,0.299388,-2.17558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.111,NA,NA,NA
78378,-0.730211,0.655019,-2.13057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.695,NA,NA,NA,NA
78421,-0.778996,0.773417,-1.45354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859.983,NA,NA,NA,NA,NA
78698,-0.588153,-0.770422,-2.03273,NA,NA,NA,NA,8672.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78801,0.253246,-0.0539526,-0.701417,176.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79068,0.953901,-0.921246,0.47447,NA,NA,NA,945.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79241,-1.28978,-2.50414,0.840266,NA,1589.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79454,-1.28675,-1.51373,0.248677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020.693,NA,NA,NA,NA,NA
79767,-1.43668,-0.980041,0.287914,2403.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79811,-0.534394,-0.361664,-0.786939,NA,NA,NA,NA,NA,1197.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80056,-0.0253904,0.190255,-1.26731,NA,NA,785.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80392,0.269045,-0.925486,-0.512926,NA,NA,NA,1075.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80479,0.643042,-1.3351,-0.87268,NA,NA,2165.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80647,-0.053219,-1.23594,0.16698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.584,NA,NA,NA,NA,NA
80994,0.470106,-1.33727,-1.24693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.078,NA,NA,NA,NA,NA
81041,-0.769549,-1.70331,-1.83393,680.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81353,-1.2791,-0.369292,-3.08248,NA,NA,NA,NA,1551.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81470,-0.609552,0.374295,-4.04187,NA,NA,NA,NA,998.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81670,0.177713,1.96176,-4.47309,NA,NA,NA,NA,20.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81802,0.12256,0.388117,-4.80783,NA,NA,-2.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82010,0.158132,-1.65949,-3.07504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.549,NA,NA,NA,NA,NA
82256,0.940558,-1.26816,-3.60582,297.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82422,0.987618,-0.548261,-3.99272,192.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82680,1.04216,-0.166653,-3.95399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.067,NA,NA,NA,NA,NA
82970,0.917347,-0.288077,-2.36836,68.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83129,0.829871,-1.60614,-1.17961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.715,NA
83294,-1.6434,-2.08331,-0.645038,2084.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83468,-1.61676,-1.74869,-0.673549,NA,NA,NA,NA,1299.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83670,-2.48936,0.126252,-0.401809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256,NA,NA,NA,NA,NA
83931,-0.92717,0.673056,1.1968,327.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84037,-0.579953,2.19934,1.64646,NA,281.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84257,-1.09947,2.03215,1.65626,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84496,-0.325716,1.95277,1.21205,NA,NA,NA,NA,280.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84740,-0.869743,2.32966,0.366004,NA,NA,NA,988.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84879,-2.58046,2.38394,-0.0465883,NA,NA,197.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85047,-2.36606,2.77018,0.219682,NA,72.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85210,-1.58034,2.79706,-0.605045,NA,NA,NA,143.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85525,-1.28614,4.37538,0.534352,NA,659.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85755,-2.63172,4.20195,0.612386,NA,NA,111.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85965,-1.96646,4.84781,1.28843,NA,NA,NA,2359.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86028,-2.79351,4.60397,1.38822,NA,6.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86273,-2.62434,4.66735,2.1631,NA,NA,182.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86508,-2.61718,4.78055,1.40376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.405,NA,NA,NA,NA,NA,NA
86714,-4.18977,4.85664,2.2327,NA,NA,NA,NA,NA,NA,80.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86883,-4.90584,4.99489,0.473538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.527,NA,NA,NA,NA,NA,NA,NA,NA
87099,-4.81892,3.66205,0.930865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.528,NA,NA,NA,NA,NA,NA
87357,-4.17717,2.89974,-0.103419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.591,NA,NA,NA,NA,NA,NA
87430,-3.3567,1.54366,-1.04807,NA,45.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87729,-2.12668,1.72855,-0.239928,NA,NA,NA,NA,539.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87802,-2.18508,-0.923976,-0.645545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162.726,NA,NA,NA,NA,NA
88111,0.0308545,-0.0898926,-0.737233,NA,NA,NA,NA,3447.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88356,0.55371,-0.903939,-0.887847,NA,NA,NA,NA,625.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88460,2.34342,-0.788873,-0.364324,398.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88630,2.56166,-2.47008,-2.22373,NA,NA,NA,2.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88815,1.43789,-1.00913,-3.16597,NA,NA,NA,NA,137.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89061,2.11401,-2.0653,-4.77408,NA,NA,NA,NA,45.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89232,1.17661,-2.37903,-4.05873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.074,NA,NA,NA,NA
89447,1.38145,-1.91604,-4.52835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.67,NA
89657,1.05357,-0.684565,-4.4207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.359,NA,NA,NA
89929,-0.394624,0.873919,-4.60014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.123,NA,NA,NA,NA
90010,0.0577224,-0.199013,-2.36949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.428,NA
90393,0.374539,-1.54746,-2.33736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.768,NA,NA
90438,-0.233521,-2.59694,-1.24928,562.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90708,-0.87012,-2.55837,0.8053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.557,NA,NA,NA
90876,-1.01835,-4.43978,0.250065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.498,NA,NA,NA,NA
91099,-1.40966,-2.58533,1.96231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.242,NA
91252,-1.00456,-1.60689,2.61749,NA,NA,NA,NA,937.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91414,-1.69401,-1.37231,3.86566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.095,NA
91680,-0.839696,-1.18114,4.63836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.371,NA,NA
91994,-0.824625,-2.44827,3.8765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.699,NA,NA,NA
92087,-0.177449,-1.87014,4.96438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.66,NA,NA
92250,0.500244,-1.57407,3.29018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.429,NA
92450,0.467349,-2.65386,3.22195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.559,NA,NA,NA
92727,-0.683566,-2.00264,1.73118,914.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92896,0.0706042,-1.98838,2.43301,106.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93103,0.936698,-2.20561,3.79786,NA,NA,NA,NA,216.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93318,1.97325,-3.23187,4.2061,33.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93472,2.76334,-1.48775,4.97731,NA,4341.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93749,2.4125,-0.572656,4.64615,NA,957.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93811,4.07256,-0.969398,4.83302,NA,NA,NA,NA,NA,1112.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94146,3.78426,-1.21722,3.15273,NA,NA,NA,NA,NA,NA,NA,NA,81.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94251,4.86122,-1.27892,3.39637,NA,NA,NA,NA,NA,NA,NA,674.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94599,4.39187,-1.23521,4.93681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4714.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94712,4.07182,-0.0407133,4.99697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94894,3.9421,1.20165,4.60245,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95081,3.43577,-0.260132,4.76347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.573,NA,NA,NA,NA,NA,NA,NA,NA,NA
95276,3.34693,0.398587,4.98684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
95404,3.14069,0.262489,4.7534,NA,NA,NA,NA,NA,116.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95637,3.21293,-1.26569,4.86175,NA,NA,2963.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95969,4.98611,-0.334947,4.97938,NA,6367.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96187,4.98735,2.02553,4.67824,154.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96257,4.74427,1.70887,4.61529,688.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96552,4.69479,0.617107,4.49966,NA,NA,NA,42.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96754,4.37009,-0.458863,3.31762,NA,-9.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96959,4.58119,-1.57186,3.69949,NA,NA,NA,1155.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97192,4.75279,-1.23543,4.51983,NA,173.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97386,4.70388,-1.86243,4.29367,NA,NA,NA,NA,NA,426.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97506,4.89131,-0.563192,4.38724,NA,NA,NA,4599.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97714,4.7313,-0.474782,4.8805,NA,NA,1063.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
