id,x0,x1,x2,fitness-2,fitness-2.5,fitness-3,fitness-1.5,fitness-3.5,fitness-4,fitness-4.5,fitness-1,fitness-0.5,fitness-5
108733,0.9948,2.30021,-3.72526,NA,NA,-40.034,NA,NA,NA,NA,NA,NA,NA
108845,1.16582,2.5614,-3.93093,NA,-33.962,NA,NA,NA,NA,NA,NA,NA,NA
109136,1.04086,2.45442,-4.02608,-40.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
109275,2.02272,1.71504,-4.85546,NA,-11.548,NA,NA,NA,NA,NA,NA,NA,NA
109516,2.48961,3.48644,-4.69173,NA,-87.224,NA,NA,NA,NA,NA,NA,NA,NA
109780,1.31155,2.67642,-3.27744,NA,-57.855,NA,NA,NA,NA,NA,NA,NA,NA
109847,0.0499133,2.65252,-3.8999,NA,-94.662,NA,NA,NA,NA,NA,NA,NA,NA
110072,2.19245,0.950527,-4.93332,NA,NA,-44.676,NA,NA,NA,NA,NA,NA,NA
110314,2.13218,1.84449,-4.33429,NA,NA,-16.81,NA,NA,NA,NA,NA,NA,NA
110563,2.84053,1.17252,-3.09504,NA,NA,-94.673,NA,NA,NA,NA,NA,NA,NA
110795,3.00858,1.06251,-3.71431,NA,NA,-68.433,NA,NA,NA,NA,NA,NA,NA
110920,2.32536,1.40213,-3.68465,NA,-23.972,NA,NA,NA,NA,NA,NA,NA,NA
111047,2.46424,2.32693,-3.83619,NA,NA,-42.736,NA,NA,NA,NA,NA,NA,NA
111354,2.05028,0.823538,-4.75461,NA,NA,-48.419,NA,NA,NA,NA,NA,NA,NA
111432,0.642656,1.84739,-3.63621,NA,-52.894,NA,NA,NA,NA,NA,NA,NA,NA
111615,0.553257,2.0336,-4.8148,NA,NA,-57.123,NA,NA,NA,NA,NA,NA,NA
111861,1.10354,2.23137,-4.47553,NA,-22.989,NA,NA,NA,NA,NA,NA,NA,NA
112020,1.94328,1.1619,-4.39231,NA,-11.419,NA,NA,NA,NA,NA,NA,NA,NA
112303,0.910809,1.15904,-3.93443,NA,NA,NA,-81.103,NA,NA,NA,NA,NA,NA
112542,2.21294,2.37671,-3.58202,NA,-34.963,NA,NA,NA,NA,NA,NA,NA,NA
112800,1.47842,2.67524,-4.0332,NA,NA,-41.604,NA,NA,NA,NA,NA,NA,NA
112957,0.950409,2.41122,-3.86621,NA,NA,-41.318,NA,NA,NA,NA,NA,NA,NA
113103,0.796261,1.77207,-4.64621,NA,-33.41,NA,NA,NA,NA,NA,NA,NA,NA
113329,2.88676,2.39503,-4.30625,-45.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
113484,1.37407,3.47894,-4.14762,NA,-77.575,NA,NA,NA,NA,NA,NA,NA,NA
113771,1.15007,2.31943,-4.17982,NA,-23.556,NA,NA,NA,NA,NA,NA,NA,NA
113891,2.70755,2.30417,-4.83539,NA,-37.282,NA,NA,NA,NA,NA,NA,NA,NA
114030,0.996441,2.65282,-3.87724,NA,NA,NA,NA,-54.898,NA,NA,NA,NA,NA
114336,0.997722,1.46484,-3.3727,NA,NA,NA,NA,-58.894,NA,NA,NA,NA,NA
114505,0.946293,1.97952,-4.09823,NA,NA,NA,NA,NA,-71.221,NA,NA,NA,NA
114691,0.601997,2.63395,-4.2329,NA,NA,-58.441,NA,NA,NA,NA,NA,NA,NA
114892,1.35583,2.77779,-4.84431,NA,NA,NA,NA,-56.458,NA,NA,NA,NA,NA
115002,1.46783,1.87545,-4.25691,NA,-5.489,NA,NA,NA,NA,NA,NA,NA,NA
115344,2.19163,1.18675,-4.56951,-17.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
115490,1.89227,1.64875,-4.54537,NA,NA,NA,-31.271,NA,NA,NA,NA,NA,NA
115606,1.91973,0.930734,-4.40601,-30.868,NA,NA,NA,NA,NA,NA,NA,NA,NA
115962,2.73987,2.14647,-3.30601,NA,NA,-64.17,NA,NA,NA,NA,NA,NA,NA
116149,1.53261,0.966523,-4.63792,NA,NA,NA,NA,-45.976,NA,NA,NA,NA,NA
116222,2.1238,1.26678,-4.97707,NA,NA,-27.202,NA,NA,NA,NA,NA,NA,NA
116456,1.68477,1.91405,-4.49892,-6.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
116707,1.81324,1.61365,-4.44475,NA,NA,NA,NA,-24.939,NA,NA,NA,NA,NA
116819,1.27623,2.12495,-3.51119,NA,-31.46,NA,NA,NA,NA,NA,NA,NA,NA
117162,1.76554,1.05044,-3.52416,NA,NA,-39.95,NA,NA,NA,NA,NA,NA,NA
117273,2.35491,1.27845,-3.75506,NA,NA,NA,NA,-44.462,NA,NA,NA,NA,NA
117434,2.53162,1.4706,-4.87211,NA,NA,NA,NA,-47.553,NA,NA,NA,NA,NA
117643,2.02985,2.37376,-4.15447,NA,-17.602,NA,NA,NA,NA,NA,NA,NA,NA
117971,0.777626,2.43689,-4.95015,-51.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
118118,2.77757,1.9252,-4.28566,-37.938,NA,NA,NA,NA,NA,NA,NA,NA,NA
118287,2.92162,1.43374,-4.42077,-40.401,NA,NA,NA,NA,NA,NA,NA,NA,NA
118498,2.5575,1.17832,-4.76457,NA,-30.844,NA,NA,NA,NA,NA,NA,NA,NA
118758,2.97557,1.62058,-4.83789,NA,NA,NA,NA,-55.009,NA,NA,NA,NA,NA
118925,2.1628,0.869795,-4.58842,NA,NA,NA,NA,-56.567,NA,NA,NA,NA,NA
119188,3.55487,1.23234,-3.65497,NA,NA,NA,NA,NA,-134.73,NA,NA,NA,NA
119331,1.13039,2.5148,-4.51439,NA,NA,NA,NA,NA,-65.844,NA,NA,NA,NA
119430,1.16965,1.46646,-4.40693,NA,NA,NA,NA,-30.031,NA,NA,NA,NA,NA
119713,3.16279,1.57603,-4.93987,NA,NA,NA,NA,NA,-96.087,NA,NA,NA,NA
119836,2.12919,2.03783,-4.59872,NA,NA,-21.086,NA,NA,NA,NA,NA,NA,NA
120174,1.87047,2.3077,-3.77031,NA,-21.684,NA,NA,NA,NA,NA,NA,NA,NA
120319,2.30587,2.46723,-4.76868,-30.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
120593,1.95526,3.08094,-4.1971,-55.971,NA,NA,NA,NA,NA,NA,NA,NA,NA
120681,2.55484,2.29237,-4.74769,-40.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
120947,1.51449,2.84796,-4.67228,NA,-39.004,NA,NA,NA,NA,NA,NA,NA,NA
121107,0.897547,3.24985,-4.49285,NA,NA,-78.523,NA,NA,NA,NA,NA,NA,NA
121303,0.777498,2.00148,-4.86111,NA,-37.774,NA,NA,NA,NA,NA,NA,NA,NA
121529,1.95556,2.22004,-4.93864,NA,NA,NA,-35.377,NA,NA,NA,NA,NA,NA
121617,0.860258,1.75913,-4.13296,NA,-30.093,NA,NA,NA,NA,NA,NA,NA,NA
121913,1.01911,1.66629,-4.32588,NA,NA,-32.249,NA,NA,NA,NA,NA,NA,NA
122062,1.97552,1.54844,-4.84732,NA,NA,-13.484,NA,NA,NA,NA,NA,NA,NA
122352,2.00347,0.668219,-3.08551,NA,NA,-87.209,NA,NA,NA,NA,NA,NA,NA
122419,2.77091,1.06079,-3.2749,NA,NA,-77.944,NA,NA,NA,NA,NA,NA,NA
122684,2.03006,1.1203,-3.54689,NA,-35.503,NA,NA,NA,NA,NA,NA,NA,NA
122894,1.92486,2.66918,-4.92354,NA,-34.185,NA,NA,NA,NA,NA,NA,NA,NA
123087,2.02014,2.15396,-4.39713,-22.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
123395,1.0836,2.39596,-3.59081,NA,NA,NA,-74.967,NA,NA,NA,NA,NA,NA
123509,1.60867,2.458,-3.39072,NA,-40.355,NA,NA,NA,NA,NA,NA,NA,NA
123743,2.01475,0.457805,-4.50077,-80.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
123884,2.14547,1.00721,-4.23468,NA,-20.211,NA,NA,NA,NA,NA,NA,NA,NA
124104,2.67794,1.61726,-4.35189,NA,-22.674,NA,NA,NA,NA,NA,NA,NA,NA
124390,2.22081,0.95279,-3.84405,-42.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
124534,2.43876,1.61791,-3.28183,NA,NA,-51.197,NA,NA,NA,NA,NA,NA,NA
124726,0.96277,2.0192,-4.0354,NA,-25.312,NA,NA,NA,NA,NA,NA,NA,NA
124882,1.41415,1.97205,-3.64972,NA,NA,NA,NA,-34.958,NA,NA,NA,NA,NA
125083,1.21109,3.00044,-4.35425,NA,-49.419,NA,NA,NA,NA,NA,NA,NA,NA
125260,2.56388,1.64428,-4.77064,NA,-22.385,NA,NA,NA,NA,NA,NA,NA,NA
125582,2.12525,1.86589,-4.90301,NA,-14.316,NA,NA,NA,NA,NA,NA,NA,NA
125629,1.72382,0.850428,-4.61254,NA,NA,-34.257,NA,NA,NA,NA,NA,NA,NA
125816,1.08957,1.19785,-4.83188,NA,NA,-35.979,NA,NA,NA,NA,NA,NA,NA
126018,2.05018,1.54331,-3.4043,-38.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
126292,2.42626,0.938236,-2.63661,NA,-115.749,NA,NA,NA,NA,NA,NA,NA,NA
126506,2.73771,0.765152,-4.66359,NA,NA,-61.665,NA,NA,NA,NA,NA,NA,NA
126684,0.937058,1.60522,-4.1283,NA,NA,-26.19,NA,NA,NA,NA,NA,NA,NA
126979,0.837847,2.58564,-3.49221,-63.603,NA,NA,NA,NA,NA,NA,NA,NA,NA
127018,0.573441,3.43542,-4.66661,NA,NA,-102.513,NA,NA,NA,NA,NA,NA,NA
127232,0.786887,2.4657,-4.33236,NA,-40.517,NA,NA,NA,NA,NA,NA,NA,NA
127577,1.6369,2.46463,-4.14098,NA,NA,-22.465,NA,NA,NA,NA,NA,NA,NA
127704,0.863615,2.85485,-4.38894,NA,-52.755,NA,NA,NA,NA,NA,NA,NA,NA
127805,0.698989,0.791004,-4.5961,NA,NA,NA,NA,-101.195,NA,NA,NA,NA,NA
128098,2.31319,0.582667,-3.03917,NA,NA,NA,NA,-112.724,NA,NA,NA,NA,NA
128259,2.02854,1.17433,-4.21115,NA,NA,NA,NA,NA,-75.293,NA,NA,NA,NA
128453,1.35384,2.44356,-4.51431,NA,NA,-25.978,NA,NA,NA,NA,NA,NA,NA
128792,1.61269,2.00723,-4.81255,NA,NA,NA,NA,-25.024,NA,NA,NA,NA,NA
128825,2.28493,1.19985,-4.92402,NA,NA,NA,-41.456,NA,NA,NA,NA,NA,NA
129066,2.62151,1.67393,-4.20879,-31.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
129377,3.02479,1.65402,-4.57567,NA,-40.101,NA,NA,NA,NA,NA,NA,NA,NA
129417,2.05377,2.1345,-4.48189,-19.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
129792,1.91978,1.25122,-4.61771,-26.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
129908,2.73225,1.43167,-4.71915,NA,NA,NA,-44.636,NA,NA,NA,NA,NA,NA
130163,2.70056,2.00702,-4.56544,-29.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
130395,2.88896,1.52552,-4.00921,-40.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
130491,3.35311,1.53111,-4.43357,NA,NA,NA,NA,NA,NA,NA,NA,-132.297,NA
130657,2.23566,2.54201,-4.77428,-31.102,NA,NA,NA,NA,NA,NA,NA,NA,NA
130832,1.55193,2.10798,-4.75408,-16.514,NA,NA,NA,NA,NA,NA,NA,NA,NA
131187,1.47217,1.74044,-4.73281,NA,NA,NA,NA,-33.134,NA,NA,NA,NA,NA
131251,2.59856,3.72403,-4.68729,NA,-109.759,NA,NA,NA,NA,NA,NA,NA,NA
131572,2.07631,2.60081,-4.93802,NA,-32.511,NA,NA,NA,NA,NA,NA,NA,NA
131771,1.06752,2.43889,-4.49321,NA,-29.306,NA,NA,NA,NA,NA,NA,NA,NA
131910,2.17971,2.66678,-4.0354,-33.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
132052,1.70971,2.07907,-2.56244,NA,-88.894,NA,NA,NA,NA,NA,NA,NA,NA
132336,1.09996,1.89892,-2.1475,NA,-137.93,NA,NA,NA,NA,NA,NA,NA,NA
132510,1.42826,1.59014,-2.56687,NA,NA,-90.687,NA,NA,NA,NA,NA,NA,NA
132651,2.07573,1.64549,-3.202,NA,NA,NA,NA,-62.328,NA,NA,NA,NA,NA
132988,2.538,1.58164,-3.89588,NA,NA,-30.405,NA,NA,NA,NA,NA,NA,NA
133053,2.50097,2.46883,-4.33879,NA,-29.968,NA,NA,NA,NA,NA,NA,NA,NA
133320,3.41741,2.52105,-4.34863,NA,-78.189,NA,NA,NA,NA,NA,NA,NA,NA
133560,3.65027,2.80971,-4.22366,NA,NA,-110.501,NA,NA,NA,NA,NA,NA,NA
133718,2.30501,2.45231,-3.87212,NA,NA,NA,NA,-53.361,NA,NA,NA,NA,NA
133874,2.38122,1.38187,-3.97987,NA,NA,NA,NA,-43.344,NA,NA,NA,NA,NA
134058,1.27987,1.58875,-4.75094,NA,NA,NA,NA,NA,NA,-92.683,NA,NA,NA
134378,1.13861,2.57983,-4.70664,NA,-35.17,NA,NA,NA,NA,NA,NA,NA,NA
134477,2.53911,1.56822,-4.07237,NA,NA,NA,NA,-37.754,NA,NA,NA,NA,NA
134615,1.92331,1.30526,-3.37511,NA,NA,NA,NA,NA,-71.23,NA,NA,NA,NA
134986,2.57775,0.776977,-4.0335,NA,NA,NA,NA,NA,-86.55,NA,NA,NA,NA
135176,1.55394,0.75232,-4.55565,NA,NA,NA,NA,-57.209,NA,NA,NA,NA,NA
135386,2.26874,2.14141,-4.70197,NA,-17.342,NA,NA,NA,NA,NA,NA,NA,NA
135516,1.43243,2.23233,-4.3686,NA,-13.41,NA,NA,NA,NA,NA,NA,NA,NA
135737,1.37236,2.5709,-4.82193,NA,NA,NA,NA,NA,-77.998,NA,NA,NA,NA
135900,2.01466,1.88296,-4.60121,NA,NA,-13.224,NA,NA,NA,NA,NA,NA,NA
136147,2.66302,0.806829,-4.87598,NA,NA,NA,NA,-67.035,NA,NA,NA,NA,NA
136339,2.72884,0.797351,-4.87763,NA,NA,-57.475,NA,NA,NA,NA,NA,NA,NA
136510,2.15941,1.68588,-4.48412,NA,-6.171,NA,NA,NA,NA,NA,NA,NA,NA
136690,2.8032,1.03784,-4.67659,NA,NA,-53.212,NA,NA,NA,NA,NA,NA,NA
136895,1.36941,1.58466,-4.86844,NA,NA,NA,NA,NA,-69.115,NA,NA,NA,NA
137014,1.12785,1.18707,-4.38764,NA,NA,NA,NA,-48.913,NA,NA,NA,NA,NA
137340,1.52867,1.34628,-4.6208,NA,NA,-14.408,NA,NA,NA,NA,NA,NA,NA
137481,1.29177,1.94437,-4.8036,-18.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
137780,1.81662,1.30923,-4.91243,NA,NA,NA,NA,-34.594,NA,NA,NA,NA,NA
137883,1.83611,0.266109,-4.53581,NA,NA,-100.841,NA,NA,NA,NA,NA,NA,NA
138023,2.3598,2.14142,-4.16164,NA,-18.072,NA,NA,NA,NA,NA,NA,NA,NA
138289,1.82336,2.08281,-4.82423,NA,NA,-23.121,NA,NA,NA,NA,NA,NA,NA
138486,0.843073,2.48019,-4.3802,NA,-39.965,NA,NA,NA,NA,NA,NA,NA,NA
138676,0.516269,2.44129,-4.07985,NA,-56.018,NA,NA,NA,NA,NA,NA,NA,NA
138972,1.5589,3.25298,-4.09266,-67.272,NA,NA,NA,NA,NA,NA,NA,NA,NA
139102,1.30788,3.03834,-4.37878,NA,NA,NA,-70.269,NA,NA,NA,NA,NA,NA
139346,0.166455,3.3923,-4.30319,NA,-120.237,NA,NA,NA,NA,NA,NA,NA,NA
139429,1.828,2.50464,-4.91885,-31.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
139608,2.56836,1.43437,-4.33394,NA,NA,NA,NA,-36.584,NA,NA,NA,NA,NA
139860,2.54133,1.89671,-3.50671,NA,NA,NA,-55.88,NA,NA,NA,NA,NA,NA
140190,2.37232,1.29824,-4.37392,NA,-16.156,NA,NA,NA,NA,NA,NA,NA,NA
140313,1.14936,1.05981,-4.03897,NA,-35.044,NA,NA,NA,NA,NA,NA,NA,NA
140572,2.23737,1.75857,-3.56332,NA,NA,-29.613,NA,NA,NA,NA,NA,NA,NA
140621,3.00527,2.92122,-4.4783,NA,-70.511,NA,NA,NA,NA,NA,NA,NA,NA
140866,2.06609,2.01231,-4.46886,NA,NA,NA,-32.612,NA,NA,NA,NA,NA,NA
141155,0.711649,2.43023,-4.28399,NA,NA,NA,-73.029,NA,NA,NA,NA,NA,NA
141206,2.29516,2.47168,-3.84644,NA,NA,-34.844,NA,NA,NA,NA,NA,NA,NA
141558,2.63486,1.2627,-3.77056,NA,-36.451,NA,NA,NA,NA,NA,NA,NA,NA
141752,1.92971,0.729026,-4.38152,-52.296,NA,NA,NA,NA,NA,NA,NA,NA,NA
141959,2.39284,2.24145,-3.90415,-26.327,NA,NA,NA,NA,NA,NA,NA,NA,NA
142101,1.83116,2.12539,-3.91765,NA,NA,NA,-39.876,NA,NA,NA,NA,NA,NA
142320,2.78929,2.03618,-3.51368,NA,NA,NA,NA,NA,NA,NA,-99.039,NA,NA
142568,1.86008,3.16242,-4.2427,NA,NA,NA,-82.622,NA,NA,NA,NA,NA,NA
142732,2.53469,3.29458,-4.9117,NA,-79.319,NA,NA,NA,NA,NA,NA,NA,NA
142978,2.78036,2.52122,-4.08231,NA,NA,-49.907,NA,NA,NA,NA,NA,NA,NA
143011,2.97411,1.7398,-2.64925,NA,NA,NA,-130.001,NA,NA,NA,NA,NA,NA
143261,2.18312,1.19416,-4.54009,NA,-14.62,NA,NA,NA,NA,NA,NA,NA,NA
143510,1.59643,1.3631,-4.45166,NA,-4.218,NA,NA,NA,NA,NA,NA,NA,NA
143714,1.14363,2.92017,-4.25483,NA,NA,-50.793,NA,NA,NA,NA,NA,NA,NA
143820,1.94733,2.26687,-3.60792,-29.913,NA,NA,NA,NA,NA,NA,NA,NA,NA
144173,1.87897,1.5838,-3.52489,NA,-22.496,NA,NA,NA,NA,NA,NA,NA,NA
144241,1.56591,1.52976,-4.04882,NA,NA,-10.183,NA,NA,NA,NA,NA,NA,NA
144513,2.04153,1.17367,-4.9875,NA,NA,-28.486,NA,NA,NA,NA,NA,NA,NA
144745,2.41313,0.927962,-4.32356,-40.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
144943,2.02899,2.54968,-3.18069,NA,-56.576,NA,NA,NA,NA,NA,NA,NA,NA
145192,2.29046,2.62216,-3.1397,-76.136,NA,NA,NA,NA,NA,NA,NA,NA,NA
145336,2.53605,2.14588,-4.33609,-28.963,NA,NA,NA,NA,NA,NA,NA,NA,NA
145478,3.11568,1.62955,-4.42422,NA,NA,-47.277,NA,NA,NA,NA,NA,NA,NA
145628,1.75853,1.02605,-4.50277,-24.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
145942,1.46332,1.77421,-3.86645,NA,-11.947,NA,NA,NA,NA,NA,NA,NA,NA
146038,2.08524,2.31619,-4.8458,NA,NA,NA,NA,-33.774,NA,NA,NA,NA,NA
146274,1.33953,2.11908,-4.99711,NA,-23.287,NA,NA,NA,NA,NA,NA,NA,NA
146542,1.89626,1.65409,-4.67776,-17.837,NA,NA,NA,NA,NA,NA,NA,NA,NA
146607,2.77926,2.27654,-4.45744,NA,NA,NA,-54.777,NA,NA,NA,NA,NA,NA
146972,1.68944,1.88301,-4.42548,-7.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
147142,0.934328,0.976835,-4.4205,NA,-54.714,NA,NA,NA,NA,NA,NA,NA,NA
147345,2.32987,2.26207,-4.53824,NA,NA,NA,NA,-35.342,NA,NA,NA,NA,NA
147409,2.43636,2.13413,-4.45078,NA,NA,-24.372,NA,NA,NA,NA,NA,NA,NA
147717,2.93013,1.83377,-4.83833,NA,NA,-42.645,NA,NA,NA,NA,NA,NA,NA
148000,2.07835,2.85977,-4.94807,NA,-44.098,NA,NA,NA,NA,NA,NA,NA,NA
148137,1.68489,2.67652,-3.8904,NA,NA,-33.569,NA,NA,NA,NA,NA,NA,NA
148228,1.88996,2.26742,-3.23606,NA,NA,-43.289,NA,NA,NA,NA,NA,NA,NA
148495,2.06509,2.11407,-2.95272,NA,-60.542,NA,NA,NA,NA,NA,NA,NA,NA
148742,2.1063,2.06617,-3.35097,NA,NA,NA,-66.628,NA,NA,NA,NA,NA,NA
148820,1.31599,2.25086,-4.51443,NA,NA,NA,-50.105,NA,NA,NA,NA,NA,NA
149190,1.59645,2.29036,-4.99781,NA,-23.708,NA,NA,NA,NA,NA,NA,NA,NA
149296,2.22481,1.4142,-4.37631,NA,-8.321,NA,NA,NA,NA,NA,NA,NA,NA
149505,2.25096,1.88634,-4.08929,NA,NA,-15.464,NA,NA,NA,NA,NA,NA,NA
149665,1.54108,1.67398,-3.65092,-19.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
149949,1.62471,1.46714,-4.31954,NA,NA,-4.935,NA,NA,NA,NA,NA,NA,NA
150040,1.76631,2.78068,-4.61711,NA,-32.594,NA,NA,NA,NA,NA,NA,NA,NA
150273,1.17635,2.98875,-4.30798,-51.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
150423,1.44796,2.31551,-4.39316,-18.512,NA,NA,NA,NA,NA,NA,NA,NA,NA
150675,0.536585,2.68538,-3.60685,NA,NA,NA,NA,-90.136,NA,NA,NA,NA,NA
150899,0.83018,1.21497,-3.42496,NA,NA,-69.674,NA,NA,NA,NA,NA,NA,NA
151137,2.00647,1.58009,-4.47619,NA,NA,-11.635,NA,NA,NA,NA,NA,NA,NA
151323,2.47702,1.03726,-4.56814,NA,NA,-35.699,NA,NA,NA,NA,NA,NA,NA
151514,2.91668,1.87072,-3.86058,NA,NA,NA,NA,-63.183,NA,NA,NA,NA,NA
151730,2.28439,2.78406,-4.59026,NA,-38.676,NA,NA,NA,NA,NA,NA,NA,NA
151913,3.13243,3.37101,-4.25806,-111.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
152068,2.61088,2.75066,-4.93754,-62.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
152394,2.05636,2.03769,-3.68822,-25.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
152436,1.93791,1.40936,-3.59256,NA,NA,-32.941,NA,NA,NA,NA,NA,NA,NA
152788,2.48766,1.80884,-4.42632,NA,NA,-20.566,NA,NA,NA,NA,NA,NA,NA
152811,1.6248,1.41815,-4.87924,NA,-14.582,NA,NA,NA,NA,NA,NA,NA,NA
153078,2.01871,2.0249,-4.87901,-15.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
153306,0.842505,3.23511,-4.57284,NA,-76.174,NA,NA,NA,NA,NA,NA,NA,NA
153501,0.711077,2.28347,-4.37072,NA,-38.97,NA,NA,NA,NA,NA,NA,NA,NA
153649,2.03782,1.74131,-4.91564,-17.003,NA,NA,NA,NA,NA,NA,NA,NA,NA
153939,1.1011,1.79902,-4.4837,NA,-18.055,NA,NA,NA,NA,NA,NA,NA,NA
154189,1.60253,2.0886,-4.74859,NA,NA,-13.989,NA,NA,NA,NA,NA,NA,NA
154263,2.37527,2.19267,-4.71137,NA,-20.886,NA,NA,NA,NA,NA,NA,NA,NA
154455,1.4922,3.0734,-4.98551,NA,NA,NA,-74.311,NA,NA,NA,NA,NA,NA
154696,2.19145,2.26003,-4.72614,-24.993,NA,NA,NA,NA,NA,NA,NA,NA,NA
154839,3.51025,1.301,-4.71513,NA,-75.257,NA,NA,NA,NA,NA,NA,NA,NA
155142,2.32953,1.72658,-4.35161,NA,-10.87,NA,NA,NA,NA,NA,NA,NA,NA
155291,1.92402,1.52073,-4.24066,NA,NA,-17.59,NA,NA,NA,NA,NA,NA,NA
155452,2.12605,1.59592,-3.7179,NA,-15.297,NA,NA,NA,NA,NA,NA,NA,NA
155742,1.96183,1.45986,-4.48768,-7.234,NA,NA,NA,NA,NA,NA,NA,NA,NA
155801,1.87716,2.09747,-4.28872,NA,-7.128,NA,NA,NA,NA,NA,NA,NA,NA
156052,1.7598,1.85244,-4.49592,-18.654,NA,NA,NA,NA,NA,NA,NA,NA,NA
156369,2.02304,2.19034,-4.82389,NA,NA,-20.859,NA,NA,NA,NA,NA,NA,NA
156592,1.38495,2.67521,-4.46217,NA,-30.454,NA,NA,NA,NA,NA,NA,NA,NA
156648,1.58772,1.68439,-4.43535,-7.061,NA,NA,NA,NA,NA,NA,NA,NA,NA
156801,1.34226,2.12479,-4.84539,NA,-18.867,NA,NA,NA,NA,NA,NA,NA,NA
157147,1.56937,2.93135,-4.29317,NA,NA,NA,NA,NA,NA,NA,-91.052,NA,NA
157295,2.01371,2.6287,-4.48588,-28.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
157411,1.04708,2.51638,-3.28197,NA,NA,NA,NA,NA,NA,NA,-138.119,NA,NA
157685,1.29356,1.21369,-4.95925,NA,NA,-31.016,NA,NA,NA,NA,NA,NA,NA
157916,1.99757,1.71985,-4.50851,NA,NA,-12.422,NA,NA,NA,NA,NA,NA,NA
158087,1.4459,1.15758,-3.61066,NA,NA,-39.391,NA,NA,NA,NA,NA,NA,NA
158396,1.51248,2.05034,-4.5733,NA,NA,NA,-23.953,NA,NA,NA,NA,NA,NA
158477,1.61885,1.49678,-4.53552,NA,NA,NA,NA,NA,NA,NA,-56.365,NA,NA
158620,1.88552,1.98901,-4.41236,NA,NA,-10.211,NA,NA,NA,NA,NA,NA,NA
158810,1.54498,1.90098,-4.74311,NA,NA,-21.659,NA,NA,NA,NA,NA,NA,NA
159115,1.12927,1.95965,-4.77151,NA,NA,NA,-51.006,NA,NA,NA,NA,NA,NA
159393,1.69187,1.50365,-4.18534,NA,NA,-13.596,NA,NA,NA,NA,NA,NA,NA
159526,2.58879,3.1431,-4.30835,NA,NA,-75.018,NA,NA,NA,NA,NA,NA,NA
159788,2.34509,1.86367,-4.71457,NA,NA,NA,NA,-37.17,NA,NA,NA,NA,NA
159820,1.81637,1.58207,-4.17227,NA,NA,-9.493,NA,NA,NA,NA,NA,NA,NA
160152,2.57478,1.94492,-4.26484,NA,-20.385,NA,NA,NA,NA,NA,NA,NA,NA
160389,2.64784,1.75148,-4.63859,NA,-23.665,NA,NA,NA,NA,NA,NA,NA,NA
160402,2.20558,1.76746,-4.00712,NA,NA,NA,NA,NA,NA,NA,-74.737,NA,NA
160728,2.17354,1.52337,-4.26241,NA,NA,NA,NA,NA,NA,NA,-74.598,NA,NA
160949,2.30063,1.76566,-4.45511,NA,NA,NA,-43.178,NA,NA,NA,NA,NA,NA
161150,1.63555,1.56656,-4.53238,NA,NA,NA,-32.191,NA,NA,NA,NA,NA,NA
161317,0.988762,1.99481,-2.84654,NA,-76.16,NA,NA,NA,NA,NA,NA,NA,NA
161406,2.36983,2.37568,-3.87138,-35.441,NA,NA,NA,NA,NA,NA,NA,NA,NA
161794,2.06899,2.81335,-3.95224,-41.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
161843,1.49253,1.96252,-4.97785,NA,-19.312,NA,NA,NA,NA,NA,NA,NA,NA
162081,1.59765,2.52091,-4.72854,NA,NA,NA,NA,NA,NA,NA,-62.107,NA,NA
162355,1.04845,1.49748,-4.20075,-25.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
162445,1.47768,2.73472,-4.92212,NA,NA,-44.359,NA,NA,NA,NA,NA,NA,NA
162703,1.31481,1.08947,-4.25733,NA,NA,NA,-67.984,NA,NA,NA,NA,NA,NA
162962,1.18181,1.36984,-3.81094,NA,NA,-30.76,NA,NA,NA,NA,NA,NA,NA
163155,1.13707,1.95832,-4.40129,-18.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
