id,x0,x1,x2,fitness8.5,fitness9,fitness8,fitness7.5,fitness7,fitness6.5,fitness6,fitness5,fitness3,fitness4.5,fitness9.5,fitness10.5,fitness10,fitness5.5,fitness4,fitness3.5
82570,7.89539,7.87094,7.89039,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82601,9.227,7.72143,7.12327,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82876,7.50955,8.75786,7.3445,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83151,7.75363,8.92505,7.80889,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83205,7.56652,8.20736,7.61254,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83497,7.77199,8.10613,7.64515,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83691,8.32539,8.21611,8.125,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83857,7.48321,8.6418,8.55229,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84063,7.19477,8.26669,7.82733,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84278,7.28799,7.90215,8.74015,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84469,6.93335,7.36864,7.30237,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84674,8.06881,6.61717,8.78354,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84864,7.44396,7.91302,8.52518,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85133,7.85705,7.10547,8.31981,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85255,6.38655,7.04168,7.84597,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85592,7.2466,7.15889,6.7199,NA,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85622,7.97307,7.76769,5.91497,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85964,7.83211,7.22686,4.37768,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86181,7.4254,7.73631,4.34282,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86378,8.17235,7.53455,3.79561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA
86430,7.58065,8.09193,2.50684,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86778,7.94279,6.81955,4.52416,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86878,8.86982,7.47243,5.72623,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87025,7.99827,7.57425,7.76334,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87250,7.35777,8.33073,7.12245,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87416,8.71432,8.46097,7.07413,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87768,8.74943,7.79271,7.12764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA
87949,8.62145,7.30456,8.28966,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88140,6.45425,7.12723,8.35914,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88247,7.17475,8.01024,8.30812,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88496,8.79992,7.8886,7.95952,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88739,8.38591,8.06759,8.13342,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88906,8.25616,8.27755,7.45689,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89164,8.61282,7.71762,7.41979,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89281,8.29662,7.75043,6.8477,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89459,8.54761,7.38226,6.79454,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89650,7.68899,7.24373,6.06023,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89817,8.26912,7.88492,6.75142,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90054,8.18481,7.55813,6.85415,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90271,8.51529,8.30455,5.51563,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90477,9.3013,7.67386,7.34674,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90697,7.7398,7.34377,7.44034,NA,NA,NA,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90954,8.39067,9.07323,8.34298,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91109,7.98469,9.65101,7.6284,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91338,7.34627,7.77021,7.42497,NA,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91432,7.61704,7.29943,8.26154,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91635,6.3309,8.62932,7.46714,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91804,4.72549,7.82535,7.08245,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92090,6.43336,7.01835,8.0256,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92363,7.6049,7.6704,8.3348,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92434,7.6789,7.75571,6.95811,NA,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
92799,7.80326,6.9036,7.41503,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92952,8.98113,6.35229,7.75323,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93136,7.68983,5.46364,7.84829,NA,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93265,7.72303,6.53753,8.34393,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93425,7.77678,6.45354,7.78946,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93609,8.5106,6.57391,7.76707,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93900,7.26445,9.05798,7.57681,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94156,8.69097,8.34748,6.95279,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94265,8.57717,8.19039,7.04807,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94535,6.87464,7.6326,8.92095,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94626,7.73873,8.03408,6.95565,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94888,8.23761,7.09256,6.73692,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95040,8.37513,8.09139,4.80229,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95279,8.74377,8.09447,6.95312,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95459,7.64135,7.40728,8.57986,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95731,7.94167,7.32073,6.82114,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95815,7.81497,7.64386,8.39696,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96052,8.10519,6.62624,8.15096,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96368,9.51186,7.30744,8.60488,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96587,7.29809,7.31713,8.62692,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96717,7.39006,8.85718,8.37917,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96919,7.65895,8.80666,7.31413,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97196,7.87819,8.5088,7.26547,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97357,7.85593,8.05781,8.07424,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97549,7.55124,7.83142,8.9772,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97734,7.88493,8.96316,7.83863,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97864,8.97615,6.14519,8.25548,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98019,9.63308,8.43921,7.42469,NA,NA,NA,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98206,8.63942,7.50306,7.00402,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98453,8.19448,7.24024,6.97705,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98769,8.99402,7.34748,7.36122,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98802,8.19655,7.75607,6.91655,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99196,7.6536,7.65377,7.69815,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99371,8.66084,7.90739,8.12812,NA,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99429,8.39073,8.55606,7.4458,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99749,7.71096,8.91187,7.81868,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99940,7.74702,7.81606,7.77658,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100181,6.10949,7.75383,7.81261,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100230,7.16194,7.58307,7.33357,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100525,7.15381,8.91367,7.77449,NA,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100799,7.37305,8.23614,8.43261,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100916,7.14053,8.61638,8.73802,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101177,7.22736,9.14617,7.96217,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101252,8.00386,7.34335,8.05165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA
101458,8.13487,8.10906,6.94653,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101642,7.21034,8.60031,7.76088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA
101924,8.07845,8.23827,8.56538,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102100,7.86245,7.24843,9.59995,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102243,8.63152,7.85662,8.55613,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102540,8.1564,8.43967,8.94781,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102788,7.95249,7.82472,8.23032,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102911,7.35357,7.63324,8.68294,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103105,8.55826,7.86471,7.517,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103296,8.14113,6.89661,7.6666,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103525,8.64921,7.23851,8.23612,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103661,7.84925,7.26394,7.75709,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103893,7.28802,7.64906,7.79634,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104197,7.80733,8.83719,7.20115,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104315,9.03309,8.36337,8.04911,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104433,9.0233,7.85487,7.3485,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104618,7.98454,7.46713,7.10439,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104901,6.10686,8.21716,6.98531,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105051,8.01021,7.33461,8.44496,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105291,7.85868,6.19205,7.32436,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105476,7.37986,8.64913,7.41145,NA,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105630,7.66084,8.52249,6.80183,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105909,7.48219,7.54157,7.54584,NA,NA,NA,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106172,7.4895,6.3542,7.51091,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106386,9.30144,7.71572,7.21828,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106557,8.21817,7.12088,7.87887,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106671,7.88089,7.22181,8.53915,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106883,8.71787,6.73181,8.71739,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107093,8.01913,7.12908,7.59647,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107239,8.02587,8.75518,8.84989,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107486,7.46098,8.46653,9.18737,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107687,8.75969,9.44777,7.92162,NA,NA,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107917,8.67986,7.90326,7.95264,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108110,8.64915,7.67755,7.65664,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108397,8.58603,8.62179,8.19075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA
108562,7.956,8.86029,7.58539,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108772,7.9079,8.2344,9.00735,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108848,7.17208,8.82711,8.22125,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109185,8.19723,10.5,7.20809,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109271,7.06598,9.07188,8.46547,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109559,7.55909,8.74009,7.81298,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109624,8.25849,8.09485,8.46305,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109895,7.84199,8.22804,9.64655,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110075,7.12236,8.14675,8.2798,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110333,7.85041,8.56317,8.13945,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110458,6.82833,7.60502,7.42637,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110775,5.16792,8.12633,7.31956,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110816,5.66817,8.48832,8.90384,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111008,4.58089,7.88263,8.26751,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111289,4.86838,7.11189,8.27887,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111589,3.62307,7.33415,8.20972,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111697,3.70372,7.85333,9.52801,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111878,3.84229,7.15896,8.33241,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112007,3.99436,8.15566,7.96994,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112340,4.17976,8.12227,7.50062,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112557,4.60861,8.11572,6.95438,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112766,5.01553,6.97494,6.85138,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112893,3.78835,8.12234,6.99864,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113061,4.87967,6.65844,7.34049,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113396,6.84874,7.02734,7.68217,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113552,5.87453,8.13556,8.15233,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113782,7.95327,7.41704,8.28968,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113836,9.72885,8.19746,7.03947,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114186,9.0409,7.00518,6.97317,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114206,8.47447,7.42893,8.58076,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114439,9.07522,7.52696,7.54722,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114724,7.96652,7.27901,8.14006,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114883,7.35201,7.32026,7.56721,NA,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115001,7.62683,7.99538,9.52074,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115296,8.51615,8.31786,9.51152,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115514,9.50198,8.67647,8.93378,NA,NA,NA,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115800,8.40741,8.33304,8.94965,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115955,7.6098,8.01561,7.81218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA
116118,7.41264,8.1808,7.96249,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116354,6.06625,8.10504,7.87112,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116533,6.90479,8.28718,7.65205,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116740,7.7586,8.31522,8.25045,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116907,7.13078,7.18127,7.764,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117124,7.84489,7.55662,7.96082,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117287,7.61069,7.92673,7.62484,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117408,8.46432,8.53961,7.89354,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117637,7.95807,8.6572,7.6576,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117870,8.09246,8.11536,7.29782,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118200,7.84153,8.16054,7.35553,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118204,7.44958,7.79469,7.37418,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118515,6.94966,8.53376,7.70611,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118638,6.6176,8.12157,7.03185,NA,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118938,7.09238,7.38735,7.59458,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119095,7.70705,8.45502,7.66961,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119400,7.47889,8.91483,8.44367,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119455,8.44886,8.98712,8.30462,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119640,7.44541,8.60578,7.43498,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119972,7.76963,7.27623,8.56964,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120046,7.83187,7.65166,6.79604,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120219,7.37156,6.86313,7.90999,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120418,7.37158,8.60573,6.65653,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120647,7.36413,7.45654,7.52074,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120934,7.6299,7.50744,7.70519,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121153,6.81623,8.22786,7.63196,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121249,7.8312,6.91917,8.58113,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121490,7.53283,7.62149,9.03774,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121683,9.05052,8.16892,8.05034,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121979,9.40485,7.53093,7.63562,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122148,8.52857,7.73449,8.28994,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122237,8.16885,7.78456,8.82116,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122497,9.25901,7.44143,8.54408,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122629,8.61628,8.4027,8.52147,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122847,8.40598,8.44414,7.59937,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123120,7.39387,9.67021,7.54394,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123226,7.07823,8.45354,6.79675,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123454,8.29326,8.69955,7.21449,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123623,8.64066,8.90656,8.53168,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
