id,x0,x1,x2,fitness-3.5,fitness-2,fitness-3,fitness-2.5,fitness-1.5,fitness-1,fitness-4,fitness-0.5
123506,3.46103,1.9626,-3.932,NA,NA,NA,-75.122,NA,NA,NA,NA
123787,1.79208,1.27173,-3.83558,NA,NA,-22.013,NA,NA,NA,NA,NA
123901,1.92407,1.68314,-4.44681,NA,NA,NA,-2.267,NA,NA,NA,NA
124130,1.40006,1.90648,-4.94353,NA,NA,NA,-17.281,NA,NA,NA,NA
124215,2.12015,1.12106,-4.71658,NA,-23.809,NA,NA,NA,NA,NA,NA
124491,1.83884,2.05706,-4.12408,NA,-9.346,NA,NA,NA,NA,NA,NA
124753,1.20958,2.66468,-3.61356,NA,-49.56,NA,NA,NA,NA,NA,NA
124855,2.23381,1.47327,-4.93887,-41.736,NA,NA,NA,NA,NA,NA,NA
125119,1.07709,0.764361,-4.68397,NA,NA,NA,-67.89,NA,NA,NA,NA
125343,0.790969,2.01699,-4.74124,NA,NA,NA,-35.175,NA,NA,NA,NA
125421,1.13642,2.39478,-4.48324,NA,NA,-27.473,NA,NA,NA,NA,NA
125728,1.1564,2.32576,-4.59123,NA,NA,NA,-24.17,NA,NA,NA,NA
125985,3.15278,1.92684,-4.97042,NA,-56.227,NA,NA,NA,NA,NA,NA
126049,1.22052,2.01343,-4.84161,NA,-26.374,NA,NA,NA,NA,NA,NA
126243,1.62586,1.79295,-3.94774,NA,NA,NA,NA,-23.266,NA,NA,NA
126551,1.56009,1.84786,-4.85754,NA,NA,-15.32,NA,NA,NA,NA,NA
126646,2.62419,2.08629,-4.92002,NA,NA,-32.995,NA,NA,NA,NA,NA
126890,2.65138,1.73973,-4.40658,NA,NA,-27.624,NA,NA,NA,NA,NA
127151,1.53338,1.32366,-4.38394,NA,-11.321,NA,NA,NA,NA,NA,NA
127317,2.46525,1.34587,-4.48822,NA,-23.72,NA,NA,NA,NA,NA,NA
127597,1.5024,1.90787,-4.01706,NA,NA,NA,NA,-39.676,NA,NA,NA
127659,1.50139,2.29785,-4.18525,NA,-16.921,NA,NA,NA,NA,NA,NA
127915,1.72132,1.18795,-4.42129,NA,-12.18,NA,NA,NA,NA,NA,NA
128096,2.4226,0.926581,-4.55532,NA,NA,-35.283,NA,NA,NA,NA,NA
128305,2.13161,1.08667,-3.6733,NA,NA,NA,-29.987,NA,NA,NA,NA
128440,1.70227,1.39132,-3.76976,NA,-20.581,NA,NA,NA,NA,NA,NA
128702,1.95613,1.87078,-4.83746,NA,NA,NA,NA,-29.876,NA,NA,NA
128975,2.36905,2.43028,-4.06399,NA,NA,NA,NA,-40.794,NA,NA,NA
129117,1.8512,2.29183,-3.80898,NA,NA,NA,-19.49,NA,NA,NA,NA
129230,2.10003,2.2425,-3.47464,NA,-34.248,NA,NA,NA,NA,NA,NA
129414,1.94939,1.88786,-4.06246,-29.089,NA,NA,NA,NA,NA,NA,NA
129672,2.1331,1.98952,-3.85681,NA,NA,-21.736,NA,NA,NA,NA,NA
129899,2.64756,1.8309,-3.13681,-83.013,NA,NA,NA,NA,NA,NA,NA
130068,2.18658,1.89571,-3.46096,NA,NA,NA,-29.193,NA,NA,NA,NA
130376,1.70934,1.214,-4.75638,NA,NA,-20.398,NA,NA,NA,NA,NA
130479,2.58121,0.768366,-4.3604,NA,NA,NA,-50.894,NA,NA,NA,NA
130646,2.47663,1.7607,-4.73775,NA,NA,NA,-19.17,NA,NA,NA,NA
130977,2.06918,2.43435,-4.31738,NA,NA,NA,-18.802,NA,NA,NA,NA
131143,2.31928,1.99259,-4.43486,NA,NA,-14.182,NA,NA,NA,NA,NA
131376,2.00897,1.19408,-4.79982,NA,NA,NA,-16.592,NA,NA,NA,NA
131402,0.983914,1.037,-4.38711,NA,NA,NA,-44.214,NA,NA,NA,NA
131680,0.690417,1.97303,-4.09626,NA,NA,NA,-38.568,NA,NA,NA,NA
131950,1.46759,2.02437,-4.91302,NA,-18.512,NA,NA,NA,NA,NA,NA
132077,1.66937,1.81696,-3.90711,NA,NA,-19.337,NA,NA,NA,NA,NA
132208,2.31191,1.70154,-3.80085,NA,NA,NA,-17.619,NA,NA,NA,NA
132415,2.66585,1.67921,-3.84565,NA,-34.899,NA,NA,NA,NA,NA,NA
132748,2.33072,1.97643,-3.53338,NA,-40.932,NA,NA,NA,NA,NA,NA
132811,2.18552,1.65388,-4.18529,NA,NA,-9.395,NA,NA,NA,NA,NA
133073,1.56328,2.44864,-4.39071,NA,-27.063,NA,NA,NA,NA,NA,NA
133202,1.76839,1.06672,-4.36082,NA,NA,NA,NA,NA,NA,NA,-106.878
133415,0.826402,1.99126,-4.82577,NA,-40.067,NA,NA,NA,NA,NA,NA
133658,1.68497,1.79832,-3.54225,NA,NA,NA,-20.957,NA,NA,NA,NA
133877,2.14599,0.686221,-4.64603,NA,-50.475,NA,NA,NA,NA,NA,NA
134007,1.85009,1.70503,-4.54456,NA,NA,NA,-3.175,NA,NA,NA,NA
134323,2.12464,1.42029,-4.88575,NA,NA,-18.061,NA,NA,NA,NA,NA
134577,1.16439,1.3809,-4.56736,NA,-33.783,NA,NA,NA,NA,NA,NA
134723,2.70357,1.29538,-4.70797,NA,-37.516,NA,NA,NA,NA,NA,NA
134925,1.27543,1.23899,-3.87737,NA,-34.559,NA,NA,NA,NA,NA,NA
135140,1.08587,1.61659,-3.14277,NA,NA,NA,-55.356,NA,NA,NA,NA
135263,1.12691,1.16208,-4.18686,NA,NA,NA,-29.599,NA,NA,NA,NA
135463,1.19048,0.876907,-4.10902,NA,NA,NA,-49.858,NA,NA,NA,NA
135677,1.91041,1.45084,-4.11576,NA,-11.626,NA,NA,NA,NA,NA,NA
135915,2.23571,1.10797,-4.12429,NA,NA,NA,-18.441,NA,NA,NA,NA
136086,1.60051,1.13285,-4.40497,NA,NA,-19.16,NA,NA,NA,NA,NA
136222,2.63698,2.43509,-4.82819,NA,-39.049,NA,NA,NA,NA,NA,NA
136521,2.63901,1.81097,-4.05453,NA,NA,NA,-24.011,NA,NA,NA,NA
136616,1.10053,1.53317,-3.55024,NA,NA,NA,-35.86,NA,NA,NA,NA
136887,2.26286,1.97622,-4.20569,NA,NA,NA,-11.061,NA,NA,NA,NA
137066,3.25312,2.14546,-4.10376,NA,-65.023,NA,NA,NA,NA,NA,NA
137260,1.64454,1.95358,-2.96271,NA,NA,-55.545,NA,NA,NA,NA,NA
137505,2.17091,1.28199,-4.20515,NA,NA,NA,-10.025,NA,NA,NA,NA
137697,1.69008,1.93877,-4.03928,NA,NA,NA,-5.867,NA,NA,NA,NA
137894,1.42796,2.364,-3.92508,NA,NA,NA,NA,-41.355,NA,NA,NA
138179,2.04573,2.3942,-3.89277,NA,-29.857,NA,NA,NA,NA,NA,NA
138374,2.5918,1.93635,-3.45883,NA,NA,NA,-41.91,NA,NA,NA,NA
138473,1.54449,2.03377,-3.11077,NA,NA,NA,-46.675,NA,NA,NA,NA
138672,1.07168,2.29987,-4.28861,NA,-28.678,NA,NA,NA,NA,NA,NA
138825,2.04268,1.68674,-4.78647,NA,-16.574,NA,NA,NA,NA,NA,NA
139195,0.90281,1.27281,-4.54088,NA,NA,NA,-36.902,NA,NA,NA,NA
139297,1.17396,1.20983,-4.01885,NA,NA,-38.254,NA,NA,NA,NA,NA
139429,2.46635,1.74165,-4.41089,NA,NA,NA,-15.174,NA,NA,NA,NA
139658,2.25465,1.67978,-3.80485,NA,NA,-26.935,NA,NA,NA,NA,NA
139892,1.99853,2.2993,-4.82453,NA,NA,-22.681,NA,NA,NA,NA,NA
140009,2.09678,2.124,-4.611,NA,NA,NA,-13.203,NA,NA,NA,NA
140235,0.742826,1.78852,-4.96942,-66.735,NA,NA,NA,NA,NA,NA,NA
140423,0.365746,2.25952,-4.77234,-73.317,NA,NA,NA,NA,NA,NA,NA
140731,1.19376,1.87707,-3.79594,NA,NA,NA,-20.373,NA,NA,NA,NA
140947,1.29865,1.47735,-3.30545,NA,NA,NA,-40.853,NA,NA,NA,NA
141162,0.897243,2.09698,-4.82974,NA,NA,-41.064,NA,NA,NA,NA,NA
141240,0.664963,1.68361,-4.37678,NA,NA,-42.638,NA,NA,NA,NA,NA
141571,1.69058,1.86773,-3.64066,-30.978,NA,NA,NA,NA,NA,NA,NA
141697,1.51196,1.24349,-3.3843,NA,NA,NA,-38.506,NA,NA,NA,NA
141805,2.07667,2.23753,-4.16348,NA,-19.057,NA,NA,NA,NA,NA,NA
142062,2.13995,1.54895,-4.57236,NA,-20.092,NA,NA,NA,NA,NA,NA
142305,2.71001,1.74269,-4.22498,NA,NA,NA,-24.583,NA,NA,NA,NA
142450,1.47907,1.47706,-4.39849,NA,NA,-7.178,NA,NA,NA,NA,NA
142740,1.41036,2.82457,-4.54551,NA,-41.882,NA,NA,NA,NA,NA,NA
142821,2.05777,1.72432,-3.7609,NA,NA,-15.544,NA,NA,NA,NA,NA
143032,1.34645,2.29173,-4.82037,NA,NA,-28.513,NA,NA,NA,NA,NA
143366,1.25959,1.75697,-4.26797,NA,-12.914,NA,NA,NA,NA,NA,NA
143495,2.0758,1.65533,-4.12486,NA,NA,NA,-4.577,NA,NA,NA,NA
143779,1.27841,2.8647,-4.15443,NA,NA,NA,-41.506,NA,NA,NA,NA
143959,1.66046,2.06563,-4.18925,-20.761,NA,NA,NA,NA,NA,NA,NA
144126,2.02025,2.1497,-3.67866,NA,NA,-22.246,NA,NA,NA,NA,NA
144304,1.17608,1.6024,-3.96562,NA,NA,NA,-16.628,NA,NA,NA,NA
144543,0.927665,2.26311,-4.31338,NA,NA,-33.721,NA,NA,NA,NA,NA
144781,2.20452,1.66429,-4.59039,-34.384,NA,NA,NA,NA,NA,NA,NA
144838,2.42678,2.06259,-4.18631,NA,NA,NA,-17.292,NA,NA,NA,NA
145055,2.70415,1.59438,-4.84536,NA,NA,NA,-30.445,NA,NA,NA,NA
145373,2.46016,2.22032,-4.98323,NA,NA,NA,-30.439,NA,NA,NA,NA
145446,2.25209,2.75377,-4.01022,NA,NA,NA,-37.574,NA,NA,NA,NA
145706,2.09055,2.41255,-4.64653,NA,NA,NA,-20.68,NA,NA,NA,NA
145868,1.76493,1.89387,-3.93983,NA,NA,-17.292,NA,NA,NA,NA,NA
146087,1.84414,1.69474,-4.86388,NA,NA,NA,-10.368,NA,NA,NA,NA
146265,1.32445,1.60753,-4.50526,NA,-19.912,NA,NA,NA,NA,NA,NA
146405,1.54204,2.18689,-4.71071,NA,NA,NA,NA,-27.442,NA,NA,NA
146742,1.97753,2.60662,-4.04599,NA,-29.054,NA,NA,NA,NA,NA,NA
146872,2.30859,2.50666,-4.77878,NA,NA,-31.619,NA,NA,NA,NA,NA
147092,2.00127,1.58109,-4.75261,NA,NA,NA,-8.359,NA,NA,NA,NA
147347,2.19585,2.46265,-2.93871,NA,NA,NA,-74.072,NA,NA,NA,NA
147455,1.53063,1.68406,-3.63261,-34.115,NA,NA,NA,NA,NA,NA,NA
147648,1.32744,1.52905,-4.19168,NA,-20.442,NA,NA,NA,NA,NA,NA
147834,2.07735,2.02965,-3.95254,NA,NA,NA,-11.818,NA,NA,NA,NA
148101,2.54417,1.07706,-4.40487,NA,NA,-31.979,NA,NA,NA,NA,NA
148249,2.01285,1.38741,-3.97556,NA,-17.878,NA,NA,NA,NA,NA,NA
148485,1.817,1.23965,-4.36905,NA,-10.605,NA,NA,NA,NA,NA,NA
148637,1.41555,1.453,-4.75788,NA,NA,NA,-13.144,NA,NA,NA,NA
148818,0.780448,2.44945,-4.83369,NA,NA,NA,-44.994,NA,NA,NA,NA
149163,1.4069,2.04918,-4.20105,NA,NA,-17.843,NA,NA,NA,NA,NA
149234,1.8276,2.33522,-4.59608,NA,NA,-22.747,NA,NA,NA,NA,NA
149485,1.72752,1.80258,-4.21346,NA,NA,NA,-1.977,NA,NA,NA,NA
149601,1.74782,2.10136,-4.62295,NA,NA,-20.017,NA,NA,NA,NA,NA
149957,0.953362,2.28504,-4.8515,NA,-36.544,NA,NA,NA,NA,NA,NA
150091,1.87798,2.0983,-4.53636,NA,NA,NA,-9.909,NA,NA,NA,NA
150381,1.73684,1.21544,-4.82433,NA,NA,NA,-15.755,NA,NA,NA,NA
150566,1.74584,1.74964,-4.41766,NA,NA,NA,-2.131,NA,NA,NA,NA
150654,1.98024,2.01259,-4.57444,NA,NA,NA,-7.769,NA,NA,NA,NA
150801,0.999449,2.32148,-4.18318,NA,-36.355,NA,NA,NA,NA,NA,NA
151020,0.836741,2.35223,-4.98033,NA,-46.137,NA,NA,NA,NA,NA,NA
151264,0.255562,1.65713,-4.88672,NA,NA,-71.81,NA,NA,NA,NA,NA
151597,1.27814,1.42897,-4.72865,NA,NA,NA,-16.282,NA,NA,NA,NA
151789,1.67203,1.32512,-3.84931,NA,NA,-23.601,NA,NA,NA,NA,NA
151889,1.80804,1.00236,-4.6531,NA,NA,NA,-20.985,NA,NA,NA,NA
152024,1.46976,1.96274,-4.82257,NA,NA,NA,-14.256,NA,NA,NA,NA
152247,1.44873,1.46903,-4.0839,-28.247,NA,NA,NA,NA,NA,NA,NA
152517,0.779207,1.6543,-4.78697,NA,NA,NA,-37.321,NA,NA,NA,NA
152770,2.14726,1.17529,-4.57984,-39.227,NA,NA,NA,NA,NA,NA,NA
152814,2.0356,0.987097,-4.43643,NA,NA,-21.687,NA,NA,NA,NA,NA
153120,1.17848,1.33122,-4.5445,NA,NA,NA,-18.306,NA,NA,NA,NA
153294,0.556483,1.6026,-3.83447,NA,-57.826,NA,NA,NA,NA,NA,NA
153468,2.336,1.63338,-4.68059,NA,-19.612,NA,NA,NA,NA,NA,NA
153712,2.23747,1.56694,-4.80386,NA,NA,NA,NA,-37.549,NA,NA,NA
153912,1.85229,0.757396,-4.48028,NA,NA,NA,NA,-67.417,NA,NA,NA
154110,1.41486,2.18013,-4.8334,NA,-22.733,NA,NA,NA,NA,NA,NA
154392,2.66272,2.30712,-4.50486,NA,NA,NA,-30.987,NA,NA,NA,NA
154532,2.60678,2.05791,-3.84304,NA,NA,NA,-29.959,NA,NA,NA,NA
154621,1.9711,2.02477,-4.26527,-20.665,NA,NA,NA,NA,NA,NA,NA
154818,2.54351,0.643087,-4.80792,-85.529,NA,NA,NA,NA,NA,NA,NA
155011,2.18016,1.51858,-4.35198,NA,NA,NA,-6.044,NA,NA,NA,NA
155242,0.996325,1.84232,-4.14349,NA,-28.268,NA,NA,NA,NA,NA,NA
155579,1.84084,1.9677,-4.25478,NA,-8.556,NA,NA,NA,NA,NA,NA
155613,0.924903,2.3312,-4.62457,NA,NA,NA,NA,-58.698,NA,NA,NA
155852,1.19383,2.13348,-4.35081,NA,NA,NA,-16.563,NA,NA,NA,NA
156051,2.37502,2.33955,-4.96669,NA,NA,NA,NA,-43.426,NA,NA,NA
156305,1.92402,1.90254,-4.97868,NA,NA,NA,-15.579,NA,NA,NA,NA
156497,3.08806,2.47656,-4.20861,NA,NA,-62.44,NA,NA,NA,NA,NA
156736,1.96526,1.89181,-4.2058,NA,NA,-9.779,NA,NA,NA,NA,NA
156874,1.36664,2.35405,-4.76238,NA,NA,NA,-22.708,NA,NA,NA,NA
157002,1.86703,0.950811,-4.59938,NA,-26.87,NA,NA,NA,NA,NA,NA
157321,2.78265,1.91831,-4.89274,-55.121,NA,NA,NA,NA,NA,NA,NA
157520,2.99618,2.27914,-4.91424,NA,NA,NA,-50.409,NA,NA,NA,NA
157740,1.62109,2.87714,-3.96812,NA,NA,NA,-39.664,NA,NA,NA,NA
157911,1.05988,1.83945,-3.85098,NA,NA,-32.588,NA,NA,NA,NA,NA
158148,1.74212,2.09385,-4.39345,-21.34,NA,NA,NA,NA,NA,NA,NA
158384,2.01875,2.01669,-4.15753,NA,NA,-9.338,NA,NA,NA,NA,NA
158516,1.00843,1.8507,-4.88154,NA,-31.799,NA,NA,NA,NA,NA,NA
158763,1.80923,2.70236,-4.20545,NA,-30.023,NA,NA,NA,NA,NA,NA
158962,1.8401,2.45604,-4.28088,NA,NA,NA,-18.489,NA,NA,NA,NA
159149,1.32744,2.11545,-4.73659,NA,-19.531,NA,NA,NA,NA,NA,NA
159262,0.670938,1.76216,-4.32074,-49.122,NA,NA,NA,NA,NA,NA,NA
159476,1.7907,2.22823,-4.0271,NA,NA,-21.917,NA,NA,NA,NA,NA
159768,0.937924,1.93503,-4.38662,NA,-37.53,NA,NA,NA,NA,NA,NA
159917,1.44294,1.03433,-4.11996,NA,-29.776,NA,NA,NA,NA,NA,NA
160144,1.10882,2.51066,-4.6381,-53.607,NA,NA,NA,NA,NA,NA,NA
160262,2.09512,1.63961,-4.54734,NA,-7.318,NA,NA,NA,NA,NA,NA
160539,1.71256,1.5879,-4.85325,NA,NA,NA,-10.275,NA,NA,NA,NA
160659,1.41796,1.28634,-4.43516,NA,NA,NA,NA,-36.729,NA,NA,NA
160985,2.49286,2.22682,-4.37866,NA,NA,NA,NA,-37.937,NA,NA,NA
161059,2.26021,3.25678,-4.14766,NA,NA,-71.33,NA,NA,NA,NA,NA
161333,2.62463,1.80284,-4.47383,NA,-24.811,NA,NA,NA,NA,NA,NA
161539,2.32898,2.00466,-4.49698,NA,NA,NA,NA,-31.299,NA,NA,NA
161664,1.2751,1.88633,-4.4537,NA,NA,-14.153,NA,NA,NA,NA,NA
161864,0.987401,1.95581,-4.71164,NA,-28.784,NA,NA,NA,NA,NA,NA
162126,1.82817,1.85661,-3.94203,NA,NA,NA,NA,-31.301,NA,NA,NA
162360,1.58331,2.6346,-4.9604,NA,-38.308,NA,NA,NA,NA,NA,NA
162521,2.55568,1.49517,-4.45083,NA,NA,NA,-19.804,NA,NA,NA,NA
162615,2.47887,1.20374,-4.83995,NA,NA,-31.391,NA,NA,NA,NA,NA
162925,1.796,1.39599,-4.75592,NA,NA,NA,-10.445,NA,NA,NA,NA
163189,2.1049,0.716515,-4.93542,NA,-59.66,NA,NA,NA,NA,NA,NA
163324,2.4057,0.717548,-4.13556,NA,NA,-53.573,NA,NA,NA,NA,NA
163449,2.41725,1.90884,-4.27245,NA,NA,-23.316,NA,NA,NA,NA,NA
163720,2.0232,2.71095,-4.14081,NA,NA,-32.75,NA,NA,NA,NA,NA
163862,2.09801,2.20845,-3.89307,NA,NA,NA,-16.993,NA,NA,NA,NA
164005,1.13267,2.56722,-4.48267,NA,-38.738,NA,NA,NA,NA,NA,NA
164307,1.30257,1.29532,-3.47619,NA,NA,NA,-37.094,NA,NA,NA,NA
164526,1.73214,2.01988,-4.82361,-42.458,NA,NA,NA,NA,NA,NA,NA
164667,2.64542,1.10049,-4.61715,NA,NA,NA,-34.347,NA,NA,NA,NA
164974,2.68882,1.10766,-4.6223,NA,-39.972,NA,NA,NA,NA,NA,NA
165175,2.2581,1.64867,-4.85242,NA,-21.039,NA,NA,NA,NA,NA,NA
165337,1.92025,2.59025,-4.24934,NA,NA,NA,-24.107,NA,NA,NA,NA
165438,1.01486,2.45551,-4.82691,NA,NA,NA,-35.934,NA,NA,NA,NA
165773,1.33797,1.80128,-4.31737,NA,-18.586,NA,NA,NA,NA,NA,NA
165814,1.73063,1.64845,-4.66145,NA,NA,-10.173,NA,NA,NA,NA,NA
166170,1.54553,1.15755,-4.49477,-30.165,NA,NA,NA,NA,NA,NA,NA
166257,2.1248,1.98969,-4.871,NA,NA,NA,NA,NA,NA,-66.211,NA
166442,0.748699,1.6534,-4.09292,NA,NA,NA,-37.194,NA,NA,NA,NA
166787,1.547,2.01249,-4.17748,NA,NA,-12.063,NA,NA,NA,NA,NA
166962,1.32245,1.48504,-4.72033,NA,NA,-27.72,NA,NA,NA,NA,NA
167184,1.77212,2.36185,-4.36079,NA,NA,-17.202,NA,NA,NA,NA,NA
167291,2.1346,1.50515,-4.04974,NA,-21.971,NA,NA,NA,NA,NA,NA
167436,1.64427,1.74722,-4.64917,NA,NA,-19.092,NA,NA,NA,NA,NA
167742,2.0743,1.99669,-4.32824,-26.557,NA,NA,NA,NA,NA,NA,NA
167977,1.24694,1.47869,-4.08209,NA,NA,-15.98,NA,NA,NA,NA,NA
168147,2.23504,0.9956,-4.89938,NA,NA,NA,NA,-50.206,NA,NA,NA
168300,1.97379,1.3285,-4.7806,NA,NA,NA,-11.895,NA,NA,NA,NA
168580,1.88439,2.08013,-4.59682,NA,-19.171,NA,NA,NA,NA,NA,NA
168750,1.38815,1.75414,-4.9531,NA,NA,-20.296,NA,NA,NA,NA,NA
168953,1.3689,1.7557,-4.64933,NA,-14.247,NA,NA,NA,NA,NA,NA
169148,1.92277,2.28615,-4.26591,NA,-17.887,NA,NA,NA,NA,NA,NA
169227,1.42859,1.9176,-4.96041,NA,NA,NA,NA,-40.548,NA,NA,NA
169513,1.2587,2.07774,-4.79634,NA,NA,NA,-18.68,NA,NA,NA,NA
169604,1.74198,1.22361,-4.71257,NA,-21.587,NA,NA,NA,NA,NA,NA
169961,1.58581,2.84766,-4.71175,NA,-40.123,NA,NA,NA,NA,NA,NA
170070,0.80603,1.90351,-4.42774,NA,-44.418,NA,NA,NA,NA,NA,NA
170237,1.45037,2.1833,-4.52573,NA,-15.787,NA,NA,NA,NA,NA,NA
170573,2.76244,1.66048,-4.3783,NA,NA,-32.151,NA,NA,NA,NA,NA
170733,1.59897,1.47222,-4.27028,NA,NA,-6.629,NA,NA,NA,NA,NA
170963,2.71489,2.95078,-3.95362,NA,-66.512,NA,NA,NA,NA,NA,NA
171078,3.06913,1.842,-4.95415,NA,-52.574,NA,NA,NA,NA,NA,NA
171348,2.47086,1.31407,-4.90514,NA,NA,NA,-26.863,NA,NA,NA,NA
171506,1.48381,1.6823,-4.80481,NA,NA,-15.598,NA,NA,NA,NA,NA
171738,1.76518,1.78436,-4.17276,NA,NA,NA,-1.901,NA,NA,NA,NA
171849,1.18627,1.22506,-4.63702,NA,NA,-26.621,NA,NA,NA,NA,NA
172145,1.50148,1.4942,-4.29094,-35.869,NA,NA,NA,NA,NA,NA,NA
172216,1.83968,1.75777,-3.92397,-29.597,NA,NA,NA,NA,NA,NA,NA
172530,1.62681,2.47528,-4.66806,-40.055,NA,NA,NA,NA,NA,NA,NA
172684,2.69657,1.73214,-4.91851,NA,-36.132,NA,NA,NA,NA,NA,NA
172967,2.92738,1.76582,-4.52629,NA,NA,NA,-34.854,NA,NA,NA,NA
173171,2.19892,2.27044,-4.4749,NA,NA,-28.135,NA,NA,NA,NA,NA
173382,2.78835,1.21881,-4.72086,NA,NA,NA,-37.352,NA,NA,NA,NA
173570,2.68255,1.75519,-4.59885,NA,NA,NA,-24.238,NA,NA,NA,NA
173639,1.90041,1.65018,-4.95745,NA,NA,-23.994,NA,NA,NA,NA,NA
173911,1.30909,2.72086,-4.07641,NA,-40.467,NA,NA,NA,NA,NA,NA
174066,1.48392,1.24822,-4.66869,NA,NA,-25.976,NA,NA,NA,NA,NA
174343,2.13069,1.61036,-4.06802,NA,NA,NA,-7.037,NA,NA,NA,NA
174588,2.31028,1.27769,-4.56619,NA,NA,NA,-15.492,NA,NA,NA,NA
174608,2.18987,0.872011,-4.61632,NA,NA,NA,-34.55,NA,NA,NA,NA
174947,2.31788,1.9719,-4.87142,NA,-25.984,NA,NA,NA,NA,NA,NA
175174,2.67895,1.39186,-4.40291,NA,NA,NA,NA,-49.942,NA,NA,NA
175290,1.95452,2.21172,-4.7662,NA,NA,NA,NA,-36.94,NA,NA,NA
175511,2.4846,1.43079,-3.90159,NA,NA,NA,-23.099,NA,NA,NA,NA
175765,1.10948,1.84687,-4.35908,NA,NA,-20.937,NA,NA,NA,NA,NA
175916,1.76883,1.30501,-4.25551,NA,-10.117,NA,NA,NA,NA,NA,NA
176181,2.03864,1.65701,-4.2195,NA,NA,-5.104,NA,NA,NA,NA,NA
176210,2.2461,0.950128,-4.23426,NA,NA,NA,-28.878,NA,NA,NA,NA
176517,2.06623,1.66315,-4.27186,NA,NA,-7.236,NA,NA,NA,NA,NA
176727,2.15604,1.26451,-3.54398,NA,NA,-30.289,NA,NA,NA,NA,NA
176914,2.81241,1.30536,-4.97292,NA,NA,NA,-42.957,NA,NA,NA,NA
177190,2.94147,1.42129,-4.63555,NA,NA,NA,-38.687,NA,NA,NA,NA
177253,2.5671,1.37584,-4.50436,NA,NA,NA,-21.852,NA,NA,NA,NA
177594,2.52381,2.4479,-4.52395,NA,NA,NA,-31.027,NA,NA,NA,NA
177782,2.72625,2.51005,-4.33217,NA,NA,NA,-39.327,NA,NA,NA,NA
177990,2.55335,2.05475,-3.99593,NA,NA,NA,-24.975,NA,NA,NA,NA
178055,2.26956,1.15965,-4.23249,NA,NA,NA,-16.381,NA,NA,NA,NA
178280,1.92795,1.91084,-4.5124,NA,NA,NA,NA,-19.785,NA,NA,NA
178402,1.93818,2.20567,-4.91293,NA,-26.955,NA,NA,NA,NA,NA,NA
178753,1.72361,1.81284,-4.67088,NA,NA,NA,-5.775,NA,NA,NA,NA
178956,2.51041,1.44305,-4.9297,NA,NA,-28.174,NA,NA,NA,NA,NA
179111,1.60597,2.00212,-4.11361,NA,-17.94,NA,NA,NA,NA,NA,NA
179382,1.78411,1.44146,-4.45136,NA,NA,NA,-2.047,NA,NA,NA,NA
179507,1.91707,1.25285,-4.53152,NA,NA,-22.421,NA,NA,NA,NA,NA
179611,0.733254,1.71002,-4.02707,-48.814,NA,NA,NA,NA,NA,NA,NA
179856,1.28818,1.63818,-4.88011,NA,NA,NA,-17.497,NA,NA,NA,NA
180189,2.89272,1.34949,-4.05718,NA,-44.292,NA,NA,NA,NA,NA,NA
180233,1.86369,1.36687,-4.26319,NA,-8.352,NA,NA,NA,NA,NA,NA
180447,1.4557,1.66517,-4.0218,NA,NA,NA,NA,-40.82,NA,NA,NA
180637,1.11643,1.16984,-4.02814,NA,-36.057,NA,NA,NA,NA,NA,NA
180963,1.87122,1.13314,-4.01843,-50.253,NA,NA,NA,NA,NA,NA,NA
181062,1.65718,1.65427,-4.78422,NA,-12.209,NA,NA,NA,NA,NA,NA
181371,2.12626,2.07949,-4.69659,NA,-20.688,NA,NA,NA,NA,NA,NA
181431,2.4739,1.40916,-4.591,NA,NA,-20.49,NA,NA,NA,NA,NA
181612,1.01212,1.71523,-3.73869,NA,NA,-33.422,NA,NA,NA,NA,NA
181995,2.14614,1.88683,-4.0809,-36.819,NA,NA,NA,NA,NA,NA,NA
182070,1.63932,1.52689,-4.06777,NA,NA,-13.487,NA,NA,NA,NA,NA
182290,1.0182,1.60614,-4.07316,NA,NA,-25.998,NA,NA,NA,NA,NA
182579,0.655477,1.9806,-4.26539,NA,-43.453,NA,NA,NA,NA,NA,NA
182648,0.805263,1.26164,-4.03875,NA,NA,NA,-49.27,NA,NA,NA,NA
182843,1.60582,1.24628,-3.70386,NA,NA,-22.996,NA,NA,NA,NA,NA
183121,1.39965,1.69646,-4.22582,-20.871,NA,NA,NA,NA,NA,NA,NA
183342,1.95662,2.17369,-4.25653,NA,NA,NA,-9.857,NA,NA,NA,NA
183405,1.47851,2.65331,-4.7455,NA,NA,NA,NA,-57.964,NA,NA,NA
183763,1.11347,2.163,-4.00449,NA,NA,NA,NA,-38.781,NA,NA,NA
183913,1.45614,1.89619,-3.47921,NA,-32.213,NA,NA,NA,NA,NA,NA
184026,1.5437,1.57955,-3.79173,NA,NA,NA,-11.193,NA,NA,NA,NA
184234,1.55155,1.91039,-3.77576,NA,NA,NA,-12.917,NA,NA,NA,NA
184506,2.1868,2.20676,-4.44573,NA,NA,NA,-14.439,NA,NA,NA,NA
184603,1.14239,1.78561,-4.63487,NA,-32.23,NA,NA,NA,NA,NA,NA
184819,1.56721,1.87139,-4.05007,NA,NA,NA,-6.949,NA,NA,NA,NA
185183,2.40644,1.55064,-3.56503,NA,NA,-31.477,NA,NA,NA,NA,NA
