id,x0,x1,x2,fitness-0.5,fitness-1,fitness-1.5,fitness-2,fitness-2.5,fitness0,fitness-3,fitness-3.5,fitness-4,fitness-5,fitness-4.5
106229,-3.75103,4.59733,2.97406,NA,NA,NA,-117.231,NA,NA,NA,NA,NA,NA,NA
106551,-2.87536,4.88437,3.47952,NA,NA,NA,NA,NA,NA,-63.046,NA,NA,NA,NA
106749,-1.67903,5,2.97064,NA,NA,NA,NA,NA,NA,NA,NA,-99.253,NA,NA
106983,-2.71344,5,1.60605,NA,NA,NA,NA,-112.032,NA,NA,NA,NA,NA,NA
107171,-2.94658,4.79502,2.70734,NA,NA,-82.712,NA,NA,NA,NA,NA,NA,NA,NA
107269,-1.55159,4.9168,2.04124,NA,-134.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
107534,-1.65263,3.92004,3.43399,NA,-94.134,NA,NA,NA,NA,NA,NA,NA,NA,NA
107732,-1.45939,3.51461,4.1364,NA,NA,NA,NA,NA,-230.944,NA,NA,NA,NA,NA
107834,-2.47714,4.60975,4.98585,NA,NA,-92.621,NA,NA,NA,NA,NA,NA,NA,NA
108038,-2.33339,4.74435,5,NA,NA,NA,NA,NA,NA,-98.93,NA,NA,NA,NA
108207,-2.55741,4.10389,4.53181,NA,NA,NA,NA,NA,NA,NA,-88.016,NA,NA,NA
108577,-2.24967,5,4.79321,NA,NA,NA,-68.61,NA,NA,NA,NA,NA,NA,NA
108762,-3.23841,5,4.71969,NA,NA,NA,NA,-109.765,NA,NA,NA,NA,NA,NA
108896,-5,5,4.86718,NA,NA,NA,NA,NA,NA,-311.362,NA,NA,NA,NA
109058,-5,5,3.99909,NA,NA,NA,NA,NA,NA,NA,NA,-307.627,NA,NA
109387,-2.27363,5,3.45784,NA,NA,NA,NA,NA,NA,NA,-74.975,NA,NA,NA
109532,-2.3006,4.51847,4.45798,NA,NA,NA,NA,-51.566,NA,NA,NA,NA,NA,NA
109751,-0.590269,4.28676,3.27074,NA,NA,NA,NA,-68.644,NA,NA,NA,NA,NA,NA
109936,0.321677,4.53524,2.17079,NA,NA,-239.218,NA,NA,NA,NA,NA,NA,NA,NA
110089,-0.969282,4.18576,2.32651,NA,NA,-110.271,NA,NA,NA,NA,NA,NA,NA,NA
110266,0.258493,5,3.815,NA,NA,-150.538,NA,NA,NA,NA,NA,NA,NA,NA
110436,-0.234015,4.84094,4.40453,NA,NA,NA,NA,-114.11,NA,NA,NA,NA,NA,NA
110670,-1.51227,5,4.7883,NA,NA,-75.202,NA,NA,NA,NA,NA,NA,NA,NA
110836,-0.902016,5,5,NA,NA,NA,-89.531,NA,NA,NA,NA,NA,NA,NA
111176,-1.11046,4.78765,3.2099,NA,-60.179,NA,NA,NA,NA,NA,NA,NA,NA,NA
111210,0.0280971,3.48309,4.07809,NA,NA,-182.958,NA,NA,NA,NA,NA,NA,NA,NA
111466,-0.154229,4.15401,3.53187,NA,NA,-117.588,NA,NA,NA,NA,NA,NA,NA,NA
111652,-1.94799,3.42914,4.42711,NA,NA,NA,NA,-62.959,NA,NA,NA,NA,NA,NA
111927,-2.54846,4.14376,4.55017,NA,NA,NA,NA,NA,NA,-73.132,NA,NA,NA,NA
112098,-2.52347,3.66156,3.8706,NA,NA,NA,NA,NA,NA,NA,-92.398,NA,NA,NA
112368,-3.70049,5,2.60185,NA,NA,NA,NA,NA,NA,-137.392,NA,NA,NA,NA
112461,-1.60954,4.81877,1.97045,NA,NA,NA,-66.305,NA,NA,NA,NA,NA,NA,NA
112677,-1.54455,4.90557,3.29425,NA,-72.422,NA,NA,NA,NA,NA,NA,NA,NA,NA
112911,-1.05801,3.88691,3.69519,NA,-80.939,NA,NA,NA,NA,NA,NA,NA,NA,NA
113190,-2.38795,4.75914,5,NA,NA,NA,NA,NA,-204.941,NA,NA,NA,NA,NA
113307,-3.16177,5,5,-194.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113424,-3.23639,4.95491,4.15288,NA,NA,NA,-85.227,NA,NA,NA,NA,NA,NA,NA
113756,-3.12165,5,3.97737,NA,NA,NA,NA,NA,NA,-89.164,NA,NA,NA,NA
113906,-1.17228,5,4.12712,-104.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114151,-0.614836,4.56409,4.75503,NA,NA,NA,-88.121,NA,NA,NA,NA,NA,NA,NA
114342,-0.677892,5,3.78865,NA,NA,NA,-49.822,NA,NA,NA,NA,NA,NA,NA
114422,-1.13965,4.46527,4.5447,NA,NA,NA,NA,NA,NA,-69.889,NA,NA,NA,NA
114743,-1.30127,4.76468,4.13883,NA,NA,NA,NA,NA,NA,-43.857,NA,NA,NA,NA
114842,-1.14436,5,5,NA,NA,NA,NA,NA,NA,NA,-122.663,NA,NA,NA
115120,-1.61275,5,3.72519,NA,-49.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
115255,-1.68917,5,3.23356,NA,NA,NA,-13.224,NA,NA,NA,NA,NA,NA,NA
115401,-2.19211,4.63202,2.75909,NA,NA,NA,NA,NA,NA,-33.633,NA,NA,NA,NA
115645,-1.67989,3.37454,2.91721,NA,NA,NA,NA,NA,NA,-53.844,NA,NA,NA,NA
115884,-2.24021,4.62014,2.15206,NA,NA,NA,NA,NA,NA,-60.377,NA,NA,NA,NA
116017,-2.41713,4.36172,1.8949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.561
116258,-2.79856,5,3.16939,NA,NA,NA,NA,NA,NA,NA,-72.134,NA,NA,NA
116594,-2.60222,4.7896,2.60066,NA,NA,NA,NA,NA,NA,NA,-86.975,NA,NA,NA
116758,-0.673671,4.81614,3.66172,NA,-104.467,NA,NA,NA,NA,NA,NA,NA,NA,NA
116943,-0.0791329,4.54019,2.99125,NA,NA,NA,-114.563,NA,NA,NA,NA,NA,NA,NA
117017,-0.492979,4.58686,3.09105,NA,NA,NA,-64.026,NA,NA,NA,NA,NA,NA,NA
117257,-1.90564,5,4.08354,NA,NA,NA,NA,-30.138,NA,NA,NA,NA,NA,NA
117411,-1.9408,5,3.86274,NA,NA,-31.884,NA,NA,NA,NA,NA,NA,NA,NA
117663,-0.772445,5,4.20623,NA,-98.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
117988,-1.03369,3.35452,4.7307,NA,NA,NA,NA,NA,-295.257,NA,NA,NA,NA,NA
118032,-0.918008,5,4.2647,NA,-99.057,NA,NA,NA,NA,NA,NA,NA,NA,NA
118372,-0.415208,5,4.20139,NA,-106.373,NA,NA,NA,NA,NA,NA,NA,NA,NA
118482,-0.664656,5,4.13038,NA,NA,NA,NA,-68.184,NA,NA,NA,NA,NA,NA
118729,-1.1572,4.58386,4.98736,NA,NA,NA,NA,NA,NA,NA,-107.582,NA,NA,NA
118895,-1.99348,3.92528,5,NA,NA,NA,-77.132,NA,NA,NA,NA,NA,NA,NA
119200,-2.05796,4.66601,5,NA,NA,NA,-71.954,NA,NA,NA,NA,NA,NA,NA
119217,-1.42837,5,5,NA,-106.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
119408,0.515484,5,5,-239.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119692,0.43656,5,4.47023,NA,NA,-184.717,NA,NA,NA,NA,NA,NA,NA,NA
119841,0.183999,5,4.10233,NA,NA,NA,NA,NA,NA,-172.081,NA,NA,NA,NA
120125,-0.662102,3.88131,5,NA,NA,NA,NA,NA,NA,NA,NA,-221.02,NA,NA
120226,-0.536914,4.03139,4.52057,NA,NA,NA,-95.063,NA,NA,NA,NA,NA,NA,NA
120574,-2.47648,3.28904,3.56441,NA,NA,NA,NA,NA,NA,-69.602,NA,NA,NA,NA
120673,-1.08987,3.64928,3.27367,NA,NA,NA,NA,-41.286,NA,NA,NA,NA,NA,NA
120926,-0.354719,3.88128,4.68801,NA,NA,-137.427,NA,NA,NA,NA,NA,NA,NA,NA
121045,-1.27672,4.48645,5,NA,NA,NA,NA,NA,NA,NA,-105.81,NA,NA,NA
121360,-2.22335,5,4.87384,NA,NA,NA,NA,NA,NA,NA,NA,-140.844,NA,NA
121586,-1.17681,5,5,NA,NA,NA,NA,-83.256,NA,NA,NA,NA,NA,NA
121779,-2.15097,4.06293,4.70238,NA,-109.108,NA,NA,NA,NA,NA,NA,NA,NA,NA
121884,-0.918878,5,4.68389,NA,-96.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
122163,-0.992959,5,5,NA,NA,NA,NA,-86.922,NA,NA,NA,NA,NA,NA
122277,-1.60045,4.93308,5,NA,NA,NA,NA,-75.747,NA,NA,NA,NA,NA,NA
122531,-2.72054,4.53559,3.59754,NA,-105.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
122643,-1.30034,5,4.14418,NA,-83.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
122806,-1.2827,5,4.54159,NA,NA,-71.036,NA,NA,NA,NA,NA,NA,NA,NA
123115,-1.47453,5,5,NA,NA,-82.609,NA,NA,NA,NA,NA,NA,NA,NA
123342,-1.5398,5,2.3677,NA,NA,-53.39,NA,NA,NA,NA,NA,NA,NA,NA
123543,-2.06777,4.754,3.53462,NA,NA,-39.907,NA,NA,NA,NA,NA,NA,NA,NA
123790,-1.89175,4.26909,3.34363,NA,NA,NA,NA,-13.236,NA,NA,NA,NA,NA,NA
123852,-2.07114,3.96556,4.29207,NA,NA,NA,NA,-40.298,NA,NA,NA,NA,NA,NA
124015,-3.29019,4.40823,3.95918,NA,NA,NA,NA,-79.043,NA,NA,NA,NA,NA,NA
124212,-2.46211,3.6692,4.64448,NA,NA,NA,NA,NA,NA,NA,-104.898,NA,NA,NA
124537,-1.47269,4.55146,3.45974,NA,NA,NA,NA,NA,NA,NA,-48.745,NA,NA,NA
124629,-2.48873,3.8102,3.20126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.411
124914,-2.71368,4.76056,2.69966,NA,NA,NA,NA,NA,NA,NA,NA,-121.569,NA,NA
125036,-1.32816,4.78665,2.8377,NA,NA,NA,NA,NA,NA,NA,NA,NA,-224.642,NA
125333,-2.32828,4.57458,4.7699,NA,NA,NA,NA,NA,NA,NA,NA,NA,-230.391,NA
125579,-2.2166,5,4.5543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167.746
125722,-2.52264,4.59556,4.84706,NA,NA,NA,NA,NA,NA,NA,NA,-131.784,NA,NA
125878,-1.10223,3.63496,4.62653,NA,NA,NA,NA,NA,NA,NA,NA,-157.084,NA,NA
126020,-2.20497,4.56192,5,NA,NA,NA,NA,NA,NA,-94.786,NA,NA,NA,NA
126262,-1.63516,5,4.36128,NA,NA,NA,NA,-41.954,NA,NA,NA,NA,NA,NA
126543,-1.73728,5,5,NA,NA,NA,NA,NA,NA,NA,NA,-155.373,NA,NA
126695,-2.09751,5,5,NA,NA,NA,NA,NA,NA,-97.028,NA,NA,NA,NA
126803,-2.04924,5,3.83853,NA,NA,NA,NA,NA,NA,NA,-73.648,NA,NA,NA
127188,-1.29211,2.88845,3.43358,NA,NA,NA,NA,NA,NA,NA,-113.713,NA,NA,NA
127272,-0.718696,4.63425,4.15177,NA,NA,NA,-53.977,NA,NA,NA,NA,NA,NA,NA
127499,-2.19933,5,4.30182,NA,NA,NA,NA,-48.27,NA,NA,NA,NA,NA,NA
127656,-2.46324,5,4.80534,NA,NA,NA,NA,NA,NA,-82.306,NA,NA,NA,NA
127884,-2.19974,3.8604,4.90342,NA,NA,NA,NA,NA,NA,-91.061,NA,NA,NA,NA
128113,-1.19922,4.31131,3.70833,NA,NA,NA,NA,NA,NA,NA,-64.641,NA,NA,NA
128262,-1.84433,4.23205,3.4675,NA,NA,NA,NA,NA,NA,NA,-51.018,NA,NA,NA
128456,-2.83711,5,3.37481,NA,NA,NA,NA,NA,NA,-58.997,NA,NA,NA,NA
128800,-4.59003,4.26028,5,NA,NA,NA,NA,-248.941,NA,NA,NA,NA,NA,NA
128932,-5,4.09594,4.8272,NA,NA,NA,NA,-294.573,NA,NA,NA,NA,NA,NA
129077,-3.83684,4.08835,4.90774,NA,NA,NA,-171.047,NA,NA,NA,NA,NA,NA,NA
129253,-3.08651,4.78947,5,NA,NA,NA,-116.938,NA,NA,NA,NA,NA,NA,NA
129451,-2.96722,4.8393,3.55229,NA,-95.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
129624,-2.56602,5,3.47459,NA,NA,NA,NA,NA,NA,NA,-61.05,NA,NA,NA
129940,-3.59504,5,3.81006,NA,NA,NA,-114.262,NA,NA,NA,NA,NA,NA,NA
130008,-3.19875,5,3.60451,NA,-117.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
130251,-2.00769,5,3.90291,NA,NA,NA,-26.096,NA,NA,NA,NA,NA,NA,NA
130513,-0.914245,4.49481,4.16663,NA,NA,NA,NA,-47.158,NA,NA,NA,NA,NA,NA
130637,-0.714702,4.34517,4.14817,NA,NA,NA,NA,NA,NA,-93.776,NA,NA,NA,NA
130982,-0.162877,3.83892,5,NA,NA,NA,-164.794,NA,NA,NA,NA,NA,NA,NA
131039,-1.55132,4.30692,3.53297,NA,NA,NA,NA,-7.298,NA,NA,NA,NA,NA,NA
131255,-1.75712,4.23191,2.91647,NA,NA,NA,NA,-10.433,NA,NA,NA,NA,NA,NA
131403,-0.999659,5,5,NA,NA,NA,NA,-89.315,NA,NA,NA,NA,NA,NA
131684,-1.27497,5,3.28972,NA,NA,NA,NA,-17.206,NA,NA,NA,NA,NA,NA
131859,-1.75064,5,4.41916,NA,NA,NA,NA,NA,NA,NA,-71.455,NA,NA,NA
132200,-0.719827,5,3.88885,NA,NA,NA,-49.429,NA,NA,NA,NA,NA,NA,NA
132243,-1.22788,5,4.26104,NA,-74.023,NA,NA,NA,NA,NA,NA,NA,NA,NA
132491,-2.58395,4.84644,3.66111,NA,NA,-44.837,NA,NA,NA,NA,NA,NA,NA,NA
132735,-2.48781,5,4.73683,NA,-98.898,NA,NA,NA,NA,NA,NA,NA,NA,NA
132833,-1.82646,5,4.46768,NA,NA,NA,NA,-46.614,NA,NA,NA,NA,NA,NA
133188,-1.17592,5,4.17298,NA,NA,NA,NA,-38.189,NA,NA,NA,NA,NA,NA
133264,-1.28009,4.81692,2.07057,NA,NA,NA,-65.548,NA,NA,NA,NA,NA,NA,NA
133566,-1.62514,2.89862,4.08351,NA,NA,NA,-96.948,NA,NA,NA,NA,NA,NA,NA
133751,-1.41549,3.55585,3.12529,NA,NA,NA,NA,-35.13,NA,NA,NA,NA,NA,NA
133964,-0.451498,4.31615,4.52621,NA,NA,NA,NA,NA,NA,NA,-172.009,NA,NA,NA
134091,-1.9026,5,4.14739,NA,NA,NA,NA,NA,NA,-49.274,NA,NA,NA,NA
134345,-1.22818,3.75796,3.62655,NA,NA,NA,NA,NA,NA,NA,-83.799,NA,NA,NA
134593,-1.81897,3.57333,3.51498,NA,NA,NA,NA,NA,NA,NA,-55.244,NA,NA,NA
134689,-2.15152,3.56064,2.21823,NA,NA,NA,NA,NA,NA,NA,-86.781,NA,NA,NA
134867,-1.42462,3.18461,2.03399,NA,NA,NA,NA,NA,NA,NA,-129.657,NA,NA,NA
135182,-2.75553,2.87956,3.23762,NA,NA,NA,NA,NA,NA,-100.62,NA,NA,NA,NA
135299,-2.3697,5,1.93355,NA,NA,NA,NA,NA,NA,NA,NA,-132.476,NA,NA
135567,-2.0281,5,2.34599,NA,NA,NA,NA,NA,NA,NA,-75.11,NA,NA,NA
135696,-1.05589,5,1.27998,NA,NA,NA,NA,NA,NA,-153.819,NA,NA,NA,NA
135926,-3.80588,3.71956,1.47446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-275.584
136115,-2.9942,4.73641,2.62715,NA,NA,NA,NA,NA,NA,NA,NA,-141.413,NA,NA
136304,-2.89349,4.82267,2.57724,NA,NA,NA,NA,NA,NA,NA,NA,-113.472,NA,NA
136522,-2.7275,5,3.39698,NA,NA,NA,NA,NA,NA,-61.641,NA,NA,NA,NA
136672,-2.32858,5,2.53329,NA,NA,NA,NA,NA,NA,-62.363,NA,NA,NA,NA
136914,-0.904503,4.4515,1.65401,NA,NA,NA,-116.422,NA,NA,NA,NA,NA,NA,NA
137098,-0.0559752,4.86774,3.38964,NA,NA,NA,NA,NA,NA,-135.911,NA,NA,NA,NA
137279,-1.34938,5,4.40738,NA,NA,-60.968,NA,NA,NA,NA,NA,NA,NA,NA
137487,-1.36973,5,3.37545,NA,NA,NA,-14.84,NA,NA,NA,NA,NA,NA,NA
137601,-0.238911,4.60769,2.30794,NA,NA,NA,NA,NA,NA,-147.592,NA,NA,NA,NA
137911,-0.526727,4.72362,4.17064,NA,NA,NA,-69.134,NA,NA,NA,NA,NA,NA,NA
138094,-1.05882,4.96089,2.63909,NA,NA,NA,-41.685,NA,NA,NA,NA,NA,NA,NA
138208,-2.32308,5,1.94322,NA,NA,NA,NA,NA,NA,NA,-102.093,NA,NA,NA
138456,-2.40858,5,2.1364,NA,NA,NA,NA,-66.719,NA,NA,NA,NA,NA,NA
138637,-1.7387,5,2.36186,NA,NA,NA,-52.5,NA,NA,NA,NA,NA,NA,NA
138970,-1.51752,3.75866,3.11728,NA,NA,NA,-27.432,NA,NA,NA,NA,NA,NA,NA
139137,-1.82353,3.70479,3.49176,NA,NA,NA,-24.292,NA,NA,NA,NA,NA,NA,NA
139202,-1.68058,4.84365,4.21256,NA,NA,NA,-29.62,NA,NA,NA,NA,NA,NA,NA
139505,-1.60968,2.26541,2.71886,NA,NA,-258.429,NA,NA,NA,NA,NA,NA,NA,NA
139711,-1.00077,2.32293,3.95527,NA,NA,NA,NA,-165.69,NA,NA,NA,NA,NA,NA
139871,-2.7218,4.81236,3.87375,NA,NA,NA,NA,NA,NA,NA,-78.436,NA,NA,NA
140194,-3.52972,4.138,4.21966,NA,NA,NA,NA,NA,NA,NA,-146.577,NA,NA,NA
140272,-3.22275,4.10024,3.80918,NA,NA,NA,NA,NA,NA,NA,NA,-144.348,NA,NA
140577,-1.75787,5,3.86467,NA,NA,NA,NA,NA,NA,NA,-50.896,NA,NA,NA
140714,-1.79599,3.76774,3.07397,NA,NA,NA,NA,NA,NA,NA,-50.791,NA,NA,NA
140884,-2.53501,4.98662,3.42515,NA,NA,NA,NA,-35.937,NA,NA,NA,NA,NA,NA
141157,-2.1377,5,3.70889,NA,NA,NA,NA,-26.085,NA,NA,NA,NA,NA,NA
141237,-2.58133,5,2.96248,NA,NA,NA,-41.955,NA,NA,NA,NA,NA,NA,NA
141459,-1.91989,5,3.64616,NA,NA,NA,-19.026,NA,NA,NA,NA,NA,NA,NA
141800,-2.4176,5,3.79152,NA,NA,NA,-34.113,NA,NA,NA,NA,NA,NA,NA
141856,-2.48504,4.20527,3.73019,NA,NA,-45.918,NA,NA,NA,NA,NA,NA,NA,NA
142026,-3.00314,4.30699,3.18591,NA,NA,NA,NA,-54.452,NA,NA,NA,NA,NA,NA
142220,-0.14355,3.89938,3.25637,NA,NA,NA,-129.142,NA,NA,NA,NA,NA,NA,NA
142600,0.394055,4.29837,3.82411,NA,NA,-187.838,NA,NA,NA,NA,NA,NA,NA,NA
142728,-0.854751,2.37794,4.98512,-348.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142860,-1.33925,3.5494,5,NA,NA,-117.292,NA,NA,NA,NA,NA,NA,NA,NA
143195,-2.53265,4.95752,4.49031,NA,-94.909,NA,NA,NA,NA,NA,NA,NA,NA,NA
143256,-2.16039,4.85889,3.15126,NA,-60.433,NA,NA,NA,NA,NA,NA,NA,NA,NA
143480,-2.85238,5,3.69182,NA,NA,-83.668,NA,NA,NA,NA,NA,NA,NA,NA
143760,-1.31615,5,4.39266,NA,-78.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
143994,-1.31639,3.66429,2.99214,NA,NA,NA,-38.947,NA,NA,NA,NA,NA,NA,NA
144130,-2.27888,3.98458,3.29177,NA,NA,NA,-23.758,NA,NA,NA,NA,NA,NA,NA
144349,-2.45139,5,4.04008,NA,NA,-49.783,NA,NA,NA,NA,NA,NA,NA,NA
144476,-3.58944,5,4.84102,NA,NA,-151.799,NA,NA,NA,NA,NA,NA,NA,NA
144769,-3.27882,4.44752,5,NA,NA,NA,-129.424,NA,NA,NA,NA,NA,NA,NA
144839,-3.24588,2.61164,5,NA,NA,NA,NA,-195.708,NA,NA,NA,NA,NA,NA
145037,-3.73725,5,4.56881,NA,NA,NA,NA,-140.846,NA,NA,NA,NA,NA,NA
145238,-3.05126,5,4.13848,NA,NA,NA,-73.466,NA,NA,NA,NA,NA,NA,NA
145441,-3.05578,5,3.35628,NA,NA,NA,NA,NA,NA,-67.382,NA,NA,NA,NA
145654,-2.95468,4.34907,4.06727,NA,NA,NA,NA,-59.813,NA,NA,NA,NA,NA,NA
145929,-1.22108,5,4.13831,NA,NA,NA,NA,NA,NA,-50.452,NA,NA,NA,NA
146152,-0.491575,5,3.59299,NA,NA,NA,NA,NA,NA,NA,-119.688,NA,NA,NA
146225,0.888709,5,3.50665,NA,NA,NA,-285.648,NA,NA,NA,NA,NA,NA,NA
146570,-0.62455,3.44001,3.02683,NA,NA,NA,-103.652,NA,NA,NA,NA,NA,NA,NA
146800,-1.44422,2.53338,1.8251,NA,NA,NA,NA,NA,NA,-183.059,NA,NA,NA,NA
146854,-2.1022,4.01777,2.5237,NA,NA,NA,NA,NA,NA,-55.392,NA,NA,NA,NA
147172,-2.79437,3.97734,4.5671,NA,NA,NA,-84.268,NA,NA,NA,NA,NA,NA,NA
147220,-3.40077,4.59551,4.01381,NA,NA,NA,NA,NA,NA,NA,-109.382,NA,NA,NA
147593,-3.25401,4.97634,4.20916,NA,NA,NA,NA,-91.676,NA,NA,NA,NA,NA,NA
147739,-2.28232,5,4.47612,NA,NA,NA,-53.111,NA,NA,NA,NA,NA,NA,NA
147952,-1.73728,4.49745,2.76993,-198.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148091,-0.311153,5,2.12402,NA,NA,-138.238,NA,NA,NA,NA,NA,NA,NA,NA
148355,-0.622377,5,1.88624,NA,NA,NA,NA,-112.41,NA,NA,NA,NA,NA,NA
148434,-0.340928,5,1.33178,NA,NA,NA,-185.616,NA,NA,NA,NA,NA,NA,NA
148690,-0.504465,4.69189,2.18082,NA,NA,-119.43,NA,NA,NA,NA,NA,NA,NA,NA
148977,-2.35191,5,1.96504,NA,NA,-133.839,NA,NA,NA,NA,NA,NA,NA,NA
149144,-3.14736,5,4.30449,NA,NA,-111.837,NA,NA,NA,NA,NA,NA,NA,NA
149336,-2.59917,3.60332,3.58606,NA,NA,-89.458,NA,NA,NA,NA,NA,NA,NA,NA
149523,-3.01311,3.94276,1.60584,NA,NA,NA,NA,-138.056,NA,NA,NA,NA,NA,NA
149605,-3.76181,1.70798,1.90318,NA,NA,NA,NA,NA,NA,-354.573,NA,NA,NA,NA
149899,-1.85042,2.45238,2.43009,NA,NA,NA,NA,-136.594,NA,NA,NA,NA,NA,NA
150158,-1.2286,1.51393,2.78217,NA,NA,NA,NA,-284.104,NA,NA,NA,NA,NA,NA
150366,-2.01843,3.6387,2.76919,NA,NA,NA,NA,NA,NA,NA,-58.777,NA,NA,NA
150582,-1.50966,3.48106,2.11147,NA,-277.724,NA,NA,NA,NA,NA,NA,NA,NA,NA
150749,-1.07507,4.6695,2.27659,NA,NA,NA,-64.556,NA,NA,NA,NA,NA,NA,NA
150953,-0.986551,4.83875,2.92654,NA,NA,NA,-30.443,NA,NA,NA,NA,NA,NA,NA
151101,-0.724116,4.67443,2.17575,NA,NA,NA,-84.749,NA,NA,NA,NA,NA,NA,NA
151240,-2.17192,4.88102,4.2825,NA,NA,NA,NA,-38.979,NA,NA,NA,NA,NA,NA
151473,-1.70736,3.75534,4.68783,NA,NA,NA,-68.288,NA,NA,NA,NA,NA,NA,NA
151755,-3.15625,3.70262,4.82698,NA,-163.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
151848,-2.04972,4.90517,5,NA,NA,NA,NA,NA,NA,-88.322,NA,NA,NA,NA
152178,-1.72188,5,5,NA,NA,NA,NA,NA,NA,NA,NA,-161.404,NA,NA
152256,-1.93376,4.14033,5,NA,NA,NA,NA,NA,NA,-83.344,NA,NA,NA,NA
152522,-2.66747,3.87302,4.09468,NA,NA,NA,NA,NA,NA,NA,-87.19,NA,NA,NA
152630,-2.29394,3.95341,3.10483,NA,NA,NA,NA,NA,NA,NA,-57.954,NA,NA,NA
152981,-2.31819,2.36812,2.76384,NA,NA,NA,NA,NA,NA,NA,NA,-187.04,NA,NA
153032,-2.95799,2.33069,3.62944,NA,NA,NA,NA,NA,NA,NA,NA,-191.09,NA,NA
153202,-2.55891,2.83585,2.39354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-202.32
153439,-3.24669,4.01444,2.33303,NA,NA,NA,NA,NA,NA,NA,NA,NA,-247.15,NA
153686,-2.03501,4.1234,3.05006,NA,NA,NA,NA,NA,NA,NA,NA,NA,-186.381,NA
153902,-2.3508,5,2.57071,NA,NA,NA,NA,NA,NA,NA,NA,-117.742,NA,NA
154010,-3.47005,5,3.88021,NA,NA,NA,NA,NA,NA,-113.718,NA,NA,NA,NA
154294,-3.0898,5,4.36209,NA,NA,NA,NA,NA,NA,NA,-128.855,NA,NA,NA
154546,-2.81868,4.10939,4.42339,NA,NA,NA,NA,NA,NA,NA,-90.064,NA,NA,NA
154794,-2.85924,4.93585,4.41383,NA,NA,NA,NA,-75.715,NA,NA,NA,NA,NA,NA
154962,-3.33907,3.54556,4.73534,NA,NA,NA,NA,NA,NA,-144.318,NA,NA,NA,NA
155088,-2.0653,3.63381,5,NA,NA,NA,NA,-86.703,NA,NA,NA,NA,NA,NA
155324,-1.2233,4.56134,3.32757,NA,NA,NA,-6.545,NA,NA,NA,NA,NA,NA,NA
155401,-1.70057,4.17875,3.37651,NA,NA,-14.459,NA,NA,NA,NA,NA,NA,NA,NA
155645,-1.18992,4.23377,3.05142,NA,NA,-29.494,NA,NA,NA,NA,NA,NA,NA,NA
155886,-1.08163,4.79611,2.89074,NA,NA,NA,NA,-29.266,NA,NA,NA,NA,NA,NA
156157,-1.59405,5,2.44475,NA,NA,NA,-39.539,NA,NA,NA,NA,NA,NA,NA
156294,-1.35212,5,3.16348,NA,NA,NA,NA,NA,NA,NA,-53.045,NA,NA,NA
156498,-2.05791,5,3.70323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.848
156668,-2.86573,3.62135,3.89587,NA,NA,NA,NA,NA,NA,NA,NA,NA,-223.085,NA
156843,-2.82509,3.05057,5,NA,NA,NA,NA,NA,NA,NA,-168.891,NA,NA,NA
157100,-2.55369,2.4762,5,NA,NA,NA,NA,NA,NA,NA,-209.449,NA,NA,NA
157395,-3.41957,1.83866,4.32278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-324.691
157445,-3.85695,2.5711,4.69385,NA,NA,NA,NA,-231.62,NA,NA,NA,NA,NA,NA
157710,-2.74915,4.69191,4.14357,NA,NA,NA,NA,-52.01,NA,NA,NA,NA,NA,NA
157871,-3.36836,4.16454,4.74449,NA,NA,NA,-119.956,NA,NA,NA,NA,NA,NA,NA
158047,-2.04486,4.12573,4.36134,NA,NA,NA,-41.109,NA,NA,NA,NA,NA,NA,NA
158333,-2.65506,4.51932,5,NA,NA,NA,NA,NA,NA,NA,-138.358,NA,NA,NA
158451,-3.21195,4.39746,4.71163,NA,NA,NA,NA,NA,NA,-116.012,NA,NA,NA,NA
158753,-2.23263,4.5481,3.88308,NA,NA,NA,NA,NA,NA,-30.349,NA,NA,NA,NA
158804,-3.15339,4.92871,3.80639,NA,NA,NA,NA,-70.111,NA,NA,NA,NA,NA,NA
159073,-3.02148,5,4.36213,NA,NA,NA,-79.371,NA,NA,NA,NA,NA,NA,NA
