id,x0,x1,x2,fitness-4.5,fitness-4,fitness-3.5,fitness-2.5,fitness-1.5,fitness-2,fitness-3,fitness-0.5,fitness-1,fitness-5,fitness0,fitness0.5
97117,1.77308,1.63833,-4.35411,NA,NA,NA,NA,NA,-16.792,NA,NA,NA,NA,NA,NA
97201,1.97165,2.78734,-3.17715,NA,NA,NA,NA,NA,NA,-67.426,NA,NA,NA,NA,NA
97459,2.0656,3.60799,-4.37501,NA,NA,-107.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
97638,2.6426,2.2771,-3.27275,NA,NA,NA,NA,NA,NA,-70.182,NA,NA,NA,NA,NA
97960,1.91943,2.39811,-4.80828,-84.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98179,0.477476,0.70463,-4.47012,NA,-147.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98215,1.1948,2.3638,-4.04692,NA,NA,-41.019,NA,NA,NA,NA,NA,NA,NA,NA,NA
98600,0.254496,1.32227,-3.03303,NA,NA,-120.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
98786,-0.583659,1.48012,-3.98547,NA,-193.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98912,0.198078,3.76791,-3.99962,NA,NA,NA,NA,NA,NA,-152.007,NA,NA,NA,NA,NA
99182,1.34384,3.62769,-4.19678,NA,NA,NA,NA,NA,NA,-95.657,NA,NA,NA,NA,NA
99210,1.82454,2.4585,-3.61642,NA,NA,NA,NA,NA,NA,-32.04,NA,NA,NA,NA,NA
99503,2.21439,2.39968,-4.71204,NA,NA,-36.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
99611,2.05802,2.16944,-4.56309,NA,NA,NA,-12.651,NA,NA,NA,NA,NA,NA,NA,NA
99857,1.50687,2.78022,-4.17571,NA,NA,NA,NA,-50.955,NA,NA,NA,NA,NA,NA,NA
100049,2.69749,2.79096,-4.48201,NA,NA,NA,NA,NA,NA,-60.073,NA,NA,NA,NA,NA
100313,1.86802,2.67349,-3.9696,NA,NA,NA,NA,NA,NA,-32.505,NA,NA,NA,NA,NA
100501,1.92155,1.5773,-4.98389,NA,NA,NA,NA,NA,NA,-17.408,NA,NA,NA,NA,NA
100601,3.08813,0.530969,-4.80095,NA,NA,-108.126,NA,NA,NA,NA,NA,NA,NA,NA,NA
100878,3.25334,1.18522,-4.19915,NA,-118.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101145,3.57298,1.26986,-3.26589,NA,NA,NA,NA,NA,NA,-138.524,NA,NA,NA,NA,NA
101227,4.33113,1.06656,-4.82973,NA,NA,NA,NA,NA,NA,-157.172,NA,NA,NA,NA,NA
101583,3.5974,1.10934,-4.14589,NA,-134.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101743,3.47575,1.83848,-4.57964,NA,NA,NA,NA,NA,NA,-69.345,NA,NA,NA,NA,NA
101844,4.26613,0.663356,-3.99169,NA,NA,NA,NA,NA,NA,-172.353,NA,NA,NA,NA,NA
102016,3.48648,0.0663447,-3.45228,NA,NA,NA,NA,NA,-184.32,NA,NA,NA,NA,NA,NA
102246,2.64407,1.25789,-3.36408,NA,NA,-70.086,NA,NA,NA,NA,NA,NA,NA,NA,NA
102478,2.79104,1.72963,-3.76896,NA,NA,NA,NA,NA,NA,-38.775,NA,NA,NA,NA,NA
102661,2.00607,2.218,-3.74928,NA,NA,NA,NA,-37.706,NA,NA,NA,NA,NA,NA,NA
102888,2.00639,1.93845,-3.91997,NA,NA,NA,NA,NA,NA,-13.149,NA,NA,NA,NA,NA
103024,1.69898,3.1665,-4.35323,NA,NA,NA,-52.377,NA,NA,NA,NA,NA,NA,NA,NA
103320,2.02481,2.45309,-2.95765,NA,NA,NA,NA,NA,NA,-72.622,NA,NA,NA,NA,NA
103570,1.25932,2.85234,-2.79974,NA,-125.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103679,3.31518,2.50479,-3.93341,NA,NA,-100.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
103993,4.51995,1.97802,-3.82798,NA,NA,NA,NA,NA,NA,-197.804,NA,NA,NA,NA,NA
104156,4.63407,2.0102,-3.65152,NA,NA,NA,NA,NA,NA,-222.876,NA,NA,NA,NA,NA
104247,2.95568,0.646494,-3.40444,NA,NA,-122.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
104447,1.62868,0.548206,-2.5689,NA,NA,NA,NA,NA,NA,-148.642,NA,NA,NA,NA,NA
104671,2.87526,0.379134,-3.3458,NA,NA,-125.302,NA,NA,NA,NA,NA,NA,NA,NA,NA
104962,2.59235,1.44857,-4.78475,NA,NA,NA,-25.448,NA,NA,NA,NA,NA,NA,NA,NA
105096,2.86861,1.97476,-3.94349,NA,NA,NA,NA,NA,-39.794,NA,NA,NA,NA,NA,NA
105284,2.33805,2.33616,-4.23574,NA,NA,NA,NA,NA,-26.88,NA,NA,NA,NA,NA,NA
105580,2.73135,2.14033,-3.56527,NA,NA,NA,NA,-64.744,NA,NA,NA,NA,NA,NA,NA
105763,2.74161,2.54722,-4.92704,NA,NA,NA,NA,NA,-54.171,NA,NA,NA,NA,NA,NA
105992,4.07269,2.08962,-4.23939,NA,NA,NA,NA,NA,-123.321,NA,NA,NA,NA,NA,NA
106083,2.61643,1.8236,-4.31766,NA,NA,NA,NA,NA,-28.803,NA,NA,NA,NA,NA,NA
106300,2.49347,0.984795,-4.8139,NA,NA,NA,NA,NA,-40.58,NA,NA,NA,NA,NA,NA
106544,1.51514,1.67949,-4.85549,NA,NA,-29.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
106661,0.981999,2.34533,-4.9771,NA,NA,NA,NA,NA,NA,-45.849,NA,NA,NA,NA,NA
106921,1.47389,2.80793,-4.33346,NA,NA,NA,NA,NA,NA,-43.933,NA,NA,NA,NA,NA
107017,2.44104,2.74236,-3.96218,NA,NA,-74.416,NA,NA,NA,NA,NA,NA,NA,NA,NA
107253,3.11454,1.09052,-3.45816,NA,NA,NA,NA,NA,NA,NA,NA,NA,-210.955,NA,NA
107457,2.31435,0.786626,-3.43226,NA,-102.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107646,1.18876,1.0518,-2.97928,-159.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107957,1.85278,1.29094,-4.28836,NA,NA,-41.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
108034,3.2826,0.895494,-4.31437,NA,-111.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108211,2.09774,2.88191,-3.94542,NA,NA,-64.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
108445,2.45005,2.78255,-3.0584,NA,NA,-108.007,NA,NA,NA,NA,NA,NA,NA,NA,NA
108732,1.60884,2.93321,-3.96989,NA,NA,NA,NA,NA,-49.14,NA,NA,NA,NA,NA,NA
108825,1.25657,3.13245,-4.65198,NA,NA,NA,NA,-78.214,NA,NA,NA,NA,NA,NA,NA
109176,0.98101,2.47268,-4.64682,NA,NA,NA,NA,-58.447,NA,NA,NA,NA,NA,NA,NA
109324,1.23833,3.02789,-4.17742,NA,NA,NA,-51.579,NA,NA,NA,NA,NA,NA,NA,NA
109508,1.06521,2.79668,-4.9008,NA,NA,NA,-48.817,NA,NA,NA,NA,NA,NA,NA,NA
109686,1.40379,2.25376,-4.48747,NA,NA,NA,NA,NA,NA,NA,NA,-52.498,NA,NA,NA
109925,1.17557,0.796913,-4.66152,NA,NA,NA,NA,NA,-65.544,NA,NA,NA,NA,NA,NA
110064,1.81502,2.10586,-4.38116,NA,NA,NA,-8.748,NA,NA,NA,NA,NA,NA,NA,NA
110201,1.34861,2.16817,-4.83665,NA,NA,NA,NA,NA,NA,-25.903,NA,NA,NA,NA,NA
110479,2.20807,2.32029,-2.58263,NA,NA,NA,NA,NA,-111.274,NA,NA,NA,NA,NA,NA
110620,2.47713,1.95015,-3.40344,NA,NA,NA,-40.328,NA,NA,NA,NA,NA,NA,NA,NA
110816,0.830351,2.75725,-4.54366,NA,NA,NA,NA,NA,NA,-56.435,NA,NA,NA,NA,NA
111098,1.11087,1.55683,-4.45287,NA,NA,-32.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
111396,1.2489,1.39752,-4.41672,NA,-59.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111418,2.20299,2.79677,-4.24572,NA,NA,NA,NA,NA,NA,-42.572,NA,NA,NA,NA,NA
111606,1.26995,2.60457,-4.73237,NA,NA,NA,NA,NA,NA,-34.74,NA,NA,NA,NA,NA
111895,2.85016,3.09309,-4.68198,NA,NA,NA,NA,NA,NA,-75.482,NA,NA,NA,NA,NA
112194,1.95234,3.4589,-3.76796,NA,NA,NA,-82.084,NA,NA,NA,NA,NA,NA,NA,NA
112363,1.73019,3.28534,-3.0573,NA,-132.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112545,1.74004,1.78628,-4.20561,NA,NA,NA,-1.579,NA,NA,NA,NA,NA,NA,NA,NA
112601,2.26754,3.45197,-3.9657,NA,NA,NA,NA,NA,-82.667,NA,NA,NA,NA,NA,NA
112804,3.67447,2.61399,-4.6753,NA,NA,NA,NA,NA,NA,-103.366,NA,NA,NA,NA,NA
113008,3.84135,1.79565,-4.66644,NA,NA,NA,-95.988,NA,NA,NA,NA,NA,NA,NA,NA
113236,3.15381,1.77794,-4.96511,NA,NA,NA,NA,NA,NA,-54.725,NA,NA,NA,NA,NA
113429,2.54077,2.13604,-4.57627,NA,NA,NA,NA,NA,NA,-30.915,NA,NA,NA,NA,NA
113776,2.1535,1.89636,-3.99405,-91.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113907,1.24542,3.6055,-2.75032,NA,NA,-180.842,NA,NA,NA,NA,NA,NA,NA,NA,NA
114197,0.552106,3.99017,-3.90996,NA,-184.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114207,1.78999,1.30396,-3.25744,-119.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114472,2.31104,1.05968,-3.01768,-139.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114770,2.17463,1.09601,-3.9021,-104.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114862,1.78929,1.29731,-4.45182,NA,NA,-26.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
115046,2.11035,0.760569,-4.50362,NA,NA,NA,-39.448,NA,NA,NA,NA,NA,NA,NA,NA
115293,2.85429,0.856355,-3.43593,NA,NA,NA,NA,NA,NA,-79.36,NA,NA,NA,NA,NA
115569,2.36148,2.1922,-3.88621,NA,NA,NA,NA,NA,-28.544,NA,NA,NA,NA,NA,NA
115668,1.67025,3.87837,-4.26173,NA,NA,NA,NA,NA,NA,-114.405,NA,NA,NA,NA,NA
115959,0.541348,2.21831,-4.65724,NA,NA,-58.101,NA,NA,NA,NA,NA,NA,NA,NA,NA
116054,2.58624,1.71801,-4.94961,NA,-65.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116345,2.71381,2.77796,-2.92641,NA,-172.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116449,2.0145,2.00697,-1.36165,NA,NA,-367.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
116648,1.32228,1.50653,-4.46814,NA,NA,NA,NA,NA,-11.623,NA,NA,NA,NA,NA,NA
116801,0.857839,1.82645,-3.91199,NA,NA,NA,NA,NA,NA,NA,NA,-89.876,NA,NA,NA
117156,1.89973,1.48251,-4.32987,NA,NA,-19.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
117339,2.33528,1.69983,-4.82838,NA,NA,NA,-16.284,NA,NA,NA,NA,NA,NA,NA,NA
117401,2.29351,2.03193,-4.07044,NA,NA,NA,-14.178,NA,NA,NA,NA,NA,NA,NA,NA
117645,1.38394,1.9768,-4.45729,NA,NA,NA,NA,NA,NA,-12.083,NA,NA,NA,NA,NA
117801,-0.457786,1.99084,-4.84502,NA,NA,NA,-121.156,NA,NA,NA,NA,NA,NA,NA,NA
118164,1.34418,0.721381,-4.30288,NA,NA,NA,NA,NA,NA,-52.702,NA,NA,NA,NA,NA
118348,1.54461,0.181517,-4.98749,NA,NA,NA,NA,NA,NA,-134.219,NA,NA,NA,NA,NA
118507,1.35734,0.675941,-3.78916,NA,NA,NA,NA,-111.25,NA,NA,NA,NA,NA,NA,NA
118692,1.86426,1.11571,-4.03949,NA,NA,NA,NA,-35.581,NA,NA,NA,NA,NA,NA,NA
118948,1.66661,1.46942,-4.25729,NA,NA,NA,NA,NA,NA,-5.903,NA,NA,NA,NA,NA
119154,2.31562,2.52194,-4.03306,NA,NA,-50.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
119300,0.89102,2.73265,-4.80035,NA,NA,NA,NA,NA,-59.847,NA,NA,NA,NA,NA,NA
119464,2.61433,3.80258,-4.94295,NA,NA,NA,NA,NA,-126.941,NA,NA,NA,NA,NA,NA
119610,3.85419,2.40039,-3.43279,NA,NA,NA,NA,NA,NA,NA,NA,-166.732,NA,NA,NA
119866,3.49013,2.07064,-3.20238,NA,NA,NA,NA,NA,NA,NA,NA,-146.097,NA,NA,NA
120123,1.32887,2.62123,-3.04708,NA,NA,NA,NA,NA,NA,NA,NA,-123.744,NA,NA,NA
120281,0.68649,2.217,-3.80898,NA,NA,NA,NA,NA,NA,-47.738,NA,NA,NA,NA,NA
120482,1.14644,0.440405,-4.66865,NA,-139.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120753,1.63359,1.81399,-4.49996,NA,NA,NA,NA,NA,NA,-17.019,NA,NA,NA,NA,NA
120992,2.24382,0.809014,-4.41259,NA,NA,NA,NA,NA,NA,-44.317,NA,NA,NA,NA,NA
121183,3.80436,1.50655,-4.84354,NA,NA,NA,NA,NA,NA,-96.568,NA,NA,NA,NA,NA
121342,4.28229,1.95687,-4.49925,NA,NA,NA,-136.565,NA,NA,NA,NA,NA,NA,NA,NA
121481,2.94524,1.09182,-4.63402,NA,NA,NA,NA,NA,NA,-55.412,NA,NA,NA,NA,NA
121619,2.66451,0.995461,-3.99342,NA,NA,NA,NA,NA,NA,NA,NA,-85.088,NA,NA,NA
121982,1.57864,0.905741,-4.1491,NA,NA,NA,NA,-72.114,NA,NA,NA,NA,NA,NA,NA
122087,1.9207,2.47569,-4.419,NA,NA,NA,NA,NA,-24.976,NA,NA,NA,NA,NA,NA
122331,0.274655,1.50933,-4.27241,NA,NA,NA,-68.63,NA,NA,NA,NA,NA,NA,NA,NA
122408,1.90477,2.16331,-3.9015,NA,NA,NA,NA,NA,NA,-22.41,NA,NA,NA,NA,NA
122640,0.969445,2.01711,-3.84765,NA,NA,NA,NA,NA,-32.212,NA,NA,NA,NA,NA,NA
122858,2.04488,2.94908,-4.76776,NA,NA,NA,-44.502,NA,NA,NA,NA,NA,NA,NA,NA
123135,1.7357,3.32524,-4.4498,NA,NA,NA,NA,NA,NA,NA,-148.559,NA,NA,NA,NA
123332,1.80412,4.13178,-4.56217,NA,NA,NA,NA,NA,-140.371,NA,NA,NA,NA,NA,NA
123571,1.80916,4.22968,-3.80433,NA,NA,NA,-151.23,NA,NA,NA,NA,NA,NA,NA,NA
123739,0.480109,3.65324,-4.19262,NA,NA,-144.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
123851,0.32216,1.98304,-4.9471,NA,NA,NA,NA,NA,NA,-65.746,NA,NA,NA,NA,NA
124038,-0.00958921,2.51253,-4.74399,NA,NA,-100.883,NA,NA,NA,NA,NA,NA,NA,NA,NA
124347,-0.698088,3.05894,-4.37534,NA,NA,-187.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
124485,-1.9416,2.93453,-3.41722,NA,NA,NA,NA,NA,NA,-372.083,NA,NA,NA,NA,NA
124683,-0.264418,1.4481,-3.52166,NA,NA,NA,NA,NA,-153.61,NA,NA,NA,NA,NA,NA
124996,0.116456,1.15976,-4.2152,NA,NA,NA,-100.101,NA,NA,NA,NA,NA,NA,NA,NA
125044,1.68763,0.70979,-4.28931,NA,NA,NA,NA,NA,NA,-43.758,NA,NA,NA,NA,NA
125331,0.575974,1.38505,-4.58026,NA,NA,NA,NA,-75.587,NA,NA,NA,NA,NA,NA,NA
125445,1.03429,1.64969,-4.50907,NA,NA,NA,NA,-51.85,NA,NA,NA,NA,NA,NA,NA
125775,0.964208,1.79798,-4.34291,NA,NA,NA,NA,NA,-30.512,NA,NA,NA,NA,NA,NA
125914,2.98555,3.31426,-3.69985,NA,NA,NA,NA,-133.914,NA,NA,NA,NA,NA,NA,NA
126186,0.82908,2.26857,-4.27365,NA,NA,NA,NA,-71.919,NA,NA,NA,NA,NA,NA,NA
126358,1.93395,2.02597,-4.22098,NA,NA,NA,NA,NA,NA,NA,NA,-70.862,NA,NA,NA
126437,1.77807,1.99467,-4.47575,NA,NA,NA,NA,NA,NA,NA,NA,-52.533,NA,NA,NA
126676,2.38866,1.2256,-4.12278,NA,NA,NA,NA,NA,-32.63,NA,NA,NA,NA,NA,NA
126822,2.47884,-0.427818,-4.88072,NA,NA,NA,NA,NA,-243.913,NA,NA,NA,NA,NA,NA
127056,0.91988,1.47636,-4.40068,NA,NA,NA,-28.003,NA,NA,NA,NA,NA,NA,NA,NA
127234,1.67671,1.9436,-3.78262,NA,-47.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127422,2.27089,1.99542,-2.55967,NA,NA,-124.039,NA,NA,NA,NA,NA,NA,NA,NA,NA
127757,1.32427,2.19579,-2.62169,NA,-120.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127889,0.584043,1.63361,-4.44979,NA,NA,NA,-44.749,NA,NA,NA,NA,NA,NA,NA,NA
128090,1.90912,1.57468,-4.25553,NA,NA,NA,NA,NA,NA,-7.892,NA,NA,NA,NA,NA
128371,0.452707,1.30575,-4.41649,NA,-93.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128599,0.795721,2.03735,-4.2043,-110.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128734,1.20486,1.27706,-4.5505,NA,-56.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128845,2.47821,-0.0660295,-4.82357,NA,NA,NA,NA,NA,NA,NA,NA,NA,-227.933,NA,NA
129099,3.75577,2.05405,-4.5391,NA,NA,-107.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
129220,3.34992,2.05539,-4.5944,NA,NA,NA,NA,NA,NA,-65.012,NA,NA,NA,NA,NA
129439,2.4579,1.86306,-4.55728,NA,NA,NA,NA,NA,NA,-19.064,NA,NA,NA,NA,NA
129624,3.07382,2.86859,-3.76506,NA,NA,NA,-82.781,NA,NA,NA,NA,NA,NA,NA,NA
129974,3.61201,2.42708,-4.12951,NA,NA,NA,NA,-108.246,NA,NA,NA,NA,NA,NA,NA
130157,4.12121,2.25117,-4.78274,NA,NA,NA,-128.765,NA,NA,NA,NA,NA,NA,NA,NA
130305,4.36688,2.43699,-4.99291,NA,NA,NA,NA,NA,NA,-168.169,NA,NA,NA,NA,NA
130549,4.39624,0.347156,-4.88575,NA,NA,NA,-193.448,NA,NA,NA,NA,NA,NA,NA,NA
130656,2.61384,0.653074,-4.48572,NA,NA,NA,-64.069,NA,NA,NA,NA,NA,NA,NA,NA
130908,3.03807,0.0937998,-3.82787,NA,NA,NA,-138.242,NA,NA,NA,NA,NA,NA,NA,NA
131004,1.9641,0.832497,-3.70779,NA,NA,-64.496,NA,NA,NA,NA,NA,NA,NA,NA,NA
131321,2.58348,0.547613,-4.48151,-157.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131474,2.59321,0.603082,-4.52068,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.487,NA,NA
131674,1.9324,1.39297,-3.76203,NA,NA,-41.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
131988,2.79541,2.24712,-3.40151,NA,NA,-93.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
132116,2.97465,1.79984,-4.6704,NA,-81.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132222,2.69379,1.80531,-4.39724,NA,NA,-37.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
132489,0.747319,0.736251,-3.1321,NA,NA,NA,-128.089,NA,NA,NA,NA,NA,NA,NA,NA
132686,0.146072,1.28095,-3.05209,NA,NA,NA,NA,NA,NA,-126.749,NA,NA,NA,NA,NA
132830,-0.0681189,1.05588,-4.01205,NA,-158.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133046,0.749595,2.74528,-4.12064,NA,NA,NA,NA,NA,NA,-63.181,NA,NA,NA,NA,NA
133343,1.41676,3.54277,-4.05046,NA,-137.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133437,1.14969,3.42893,-4.89113,NA,NA,NA,NA,NA,NA,-84.415,NA,NA,NA,NA,NA
133698,2.29429,2.72338,-4.75297,NA,NA,NA,-37.738,NA,NA,NA,NA,NA,NA,NA,NA
133805,2.26107,3.64396,-4.36897,NA,-140.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134148,0.759419,4.08813,-4.24024,NA,NA,NA,-148.387,NA,NA,NA,NA,NA,NA,NA,NA
134283,0.358581,3.55561,-4.49939,NA,NA,-137.638,NA,NA,NA,NA,NA,NA,NA,NA,NA
134562,1.73433,2.70214,-4.30813,NA,NA,-52.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
134769,0.640318,1.5862,-4.06681,NA,NA,-52.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
134867,1.24777,0.444754,-4.45741,NA,NA,-100.386,NA,NA,NA,NA,NA,NA,NA,NA,NA
135088,2.34972,1.6158,-4.94773,NA,NA,NA,NA,NA,-21.998,NA,NA,NA,NA,NA,NA
135300,1.07982,2.56049,-4.87977,NA,NA,NA,NA,NA,-44.434,NA,NA,NA,NA,NA,NA
135590,3.04435,1.56445,-4.29214,NA,NA,NA,-41.067,NA,NA,NA,NA,NA,NA,NA,NA
135636,3.74055,2.29546,-4.0863,NA,NA,NA,NA,NA,-98.327,NA,NA,NA,NA,NA,NA
135985,3.22543,2.28278,-3.41476,NA,NA,NA,NA,NA,-90.066,NA,NA,NA,NA,NA,NA
136096,2.52307,1.65919,-4.05177,NA,NA,NA,NA,NA,-23.881,NA,NA,NA,NA,NA,NA
136392,2.41378,3.30983,-4.65222,NA,NA,NA,-71.73,NA,NA,NA,NA,NA,NA,NA,NA
136436,1.40712,3.41932,-4.47874,NA,NA,NA,NA,NA,NA,NA,NA,-113.945,NA,NA,NA
136723,2.2681,2.86005,-3.77205,NA,NA,NA,NA,NA,NA,-53.23,NA,NA,NA,NA,NA
136846,2.78352,4.33581,-3.65499,NA,-253.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137045,3.39677,4.28573,-3.70414,NA,-274.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137209,3.40579,3.82679,-4.23202,NA,NA,NA,NA,NA,NA,-170.065,NA,NA,NA,NA,NA
137570,2.24084,4.77537,-4.6379,NA,NA,NA,NA,NA,NA,-219.305,NA,NA,NA,NA,NA
137650,0.650215,3.84528,-4.0087,NA,NA,-144.998,NA,NA,NA,NA,NA,NA,NA,NA,NA
137822,0.722032,4.88794,-4.18723,NA,NA,NA,NA,NA,-249.449,NA,NA,NA,NA,NA,NA
138060,1.57556,3.65173,-4.72183,NA,NA,NA,-90.229,NA,NA,NA,NA,NA,NA,NA,NA
138278,1.16127,3.13121,-4.04946,NA,-96.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138506,1.91987,2.26145,-4.18451,NA,NA,-32.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
138663,0.636019,2.2399,-4.61978,NA,NA,-55.598,NA,NA,NA,NA,NA,NA,NA,NA,NA
138903,0.832272,2.01654,-4.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.426,NA,NA
139050,1.40402,0.774741,-4.59461,-140.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139361,1.94033,1.53529,-4.21091,NA,-61.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139430,1.71261,2.08677,-3.48993,NA,NA,-37.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
139609,1.18289,2.4945,-4.65281,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.422,NA,NA
139964,0.873293,2.49155,-3.85115,NA,-86.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140016,0.55023,4.38908,-4.27674,-279.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140365,1.21154,3.84277,-4.48517,NA,NA,NA,NA,NA,NA,NA,NA,NA,-228.112,NA,NA
140409,0.5488,1.6257,-4.67325,-105.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140735,1.9809,3.05926,-4.37738,NA,-90.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140811,2.43909,4.36869,-3.47038,NA,NA,NA,NA,NA,NA,-193.354,NA,NA,NA,NA,NA
141162,1.95492,3.47955,-4.72893,NA,NA,NA,-77.715,NA,NA,NA,NA,NA,NA,NA,NA
141298,3.58952,2.47806,-4.63756,NA,NA,-118.756,NA,NA,NA,NA,NA,NA,NA,NA,NA
141593,1.85602,2.45881,-4.13625,NA,-58.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141737,2.05297,2.80162,-3.73288,NA,NA,-69.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
141808,1.92079,3.07688,-2.91368,NA,-143.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142130,1.51676,2.37122,-3.25035,NA,-86.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142250,1.52353,1.00465,-3.49427,-114.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142458,0.792374,1.48058,-4.94863,NA,-86.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142773,0.439215,2.15994,-2.99439,NA,NA,NA,-98.01,NA,NA,NA,NA,NA,NA,NA,NA
142900,-0.406263,0.891399,-3.00206,NA,NA,NA,-234.85,NA,NA,NA,NA,NA,NA,NA,NA
143005,2.06394,2.13933,-3.71753,NA,NA,NA,-20.047,NA,NA,NA,NA,NA,NA,NA,NA
143241,2.63874,1.51493,-3.85387,NA,NA,NA,NA,-53.393,NA,NA,NA,NA,NA,NA,NA
143483,2.81817,2.59416,-4.05225,NA,NA,NA,NA,-62.316,NA,NA,NA,NA,NA,NA,NA
143752,2.4942,2.00255,-3.21081,NA,NA,NA,-52.747,NA,NA,NA,NA,NA,NA,NA,NA
143994,2.0581,2.08646,-3.93973,NA,-68.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144107,1.62229,1.47696,-3.46006,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.3,NA,NA
144211,2.15771,2.14247,-2.66203,NA,NA,NA,NA,NA,NA,-92.75,NA,NA,NA,NA,NA
144475,2.32314,2.27819,-4.66483,NA,NA,NA,NA,NA,NA,-29.261,NA,NA,NA,NA,NA
144720,1.96371,1.57344,-4.88708,NA,NA,NA,NA,NA,-13.639,NA,NA,NA,NA,NA,NA
144901,2.13102,0.847285,-3.76607,NA,NA,-54.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
145181,0.517795,0.549881,-2.53867,NA,NA,NA,NA,NA,NA,-202.422,NA,NA,NA,NA,NA
145348,1.46116,0.559827,-4.48953,NA,-105.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145534,1.26939,2.13805,-3.68863,NA,NA,NA,NA,NA,NA,-29.744,NA,NA,NA,NA,NA
