id,x0,x1,x2,fitness-0.5,fitness0,fitness-2,fitness-3.5,fitness-3,fitness-1.5,fitness-2.5,fitness-1,fitness0.5,fitness1,fitness5,fitness4,fitness4.5,fitness3.5,fitness3,fitness2
84294,4.83234,-1.04074,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6623.493,NA,NA,NA,NA,NA
84452,5,-1.50778,4.30404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6697.508,NA,NA,NA,NA,NA
84651,4.92503,-0.985776,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12702.986,NA,NA,NA,NA,NA
84865,5,-0.965849,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8996.889,NA,NA,NA,NA,NA
85044,5,-0.677192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11549.133,NA,NA,NA,NA,NA
85204,5,-0.886079,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15581.252,NA,NA,NA,NA,NA
85445,5,-1.08412,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2890.139,NA,NA,NA,NA,NA
85758,5,-0.921717,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10820.705,NA,NA,NA,NA,NA
85815,4.97737,0.372468,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3667.463,NA,NA,NA,NA,NA
86093,5,-0.552142,4.94462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6202.656,NA,NA,NA,NA,NA
86290,4.68772,-0.832192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11689.193,NA,NA,NA,NA,NA
86452,4.97749,-0.562244,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6212.116,NA,NA,NA,NA,NA
86791,4.7985,-0.742507,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16008.569,NA,NA,NA,NA,NA
86969,4.8318,-0.65159,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13063.837,NA,NA,NA,NA,NA
87137,5,-0.711441,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11875.208,NA,NA,NA,NA,NA
87222,5,-0.869392,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12321.841,NA,NA,NA,NA,NA
87401,5,-0.65044,4.60448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4957.703,NA,NA,NA
87627,4.66184,-1.85761,4.75348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2924.233,NA,NA,NA,NA,NA
87807,5,-0.68173,4.75399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12783.758,NA,NA,NA,NA,NA
88066,5,-0.774518,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3893.915,NA,NA,NA
88352,4.85357,-0.990716,4.99768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10476.546,NA,NA,NA,NA,NA
88471,5,-2.13197,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4139.724,NA,NA,NA,NA,NA
88627,4.65721,-1.6747,4.26373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146.594,NA,NA,NA,NA,NA
88961,5,-0.789393,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13039.587,NA,NA,NA,NA,NA
89007,4.47926,-1.42671,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767.158,NA,NA,NA,NA,NA
89235,5,-0.741607,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12534.07,NA,NA,NA,NA,NA
89475,5,0.268675,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3105.897,NA,NA,NA,NA,NA
89777,4.21286,-1.41185,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4495.818,NA,NA,NA
89987,5,-2.04984,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6874.677,NA,NA,NA,NA,NA
90079,5,-0.804223,4.66232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10265.761,NA,NA,NA,NA,NA
90347,5,-0.818221,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13008.405,NA,NA,NA,NA,NA
90467,5,-0.794242,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13052.302,NA,NA,NA,NA,NA
90633,4.67068,-1.05853,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3264.388,NA,NA,NA,NA,NA
90929,5,-1.0192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6246.915,NA,NA,NA,NA,NA
91065,5,-0.980491,4.81502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10806.256,NA,NA,NA,NA,NA
91264,4.91219,-0.357492,4.2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3710.758,NA,NA,NA,NA,NA
91568,5,-0.644648,3.76232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4742.567,NA,NA,NA,NA,NA
91655,5,-0.888377,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.94,NA,NA,NA,NA
91850,4.96007,-1.05501,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6272.462,NA,NA,NA,NA,NA
92017,4.15712,-1.41151,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5666.423,NA,NA,NA,NA,NA
92274,4.7822,-2.04998,4.9476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7989.586,NA,NA,NA,NA,NA
92437,5,-0.883473,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11994.384,NA,NA,NA,NA,NA
92728,5,-0.867551,4.85687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16476.859,NA,NA,NA,NA,NA
92894,5,-0.239995,4.17472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5054.667,NA,NA,NA,NA,NA
93173,4.74644,-2.13499,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4641.62,NA,NA,NA,NA,NA
93312,5,-2.01604,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5545.236,NA,NA,NA,NA,NA
93469,4.42441,-1.54921,4.99726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4062.597,NA,NA,NA
93773,5,-0.796314,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4772.339,NA,NA
93981,5,-0.592716,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9380.578,NA,NA,NA,NA,NA
94120,5,-1.94313,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6814.959,NA,NA,NA,NA,NA
94251,5,-0.878998,4.87391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16085.619,NA,NA,NA,NA,NA
94478,5,-0.524068,4.79528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4603.911,NA,NA,NA,NA,NA
94739,5,-1.84215,4.66852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2856.968,NA,NA,NA,NA,NA
94911,4.70319,-1.00678,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6751.272,NA,NA,NA,NA,NA
95026,5,-0.7957,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13054.71,NA,NA,NA,NA,NA
95361,5,-0.86751,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12361.174,NA,NA,NA,NA,NA
95561,5,-0.694633,4.79947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14565.937,NA,NA,NA,NA,NA
95692,5,-0.798475,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17066.958,NA,NA,NA,NA,NA
95983,4.35504,-1.40663,4.94039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7924.675,NA,NA,NA,NA,NA
96110,5,-0.566423,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5889.423,NA,NA,NA,NA,NA
96305,5,-0.775188,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960.891,NA,NA,NA,NA,NA
96455,3.65406,-0.849821,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3335.883,NA,NA,NA,NA,NA
96604,4.3805,-1.48026,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5652.406,NA,NA,NA,NA,NA
96937,5,-0.545407,4.68898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356.353,NA,NA,NA,NA,NA
97141,5,-0.867883,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14374.313,NA,NA,NA,NA,NA
97259,4.86779,-0.371048,4.1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095.77,NA,NA,NA,NA,NA
97402,5,-1.01045,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6731.485,NA,NA,NA,NA,NA
97612,5,-0.926601,4.63712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7019.24,NA,NA,NA,NA,NA
97840,5,-0.828539,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12934.697,NA,NA,NA,NA,NA
98090,5,-0.941299,4.67527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8544.085,NA,NA,NA,NA,NA
98201,3.79609,-1.00473,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2582.747,NA,NA,NA,NA,NA
98504,4.94962,-0.847367,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11217.844,NA,NA,NA
98685,5,-0.116538,4.43344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380.166,NA,NA,NA,NA,NA
98915,5,-0.9885,4.95265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9338.455,NA,NA,NA,NA,NA
99180,5,-0.732573,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16461.843,NA,NA,NA,NA,NA
99198,5,-0.6675,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755.889,NA,NA
99430,5,-0.820655,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4214.533,NA,NA,NA,NA
99671,5,-2.08353,4.81695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6518.668,NA,NA,NA,NA,NA
99924,5,-1.96752,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5389.304,NA,NA,NA,NA,NA
100160,4.62779,-1.44879,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862.366,NA,NA,NA
100197,4.67806,-1.35849,4.18748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5216.27,NA,NA,NA,NA,NA
100530,4.92286,-1.29562,4.10447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4069.242,NA,NA,NA,NA,NA
100627,5,-0.694338,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11393.628,NA,NA,NA,NA,NA
100965,5,-0.812744,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13034.125,NA,NA,NA,NA,NA
101148,5,-1.41781,3.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3785.466,NA,NA,NA,NA,NA
101373,5,-0.853082,4.69693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14366.171,NA,NA,NA,NA,NA
101482,4.72039,-0.998331,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9568.277,NA,NA,NA,NA,NA
101610,5,-2.08007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5041.366,NA,NA,NA,NA,NA
101888,4.9906,-0.650614,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10254.892,NA,NA,NA,NA,NA
102101,4.77193,-0.684314,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17854.017,NA,NA,NA,NA,NA
102259,5,-0.667849,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10506.395,NA,NA,NA,NA,NA
102400,5,-0.857388,4.7011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12116.44,NA,NA,NA,NA,NA
102743,5,-0.879214,4.68421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10769.922,NA,NA,NA,NA,NA
102827,5,-0.655543,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10040.456,NA,NA,NA,NA,NA
103136,5,-0.578343,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8428.674,NA,NA,NA,NA,NA
103244,5,-0.995587,4.91198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9666.24,NA,NA,NA,NA,NA
103571,4.85591,-2.23058,4.86228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991.405,NA,NA,NA,NA,NA
103666,5,-1.00091,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7246.214,NA,NA,NA,NA,NA
103857,5,-1.95255,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5240.862,NA,NA,NA,NA,NA
104158,5,-0.658941,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10172.319,NA,NA,NA,NA,NA
104253,5,-1.7924,4.95894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.73,NA,NA,NA,NA,NA
104484,5,-2.02392,4.78998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6952.44,NA,NA,NA,NA,NA
104686,5,-1.42432,4.15243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5552.075,NA,NA,NA,NA,NA
104800,5,-0.679975,4.81236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14201.593,NA,NA,NA,NA,NA
105168,5,-0.570335,4.98974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6368.915,NA,NA,NA,NA,NA
105313,5,-0.675733,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11453.176,NA,NA,NA
105563,5,-0.986532,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7992.552,NA,NA,NA,NA,NA
105714,4.94582,-0.963444,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10965.255,NA,NA,NA,NA,NA
105969,5,-0.612387,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6633.872,NA,NA,NA
106027,5,-0.933493,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10380.298,NA,NA,NA,NA,NA
106253,5,-0.565015,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5815.92,NA,NA,NA,NA,NA
106569,5,-0.804241,4.77703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16034.506,NA,NA,NA,NA,NA
106644,5,-1.06205,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735.186,NA,NA,NA,NA,NA
106854,5,-1.52675,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6394.732,NA,NA,NA
106999,4.37732,-0.101472,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3449.059,NA,NA,NA,NA,NA
107310,4.90717,-0.62326,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11214.677,NA,NA,NA,NA,NA
107468,5,-0.955396,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9470.249,NA,NA,NA,NA,NA
107733,5,-0.634381,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9540.78,NA,NA,NA,NA,NA
107866,5,-0.815505,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4744.557,NA,NA,NA
108085,5,-0.749831,4.99807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12780.156,NA,NA,NA,NA,NA
108275,5,-1.09992,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625.603,NA,NA,NA,NA,NA
108573,4.6931,-0.84347,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11878.347,NA,NA,NA,NA,NA
108770,5,-0.311898,4.11177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2246.297,NA,NA,NA,NA,NA
108944,5,-0.846849,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12722.962,NA,NA,NA,NA,NA
109011,4.87559,-0.847338,4.89084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22205.758,NA,NA,NA,NA,NA
109391,4.12504,-1.66912,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917.315,NA,NA,NA,NA,NA
109542,5,-0.774978,4.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17274.992,NA,NA,NA,NA,NA
109760,5,-1.07192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3132.238,NA,NA,NA,NA,NA
109858,5,-0.778341,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12983.67,NA,NA,NA,NA,NA
110011,5,-0.611595,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8138.966,NA,NA,NA,NA,NA
110301,5,-0.852383,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12638.734,NA,NA,NA,NA,NA
110476,5,-0.68746,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11179.225,NA,NA,NA,NA,NA
110703,4.59014,-0.677502,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4460.118,NA,NA,NA,NA,NA
110858,3.69371,-0.974198,4.97408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3068.271,NA,NA,NA,NA,NA
111116,5,-0.963391,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9110.357,NA,NA,NA,NA,NA
111369,5,-0.662268,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10299.082,NA,NA,NA,NA,NA
111542,5,-1.67092,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2746.777,NA,NA,NA,NA
111743,5,-1.41588,4.85107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6888.898,NA,NA,NA
111863,4.82018,-1.33053,4.6683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6720.535,NA,NA,NA,NA
112135,5,-0.716825,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12011.043,NA,NA,NA,NA,NA
112222,5,-0.91864,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10929.875,NA,NA,NA,NA,NA
112465,5,-0.946949,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9834.731,NA,NA,NA,NA,NA
112706,5,0.318105,4.92016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.815,NA,NA
112934,4.81435,-0.831062,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21276.976,NA,NA,NA,NA,NA
113100,5,-1.01964,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6222.252,NA,NA,NA,NA,NA
113263,5,-0.828887,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14395.711,NA,NA,NA
113424,5,0.326454,4.68858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3146.555,NA,NA,NA,NA,NA
113734,5,-0.368293,4.17685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189.839,NA,NA,NA,NA,NA
113955,4.82562,-0.771091,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17008.766,NA,NA,NA,NA,NA
114013,4.80069,-0.688606,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14352.589,NA,NA,NA,NA,NA
114339,4.76147,-0.81064,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15463.5,NA,NA,NA,NA,NA
114450,5,-0.819238,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11693.632,NA,NA,NA
114659,4.7632,-0.697484,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13679.138,NA,NA,NA,NA,NA
114814,5,-0.581908,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6686.223,NA,NA,NA,NA,NA
115069,5,-2.5616,4.1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429.129,NA,NA,NA
115255,4.74993,-2.44533,3.20378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275.796,NA,NA,NA,NA,NA
115583,4.44474,-1.35724,4.73794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610.61,NA,NA,NA,NA,NA
115635,5,-0.769154,4.74733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14737.043,NA,NA,NA,NA,NA
115846,5,-0.61049,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10779.834,NA,NA,NA,NA,NA
116098,5,-0.852271,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12640.531,NA,NA,NA,NA,NA
116243,5,-0.829179,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14429.162,NA,NA,NA,NA,NA
116444,5,-0.780182,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12995.573,NA,NA,NA,NA,NA
116748,5,-0.711292,4.73342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12980.704,NA,NA,NA,NA,NA
116975,5,-0.67382,4.65082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7818.408,NA,NA,NA,NA,NA
117060,5,-0.977683,4.92728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10562.914,NA,NA,NA,NA,NA
117250,5,-0.507268,4.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532.972,NA,NA,NA,NA,NA
117566,4.12333,-1.24749,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2885.608,NA,NA,NA,NA,NA
117604,5,-1.39026,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6692.555,NA,NA,NA,NA
117812,5,-0.615023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868.515,NA,NA,NA,NA
118061,4.91663,-1.4631,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4669.402,NA
118231,5,-0.897743,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15447.222,NA,NA,NA,NA,NA
118504,5,0.386511,4.73882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3613.557,NA,NA,NA,NA,NA
118719,4.46485,-0.168853,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637.096,NA,NA,NA,NA,NA
118915,4.88081,-0.993954,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10081.239,NA,NA,NA,NA,NA
119160,5,-1.27174,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4176.253,NA,NA,NA
119331,5,-0.81827,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13008.133,NA,NA,NA,NA,NA
119572,5,-0.66751,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10493.996,NA,NA,NA,NA,NA
119599,4.96287,-0.59783,4.91664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10964.527,NA,NA,NA,NA,NA
119945,5,-0.803265,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13056.668,NA,NA,NA,NA,NA
120017,5,-0.649146,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10381.217,NA,NA,NA,NA,NA
120391,5,-0.625432,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11513.572,NA,NA,NA,NA,NA
120573,5,-0.981995,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8220.162,NA,NA,NA,NA,NA
120602,5,-0.575491,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6358.756,NA,NA,NA,NA,NA
120882,5,-0.955929,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9446.701,NA,NA,NA,NA,NA
121106,4.02354,-1.56221,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.242,NA,NA,NA,NA,NA
121264,5,-0.776931,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12973.857,NA,NA,NA,NA,NA
121516,5,-1.79862,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116.082,NA,NA,NA,NA,NA
121748,5,-0.640412,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9425.143,NA,NA,NA,NA,NA
121926,5,-1.38619,4.86919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8174.388,NA,NA,NA,NA
122163,5,-2.03959,4.91868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9228.225,NA,NA,NA,NA,NA
122338,5,-1.39802,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797.219,NA,NA
122525,5,-0.633257,4.87046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12164.905,NA,NA,NA,NA,NA
122658,4.80774,-0.653715,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12877.678,NA,NA,NA,NA,NA
122851,4.84071,-0.123251,4.31672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5826.104,NA,NA,NA,NA,NA
123047,5,-1.0154,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6458.757,NA,NA,NA,NA,NA
123288,4.82875,-2.51177,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2257.135,NA,NA,NA
123415,5,-0.638789,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9356.528,NA,NA,NA,NA,NA
123686,5,-2.019,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5539.059,NA,NA,NA,NA,NA
123899,5,-0.865994,4.98648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13124.362,NA,NA,NA,NA,NA
124057,5,-0.982265,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10343.433,NA,NA,NA,NA,NA
124340,5,-0.928348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10577.071,NA,NA,NA,NA,NA
124561,5,-0.86838,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12343.123,NA,NA,NA,NA,NA
124614,4.89857,0.044047,4.2392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592.454,NA,NA,NA,NA,NA
124839,5,-1.33144,4.41592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.488,NA,NA,NA,NA,NA
125036,5,-0.649399,4.80628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12631.407,NA,NA,NA,NA,NA
125259,5,-2.08004,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6720.631,NA,NA,NA,NA,NA
125555,4.82912,-1.86743,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6110.837,NA,NA,NA,NA,NA
125711,5,-0.775885,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12966.187,NA,NA,NA,NA,NA
125839,4.22417,-1.56632,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5450.019,NA,NA,NA,NA,NA
126047,5,-2.08301,4.92732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6263.64,NA,NA,NA,NA,NA
126296,5,-0.561999,4.7426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6369.464,NA,NA,NA,NA,NA
126541,4.79355,-0.917269,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13896.188,NA,NA,NA,NA,NA
126627,4.78554,-1.89102,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160.102,NA,NA,NA,NA,NA
126980,5,-0.973573,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8631.975,NA,NA,NA,NA,NA
