id,x0,x1,x2,fitness5,fitness4.5,fitness3.5,fitness4,fitness3
175154,-2.17083,5,5,4216.933,NA,NA,NA,NA
175191,-1.41752,5,5,NA,6922.908,NA,NA,NA
175462,-0.535336,5,5,5632.085,NA,NA,NA,NA
175764,-0.582367,4.66166,5,5254.046,NA,NA,NA,NA
175938,-0.894688,4.7883,5,14670.814,NA,NA,NA,NA
176120,-0.573249,5,5,6243.401,NA,NA,NA,NA
176256,-1.34796,5,4.59874,NA,2605.008,NA,NA,NA
176534,-0.940804,4.92331,4.66708,10302.819,NA,NA,NA,NA
176696,-0.911232,5,5,NA,11699.399,NA,NA,NA
176936,-2.10842,5,5,4595.509,NA,NA,NA,NA
177152,-0.827797,5,5,12941.097,NA,NA,NA,NA
177332,-0.787766,4.7627,5,15501.038,NA,NA,NA,NA
177435,-2.12329,5,4.97532,4764.206,NA,NA,NA,NA
177708,-0.872731,5,4.81445,15948.642,NA,NA,NA,NA
177987,-0.955042,4.94795,4.73021,12288.509,NA,NA,NA,NA
178121,-0.514694,4.62034,5,2224.527,NA,NA,NA,NA
178232,-0.858676,5,5,NA,11506.007,NA,NA,NA
178587,-0.854574,4.78247,5,15645.622,NA,NA,NA,NA
178634,-2.52365,4.15388,5,1968.636,NA,NA,NA,NA
178896,-2.01912,4.92305,5,6990.637,NA,NA,NA,NA
179147,-0.598143,4.93703,4.56838,3318.96,NA,NA,NA,NA
179216,-0.714223,5,5,11946.36,NA,NA,NA,NA
179441,-1.54625,4.68866,4.41163,3646.785,NA,NA,NA,NA
179657,-0.586656,5,4.97719,8061.833,NA,NA,NA,NA
179853,1.44926,5,4.80573,2284.919,NA,NA,NA,NA
180078,-1.23402,5,4.24528,4063.986,NA,NA,NA,NA
180229,-2.0692,5,5,5808.191,NA,NA,NA,NA
180473,-1.92763,5,5,4887.71,NA,NA,NA,NA
180667,-3.10182,5,5,2692.519,NA,NA,NA,NA
180818,-3.04417,4.98299,5,3383.689,NA,NA,NA,NA
181061,-1.7869,5,5,640.567,NA,NA,NA,NA
181271,-0.851221,5,5,12657.193,NA,NA,NA,NA
181392,-0.979578,5,5,8339.791,NA,NA,NA,NA
181612,-0.871376,5,4.92986,NA,15366.752,NA,NA,NA
181978,-0.818717,5,5,13005.617,NA,NA,NA,NA
182186,-0.810659,5,5,NA,12321.246,NA,NA,NA
182305,-1.42906,4.81057,5,NA,5993.447,NA,NA,NA
182444,-0.820593,4.84395,3.67618,5153.164,NA,NA,NA,NA
182618,-1.33771,5,4.26778,6682.951,NA,NA,NA,NA
182909,-1.9541,5,5,5258.454,NA,NA,NA,NA
183062,-1.95993,4.35608,4.3117,1863.07,NA,NA,NA,NA
183332,-0.98931,4.39588,4.18373,2147.864,NA,NA,NA,NA
183479,-0.340451,5,4.94514,NA,NA,2313.198,NA,NA
183647,-0.922246,4.98319,5,15443.831,NA,NA,NA,NA
183906,-0.789194,5,4.68627,NA,3951.289,NA,NA,NA
183999,-1.00661,5,5,6940.442,NA,NA,NA,NA
184281,-0.817241,5,5,13013.691,NA,NA,NA,NA
184519,-0.790935,5,5,13044.415,NA,NA,NA,NA
184675,0.446581,4.85391,4.55494,751.078,NA,NA,NA,NA
184953,-0.679698,5,5,10923.574,NA,NA,NA,NA
185136,-0.732608,4.76863,4.61349,7990.261,NA,NA,NA,NA
185345,-0.743218,4.75394,5,17537.094,NA,NA,NA,NA
185494,-1.36062,4.76986,4.21662,7957.944,NA,NA,NA,NA
185683,-1.1444,4.44069,5,431.378,NA,NA,NA,NA
185790,-1.27691,5,5,NA,5216.698,NA,NA,NA
186165,-0.604433,4.80425,5,10029.548,NA,NA,NA,NA
186360,-1.5912,5,5,NA,NA,NA,3679.904,NA
186568,-0.982486,5,4.58797,NA,3024.945,NA,NA,NA
186673,-1.27533,5,4.20887,4928.875,NA,NA,NA,NA
186847,-1.03177,5,5,5531.932,NA,NA,NA,NA
187169,-0.689536,5,5,11245.157,NA,NA,NA,NA
187251,-0.533325,5,5,4128.06,NA,NA,NA,NA
187497,0.289704,4.96346,4.74826,4332.226,NA,NA,NA,NA
187753,-0.672587,5,5,10677.022,NA,NA,NA,NA
187885,-1.014,5,5,6536.268,NA,NA,NA,NA
188144,-0.639311,4.66268,5,7391.008,NA,NA,NA,NA
188238,-0.305851,4.36545,5,NA,3391.824,NA,NA,NA
188402,-0.877015,4.90535,5,15742.928,NA,NA,NA,NA
188624,-0.575327,5,5,6350.334,NA,NA,NA,NA
188908,-0.681332,5,5,13883.087,NA,NA,NA,NA
189035,-2.04149,5,5,NA,3499.088,NA,NA,NA
189192,-0.866676,5,5,12378.267,NA,NA,NA,NA
189542,-0.840505,5,3.85487,4015.126,NA,NA,NA,NA
189721,-0.269949,5,4.26501,4460.848,NA,NA,NA,NA
189816,-0.743386,5,4.64577,11733.693,NA,NA,NA,NA
190013,-0.654472,5,4.89567,13091.317,NA,NA,NA,NA
190210,-0.295265,5,4.3049,4064.728,NA,NA,NA,NA
190587,-0.829217,5,5,12928.699,NA,NA,NA,NA
190706,-0.780112,5,5,12995.14,NA,NA,NA,NA
190802,-0.875032,5,4.73978,13613.113,NA,NA,NA,NA
191044,-0.675535,5,5,13288.768,NA,NA,NA,NA
191328,-1.00845,5,4.73382,7489.764,NA,NA,NA,NA
191539,-1.30443,4.23176,4.82158,7663.665,NA,NA,NA,NA
191600,-0.684696,5,4.57151,4180.297,NA,NA,NA,NA
191912,-0.945406,5,5,9899.51,NA,NA,NA,NA
192004,-0.712163,5,5,14763.267,NA,NA,NA,NA
192188,-1.05456,5,4.84714,7308.293,NA,NA,NA,NA
192467,-1.37737,5,4.80496,NA,4961.651,NA,NA,NA
192756,-1.09444,5,5,1736.938,NA,NA,NA,NA
192931,-0.811069,5,5,13040.134,NA,NA,NA,NA
193179,-1.05738,5,5,4017.97,NA,NA,NA,NA
193348,-0.0346141,4.82183,4.2856,5631.253,NA,NA,NA,NA
193389,-0.558708,4.99691,4.66932,4561.593,NA,NA,NA,NA
193634,-0.578791,5,5,6527.673,NA,NA,NA,NA
193953,-0.546055,4.94362,5,NA,NA,2070.477,NA,NA
194133,-0.78201,5,5,13006.371,NA,NA,NA,NA
194340,-1.01448,4.60634,5,4218.47,NA,NA,NA,NA
194459,-0.626502,5,5,NA,9524.401,NA,NA,NA
194668,-0.889206,5,5,11844.52,NA,NA,NA,NA
194859,-2.1154,5,5,4467.894,NA,NA,NA,NA
195094,-2.07007,4.77518,5,NA,2814.281,NA,NA,NA
195194,-2.11494,5,5,4476.506,NA,NA,NA,NA
195481,-0.586318,4.87074,4.68998,10128.307,NA,NA,NA,NA
195735,-1.86937,5,4.98813,4908.64,NA,NA,NA,NA
195903,-2.12826,5,4.6807,3684.62,NA,NA,NA,NA
196130,-2.04807,5,4.85258,8566.755,NA,NA,NA,NA
196339,-1.34368,5,4.38267,5923.128,NA,NA,NA,NA
196569,-2.11911,5,4.99334,4528.283,NA,NA,NA,NA
196751,-0.835349,4.78535,5,16060.89,NA,NA,NA,NA
196921,-0.682479,5,4.91417,14103.62,NA,NA,NA,NA
197159,-0.361014,5,5,NA,NA,NA,2694.69,NA
197323,-0.63273,5,5,9096.121,NA,NA,NA,NA
197500,-0.687153,5,5,11169.387,NA,NA,NA,NA
197694,-0.698445,5,4.86852,15330.663,NA,NA,NA,NA
197807,-0.889376,5,5,11839.932,NA,NA,NA,NA
198180,-0.855282,5,5,13765.614,NA,NA,NA,NA
198381,-0.823089,4.87442,5,17242.134,NA,NA,NA,NA
198549,-0.9187,4.30183,5,NA,3131.274,NA,NA,NA
198612,-0.765176,5,4.83943,20473.799,NA,NA,NA,NA
198908,-0.890103,4.7124,5,15934.756,NA,NA,NA,NA
199161,-0.891518,5,5,15483.493,NA,NA,NA,NA
199345,-1.01815,5,5,6305.66,NA,NA,NA,NA
199553,-0.845946,5,5,12735.818,NA,NA,NA,NA
199586,-2.18585,5,5,NA,523.046,NA,NA,NA
199984,-3.39342,4.18293,4.83464,NA,-747.889,NA,NA,NA
