id,x0,x1,x2,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-3,fitness-2.5,fitness-2
136529,-2.65343,3.11721,-5,NA,NA,NA,NA,-144.956,NA,NA
136618,-2.24847,2.79264,-4.09679,-132.385,NA,NA,NA,NA,NA,NA
136929,-0.895112,2.62793,-5,NA,-176.259,NA,NA,NA,NA,NA
137024,-0.981153,4.45155,-5,NA,NA,NA,-105.036,NA,NA,NA
137222,-1.03101,5,-5,-110.646,NA,NA,NA,NA,NA,NA
137595,-0.584498,5,-5,NA,-138.64,NA,NA,NA,NA,NA
137604,-0.524368,5,-5,-152.038,NA,NA,NA,NA,NA,NA
137799,-0.824271,4.50558,-5,NA,-97.662,NA,NA,NA,NA,NA
138186,-0.791106,3.54789,-4.19082,-148.861,NA,NA,NA,NA,NA,NA
138282,-1.15672,3.41177,-4.1178,NA,-81.005,NA,NA,NA,NA,NA
138453,-2.28398,3.08449,-4.61605,NA,-72.291,NA,NA,NA,NA,NA
138772,-3.29485,3.83018,-4.64999,NA,-97.65,NA,NA,NA,NA,NA
138951,-2.51073,4.1699,-4.40563,NA,-66.16,NA,NA,NA,NA,NA
139012,-1.52151,4.76555,-4.31742,NA,-74.85,NA,NA,NA,NA,NA
139353,-1.15394,5,-5,NA,-94.505,NA,NA,NA,NA,NA
139560,-1.44964,5,-5,NA,-73.804,NA,NA,NA,NA,NA
139681,-0.873864,3.94553,-5,-95.45,NA,NA,NA,NA,NA,NA
139849,-1.62402,4.68794,-4.33096,NA,-93.773,NA,NA,NA,NA,NA
140131,-0.994289,5,-3.45837,-169.518,NA,NA,NA,NA,NA,NA
140387,-2.00277,5,-3.16313,NA,NA,-137,NA,NA,NA,NA
140450,-1.37258,5,-3.02547,-189.008,NA,NA,NA,NA,NA,NA
140775,-2.35608,5,-4.25135,NA,NA,-96.846,NA,NA,NA,NA
140972,-2.01288,5,-4.83676,NA,-64.459,NA,NA,NA,NA,NA
141041,-2.29199,3.43357,-5,NA,NA,-47.721,NA,NA,NA,NA
141266,-2.16042,4.87415,-5,NA,NA,-72.636,NA,NA,NA,NA
141465,-1.91979,3.36101,-3.2305,NA,-188.025,NA,NA,NA,NA,NA
141722,-1.5181,4.16895,-3.55664,-129.393,NA,NA,NA,NA,NA,NA
141890,-2.82425,4.32802,-3.18211,NA,-133.472,NA,NA,NA,NA,NA
142113,-4.21514,5,-4.68779,NA,NA,-195.739,NA,NA,NA,NA
142385,-3.47043,5,-3.41557,NA,NA,-181.048,NA,NA,NA,NA
142503,-3.1077,4.72766,-3.95778,NA,-113.044,NA,NA,NA,NA,NA
142675,-2.78419,3.55091,-4.22074,NA,NA,-83.977,NA,NA,NA,NA
142868,-2.6802,4.28498,-5,NA,NA,-76.121,NA,NA,NA,NA
143123,-3.43452,4.81301,-5,NA,-116.278,NA,NA,NA,NA,NA
143315,-2.80299,5,-4.76981,NA,NA,-95.87,NA,NA,NA,NA
143449,-4.13873,4.90544,-3.85943,NA,-202.295,NA,NA,NA,NA,NA
143686,-2.70084,4.24764,-4.06512,NA,NA,-83.122,NA,NA,NA,NA
143987,-2.29561,4.17987,-4.77256,NA,NA,-44.485,NA,NA,NA,NA
144068,-1.11495,4.57023,-4.61557,NA,NA,-87.138,NA,NA,NA,NA
144295,-2.23163,5,-3.97267,NA,NA,NA,-114.105,NA,NA,NA
144420,-1.60777,5,-3.89072,NA,-109.718,NA,NA,NA,NA,NA
144728,-1.33698,5,-4.78808,NA,NA,-97.722,NA,NA,NA,NA
144923,-1.47898,5,-4.88074,NA,NA,-88.817,NA,NA,NA,NA
145024,-1.17283,3.59186,-5,NA,NA,-60.765,NA,NA,NA,NA
145360,-1.27634,4.49891,-4.50223,-69.238,NA,NA,NA,NA,NA,NA
145587,-1.88,3.95954,-4.86293,-38.268,NA,NA,NA,NA,NA,NA
145685,-1.69729,3.20787,-4.23995,-76.398,NA,NA,NA,NA,NA,NA
145936,-2.3739,3.47076,-4.6855,NA,NA,-54.476,NA,NA,NA,NA
146080,-1.78755,2.85371,-5,NA,NA,-105.743,NA,NA,NA,NA
146387,-1.55355,1.99631,-4.64527,NA,NA,-204.198,NA,NA,NA,NA
146574,-2.34082,3.57626,-3.28438,NA,-124.492,NA,NA,NA,NA,NA
146702,-0.987125,3.86971,-3.48512,NA,NA,-152.552,NA,NA,NA,NA
146933,-2.4179,5,-3.25886,NA,NA,-147.153,NA,NA,NA,NA
147108,-1.13813,5,-3.39865,NA,NA,-159.37,NA,NA,NA,NA
147257,-1.24582,5,-3.60516,NA,NA,-134.743,NA,NA,NA,NA
147543,-1.92887,4.48134,-3.62507,NA,-98.73,NA,NA,NA,NA,NA
147610,-3.41602,4.45655,-3.58124,-147.892,NA,NA,NA,NA,NA,NA
147887,-2.10434,5,-5,-74.676,NA,NA,NA,NA,NA,NA
148130,-0.848428,3.99269,-2.76378,-270.99,NA,NA,NA,NA,NA,NA
148390,-1.56051,4.77712,-3.69658,NA,NA,-114.09,NA,NA,NA,NA
148515,-1.67746,5,-4.43715,NA,NA,-91.869,NA,NA,NA,NA
148785,-2.08692,4.26367,-4.91419,NA,NA,NA,-84.281,NA,NA,NA
148989,-2.02607,4.31599,-5,NA,NA,-63.536,NA,NA,NA,NA
149012,-2.22964,4.60632,-4.3216,NA,NA,-65.799,NA,NA,NA,NA
149328,-0.809733,4.03301,-3.85167,NA,NA,-136.851,NA,NA,NA,NA
149507,-1.24437,3.46973,-4.37563,NA,-58.378,NA,NA,NA,NA,NA
149795,-1.14577,5,-4.66087,NA,-93.554,NA,NA,NA,NA,NA
149843,-1.76565,4.43086,-4.5579,NA,NA,-54.154,NA,NA,NA,NA
150087,-1.53187,4.83959,-5,NA,NA,-73.512,NA,NA,NA,NA
150258,-1.63821,4.01366,-5,NA,NA,-45.82,NA,NA,NA,NA
150449,-1.92299,4.60831,-4.53172,NA,-56.839,NA,NA,NA,NA,NA
150617,-0.907473,2.64198,-5,NA,-173.397,NA,NA,NA,NA,NA
150868,-1.00709,3.45821,-3.64066,-183.486,NA,NA,NA,NA,NA,NA
151003,-1.47798,4.02944,-4.78746,NA,-16.811,NA,NA,NA,NA,NA
151282,-1.38029,3.55884,-5,NA,NA,-54.489,NA,NA,NA,NA
151493,-2.72802,3.20557,-5,NA,NA,-83.699,NA,NA,NA,NA
151694,-2.23884,5,-5,NA,-74.751,NA,NA,NA,NA,NA
151834,-0.473642,5,-5,-168.318,NA,NA,NA,NA,NA,NA
152018,-0.409763,4.24851,-5,NA,-148.355,NA,NA,NA,NA,NA
152217,-1.54366,4.46161,-5,NA,NA,-51.969,NA,NA,NA,NA
152486,-2.44861,5,-4.67011,NA,-82.166,NA,NA,NA,NA,NA
152610,-3.17553,4.53524,-5,NA,NA,-96.046,NA,NA,NA,NA
152971,-1.4853,3.78024,-5,NA,-11.2,NA,NA,NA,NA,NA
153143,-1.76592,3.74088,-5,NA,-10.288,NA,NA,NA,NA,NA
153268,-1.6792,2.59295,-4.98537,NA,NA,-89.25,NA,NA,NA,NA
153496,-2.65282,3.06311,-4.05004,NA,NA,-104.304,NA,NA,NA,NA
153623,-3.91214,3.8427,-4.00498,NA,NA,-156.12,NA,NA,NA,NA
153937,-3.6216,3.97694,-4.57034,NA,-114.828,NA,NA,NA,NA,NA
154079,-3.36541,3.46575,-5,-98.518,NA,NA,NA,NA,NA,NA
154234,-1.9778,4.93409,-5,NA,-69.423,NA,NA,NA,NA,NA
154566,-2.29419,3.03266,-5,-101.276,NA,NA,NA,NA,NA,NA
154724,-2.53745,3.48266,-5,NA,NA,NA,-95.135,NA,NA,NA
154827,-1.79696,3.94903,-5,-20.065,NA,NA,NA,NA,NA,NA
154998,-2.60082,3.32785,-5,NA,-55.377,NA,NA,NA,NA,NA
155379,-1.91015,3.69177,-4.39476,NA,NA,NA,NA,NA,-201.497,NA
155455,-1.4543,3.7961,-4.00454,-92.618,NA,NA,NA,NA,NA,NA
155794,-2.14473,2.94811,-3.96941,NA,-109.812,NA,NA,NA,NA,NA
155851,-2.75763,3.95003,-4.51226,NA,NA,NA,-104.643,NA,NA,NA
156126,-2.76244,3.48195,-5,NA,NA,-76.353,NA,NA,NA,NA
156354,-3.08611,5,-5,NA,NA,-109.038,NA,NA,NA,NA
156574,-3.13677,4.22344,-5,-86.598,NA,NA,NA,NA,NA,NA
156741,-2.28465,5,-4.73035,-81.212,NA,NA,NA,NA,NA,NA
156807,-2.40486,5,-5,-82.616,NA,NA,NA,NA,NA,NA
157104,-2.06548,5,-5,NA,NA,NA,-105.235,NA,NA,NA
157371,-2.00633,4.3025,-5,NA,NA,NA,-85.037,NA,NA,NA
157530,-1.80891,4.10515,-4.11243,NA,NA,-66.705,NA,NA,NA,NA
157734,-0.923214,4.11002,-4.10945,NA,-108.13,NA,NA,NA,NA,NA
157803,-1.34867,3.92634,-3.35031,NA,NA,NA,-225.194,NA,NA,NA
158194,-0.874538,4.10911,-4.72322,NA,-71.948,NA,NA,NA,NA,NA
158373,-1.97287,3.97505,-3.99215,NA,-70.037,NA,NA,NA,NA,NA
158494,-0.283783,4.33048,-4.24954,NA,-178.024,NA,NA,NA,NA,NA
158717,-1.23468,4.18748,-4.01839,NA,NA,-90.254,NA,NA,NA,NA
158816,-1.30127,3.88498,-4.86503,NA,-16.71,NA,NA,NA,NA,NA
159180,-1.97894,3.07805,-5,NA,NA,-61.631,NA,NA,NA,NA
159253,-2.03493,2.57411,-4.82019,NA,-91.037,NA,NA,NA,NA,NA
159567,-1.76924,3.50401,-5,NA,NA,-40.178,NA,NA,NA,NA
159749,-2.69793,3.19066,-5,NA,NA,-83.269,NA,NA,NA,NA
159888,-2.48831,3.30756,-5,NA,NA,-70.223,NA,NA,NA,NA
160003,-1.69743,4.34963,-5,NA,NA,-40.085,NA,NA,NA,NA
160210,-2.51797,2.79205,-4.7352,NA,NA,-92.3,NA,NA,NA,NA
160457,-3.17089,3.36481,-4.62361,NA,-90.38,NA,NA,NA,NA,NA
160639,-4.59714,5,-5,NA,-234.774,NA,NA,NA,NA,NA
160871,-3.26681,4.6955,-5,NA,NA,-103.28,NA,NA,NA,NA
161049,-2.30603,3.66287,-5,NA,-42.137,NA,NA,NA,NA,NA
161217,-3.03169,4.27816,-4.61655,NA,NA,-83.962,NA,NA,NA,NA
161533,-4.22714,3.67931,-5,NA,NA,-173.167,NA,NA,NA,NA
161783,-4.49156,4.08636,-5,NA,NA,-202.574,NA,NA,NA,NA
161876,-4.05015,4.78115,-4.04869,NA,-181.595,NA,NA,NA,NA,NA
162109,-3.49345,3.97501,-5,-102.651,NA,NA,NA,NA,NA,NA
162271,-3.77836,3.86826,-5,NA,NA,-127.91,NA,NA,NA,NA
162591,-3.996,5,-4.981,NA,NA,-179.034,NA,NA,NA,NA
162648,-3.18404,5,-4.16661,NA,NA,-124.805,NA,NA,NA,NA
162986,-2.52422,5,-4.09919,NA,NA,-98.655,NA,NA,NA,NA
163055,-1.40764,4.64037,-5,NA,NA,-55.189,NA,NA,NA,NA
163237,-2.74051,5,-5,NA,-86.03,NA,NA,NA,NA,NA
163501,-2.61361,2.46662,-5,-166.457,NA,NA,NA,NA,NA,NA
163737,-3.38858,3.47816,-5,NA,-98.833,NA,NA,NA,NA,NA
163920,-4.14598,4.07837,-5,NA,-158.246,NA,NA,NA,NA,NA
164172,-3.63292,3.23563,-4.04797,NA,NA,NA,-164.582,NA,NA,NA
164295,-3.70222,2.98426,-4.75832,NA,NA,-142.734,NA,NA,NA,NA
164400,-2.62802,2.84337,-4.98921,NA,NA,-78.814,NA,NA,NA,NA
164660,-3.69611,3.15589,-5,NA,NA,-132.617,NA,NA,NA,NA
164874,-2.25313,2.58689,-5,NA,NA,-93.352,NA,NA,NA,NA
165004,-1.68095,2.97668,-4.35142,NA,NA,-53.979,NA,NA,NA,NA
165328,-0.751649,3.33376,-4.5654,NA,NA,-122.951,NA,NA,NA,NA
165533,0.131611,5,-5,NA,NA,-185.606,NA,NA,NA,NA
165735,-0.404306,4.57418,-3.68135,NA,NA,-224.126,NA,NA,NA,NA
165922,-1.16378,4.34153,-5,NA,NA,-58.981,NA,NA,NA,NA
166145,-1.70272,5,-5,NA,NA,-72.18,NA,NA,NA,NA
166304,-2.52087,4.75529,-5,-75.42,NA,NA,NA,NA,NA,NA
166421,-1.86775,5,-3.58915,NA,NA,NA,-141.005,NA,NA,NA
166748,-3.68782,4.88209,-5,NA,-138.048,NA,NA,NA,NA,NA
166802,-2.65158,4.20857,-5,NA,NA,-74.49,NA,NA,NA,NA
167022,-3.14698,3.70794,-5,NA,NA,-85.335,NA,NA,NA,NA
167307,-3.57466,4.09557,-5,NA,-110.294,NA,NA,NA,NA,NA
167494,-4.42873,3.96048,-4.84601,NA,NA,-192.016,NA,NA,NA,NA
167601,-2.61531,2.73007,-4.97622,NA,NA,-97.388,NA,NA,NA,NA
167915,-1.16936,3.75818,-5,-33.466,NA,NA,NA,NA,NA,NA
168097,-0.749251,3.63903,-3.29528,-198.989,NA,NA,NA,NA,NA,NA
168291,-0.767679,3.918,-3.8775,NA,NA,NA,-136.389,NA,NA,NA
168441,-1.40056,3.6657,-5,NA,NA,-37.085,NA,NA,NA,NA
168643,-1.38298,3.62226,-5,NA,NA,-45.043,NA,NA,NA,NA
168908,-2.63626,4.43068,-4.87393,NA,NA,-74.321,NA,NA,NA,NA
169071,-3.20279,3.16489,-5,NA,NA,-102.11,NA,NA,NA,NA
169199,-2.30477,3.88152,-5,NA,NA,-63.493,NA,NA,NA,NA
169595,-2.71485,4.30286,-5,NA,NA,-75.84,NA,NA,NA,NA
169713,-1.21287,3.39846,-5,NA,NA,-63.736,NA,NA,NA,NA
169879,-1.33973,3.77981,-5,NA,NA,-33.89,NA,NA,NA,NA
170002,-2.34545,2.01445,-4.46332,NA,NA,-132.587,NA,NA,NA,NA
170226,-2.28046,3.77777,-4.84776,-48.897,NA,NA,NA,NA,NA,NA
170469,-1.46032,4.32366,-4.46103,NA,NA,-50.886,NA,NA,NA,NA
170773,-2.57318,4.34447,-5,NA,NA,-71.644,NA,NA,NA,NA
170857,-2.97112,5,-4.40935,NA,NA,-106.842,NA,NA,NA,NA
171076,-2.88495,5,-3.97285,-115.58,NA,NA,NA,NA,NA,NA
171197,-2.74676,5,-3.87656,NA,NA,-117.92,NA,NA,NA,NA
171534,-3.08809,5,-5,NA,-104.02,NA,NA,NA,NA,NA
171696,-3.46641,5,-5,NA,NA,-133.265,NA,NA,NA,NA
171937,-2.84694,5,-4.1523,NA,NA,-110.82,NA,NA,NA,NA
172123,-5,5,-4.66297,NA,NA,-294.974,NA,NA,NA,NA
172256,-4.3378,5,-5,-207.585,NA,NA,NA,NA,NA,NA
172407,-3.36252,5,-5,NA,-118.956,NA,NA,NA,NA,NA
172603,-1.85009,5,-5,NA,NA,-76.763,NA,NA,NA,NA
172974,-1.53959,5,-5,NA,NA,-81.057,NA,NA,NA,NA
173108,-2.95654,5,-3.72372,NA,NA,-128.082,NA,NA,NA,NA
173366,-0.491173,4.94377,-2.57191,NA,NA,-276.356,NA,NA,NA,NA
173550,-2.14589,5,-3.51112,NA,NA,-122.205,NA,NA,NA,NA
173607,-2.64785,2.91247,-3.55653,NA,NA,-124.508,NA,NA,NA,NA
173979,-1.74648,4.94817,-4.21379,NA,NA,-90.057,NA,NA,NA,NA
174086,-2.52117,4.50441,-4.15091,-87.157,NA,NA,NA,NA,NA,NA
174205,-2.63716,4.20147,-4.11778,NA,NA,-74.265,NA,NA,NA,NA
174404,-2.11595,5,-3.47602,NA,NA,-123.63,NA,NA,NA,NA
174693,-2.62885,4.82412,-4.29553,NA,NA,-97.358,NA,NA,NA,NA
174915,-1.54798,4.22076,-4.38045,NA,NA,-63.684,NA,NA,NA,NA
175167,-2.37309,5,-5,NA,NA,-78.653,NA,NA,NA,NA
175287,-3.08328,3.43776,-4.09307,NA,NA,-104.381,NA,NA,NA,NA
175510,-2.64907,5,-5,NA,NA,-92.008,NA,NA,NA,NA
175756,-2.78003,4.50172,-5,NA,NA,-73.76,NA,NA,NA,NA
175800,-2.03684,4.03796,-5,NA,NA,-47.778,NA,NA,NA,NA
176008,-2.07514,5,-4.47492,NA,NA,-78.566,NA,NA,NA,NA
176242,-2.3316,5,-5,NA,-82.16,NA,NA,NA,NA,NA
176424,-1.93941,4.88187,-5,NA,NA,-67.121,NA,NA,NA,NA
176788,-0.737414,5,-5,NA,NA,-125.012,NA,NA,NA,NA
176871,-1.26771,4.17005,-4.2358,NA,NA,NA,NA,-196.184,NA,NA
177149,-1.26384,3.5606,-4.21623,NA,-67.377,NA,NA,NA,NA,NA
177345,-1.87723,3.61575,-4.79603,NA,NA,-44.639,NA,NA,NA,NA
177401,-3.37644,3.38196,-4.7412,NA,NA,-110.507,NA,NA,NA,NA
177667,-3.92458,4.82406,-4.72458,NA,-158.541,NA,NA,NA,NA,NA
177927,-3.54264,4.81998,-5,NA,NA,-131.722,NA,NA,NA,NA
178042,-1.98658,4.97217,-5,NA,-68.436,NA,NA,NA,NA,NA
178389,-1.31092,4.81086,-4.80599,NA,-90.623,NA,NA,NA,NA,NA
178428,-0.622881,5,-4.92056,NA,NA,-133.002,NA,NA,NA,NA
178749,-1.51563,4.89419,-4.46454,NA,NA,-83.671,NA,NA,NA,NA
178919,-1.37472,5,-3.66518,NA,-111.191,NA,NA,NA,NA,NA
179154,-0.822797,3.29058,-5,NA,-74.032,NA,NA,NA,NA,NA
179230,-2.52883,2.92316,-5,NA,-97.963,NA,NA,NA,NA,NA
179494,-1.37855,4.15952,-4.5442,NA,NA,-54.728,NA,NA,NA,NA
179732,-4.32622,4.01088,-5,NA,NA,-182.772,NA,NA,NA,NA
179899,-3.35407,5,-4.94632,NA,NA,-127.336,NA,NA,NA,NA
180117,-1.78362,4.82981,-4.95407,NA,NA,NA,-102.719,NA,NA,NA
180343,-2.4303,4.25058,-4.01996,NA,NA,-78.348,NA,NA,NA,NA
180555,-2.26771,5,-4.88156,NA,-81.675,NA,NA,NA,NA,NA
180682,-1.72437,5,-5,NA,NA,-71.614,NA,NA,NA,NA
180875,-0.91093,4.50183,-5,NA,NA,-91.332,NA,NA,NA,NA
181033,-1.2706,4.19663,-5,NA,-31.546,NA,NA,NA,NA,NA
181234,-1.91631,3.23104,-5,NA,NA,NA,NA,-122.009,NA,NA
181558,-0.95055,2.52928,-5,-222.116,NA,NA,NA,NA,NA,NA
181599,-1.77073,3.02494,-4.66259,NA,NA,-86.194,NA,NA,NA,NA
181991,-2.23902,4.01645,-5,NA,NA,-45.985,NA,NA,NA,NA
182150,-2.71966,3.98812,-4.74299,NA,NA,NA,-82.91,NA,NA,NA
182375,-2.34437,4.10642,-4.5487,-54.278,NA,NA,NA,NA,NA,NA
182522,-0.696839,4.47721,-5,NA,NA,-109.038,NA,NA,NA,NA
182642,-1.46173,5,-4.30392,NA,-98.04,NA,NA,NA,NA,NA
182905,-1.17642,5,-4.62361,NA,NA,-94.241,NA,NA,NA,NA
183079,-0.295705,4.88211,-3.73427,NA,NA,NA,-256.293,NA,NA,NA
183315,-0.556595,3.71863,-5,NA,NA,-131.676,NA,NA,NA,NA
183466,-0.889705,4.74224,-4.97425,NA,-97.464,NA,NA,NA,NA,NA
183707,-1.39527,4.52902,-5,NA,NA,-60.455,NA,NA,NA,NA
183895,-2.82154,3.99515,-4.53919,NA,NA,-74.262,NA,NA,NA,NA
184043,-2.34495,4.77735,-5,NA,NA,-79.466,NA,NA,NA,NA
184294,-2.32769,5,-5,NA,NA,-77.178,NA,NA,NA,NA
184525,-2.00966,5,-5,NA,NA,-81.884,NA,NA,NA,NA
184745,-1.21963,5,-5,NA,NA,-90.452,NA,NA,NA,NA
184962,-0.391785,5,-5,NA,NA,-133.096,NA,NA,NA,NA
185046,-1.78962,5,-5,NA,NA,-73.927,NA,NA,NA,NA
185340,-0.386619,4.9725,-5,NA,-165.706,NA,NA,NA,NA,NA
185524,-2.14799,3.56561,-5,NA,NA,-53.106,NA,NA,NA,NA
185686,-1.11656,4.32999,-4.98362,NA,NA,-52.789,NA,NA,NA,NA
185864,-0.230327,4.28545,-3.98422,-202.777,NA,NA,NA,NA,NA,NA
186088,-1.06657,3.78603,-3.98699,NA,NA,-126.303,NA,NA,NA,NA
186237,-0.715052,4.279,-5,NA,NA,-135.124,NA,NA,NA,NA
186493,-1.76064,4.00296,-5,-49.065,NA,NA,NA,NA,NA,NA
186668,-1.59786,4.87194,-5,NA,NA,NA,NA,NA,-192.672,NA
186917,-2.5017,3.9247,-3.95752,NA,NA,NA,-113.358,NA,NA,NA
187044,-4.09384,4.53978,-3.80077,NA,-186.811,NA,NA,NA,NA,NA
187234,-1.56721,4.15632,-4.71163,NA,NA,NA,-68.795,NA,NA,NA
187493,-2.75081,4.68887,-5,-83.882,NA,NA,NA,NA,NA,NA
187615,-2.89843,2.48496,-4.67645,NA,NA,NA,NA,NA,NA,-305.19
187806,-3.22476,3.86771,-4.70694,-90.569,NA,NA,NA,NA,NA,NA
188077,-2.60132,4.13821,-4.06459,NA,NA,-77.116,NA,NA,NA,NA
188318,-1.23915,2.90666,-4.48953,NA,-105.532,NA,NA,NA,NA,NA
188451,-1.8818,4.18053,-5,-59.135,NA,NA,NA,NA,NA,NA
188643,-2.16162,3.55605,-5,NA,-38.789,NA,NA,NA,NA,NA
188903,-2.29184,3.21273,-4.42827,NA,NA,-85.212,NA,NA,NA,NA
189191,-2.98058,4.65994,-4.7261,NA,NA,-97.045,NA,NA,NA,NA
189351,-1.99836,3.36685,-5,NA,NA,-71.177,NA,NA,NA,NA
189568,-1.68095,3.54697,-3.91027,NA,NA,-81.981,NA,NA,NA,NA
189754,-1.77063,3.81301,-5,NA,NA,-51.177,NA,NA,NA,NA
189896,-2.28469,4.05238,-4.48076,NA,NA,-59.964,NA,NA,NA,NA
190180,-2.44774,5,-2.67581,-203.91,NA,NA,NA,NA,NA,NA
190381,-2.47085,5,-2.54019,NA,-215.456,NA,NA,NA,NA,NA
190399,-3.05006,5,-2.62642,NA,-228.087,NA,NA,NA,NA,NA
190793,-2.24399,4.67829,-3.22432,NA,-149.959,NA,NA,NA,NA,NA
190818,-1.2508,4.87015,-4.61191,NA,NA,NA,-131.55,NA,NA,NA
191060,-1.62723,4.34693,-4.86988,-44.171,NA,NA,NA,NA,NA,NA
191287,-2.65446,5,-4.74895,NA,NA,-94.11,NA,NA,NA,NA
191476,-1.92576,4.50686,-5,NA,NA,-56.695,NA,NA,NA,NA
191611,-1.03016,3.74913,-4.48112,NA,NA,-61.17,NA,NA,NA,NA
191911,-0.50079,3.47928,-4.17676,NA,NA,-220.823,NA,NA,NA,NA
192083,-2.3466,3.57224,-4.55504,NA,NA,-62.551,NA,NA,NA,NA
192292,-0.875451,5,-4.70581,NA,NA,-115.928,NA,NA,NA,NA
192478,-1.44147,5,-4.48924,NA,NA,-83.497,NA,NA,NA,NA
192627,-1.68289,4.73386,-4.52539,NA,-70.292,NA,NA,NA,NA,NA
192810,-1.91747,3.7727,-3.69065,NA,NA,-78.722,NA,NA,NA,NA
193091,-2.72875,4.58971,-3.3085,NA,NA,-138.558,NA,NA,NA,NA
193308,-3.6459,5,-5,NA,NA,-142.595,NA,NA,NA,NA
193423,-3.4529,5,-5,NA,NA,-132.485,NA,NA,NA,NA
193738,-2.63283,4.0557,-5,NA,NA,-65.429,NA,NA,NA,NA
193938,-4.00692,2.77043,-5,NA,NA,-168.867,NA,NA,NA,NA
194034,-3.52229,2.6091,-5,NA,NA,-138.326,NA,NA,NA,NA
194315,-2.55966,2.53103,-5,NA,NA,-128.272,NA,NA,NA,NA
194479,-2.96346,4.11678,-5,NA,-77.42,NA,NA,NA,NA,NA
194728,-3.52088,3.77125,-4.25387,NA,NA,-111.693,NA,NA,NA,NA
194812,-2.94762,5,-4.37289,NA,NA,-107.707,NA,NA,NA,NA
195162,-3.13464,4.09873,-5,NA,NA,-87.374,NA,NA,NA,NA
195364,-2.88695,5,-4.97347,NA,-94.913,NA,NA,NA,NA,NA
195433,-3.28143,3.20265,-4.35507,NA,NA,-106.05,NA,NA,NA,NA
195615,-3.97915,2.96672,-5,NA,NA,-158.003,NA,NA,NA,NA
195828,-2.82883,2.21601,-5,NA,NA,-143.951,NA,NA,NA,NA
196160,-2.79929,1.96966,-5,NA,NA,-163.518,NA,NA,NA,NA
196217,-3.20901,4.24832,-4.8167,-86.486,NA,NA,NA,NA,NA,NA
196580,-2.8376,5,-5,NA,NA,-96.267,NA,NA,NA,NA
196724,-3.03,5,-5,NA,-102.722,NA,NA,NA,NA,NA
196853,-2.41139,5,-4.85958,NA,-81.465,NA,NA,NA,NA,NA
197115,-2.61589,4.60375,-4.77994,NA,NA,-66.143,NA,NA,NA,NA
197196,-3.17612,4.15934,-5,NA,-81.461,NA,NA,NA,NA,NA
197500,-2.78847,3.72569,-5,NA,-67.633,NA,NA,NA,NA,NA
197645,-3.84228,3.46938,-4.45913,NA,NA,-137.291,NA,NA,NA,NA
197871,-3.97306,3.36294,-5,NA,NA,-154.137,NA,NA,NA,NA
198194,-4.58865,2.89213,-5,NA,NA,-223.9,NA,NA,NA,NA
198387,-3.65157,2.05769,-5,NA,-176.834,NA,NA,NA,NA,NA
198575,-2.0553,3.03038,-5,NA,NA,-61.509,NA,NA,NA,NA
198702,-0.935861,2.64351,-5,NA,-181.802,NA,NA,NA,NA,NA
198810,-0.433609,3.2165,-3.97681,NA,NA,-206.378,NA,NA,NA,NA
199095,-3.02239,3.1314,-4.42443,NA,NA,NA,-124.229,NA,NA,NA
199300,-3.31739,3.83827,-3.84884,NA,-117.458,NA,NA,NA,NA,NA
199557,-1.72329,4.37073,-4.36525,NA,NA,-79.126,NA,NA,NA,NA
199614,-2.64743,4.58413,-4.58075,NA,NA,-76.701,NA,NA,NA,NA
199994,-3.80374,3.23995,-5,-147.412,NA,NA,NA,NA,NA,NA
