id,x0,x1,x2,fitness5,fitness3.5,fitness4.5,fitness3,fitness2,fitness1.5,fitness0.5,fitness1,fitness0,fitness-1.5,fitness-0.5,fitness-4,fitness-3,fitness-2.5,fitness-3.5,fitness-5,fitness-4.5,fitness-1,fitness-2,fitness2.5,fitness4
66726,2.37367,3.68991,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.02,NA
66923,2.52225,3.67909,-5,NA,NA,NA,NA,NA,4.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67145,2.67107,3.95442,-5,NA,NA,NA,NA,NA,NA,NA,19.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67249,4.07484,4.07439,-5,NA,NA,NA,NA,NA,NA,NA,-27.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67530,4.37552,4.14432,-3.77921,NA,NA,NA,NA,NA,NA,NA,NA,160.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67734,3.8821,4.79066,-3.25077,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67971,3.88535,3.59789,-3.29358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.777,NA,NA
68137,4.16442,3.46432,-2.80765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.094,NA,NA,NA,NA,NA,NA,NA,NA,NA
68237,4.8056,3.1129,-3.58716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.616,NA,NA,NA,NA,NA,NA,NA
68460,4.51788,2.39194,-3.62924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.471,NA,NA,NA,NA,NA,NA
68747,4.77084,1.04462,-4.10263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
68839,3.6256,0.645981,-4.65111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.137,NA,NA,NA,NA,NA,NA
69111,2.98164,1.52047,-4.83508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.219,NA,NA
69248,3.88534,1.59008,-4.93825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131,NA,NA,NA,NA,NA,NA,NA,NA
69524,3.43143,-0.217522,-4.69439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.614,NA,NA,NA,NA
69738,2.841,-0.859107,-3.8441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.836,NA,NA,NA,NA
69895,3.35834,-1.98484,-4.29203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.681,NA,NA,NA,NA
70192,2.80227,-2.23652,-4.74832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.201,NA,NA,NA,NA,NA
70322,0.912678,-2.18697,-3.69796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.979,NA,NA,NA,NA
70461,0.633555,-0.613042,-4.00109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.496,NA,NA,NA,NA,NA,NA,NA,NA,NA
70705,1.14018,-0.104099,-3.68291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,NA,NA,NA,NA,NA,NA,NA
70951,0.497309,-0.473125,-3.54119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.039,NA,NA,NA,NA,NA,NA,NA
71164,-0.905355,0.507707,-4.44822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.75,NA,NA,NA,NA,NA,NA,NA,NA
71366,-0.451478,0.625973,-3.79448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.338,NA,NA,NA,NA,NA,NA,NA,NA
71533,-1.00192,-0.942892,-3.92378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.085,NA,NA,NA,NA,NA,NA
71712,-1.72827,-1.67628,-2.76994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.495,NA,NA,NA,NA,NA,NA
71901,-2.68456,-3.23265,-0.40668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.702,NA,NA,NA,NA,NA,NA
72177,-4.13659,-3.44263,-0.671534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.852,NA,NA
72327,-4.02445,-3.21814,-0.120558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.814,NA,NA
72500,-2.71369,-2.71377,-0.502614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.771,NA,NA,NA
72660,-2.91525,-3.02978,0.0247764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.324,NA,NA,NA
72845,-3.47871,-4.6583,0.0238935,NA,NA,NA,NA,NA,NA,NA,NA,-58.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73040,-3.62867,-4.64957,1.27384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.654,NA,NA
73262,-3.69468,-5,1.12152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.026,NA,NA
73456,-4.06462,-5,-0.0194971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.881,NA,NA,NA
73606,-4.73687,-3.02975,0.0642793,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73810,-5,-2.77512,-1.52981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.528,NA,NA
74031,-2.32689,-1.41923,-1.82989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.933,NA,NA,NA,NA,NA,NA,NA
74357,-2.85444,-1.15092,-0.988537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.604,NA,NA
74589,-3.42804,-1.647,0.229524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.952,NA,NA,NA,NA,NA,NA
74613,-3.2026,-2.07342,0.577216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,NA,NA,NA,NA,NA,NA,NA
74824,-1.61606,-1.55778,1.12396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.379,NA,NA,NA,NA,NA,NA
75082,-1.27954,-1.97367,-0.636861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.018,NA,NA,NA,NA,NA,NA,NA,NA
75200,-0.166985,-1.55505,-0.487909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75421,-0.0667873,-1.68542,-0.933375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.961,NA,NA,NA,NA,NA,NA
75663,1.10111,-1.49357,-0.849279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.097,NA,NA,NA,NA,NA,NA,NA,NA
75820,0.51426,-1.01134,-2.84788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.693,NA,NA
76182,1.76868,-0.938924,-2.33065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.149,NA,NA,NA,NA,NA,NA
76239,0.824674,-1.84188,-0.172352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.258,NA,NA,NA,NA,NA,NA
76444,-0.469575,-2.09855,-0.538122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.976,NA,NA,NA,NA,NA,NA,NA,NA
76762,-0.958616,-1.24758,-1.50899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.177,NA,NA,NA,NA
76877,-2.14964,-3.11606,-2.28262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.048,NA,NA,NA,NA,NA
77059,-1.85885,-4.2721,-2.19652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.737,NA,NA,NA,NA,NA
77252,-2.04343,-5,-3.32078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.29,NA,NA,NA,NA,NA
77594,-3.21228,-3.41603,-1.79006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.408,NA,NA,NA,NA,NA
77609,-3.94171,-2.6552,-0.755113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.029,NA,NA,NA,NA,NA
77894,-3.76074,-4.11895,-0.25114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.153,NA,NA,NA,NA
78172,-4.33453,-5,-1.04576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.111,NA,NA,NA,NA,NA
78381,-5,-5,-3.05032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.196,NA,NA,NA,NA,NA
78399,-5,-2.82066,-3.50796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.341,NA,NA,NA,NA
78700,-4.71271,-1.73482,-3.66758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA
78993,-5,-2.96159,-2.69761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.064,NA,NA,NA,NA,NA
79098,-5,-2.78446,-4.70997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
79365,-3.42159,-3.2484,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.928,NA,NA,NA,NA
79469,-5,-3.91165,-4.38314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.133,NA,NA,NA,NA
79697,-3.27382,-4.21731,-3.86321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA
79803,-4.97166,-2.93526,-3.16242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.462,NA,NA,NA,NA,NA
80023,-4.75816,-0.439645,-3.46433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.091,NA,NA,NA,NA
80321,-4.52351,-0.796267,-2.81274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.852,NA,NA,NA,NA,NA
80515,-5,0.258366,-3.37757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
80629,-5,-0.51163,-2.95535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.833,NA,NA,NA,NA
80961,-2.89266,-1.50774,-2.91065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.282,NA,NA,NA,NA,NA
81163,-5,-1.19369,-1.42389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-459.294,NA,NA,NA,NA,NA
81380,-5,-3.18025,-0.438917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.302,NA,NA,NA,NA,NA
81446,-4.152,-3.09813,1.17749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.264,NA,NA,NA,NA,NA,NA
81771,-4.5206,-2.09382,1.38954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.961,NA,NA,NA,NA,NA,NA,NA,NA,NA
81980,-5,-2.99638,2.1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.256,NA,NA,NA,NA
82006,-3.56699,-3.25397,3.11241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
82344,-1.80582,-3.05049,4.64347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
82436,0.477589,-2.40917,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.646,NA,NA,NA,NA,NA,NA
82668,-0.0539906,-1.08834,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.15,NA,NA,NA,NA
82860,0.161529,-1.99401,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.756,NA,NA,NA,NA,NA
83112,1.50929,-0.980185,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
83367,4.02668,-1.44775,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.999,NA,NA,NA,NA,NA,NA
83399,4.45214,0.81808,4.68891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.809,NA,NA,NA,NA
83639,4.71458,0.252999,4.97175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.877,NA,NA,NA,NA
83962,4.84212,1.15256,3.43288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.203,NA,NA,NA,NA,NA
84162,4.27858,1.5041,4.73996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.319,NA,NA,NA,NA,NA,NA,NA,NA
84363,4.50753,1.21719,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.606,NA,NA,NA,NA,NA,NA,NA,NA,NA
84455,5,2.52216,4.36307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.084,NA,NA,NA,NA,NA
84778,5,3.91901,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.097,NA,NA,NA,NA,NA
84996,5,3.8657,4.83654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.834,NA,NA,NA,NA,NA
85092,4.69455,5,3.58074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.818,NA,NA,NA,NA,NA
85288,5,5,4.94365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2790.456,NA,NA,NA,NA,NA,NA,NA,NA
85466,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
85602,5,5,3.25315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.782,NA,NA,NA,NA
85902,4.51943,5,2.5347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.223,NA,NA,NA,NA,NA
86008,5,3.92897,3.9646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.278,NA,NA,NA,NA,NA
86207,5,3.54849,1.25793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.729,NA,NA,NA,NA
86539,4.92281,3.53399,1.46406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.477,NA,NA,NA,NA,NA
86788,5,3.52021,1.61859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,NA,NA
86835,5,3.71364,0.392442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.301,NA,NA,NA,NA,NA,NA
87031,5,2.61803,0.788729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.331,NA,NA,NA,NA,NA
87310,4.76449,2.8917,0.889704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.713,NA,NA,NA,NA,NA
87519,2.7276,2.80254,0.752156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
87777,2.40204,2.43862,0.116133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.987,NA,NA,NA,NA,NA,NA,NA,NA
87877,4.0842,1.78256,0.303402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.098,NA,NA,NA,NA,NA,NA,NA,NA
88127,4.82375,0.436338,1.48399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
88373,3.77625,0.243036,1.18757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.902,NA,NA,NA,NA
88569,4.7786,-0.775588,1.42154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.028,NA,NA,NA,NA,NA
88650,4.15856,-1.11837,1.45053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.166,NA,NA,NA,NA,NA,NA,NA,NA
88980,4.97871,-0.718199,2.81071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.113,NA,NA,NA,NA,NA,NA,NA
89083,5,-1.77739,1.42949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.236,NA,NA,NA
89331,5,-1.85085,0.860489,NA,NA,NA,NA,NA,NA,NA,NA,NA,1464.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89559,5,-1.63614,-0.393537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.788,NA,NA,NA
89783,4.68178,-1.13048,-1.36446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.317,NA,NA,NA
89889,5,-0.3011,-1.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388.839,NA,NA,NA,NA,NA,NA,NA,NA
90129,5,1.78665,-1.98105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.167,NA,NA,NA,NA
90240,4.70584,0.0396689,-2.61725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.527,NA,NA,NA,NA,NA
90432,2.99587,1.37848,-3.60327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.718,NA,NA,NA,NA,NA
90762,2.48103,1.99601,-2.05439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.579,NA,NA,NA,NA,NA
90811,3.11021,2.15204,-1.15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.176,NA,NA,NA,NA,NA
91073,3.15868,3.1731,-0.032188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.068,NA,NA,NA,NA,NA,NA,NA,NA,NA
91241,0.750145,1.88273,-0.870742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.706,NA,NA,NA,NA
91522,0.288879,2.00221,-0.974145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.573,NA,NA,NA,NA,NA,NA,NA,NA,NA
91601,-0.646856,4.37214,-0.509112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.86,NA,NA,NA,NA
91937,-0.852094,5,-2.18575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
92132,-1.31627,5,-1.25298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527.486,NA,NA,NA,NA,NA,NA,NA,NA
92351,-1.65259,5,-1.3792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2639.843,NA,NA,NA,NA,NA,NA,NA,NA
92410,-2.00907,5,-1.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.951,NA,NA,NA,NA,NA,NA,NA,NA
92719,-0.683186,4.32307,0.655411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.838,NA,NA
92887,-3.19317,5,1.26658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
93107,-4.36748,4.76691,2.16233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
93250,-5,5,0.551287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.778,NA,NA
93432,-4.41197,4.67679,-0.852088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647.891,NA,NA,NA
93699,-5,4.33199,0.838234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880.566,NA,NA,NA
93887,-3.23054,4.85536,0.560308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94021,-2.83323,5,1.61998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.538,NA,NA,NA
94385,-0.571094,4.72956,0.977639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.62,NA,NA,NA,NA,NA,NA,NA
94523,0.915754,4.12628,-1.00542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.449,NA,NA
94777,-2.06066,3.80653,-1.45861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.601,NA,NA,NA,NA,NA,NA
94838,-1.58942,3.36963,-2.19252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.683,NA,NA
95133,-0.484277,4.59595,-2.69345,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95293,-1.58698,3.68521,-3.42232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.012,NA,NA
95575,-3.49886,4.00357,-2.87988,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95691,-4.50937,4.87461,-2.28357,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95982,-4.16208,4.46365,-1.7422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.302,NA,NA
96136,-5,2.50106,-1.80036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96300,-3.1115,3.7035,-3.44707,NA,NA,NA,NA,NA,NA,NA,NA,182.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96500,-4.67824,5,-4.02257,NA,NA,NA,NA,NA,NA,NA,33.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96634,-5,5,-2.26263,NA,NA,NA,NA,NA,NA,37.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96889,-4.18721,5,-2.85695,NA,NA,NA,NA,NA,NA,71.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97066,-4.22869,4.13944,-4.06731,NA,NA,NA,NA,NA,NA,NA,5.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97378,-3.95294,5,-4.14684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97507,-3.26159,5,-4.75761,NA,NA,NA,NA,NA,NA,NA,-1.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97794,-5,4.75531,-3.67143,NA,NA,NA,NA,NA,NA,-110.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97841,-3.58921,4.19727,-3.03187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98136,-3.6784,4.82214,-3.38306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.567,NA,NA
98317,-3.6195,3.95251,-3.38945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.166,NA,NA,NA,NA,NA,NA,NA
98445,-4.56176,5,-1.93003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98781,-5,5,-1.50668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98884,-5,5,-0.89017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2122.616,NA,NA
99133,-5,5,-0.709538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99365,-4.90779,3.81209,-2.81168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.144,NA,NA,NA
99467,-5,2.31291,-3.57686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99610,-4.67873,1.59376,-2.32766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.505,NA,NA,NA
99907,-5,2.9541,-2.91056,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
