id,x0,x1,x2,fitness-0.5,fitness-2.5,fitness-3,fitness-4.5,fitness-5,fitness-4,fitness-3.5,fitness-2
120846,-2.05454,4.08465,-4.76404,NA,NA,NA,NA,NA,-38.575,NA,NA
121185,-2.72572,4.45536,-4.44198,NA,NA,NA,NA,NA,NA,-88.932,NA
121372,-3.47465,4.21391,-4.88649,NA,NA,NA,-105.424,NA,NA,NA,NA
121403,-3.85962,4.87347,-4.49891,NA,NA,NA,-154.702,NA,NA,NA,NA
121648,-3.13359,4.42745,-4.9672,NA,NA,NA,NA,NA,-99.114,NA,NA
121854,-1.49263,4.61464,-4.71705,NA,NA,NA,-62.113,NA,NA,NA,NA
122195,-2.93943,4.24479,-4.50204,NA,NA,NA,-73.099,NA,NA,NA,NA
122295,-1.54782,4.05456,-4.45647,NA,NA,NA,NA,-49.844,NA,NA,NA
122599,-0.936371,4.83537,-4.92161,NA,NA,NA,-94.191,NA,NA,NA,NA
122771,-1.72944,3.85341,-4.31119,NA,NA,NA,NA,-33.613,NA,NA,NA
122997,-1.36509,4.56899,-4.78667,NA,NA,NA,NA,NA,-62.18,NA,NA
123055,-1.95635,4.85736,-4.36538,NA,NA,NA,-67.953,NA,NA,NA,NA
123236,-1.8142,4.75183,-4.53006,NA,NA,NA,NA,-68.317,NA,NA,NA
123418,-3.08308,3.22989,-4.96115,NA,NA,NA,NA,NA,NA,-106.059,NA
123655,-2.50049,3.70504,-4.79585,NA,NA,NA,NA,-55.996,NA,NA,NA
123986,-3.04968,4.16608,-4.27069,NA,NA,NA,-81.667,NA,NA,NA,NA
124171,-2.44612,3.8201,-4.88721,NA,NA,NA,-44.54,NA,NA,NA,NA
124391,-2.04746,3.00021,-4.53337,NA,NA,NA,-68.89,NA,NA,NA,NA
124588,-1.26007,3.36441,-4.76133,NA,NA,NA,NA,NA,-74.816,NA,NA
124772,-2.12309,4.20854,-4.56279,NA,NA,NA,NA,NA,-56.397,NA,NA
124937,-1.63234,4.15372,-4.59048,NA,NA,-118.277,NA,NA,NA,NA,NA
125054,-1.81279,3.8652,-4.75626,NA,NA,NA,NA,NA,NA,-59.726,NA
125362,-1.56309,3.35808,-4.9622,NA,NA,NA,NA,-43.584,NA,NA,NA
125434,-1.88588,4.62975,-4.20226,NA,NA,NA,NA,NA,-73.432,NA,NA
125717,-2.23845,4.21696,-3.96772,NA,NA,NA,-79.45,NA,NA,NA,NA
125848,-2.04668,4.80205,-4.6793,NA,NA,NA,NA,-63.322,NA,NA,NA
126190,-1.7311,3.88926,-4.57976,NA,NA,NA,NA,-43.461,NA,NA,NA
126279,-1.07428,4.59188,-4.64611,NA,NA,NA,NA,NA,-124.149,NA,NA
126506,-1.79415,4.59367,-4.96819,NA,NA,NA,-52.434,NA,NA,NA,NA
126625,-1.44243,4.95202,-4.3143,NA,NA,NA,-89.215,NA,NA,NA,NA
126894,-2.14217,4.76693,-4.40401,NA,NA,NA,NA,NA,-70.199,NA,NA
127199,-1.63733,4.01672,-4.20934,NA,NA,NA,NA,NA,-70.254,NA,NA
127269,-1.50394,3.99797,-4.11486,NA,NA,NA,-60.608,NA,NA,NA,NA
127472,-2.08106,4.02533,-3.82715,NA,NA,NA,NA,NA,-91.286,NA,NA
127785,-2.47481,4.46194,-3.40946,NA,NA,NA,NA,NA,-119.543,NA,NA
127854,-3.52382,4.20234,-3.67598,NA,NA,NA,-140.203,NA,NA,NA,NA
128105,-1.9691,4.87952,-3.90839,NA,NA,NA,NA,-90.687,NA,NA,NA
128334,-2.5259,4.53894,-4.66314,NA,NA,NA,NA,NA,-69.913,NA,NA
128522,-2.67709,4.57877,-4.83754,NA,NA,NA,NA,NA,-75.231,NA,NA
128658,-1.50615,4.00517,-4.04976,NA,NA,NA,-68.449,NA,NA,NA,NA
128833,-1.05563,4.12783,-4.99441,NA,NA,NA,-57.946,NA,NA,NA,NA
129086,-1.9155,4.50483,-4.76329,NA,NA,NA,-51.525,NA,NA,NA,NA
129237,-2.4225,4.07247,-4.82851,NA,NA,NA,-52.023,NA,NA,NA,NA
129437,-1.95743,3.38146,-4.1714,NA,NA,NA,NA,NA,-65.461,NA,NA
129655,-2.70372,4.89678,-3.7781,NA,NA,NA,NA,NA,NA,-131.006,NA
129818,-2.72125,3.48174,-4.38818,NA,NA,NA,NA,NA,NA,-83.515,NA
130084,-1.85838,3.85353,-4.4256,NA,NA,NA,-35.006,NA,NA,NA,NA
130318,-1.72508,4.29001,-4.09147,NA,NA,NA,-71.375,NA,NA,NA,NA
130454,-2.61238,3.92753,-3.48496,NA,NA,NA,NA,-111.232,NA,NA,NA
130628,-1.18813,4.49819,-4.70198,NA,NA,NA,NA,NA,NA,-116.979,NA
130970,-2.71237,4.3024,-4.47282,NA,NA,-142.63,NA,NA,NA,NA,NA
131023,-2.6034,3.72687,-4.00885,NA,NA,NA,NA,NA,-95.829,NA,NA
131285,-1.60996,3.88624,-4.57233,NA,NA,NA,NA,NA,-50.289,NA,NA
131471,-2.68661,4.19271,-4.92648,NA,NA,NA,-51.985,NA,NA,NA,NA
131788,-2.46056,4.11546,-4.75262,NA,NA,NA,NA,NA,-59.663,NA,NA
131994,-2.74345,4.86479,-4.96008,NA,NA,NA,NA,NA,NA,-94.013,NA
132189,-1.65228,4.14163,-4.77529,NA,NA,NA,-32.13,NA,NA,NA,NA
132360,-2.53224,3.82469,-4.65805,NA,NA,NA,NA,NA,-63.5,NA,NA
132502,-1.12984,4.98643,-4.82124,NA,NA,NA,-96.151,NA,NA,NA,NA
132661,-1.54268,4.55259,-4.90942,NA,NA,NA,NA,NA,-61.585,NA,NA
132900,-2.77171,4.01622,-3.72864,NA,NA,NA,NA,-99.468,NA,NA,NA
133134,-3.31544,3.58353,-4.7798,NA,NA,NA,NA,NA,-95.593,NA,NA
133334,-3.83408,3.50784,-4.23892,NA,NA,NA,NA,NA,NA,-180.632,NA
133559,-4.00003,4.45772,-4.45996,NA,NA,NA,-155.235,NA,NA,NA,NA
133676,-2.47208,4.29506,-3.83876,NA,NA,NA,NA,NA,NA,-102.654,NA
133980,-3.00486,4.2771,-4.65287,NA,NA,NA,NA,-78.13,NA,NA,NA
134175,-2.74388,4.4771,-3.71114,NA,NA,NA,-103.439,NA,NA,NA,NA
134311,-1.46683,4.66601,-4.16834,NA,NA,NA,-78.911,NA,NA,NA,NA
134502,-2.38165,4.65872,-4.42736,NA,NA,NA,NA,NA,-74.437,NA,NA
134718,-1.93752,3.98233,-4.90985,NA,NA,-124.42,NA,NA,NA,NA,NA
134825,-2.14439,3.69739,-4.94245,NA,NA,NA,NA,NA,-51.633,NA,NA
135199,-1.33335,3.35363,-4.97186,NA,NA,NA,NA,NA,-15.639,NA,NA
135201,-1.66782,3.96862,-4.21087,NA,NA,NA,NA,NA,-58.263,NA,NA
135433,-2.45998,4.63103,-4.37551,NA,NA,NA,-76.47,NA,NA,NA,NA
135740,-2.1151,4.44347,-4.36883,NA,NA,NA,NA,NA,-64.847,NA,NA
135949,-1.8037,3.18735,-4.91814,NA,NA,NA,NA,NA,-49.442,NA,NA
136114,-1.40486,4.57285,-4.85479,NA,NA,NA,NA,NA,-60.363,NA,NA
136242,-2.15347,4.72334,-4.5042,NA,NA,NA,NA,NA,-69.689,NA,NA
136507,-2.10545,4.3105,-4.22332,NA,NA,NA,-73.922,NA,NA,NA,NA
136748,-1.97235,4.14275,-4.49574,NA,NA,NA,NA,NA,-53.005,NA,NA
136861,-2.40379,3.9844,-4.09585,NA,NA,NA,NA,-71.7,NA,NA,NA
137032,-1.40346,3.68453,-4.3686,NA,NA,NA,NA,NA,-25.772,NA,NA
137260,-0.978811,3.90425,-4.16768,NA,NA,NA,-113.27,NA,NA,NA,NA
137490,-2.68024,4.86925,-4.15376,NA,NA,NA,NA,NA,-94.444,NA,NA
137791,-2.0505,4.30227,-4.68038,NA,NA,NA,-36.067,NA,NA,NA,NA
137876,-1.27397,3.83045,-4.71,NA,NA,NA,-25.16,NA,NA,NA,NA
138149,-2.89789,3.80395,-4.41179,NA,NA,NA,-80.594,NA,NA,NA,NA
138335,-2.19916,4.05589,-3.67602,NA,NA,NA,-95.02,NA,NA,NA,NA
138479,-2.40834,3.18888,-4.99159,NA,NA,NA,-70.334,NA,NA,NA,NA
138740,-2.46489,4.69315,-3.91955,NA,NA,NA,-89.786,NA,NA,NA,NA
138914,-2.6943,4.58741,-4.5487,NA,NA,NA,NA,NA,-87.409,NA,NA
139086,-0.373939,3.83289,-4.53434,NA,NA,NA,-162.102,NA,NA,NA,NA
139246,-1.80976,4.71937,-3.71419,NA,NA,NA,-90.481,NA,NA,NA,NA
139598,-1.97501,4.53557,-3.94537,NA,NA,NA,NA,-78.939,NA,NA,NA
139748,-1.89481,4.66221,-4.3658,NA,NA,NA,-59.102,NA,NA,NA,NA
139843,-2.67518,3.98596,-4.61384,NA,NA,NA,NA,NA,-65.846,NA,NA
140077,-1.70632,4.75045,-4.56009,NA,NA,NA,NA,NA,NA,-98.301,NA
140250,-2.20946,4.89312,-4.77449,NA,NA,NA,NA,-75.802,NA,NA,NA
140442,-2.24514,3.85047,-3.58893,NA,NA,NA,-99.127,NA,NA,NA,NA
140607,-0.895517,3.87766,-4.49245,NA,NA,NA,NA,-88.625,NA,NA,NA
140936,-1.75055,3.72233,-4.43549,NA,NA,NA,-36.191,NA,NA,NA,NA
141120,-1.42151,2.99714,-4.26009,NA,NA,NA,NA,NA,NA,-126.059,NA
141343,-1.96222,3.66074,-4.99361,NA,NA,NA,NA,NA,NA,-79.946,NA
141487,-0.821686,4.37119,-4.46556,NA,NA,NA,NA,NA,-121.011,NA,NA
141687,-1.33381,4.53062,-4.92653,NA,NA,NA,-64.111,NA,NA,NA,NA
141876,-1.64429,4.87483,-4.28775,NA,NA,NA,-92.03,NA,NA,NA,NA
142022,-1.89715,4.22219,-3.97681,NA,NA,NA,NA,-78.956,NA,NA,NA
142327,-1.6798,4.03522,-4.85394,NA,NA,NA,-17.026,NA,NA,NA,NA
142466,-2.19642,4.1241,-4.38925,NA,NA,NA,-52.392,NA,NA,NA,NA
142705,-2.54602,3.68087,-3.81306,NA,NA,NA,-98.901,NA,NA,NA,NA
142880,-2.67263,4.35469,-4.33312,NA,NA,NA,-70.946,NA,NA,NA,NA
143084,-2.4465,4.121,-3.93709,NA,NA,NA,NA,-78.772,NA,NA,NA
143319,-2.82991,4.06001,-4.529,NA,NA,NA,NA,-72.981,NA,NA,NA
143504,-2.25892,3.63392,-4.18138,NA,NA,NA,NA,NA,-73.554,NA,NA
143656,-1.65453,3.61304,-3.94042,NA,NA,NA,-78.457,NA,NA,NA,NA
143864,-1.3073,4.7428,-4.09706,NA,NA,NA,NA,NA,-92.949,NA,NA
144188,-2.25568,4.42958,-4.54418,NA,NA,NA,NA,-63.659,NA,NA,NA
144292,-2.23953,4.11317,-4.16992,NA,NA,NA,NA,-71.155,NA,NA,NA
144538,-1.15061,4.12041,-4.36389,NA,NA,NA,NA,NA,-69.002,NA,NA
144683,-1.90893,3.72913,-3.40697,NA,NA,NA,NA,NA,-124.616,NA,NA
144824,-1.40785,3.48995,-4.32937,NA,NA,NA,NA,NA,NA,-157.973,NA
145061,-2.06043,3.20252,-4.54147,NA,NA,NA,NA,NA,-70.394,NA,NA
145275,-0.979093,3.83473,-4.37272,NA,NA,NA,NA,NA,NA,-83.668,NA
145541,-1.67353,3.50751,-4.70326,NA,NA,NA,NA,NA,-16.799,NA,NA
145625,-1.24167,3.89452,-4.60885,NA,NA,NA,NA,-52.96,NA,NA,NA
145896,-1.18378,3.94213,-4.11239,NA,NA,NA,-81.462,NA,NA,NA,NA
146149,-1.69185,4.01795,-4.30052,NA,NA,NA,-46.443,NA,NA,NA,NA
146245,-1.06325,4.01724,-4.38201,NA,NA,NA,NA,NA,NA,-112.478,NA
146564,-1.92672,3.74918,-4.39472,NA,NA,NA,-28.191,NA,NA,NA,NA
146770,-2.11901,3.37622,-4.8048,NA,NA,NA,NA,NA,-70.454,NA,NA
146835,-2.37506,3.40036,-4.86979,NA,NA,NA,-73.573,NA,NA,NA,NA
147137,-2.00221,4.29413,-4.33122,NA,NA,NA,NA,NA,-56.682,NA,NA
147394,-2.79161,4.64922,-4.9417,NA,NA,NA,NA,NA,-82.677,NA,NA
147509,-2.45944,4.83685,-4.68563,NA,NA,NA,NA,NA,-86.873,NA,NA
147657,-0.929553,4.76448,-4.86053,NA,NA,NA,NA,NA,-119.027,NA,NA
147853,-1.46009,4.94206,-4.71632,NA,NA,NA,NA,NA,-95.412,NA,NA
148186,-1.35596,4.9707,-4.64614,NA,NA,NA,NA,NA,-85.394,NA,NA
148232,-1.17047,4.71727,-4.62536,NA,NA,NA,NA,-83.455,NA,NA,NA
148459,-1.43905,4.94207,-4.9072,NA,NA,NA,NA,-79.983,NA,NA,NA
148649,-1.65007,4.10609,-4.67693,NA,NA,NA,NA,NA,NA,-48.822,NA
148973,-2.18939,4.53195,-4.7369,NA,NA,NA,-55.519,NA,NA,NA,NA
149124,-1.55463,4.52663,-4.77168,NA,NA,NA,NA,NA,-63.175,NA,NA
149212,-1.41862,4.83308,-4.57141,NA,NA,NA,-78.549,NA,NA,NA,NA
149491,-1.39673,4.19538,-4.56494,NA,NA,NA,NA,NA,-44.34,NA,NA
149735,-2.14237,4.54009,-3.0535,NA,NA,NA,-145.878,NA,NA,NA,NA
149912,-3.05514,3.88534,-4.51491,NA,NA,NA,NA,NA,-86.825,NA,NA
150096,-2.87456,4.18118,-3.43617,NA,NA,NA,NA,NA,-121.359,NA,NA
150361,-3.11143,3.43451,-4.62626,NA,NA,NA,-87.573,NA,NA,NA,NA
150530,-3.07309,3.20931,-3.88857,NA,NA,NA,-117.405,NA,NA,NA,NA
150747,-2.45925,4.32821,-4.94098,NA,NA,NA,NA,-57.476,NA,NA,NA
150897,-2.50162,3.83821,-4.41561,NA,NA,NA,-58.09,NA,NA,NA,NA
151163,-1.7864,4.16288,-4.15063,NA,NA,NA,NA,NA,-73.046,NA,NA
151265,-1.28014,4.50265,-4.0684,NA,NA,NA,-90.622,NA,NA,NA,NA
151410,-1.40554,4.51689,-4.26576,NA,NA,NA,-67.179,NA,NA,NA,NA
151691,-1.9951,4.44775,-4.05465,NA,NA,NA,-74.664,NA,NA,NA,NA
151873,-1.28909,4.48586,-4.89256,NA,NA,NA,NA,NA,-79.048,NA,NA
152010,-1.84829,4.96229,-4.56969,NA,NA,NA,NA,-75.822,NA,NA,NA
152345,-1.74222,4.92882,-4.69984,NA,NA,NA,NA,-75.05,NA,NA,NA
152598,-1.92003,4.61525,-4.76559,NA,NA,NA,-58.072,NA,NA,NA,NA
152752,-3.64469,4.63293,-3.73651,NA,NA,NA,-149.016,NA,NA,NA,NA
152894,-3.06809,4.43509,-4.25813,NA,NA,NA,NA,-96.241,NA,NA,NA
153151,-2.29768,3.2021,-4.24606,NA,NA,NA,NA,-88.093,NA,NA,NA
153378,-2.16684,4.93907,-4.18181,NA,NA,NA,-86.376,NA,NA,NA,NA
153544,-1.93223,2.97269,-4.52857,NA,NA,NA,NA,NA,NA,-122.562,NA
153604,-2.00476,3.82182,-4.0894,NA,NA,NA,-58.195,NA,NA,NA,NA
153826,-2.17413,4.82931,-4.88417,NA,NA,NA,NA,NA,-69.793,NA,NA
154095,-1.7762,3.11951,-4.40831,NA,NA,NA,-71.607,NA,NA,NA,NA
154399,-2.01993,3.05527,-4.78715,NA,NA,NA,NA,-56.933,NA,NA,NA
154480,-1.56384,3.4067,-4.99101,NA,NA,NA,NA,NA,NA,-56.411,NA
154745,-2.39903,4.02246,-4.33846,NA,NA,NA,NA,NA,NA,-78.136,NA
154836,-1.64751,2.45169,-4.25215,NA,NA,NA,-97.9,NA,NA,NA,NA
155149,-1.56483,3.95617,-3.75808,NA,NA,NA,-89.694,NA,NA,NA,NA
155243,-2.47921,4.02406,-4.99737,NA,NA,NA,-52.356,NA,NA,NA,NA
155461,-2.78429,4.29309,-4.85042,NA,NA,NA,-69.118,NA,NA,NA,NA
155741,-3.31149,3.88058,-4.06262,NA,NA,NA,-105.763,NA,NA,NA,NA
155850,-2.65534,3.9752,-4.78092,NA,NA,NA,NA,NA,-65.023,NA,NA
156127,-2.82834,3.18002,-4.17529,NA,NA,NA,NA,-98.519,NA,NA,NA
156363,-2.14467,4.80166,-4.75396,NA,NA,NA,-65.902,NA,NA,NA,NA
156482,-2.33395,4.38503,-3.7335,NA,NA,NA,NA,NA,-95.608,NA,NA
156664,-1.12294,4.11007,-4.7228,NA,NA,NA,-49.584,NA,NA,NA,NA
156965,-1.78849,4.8224,-4.21257,NA,NA,NA,NA,-74.332,NA,NA,NA
157007,-1.35338,4.04176,-4.2887,NA,NA,NA,NA,NA,-82.413,NA,NA
157355,-2.35049,4.65932,-4.46116,NA,NA,NA,-78.057,NA,NA,NA,NA
157465,-2.55844,4.64123,-4.99826,NA,NA,NA,-74.928,NA,NA,NA,NA
157700,-3.6919,4.69078,-4.29095,NA,NA,NA,-140.338,NA,NA,NA,NA
157931,-2.67636,4.10407,-3.98603,NA,NA,NA,NA,-85.863,NA,NA,NA
158097,-2.65777,4.01884,-4.26314,NA,NA,NA,-69.86,NA,NA,NA,NA
158326,-1.39993,3.82809,-4.13402,NA,NA,NA,-43.563,NA,NA,NA,NA
158430,-3.22569,4.1387,-4.96803,NA,NA,-114.676,NA,NA,NA,NA,NA
158623,-1.69873,4.84353,-3.53083,NA,NA,NA,NA,-118.384,NA,NA,NA
158947,-1.76672,4.32461,-4.30127,NA,NA,NA,NA,-78.371,NA,NA,NA
159068,-1.82884,4.79164,-4.81772,NA,NA,NA,NA,NA,-75.001,NA,NA
159343,-3.5477,4.30208,-4.68798,NA,NA,NA,NA,-111.162,NA,NA,NA
159596,-2.18212,4.07406,-4.79902,NA,NA,NA,-41.661,NA,NA,NA,NA
159601,-1.8356,4.89372,-4.38935,NA,NA,NA,-75.736,NA,NA,NA,NA
159945,-2.0217,4.68002,-4.59938,NA,NA,NA,-63.809,NA,NA,NA,NA
160191,-2.12568,4.48588,-4.12351,NA,NA,-126.588,NA,NA,NA,NA,NA
160223,-1.85682,4.64822,-4.71134,NA,NA,NA,NA,-59.208,NA,NA,NA
160421,-1.74104,4.07357,-4.29869,NA,NA,NA,NA,NA,-49.983,NA,NA
160669,-1.82597,4.71034,-4.86353,NA,NA,NA,NA,NA,-62.114,NA,NA
160816,-1.88418,4.13036,-4.80814,NA,NA,NA,NA,NA,-36.205,NA,NA
161192,-2.8743,4.34613,-4.49583,NA,NA,NA,-73.391,NA,NA,NA,NA
161237,-2.21343,4.90571,-3.49477,NA,NA,NA,-117.343,NA,NA,NA,NA
161536,-1.75066,4.65019,-4.8729,NA,NA,NA,-57.59,NA,NA,NA,NA
161793,-2.46462,4.24774,-4.23028,NA,NA,NA,NA,-70.503,NA,NA,NA
161887,-2.5,3.33141,-4.44111,NA,NA,NA,-73.551,NA,NA,NA,NA
162083,-1.27011,3.14475,-3.63015,NA,NA,NA,-157.396,NA,NA,NA,NA
162376,-1.92834,2.95929,-3.20119,NA,NA,NA,-132.455,NA,NA,NA,NA
162470,-1.4144,3.75083,-4.43142,NA,NA,NA,-25.175,NA,NA,NA,NA
162727,-1.92442,4.32005,-4.67254,NA,NA,NA,NA,NA,-40.161,NA,NA
162847,-0.600026,4.41017,-4.81629,NA,NA,NA,NA,NA,NA,-164.162,NA
163011,-1.34101,4.74965,-3.33056,NA,NA,NA,-147.078,NA,NA,NA,NA
163387,-2.16595,4.54069,-4.42359,NA,NA,NA,NA,-67.426,NA,NA,NA
163542,-1.73042,3.30765,-4.76931,NA,NA,NA,NA,-34.301,NA,NA,NA
163717,-2.74077,3.51215,-4.50222,NA,NA,NA,-72.4,NA,NA,NA,NA
163931,-2.23211,4.50501,-4.98656,NA,NA,NA,NA,-61.737,NA,NA,NA
164139,-1.27378,4.48224,-4.97163,NA,NA,NA,NA,NA,-73.806,NA,NA
164389,-1.10668,4.92822,-3.77766,NA,NA,NA,NA,NA,-150.473,NA,NA
164556,-1.40447,4.80261,-4.69174,NA,NA,NA,NA,NA,NA,-83.138,NA
164682,-2.62113,4.59621,-3.59196,NA,NA,NA,-109.621,NA,NA,NA,NA
164870,-2.73736,4.8851,-4.59082,NA,NA,NA,-86.517,NA,NA,NA,NA
165036,-3.19111,4.73838,-4.8294,NA,NA,NA,NA,NA,-100.573,NA,NA
165257,-2.24233,4.82619,-4.04601,NA,NA,NA,-87.781,NA,NA,NA,NA
165409,-2.86132,3.98484,-4.21731,NA,NA,NA,NA,-79.423,NA,NA,NA
165737,-2.37438,4.14274,-3.99765,NA,NA,NA,-77.23,NA,NA,NA,NA
165881,-1.24119,3.13786,-4.38484,NA,NA,NA,-83.782,NA,NA,NA,NA
166163,-1.28962,3.29271,-4.99944,NA,NA,NA,NA,NA,-62.261,NA,NA
166319,-1.67195,4.00226,-4.69343,NA,NA,NA,NA,-47.477,NA,NA,NA
166524,-1.59192,4.26051,-4.08632,NA,NA,NA,NA,-72.624,NA,NA,NA
166743,-1.52359,4.14138,-3.82922,NA,NA,NA,-89.957,NA,NA,NA,NA
166917,-1.44777,4.73184,-4.87242,NA,NA,NA,NA,-56.088,NA,NA,NA
167095,-1.76684,4.39833,-4.32089,NA,NA,NA,-47.847,NA,NA,NA,NA
167345,-2.31765,4.03756,-4.73938,NA,NA,NA,NA,NA,NA,-76.217,NA
167409,-3.05284,4.59509,-4.43734,NA,NA,NA,NA,NA,-95.707,NA,NA
167711,-2.64967,3.41877,-4.85151,NA,NA,NA,NA,NA,NA,-87.121,NA
167997,-1.96201,3.36251,-4.84942,NA,NA,NA,NA,NA,-52.595,NA,NA
168095,-1.94279,4.27342,-4.60753,NA,NA,NA,NA,-50.631,NA,NA,NA
168293,-2.10748,3.49758,-4.12156,NA,NA,NA,-75.203,NA,NA,NA,NA
168443,-2.46293,4.33339,-4.83653,NA,NA,NA,-57.901,NA,NA,NA,NA
168751,-2.17285,4.62622,-4.99475,NA,NA,NA,-58.814,NA,NA,NA,NA
168979,-3.18203,4.44301,-4.37937,NA,NA,NA,NA,-96.698,NA,NA,NA
169053,-2.39429,4.6727,-4.49675,NA,NA,NA,NA,NA,NA,-84.013,NA
169375,-1.89403,4.55363,-4.79781,NA,NA,NA,NA,NA,-57.704,NA,NA
169584,-2.80139,4.34637,-4.66958,NA,NA,NA,NA,NA,-77.47,NA,NA
169774,-3.10119,3.73433,-4.82713,NA,NA,NA,NA,NA,-83.228,NA,NA
169895,-2.2245,3.56495,-4.54779,NA,NA,NA,-47.146,NA,NA,NA,NA
170067,-1.43028,2.58122,-4.30694,NA,NA,NA,NA,NA,NA,-110.655,NA
170235,-2.37955,4.02304,-4.78194,NA,NA,NA,-46.899,NA,NA,NA,NA
170587,-2.61751,3.81493,-4.42276,NA,NA,NA,-53.139,NA,NA,NA,NA
170771,-1.93255,4.00691,-3.85156,NA,NA,NA,NA,-77.903,NA,NA,NA
170961,-0.815864,3.35258,-4.50167,NA,NA,NA,NA,NA,-116.372,NA,NA
171015,-0.695348,4.75526,-3.17295,NA,NA,NA,-170.312,NA,NA,NA,NA
171258,-2.35539,3.92705,-4.07733,NA,NA,NA,-71.378,NA,NA,NA,NA
171415,-1.5549,3.52528,-4.36384,NA,NA,NA,NA,NA,-36.125,NA,NA
171658,-2.84454,3.84785,-3.92435,NA,NA,NA,NA,NA,-89.551,NA,NA
171944,-2.07824,4.96919,-4.72358,NA,NA,NA,NA,NA,NA,-106.049,NA
172147,-2.41097,4.55622,-4.46501,NA,NA,NA,NA,NA,NA,NA,-264.338
172318,-1.96277,4.46044,-4.01989,NA,NA,NA,NA,-78.152,NA,NA,NA
172527,-2.37112,3.94091,-4.72643,NA,NA,NA,-48.671,NA,NA,NA,NA
172712,-2.74445,4.73367,-4.8576,NA,NA,NA,NA,NA,NA,-83.483,NA
172816,-2.07861,4.63675,-4.77782,NA,NA,NA,NA,NA,-67.51,NA,NA
173160,-1.81702,4.75225,-4.75248,NA,NA,NA,NA,NA,-58.725,NA,NA
173260,-1.37282,4.25599,-4.44841,NA,NA,NA,NA,NA,-52.31,NA,NA
173550,-1.72157,4.90415,-4.33438,NA,NA,NA,NA,NA,NA,-98.726,NA
173648,-0.96556,4.17862,-4.9648,NA,NA,NA,NA,-63.579,NA,NA,NA
173820,-1.56982,4.47712,-4.63203,NA,NA,NA,-54.018,NA,NA,NA,NA
174019,-3.9282,4.90369,-4.37629,NA,NA,NA,NA,-168.117,NA,NA,NA
174367,-2.34723,4.07924,-4.54393,NA,NA,NA,NA,-58.83,NA,NA,NA
174473,-1.20761,4.66838,-3.99231,NA,NA,NA,NA,NA,-120.274,NA,NA
174655,-1.9206,4.12853,-4.78148,NA,NA,NA,NA,-50.676,NA,NA,NA
174916,-3.80047,3.46717,-4.42354,NA,NA,NA,NA,-133.879,NA,NA,NA
175071,-3.71498,3.11774,-4.94318,NA,NA,NA,NA,NA,-138.782,NA,NA
175254,-2.16016,4.692,-4.93079,NA,NA,NA,-61.12,NA,NA,NA,NA
175403,-2.78031,4.97803,-4.35628,NA,NA,NA,-95.526,NA,NA,NA,NA
175676,-1.95288,4.27141,-3.57488,NA,NA,NA,-90.967,NA,NA,NA,NA
175967,-2.43975,4.60755,-4.93158,NA,NA,NA,-60.34,NA,NA,NA,NA
176105,-2.47479,4.80832,-4.03894,NA,NA,NA,-89.285,NA,NA,NA,NA
176319,-1.7839,3.23254,-3.56875,NA,NA,NA,-144.459,NA,NA,NA,NA
176541,-0.916732,3.99393,-4.93843,NA,NA,NA,-67.059,NA,NA,NA,NA
176724,-1.57397,3.87138,-4.85921,NA,NA,NA,-5.253,NA,NA,NA,NA
176906,-1.27686,4.27801,-4.58327,NA,NA,NA,NA,NA,-57.375,NA,NA
177172,-1.6825,4.85881,-4.72002,NA,NA,NA,NA,NA,-97.729,NA,NA
177264,-1.85996,4.81563,-4.86428,NA,NA,NA,NA,NA,-67.803,NA,NA
177426,-2.88916,4.30157,-4.89691,NA,NA,NA,-82.914,NA,NA,NA,NA
177636,-3.67409,2.71098,-4.6904,NA,NA,NA,-147.697,NA,NA,NA,NA
177955,-3.42488,2.47076,-4.72244,NA,NA,NA,-144.646,NA,NA,NA,NA
178038,-2.98,2.58218,-4.83016,NA,NA,NA,-131.895,NA,NA,NA,NA
178285,-2.54449,3.45943,-4.74914,NA,NA,NA,NA,-72.075,NA,NA,NA
178570,-3.24976,3.60031,-4.54513,NA,NA,NA,NA,NA,-96.223,NA,NA
178706,-2.18214,4.31369,-4.15685,NA,NA,NA,-66.415,NA,NA,NA,NA
178915,-2.19758,4.41847,-4.5337,NA,NA,NA,NA,NA,-75.268,NA,NA
179189,-2.2512,4.02953,-4.84848,NA,NA,-116.605,NA,NA,NA,NA,NA
179235,-1.75568,4.58514,-4.86847,NA,NA,NA,NA,NA,NA,-98.461,NA
179479,-2.80856,4.16849,-4.05457,NA,NA,NA,NA,-85.754,NA,NA,NA
179723,-2.06137,4.91474,-3.55265,NA,NA,NA,NA,-113.275,NA,NA,NA
179808,-0.993329,4.22666,-4.1402,NA,NA,NA,NA,NA,-85.322,NA,NA
180098,-0.961808,3.75655,-4.72597,NA,NA,NA,NA,-88.718,NA,NA,NA
180350,-1.51276,4.41649,-4.39131,NA,NA,NA,NA,-61.147,NA,NA,NA
180590,-2.2122,4.86577,-4.53445,NA,NA,NA,NA,-73.846,NA,NA,NA
180639,-2.69496,4.49734,-4.664,NA,NA,NA,-70.296,NA,NA,NA,NA
180859,-2.04152,4.18304,-4.1077,NA,NA,NA,NA,NA,-72.899,NA,NA
181140,-1.45764,3.72998,-4.46025,NA,NA,NA,-23.773,NA,NA,NA,NA
181331,-1.26357,4.48528,-4.13387,NA,NA,NA,-87.638,NA,NA,NA,NA
