id,x0,x1,x2,fitness-3.5,fitness-4.5,fitness-5,fitness-2.5,fitness-3,fitness-1,fitness-1.5,fitness-0.5,fitness-2,fitness-4,fitness0.5,fitness0,fitness1.5,fitness1,fitness3,fitness2.5,fitness2,fitness3.5,fitness4,fitness5,fitness4.5
67013,-3.47161,1.44109,4.78536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.4,NA
67202,-2.80595,2.64451,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.705,NA
67455,-3.47228,2.33655,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.477,NA,NA,NA
67704,-1.97013,1.1916,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.771,NA,NA,NA
67831,-0.809446,-0.066243,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.336,NA,NA,NA,NA,NA,NA
68124,-0.873542,-1.21459,4.77034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298.425,NA,NA,NA,NA,NA
68274,0.416216,0.269156,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.503,NA,NA,NA,NA,NA,NA,NA,NA
68448,0.520623,0.952631,3.61726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.438,NA,NA,NA,NA,NA,NA,NA
68639,0.275619,2.21465,2.89537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.335,NA,NA,NA,NA,NA
68889,-0.572184,2.15565,1.78382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.905,NA,NA,NA,NA,NA,NA
69097,0.128713,2.23654,1.1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA
69215,1.00789,1.77099,2.16701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.931,NA,NA,NA,NA,NA,NA,NA
69409,2.42139,0.982648,3.97641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
69778,3.17954,0.380998,3.3685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.947,NA,NA,NA,NA,NA,NA,NA
69862,1.7191,0.866626,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.556,NA,NA,NA,NA
70123,0.846021,-0.0632176,4.59967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.326,NA,NA,NA,NA,NA
70292,0.689896,-0.24328,4.71275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.544,NA,NA,NA,NA,NA,NA,NA
70512,1.6457,-0.547919,4.92699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.866,NA,NA,NA,NA,NA,NA,NA
70607,1.67178,0.169637,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.078,NA,NA,NA,NA,NA,NA,NA,NA
70980,1.18701,-0.0503286,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.27,NA,NA,NA,NA,NA,NA,NA
71003,1.82768,1.16201,4.28362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.296,NA,NA,NA,NA,NA,NA,NA,NA
71275,3.97359,0.402196,1.3845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275,NA,NA,NA,NA
71511,4.00385,-0.617765,2.64903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71765,3.49656,-0.135904,1.59131,NA,NA,NA,NA,NA,NA,NA,14.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71889,3.44411,-0.193805,1.70364,NA,NA,NA,NA,NA,NA,397.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72138,2.77369,0.658032,2.4328,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72288,3.14832,0.33914,1.89436,NA,NA,NA,NA,32.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72570,2.74509,0.313458,1.18564,NA,NA,NA,NA,NA,NA,NA,NA,105.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72616,3.65416,-1.02382,2.70052,NA,NA,NA,NA,NA,NA,78.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72892,3.69725,-1.86076,2.93306,NA,NA,NA,-1.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73192,3.50772,-1.01216,2.9705,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73248,3.72275,-0.450043,2.36689,NA,NA,-9.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73593,4.02859,-0.424275,3.22091,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73708,4.43094,-1.86312,4.17689,NA,NA,NA,138.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73889,5,-2.48355,3.69326,NA,NA,NA,NA,NA,NA,NA,NA,422.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74091,3.67355,-3.65159,5,NA,NA,NA,NA,NA,NA,NA,NA,208.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74258,5,-2.19157,5,NA,NA,NA,NA,NA,644.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74537,3.46098,-1.45405,5,NA,NA,NA,NA,NA,824.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74720,2.9023,-1.81321,5,NA,NA,NA,NA,NA,NA,NA,92.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74938,3.68914,-0.534741,4.14815,NA,NA,NA,NA,NA,914.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75151,3.26293,-1.12912,4.85367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75235,3.52068,-2.38538,4.32288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75540,2.83432,-2.54097,4.33243,NA,NA,NA,NA,NA,NA,NA,335.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75610,4.33659,-1.37079,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4545.923,NA,NA,NA,NA,NA,NA,NA,NA,NA
75862,4.64909,-2.57819,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.447,NA,NA,NA,NA,NA,NA,NA,NA
76177,5,-1.03045,5,NA,NA,NA,NA,NA,NA,NA,1800.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76347,4.91104,-1.98947,4.72561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
76561,4.20686,-0.641373,5,NA,NA,NA,NA,NA,NA,NA,2861.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76613,3.13343,-0.10879,5,NA,NA,NA,NA,NA,NA,2135.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76809,5,-0.234474,4.64757,NA,NA,NA,NA,NA,NA,NA,NA,1068.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77145,5,-0.623845,4.58582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
77281,3.34502,-0.921509,4.83867,NA,NA,NA,NA,NA,NA,NA,6983.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77482,3.39004,-1.74629,4.02226,NA,NA,NA,NA,NA,NA,NA,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77610,3.09148,-2.49272,4.27973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.078,NA,NA,NA,NA,NA,NA,NA
77871,1.92949,-3.87858,4.33766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.879,NA,NA,NA,NA,NA,NA
78130,2.36727,-3.9594,4.18062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.633,NA,NA,NA,NA,NA,NA
78206,2.12334,-5,3.09662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.309,NA,NA,NA,NA,NA
78434,1.23037,-5,3.56226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.468,NA,NA,NA,NA,NA,NA
78767,0.506439,-3.84938,3.72416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.136,NA,NA,NA,NA,NA,NA,NA,NA
78970,-1.9829,-4.27272,3.56431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.521,NA,NA,NA,NA,NA,NA
79178,-2.18052,-3.20147,3.35761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.873,NA,NA,NA
79345,-2.21408,-3.38157,1.28089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.566,NA
79511,-1.48559,-3.03325,1.04985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.916,NA,NA
79694,-1.6318,-3.74856,-0.303119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.331,NA,NA,NA,NA,NA
79841,-3.73599,-4.37346,-0.32253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,NA,NA,NA
80130,-3.06956,-3.72139,-2.65534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.955,NA,NA,NA
80335,-3.18268,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.676,NA
80570,-2.44202,-5,-4.4029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.834,NA,NA
80681,-1.57339,-5,-4.81592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.82,NA,NA,NA
80957,0.631921,-5,-4.01998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,NA,NA,NA,NA,NA
81026,0.728468,-5,-2.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.338,NA,NA,NA,NA,NA,NA
81286,0.83533,-2.42398,-3.17094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.278
81442,2.14178,-3.50038,-2.64336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.053,NA,NA,NA
81697,1.41204,-3.41612,-0.108885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.189,NA,NA,NA
81983,1.73846,-4.01856,-1.80716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.823,NA,NA,NA,NA,NA,NA
82066,1.11144,-3.3044,-2.83497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.493,NA,NA,NA
82206,0.421491,-2.37691,-4.68296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.557,NA,NA,NA,NA,NA,NA
82467,1.46283,-2.24841,-4.91429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.068,NA,NA
82694,0.78143,-2.23063,-4.3007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.159,NA,NA,NA,NA,NA,NA,NA,NA
82947,-0.503276,-2.02429,-3.45191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.41,NA,NA,NA,NA,NA
83101,-0.952335,-2.32957,-3.33062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.516,NA,NA,NA,NA,NA,NA,NA
83267,-1.5764,-1.7193,-3.17711,NA,NA,NA,NA,NA,NA,NA,168.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83580,-0.869989,-2.38766,-2.28959,NA,NA,NA,NA,NA,NA,NA,27.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83734,-0.857002,-1.47941,-4.00682,NA,NA,NA,NA,NA,7171.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83875,-0.382664,-2.52127,-4.60372,NA,NA,NA,NA,NA,NA,NA,65.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84178,-0.858759,-1.74409,-5,NA,NA,NA,NA,NA,NA,-91.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84325,-1.50871,-1.94714,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84488,-0.988934,-2.31793,-4.48593,NA,NA,NA,59.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84789,-1.03044,-2.37512,-3.72037,NA,NA,NA,NA,NA,NA,31.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84895,0.624238,-2.96981,-4.31295,4.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85033,1.49497,-3.21877,-2.43629,NA,NA,NA,-1.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85262,1.03545,-3.73916,-1.37997,NA,NA,NA,NA,NA,NA,2.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85543,1.80936,-4.56947,0.442805,NA,NA,NA,31.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85648,1.23441,-5,0.342237,37.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85808,-0.592442,-4.20376,1.75996,NA,NA,NA,NA,38.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86122,-0.301262,-3.50304,0.327932,NA,NA,NA,93.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86357,-0.105864,-2.89466,-0.780849,NA,NA,NA,NA,NA,3837.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86398,-1.28379,-4.49331,-1.74022,NA,NA,NA,NA,NA,NA,NA,546.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86616,-1.74856,-3.64991,-1.91263,NA,NA,NA,NA,NA,23.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86943,-1.46295,-5,-2.05788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87015,-1.74014,-5,-1.9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.871,NA,NA,NA,NA,NA,NA,NA
87364,-2.57251,-4.35558,-3.14962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.506,NA,NA,NA,NA
87471,-2.77628,-2.56325,-1.75347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.197,NA,NA,NA,NA,NA
87668,-1.87611,-2.89303,-2.2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87914,-2.98463,-1.93086,-1.21537,NA,NA,NA,NA,NA,NA,NA,1201.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88053,-3.15945,-1.59298,-0.379201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
88311,-2.16026,-2.67088,-2.96448,NA,NA,NA,NA,NA,NA,NA,72.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88508,-2.03457,-3.70684,-3.78428,NA,NA,NA,NA,NA,NA,NA,14.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88754,-1.69609,-2.84964,-2.91198,NA,NA,NA,NA,NA,352.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88877,-1.39974,-2.02582,-2.49307,NA,NA,NA,NA,NA,1289.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89155,-1.17705,-1.92546,-1.64764,NA,NA,NA,450.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89261,-2.37545,-2.26086,-2.14937,NA,NA,NA,NA,NA,NA,NA,NA,48.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89573,-1.52802,-1.61938,-1.59906,NA,NA,NA,NA,NA,NA,NA,NA,4531.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89679,0.0268657,-0.863924,-3.48955,NA,NA,NA,NA,NA,NA,1634.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89819,0.616851,-0.613877,-3.43122,NA,NA,NA,NA,NA,-236.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90075,0.397168,0.686829,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
90210,0.850158,-0.643144,-4.85555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.71,NA,NA,NA,NA,NA,NA,NA
90456,3.27711,-0.755177,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90601,2.23271,-0.980343,-3.9811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.372,NA,NA,NA,NA,NA,NA,NA,NA
90863,2.04884,-0.366641,-4.06491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA
91143,3.24952,-0.442025,-2.6516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.433,NA,NA,NA,NA,NA,NA
91318,3.44993,-1.03385,-2.90423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.248,NA,NA,NA
91426,2.10547,0.312658,-2.00662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.797,NA,NA,NA
91744,0.879388,1.39964,-0.580434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.855,NA,NA
91982,1.0019,1.42335,-1.15586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.845,NA
92018,1.48554,2.40609,-1.8567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.663,NA
92328,1.93883,1.2513,-1.5971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.587,NA
92544,0.0713581,0.448327,-0.36889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.902,NA
92778,0.787898,0.362592,-0.229447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118.36,NA
92918,1.05867,-0.40455,0.508145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.939,NA
93130,-0.594616,-0.0231643,1.94915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.172,NA
93345,-1.59876,0.579119,1.44775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.276,NA
93413,-0.917177,-0.628571,1.31216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4546.84,NA
93598,0.735957,-0.0422588,1.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.769,NA,NA,NA
93803,0.672339,-0.367917,4.39425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.466,NA,NA
94110,1.08665,-0.363518,3.87215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,NA,NA
94323,-0.530275,0.559521,2.8658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.304,NA,NA,NA,NA,NA,NA,NA,NA
94549,-2.13286,1.40731,3.11294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.482,NA,NA,NA,NA,NA,NA,NA,NA,NA
94721,-2.92756,0.802523,2.75481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
94907,-1.94064,-0.218541,2.1128,NA,NA,NA,NA,NA,103.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95182,-1.43925,-0.393729,2.07053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
95373,-0.627686,0.697076,0.892289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.035,NA,NA,NA,NA,NA,NA,NA
95422,0.855245,-0.277605,1.07196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.51,NA,NA,NA,NA,NA,NA,NA,NA
95664,1.21532,-0.505773,0.810461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95875,1.32716,-1.33221,0.105642,NA,NA,NA,NA,NA,NA,NA,153.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96101,1.20224,-2.65456,-0.413805,NA,NA,NA,NA,NA,NA,NA,-3.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96254,1.00791,-2.15924,2.4492,NA,NA,NA,NA,NA,NA,NA,-61.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96569,-0.893197,-3.13847,0.770595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96791,-1.71298,-4.0328,-0.206923,NA,NA,NA,NA,NA,NA,NA,359.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96974,-2.8949,-4.21421,-0.777446,NA,NA,NA,NA,NA,NA,163.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97173,-1.40193,-2.90802,0.294607,NA,NA,NA,NA,NA,NA,NA,1850.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97257,-0.685997,-3.53688,0.0950725,NA,NA,NA,NA,NA,NA,NA,-35.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97521,-0.159685,-5,2.17092,NA,NA,NA,NA,NA,NA,NA,590.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97647,0.00155698,-3.63542,3.87873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.023,NA,NA,NA,NA,NA,NA,NA
97978,-2.13751,-3.14989,3.16914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
98017,-2.37462,-3.22056,3.13305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98373,-1.3504,-4.02751,1.67069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.916,NA,NA,NA,NA,NA,NA,NA,NA,NA
98552,-1.03939,-3.24268,1.84857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.32,NA,NA,NA,NA,NA,NA,NA,NA
98613,0.0861467,-3.73557,0.689901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
98907,-1.87501,-0.88811,0.667514,NA,NA,NA,NA,NA,NA,NA,846.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99184,-1.95442,-0.732676,1.22133,NA,NA,NA,NA,NA,NA,2340.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99356,-1.99194,-0.861827,1.66359,NA,NA,NA,NA,259.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99591,-1.91663,-1.28982,1.98701,33.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99638,-0.830595,-0.318443,2.46683,NA,NA,388.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99855,-2.72383,-1.14292,2.36495,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100125,-1.78757,-0.188261,3.01849,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
