id,x0,x1,x2,fitness1.5,fitness4.5,fitness4,fitness5,fitness3.5,fitness3,fitness2,fitness2.5,fitness1,fitness0.5,fitness0,fitness-1.5,fitness-0.5,fitness-1,fitness-2,fitness-2.5,fitness-3,fitness-5,fitness-4.5,fitness-4,fitness-3.5
65314,1.90292,-0.183408,-4.38507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.632,NA,NA,NA,NA,NA,NA
65534,1.49321,-0.589384,-4.50798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.861,NA,NA,NA,NA
65750,1.74477,-0.381629,-4.83411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.206,NA,NA,NA,NA,NA
65866,1.65876,-1.42858,-4.02612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.637,NA,NA,NA,NA,NA,NA,NA,NA,NA
66131,1.87452,-1.52175,-3.34455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.944,NA,NA,NA,NA,NA,NA
66238,2.53569,-1.91196,-1.61037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.799
66495,1.98758,-3.10167,-1.4689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.323
66674,1.44366,-1.59996,-0.714175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.117,NA
66802,-0.0648433,-1.37203,1.48023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.959
67049,-0.548507,-1.65677,2.52641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.65,NA,NA,NA,NA,NA
67336,-1.21835,-2.97967,3.09725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.984,NA,NA,NA,NA,NA,NA,NA
67531,-1.91725,-3.8489,2.97971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.535,NA,NA,NA,NA,NA,NA,NA
67762,-0.980192,-3.93109,2.0138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.893,NA,NA,NA,NA,NA,NA,NA
67815,-0.835586,-4.83686,0.828186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.256,NA,NA,NA,NA,NA,NA,NA
68146,-1.19971,-3.69106,0.54983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.877,NA,NA,NA,NA,NA,NA,NA,NA,NA
68298,0.0485933,-2.56577,0.378043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.261,NA,NA,NA,NA,NA,NA
68451,-1.2841,-2.99965,1.2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468.295,NA,NA,NA,NA,NA,NA,NA
68774,-0.798364,-2.12395,2.10459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.114,NA,NA,NA,NA,NA,NA,NA,NA
68940,-3.00488,-1.35321,3.99153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.451,NA,NA,NA,NA,NA,NA,NA,NA
69137,-3.06779,-1.30965,2.9579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,NA,NA,NA,NA,NA,NA,NA,NA
69271,-2.23281,-2.07452,2.64572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.445,NA,NA,NA,NA,NA,NA,NA
69518,-1.20726,-0.72215,1.74013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378.753,NA,NA,NA,NA,NA,NA,NA,NA,NA
69642,-1.43931,-0.669119,0.461789,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69821,-1.2456,0.332779,-0.611417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3589.237,NA,NA,NA,NA,NA,NA,NA
70180,-1.31304,1.47283,-1.49703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.66,NA,NA,NA,NA,NA,NA,NA
70316,-4.11433,3.33845,-1.36962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-484.323,NA,NA,NA,NA,NA,NA,NA,NA,NA
70407,-3.77444,4.5676,0.371759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.021,NA,NA,NA,NA,NA,NA,NA
70772,-2.68536,4.17484,0.594042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA
70840,-2.17534,3.43942,0.260014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
71039,-3.58673,4.19036,-1.5533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71276,-3.04993,4.5743,-0.0724065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
71490,-2.73236,3.96425,0.334662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71681,-1.84286,3.32923,0.285722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.237,NA,NA,NA,NA,NA,NA,NA
71834,-1.25367,3.97096,2.0911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.203,NA,NA,NA,NA,NA,NA,NA,NA,NA
72089,-1.05179,3.37154,2.09865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.518,NA,NA,NA,NA
72358,-1.00833,2.87878,2.20575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.483,NA,NA,NA,NA,NA,NA,NA
72566,-1.85907,2.00905,1.61163,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72613,-0.479474,1.85084,2.7613,NA,NA,NA,NA,NA,NA,NA,NA,5.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72930,-1.68269,2.04959,2.23544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73169,-0.80096,1.45759,2.85471,74.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73316,-1.74224,2.81968,3.22151,NA,NA,NA,NA,NA,NA,NA,NA,46.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73558,-0.341168,1.40953,4.34825,NA,NA,NA,NA,NA,NA,NA,NA,36.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73731,1.34482,0.45746,2.66522,38.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73964,2.02106,0.900372,4.03523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74059,3.38326,0.427406,4.27554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74249,3.08121,-0.168065,4.39121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.456,NA,NA,NA,NA,NA,NA,NA,NA
74519,2.7133,0.411366,3.08331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.392,NA,NA,NA,NA,NA,NA,NA
74630,2.31618,1.24654,2.24291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
74871,1.90325,0.918835,1.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75002,1.93719,1.30769,3.19666,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75289,1.10583,2.33666,1.5781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75500,2.1611,2.4025,-0.677713,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75680,1.73286,1.98906,-1.6574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75967,0.832431,1.72276,1.17508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.507,NA,NA,NA,NA,NA
76059,0.197731,1.40109,0.714424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.138,NA,NA,NA,NA,NA,NA,NA
76336,-0.94339,3.06327,-0.209192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-383.956,NA,NA,NA,NA,NA,NA,NA
76495,-1.32114,3.07944,-2.22804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.098,NA,NA,NA,NA,NA,NA,NA
76690,-1.10839,4.58397,-2.24462,NA,NA,NA,NA,NA,NA,NA,NA,-18.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76902,-0.53232,3.52896,-1.7076,NA,NA,NA,NA,NA,NA,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77079,-0.00790392,4.56994,-1.46483,NA,NA,NA,NA,61.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77221,0.304019,3.73435,-1.18474,NA,NA,NA,NA,NA,89.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77554,1.26842,4.36,-2.7232,NA,NA,25.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77676,1.55888,3.84274,-3.16816,NA,NA,NA,NA,2.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77988,0.16699,3.75548,-4.89128,NA,NA,NA,NA,44.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78007,2.86824,3.55246,-4.06382,6.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78361,2.50488,4.76419,-3.39915,NA,NA,NA,NA,NA,NA,NA,-35.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78467,1.94109,4.50459,-1.97339,NA,NA,NA,NA,-10.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78730,2.0433,4.30645,-3.27976,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78961,3.96885,4.29833,-3.53964,NA,NA,26.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79166,4.46898,3.87293,-3.72985,NA,NA,-0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79373,3.82178,3.10183,-3.62046,NA,NA,NA,NA,NA,NA,NA,11.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79578,4.79425,2.27832,-1.94067,NA,NA,NA,NA,NA,NA,NA,NA,21.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79752,4.26886,2.24641,-0.539681,NA,NA,NA,NA,NA,NA,NA,NA,73.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79933,3.57406,3.49493,-0.372915,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80038,2.95416,3.54281,-0.308936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.891,NA,NA,NA,NA,NA,NA,NA,NA
80371,1.29589,4.39723,-1.23807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352.248,NA,NA,NA,NA,NA,NA,NA
80423,1.28516,4.62241,-3.30786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.411,NA,NA,NA,NA,NA,NA
80695,2.44253,3.8907,-1.84897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.288,NA,NA,NA,NA,NA,NA,NA
80957,-0.453985,4.53402,-2.08915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.033,NA,NA,NA,NA,NA
81147,0.256713,3.95234,-2.09976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.487,NA
81314,1.254,3.8824,-2.31994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.467
81482,1.4074,1.85158,-2.63343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.59,NA
81667,1.35097,2.19708,-1.70787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.735,NA,NA
81882,1.81414,2.6063,0.461347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.257,NA,NA
82087,1.91721,2.74481,1.3883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.467,NA,NA
82238,0.289511,3.69253,1.79116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.595
82483,1.65438,4.02405,2.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.332,NA
82654,2.43316,3.27694,1.59046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.556,NA
82871,2.7619,2.95392,1.2922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.672,NA,NA
83013,3.62259,3.07231,1.50079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.758,NA,NA,NA
83390,3.70294,3.95779,2.13516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,NA,NA
83522,4.67692,2.63737,1.58413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.803
83788,4.62471,4.90048,2.24772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.448
83889,4.62289,4.03753,1.05626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.679
84038,4.49603,2.78883,0.534605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA
84344,4.56083,1.90093,1.03355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.625
84446,4.86431,0.906061,0.421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.948,NA,NA,NA,NA,NA
84608,4.1725,0.326546,0.365452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940.467,NA,NA,NA,NA,NA,NA,NA,NA,NA
84855,4.88296,-0.419175,0.54599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
85182,4.04091,-0.290196,-1.1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
85305,4.26945,-1.00604,-0.0357031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976.002,NA,NA,NA,NA
85515,2.28805,-0.881222,0.195958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-207.427,NA,NA,NA,NA
85794,4.01216,-1.06639,-0.0473587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.627,NA
85897,2.06993,-1.10408,-0.99969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.376,NA,NA,NA
86172,2.7237,-2.68776,-0.131221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.075,NA
86349,2.60871,-1.65798,-0.615566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.662,NA
86550,3.76642,-2.09569,1.89846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.025,NA,NA
86753,3.22148,-2.1113,3.87691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.685,NA
86931,3.45624,-0.146842,3.56473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.784,NA,NA
87030,2.45479,0.842208,3.71362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.361
87305,2.86169,2.70289,4.00644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.16,NA
87575,2.08692,1.61974,4.81152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.206,NA,NA,NA
87686,1.45705,1.02785,3.6461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.325,NA,NA
87866,1.15399,-0.0897422,4.2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.494,NA
88046,2.22435,-1.88288,4.92832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.853,NA
88390,2.53467,-1.75608,3.47849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.704
88495,2.57846,-2.33228,2.31327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67
88698,3.55737,-2.44322,1.86172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.246,NA,NA,NA,NA
88864,2.45144,-2.03905,2.57911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.949,NA,NA,NA,NA
89151,2.56575,-1.88661,0.848335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.448,NA,NA,NA,NA,NA
89359,2.87103,-1.88567,2.10012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.044,NA,NA,NA,NA,NA
89419,2.5072,-2.42216,2.70992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.353,NA,NA,NA,NA,NA
89771,2.67421,-2.86591,3.20064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.172,NA,NA,NA,NA,NA,NA,NA
89989,3.59098,-1.05202,2.62899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.276,NA,NA,NA,NA
90160,3.75685,-1.48917,3.15534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.875
90317,3.15219,-0.874484,3.39176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
90512,3.59198,-0.916148,2.4018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.806,NA,NA,NA,NA,NA,NA
90717,3.86164,-0.714689,3.13296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.261,NA,NA,NA,NA,NA,NA,NA
90892,2.69218,0.110695,1.70296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.987,NA,NA,NA,NA,NA,NA,NA
91170,3.11439,0.430931,1.59025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
91326,3.16894,-0.715203,1.77108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.006,NA,NA,NA,NA
91513,2.34754,0.679498,0.776476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.757,NA,NA,NA,NA,NA
91766,1.35192,-0.642829,0.271759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.55
91877,1.84535,-2.13426,0.243225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.125,NA,NA,NA,NA
92190,2.55658,-1.69769,0.799542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.969,NA,NA,NA,NA
92294,2.95748,-2.87515,0.861966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.401,NA,NA,NA,NA,NA
92441,2.04705,-3.09077,0.780119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA
92632,2.74777,-3.40968,0.58212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.774,NA,NA,NA,NA,NA,NA,NA
92851,3.42657,-3.95403,-0.101758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.977,NA,NA,NA,NA,NA,NA,NA
93168,4.14255,-4.35936,-0.20932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.311,NA,NA,NA,NA,NA
93341,4.39935,-3.64568,-0.364356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
93460,4.87962,-4.63936,-0.963968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
93783,2.91626,-4.16219,-0.502357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.139,NA,NA,NA,NA,NA,NA
93836,2.78956,-3.36035,0.847085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.706,NA,NA,NA,NA,NA,NA
94158,3.13341,-3.90041,2.93896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.215,NA,NA,NA,NA,NA,NA
94302,2.93031,-4.68287,1.38198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.225,NA,NA,NA,NA
94446,3.69333,-4.91839,1.11548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.823,NA,NA,NA,NA,NA,NA
94652,1.87144,-4.82408,1.90952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.123,NA,NA,NA,NA,NA,NA,NA
94856,3.28933,-3.39592,1.47633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.979,NA,NA,NA,NA,NA,NA,NA
95054,3.58472,-3.95069,2.6343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.404,NA,NA,NA,NA,NA,NA,NA
95295,3.28477,-4.9792,1.21857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.014,NA,NA,NA,NA,NA,NA,NA,NA
95466,2.44872,-4.96207,2.16367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95780,3.73907,-3.89703,2.68978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.547,NA,NA,NA,NA,NA,NA,NA,NA,NA
95933,3.71548,-2.33551,4.43157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96161,2.72893,-1.37064,4.64531,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96298,3.98463,-1.66903,4.32771,NA,NA,NA,NA,NA,NA,NA,NA,16.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96431,2.86273,-1.8652,3.79778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96727,3.44798,-1.5583,4.73488,NA,NA,NA,NA,NA,NA,NA,NA,688.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96935,2.40914,-2.89655,4.4237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97007,3.2137,-3.19725,4.45919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.252,NA,NA,NA,NA,NA,NA,NA,NA
97309,2.54757,-3.43888,3.48457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.773,NA,NA,NA,NA,NA,NA,NA
97477,3.78227,-2.96104,2.50055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.418,NA,NA,NA,NA,NA,NA,NA
97779,4.15247,-1.61474,3.28093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969.218,NA,NA,NA,NA,NA,NA,NA
97893,4.54614,-2.26174,3.38209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.898,NA,NA,NA,NA,NA,NA
98116,4.80719,-3.67464,4.24523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.054
98300,3.93109,-2.34961,4.30965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.654,NA
