id,x0,x1,x2,fitness6.5,fitness7,fitness7.5,fitness8,fitness8.5,fitness9
150747,8.33593,7.33458,7.27021,NA,NA,NA,0.84,NA,NA
150833,8.08102,8.43914,6.71576,NA,NA,0.647,NA,NA,NA
151023,7.95297,8.67078,7.62044,NA,NA,0.815,NA,NA,NA
151302,8.05977,7.6874,7.24917,NA,NA,NA,0.914,NA,NA
151419,8.46095,6.78156,7.89662,NA,NA,NA,0.687,NA,NA
151609,7.48211,7.63401,7.27661,NA,NA,NA,0.902,NA,NA
151824,7.95347,7.41592,6.95813,NA,NA,0.807,NA,NA,NA
152048,7.4392,8.33386,6.86815,NA,NA,NA,0.762,NA,NA
152285,7.61406,7.96038,7.68148,NA,NA,0.966,NA,NA,NA
152429,8.14607,8.42516,8.04558,NA,NA,0.846,NA,NA,NA
152654,8.09696,7.97572,7.64265,NA,0.854,NA,NA,NA,NA
152808,7.9626,7.47406,7.37761,NA,NA,0.951,NA,NA,NA
153069,7.68275,7.19394,7.53932,NA,NA,NA,0.898,NA,NA
153351,7.69695,7.83245,7.74887,NA,NA,NA,0.993,NA,NA
153564,7.73297,8.06694,7.50373,NA,NA,NA,0.965,NA,NA
153772,7.60023,7.6679,7.75152,NA,NA,NA,NA,NA,0.808
153889,7.35055,7.49594,7.51601,NA,NA,NA,NA,NA,0.752
154157,7.91695,7.75593,6.87565,NA,NA,NA,0.828,NA,NA
154316,7.60855,8.04222,7.92261,NA,NA,NA,0.92,NA,NA
154465,7.01371,8.2511,7.83639,NA,NA,NA,0.828,NA,NA
154604,8.07452,8.36909,8.0807,NA,NA,0.864,NA,NA,NA
154921,7.61297,7.53238,7.96538,NA,NA,0.968,NA,NA,NA
155164,7.97532,7.21417,7.8078,NA,NA,NA,0.909,NA,NA
155204,7.68602,7.68122,7.51634,NA,NA,0.992,NA,NA,NA
155548,8.20134,7.84517,7.63915,NA,NA,NA,NA,0.889,NA
155751,7.14118,8.01627,7.35138,NA,NA,0.884,NA,NA,NA
155854,7.80611,7.80531,7.22452,NA,NA,0.905,NA,NA,NA
156173,7.3959,7.72434,7.58452,NA,NA,NA,0.968,NA,NA
156385,8.37238,7.89448,7.63634,NA,0.839,NA,NA,NA,NA
156553,7.50885,7.87086,7.86967,0.704,NA,NA,NA,NA,NA
156710,7.18516,7.62522,8.18372,NA,NA,NA,0.867,NA,NA
156879,6.73288,7.09332,7.64539,NA,NA,NA,0.696,NA,NA
157101,7.70002,8.09509,8.15962,NA,NA,NA,0.929,NA,NA
157230,8.1636,8.16769,8.51641,NA,NA,0.791,NA,NA,NA
157579,7.8422,7.38186,8.64491,NA,NA,NA,0.824,NA,NA
157610,8.72776,7.56379,8.13608,NA,0.743,NA,NA,NA,NA
157834,7.09269,7.62811,7.32424,NA,NA,0.884,NA,NA,NA
158007,7.19874,7.9352,7.87278,NA,NA,0.924,NA,NA,NA
158275,7.85871,7.65392,7.78338,NA,NA,NA,0.989,NA,NA
158432,8.15535,8.02736,7.998,NA,NA,0.923,NA,NA,NA
158799,7.92715,7.47732,8.06908,NA,0.904,NA,NA,NA,NA
158951,8.3189,8.10468,7.9371,NA,0.79,NA,NA,NA,NA
159141,7.61202,8.07189,7.85626,NA,NA,NA,0.954,NA,NA
159345,8.22473,8.00397,7.91117,NA,NA,0.904,NA,NA,NA
159427,9.36191,7.23295,7.43972,NA,NA,0.594,NA,NA,NA
159714,7.92736,7.39532,7.10009,NA,NA,NA,0.856,NA,NA
159987,7.84113,7.4742,6.8051,NA,NA,NA,0.765,NA,NA
160085,8.32607,7.50348,6.71944,NA,NA,0.717,NA,NA,NA
160216,7.66872,7.52595,7.76193,NA,NA,0.957,NA,NA,NA
160497,8.5253,7.81718,8.10308,NA,NA,NA,0.839,NA,NA
160692,7.96191,8.43332,8.47048,NA,0.742,NA,NA,NA,NA
160894,7.92429,8.0416,7.73507,NA,NA,0.968,NA,NA,NA
161048,7.98284,7.58431,8.61379,NA,NA,0.833,NA,NA,NA
161379,7.64937,7.54611,7.30013,NA,0.901,NA,NA,NA,NA
161599,8.33432,7.05983,7.24229,NA,NA,NA,0.773,NA,NA
161686,7.94619,6.93944,7.46645,NA,NA,0.827,NA,NA,NA
161858,7.65019,8.04791,8.32512,NA,NA,NA,NA,0.812,NA
162116,7.02631,7.5376,8.52461,NA,NA,0.76,NA,NA,NA
162330,7.1906,6.79441,7.49381,NA,NA,NA,0.707,NA,NA
162579,7.35107,7.51991,7.57977,NA,NA,NA,0.953,NA,NA
162795,7.68374,7.00964,7.46146,NA,NA,0.883,NA,NA,NA
162894,7.82022,8.01964,7.32048,NA,0.856,NA,NA,NA,NA
163043,7.5608,7.93236,7.71238,NA,NA,0.972,NA,NA,NA
163367,7.22167,7.60449,8.32172,NA,NA,0.877,NA,NA,NA
163453,8.34821,7.14672,7.05483,NA,NA,0.754,NA,NA,NA
163733,7.44802,7.61687,8.22733,NA,NA,NA,0.922,NA,NA
163834,7.86897,7.32795,8.25495,NA,NA,NA,NA,0.767,NA
164094,7.09215,7.87527,7.92672,NA,NA,NA,NA,0.73,NA
164295,8.07785,7.54245,8.32245,NA,NA,NA,0.861,NA,NA
164411,7.38022,6.86257,8.27747,NA,NA,NA,NA,0.692,NA
164702,7.53137,6.83047,7.53982,NA,NA,NA,0.816,NA,NA
164828,8.34314,7.29215,8.26686,NA,NA,NA,0.827,NA,NA
165021,7.84908,8.26043,8.31887,NA,0.788,NA,NA,NA,NA
165297,7.38982,8.21579,7.93829,NA,NA,0.916,NA,NA,NA
165541,8.17354,7.57616,7.66716,NA,NA,NA,0.953,NA,NA
165799,7.98863,8.33109,7.71775,NA,NA,NA,NA,0.787,NA
165836,7.19246,7.19828,8.14897,NA,NA,NA,0.841,NA,NA
166010,7.5131,7.50785,8.08349,NA,NA,NA,NA,0.844,NA
166376,7.73241,6.63323,7.6076,NA,NA,0.75,NA,NA,NA
166516,7.76435,7.85185,7.25695,NA,NA,0.951,NA,NA,NA
166738,7.21936,7.75625,7.01684,NA,NA,0.815,NA,NA,NA
166963,7.25515,8.28995,8.2449,NA,NA,NA,0.806,NA,NA
167115,7.63059,7.87427,7.4698,NA,NA,0.973,NA,NA,NA
167318,7.19288,8.12355,7.63753,NA,NA,NA,NA,0.833,NA
167479,7.33298,7.75986,7.70001,NA,NA,NA,0.949,NA,NA
167683,7.91941,7.57399,7.9793,NA,NA,NA,0.952,NA,NA
167807,8.45943,7.4959,8.09679,NA,NA,NA,0.817,NA,NA
168087,8.76659,8.24412,8.04582,NA,NA,0.741,NA,NA,NA
168317,7.71488,7.88856,7.97503,NA,0.881,NA,NA,NA,NA
168463,7.77667,8.28872,7.92807,NA,NA,NA,0.925,NA,NA
168705,8.10716,7.40639,7.06787,NA,NA,NA,NA,0.784,NA
168802,8.79607,8.09501,7.98192,NA,NA,0.741,NA,NA,NA
169166,8.39152,7.62346,8.80035,NA,NA,0.716,NA,NA,NA
169241,8.42199,8.08363,7.46352,NA,NA,NA,NA,0.729,NA
169447,7.44715,7.61379,7.51542,NA,NA,0.971,NA,NA,NA
169604,7.57232,8.27932,7.53658,NA,NA,0.91,NA,NA,NA
169925,7.43144,8.22049,7.29656,NA,NA,0.89,NA,NA,NA
170149,7.68262,7.67841,7.63549,NA,0.826,NA,NA,NA,NA
170370,7.71088,7.05662,7.71437,NA,NA,0.865,NA,NA,NA
170416,8.34429,7.15374,8.09773,NA,NA,NA,0.826,NA,NA
170606,7.22883,7.37013,7.63633,NA,NA,0.911,NA,NA,NA
170990,7.33587,7.61251,7.43239,NA,NA,NA,NA,0.883,NA
171064,7.98488,7.95628,7.84862,NA,NA,NA,NA,0.896,NA
171217,7.93832,7.76893,8.05141,NA,NA,NA,NA,0.895,NA
171593,7.89189,7.83854,7.90018,NA,NA,NA,0.977,NA,NA
171672,7.9208,8.46003,6.94451,NA,NA,0.761,NA,NA,NA
171972,8.00589,7.93265,7.72181,NA,NA,0.942,NA,NA,NA
172108,7.44706,8.06755,8.77101,NA,NA,NA,NA,0.682,NA
172290,7.57603,7.84079,8.58014,NA,NA,0.853,NA,NA,NA
172464,7.75865,7.87966,7.36329,NA,NA,0.968,NA,NA,NA
172704,6.61278,7.67535,8.35367,NA,NA,0.674,NA,NA,NA
172853,7.58432,7.31517,8.72176,NA,NA,NA,0.773,NA,NA
173014,8.50354,7.40953,7.52404,NA,NA,NA,0.814,NA,NA
173241,8.34326,7.46516,7.13177,NA,NA,0.813,NA,NA,NA
173441,8.5721,8.78226,7.89546,NA,NA,0.679,NA,NA,NA
173661,7.70693,7.61601,8.02468,NA,NA,NA,0.974,NA,NA
173864,7.11041,7.67393,7.63207,NA,NA,0.922,NA,NA,NA
174132,7.08991,7.57304,6.7934,NA,NA,0.74,NA,NA,NA
174400,7.42153,8.54757,7.04806,NA,NA,NA,NA,0.71,NA
174481,7.80441,8.01063,7.702,NA,NA,NA,0.967,NA,NA
174780,8.41163,7.37341,8.5879,NA,NA,NA,0.751,NA,NA
174839,7.61444,7.58106,8.10222,NA,0.897,NA,NA,NA,NA
175150,8.1071,7.20816,7.64795,NA,NA,NA,NA,0.802,NA
175223,7.49008,7.13229,7.64649,NA,NA,NA,NA,0.832,NA
175421,7.53202,7.22213,8.60898,NA,0.68,NA,NA,NA,NA
175679,8.04262,8.18335,7.78884,NA,NA,0.921,NA,NA,NA
175932,7.92807,8.1993,7.66613,NA,NA,NA,0.892,NA,NA
176086,7.73873,7.88535,7.86763,NA,NA,0.964,NA,NA,NA
176311,7.33707,8.04249,7.99432,NA,0.853,NA,NA,NA,NA
176597,7.06761,8.07832,7.38733,NA,NA,0.843,NA,NA,NA
176712,7.50261,8.11822,7.84858,NA,NA,0.909,NA,NA,NA
176964,6.6925,7.47226,7.89763,NA,NA,NA,0.728,NA,NA
177164,8.25575,7.79522,8.05361,NA,NA,0.889,NA,NA,NA
177258,7.67821,7.57906,7.62611,NA,NA,0.952,NA,NA,NA
177507,8.79946,8.00823,8.00068,NA,NA,NA,0.736,NA,NA
177666,8.64906,7.37903,7.24396,NA,NA,0.757,NA,NA,NA
177949,8.06073,7.24502,7.56848,NA,NA,0.89,NA,NA,NA
178015,7.78212,7.93696,7.44214,NA,NA,0.972,NA,NA,NA
178268,8.11056,7.97589,7.65461,NA,NA,NA,0.937,NA,NA
178558,7.34862,7.40012,6.82217,NA,NA,NA,NA,0.618,NA
178679,7.77501,6.99913,8.15586,NA,NA,0.839,NA,NA,NA
178975,7.62019,7.23118,7.80763,NA,NA,0.942,NA,NA,NA
179039,7.99713,7.43982,7.66373,NA,0.904,NA,NA,NA,NA
179293,7.18614,7.82759,7.79533,NA,0.804,NA,NA,NA,NA
179553,8.13318,8.70445,7.77587,NA,NA,0.797,NA,NA,NA
179676,7.8761,7.02623,8.05579,NA,NA,NA,0.838,NA,NA
179840,7.68838,7.78867,7.873,NA,0.938,NA,NA,NA,NA
180077,8.51343,7.43592,8.41051,NA,NA,0.768,NA,NA,NA
180350,8.09179,7.80073,8.42406,NA,NA,0.873,NA,NA,NA
180582,7.83772,8.306,8.08304,NA,NA,0.897,NA,NA,NA
180786,8.44553,7.46098,7.46138,NA,NA,0.875,NA,NA,NA
180891,7.65038,6.94994,7.95707,NA,NA,0.86,NA,NA,NA
181008,7.56467,8.06686,7.74489,NA,0.91,NA,NA,NA,NA
181312,7.3214,8.15828,7.50104,NA,0.849,NA,NA,NA,NA
181498,6.86111,8.04118,7.98126,NA,NA,NA,0.802,NA,NA
181774,7.01118,8.47564,7.79153,NA,NA,NA,NA,0.681,NA
181840,7.68107,7.81696,7.76656,NA,NA,NA,NA,0.844,NA
182196,6.81345,8.29488,7.60341,NA,NA,NA,0.758,NA,NA
182206,8.08063,8.08975,7.50597,NA,NA,0.926,NA,NA,NA
182456,7.71633,7.1073,8.15307,NA,0.793,NA,NA,NA,NA
182629,7.27567,7.58307,6.69096,NA,NA,0.725,NA,NA,NA
182983,7.60604,7.92392,7.35948,NA,0.896,NA,NA,NA,NA
183145,8.4291,8.36863,7.18643,NA,NA,NA,0.758,NA,NA
183325,7.385,7.85363,7.86887,NA,NA,NA,NA,0.904,NA
183407,7.90876,8.00848,8.56057,NA,NA,NA,0.834,NA,NA
183792,7.91879,8.00152,8.49193,NA,NA,NA,0.862,NA,NA
183969,7.99965,8.19568,8.50906,NA,0.767,NA,NA,NA,NA
184035,8.16671,7.59739,7.82573,NA,NA,0.944,NA,NA,NA
184206,7.95149,8.49968,7.85002,NA,NA,NA,0.843,NA,NA
184551,7.43092,8.45225,7.53345,NA,NA,NA,0.853,NA,NA
184796,8.29677,7.63192,6.46935,NA,NA,NA,0.606,NA,NA
184886,7.65514,7.61868,7.80028,NA,NA,NA,0.995,NA,NA
185092,7.67394,7.21125,7.63227,NA,NA,0.911,NA,NA,NA
185370,8.2373,7.6055,7.17602,NA,NA,0.848,NA,NA,NA
185549,7.34055,8.70106,8.24281,NA,NA,0.754,NA,NA,NA
185784,7.59403,7.90462,8.2475,NA,NA,NA,NA,0.786,NA
185923,7.54958,8.09765,7.01994,NA,NA,0.829,NA,NA,NA
186023,7.55774,7.80679,7.54741,NA,NA,0.954,NA,NA,NA
186352,7.92898,7.93597,7.15613,NA,NA,NA,0.898,NA,NA
186446,8.32984,7.7485,7.89346,NA,NA,NA,0.897,NA,NA
186760,8.20533,8.42028,8.03733,NA,NA,NA,0.812,NA,NA
186827,7.34691,8.10226,8.43141,NA,NA,0.845,NA,NA,NA
187160,8.39514,8.30184,7.42145,NA,NA,NA,NA,0.766,NA
187362,8.31427,8.33748,7.88996,NA,NA,NA,NA,0.715,NA
187597,8.1308,8.22413,8.4127,NA,NA,NA,NA,0.723,NA
187762,8.42006,8.0354,7.67713,NA,NA,0.875,NA,NA,NA
187879,8.15136,7.15912,7.76237,NA,0.809,NA,NA,NA,NA
188018,8.40574,7.2442,7.90269,NA,NA,0.856,NA,NA,NA
188356,7.78251,6.96194,7.98135,NA,NA,0.838,NA,NA,NA
188489,8.6068,7.20323,7.27481,NA,NA,NA,0.717,NA,NA
188744,7.35455,7.21827,7.52954,NA,NA,0.915,NA,NA,NA
188888,7.18319,7.578,8.31379,NA,NA,0.861,NA,NA,NA
189116,7.93078,8.18366,8.89536,NA,NA,NA,0.685,NA,NA
189329,7.5313,7.19238,7.51377,NA,NA,NA,NA,0.783,NA
189454,7.97426,7.81297,8.10713,NA,NA,0.927,NA,NA,NA
189763,8.49712,7.74525,7.85384,NA,NA,0.848,NA,NA,NA
189982,7.95249,7.08824,7.6156,NA,NA,0.902,NA,NA,NA
190042,6.63483,7.96928,7.64882,NA,NA,0.753,NA,NA,NA
190318,8.40674,7.40388,7.0958,NA,NA,0.794,NA,NA,NA
190573,8.2799,7.91594,8.05299,NA,NA,NA,NA,0.782,NA
190725,7.88303,8.21744,7.19311,NA,NA,0.843,NA,NA,NA
190972,8.26876,8.27526,7.74381,NA,NA,NA,0.878,NA,NA
191154,7.58292,7.6302,8.54231,NA,NA,0.874,NA,NA,NA
191266,7.8046,8.04912,8.55663,NA,NA,0.849,NA,NA,NA
191413,7.22365,7.1886,8.90929,NA,0.612,NA,NA,NA,NA
191800,7.53631,8.17781,7.55751,NA,0.772,NA,NA,NA,NA
191858,7.61123,7.05854,7.97067,NA,NA,NA,0.841,NA,NA
192183,7.63671,6.58003,7.70359,NA,NA,0.732,NA,NA,NA
192247,7.27144,7.72828,8.05212,NA,NA,0.933,NA,NA,NA
192555,7.54758,7.46107,8.23014,0.727,NA,NA,NA,NA,NA
192731,7.92554,7.59086,6.89939,NA,0.79,NA,NA,NA,NA
192823,8.10419,7.68267,6.93341,NA,NA,NA,0.84,NA,NA
193181,7.53932,7.25596,7.93654,NA,NA,0.907,NA,NA,NA
193357,7.45782,7.85974,6.57693,NA,0.675,NA,NA,NA,NA
193572,7.67421,7.49342,7.42507,NA,NA,0.95,NA,NA,NA
193616,7.41408,8.14233,7.49425,NA,0.837,NA,NA,NA,NA
193813,7.49497,7.28156,7.18494,NA,NA,NA,0.882,NA,NA
194174,7.58677,8.67426,7.01266,NA,NA,NA,0.716,NA,NA
194205,8.01099,7.77089,7.10978,NA,0.833,NA,NA,NA,NA
194451,7.83541,7.28791,7.52336,NA,0.903,NA,NA,NA,NA
194746,7.41571,7.77465,7.69647,NA,NA,NA,NA,0.909,NA
194954,8.53897,8.35275,7.42403,NA,NA,0.785,NA,NA,NA
195039,7.46815,8.36603,8.43695,NA,NA,0.812,NA,NA,NA
195246,7.63342,7.85105,7.11663,NA,NA,0.918,NA,NA,NA
195443,7.46863,7.873,6.88302,NA,NA,NA,NA,0.775,NA
195633,7.7426,7.18272,7.9297,NA,0.885,NA,NA,NA,NA
195907,8.19324,7.98522,7.57313,0.638,NA,NA,NA,NA,NA
196104,8.07764,7.86113,7.59763,NA,0.864,NA,NA,NA,NA
196272,7.98646,7.36152,7.33089,NA,NA,NA,NA,0.821,NA
196548,7.89089,8.33039,7.32759,NA,NA,NA,0.888,NA,NA
196617,8.38564,7.67035,8.04541,NA,NA,NA,0.879,NA,NA
196928,8.49626,8.09113,8.29197,NA,0.703,NA,NA,NA,NA
197114,8.3013,8.02762,8.2116,NA,NA,NA,NA,0.793,NA
197358,7.34061,8.27284,7.80289,NA,NA,NA,0.908,NA,NA
197543,7.13603,8.34666,7.78393,NA,NA,NA,0.835,NA,NA
197630,6.97648,7.37435,7.52357,NA,NA,NA,0.853,NA,NA
197867,7.75504,9.25998,6.9429,NA,NA,0.559,NA,NA,NA
198073,7.70615,7.91888,7.52372,NA,0.858,NA,NA,NA,NA
198365,7.4214,7.68476,8.48881,NA,0.69,NA,NA,NA,NA
198582,8.15313,7.52224,8.99086,NA,NA,0.711,NA,NA,NA
198707,8.79866,8.03732,7.95581,NA,NA,NA,0.776,NA,NA
198839,7.27887,7.12839,8.57962,NA,NA,0.74,NA,NA,NA
199126,7.2432,6.78114,7.77991,NA,NA,0.745,NA,NA,NA
199257,7.77495,6.66637,7.43561,NA,NA,0.757,NA,NA,NA
199407,8.25814,7.72903,7.80642,NA,NA,0.931,NA,NA,NA
199724,8.67542,8.16699,8.4688,NA,NA,0.695,NA,NA,NA
199999,9.14867,8.2337,8.05677,NA,NA,0.623,NA,NA,NA
