id,x0,x1,x2,fitness7.5,fitness8.5,fitness7,fitness9.5,fitness10,fitness9,fitness8,fitness6.5,fitness5.5,fitness4.5,fitness4,fitness3.5,fitness3,fitness5,fitness6,fitness2.5,fitness1.5,fitness2,fitness1,fitness0.5
69703,8.5932,1.41349,6.78837,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69888,7.75991,1.66023,7.72784,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70141,8.69837,1.35779,8.28067,NA,NA,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70311,7.89456,0.872052,8.2086,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70580,7.67306,0.81685,7.98319,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70613,7.17175,1.04193,8.29773,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70829,7.10666,2.75006,7.22399,NA,NA,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71016,8.84348,1.9787,8.08897,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71341,9.19416,2.42006,9.02611,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71407,7.70677,1.31778,7.59953,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71637,7.69664,1.89829,8.67483,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71987,7.86721,0.937857,8.06063,NA,NA,NA,NA,NA,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72002,6.56051,0.762759,8.34395,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72244,5.54609,1.70098,7.87262,NA,-0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72483,4.84964,1.03903,8.6458,NA,NA,NA,NA,NA,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72662,3.96307,1.55153,6.39206,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72943,5.26727,3.04743,7.74045,NA,NA,-0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73043,7.2789,2.71699,6.97715,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73263,8.88039,4.01275,7.89393,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73466,8.37292,2.90313,7.43364,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73743,7.853,3.73373,6.6211,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73843,7.08669,4.16556,7.89509,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74001,7.901,3.58575,8.11004,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74385,6.95417,3.56065,8.27673,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74538,7.73064,5.17393,7.77557,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74620,7.14119,4.33192,8.08708,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74834,6.83644,5.07955,9.89035,NA,NA,NA,NA,NA,-0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75041,7.1918,4.94882,9.00254,NA,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75265,7.51197,3.51474,7.7478,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75415,6.9316,3.86573,6.41008,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75622,5.84895,4.15462,6.30905,NA,NA,NA,NA,NA,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75895,6.25879,4.1579,5.66629,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76057,6.68212,4.70921,5.2227,NA,NA,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76247,6.97746,5.68141,7.32315,NA,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76403,8.15324,5.89664,7.17926,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76770,9.29144,5.06246,5.83767,NA,NA,NA,NA,NA,NA,-0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76863,9.89428,6.84853,7.05825,NA,NA,NA,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77087,9.13698,8.50143,7.12229,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77387,7.9569,9.47162,7.91659,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77489,8.51201,8.85408,7.86308,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77612,8.00812,7.42373,7.65068,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77833,7.54331,7.91416,6.1362,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78067,8.74426,9.41385,6.07759,NA,NA,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78370,7.50855,7.85493,7.41932,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78401,7.5585,7.88398,7.99864,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78609,7.74464,8.11187,7.59155,0.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78883,7.22564,8.1658,7.4659,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79013,8.03145,8.91976,8.53387,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79258,7.75002,8.3888,6.47213,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79560,8.77345,8.15221,6.05246,NA,NA,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79689,8.48276,7.96709,6.58941,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79990,8.56177,7.24252,7.14397,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80132,7.9276,7.93563,7.44701,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80345,8.10998,7.02869,7.55523,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80564,10.188,8.0204,7.61128,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80767,9.42664,8.37899,8.79878,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80827,7.47524,7.61437,7.90053,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81103,8.44376,7.67167,8.01216,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81387,7.52143,6.89907,7.79655,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81480,7.49022,8.46449,9.30172,NA,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81697,8.79266,9.03806,8.89525,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81998,6.96438,6.5692,7.67116,NA,NA,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82083,6.72164,7.78111,7.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82352,7.32745,8.48218,7.39156,NA,NA,NA,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82425,6.12144,7.75224,7.3857,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82646,6.80268,7.76785,7.15737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371,NA,NA,NA,NA,NA
82949,6.95426,7.92313,6.93285,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83188,7.41715,8.53185,7.60864,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83251,6.91712,7.8996,8.28894,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83446,6.84936,7.42602,7.87982,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83800,8.37772,7.00294,7.06524,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84000,6.85061,8.9444,5.76225,NA,NA,NA,-0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84175,7.07769,8.39907,7.15732,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84314,6.77037,9.09627,7.81244,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84441,7.35174,9.99741,7.3828,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84752,7.76481,10.1859,7.79019,NA,NA,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84894,8.74777,8.99814,6.94612,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85083,8.19104,9.76889,7.54162,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85245,8.24886,9.26544,6.97414,NA,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85466,8.76021,8.66598,7.51863,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85696,7.76098,8.11667,8.28314,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85865,7.71546,8.80504,7.93835,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86055,7.97225,8.09459,8.7996,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86255,7.579,7.91153,8.03681,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86439,8.42751,8.08726,9.35781,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86666,8.93639,8.35024,9.05003,NA,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86901,9.36371,7.3166,7.46608,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87180,8.75595,7.19705,7.86513,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87367,8.65562,8.08051,6.52128,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87503,8.72783,9.69722,7.87229,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87638,8.27479,8.07212,7.71005,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87919,8.05502,7.38328,5.89791,NA,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88180,7.54325,7.33171,5.99193,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88367,7.97601,8.52152,7.36,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88488,7.65026,8.35579,7.56973,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88761,6.27736,8.52281,8.18725,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88918,7.11712,8.56826,8.97568,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89136,8.20453,8.77603,8.2398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,NA,NA,NA,NA,NA
89299,9.94169,7.86249,7.14155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA
89596,8.74289,8.07118,7.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA
89705,8.17379,7.8399,8.11556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
89875,9.1931,8.76972,8.60685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,NA,NA,NA,NA,NA,NA,NA,NA
90020,9.11527,8.26655,9.35852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026,NA,NA,NA,NA,NA,NA,NA,NA
90385,9.92992,7.5802,8.01181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
90527,9.6905,7.99167,8.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA
90724,8.41746,9.34733,7.73338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,NA,NA,NA,NA
90961,10.0626,9.54021,6.86393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264,NA,NA,NA,NA,NA,NA,NA,NA
91020,9.18551,9.86801,8.06598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.141,NA,NA,NA,NA,NA,NA,NA,NA
91387,7.85467,9.8153,10.1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.073,NA,NA,NA,NA,NA,NA,NA,NA
91524,7.56134,8.60817,7.97745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA
91631,8.45848,8.31617,8.84974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,NA
91829,7.88886,7.54517,7.46156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA
92001,7.78772,7.5409,8.69356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,NA,NA,NA
92301,7.73383,7.75208,7.72698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735
92475,7.62283,7.64584,6.8196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,NA,NA,NA,NA
92706,7.40101,9.82434,8.14544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA
92853,7.54994,8.7775,7.58321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
93090,7.38377,8.94053,6.2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.011,NA
93255,6.72272,8.44348,7.56917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA
93576,7.50465,8.56456,7.73733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA
93678,7.96678,8.68168,8.18132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA
93869,7.25619,8.88722,8.33034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA
94127,8.32575,8.32019,8.08991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735,NA,NA
94237,8.4622,7.39978,8.11884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA
94434,8.39072,6.09156,8.56811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA,NA,NA,NA,NA,NA,NA
94763,8.73411,7.15708,8.73651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
94911,9.45842,7.95967,9.48457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115,NA,NA,NA,NA,NA,NA
95035,6.68436,7.58897,8.43412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA
95321,6.2225,8.72962,8.38291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA
95413,7.22222,8.95275,8.64714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95720,9.17537,8.82468,8.08392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
95967,7.52606,9.8157,9.72726,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96054,7.87337,8.73623,8.76574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA,NA,NA
96333,6.90963,8.17956,8.72768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA
96413,7.03512,8.53694,7.49324,NA,NA,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96644,7.44153,8.15343,8.26637,NA,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97000,7.90686,7.31762,6.64096,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97161,8.00707,7.57609,5.91534,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97397,8.32817,8.22435,6.1976,NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97542,8.18255,7.47404,7.62848,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97748,7.90554,8.35759,7.48376,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97958,8.04545,7.30901,9.35059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
98080,8.18433,7.7457,8.96319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA
98389,7.725,8.34323,9.71373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA
98429,7.16644,7.09557,9.51878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021,NA,NA,NA,NA,NA,NA,NA
98783,8.2913,6.99284,8.86759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
98850,9.14344,6.81806,7.85075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA
99170,8.61501,4.44182,7.38641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA
99294,8.62312,4.96176,7.08555,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99592,8.18831,6.76109,6.46275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
99734,8.31096,7.49421,7.07616,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99913,7.10778,8.61358,6.15517,NA,NA,NA,NA,NA,NA,NA,NA,-0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100109,7.72168,7.7759,7.35973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA
100347,6.99136,7.51146,7.59068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA
100423,7.30498,7.1698,6.63555,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100699,6.98292,6.12334,6.41991,NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100857,6.41801,7.87025,5.06907,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101034,7.0807,8.3167,5.20674,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101232,6.78148,10.16,3.2754,NA,NA,NA,NA,NA,NA,-0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101542,7.58924,9.11874,2.33808,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101649,8.323,8.91344,2.22086,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101805,7.192,8.45292,3.17753,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102194,6.68661,7.76223,4.93213,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102337,7.34308,7.8159,6.0984,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102453,7.89937,7.00554,8.18346,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102673,7.73989,7.10307,9.1816,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102816,7.18453,7.60562,8.42807,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103079,4.83276,8.10149,10.136,NA,NA,NA,-0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103348,5.83708,7.77424,9.12825,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103509,5.82797,7.52991,9.40454,NA,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103734,5.77689,7.39064,7.87168,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103988,6.25252,6.71814,6.99799,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104080,8.15897,8.89394,6.63651,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104307,8.58454,9.70041,6.80482,NA,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104470,7.73649,9.73725,7.61602,NA,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
