id,x0,x1,x2,fitness-4,fitness-3.5,fitness-4.5,fitness-2.5,fitness-0.5,fitness-1,fitness1,fitness3.5,fitness5,fitness4,fitness4.5,fitness3
104840,-0.290843,5,4.15788,NA,NA,NA,NA,NA,NA,NA,NA,3230.705,NA,NA,NA
105008,-0.765001,5,4.8065,NA,NA,NA,NA,NA,NA,NA,NA,16595.623,NA,NA,NA
105344,-0.940501,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10101.655,NA,NA,NA
105400,-0.891048,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11794.367,NA,NA,NA
105770,-0.583876,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5725.011,NA
105987,-0.181236,5,4.20362,NA,NA,NA,NA,NA,NA,NA,NA,4439.984,NA,NA,NA
106170,-0.636022,4.9137,3.85212,NA,NA,NA,NA,NA,NA,NA,NA,3754.885,NA,NA,NA
106372,-1.56286,5,4.17262,NA,NA,NA,NA,NA,NA,NA,NA,4757.793,NA,NA,NA
106429,-0.651812,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13119.961,NA,NA,NA
106744,-1.06592,5,4.94036,NA,NA,NA,NA,NA,NA,NA,NA,4267.46,NA,NA,NA
106861,-0.824804,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12965.186,NA,NA,NA
107153,-0.907126,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11316.025,NA,NA,NA
107204,-0.216111,5,4.43727,NA,NA,NA,NA,NA,NA,NA,NA,2489.403,NA,NA,NA
107435,-0.0509927,5,4.19152,NA,NA,NA,NA,NA,NA,NA,NA,3094.421,NA,NA,NA
107672,-1.32568,3.84434,4.3535,NA,NA,NA,NA,NA,NA,NA,NA,1880.787,NA,NA,NA
107959,-1.34973,4.8045,4.26506,NA,NA,NA,NA,NA,NA,NA,NA,11755.303,NA,NA,NA
108108,-1.02066,4.96223,4.82258,NA,NA,NA,NA,NA,NA,NA,NA,11092.127,NA,NA,NA
108279,-1.45694,4.19458,5,NA,NA,NA,NA,NA,NA,NA,NA,6476.857,NA,NA,NA
108552,-1.5497,4.26062,4.94398,NA,NA,NA,NA,NA,NA,NA,NA,7312.747,NA,NA,NA
108594,-0.847638,5,4.82567,NA,NA,NA,NA,NA,NA,NA,NA,16726.189,NA,NA,NA
108913,-0.745745,4.87982,5,NA,NA,NA,NA,NA,NA,NA,NA,16702.833,NA,NA,NA
109154,-0.915809,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11028.112,NA,NA,NA
109385,-0.909346,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11244.354,NA,NA,NA
109434,-0.146253,4.96098,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5153.258,NA,NA
109628,-0.699424,4.90765,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5801.461,NA
109823,-1.00348,5,4.86053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7285.395,NA
110131,-2.08425,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4983.381,NA,NA,NA
110287,-1.65753,5,4.25435,NA,NA,NA,NA,NA,NA,NA,NA,3303.522,NA,NA,NA
110461,-1.29023,5,4.12223,NA,NA,NA,NA,NA,NA,NA,NA,3601.203,NA,NA,NA
110756,-0.810073,5,4.16706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277.983,NA
110889,-0.887915,4.85639,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12877.171,NA
111078,-0.958314,5,4.70336,NA,NA,NA,NA,NA,NA,NA,NA,9104.771,NA,NA,NA
111313,-0.808012,5,4.87515,NA,NA,NA,NA,NA,NA,NA,NA,17331.287,NA,NA,NA
111571,-0.797939,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10914.405,NA
111641,-0.565727,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5853.109,NA,NA,NA
111971,-0.00450427,5,4.18047,NA,NA,NA,NA,NA,NA,NA,NA,2244.298,NA,NA,NA
112148,-0.593086,4.80324,4.80025,NA,NA,NA,NA,NA,NA,NA,NA,11900.985,NA,NA,NA
112379,-0.64047,4.70462,5,NA,NA,NA,NA,NA,NA,NA,NA,9239.965,NA,NA,NA
112531,-0.488063,4.91488,5,NA,NA,NA,NA,NA,NA,NA,NA,2142.859,NA,NA,NA
112651,-1.9178,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4712.247,NA,NA,NA
112956,-0.836529,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12854.994,NA,NA,NA
113024,-0.884054,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12829.205,NA,NA,NA
113199,-0.712104,5,5,NA,NA,NA,NA,NA,NA,NA,NA,14849.65,NA,NA,NA
113476,-0.712694,4.70978,5,NA,NA,NA,NA,NA,NA,NA,NA,11927.214,NA,NA,NA
113657,-0.821675,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12987.403,NA,NA,NA
113987,-2.20069,4.76875,5,NA,NA,NA,NA,NA,NA,NA,NA,3002.343,NA,NA,NA
114037,-0.633171,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9115.297,NA,NA,NA
114222,-0.925333,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10689.253,NA,NA,NA
114455,-0.935628,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10296.694,NA,NA,NA
114775,-2.01143,4.70059,5,NA,NA,NA,NA,NA,NA,NA,NA,5345.466,NA,NA,NA
114958,-1.54919,2.28069,5,NA,NA,NA,NA,NA,NA,NA,NA,2865.491,NA,NA,NA
115046,-0.710508,4.75976,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5024.022,NA,NA
115316,-0.240775,5,4.69425,NA,NA,NA,NA,NA,NA,NA,NA,NA,3033.894,NA,NA
115399,1.39957,5,4.65684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787.7,NA
115652,-0.764698,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12863.494,NA,NA,NA
115934,-1.41386,4.21174,5,NA,NA,NA,NA,NA,NA,NA,NA,8040.6,NA,NA,NA
116027,-1.70287,4.40932,5,NA,NA,NA,NA,NA,NA,NA,NA,1321.238,NA,NA,NA
116213,-0.788997,4.69394,4.8057,NA,NA,NA,NA,NA,NA,NA,NA,15689.119,NA,NA,NA
116401,-0.941304,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10068.958,NA,NA,NA
116613,-0.982546,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8192.731,NA,NA,NA
116818,-0.788715,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13037.233,NA,NA,NA
117080,0.386989,4.7281,5,NA,NA,NA,NA,NA,NA,NA,NA,4605.583,NA,NA,NA
117316,-0.661363,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10264.833,NA,NA,NA
117527,-1.02281,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5511.922,NA
117786,-1.43212,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7373.048,NA
117888,0.327983,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3459.608,NA,NA,NA
118148,-1.44046,4.43914,5,NA,NA,NA,NA,NA,NA,NA,NA,3694.003,NA,NA,NA
118353,-1.57508,4.39535,4.59849,NA,NA,NA,NA,NA,NA,NA,NA,1838.468,NA,NA,NA
118534,-0.809942,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13043.687,NA,NA,NA
118706,-0.773494,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12947.409,NA,NA,NA
118964,-0.873288,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12237.075,NA,NA,NA
119183,-0.23723,4.83151,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5089.659,NA,NA
119200,-0.927358,4.92183,5,NA,NA,NA,NA,NA,NA,NA,NA,16743.089,NA,NA,NA
119548,-0.852139,5,4.81322,NA,NA,NA,NA,NA,NA,NA,NA,16438.334,NA,NA,NA
119622,-1.00444,4.70421,5,NA,NA,NA,NA,NA,NA,NA,NA,6904.786,NA,NA,NA
119874,-0.842543,3.78891,5,NA,NA,NA,NA,NA,NA,NA,NA,4719.671,NA,NA,NA
120186,0.37099,4.14039,4.24877,NA,NA,NA,NA,NA,NA,NA,NA,951.229,NA,NA,NA
120231,-0.85406,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12611.369,NA,NA,NA
120569,-1.52407,4.88383,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8110.758,NA
120704,-0.6149,4.65571,5,NA,NA,NA,NA,NA,NA,NA,NA,6250.838,NA,NA,NA
120838,-0.945858,4.63808,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1799.012,NA,NA
121070,-0.141127,4.80105,4.8185,NA,NA,NA,NA,NA,NA,NA,4517.779,NA,NA,NA,NA
121376,-0.70316,5,5,NA,NA,NA,NA,NA,NA,NA,2773.135,NA,NA,NA,NA
121456,-1.40494,5,4.90263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3399.957,NA
121692,-0.824862,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12964.746,NA,NA,NA
121795,-0.674577,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10747.184,NA,NA,NA
122152,-1.34991,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6776.308,NA
122334,-0.749518,5,3.91229,NA,NA,NA,NA,NA,NA,NA,NA,2634.895,NA,NA,NA
122558,-1.27084,5,4.70423,NA,NA,NA,NA,NA,NA,NA,NA,NA,5014.379,NA,NA
122747,-0.947127,4.8229,4.922,NA,NA,NA,NA,NA,NA,NA,NA,18944.047,NA,NA,NA
122899,-0.795659,4.88257,5,NA,NA,NA,NA,NA,NA,NA,NA,17271.43,NA,NA,NA
123175,-0.961574,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9193.391,NA,NA,NA
123336,-0.911656,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11168.356,NA,NA,NA
123532,-0.647245,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9708.566,NA,NA,NA
123619,-1.25154,4.74172,4.32357,NA,NA,NA,NA,NA,NA,NA,NA,5028.38,NA,NA,NA
123983,-0.904369,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11403.156,NA,NA,NA
124002,-2.13154,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4148.664,NA,NA,NA
124378,-1.95168,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5230.762,NA,NA,NA
124423,-2.19843,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2548.28,NA,NA,NA
124773,-1.82175,4.77438,5,NA,NA,NA,NA,NA,NA,NA,NA,2444.713,NA,NA,NA
124939,-1.05261,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4304.919,NA,NA,NA
125048,-0.867483,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12361.731,NA,NA,NA
125190,-1.3665,5,4.15988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3423.084,NA
125443,-0.875568,5,3.63556,NA,NA,NA,NA,NA,NA,NA,NA,3388.854,NA,NA,NA
125634,-1.00003,5,4.93801,NA,NA,NA,NA,NA,NA,NA,NA,8939.653,NA,NA,NA
125953,-1.44657,5,4.25926,NA,NA,NA,NA,NA,NA,NA,NA,7323.135,NA,NA,NA
126153,-1.56909,5,4.30603,NA,NA,NA,NA,NA,NA,NA,NA,5564.844,NA,NA,NA
126303,-0.740716,4.86585,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6187.482,NA,NA
126515,-1.37545,4.17077,5,NA,NA,NA,NA,NA,NA,NA,NA,5842.41,NA,NA,NA
126715,-0.879611,3.13694,4.19732,NA,NA,NA,NA,NA,NA,NA,NA,2240.28,NA,NA,NA
126798,-0.0302047,3.7184,4.33261,NA,NA,NA,NA,NA,NA,NA,NA,1029.815,NA,NA,NA
127096,-0.596826,5,4.96112,NA,NA,NA,NA,NA,NA,NA,NA,8584.989,NA,NA,NA
127346,-0.862473,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12461.243,NA,NA,NA
127411,-0.499768,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2308.03,NA,NA,NA
127701,-0.90643,5,4.76925,NA,NA,NA,NA,NA,NA,NA,NA,13693.831,NA,NA,NA
127924,-1.41617,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6602.205,NA,NA
128023,-0.913347,4.67832,5,NA,NA,NA,NA,NA,NA,NA,NA,9587.902,NA,NA,NA
128304,-0.883548,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11992.485,NA,NA,NA
128460,-0.869736,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12314.538,NA,NA,NA
128701,-0.760562,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12816.027,NA,NA,NA
128795,-0.668349,4.83285,4.83569,NA,NA,NA,NA,NA,NA,NA,NA,18441.075,NA,NA,NA
129155,-0.968546,5,4.78482,NA,NA,NA,NA,NA,NA,NA,NA,11061.239,NA,NA,NA
129303,-0.135871,5,4.36214,NA,NA,NA,NA,NA,NA,NA,NA,3990.59,NA,NA,NA
129502,-0.0144407,5,4.98575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562.041,NA
129636,-0.574953,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5036.583,NA
129850,-0.557871,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5440.641,NA,NA,NA
130094,-0.813261,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13032.095,NA,NA,NA
130361,-0.656605,4.68313,5,NA,NA,NA,NA,NA,NA,NA,NA,11593.01,NA,NA,NA
130572,-0.653046,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9942.042,NA,NA,NA
130723,-0.697668,5,4.99407,NA,NA,NA,NA,NA,NA,NA,NA,15471.006,NA,NA,NA
130812,-0.732743,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12366.662,NA,NA,NA
131151,-0.50863,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3528.435,NA,NA,NA
131368,-0.844924,4.67788,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10293.002,NA
131426,-0.520456,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3431.039,NA,NA,NA
131749,-0.9565,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9421.402,NA,NA,NA
131818,-1.99568,4.69614,4.7561,NA,NA,NA,NA,NA,NA,NA,NA,6113.377,NA,NA,NA
132133,-0.877651,4.8359,4.93296,NA,NA,NA,NA,NA,NA,NA,NA,19922.282,NA,NA,NA
132221,-0.819369,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10430.487,NA
132411,-1.59043,5,4.99998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2746.017,NA,NA
132591,-1.58181,5,4.34685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3913.556,NA
132807,-0.66063,5,4.66332,NA,NA,NA,NA,NA,NA,NA,NA,8099.403,NA,NA,NA
133075,-0.530091,5,4.96177,NA,NA,NA,NA,NA,NA,NA,NA,4558.88,NA,NA,NA
133230,-0.790726,5,5,NA,NA,NA,NA,NA,NA,NA,NA,15688.021,NA,NA,NA
133477,-0.745129,4.57257,5,NA,NA,NA,NA,NA,NA,NA,NA,3991.403,NA,NA,NA
133769,-0.761662,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12829.149,NA,NA,NA
133842,-0.806279,5,4.6172,NA,NA,NA,NA,NA,NA,NA,NA,7701.869,NA,NA,NA
134140,-0.287907,4.28318,5,NA,NA,NA,NA,NA,NA,NA,NA,4234.44,NA,NA,NA
134264,-0.145143,4.99202,4.25714,NA,NA,NA,NA,NA,NA,NA,NA,6211.647,NA,NA,NA
134532,-0.718902,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12061.371,NA,NA,NA
134762,-0.594012,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9295.955,NA,NA,NA
134915,0.207138,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2790.624,NA,NA,NA
135028,-0.606,4.96541,5,NA,NA,NA,NA,NA,NA,NA,NA,8980.306,NA,NA,NA
135316,-0.707738,5,5,NA,NA,NA,NA,NA,NA,NA,NA,14874.622,NA,NA,NA
135516,-1.22739,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3453.328,NA,NA
135704,-1.00113,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7234.512,NA,NA,NA
135861,-1.81907,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1902.861,NA,NA,NA
136187,-1.03662,5,4.96518,NA,NA,NA,NA,NA,NA,NA,NA,5992.67,NA,NA,NA
136386,-1.39404,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3239.429
136520,-0.873765,5,4.84749,NA,NA,NA,NA,NA,NA,NA,NA,16275.961,NA,NA,NA
136768,-0.769354,5,4.91,NA,NA,NA,NA,NA,NA,NA,NA,17740.313,NA,NA,NA
136789,-0.762428,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12838.073,NA,NA,NA
137071,-0.759729,4.9776,5,NA,NA,NA,NA,NA,NA,NA,NA,14022.726,NA,NA,NA
137189,0.323365,4.94414,5,NA,NA,NA,NA,NA,NA,NA,NA,4174.117,NA,NA,NA
137493,1.24029,5,4.7379,NA,NA,NA,NA,NA,NA,NA,NA,2532.641,NA,NA,NA
137665,-0.526208,5,4.73502,NA,NA,NA,NA,NA,NA,NA,NA,5180.974,NA,NA,NA
137867,-0.201558,4.4221,4.95148,NA,NA,NA,NA,NA,NA,NA,NA,3471.265,NA,NA,NA
138009,-0.698832,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11527.394,NA,NA,NA
138216,-0.992822,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7670.607,NA,NA,NA
138489,-1.16035,5,4.59842,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.97,NA,NA
138728,-0.772838,5,4.72269,NA,NA,NA,NA,NA,NA,NA,NA,13631.228,NA,NA,NA
138807,-0.738794,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12483.36,NA,NA,NA
139086,-1.88469,5,4.74245,NA,NA,NA,NA,NA,NA,NA,NA,4472.574,NA,NA,NA
139309,-1.05322,4.97103,5,NA,NA,NA,NA,NA,NA,NA,NA,6372.626,NA,NA,NA
139501,-1.84784,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3836.587,NA,NA,NA
139626,-1.93085,5,4.75354,NA,NA,NA,NA,NA,NA,NA,NA,5739.229,NA,NA,NA
139944,-0.538847,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5894.465,NA,NA,NA
140179,-0.898975,4.66317,5,NA,NA,NA,NA,NA,NA,NA,NA,9143.69,NA,NA,NA
140308,-0.318331,4.70338,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083.069,NA
140429,-0.959598,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9282.867,NA,NA,NA
140601,-0.590211,4.59383,4.8584,NA,NA,NA,NA,NA,NA,NA,NA,4080.439,NA,NA,NA
140792,-0.691379,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12908.864,NA,NA,NA
141122,-0.851158,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12658.182,NA,NA,NA
141349,-0.601715,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7668.095,NA,NA,NA
141457,-0.698928,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11530.196,NA,NA,NA
141671,-0.808241,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13048.305,NA,NA,NA
141981,0.282026,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3236.811,NA,NA,NA
142092,0.356286,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3423.697,NA,NA,NA
142371,-0.822575,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12981.324,NA,NA,NA
142487,-0.918571,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10932.295,NA,NA,NA
142771,-1.20208,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991.644,NA,NA
142928,-2.1128,4.78189,5,NA,NA,NA,NA,NA,NA,NA,NA,7451.549,NA,NA,NA
143058,-1.90223,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4393.187,NA,NA,NA
143242,-1.89561,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5314.164,NA,NA,NA
143512,-1.99408,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5535.456,NA,NA,NA
143707,-1.97016,4.65258,5,NA,NA,NA,NA,NA,NA,NA,NA,3993.567,NA,NA,NA
143897,0.331975,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3462.392,NA,NA,NA
144064,-0.522476,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4625.974,NA,NA,NA
144221,-0.616262,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8356.459,NA,NA,NA
144415,-2.03974,5,4.87692,NA,NA,NA,NA,NA,NA,NA,NA,7229.36,NA,NA,NA
144671,-0.874386,4.8767,5,NA,NA,NA,NA,NA,NA,NA,NA,20137.713,NA,NA,NA
144940,-0.982431,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8198.461,NA,NA,NA
145028,0.360305,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3408.272,NA,NA,NA
145287,-0.263608,4.35553,4.78444,NA,NA,NA,NA,NA,NA,NA,NA,4980.401,NA,NA,NA
145542,-0.611386,4.67642,5,NA,NA,NA,NA,NA,NA,NA,NA,6941.921,NA,NA,NA
145758,-1.01046,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6730.938,NA,NA,NA
145888,-0.924601,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10716.137,NA,NA,NA
146033,-0.68885,4.98135,5,NA,NA,NA,NA,NA,NA,NA,NA,15254.252,NA,NA,NA
146205,-0.594134,4.92528,5,NA,NA,NA,NA,NA,NA,NA,NA,9174.734,NA,NA,NA
146407,-0.959057,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9307.214,NA,NA,NA
146733,-0.549222,5,4.82576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3432.659,NA
146818,-1.03999,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5053.608,NA,NA,NA
147083,-0.110209,5,4.19116,NA,NA,NA,NA,NA,NA,NA,NA,4491.567,NA,NA,NA
147337,-1.3247,4.87679,4.4052,NA,NA,NA,NA,NA,NA,NA,NA,5870.09,NA,NA,NA
147442,-0.713253,5,4.81272,NA,NA,NA,NA,NA,NA,NA,NA,15492.376,NA,NA,NA
147687,-1.30538,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6049.92,NA
147985,-1.37047,4.10466,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4153.224,NA
148136,-0.670626,4.78219,5,NA,NA,NA,NA,NA,NA,NA,NA,13160.926,NA,NA,NA
148373,-1.39827,4.28399,5,NA,NA,NA,NA,NA,NA,NA,NA,7326.981,NA,NA,NA
148471,-1.01212,4.78598,5,NA,NA,NA,NA,NA,NA,NA,NA,8296.922,NA,NA,NA
148727,-0.519398,5,4.99273,NA,NA,NA,NA,NA,NA,NA,NA,3482.986,NA,NA,NA
148802,-2.0471,5,4.73729,NA,NA,NA,NA,NA,NA,NA,NA,7823.606,NA,NA,NA
149175,-0.580935,4.69081,5,NA,NA,NA,NA,NA,NA,NA,NA,6105.835,NA,NA,NA
149345,-0.717921,5,5,NA,NA,NA,NA,NA,NA,NA,NA,15976.346,NA,NA,NA
149433,-0.649545,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9801.935,NA,NA,NA
149764,-1.61976,5,4.74902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4991.988,NA
149902,-1.9879,4.85269,5,NA,NA,NA,NA,NA,NA,NA,NA,7348.863,NA,NA,NA
150165,-1.35012,4.19434,3.7846,NA,NA,NA,NA,NA,NA,NA,NA,2254.991,NA,NA,NA
150266,-0.719739,5,4.87684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6518.789,NA
150569,-1.16721,4.74428,3.45011,NA,NA,NA,NA,NA,NA,NA,NA,578.515,NA,NA,NA
150615,-1.41617,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2966.217,NA
150797,-0.72462,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12193.884,NA,NA,NA
151073,-1.92929,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6509.329,NA,NA,NA
151204,-0.665445,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10417.924,NA,NA,NA
151588,-0.806954,4.73703,5,NA,NA,NA,NA,NA,NA,NA,NA,14439.696,NA,NA,NA
151593,-0.98661,5,4.5946,NA,NA,NA,NA,NA,NA,NA,NA,3475.321,NA,NA,NA
151809,-1.14332,4.26273,4.87141,NA,NA,NA,NA,NA,NA,NA,NA,1108.051,NA,NA,NA
152162,-0.839788,4.96615,5,NA,NA,NA,NA,NA,NA,NA,NA,14583.892,NA,NA,NA
152210,-0.76829,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12900.571,NA,NA,NA
152407,-0.81715,4.88032,5,NA,NA,NA,NA,NA,NA,NA,NA,17240.839,NA,NA,NA
152761,-1.56914,4.85664,4.26062,NA,NA,NA,NA,NA,NA,NA,NA,7511.379,NA,NA,NA
152879,-0.911571,4.92409,4.73765,NA,NA,NA,NA,NA,NA,NA,NA,15602.046,NA,NA,NA
153176,-0.343839,4.25206,5,NA,NA,NA,NA,NA,NA,NA,NA,3175.988,NA,NA,NA
153243,-0.701425,4.78592,5,NA,NA,NA,NA,NA,NA,NA,NA,18886.953,NA,NA,NA
153530,-0.897297,5,5,NA,NA,NA,NA,NA,NA,NA,NA,15227.075,NA,NA,NA
153730,0.21807,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2346.886,NA,NA,NA
153852,-0.163442,4.96554,4.31443,NA,NA,NA,NA,NA,NA,NA,NA,5347.11,NA,NA,NA
154007,-0.463581,5,5,NA,NA,NA,NA,NA,NA,NA,NA,372.327,NA,NA,NA
154333,-0.654369,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9994.344,NA,NA,NA
154441,-0.62327,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11533.009,NA,NA,NA
154612,-0.867234,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12366.854,NA,NA,NA
154870,-0.623984,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11605.335,NA,NA,NA
155176,-1.01191,4.8011,5,NA,NA,NA,NA,NA,NA,NA,NA,8516.689,NA,NA,NA
155244,-0.129094,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4460.412,NA
155557,-0.971177,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7847.68,NA
155783,-0.935617,4.67923,5,NA,NA,NA,NA,NA,NA,NA,NA,8928.658,NA,NA,NA
155834,-0.855937,5,4.78927,NA,NA,NA,NA,NA,NA,NA,NA,15810.765,NA,NA,NA
156086,-0.827394,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12944.502,NA,NA,NA
156278,-1.311,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3686.861,NA
156535,-0.572763,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6218.334,NA,NA,NA
156623,0.219989,4.88875,4.7785,NA,NA,NA,NA,NA,NA,NA,NA,3866.782,NA,NA,NA
156803,-0.836169,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12859.009,NA,NA,NA
157110,-0.559176,4.79957,5,NA,NA,NA,NA,NA,NA,NA,NA,7038.971,NA,NA,NA
