id,x0,x1,x2,fitness-1.5,fitness-1,fitness-0.5,fitness-2,fitness-3,fitness0,fitness-4,fitness-5,fitness0.5,fitness2,fitness1.5,fitness3,fitness3.5,fitness4.5,fitness4,fitness2.5,fitness1,fitness-2.5,fitness-4.5,fitness-3.5,fitness5
65899,-4.8187,1.69178,-0.679308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.486,NA,NA,NA,NA,NA,NA,NA
66123,-3.51173,0.268605,-0.378951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.489,NA,NA,NA,NA,NA,NA,NA
66384,-4.01393,0.871572,0.736751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.512,NA,NA,NA,NA,NA,NA,NA
66483,-4.29028,2.22288,-0.0480867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.731,NA,NA,NA,NA,NA,NA
66639,-3.00105,3.22973,-1.10727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.248,NA,NA,NA,NA,NA,NA,NA,NA
66803,-2.0513,4.26911,-0.624209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3181.79,NA,NA,NA,NA,NA,NA,NA
67080,-0.664951,3.04101,-0.70553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.737,NA,NA,NA,NA,NA,NA,NA
67314,-0.0903905,4.97586,-0.00560589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908.293,NA,NA,NA,NA,NA,NA,NA,NA
67528,-1.10045,4.10169,0.379006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.695
67667,-1.38205,4.38203,-0.0858595,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67842,-1.38603,3.62686,-0.818961,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68021,-1.86623,2.95315,0.696233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.591,NA,NA,NA,NA
68253,-2.50666,2.93955,0.197956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68435,-1.75781,1.70928,0.559117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.789,NA,NA,NA,NA
68669,-1.05694,1.15731,0.513591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.992,NA,NA,NA,NA,NA,NA,NA,NA
68945,0.38075,-0.0865003,-0.84282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
69054,0.773512,0.58773,-1.4154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.879,NA,NA,NA,NA,NA
69299,0.562025,-0.42595,-1.69932,NA,NA,NA,NA,NA,NA,NA,NA,3.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69492,0.105168,-1.26702,-1.68344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69663,-0.236847,-1.30559,-1.92616,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69830,0.281437,-1.67578,-2.02481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.486,NA,NA,NA,NA,NA,NA,NA
70013,1.78105,-0.667059,-0.931913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.583,NA,NA,NA,NA,NA,NA,NA,NA,NA
70234,2.18547,-1.3326,-1.42696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2925.455,NA,NA,NA,NA,NA,NA,NA
70535,1.69211,-1.07665,-0.368442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.041,NA,NA,NA,NA,NA,NA,NA
70642,1.04759,-1.52524,0.289051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.78,NA,NA,NA,NA,NA,NA,NA
70809,0.348987,-1.79152,0.949127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.967,NA,NA,NA,NA,NA,NA,NA
71101,-0.996019,-1.78054,1.5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.845
71373,-0.673587,-1.78581,2.36391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.042,NA,NA,NA,NA,NA,NA,NA,NA
71493,-0.428262,-0.55328,0.413694,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71759,-0.375932,-0.805073,1.69093,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71843,-0.456466,-0.293084,0.498224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA
72150,-1.07922,-0.83753,1.40587,NA,716.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72278,-1.71254,-0.456093,1.57956,-0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72483,0.111308,-1.72374,2.1656,NA,NA,NA,NA,NA,1.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72797,0.644722,-1.13246,1.99815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.203,NA,NA,NA,NA
72940,-0.185813,-2.13705,0.806591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.032,NA,NA,NA,NA
73170,-0.297784,-3.07737,0.582716,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73349,-1.41468,-0.942362,0.644004,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73550,-0.89603,-2.19524,1.37754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73620,-1.97557,-1.9088,-0.21568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73946,-0.425992,-2.00997,2.20743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.184,NA,NA,NA,NA,NA
74068,0.421083,-3.03031,2.9113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.814,NA,NA,NA,NA,NA,NA
74282,0.837846,-2.38589,3.79431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.925,NA,NA,NA,NA,NA,NA,NA
74499,0.550326,-1.88062,4.26745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.212,NA,NA,NA,NA,NA,NA,NA,NA,NA
74677,1.71083,-1.65255,4.97355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.571,NA,NA,NA,NA,NA,NA,NA,NA
74996,1.13427,-1.00913,4.51663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.102,NA,NA,NA,NA,NA,NA,NA,NA,NA
75134,0.0433972,-0.891805,3.68486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.9,NA,NA,NA,NA,NA,NA
75284,1.46262,-0.733271,2.31393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
75479,1.87809,0.265951,2.67322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.561,NA,NA,NA,NA,NA
75792,1.70661,0.0832617,3.0951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.637,NA,NA,NA,NA,NA,NA
75845,1.15795,-0.418181,1.63522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.692
76048,1.70783,-0.854201,2.25842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.127,NA,NA,NA,NA,NA,NA,NA
76210,2.60003,-3.52539,1.65809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.446,NA,NA,NA,NA,NA,NA,NA
76550,2.09964,-3.84345,1.15775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
76639,0.965441,-2.75379,2.43661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA
76859,1.52157,-3.89821,1.79385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.734,NA,NA,NA,NA,NA,NA,NA,NA
77174,1.16351,-3.31775,0.932673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
77283,1.08685,-2.91846,-0.578039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA
77426,1.32373,-4.47202,-0.828465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
77670,3.92139,-4.26628,-0.442004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144,NA,NA,NA,NA,NA,NA
77966,3.55976,-4.81122,-0.716037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.233,NA,NA,NA,NA,NA,NA
78172,1.66161,-3.11394,-0.837444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.465,NA,NA,NA,NA,NA,NA,NA
78262,2.08485,-2.99715,-0.559909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.038,NA,NA,NA,NA,NA,NA,NA
78409,2.68429,-1.56409,1.69372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.369,NA,NA,NA,NA,NA,NA,NA
78683,1.87792,-1.43182,3.41363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984.663
78990,2.60437,-0.567417,3.70105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.961,NA,NA,NA,NA,NA,NA,NA,NA
79036,3.41089,-0.956052,3.66853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79344,3.07059,-2.10222,4.79864,NA,NA,NA,NA,NA,NA,NA,NA,286.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79451,3.47747,-2.05966,4.16391,NA,NA,NA,NA,NA,238.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79742,2.96223,-0.00449155,1.80701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.219,NA,NA,NA,NA
79916,2.94787,1.28804,1.61239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.084,NA,NA,NA,NA,NA
80117,4.13295,3.86797,1.41261,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80250,4.23077,2.24255,2.9863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.23,NA,NA,NA,NA,NA,NA
80595,4.58902,1.49414,4.6228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.438,NA,NA,NA,NA,NA,NA,NA,NA
80757,4.81887,2.3254,4.69039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.035,NA,NA,NA,NA,NA,NA,NA,NA
80831,4.39477,2.61185,2.17258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.17,NA,NA,NA,NA,NA,NA,NA
81154,2.86114,3.78752,3.45822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.242,NA,NA,NA,NA,NA,NA,NA
81366,2.91123,4.16288,4.07335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.861,NA,NA,NA,NA,NA,NA
81517,1.41839,2.81908,4.7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.089,NA,NA,NA,NA,NA,NA
81712,0.634001,3.97456,3.39395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.178,NA,NA,NA,NA,NA,NA,NA,NA,NA
81909,-0.467879,3.1855,3.26822,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82073,1.51024,3.82231,3.57019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
82278,2.6356,3.56716,4.9225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82484,1.51137,2.51262,4.32652,NA,NA,NA,NA,NA,NA,NA,NA,9.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82665,2.32573,2.83154,4.45032,NA,NA,NA,90.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82830,2.1723,2.96379,3.81477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.372,NA,NA,NA
83166,1.05725,4.82935,4.53117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.628,NA
83260,-0.504563,4.74476,4.58299,NA,NA,NA,NA,-138.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83560,-0.415962,4.8312,2.94027,NA,NA,NA,228.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83687,-1.15692,3.55329,2.48576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.948,NA
83911,-0.363291,1.74281,2.01202,NA,NA,NA,NA,26.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84141,-0.303179,2.19132,1.26973,NA,NA,NA,NA,31.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84321,-0.548793,0.979105,0.880439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.592,NA
84439,0.0677603,-0.417017,-0.289058,NA,NA,NA,NA,NA,NA,NA,23.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84770,1.16267,-0.118187,-0.417557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.844,NA
84842,0.894421,-1.56524,0.150467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.421,NA,NA
85143,0.701956,-3.06026,-0.9604,NA,NA,NA,NA,NA,NA,199.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85318,1.40133,-3.20669,-1.44234,NA,NA,NA,NA,NA,NA,115.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85492,0.882891,-1.14369,0.0842717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.298,NA,NA
85744,0.59798,-1.02766,-0.410769,NA,NA,NA,NA,NA,NA,NA,-12.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85831,1.28778,0.428137,-0.554088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.612,NA
86082,1.78503,1.62982,0.400495,NA,NA,NA,NA,NA,NA,2.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86321,2.11686,0.576621,-0.403743,NA,NA,NA,NA,NA,NA,-0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86485,1.98099,2.23707,0.229913,NA,NA,NA,NA,NA,NA,17.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86782,1.84807,2.15961,-0.830771,NA,NA,NA,NA,NA,NA,NA,164.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86829,2.97739,1.55452,-1.91457,NA,NA,NA,NA,NA,NA,2.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87130,2.7819,-0.260394,-2.34004,NA,NA,NA,NA,62.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87337,4.15226,0.34436,-2.81992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.493,NA
87475,3.37267,0.373109,-3.38941,NA,NA,NA,NA,62.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87750,3.64167,0.64824,-2.74986,NA,NA,NA,NA,NA,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87849,3.58675,1.18003,-3.35495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.704,NA,NA
88128,4.75857,0.220277,-3.5885,NA,NA,NA,NA,NA,NA,-44.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88280,4.11498,0.160525,-3.78876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.942,NA,NA
88561,4.95105,0.530087,-3.26254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.286,NA
88607,3.29995,-0.472274,-4.10766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.315,NA,NA,NA
88969,4.03469,-1.86392,-4.67935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.514,NA
89019,3.85014,-1.63569,-4.28489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.57,NA
89266,4.74765,-2.74603,-4.85167,NA,NA,NA,NA,NA,NA,-3.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89511,3.59845,-2.74845,-4.15419,NA,NA,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89710,3.08772,-1.52607,-4.97387,NA,NA,NA,NA,NA,NA,NA,99.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89944,4.66549,-1.69455,-4.1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.591,NA,NA
90086,4.18274,-1.43492,-4.15204,NA,NA,NA,NA,NA,NA,170.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90225,4.88111,-2.25507,-4.46658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.23,NA
90497,3.25701,-1.03466,-4.16882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.294,NA
90721,4.32674,-0.605953,-3.96057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.43,NA
90986,3.44363,-0.399004,-4.56885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.601,NA,NA
91154,4.35177,-1.38077,-4.78209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.041,NA,NA
91279,4.23164,-0.856703,-4.17858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.896,NA,NA
91482,4.14905,-0.50423,-3.61893,NA,NA,NA,NA,NA,NA,NA,21.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91794,4.37835,-1.07734,-3.25824,NA,NA,NA,NA,NA,NA,-11.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91933,3.95819,-0.0260138,-3.36768,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92128,3.42423,-1.5505,-3.2174,NA,NA,NA,NA,NA,NA,74.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92234,2.93641,-3.03065,-2.78423,NA,NA,NA,NA,NA,NA,NA,7.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92571,3.32614,-4.26858,-3.23425,NA,NA,NA,NA,NA,NA,NA,3.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92783,4.14041,-3.13109,-3.60669,NA,NA,NA,NA,NA,NA,NA,52.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92979,2.49917,-2.28121,-4.19832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596,NA,NA
93150,0.603822,-3.88457,-4.55625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.701,NA
93276,-0.756307,-4.20327,-4.34876,NA,NA,NA,NA,NA,NA,22.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93458,-0.244076,-3.41859,-4.06079,NA,NA,NA,NA,NA,NA,7.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93668,0.818608,-3.1098,-3.75603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.492,NA,NA
93991,0.45738,-2.87377,-3.9782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.95,NA,NA
94162,0.428181,-1.97023,-3.77566,NA,NA,NA,NA,NA,NA,-6.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94285,0.670915,-4.52193,-4.96666,NA,NA,NA,NA,-33.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94582,1.22405,-3.50735,-3.39063,102.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94786,2.24784,-3.59223,-4.45518,NA,NA,NA,NA,NA,NA,NA,NA,47.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94804,2.35065,-2.92616,-3.15602,NA,NA,NA,NA,NA,NA,NA,NA,-69.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95188,3.09596,-3.6134,-4.0991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95203,3.22021,-4.05084,-3.67723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.172,NA,NA,NA,NA,NA
95545,3.28934,-3.95759,-2.10324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.955,NA,NA,NA,NA,NA
95726,4.05447,-3.70219,-1.72928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.754
95960,3.4333,-3.56803,-1.45926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
96191,4.99968,-3.13792,-0.801335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
96220,4.88502,-2.87401,-1.31782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4454.906
96444,4.37461,-3.25913,-2.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.927,NA,NA,NA,NA,NA,NA,NA
96619,3.41341,-2.05024,-1.65357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.371,NA,NA,NA,NA,NA,NA,NA
96970,3.67597,-2.2892,-1.49905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.977,NA,NA,NA,NA,NA,NA,NA
97155,3.86555,-2.40775,-0.873147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.051,NA,NA,NA,NA,NA,NA
97290,2.69464,-2.95487,-1.31274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.052,NA,NA,NA,NA,NA,NA
97462,3.43436,-2.53338,-1.46729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201.007
97629,3.23154,-0.625722,-2.68369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.711,NA,NA,NA,NA,NA
97927,3.17761,-2.41761,-3.52517,NA,NA,NA,NA,NA,NA,NA,NA,-84.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98130,2.25033,-4.19666,-3.27837,NA,NA,2.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98353,1.57325,-4.81328,-2.98603,NA,NA,-0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98430,0.314451,-4.09093,-2.98294,NA,NA,151.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98701,-0.16361,-4.14872,-2.5335,210.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
