id,x0,x1,x2,fitness-4,fitness-3,fitness-3.5,fitness-2.5,fitness-1.5,fitness-1,fitness-4.5,fitness-5,fitness0,fitness-2,fitness-0.5
102481,1.87023,2.65832,-4.71693,NA,-34.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
102665,2.40736,2.80157,-4.17041,NA,NA,NA,NA,-53.11,NA,NA,NA,NA,NA,NA
102938,3.28584,1.98679,-4.9266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.962
103062,3.74825,2.19421,-4.06624,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.324,NA
103213,2.62648,1.91174,-3.0903,NA,NA,NA,NA,NA,-97.257,NA,NA,NA,NA,NA
103407,1.69786,1.47723,-3.32015,NA,NA,NA,NA,NA,-111.025,NA,NA,NA,NA,NA
103658,1.472,1.0396,-4.92288,NA,NA,NA,NA,NA,-84.218,NA,NA,NA,NA,NA
103924,1.52219,1.21155,-2.94215,NA,NA,NA,NA,NA,-125.624,NA,NA,NA,NA,NA
104089,2.63401,0.792,-4.29385,NA,NA,NA,NA,-74.695,NA,NA,NA,NA,NA,NA
104268,2.41848,0.516151,-4.69647,NA,-70.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
104530,1.4726,1.21928,-4.61911,NA,-15.403,NA,NA,NA,NA,NA,NA,NA,NA,NA
104628,1.86833,1.80275,-4.02034,NA,NA,NA,-5.531,NA,NA,NA,NA,NA,NA,NA
104888,0.294873,3.21271,-4.65055,NA,NA,-128.665,NA,NA,NA,NA,NA,NA,NA,NA
105079,0.771552,3.53318,-3.58839,NA,NA,-127.85,NA,NA,NA,NA,NA,NA,NA,NA
105339,1.54044,4.2408,-3.70086,NA,NA,NA,NA,NA,NA,NA,-282.176,NA,NA,NA
105477,-0.354847,4.95627,-3.83184,NA,NA,NA,NA,NA,NA,NA,-451.953,NA,NA,NA
105755,1.0275,2.89673,-4.03649,NA,NA,NA,NA,NA,NA,-149.78,NA,NA,NA,NA
105954,0.0119994,3.73812,-4.62343,NA,NA,NA,NA,NA,NA,-252.096,NA,NA,NA,NA
106099,2.06709,2.65841,-3.35154,-99.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106272,1.92497,1.22898,-4.8456,NA,NA,NA,NA,NA,NA,-102.139,NA,NA,NA,NA
106447,1.32717,1.22388,-4.92421,NA,NA,NA,NA,NA,NA,-103.035,NA,NA,NA,NA
106722,1.07727,1.04601,-4.06955,NA,NA,NA,NA,NA,NA,NA,-156.83,NA,NA,NA
106995,0.951713,1.00523,-4.01916,NA,NA,NA,-52.06,NA,NA,NA,NA,NA,NA,NA
107005,0.996204,2.18947,-4.24198,NA,NA,NA,-24.75,NA,NA,NA,NA,NA,NA,NA
107305,0.454039,2.59566,-3.86398,NA,NA,-86.402,NA,NA,NA,NA,NA,NA,NA,NA
107481,1.52134,1.82703,-3.84075,NA,NA,NA,NA,NA,NA,-91.807,NA,NA,NA,NA
107604,2.4082,1.83385,-4.84065,NA,NA,-31.177,NA,NA,NA,NA,NA,NA,NA,NA
107858,0.895307,2.78405,-3.11331,NA,NA,NA,NA,NA,NA,NA,-183.386,NA,NA,NA
108178,1.66044,2.36004,-4.47099,NA,NA,NA,NA,NA,NA,-79.383,NA,NA,NA,NA
108248,2.72981,3.38382,-4.35848,NA,NA,-110.807,NA,NA,NA,NA,NA,NA,NA,NA
108542,2.68535,3.29489,-4.19127,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.879,NA
108733,1.64622,3.48297,-4.5154,-110.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108853,2.24573,4.84677,-4.85597,NA,-232.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
109093,1.17862,1.25043,-4.85744,NA,-37.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
109304,2.05503,2.00441,-4.41364,NA,NA,-27.688,NA,NA,NA,NA,NA,NA,NA,NA
109468,0.608062,2.30323,-4.76267,NA,NA,-58.675,NA,NA,NA,NA,NA,NA,NA,NA
109629,0.843021,1.69541,-4.01489,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.449,NA
109816,1.14915,0.929194,-3.76445,NA,NA,NA,-54.402,NA,NA,NA,NA,NA,NA,NA
110195,0.728968,2.88403,-2.53807,NA,-144.209,NA,NA,NA,NA,NA,NA,NA,NA,NA
110264,2.11933,3.89279,-3.85305,NA,NA,NA,-117.882,NA,NA,NA,NA,NA,NA,NA
110520,3.04236,1.92057,-4.88266,NA,-46.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
110639,3.69739,1.12692,-4.76627,NA,NA,NA,NA,NA,-128.687,NA,NA,NA,NA,NA
110834,3.98952,1.62112,-4.9291,NA,NA,NA,-112.888,NA,NA,NA,NA,NA,NA,NA
111013,2.61104,0.827307,-4.66871,NA,-50.277,NA,NA,NA,NA,NA,NA,NA,NA,NA
111374,1.33242,1.1337,-3.821,NA,-33.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
111408,2.15817,0.992892,-4.25617,NA,-25.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
111772,1.9189,2.19192,-4.27794,NA,NA,-24.132,NA,NA,NA,NA,NA,NA,NA,NA
111872,1.51473,2.90164,-4.9971,NA,NA,NA,-47.338,NA,NA,NA,NA,NA,NA,NA
112056,2.07896,3.60099,-3.92154,NA,NA,-112.598,NA,NA,NA,NA,NA,NA,NA,NA
112217,1.93341,3.49605,-4.64869,NA,NA,NA,-77.55,NA,NA,NA,NA,NA,NA,NA
112514,2.21752,3.62636,-4.11729,NA,NA,NA,NA,NA,NA,-156.774,NA,NA,NA,NA
112741,2.37869,3.50868,-4.62162,-138.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112871,1.64362,1.91842,-4.43514,NA,NA,-32.727,NA,NA,NA,NA,NA,NA,NA,NA
113033,0.245452,1.55704,-4.93559,NA,NA,NA,NA,NA,NA,NA,-169.991,NA,NA,NA
113211,1.50063,2.22519,-4.17093,NA,NA,NA,NA,NA,NA,-87.005,NA,NA,NA,NA
113555,3.64997,1.44616,-4.53527,NA,NA,-107.463,NA,NA,NA,NA,NA,NA,NA,NA
113748,4.03344,3.01735,-4.78881,NA,NA,NA,-153.032,NA,NA,NA,NA,NA,NA,NA
113931,4.01375,2.03667,-4.65689,NA,NA,NA,NA,NA,NA,NA,NA,-214.257,NA,NA
114117,4.5467,0.685205,-4.77694,NA,NA,NA,NA,NA,-247.045,NA,NA,NA,NA,NA
114339,2.68979,1.07766,-4.61808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.432
114491,1.70397,1.61526,-2.8897,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.115,NA
114661,1.33002,1.72753,-3.71638,NA,NA,-34.903,NA,NA,NA,NA,NA,NA,NA,NA
114852,2.42769,1.80863,-4.00387,-64.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115054,2.68534,1.21707,-4.7165,-93.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115320,2.38486,1.59589,-3.84293,NA,NA,NA,NA,NA,NA,-111.063,NA,NA,NA,NA
115543,0.953789,0.771687,-3.03363,NA,NA,NA,NA,NA,NA,NA,-201.583,NA,NA,NA
115688,0.281294,2.30354,-4.48801,NA,-66.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
115982,1.26838,0.177518,-4.50748,NA,-142.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
116177,1.00068,1.69836,-4.26116,-73.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116346,2.12362,0.486345,-3.27023,NA,-95.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
116587,3.28497,0.336584,-4.09692,NA,NA,NA,-114.369,NA,NA,NA,NA,NA,NA,NA
116772,2.0551,2.04836,-3.93229,NA,NA,NA,-12.253,NA,NA,NA,NA,NA,NA,NA
116801,1.52404,2.28408,-4.12408,NA,-17.212,NA,NA,NA,NA,NA,NA,NA,NA,NA
117047,1.53977,1.4247,-4.59272,NA,NA,NA,-7.697,NA,NA,NA,NA,NA,NA,NA
117201,1.95527,1.44939,-4.29079,NA,NA,NA,-2.177,NA,NA,NA,NA,NA,NA,NA
117401,1.47118,2.5551,-3.99403,NA,-28.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
117746,-0.541501,2.66897,-4.67326,NA,-144.391,NA,NA,NA,NA,NA,NA,NA,NA,NA
117809,2.04507,2.5929,-3.6326,NA,NA,-53.83,NA,NA,NA,NA,NA,NA,NA,NA
118052,1.4325,1.35329,-4.26614,NA,NA,NA,-7.315,NA,NA,NA,NA,NA,NA,NA
118398,1.49556,1.04123,-3.87089,NA,NA,-51.552,NA,NA,NA,NA,NA,NA,NA,NA
118446,2.6692,2.3028,-3.35849,-131.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118626,3.48359,2.51769,-4.2908,NA,NA,-96.811,NA,NA,NA,NA,NA,NA,NA,NA
118817,4.10939,0.838194,-4.33727,NA,NA,-149.57,NA,NA,NA,NA,NA,NA,NA,NA
119007,4.63909,0.474034,-3.68255,NA,NA,-240.761,NA,NA,NA,NA,NA,NA,NA,NA
119226,2.50906,1.97205,-4.71627,NA,NA,-42.052,NA,NA,NA,NA,NA,NA,NA,NA
119479,4.13746,3.13765,-4.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-177.119,NA
119784,4.01353,2.40352,-4.68293,NA,NA,NA,-122.036,NA,NA,NA,NA,NA,NA,NA
119986,2.94083,2.36274,-3.84083,NA,NA,NA,NA,-74.011,NA,NA,NA,NA,NA,NA
120190,1.09923,1.41324,-3.85027,NA,NA,NA,-29.811,NA,NA,NA,NA,NA,NA,NA
120367,1.52855,2.41486,-3.46831,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.181,NA
120597,0.658116,1.92587,-3.30479,NA,-63.957,NA,NA,NA,NA,NA,NA,NA,NA,NA
120780,1.51368,0.671042,-3.98731,NA,NA,NA,-55.527,NA,NA,NA,NA,NA,NA,NA
120837,0.911262,1.01992,-2.76106,-146.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121092,2.69258,2.9218,-3.00088,NA,NA,NA,NA,NA,NA,NA,-290.104,NA,NA,NA
121321,2.89621,1.84113,-3.72242,-85.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121504,2.35277,1.90524,-3.96967,NA,NA,NA,-15.289,NA,NA,NA,NA,NA,NA,NA
121786,0.520385,2.93121,-4.45298,NA,-77.287,NA,NA,NA,NA,NA,NA,NA,NA,NA
121809,2.64583,2.67049,-3.1458,-132.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122169,2.42905,3.79883,-3.62984,NA,NA,NA,-125.916,NA,NA,NA,NA,NA,NA,NA
122367,1.68672,4.35197,-4.66237,NA,NA,NA,-156.17,NA,NA,NA,NA,NA,NA,NA
122530,2.01266,3.39257,-4.44567,NA,NA,NA,-68.534,NA,NA,NA,NA,NA,NA,NA
122798,1.91153,2.84281,-3.53177,NA,-59.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
122851,1.58668,2.04029,-3.29079,NA,-44.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
123025,3.54641,2.33171,-4.93859,NA,NA,NA,-85.684,NA,NA,NA,NA,NA,NA,NA
123388,3.8435,0.758439,-3.58801,NA,NA,NA,-136.152,NA,NA,NA,NA,NA,NA,NA
123460,2.73697,0.639332,-4.32326,NA,-68.214,NA,NA,NA,NA,NA,NA,NA,NA,NA
123712,1.8951,2.06077,-4.26574,NA,NA,NA,-7.178,NA,NA,NA,NA,NA,NA,NA
123956,1.64996,2.80215,-4.23071,-73.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124085,0.988885,2.92233,-3.93445,NA,NA,-65.642,NA,NA,NA,NA,NA,NA,NA,NA
124236,1.54486,2.81066,-3.84448,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.859,NA
124479,0.37906,2.67938,-3.78541,NA,-77.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
124730,0.739114,3.2201,-4.12589,NA,-86.882,NA,NA,NA,NA,NA,NA,NA,NA,NA
124897,0.0102738,2.14747,-4.49889,NA,NA,NA,-80.581,NA,NA,NA,NA,NA,NA,NA
125175,0.668678,1.25273,-4.56149,NA,-55.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
125346,1.16259,2.93255,-4.24999,NA,NA,NA,-46.736,NA,NA,NA,NA,NA,NA,NA
125511,1.58331,2.28973,-3.05008,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.021,NA
125628,0.733438,2.71548,-3.5038,NA,NA,NA,NA,-87.733,NA,NA,NA,NA,NA,NA
125951,-0.897876,4.18574,-3.64693,NA,NA,NA,NA,-350.455,NA,NA,NA,NA,NA,NA
126009,-0.12021,3.76865,-3.86027,NA,-179.939,NA,NA,NA,NA,NA,NA,NA,NA,NA
126287,1.14041,3.54604,-3.8373,NA,-94.756,NA,NA,NA,NA,NA,NA,NA,NA,NA
126463,-0.286188,1.83789,-4.71209,NA,NA,NA,-108.254,NA,NA,NA,NA,NA,NA,NA
126632,0.753414,2.49726,-4.45206,NA,NA,-65.469,NA,NA,NA,NA,NA,NA,NA,NA
126901,1.02255,2.28346,-4.20191,NA,-32.283,NA,NA,NA,NA,NA,NA,NA,NA,NA
127166,0.268105,1.39805,-4.28734,NA,NA,NA,-75.61,NA,NA,NA,NA,NA,NA,NA
127240,1.55007,2.5398,-4.92486,NA,-31.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
127554,1.98782,2.28442,-4.59449,NA,NA,-41.501,NA,NA,NA,NA,NA,NA,NA,NA
127607,1.19673,1.95382,-4.19576,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.644,NA
127988,3.13791,2.15717,-4.11914,NA,-55.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
128067,2.50719,2.52055,-3.19863,NA,NA,NA,-70.583,NA,NA,NA,NA,NA,NA,NA
128343,2.30442,2.43184,-3.87903,NA,NA,NA,-28.76,NA,NA,NA,NA,NA,NA,NA
128460,2.12813,3.0558,-4.42813,NA,-49.902,NA,NA,NA,NA,NA,NA,NA,NA,NA
128786,3.63193,1.49872,-4.12906,NA,-91.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
128896,1.43519,1.46042,-4.27696,NA,NA,NA,-5.825,NA,NA,NA,NA,NA,NA,NA
129136,2.25566,0.533121,-4.66418,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.42,NA
129217,2.10736,0.161633,-4.56596,NA,NA,NA,NA,-137.902,NA,NA,NA,NA,NA,NA
129538,1.35575,1.29021,-3.95415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.357
129717,-0.251113,2.58041,-3.79939,NA,NA,NA,NA,-170.938,NA,NA,NA,NA,NA,NA
129856,0.555001,1.53919,-4.24468,NA,NA,NA,NA,-72.171,NA,NA,NA,NA,NA,NA
130016,1.57054,1.90659,-4.64479,NA,NA,NA,NA,-38.601,NA,NA,NA,NA,NA,NA
130377,1.96889,1.10128,-4.43942,NA,NA,NA,NA,-43.929,NA,NA,NA,NA,NA,NA
130482,2.74095,1.79239,-4.22828,NA,NA,NA,NA,-48.924,NA,NA,NA,NA,NA,NA
130743,3.08126,1.64454,-4.94153,NA,NA,-72.741,NA,NA,NA,NA,NA,NA,NA,NA
130832,3.26123,3.30021,-4.418,NA,NA,NA,NA,-127.167,NA,NA,NA,NA,NA,NA
131156,1.81483,3.67688,-3.3749,NA,NA,NA,-114.514,NA,NA,NA,NA,NA,NA,NA
131225,1.47944,3.8424,-3.80716,NA,-118.264,NA,NA,NA,NA,NA,NA,NA,NA,NA
131423,2.59946,2.41832,-2.92469,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.714,NA
131753,2.16393,2.72897,-3.21785,NA,NA,NA,NA,-79.046,NA,NA,NA,NA,NA,NA
131869,0.311008,1.93722,-2.81918,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.921,NA
132020,1.3668,1.90288,-2.68204,-125.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132343,1.73807,1.60534,-4.74798,NA,NA,-40.715,NA,NA,NA,NA,NA,NA,NA,NA
132565,3.14457,1.17394,-4.65483,NA,NA,NA,NA,NA,NA,-151.877,NA,NA,NA,NA
132643,3.05848,1.58502,-4.47165,NA,NA,NA,NA,NA,NA,NA,-163.184,NA,NA,NA
132881,1.8836,2.16334,-4.25283,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.546,NA
133018,1.92814,1.45313,-4.58359,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.605,NA
133322,1.96008,1.11139,-4.71353,NA,-25.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
133532,1.76424,2.15789,-4.92114,NA,-25.634,NA,NA,NA,NA,NA,NA,NA,NA,NA
133669,1.11169,1.38551,-4.91861,NA,NA,NA,NA,NA,NA,NA,-138.795,NA,NA,NA
133882,0.561292,2.60991,-4.50207,NA,NA,NA,NA,NA,NA,-121.198,NA,NA,NA,NA
134071,1.07601,2.25691,-4.72056,-82.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134361,-0.142668,2.09769,-4.86304,NA,NA,NA,NA,NA,NA,-161.867,NA,NA,NA,NA
134598,2.10116,2.74733,-4.87375,NA,NA,NA,NA,NA,NA,-134.089,NA,NA,NA,NA
134707,1.92472,3.52499,-4.14114,-121.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134981,2.47016,2.33605,-3.13287,NA,-69.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
135135,2.34987,1.02331,-3.56193,NA,-50.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
135206,1.04083,1.49938,-4.14245,-64.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135451,0.874351,1.92818,-4.48695,NA,-37.122,NA,NA,NA,NA,NA,NA,NA,NA,NA
135763,0.919518,1.52082,-4.05767,NA,-37.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
135989,1.10564,1.89769,-4.3066,NA,NA,-29.226,NA,NA,NA,NA,NA,NA,NA,NA
136099,2.52058,2.11857,-3.45381,-95.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136328,2.27848,1.67519,-2.45541,NA,-128.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
136576,0.361754,1.27934,-3.37226,NA,-93.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
136645,1.49839,2.14973,-3.25815,-68.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136935,2.97966,1.28368,-4.78706,NA,NA,-58.436,NA,NA,NA,NA,NA,NA,NA,NA
137090,0.734418,0.443553,-4.90469,NA,NA,NA,NA,NA,NA,NA,NA,NA,-166.898,NA
137228,0.879288,0.465274,-4.58613,NA,NA,NA,NA,-154.904,NA,NA,NA,NA,NA,NA
137409,1.21034,0.446353,-4.13155,NA,NA,-104.012,NA,NA,NA,NA,NA,NA,NA,NA
137614,-0.131362,1.26105,-4.26844,NA,NA,-121.427,NA,NA,NA,NA,NA,NA,NA,NA
137918,2.42915,1.6189,-3.25928,NA,NA,-80.572,NA,NA,NA,NA,NA,NA,NA,NA
138006,2.0113,1.53247,-4.26607,-45.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138247,0.991467,1.56866,-3.52912,NA,NA,NA,-42.52,NA,NA,NA,NA,NA,NA,NA
138412,1.51762,2.30252,-3.05451,NA,-62.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
138645,3.19357,1.51613,-3.45551,-125.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138969,1.89438,1.33658,-4.61595,NA,-21.258,NA,NA,NA,NA,NA,NA,NA,NA,NA
139069,1.88164,0.838629,-4.27052,NA,NA,-48.594,NA,NA,NA,NA,NA,NA,NA,NA
139224,0.881117,1.08781,-3.93059,NA,NA,-74.732,NA,NA,NA,NA,NA,NA,NA,NA
139406,-0.0756757,0.596668,-4.80497,NA,NA,-182.091,NA,NA,NA,NA,NA,NA,NA,NA
139651,0.433478,1.55237,-4.54101,-92.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139957,0.932348,1.62564,-4.40858,-72.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140014,0.995534,1.81334,-4.80811,NA,NA,NA,NA,NA,NA,-93.082,NA,NA,NA,NA
140288,0.52803,2.2538,-4.36807,NA,NA,NA,NA,NA,NA,-143.256,NA,NA,NA,NA
140450,2.42521,1.47307,-3.17467,-95.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140722,1.47316,1.64275,-4.85469,NA,NA,NA,NA,NA,NA,-104.204,NA,NA,NA,NA
140849,1.32652,1.68647,-3.68121,-60.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141172,1.72437,2.65791,-3.93519,NA,NA,NA,-30.47,NA,NA,NA,NA,NA,NA,NA
141306,2.61062,1.23847,-3.48416,NA,NA,NA,-48.788,NA,NA,NA,NA,NA,NA,NA
141571,2.15928,0.718879,-4.35176,NA,NA,NA,-40.16,NA,NA,NA,NA,NA,NA,NA
141603,1.84921,1.0983,-3.69418,NA,-28.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
141899,2.53036,2.45503,-4.54618,-78.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142043,2.45636,2.23298,-4.29596,NA,NA,-48.776,NA,NA,NA,NA,NA,NA,NA,NA
142275,2.36816,3.15922,-4.20408,NA,NA,-90.802,NA,NA,NA,NA,NA,NA,NA,NA
142531,1.81452,2.77186,-3.81839,NA,NA,-67.13,NA,NA,NA,NA,NA,NA,NA,NA
142609,1.33527,1.54341,-4.53775,-62.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142906,1.56593,3.36486,-4.85477,NA,NA,NA,-71.036,NA,NA,NA,NA,NA,NA,NA
143132,0.617501,4.26528,-4.4889,NA,NA,-202.593,NA,NA,NA,NA,NA,NA,NA,NA
143391,-0.0799723,3.33796,-4.53028,NA,NA,NA,NA,NA,NA,-209.176,NA,NA,NA,NA
143477,0.258003,0.949814,-4.92492,-131.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143703,1.61695,0.0642127,-4.56255,NA,NA,NA,-149.154,NA,NA,NA,NA,NA,NA,NA
143858,2.37375,1.3417,-4.53647,NA,-20.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
144078,3.37468,1.93149,-4.93859,NA,NA,NA,-66.857,NA,NA,NA,NA,NA,NA,NA
144343,2.49442,1.9414,-4.40327,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.864,NA
144494,2.67227,1.95765,-3.68792,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.865,NA
144635,2.9379,1.27125,-4.64972,NA,-42.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
144974,3.24859,0.891895,-4.49749,NA,NA,NA,-74.562,NA,NA,NA,NA,NA,NA,NA
145125,0.992378,-0.0140821,-4.74808,NA,-214.784,NA,NA,NA,NA,NA,NA,NA,NA,NA
145374,2.07114,1.06331,-4.41767,NA,NA,NA,NA,-56.424,NA,NA,NA,NA,NA,NA
145585,1.51981,0.714755,-4.76641,NA,NA,NA,-53.114,NA,NA,NA,NA,NA,NA,NA
145609,1.31816,1.2193,-3.79501,-67.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145803,2.11566,3.40918,-4.06863,NA,NA,NA,NA,-90.691,NA,NA,NA,NA,NA,NA
146063,2.44093,3.66021,-4.82946,NA,NA,NA,-102.006,NA,NA,NA,NA,NA,NA,NA
146394,2.27603,3.16018,-4.97812,NA,NA,NA,NA,NA,-99.284,NA,NA,NA,NA,NA
146563,1.43246,2.78728,-4.97839,NA,NA,NA,NA,-69.072,NA,NA,NA,NA,NA,NA
146635,2.06945,3.00516,-4.51439,NA,NA,NA,NA,NA,-84.652,NA,NA,NA,NA,NA
146933,2.00202,1.41071,-4.6439,NA,NA,NA,NA,-39.159,NA,NA,NA,NA,NA,NA
147113,2.10682,1.44993,-3.56024,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.159,NA
147307,2.64287,1.99444,-2.73023,NA,NA,-143.775,NA,NA,NA,NA,NA,NA,NA,NA
147442,1.23472,1.48031,-2.82313,NA,NA,-87.444,NA,NA,NA,NA,NA,NA,NA,NA
147701,1.66801,1.3318,-3.11994,NA,NA,NA,NA,NA,NA,-111.762,NA,NA,NA,NA
147929,0.979824,2.40841,-3.85835,NA,NA,-58.322,NA,NA,NA,NA,NA,NA,NA,NA
148180,1.29578,2.50343,-3.94715,NA,NA,NA,NA,NA,NA,-121.052,NA,NA,NA,NA
148365,1.54233,1.8287,-4.27097,-45.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148500,1.00859,2.0603,-4.02468,NA,NA,NA,NA,NA,NA,-86.613,NA,NA,NA,NA
148633,1.15382,2.61022,-4.54592,NA,NA,-46.626,NA,NA,NA,NA,NA,NA,NA,NA
148923,0.873675,2.17867,-4.4337,-64.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149072,0.404755,3.0073,-3.15939,NA,NA,-129.512,NA,NA,NA,NA,NA,NA,NA,NA
149251,-0.00627528,3.67626,-4.83652,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.971,NA
149406,-0.46935,2.59229,-4.57382,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.174,NA
149696,1.21118,2.21365,-4.07304,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.381,NA
149801,1.71753,2.16022,-3.40157,NA,NA,NA,-30.972,NA,NA,NA,NA,NA,NA,NA
150010,1.32969,1.43387,-4.54682,NA,-18.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
150393,0.808006,1.29626,-4.77146,NA,NA,NA,-44.412,NA,NA,NA,NA,NA,NA,NA
150564,0.912705,2.06935,-4.13453,NA,-32.664,NA,NA,NA,NA,NA,NA,NA,NA,NA
150761,2.67682,1.96994,-4.05898,NA,NA,NA,-26.545,NA,NA,NA,NA,NA,NA,NA
150866,3.52089,1.97202,-3.83729,-156.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151187,1.50796,2.81224,-4.26446,NA,NA,NA,NA,NA,NA,-106.873,NA,NA,NA,NA
151361,2.16757,1.96965,-4.56158,NA,NA,NA,NA,NA,NA,-98.071,NA,NA,NA,NA
151572,2.12181,0.962949,-4.954,NA,NA,NA,-36.647,NA,NA,NA,NA,NA,NA,NA
151763,1.35076,0.41937,-3.8561,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.311,NA
151942,2.00751,0.766648,-4.62502,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.84,NA
152125,1.85002,0.675999,-4.69171,NA,NA,NA,-53.122,NA,NA,NA,NA,NA,NA,NA
152367,1.62863,2.05324,-4.31007,NA,NA,-22.272,NA,NA,NA,NA,NA,NA,NA,NA
152556,1.82345,2.90779,-3.87395,NA,NA,NA,NA,-61.23,NA,NA,NA,NA,NA,NA
152663,1.05776,2.02647,-4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.789,NA
152991,-0.441943,1.23995,-4.20073,NA,NA,NA,NA,-185.013,NA,NA,NA,NA,NA,NA
153197,0.658001,1.65085,-4.22569,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.619,NA
153256,1.54547,2.15743,-4.95414,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.78,NA
153469,0.611292,1.16976,-3.80885,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.654,NA
153670,0.814985,0.470887,-3.64009,NA,-139.518,NA,NA,NA,NA,NA,NA,NA,NA,NA
