id,x0,x1,x2,fitness-3.5,fitness-4,fitness-2.5,fitness-2,fitness-1,fitness-1.5,fitness-3,fitness-4.5,fitness-0.5,fitness-5
108907,1.48246,2.20398,-4.07168,NA,NA,NA,-15.228,NA,NA,NA,NA,NA,NA
109048,1.02682,1.67236,-2.64715,NA,NA,NA,NA,NA,NA,-91.549,NA,NA,NA
109354,1.88814,2.10394,-3.93172,NA,NA,-11.397,NA,NA,NA,NA,NA,NA,NA
109401,1.4885,2.99033,-3.90257,NA,NA,-48.237,NA,NA,NA,NA,NA,NA,NA
109664,1.09078,1.68096,-4.48973,-35.066,NA,NA,NA,NA,NA,NA,NA,NA,NA
109811,1.60603,2.20914,-4.32959,NA,-66.955,NA,NA,NA,NA,NA,NA,NA,NA
110015,1.1057,1.88258,-4.36065,NA,-49.427,NA,NA,NA,NA,NA,NA,NA,NA
110342,1.90172,1.99639,-4.90914,-32.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
110437,1.34829,1.75021,-4.19014,NA,NA,-7.503,NA,NA,NA,NA,NA,NA,NA
110601,1.87178,3.18557,-3.82807,NA,NA,-60.719,NA,NA,NA,NA,NA,NA,NA
110820,1.54885,3.12647,-3.94638,NA,NA,NA,NA,NA,NA,-59.708,NA,NA,NA
111019,2.35903,1.49734,-4.85533,NA,NA,NA,NA,NA,NA,NA,-99.001,NA,NA
111283,3.47479,0.810897,-4.82293,NA,NA,NA,NA,NA,NA,NA,-180.494,NA,NA
111579,2.93692,0.248046,-4.82331,-122.569,NA,NA,NA,NA,NA,NA,NA,NA,NA
111691,2.79357,2.36925,-4.93197,-64.746,NA,NA,NA,NA,NA,NA,NA,NA,NA
111899,2.76638,2.32349,-4.94647,NA,NA,-42.119,NA,NA,NA,NA,NA,NA,NA
112045,1.87342,2.78243,-4.93673,NA,NA,-38.559,NA,NA,NA,NA,NA,NA,NA
112270,2.19942,3.25681,-4.61079,NA,NA,-63.933,NA,NA,NA,NA,NA,NA,NA
112572,1.63304,3.24373,-3.84839,NA,NA,NA,-71.497,NA,NA,NA,NA,NA,NA
112631,0.621157,2.10655,-2.96636,NA,NA,NA,NA,NA,-120.707,NA,NA,NA,NA
112922,-0.0276256,1.83296,-3.21446,NA,NA,-116.892,NA,NA,NA,NA,NA,NA,NA
113187,0.852994,2.27024,-3.54133,NA,NA,NA,NA,NA,NA,-54.487,NA,NA,NA
113387,1.79083,1.45945,-3.54246,NA,NA,NA,-24.867,NA,NA,NA,NA,NA,NA
113575,1.92124,1.45738,-4.88209,NA,NA,NA,NA,NA,-36.251,NA,NA,NA,NA
113668,2.78804,1.78885,-4.96819,NA,NA,NA,NA,NA,NA,-42.37,NA,NA,NA
113878,3.95074,1.52185,-3.97542,NA,NA,NA,NA,NA,NA,-119.795,NA,NA,NA
114113,2.8244,1.88684,-4.59496,NA,NA,NA,NA,NA,NA,-32.755,NA,NA,NA
114348,3.51924,1.60201,-4.25057,NA,NA,NA,NA,NA,NA,-72.345,NA,NA,NA
114484,1.60816,1.50394,-3.87217,NA,NA,NA,NA,NA,-32.749,NA,NA,NA,NA
114721,1.93173,0.706891,-3.55073,NA,NA,NA,NA,NA,-96.579,NA,NA,NA,NA
114903,2.16848,1.56011,-4.53184,NA,NA,NA,NA,NA,-22.321,NA,NA,NA,NA
115147,2.17583,2.33406,-4.1221,NA,NA,NA,NA,NA,NA,-20.947,NA,NA,NA
115301,1.16215,2.25113,-4.38595,-34.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
115529,0.260261,1.31792,-4.3726,NA,NA,-80.451,NA,NA,NA,NA,NA,NA,NA
115690,1.05488,1.47579,-4.94663,NA,NA,NA,-38.454,NA,NA,NA,NA,NA,NA
115854,0.894258,2.59608,-4.92391,NA,NA,NA,-50.953,NA,NA,NA,NA,NA,NA
116192,1.65067,2.76162,-4.13306,NA,NA,NA,NA,NA,NA,NA,NA,-108.633,NA
116219,1.75579,1.95632,-4.11551,NA,NA,NA,NA,-73.425,NA,NA,NA,NA,NA
116431,0.981742,1.35362,-4.25195,NA,NA,NA,NA,-85.645,NA,NA,NA,NA,NA
116654,1.75964,2.16192,-4.60344,NA,NA,NA,NA,NA,-25.783,NA,NA,NA,NA
116884,1.93452,2.11892,-4.01236,NA,NA,NA,NA,NA,NA,-22.794,NA,NA,NA
117168,1.71566,1.65023,-3.73757,NA,NA,-12.662,NA,NA,NA,NA,NA,NA,NA
117252,2.86531,1.88937,-4.79023,NA,NA,NA,NA,NA,NA,-46.237,NA,NA,NA
117562,2.41424,1.48847,-4.15339,-30.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
117659,2.31828,1.91993,-3.82083,-36.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
117925,2.01883,0.962975,-3.75395,NA,NA,NA,NA,NA,NA,-37.636,NA,NA,NA
118169,2.56243,1.63555,-3.97754,NA,NA,NA,NA,NA,NA,-33.057,NA,NA,NA
118273,2.3171,1.58936,-4.31568,NA,NA,-10.462,NA,NA,NA,NA,NA,NA,NA
118437,1.98433,2.80269,-4.58083,NA,NA,-34.571,NA,NA,NA,NA,NA,NA,NA
118729,2.60008,2.86229,-4.46316,NA,NA,NA,NA,NA,NA,-57.618,NA,NA,NA
118908,2.57293,2.36441,-4.50314,NA,-77.246,NA,NA,NA,NA,NA,NA,NA,NA
119164,1.02917,1.13132,-4.5834,-52.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
119268,1.85201,1.34138,-3.52345,NA,NA,NA,NA,NA,NA,-32,NA,NA,NA
119416,2.15859,0.345315,-4.19692,NA,NA,-86.935,NA,NA,NA,NA,NA,NA,NA
119701,1.65167,2.20617,-3.74961,NA,NA,NA,NA,NA,-46.869,NA,NA,NA,NA
119806,1.59075,2.15774,-4.36389,NA,NA,NA,-22.454,NA,NA,NA,NA,NA,NA
120063,2.05114,1.75681,-4.4845,NA,-44.934,NA,NA,NA,NA,NA,NA,NA,NA
120221,1.47273,1.11766,-4.70731,NA,NA,NA,NA,NA,NA,-32.821,NA,NA,NA
120556,2.1816,0.986157,-4.73341,NA,NA,NA,NA,NA,-52.602,NA,NA,NA,NA
120686,1.06012,1.38027,-3.60813,NA,NA,NA,NA,NA,-78.298,NA,NA,NA,NA
120939,1.46364,1.59525,-4.1911,NA,NA,NA,-13.775,NA,NA,NA,NA,NA,NA
121087,1.72234,1.7209,-3.15734,NA,NA,NA,NA,NA,NA,-42.967,NA,NA,NA
121358,1.52792,1.23559,-3.55793,NA,NA,NA,-36.985,NA,NA,NA,NA,NA,NA
121452,1.42003,2.26076,-3.69602,NA,-61.861,NA,NA,NA,NA,NA,NA,NA,NA
121770,2.72803,1.31422,-3.51767,NA,NA,NA,NA,NA,NA,-59.291,NA,NA,NA
121824,1.92743,2.23533,-3.95917,NA,-56.9,NA,NA,NA,NA,NA,NA,NA,NA
122172,1.82845,2.04774,-4.17449,-20.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
122311,1.91591,2.22074,-4.96776,-36.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
122448,1.74874,1.57655,-4.18678,NA,NA,-0.728,NA,NA,NA,NA,NA,NA,NA
122601,1.2592,1.42023,-3.42195,NA,NA,NA,-42.782,NA,NA,NA,NA,NA,NA
122939,1.86293,2.10311,-4.82052,NA,NA,-13.914,NA,NA,NA,NA,NA,NA,NA
123137,1.71881,1.87656,-4.33432,NA,NA,-2.529,NA,NA,NA,NA,NA,NA,NA
123252,2.37203,1.1318,-4.02048,NA,NA,NA,-25.729,NA,NA,NA,NA,NA,NA
123441,0.759558,1.89151,-4.21477,NA,NA,NA,NA,NA,NA,-43.055,NA,NA,NA
123671,2.13736,2.40366,-4.57683,NA,NA,NA,NA,NA,-33.126,NA,NA,NA,NA
123812,2.2269,1.90228,-4.6463,NA,NA,NA,-21.205,NA,NA,NA,NA,NA,NA
124103,2.51128,1.13822,-4.65395,NA,NA,NA,-33.783,NA,NA,NA,NA,NA,NA
124325,1.61247,0.846147,-4.15687,NA,NA,-32.911,NA,NA,NA,NA,NA,NA,NA
124408,1.55182,1.87998,-4.71989,NA,NA,NA,-22.042,NA,NA,NA,NA,NA,NA
124631,2.25992,0.946022,-4.71121,NA,NA,NA,NA,NA,NA,-37.314,NA,NA,NA
124879,2.41215,0.984985,-4.00338,NA,NA,-34.759,NA,NA,NA,NA,NA,NA,NA
125024,1.78493,1.48319,-4.6517,NA,NA,NA,NA,NA,NA,-6.98,NA,NA,NA
125257,1.68308,1.57641,-4.33937,NA,NA,-0.646,NA,NA,NA,NA,NA,NA,NA
125494,1.65869,1.85524,-4.89343,NA,NA,-13.094,NA,NA,NA,NA,NA,NA,NA
125706,1.7816,2.00219,-3.8653,NA,NA,NA,NA,NA,NA,-16.05,NA,NA,NA
125851,1.61081,2.08941,-4.35845,NA,NA,NA,-11.7,NA,NA,NA,NA,NA,NA
126060,0.613086,1.67734,-4.81052,NA,NA,NA,NA,NA,-74.535,NA,NA,NA,NA
126348,0.359495,3.01229,-4.70485,NA,NA,NA,-89.693,NA,NA,NA,NA,NA,NA
126463,1.91569,1.96203,-4.35056,NA,NA,NA,NA,NA,NA,-7.701,NA,NA,NA
126727,1.27444,0.688863,-4.97115,NA,NA,NA,NA,NA,NA,-74.469,NA,NA,NA
126864,1.10948,2.19882,-4.81889,NA,NA,NA,-34.133,NA,NA,NA,NA,NA,NA
127155,2.8575,1.40066,-4.63356,NA,NA,NA,NA,NA,-50.66,NA,NA,NA,NA
127290,3.21051,1.49102,-3.70528,NA,NA,-64.721,NA,NA,NA,NA,NA,NA,NA
127512,2.25232,1.45065,-4.50632,NA,NA,NA,NA,NA,NA,-11.909,NA,NA,NA
127765,2.31191,1.71695,-3.92076,NA,NA,NA,-27.939,NA,NA,NA,NA,NA,NA
127802,3.13524,2.21268,-4.56886,NA,NA,NA,NA,NA,NA,-53.739,NA,NA,NA
128160,2.95912,0.528053,-4.29551,NA,NA,NA,NA,NA,NA,-82.682,NA,NA,NA
128367,2.36683,1.28505,-4.88951,NA,NA,NA,-30.401,NA,NA,NA,NA,NA,NA
128484,2.12656,2.35058,-4.18895,NA,NA,NA,NA,NA,-32.364,NA,NA,NA,NA
128656,2.4862,2.06399,-4.79518,NA,NA,NA,NA,NA,NA,-25.724,NA,NA,NA
128999,1.52002,1.49171,-4.46921,-26.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
129006,1.19803,2.05718,-4.98192,-41.401,NA,NA,NA,NA,NA,NA,NA,NA,NA
129334,1.88022,1.60072,-4.63012,NA,NA,-5.191,NA,NA,NA,NA,NA,NA,NA
129514,1.94644,3.23206,-4.74801,NA,NA,NA,NA,NA,-84.189,NA,NA,NA,NA
129613,1.7109,2.44744,-4.33015,NA,NA,NA,NA,NA,-44.612,NA,NA,NA,NA
129998,2.27397,1.67141,-4.53706,NA,NA,NA,NA,NA,-45.688,NA,NA,NA,NA
130078,2.50344,1.47949,-3.39213,NA,NA,NA,-45.611,NA,NA,NA,NA,NA,NA
130222,2.23103,1.44518,-2.82671,NA,NA,-72.59,NA,NA,NA,NA,NA,NA,NA
130493,1.35389,1.55398,-3.76477,NA,NA,-16.777,NA,NA,NA,NA,NA,NA,NA
130694,-0.452279,1.86051,-4.99995,NA,NA,NA,-132.073,NA,NA,NA,NA,NA,NA
130984,0.550689,2.47056,-4.17511,NA,NA,NA,-57.786,NA,NA,NA,NA,NA,NA
131197,0.778925,2.27913,-4.20433,NA,NA,-36.171,NA,NA,NA,NA,NA,NA,NA
131227,1.13118,1.37501,-4.62311,NA,NA,NA,NA,NA,-45.529,NA,NA,NA,NA
131439,1.2846,0.955205,-4.24851,NA,NA,NA,-37.843,NA,NA,NA,NA,NA,NA
131660,2.13004,2.22392,-3.78528,NA,NA,NA,-29.662,NA,NA,NA,NA,NA,NA
131863,2.45954,2.23098,-4.44723,NA,NA,NA,NA,NA,NA,-27.964,NA,NA,NA
132178,2.05998,1.82572,-4.00474,NA,NA,NA,NA,-58.838,NA,NA,NA,NA,NA
132293,1.77701,2.31106,-4.62372,NA,NA,-14.774,NA,NA,NA,NA,NA,NA,NA
132486,1.97438,2.85247,-4.37319,NA,NA,-36.221,NA,NA,NA,NA,NA,NA,NA
132738,2.57629,2.40872,-4.99685,NA,NA,NA,NA,NA,-63.104,NA,NA,NA,NA
132944,3.41278,0.903571,-4.53385,NA,NA,NA,NA,NA,-106.045,NA,NA,NA,NA
133064,1.34022,1.78915,-4.53469,NA,NA,NA,NA,NA,-33.675,NA,NA,NA,NA
133377,1.94054,1.38104,-4.64758,NA,NA,-6.708,NA,NA,NA,NA,NA,NA,NA
133459,1.46526,1.29596,-4.79054,NA,NA,-16.923,NA,NA,NA,NA,NA,NA,NA
133667,2.05734,1.60264,-4.84265,NA,NA,-10.735,NA,NA,NA,NA,NA,NA,NA
133860,1.6617,2.04594,-4.51135,-27.019,NA,NA,NA,NA,NA,NA,NA,NA,NA
134114,0.677481,2.23732,-3.51367,NA,NA,NA,NA,NA,NA,-58.735,NA,NA,NA
134277,1.95208,2.53337,-3.44471,NA,NA,NA,NA,NA,-58.305,NA,NA,NA,NA
134467,1.87924,2.72769,-3.12138,NA,NA,NA,NA,NA,-94.734,NA,NA,NA,NA
134692,1.97154,2.24126,-4.14725,NA,NA,NA,-21.588,NA,NA,NA,NA,NA,NA
134802,2.627,2.60621,-4.37635,NA,NA,NA,NA,NA,NA,-46.418,NA,NA,NA
135009,2.11056,2.21555,-3.43916,-51.991,NA,NA,NA,NA,NA,NA,NA,NA,NA
135327,2.21128,0.72879,-4.77401,NA,NA,NA,NA,NA,NA,-54.015,NA,NA,NA
135440,2.36864,0.652644,-4.05098,NA,-80.363,NA,NA,NA,NA,NA,NA,NA,NA
135699,1.51923,1.03091,-4.91829,NA,NA,NA,-36.508,NA,NA,NA,NA,NA,NA
135949,2.563,2.2468,-3.86175,NA,NA,-31.644,NA,NA,NA,NA,NA,NA,NA
136059,2.80168,3.32926,-4.63501,-99.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
136362,3.33332,1.80672,-4.1699,NA,NA,NA,NA,NA,-69.478,NA,NA,NA,NA
136548,1.56892,2.54359,-4.91527,NA,NA,NA,-30.613,NA,NA,NA,NA,NA,NA
136697,1.00293,2.71677,-4.4921,NA,NA,NA,-46.848,NA,NA,NA,NA,NA,NA
136820,0.976651,1.61678,-4.90056,NA,NA,NA,NA,NA,-52.077,NA,NA,NA,NA
137040,2.50029,1.07979,-4.50342,NA,NA,NA,-34.893,NA,NA,NA,NA,NA,NA
137226,1.4901,0.911553,-3.46299,NA,-111.59,NA,NA,NA,NA,NA,NA,NA,NA
137432,1.61178,0.332591,-4.66029,NA,NA,NA,NA,NA,NA,-94.45,NA,NA,NA
137627,2.28336,2.0513,-4.88902,NA,NA,NA,NA,NA,NA,-30.51,NA,NA,NA
137924,2.53114,2.49015,-4.599,NA,NA,-32.547,NA,NA,NA,NA,NA,NA,NA
138064,1.79491,2.69965,-4.88337,NA,NA,NA,NA,NA,NA,-42.377,NA,NA,NA
138334,1.20695,1.76385,-4.33491,NA,NA,-12.42,NA,NA,NA,NA,NA,NA,NA
138489,2.70687,0.839534,-3.58069,NA,NA,NA,NA,NA,-84.133,NA,NA,NA,NA
138721,2.07,3.50299,-4.17652,NA,NA,NA,-83.091,NA,NA,NA,NA,NA,NA
138902,2.61943,3.36196,-4.68631,NA,NA,NA,NA,NA,NA,-88.174,NA,NA,NA
139107,3.11769,2.58952,-4.77272,NA,NA,NA,NA,NA,NA,-70.095,NA,NA,NA
139258,1.00124,2.82827,-4.33368,NA,NA,NA,NA,NA,-75.872,NA,NA,NA,NA
139467,1.75148,2.80593,-3.92137,NA,NA,NA,NA,NA,-63.426,NA,NA,NA,NA
139760,2.44922,1.93124,-3.73669,NA,NA,-25.377,NA,NA,NA,NA,NA,NA,NA
139991,2.48302,1.3599,-3.96298,NA,NA,-21.973,NA,NA,NA,NA,NA,NA,NA
140176,2.11854,2.04618,-4.56755,NA,NA,-11.204,NA,NA,NA,NA,NA,NA,NA
140376,1.61174,2.09725,-4.86381,NA,NA,NA,NA,NA,NA,-16.845,NA,NA,NA
140589,1.67838,2.07874,-4.51141,NA,NA,NA,-14.835,NA,NA,NA,NA,NA,NA
140724,1.31212,2.3466,-3.97271,NA,NA,-22.584,NA,NA,NA,NA,NA,NA,NA
140981,2.11769,2.176,-4.36314,-40.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
141165,1.74733,1.58086,-4.98822,NA,NA,NA,NA,NA,NA,-25.671,NA,NA,NA
141336,2.9283,1.15176,-4.42354,NA,NA,NA,NA,NA,NA,-52.518,NA,NA,NA
141485,2.28507,2.16255,-4.22226,NA,NA,NA,NA,NA,NA,-18.279,NA,NA,NA
141717,1.16051,2.35958,-4.38354,-46.481,NA,NA,NA,NA,NA,NA,NA,NA,NA
141886,1.45733,2.12175,-4.63389,NA,NA,-12.608,NA,NA,NA,NA,NA,NA,NA
142131,1.9613,2.24115,-4.31965,NA,-45.53,NA,NA,NA,NA,NA,NA,NA,NA
142373,2.91082,2.31876,-4.18321,NA,NA,NA,NA,NA,NA,-54.899,NA,NA,NA
142495,2.69339,2.82352,-4.1001,NA,NA,-53.371,NA,NA,NA,NA,NA,NA,NA
142688,2.18658,3.27222,-4.89196,NA,NA,-68.081,NA,NA,NA,NA,NA,NA,NA
142844,1.8487,1.49749,-4.61936,NA,NA,-4.226,NA,NA,NA,NA,NA,NA,NA
143001,1.17141,2.17565,-4.60352,NA,NA,NA,-23.341,NA,NA,NA,NA,NA,NA
143282,1.11564,1.70975,-4.98379,NA,NA,NA,NA,NA,-42.73,NA,NA,NA,NA
143479,0.925727,3.01691,-4.82827,NA,NA,NA,-68.36,NA,NA,NA,NA,NA,NA
143701,1.29873,2.13456,-4.20885,NA,NA,NA,NA,NA,NA,-16.059,NA,NA,NA
143962,1.7529,1.0831,-2.42218,NA,NA,-117.544,NA,NA,NA,NA,NA,NA,NA
144136,0.821129,1.40143,-3.18281,NA,NA,-72.09,NA,NA,NA,NA,NA,NA,NA
144365,3.37982,1.07956,-3.52974,NA,NA,-92.152,NA,NA,NA,NA,NA,NA,NA
144410,3.26139,2.46129,-4.95451,NA,NA,NA,NA,NA,NA,-78.161,NA,NA,NA
144724,2.56125,2.53911,-4.40852,-64.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
144996,2.07476,2.45645,-4.25857,NA,NA,NA,NA,NA,NA,-25.077,NA,NA,NA
145155,2.9288,2.61772,-4.90069,NA,NA,NA,-59.513,NA,NA,NA,NA,NA,NA
145225,0.967569,2.17214,-4.80844,NA,NA,NA,NA,NA,NA,-35.335,NA,NA,NA
145528,0.970877,2.44664,-4.43375,NA,NA,-32.683,NA,NA,NA,NA,NA,NA,NA
145670,0.422373,2.16527,-4.69647,NA,NA,NA,NA,NA,NA,-58.596,NA,NA,NA
145915,1.51731,1.71611,-3.9314,NA,NA,NA,-9.952,NA,NA,NA,NA,NA,NA
146090,3.30611,1.50785,-3.55586,NA,NA,NA,NA,NA,-96.118,NA,NA,NA,NA
146281,2.30399,1.05526,-4.10273,NA,NA,-23.745,NA,NA,NA,NA,NA,NA,NA
146402,2.33595,2.26269,-4.32396,NA,NA,NA,-23.706,NA,NA,NA,NA,NA,NA
146700,1.09098,1.74911,-4.50224,NA,NA,NA,NA,NA,-34.649,NA,NA,NA,NA
146980,1.83512,2.12136,-4.14079,NA,NA,-8.639,NA,NA,NA,NA,NA,NA,NA
147198,2.03022,2.6021,-3.81393,NA,NA,NA,NA,NA,NA,-43.331,NA,NA,NA
147277,2.68675,2.21067,-4.32231,-52.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
147545,1.31423,2.04975,-4.42453,-25.331,NA,NA,NA,NA,NA,NA,NA,NA,NA
147762,1.50249,2.57157,-3.61978,NA,NA,NA,NA,NA,NA,-37.96,NA,NA,NA
147972,1.34311,3.0398,-4.92044,NA,NA,-55.518,NA,NA,NA,NA,NA,NA,NA
148150,0.996853,3.20091,-4.88467,NA,-105.447,NA,NA,NA,NA,NA,NA,NA,NA
148358,0.668937,2.89218,-3.44776,NA,NA,NA,NA,NA,NA,-87.679,NA,NA,NA
148430,1.24672,3.12448,-2.60858,NA,NA,-131.318,NA,NA,NA,NA,NA,NA,NA
148690,2.35612,2.60833,-4.16541,NA,NA,NA,NA,NA,NA,-37.822,NA,NA,NA
148938,1.49943,2.72238,-4.0414,NA,NA,NA,-39.96,NA,NA,NA,NA,NA,NA
149057,2.14702,2.5002,-4.94287,NA,NA,NA,-32.665,NA,NA,NA,NA,NA,NA
149376,3.1375,2.79309,-4.90039,NA,NA,NA,NA,NA,-89.398,NA,NA,NA,NA
149478,2.51291,1.15293,-3.19155,NA,NA,NA,NA,NA,-76.251,NA,NA,NA,NA
149654,2.36215,0.919342,-3.57595,NA,NA,NA,NA,-122.345,NA,NA,NA,NA,NA
149967,1.3312,2.36507,-3.7465,NA,NA,NA,NA,-84.104,NA,NA,NA,NA,NA
150153,2.36337,1.10646,-4.90312,NA,NA,NA,-32.838,NA,NA,NA,NA,NA,NA
150207,1.70897,1.78257,-3.89508,NA,NA,-6.817,NA,NA,NA,NA,NA,NA,NA
150406,1.51107,2.35658,-3.62948,NA,NA,NA,NA,NA,-45.784,NA,NA,NA,NA
150712,2.27876,2.67183,-4.43287,NA,NA,-31.811,NA,NA,NA,NA,NA,NA,NA
150933,1.81439,1.76385,-4.77643,NA,NA,NA,-10.841,NA,NA,NA,NA,NA,NA
151065,2.21425,1.6747,-4.30736,NA,NA,-6.519,NA,NA,NA,NA,NA,NA,NA
151296,2.04994,1.49472,-4.11534,NA,NA,-4.583,NA,NA,NA,NA,NA,NA,NA
151584,0.594892,2.16823,-3.70999,-63.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
151703,1.97655,1.83194,-3.99053,NA,NA,NA,-18.414,NA,NA,NA,NA,NA,NA
151857,2.47527,1.00003,-4.81769,NA,NA,-36.12,NA,NA,NA,NA,NA,NA,NA
152121,3.16902,2.36167,-4.27281,NA,NA,NA,NA,NA,-75.83,NA,NA,NA,NA
152256,2.00819,2.3136,-4.31801,NA,NA,-14.49,NA,NA,NA,NA,NA,NA,NA
152496,0.855669,2.19819,-4.49783,NA,NA,-31.865,NA,NA,NA,NA,NA,NA,NA
152616,1.65276,2.13239,-4.95965,NA,NA,-17.992,NA,NA,NA,NA,NA,NA,NA
152824,1.78031,1.23632,-4.38079,NA,NA,-6.565,NA,NA,NA,NA,NA,NA,NA
153198,2.12351,2.00144,-4.30526,NA,NA,NA,NA,NA,-33.654,NA,NA,NA,NA
153291,2.42624,2.05969,-4.32988,NA,NA,-16.729,NA,NA,NA,NA,NA,NA,NA
153501,1.65635,1.80041,-4.84451,NA,NA,-10.758,NA,NA,NA,NA,NA,NA,NA
153605,2.48169,2.10388,-4.1091,NA,NA,NA,NA,NA,-39.212,NA,NA,NA,NA
153913,1.71586,2.84739,-4.58676,NA,NA,NA,NA,NA,-60.366,NA,NA,NA,NA
154031,1.45034,1.39872,-4.7599,NA,NA,-14.222,NA,NA,NA,NA,NA,NA,NA
154370,2.3025,0.564319,-4.72375,NA,NA,-67.395,NA,NA,NA,NA,NA,NA,NA
154460,1.727,1.77135,-4.18018,NA,NA,NA,-13.079,NA,NA,NA,NA,NA,NA
154781,1.35076,1.45834,-4.96216,NA,NA,NA,NA,NA,-39.11,NA,NA,NA,NA
154860,1.08585,1.22456,-3.77905,NA,NA,-38.26,NA,NA,NA,NA,NA,NA,NA
155117,1.87419,1.46694,-4.60041,NA,NA,NA,NA,NA,NA,-9.345,NA,NA,NA
155227,2.00754,2.05084,-4.60011,NA,NA,-10.205,NA,NA,NA,NA,NA,NA,NA
155422,2.23066,2.80312,-4.65784,NA,NA,NA,-40.296,NA,NA,NA,NA,NA,NA
155777,2.47762,2.15864,-4.37044,NA,NA,NA,-29.207,NA,NA,NA,NA,NA,NA
155913,1.72804,2.90885,-4.5266,NA,NA,NA,NA,NA,NA,-43.759,NA,NA,NA
156103,1.95086,1.76288,-4.33141,-24.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
156336,2.43232,1.52449,-3.63911,-60.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
156581,2.15222,0.9929,-4.40632,NA,NA,-21.441,NA,NA,NA,NA,NA,NA,NA
156635,0.891225,2.7224,-4.56399,NA,NA,-47.94,NA,NA,NA,NA,NA,NA,NA
156951,2.10179,2.47496,-4.23279,NA,NA,NA,-27.701,NA,NA,NA,NA,NA,NA
157050,1.67756,1.0878,-3.71871,NA,NA,-29.257,NA,NA,NA,NA,NA,NA,NA
157392,1.72641,2.49908,-4.32984,NA,NA,NA,-23.1,NA,NA,NA,NA,NA,NA
157595,1.80143,2.13296,-4.11273,NA,-54.931,NA,NA,NA,NA,NA,NA,NA,NA
157702,1.39403,2.50915,-4.85255,NA,NA,NA,NA,NA,NA,-30.428,NA,NA,NA
157809,1.55088,1.75385,-4.38223,NA,NA,-3.218,NA,NA,NA,NA,NA,NA,NA
158001,1.17965,1.02669,-4.17768,NA,NA,NA,-41.115,NA,NA,NA,NA,NA,NA
158240,1.16763,0.983591,-4.57576,NA,NA,NA,NA,NA,NA,-44.725,NA,NA,NA
158453,1.74262,2.23537,-4.92831,NA,NA,NA,NA,NA,NA,-25.517,NA,NA,NA
158778,1.2071,2.23358,-3.7539,NA,NA,NA,NA,NA,NA,-32.103,NA,NA,NA
158846,2.71222,2.14485,-3.26524,NA,NA,-61.637,NA,NA,NA,NA,NA,NA,NA
159036,1.6532,1.28304,-4.34843,NA,NA,NA,NA,NA,NA,-8.747,NA,NA,NA
159201,1.37641,1.45565,-4.74635,NA,NA,NA,NA,NA,-33.241,NA,NA,NA,NA
159571,1.94485,1.73858,-4.61652,NA,NA,-4.973,NA,NA,NA,NA,NA,NA,NA
159699,2.04293,1.28081,-4.9962,NA,NA,NA,-25.506,NA,NA,NA,NA,NA,NA
159896,2.18382,1.65164,-3.73963,NA,NA,NA,-18.173,NA,NA,NA,NA,NA,NA
160046,2.24991,2.9254,-4.41371,NA,NA,-43.306,NA,NA,NA,NA,NA,NA,NA
160290,2.90056,1.6266,-4.7611,NA,NA,-36.597,NA,NA,NA,NA,NA,NA,NA
160580,2.33052,2.33909,-4.678,NA,NA,-23.075,NA,NA,NA,NA,NA,NA,NA
160634,3.24557,1.89595,-4.77541,NA,-99.142,NA,NA,NA,NA,NA,NA,NA,NA
160974,2.37217,1.89885,-3.74256,-49.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
161043,2.26843,2.51481,-4.26784,-45.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
161298,0.995476,1.65776,-3.51843,NA,NA,NA,NA,NA,NA,-47.918,NA,NA,NA
161556,1.63513,1.83321,-3.5901,NA,NA,-19.046,NA,NA,NA,NA,NA,NA,NA
161768,1.83302,2.64223,-3.5571,NA,NA,NA,-50.835,NA,NA,NA,NA,NA,NA
161947,1.87699,2.35561,-2.88689,NA,NA,-68.609,NA,NA,NA,NA,NA,NA,NA
162128,1.85224,2.2564,-3.11757,NA,NA,NA,-58.768,NA,NA,NA,NA,NA,NA
162345,2.48202,1.76412,-4.72525,NA,NA,NA,NA,NA,NA,NA,NA,-90.182,NA
162520,2.667,2.79317,-4.59132,NA,NA,NA,NA,NA,-71.014,NA,NA,NA,NA
162616,1.50029,2.35193,-4.90401,NA,NA,NA,NA,-67.325,NA,NA,NA,NA,NA
162841,2.17133,2.12125,-3.64365,NA,NA,NA,NA,-73.638,NA,NA,NA,NA,NA
163113,2.29449,2.16293,-4.23859,NA,NA,NA,NA,NA,NA,NA,NA,-87.904,NA
163217,2.88149,1.60731,-4.93654,NA,NA,NA,-46.374,NA,NA,NA,NA,NA,NA
