id,x0,x1,x2,fitness4,fitness4.5,fitness7,fitness8,fitness7.5,fitness8.5,fitness6.5,fitness9,fitness9.5,fitness10
113580,7.0749,7.27027,7.21421,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA
113708,7.01448,8.05583,7.2895,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA
113981,7.17515,7.8824,7.68519,NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA
114047,7.5723,7.29079,8.61893,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA
114240,7.73169,7.69974,7.89948,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA
114416,7.98825,7.63218,7.27075,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA
114692,7.75804,7.57697,8.32548,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA
114886,8.10051,7.21864,7.83771,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA
115097,7.96498,7.26173,7.88051,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA
115327,7.53597,7.90898,8.35287,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA
115568,8.00153,7.46975,7.7258,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA
115693,7.93374,7.40655,7.40733,NA,NA,NA,NA,0.949,NA,NA,NA,NA,NA
115955,7.48674,7.2054,7.9909,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA
116012,7.85651,7.37014,8.16105,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA
116243,6.7209,8.14269,7.88357,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA
116522,6.94075,7.98921,7.20517,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA
116711,7.60149,8.2498,8.0247,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA
116968,7.44638,7.06779,7.94996,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
117111,6.99284,8.29129,8.10426,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA
117386,6.96908,7.35676,8.18137,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA
117517,8.32104,8.01575,7.31338,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA
117714,7.85505,7.36665,7.49759,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA
117914,7.3598,7.43173,7.8234,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA
118135,7.50289,7.89862,7.68759,NA,NA,NA,NA,NA,0.923,NA,NA,NA,NA
118297,7.61192,8.22951,7.75181,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA
118508,8.00102,7.50584,7.9625,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
118789,7.70543,7.65253,8.0281,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA
118945,7.90191,7.17582,8.19059,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA
119032,7.71845,7.11401,7.43359,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA
119388,6.81209,7.8496,8.3042,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA
119453,7.92687,7.91773,7.80664,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA
119674,7.48889,8.15238,8.04675,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
119949,6.80236,8.10383,7.90917,NA,NA,NA,NA,0.789,NA,NA,NA,NA,NA
120195,7.58267,7.90938,7.92698,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA
120362,8.06523,6.88219,8.00661,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA
120449,8.51356,7.14698,8.42142,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA
120701,7.29039,6.8818,7.74133,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
120934,8.05247,7.96834,8.40964,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA
121109,7.73598,7.32055,7.63248,NA,NA,NA,NA,0.941,NA,NA,NA,NA,NA
121336,7.4384,6.90921,7.72128,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA
121434,7.17682,7.66545,7.75224,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA
121690,7.84755,7.84468,7.89545,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA
121969,7.64129,7.36253,7.58339,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA
122183,7.8289,7.68495,8.82616,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA
122272,7.7053,7.83188,7.36171,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA
122522,8.36574,8.08657,7.90557,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA
122726,7.97203,7.93843,7.43018,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA
122808,7.40779,7.88259,7.78172,NA,NA,NA,NA,0.966,NA,NA,NA,NA,NA
123159,7.12591,7.41641,7.29849,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
123293,7.253,7.13964,7.45761,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA
123502,7.6173,7.05552,7.52116,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA
123688,8.27732,7.95254,8.14154,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA
123913,7.6911,7.90537,7.41295,NA,NA,NA,NA,0.953,NA,NA,NA,NA,NA
124040,7.9725,6.9483,7.83423,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA
124373,7.00246,7.77696,8.06599,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA
124587,7.99297,7.96514,7.74987,NA,NA,NA,NA,0.962,NA,NA,NA,NA,NA
124686,7.32722,8.43306,8.49852,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA
124858,7.96136,7.16111,6.2177,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA
125045,7.99227,6.54159,7.31041,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA
125214,8.09771,7.37442,7.18968,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA
125509,8.83616,6.97852,8.0369,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA
125786,7.56226,7.25501,8.24227,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA
125812,7.68719,6.92957,7.92967,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA
126140,7.35808,8.00258,7.86328,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
126339,7.57073,7.05969,7.40487,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA
126415,7.45696,8.20465,8.05444,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA
126752,7.60584,7.62218,6.80216,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA
126891,7.99803,7.76801,7.30284,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA
127185,7.56637,8.00407,7.96422,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA
127318,8.47573,8.2423,7.78254,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA
127579,7.86867,7.93968,8.85837,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA
127656,8.01365,8.00266,8.1543,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA
127996,7.43769,7.22022,8.3277,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA
128188,7.36997,8.32498,8.15261,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA
128290,8.60842,7.34569,8.22081,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA
128555,7.62108,7.52956,7.6464,NA,NA,NA,NA,0.951,NA,NA,NA,NA,NA
128765,7.08046,7.59331,7.69989,NA,NA,NA,NA,0.909,NA,NA,NA,NA,NA
128906,7.3925,7.29444,7.60733,NA,NA,NA,0.939,NA,NA,NA,NA,NA,NA
129198,7.82487,6.91855,8.15344,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA
129268,7.40958,7.70265,7.62422,NA,NA,NA,0.976,NA,NA,NA,NA,NA,NA
129541,7.60122,8.10055,8.82948,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA
129757,7.34279,7.93887,8.0036,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA
129870,8.18853,7.46861,7.72374,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA
130047,8.02354,7.03701,7.9048,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA
130265,8.39902,6.86205,7.58458,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA
130519,8.59151,7.98216,7.67305,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA
130736,7.85692,8.00615,8.34246,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA
130977,8.28552,7.47701,7.48962,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA
131029,8.20059,8.70562,7.69019,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA
131247,7.2712,8.91241,7.61738,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA
131424,8.25178,8.36702,7.57881,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA
131703,8.55998,6.7146,7.70914,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA
131998,8.14771,6.99273,7.75959,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA
132165,7.1695,7.63947,7.07964,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA
132202,7.6561,7.27876,7.75034,NA,NA,NA,NA,0.959,NA,NA,NA,NA,NA
132600,7.36072,8.32568,8.39992,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA
132759,8.26041,7.34406,8.65032,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA
132838,7.8443,7.87709,8.16555,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA
133186,7.27834,7.76508,7.51856,NA,NA,NA,0.951,NA,NA,NA,NA,NA,NA
133373,8.47464,8.14687,8.09093,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA
133477,7.68574,8.25499,8.28992,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA
133716,7.84584,7.33012,7.96907,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA
133993,7.29983,7.83965,7.73945,NA,NA,NA,0.956,NA,NA,NA,NA,NA,NA
134069,7.72927,7.96584,7.88027,NA,NA,NA,NA,0.979,NA,NA,NA,NA,NA
134378,8.81932,7.81647,8.02154,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
134491,7.07432,7.38432,8.31735,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
134696,7.89142,7.97505,8.16442,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA
134908,7.45577,6.59813,7.1912,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA
135033,6.97556,7.91126,7.17936,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA
135348,8.14936,8.29056,8.11585,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA
135517,7.96457,8.53959,7.98304,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
135704,7.20512,7.49637,7.11758,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA
135951,7.38611,7.73138,7.36434,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA
136003,7.55144,7.79358,7.30996,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA
136204,7.60318,7.35483,7.93304,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA
136508,8.0206,7.47004,7.65193,NA,NA,NA,0.964,NA,NA,NA,NA,NA,NA
136714,7.50396,7.43917,7.24713,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA
136807,6.814,7.66012,7.49233,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA
137121,7.60484,7.6628,7.40789,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA
137294,7.98608,7.63381,8.12351,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
137544,8.22587,8.37171,6.91384,NA,NA,NA,NA,0.722,NA,NA,NA,NA,NA
137632,7.43195,8.03712,7.44072,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA
137978,7.11176,7.37878,7.59531,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA
138173,7.35921,8.08111,8.57473,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
138400,7.9228,7.19289,8.28932,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA
138573,7.70588,7.41496,7.88697,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA
138667,7.99892,7.31854,7.6313,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA
138870,7.53832,7.25925,7.73648,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA
139080,8.66353,7.32204,8.07001,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA
139302,7.84708,7.84027,8.34821,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA
139523,7.53785,8.19346,7.70532,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
139699,7.66725,7.57678,7.46339,NA,NA,NA,NA,0.979,NA,NA,NA,NA,NA
140000,8.23364,7.97913,8.0534,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA
140176,8.06817,7.66153,7.79029,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA
140305,8.07862,7.58004,6.91321,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
140490,7.53857,8.11486,7.79384,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
140707,7.86453,7.74602,7.72686,NA,NA,NA,NA,0.994,NA,NA,NA,NA,NA
140841,8.20655,7.92187,7.52777,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA
141081,8.23949,8.07271,8.02194,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA
141214,6.93021,7.53178,7.85255,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
141457,7.88728,7.37956,8.3955,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA
141616,8.11848,8.03725,7.46548,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
141920,7.6103,7.45785,8.36772,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA
142184,7.99091,8.13016,7.73402,NA,NA,NA,NA,0.949,NA,NA,NA,NA,NA
142315,8.11878,7.74681,8.28327,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA
142412,8.12929,7.52865,7.29472,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA
142662,8.08655,8.34803,7.67913,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA
142953,7.61401,7.54468,7.89375,NA,NA,NA,NA,0.984,NA,NA,NA,NA,NA
143176,7.18014,7.74726,7.21859,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA
143218,7.81487,7.11302,7.97052,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
143569,7.52393,7.54918,8.36125,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA
143773,7.77812,6.95073,8.16936,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA
143930,7.9398,6.99288,7.59696,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA
144013,7.56518,7.46956,8.05095,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA
144201,6.45707,7.24821,7.53326,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA
144542,7.63039,8.87964,7.95203,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA
144716,8.43879,7.43966,7.95913,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA
144854,8.0301,8.24535,7.77061,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA
145187,8.29978,7.76242,7.12966,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA
145229,7.95463,6.86005,7.15838,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA
145457,7.93795,7.93809,7.45706,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA
145680,7.84161,7.81029,8.42111,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
145875,8.43226,7.47749,8.04147,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
146199,7.79571,7.21263,6.95741,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA
146276,8.9114,7.85385,7.44774,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA
146485,7.36752,7.74283,7.97734,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA
146714,8.05051,7.82463,7.93286,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA
146993,7.43804,8.23519,8.64686,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA
147020,7.66006,8.06241,7.82658,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA
147385,7.56571,7.93833,6.89965,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA
147461,8.01778,7.52736,7.13836,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
147643,8.16901,7.20295,7.16107,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA
147831,8.45865,7.70695,7.56438,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA
148172,7.58656,8.30729,7.50867,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA
148320,8.64485,8.19459,8.54055,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA
148596,7.14005,7.62775,8.35042,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA
148762,7.37785,6.75015,8.01642,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
148974,8.01542,7.87448,7.67111,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA
149156,8.23499,8.34254,7.92741,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA
149348,8.63505,7.3835,7.27527,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
149444,7.31853,8.26756,7.06228,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA
149662,8.06719,7.68101,7.53394,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA
149945,7.46329,7.84876,8.23325,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA
150123,7.96268,7.52513,7.89052,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA
150313,8.63181,7.98999,7.88543,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA
150569,8.34232,7.9609,7.49029,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA
150712,8.10925,7.75284,7.72644,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA
150831,8.50866,7.98609,7.8178,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA
151137,8.17233,7.34302,8.16336,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
151241,7.45698,8.35786,8.12683,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
151588,6.70537,7.8915,7.7488,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA
151788,7.60422,7.87042,7.71153,NA,NA,NA,0.956,NA,NA,NA,NA,NA,NA
151928,7.25843,7.4799,8.53443,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
152014,7.22107,7.83611,7.71506,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA
152244,8.15833,7.97145,8.11378,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
152598,7.71517,7.81008,8.24899,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA
152715,8.50412,8.53163,7.44052,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA
152888,7.82701,8.1404,7.48922,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
153118,7.16728,7.69723,8.28395,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA
153239,7.77365,7.65182,8.38992,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
153592,7.30329,7.77532,7.38727,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA
153731,7.72118,8.2982,7.74651,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA
153826,7.29894,8.29565,7.22611,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA
154056,7.57522,8.06366,7.90754,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA
154217,8.19268,7.84934,8.98634,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA
154500,8.33283,8.40647,8.1683,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA
154708,7.64794,7.90577,7.58798,NA,NA,NA,0.984,NA,NA,NA,NA,NA,NA
154983,6.90812,8.06029,7.94475,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA
155011,7.17296,7.89354,7.96147,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
155376,7.29995,8.30172,7.46476,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
155468,7.2618,7.48088,7.25116,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA
155702,7.6916,7.58946,6.92913,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA
155914,7.86453,7.31139,7.63915,NA,NA,NA,NA,NA,0.859,NA,NA,NA,NA
156010,7.69026,7.99316,8.66495,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA
156373,7.80135,7.71178,7.9892,NA,NA,NA,0.964,NA,NA,NA,NA,NA,NA
156440,7.14807,8.30919,7.64321,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA
156610,7.5313,7.8496,8.09255,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA
156892,7.60562,7.76322,8.31199,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA
157115,8.34699,7.75395,7.05941,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA
157212,7.76183,7.26682,7.49068,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
157578,8.48921,7.16534,7.92931,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA
157763,7.76865,7.71425,8.69789,NA,NA,NA,NA,0.837,NA,NA,NA,NA,NA
157879,7.08124,7.81368,7.39487,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
158093,8.36428,7.30893,7.13313,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA
158207,7.85954,7.78959,7.82097,NA,NA,NA,0.986,NA,NA,NA,NA,NA,NA
158544,7.91288,7.47909,7.04768,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA
158664,8.44885,7.55471,7.37067,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA
158874,7.63553,7.79122,7.22365,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA
159119,7.888,8.49078,8.13736,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA
159225,8.12507,7.96499,7.54476,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA
159580,7.51714,6.67673,7.49302,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA
159686,7.60382,8.50905,7.63165,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA
159822,7.97919,7.75424,7.74939,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
160015,8.5715,7.91375,7.73708,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA
160332,7.97553,7.02042,7.22896,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA
160502,7.03598,6.85967,7.8292,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA
160784,8.12031,7.07996,8.20615,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA
160849,8.46417,7.53519,8.17227,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA
161132,8.01708,7.29821,7.60561,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
161371,8.10579,8.4652,7.50226,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA
161499,8.06138,8.17785,7.7638,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA
161640,7.1529,7.70721,6.96227,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA
161927,7.824,7.68863,7.77059,NA,NA,NA,NA,0.996,NA,NA,NA,NA,NA
162150,7.51144,8.2925,7.82413,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
162206,7.94549,7.98073,7.8123,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA
162465,7.14078,8.28926,7.42516,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA
162754,7.93033,6.80493,7.50662,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA
162922,7.35616,7.99482,8.07364,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA
163138,7.44109,8.31199,8.13749,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA
163238,7.97644,7.38268,7.45843,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA
163548,7.84611,8.15114,8.17467,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA
163782,7.19782,7.93987,7.80674,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA
163988,7.69615,8.84871,7.46172,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA
164171,8.08658,7.88338,7.63472,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA
164320,7.35313,7.90714,8.11012,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA
164424,7.87838,7.21933,7.74846,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA
164640,7.44288,7.5615,7.21165,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA
164859,7.60996,7.90591,7.20988,NA,NA,NA,NA,0.934,NA,NA,NA,NA,NA
165036,7.57415,7.2639,7.89225,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA
165379,7.7137,7.7158,7.50224,NA,NA,NA,0.959,NA,NA,NA,NA,NA,NA
165488,7.76216,7.43803,7.33703,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA
165702,7.93657,7.61991,7.27977,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA
165852,8.04764,7.54636,8.12242,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA
166036,7.84272,8.28706,7.66923,NA,NA,NA,0.927,NA,NA,NA,NA,NA,NA
166368,8.50042,7.50039,8.64916,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA
166472,8.24807,8.56217,8.19867,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA
166643,7.65401,7.2462,8.18834,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA
166919,7.75818,7.39137,8.96785,NA,NA,NA,NA,NA,NA,NA,0.562,NA,NA
167141,7.38495,7.38196,7.38592,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA
167229,8.81759,7.73965,8.05114,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA
167461,8.40321,7.68398,7.52052,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA
167614,7.75712,8.01325,6.81115,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA
167805,6.97741,8.45488,8.23568,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA
168122,8.17791,7.39662,7.80389,NA,NA,NA,NA,0.934,NA,NA,NA,NA,NA
168264,6.87423,7.13276,6.97617,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA
168544,7.48117,7.5591,7.12877,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
168631,7.75789,6.80403,7.57101,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA
168967,7.7772,7.7703,7.5645,NA,NA,NA,NA,0.967,NA,NA,NA,NA,NA
169133,8.56882,7.17748,7.97539,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA
169291,7.52098,7.61113,6.91469,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA
169418,7.68917,7.58727,7.97129,NA,NA,NA,0.976,NA,NA,NA,NA,NA,NA
169732,7.99631,7.18684,7.59495,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA
169881,7.75196,7.06186,7.69979,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA
170033,7.45911,7.40307,7.77484,NA,NA,NA,NA,0.943,NA,NA,NA,NA,NA
