id,x0,x1,x2,fitness-4,fitness-3.5,fitness-2,fitness-1.5,fitness-2.5,fitness-4.5,fitness-3,fitness-1,fitness-5,fitness-0.5,fitness0
102800,2.28904,0.990105,-4.81187,NA,NA,NA,NA,NA,NA,-37.289,NA,NA,NA,NA
102992,2.79449,0.923716,-4.19786,NA,NA,NA,NA,-47.96,NA,NA,NA,NA,NA,NA
103028,1.69964,2.1637,-3.95951,NA,NA,NA,NA,NA,NA,-16.112,NA,NA,NA,NA
103288,1.7415,1.5785,-3.8943,-50.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103480,2.90552,1.11943,-4.30502,-76.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103691,2.6784,1.00277,-4.17084,NA,NA,NA,NA,-40.308,NA,NA,NA,NA,NA,NA
103930,1.24345,1.17369,-3.88687,NA,NA,NA,NA,-27.673,NA,NA,NA,NA,NA,NA
104171,1.76582,2.17405,-4.23729,NA,NA,NA,NA,NA,NA,-17.785,NA,NA,NA,NA
104351,2.70402,2.24467,-3.69296,NA,NA,NA,NA,NA,NA,-47.073,NA,NA,NA,NA
104424,1.80258,1.87621,-4.97572,NA,NA,NA,NA,-14.437,NA,NA,NA,NA,NA,NA
104628,1.49386,1.16423,-4.87505,NA,NA,-33.059,NA,NA,NA,NA,NA,NA,NA,NA
105000,0.741306,2.94359,-4.47414,NA,NA,NA,NA,-63.613,NA,NA,NA,NA,NA,NA
105166,1.45551,1.93128,-4.73885,NA,NA,-17.861,NA,NA,NA,NA,NA,NA,NA,NA
105310,2.16791,1.50673,-4.95289,NA,NA,NA,NA,-17.29,NA,NA,NA,NA,NA,NA
105582,1.37779,1.561,-4.44871,NA,NA,-8.626,NA,NA,NA,NA,NA,NA,NA,NA
105785,2.44985,2.17157,-4.75838,NA,NA,NA,-38.417,NA,NA,NA,NA,NA,NA,NA
105856,2.3575,1.71978,-4.87395,NA,NA,NA,NA,-18.867,NA,NA,NA,NA,NA,NA
106027,1.7552,2.02932,-4.6695,NA,NA,-21.317,NA,NA,NA,NA,NA,NA,NA,NA
106261,1.67407,2.76451,-3.79983,NA,NA,-39.857,NA,NA,NA,NA,NA,NA,NA,NA
106570,0.955487,2.49101,-3.94576,NA,NA,NA,NA,NA,NA,-38.866,NA,NA,NA,NA
106616,0.776617,2.34955,-4.94375,NA,NA,NA,NA,-46.762,NA,NA,NA,NA,NA,NA
106912,2.01319,1.62147,-4.43599,NA,NA,NA,NA,-4.036,NA,NA,NA,NA,NA,NA
107037,3.45428,1.12331,-3.92887,NA,-92.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
107271,1.67994,0.837616,-4.45596,NA,NA,NA,NA,NA,NA,-40.569,NA,NA,NA,NA
107596,1.88089,1.16565,-4.30163,NA,NA,NA,NA,NA,NA,-17.039,NA,NA,NA,NA
107676,1.34823,1.55463,-4.81899,NA,-38.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
107944,0.439902,1.56582,-4.49585,NA,NA,NA,NA,NA,NA,-62.226,NA,NA,NA,NA
108096,2.56084,1.70575,-4.72285,NA,NA,NA,NA,-21.865,NA,NA,NA,NA,NA,NA
108249,1.50553,2.13979,-4.40725,NA,-41.616,NA,NA,NA,NA,NA,NA,NA,NA,NA
108573,2.37952,1.88094,-4.1275,-54.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108792,1.8569,2.15823,-4.13242,NA,NA,NA,NA,NA,NA,-12.068,NA,NA,NA,NA
108828,1.43139,1.82372,-3.96539,NA,NA,NA,NA,-9.267,NA,NA,NA,NA,NA,NA
109023,2.26299,2.67564,-4.5802,NA,-46.974,NA,NA,NA,NA,NA,NA,NA,NA,NA
109356,1.4332,2.61509,-4.85011,NA,NA,-37.217,NA,NA,NA,NA,NA,NA,NA,NA
109412,0.841558,2.11958,-3.43639,NA,NA,-56.573,NA,NA,NA,NA,NA,NA,NA,NA
109665,0.451245,1.44968,-4.09836,NA,NA,NA,NA,NA,NA,NA,-104.36,NA,NA,NA
109850,1.07634,1.28206,-4.82968,NA,NA,-35.124,NA,NA,NA,NA,NA,NA,NA,NA
110105,1.66901,1.12292,-4.77375,NA,NA,NA,NA,NA,NA,-24.827,NA,NA,NA,NA
110251,2.20617,2.94848,-4.42202,NA,NA,NA,NA,-43.927,NA,NA,NA,NA,NA,NA
110556,3.2808,1.91993,-4.73596,NA,NA,NA,NA,NA,NA,-63.506,NA,NA,NA,NA
110762,2.70268,1.58447,-4.43548,NA,NA,NA,NA,NA,NA,-34.043,NA,NA,NA,NA
110970,2.36717,1.0865,-3.63946,NA,NA,NA,NA,NA,NA,-41.136,NA,NA,NA,NA
111007,1.86844,1.36369,-4.13736,NA,-23.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
111308,1.32631,1.6047,-4.99634,NA,NA,NA,NA,NA,NA,-27.002,NA,NA,NA,NA
111431,0.991298,1.3787,-4.75537,NA,NA,-35.02,NA,NA,NA,NA,NA,NA,NA,NA
111783,0.427189,2.16141,-4.30358,NA,NA,NA,NA,-51.756,NA,NA,NA,NA,NA,NA
111831,1.22806,1.63158,-4.72143,NA,-41.147,NA,NA,NA,NA,NA,NA,NA,NA,NA
112101,1.5236,1.95545,-3.89447,NA,-40.909,NA,NA,NA,NA,NA,NA,NA,NA,NA
112318,2.31827,1.98302,-3.83055,NA,NA,NA,NA,NA,NA,-25.779,NA,NA,NA,NA
112565,3.31541,2.4059,-4.41276,NA,-80.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
112653,2.15563,2.48623,-4.97177,NA,NA,NA,-45.897,NA,NA,NA,NA,NA,NA,NA
112802,1.05777,2.21355,-4.75253,NA,NA,NA,NA,-26.552,NA,NA,NA,NA,NA,NA
113161,2.0923,3.42048,-3.364,NA,NA,NA,NA,NA,NA,NA,-134.916,NA,NA,NA
113330,2.23854,2.35836,-4.49833,NA,NA,NA,-39.557,NA,NA,NA,NA,NA,NA,NA
113437,1.83282,1.42269,-3.8556,NA,-37.555,NA,NA,NA,NA,NA,NA,NA,NA,NA
113758,3.29104,1.43798,-4.51619,NA,-70.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
113854,2.50778,1.69382,-4.75379,NA,NA,NA,-34.906,NA,NA,NA,NA,NA,NA,NA
114029,2.46345,2.94475,-3.86084,NA,NA,NA,NA,-56.426,NA,NA,NA,NA,NA,NA
114283,1.05803,2.01609,-3.86805,NA,NA,NA,-65.235,NA,NA,NA,NA,NA,NA,NA
114525,1.95766,1.28977,-4.65041,NA,NA,NA,NA,-9.019,NA,NA,NA,NA,NA,NA
114719,2.11641,0.584728,-4.51763,NA,NA,-62.483,NA,NA,NA,NA,NA,NA,NA,NA
114954,1.7527,3.00142,-4.96155,NA,NA,-51.313,NA,NA,NA,NA,NA,NA,NA,NA
115199,0.76871,2.24308,-3.56252,NA,NA,NA,NA,-51.105,NA,NA,NA,NA,NA,NA
115359,1.37925,2.12929,-4.34763,-50.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115485,2.46427,2.4227,-4.68164,NA,-48.728,NA,NA,NA,NA,NA,NA,NA,NA,NA
115667,1.5391,3.28953,-4.31726,-100.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115855,1.76454,3.13675,-3.99418,NA,NA,NA,NA,NA,NA,-58.557,NA,NA,NA,NA
116136,2.07242,2.67838,-4.25762,NA,NA,NA,NA,NA,NA,-34.085,NA,NA,NA,NA
116334,2.40596,1.57166,-4.31008,-54.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116478,1.6975,2.86147,-4.36795,NA,NA,NA,NA,NA,NA,-38.106,NA,NA,NA,NA
116737,1.79291,2.96614,-4.30699,-102.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116977,2.04352,3.3069,-3.88293,NA,NA,NA,NA,NA,NA,-72.607,NA,NA,NA,NA
117114,2.85196,2.51583,-4.06479,-89.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117377,1.59364,0.984769,-4.21733,NA,-56.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
117513,1.95868,1.88707,-4.46485,NA,NA,NA,NA,NA,NA,-16.615,NA,NA,NA,NA
117662,3.15263,1.22757,-4.52401,NA,NA,NA,NA,-53.939,NA,NA,NA,NA,NA,NA
117851,1.84751,1.23092,-4.94502,NA,NA,-24.434,NA,NA,NA,NA,NA,NA,NA,NA
118109,2.28803,1.42301,-3.58052,NA,NA,NA,NA,-27.829,NA,NA,NA,NA,NA,NA
118393,1.81305,1.83545,-4.06335,NA,NA,NA,-35.859,NA,NA,NA,NA,NA,NA,NA
118527,1.02266,3.10976,-4.40198,NA,NA,NA,-89.743,NA,NA,NA,NA,NA,NA,NA
118691,0.829056,1.43173,-4.80211,NA,NA,-43.769,NA,NA,NA,NA,NA,NA,NA,NA
118881,2.75525,1.72315,-4.8385,NA,NA,-43.04,NA,NA,NA,NA,NA,NA,NA,NA
119053,1.70955,1.78101,-4.24337,NA,NA,NA,NA,NA,NA,NA,-53.205,NA,NA,NA
119397,2.26568,2.36063,-3.45927,NA,NA,NA,NA,NA,NA,-41.607,NA,NA,NA,NA
119466,2.06358,2.0356,-3.99885,NA,NA,NA,NA,-10.824,NA,NA,NA,NA,NA,NA
119729,1.85028,0.614207,-4.80003,NA,NA,NA,NA,NA,NA,-60.787,NA,NA,NA,NA
119952,2.79472,2.39701,-2.84492,NA,-143.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
120180,1.52273,0.840869,-3.15436,-108.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120273,1.09874,1.67434,-4.47089,NA,-43.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
120511,1.84196,2.14725,-4.23129,NA,NA,NA,NA,NA,NA,-14.275,NA,NA,NA,NA
120682,1.87027,1.87656,-3.89747,-47.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120898,1.47727,2.04566,-3.9274,NA,NA,-16.363,NA,NA,NA,NA,NA,NA,NA,NA
121184,1.73203,1.82545,-4.51475,NA,NA,NA,NA,-3.038,NA,NA,NA,NA,NA,NA
121221,2.36955,2.71295,-4.90212,NA,NA,-43.504,NA,NA,NA,NA,NA,NA,NA,NA
121479,0.945298,3.02715,-4.03071,NA,NA,-71.977,NA,NA,NA,NA,NA,NA,NA,NA
121603,3.67234,2.36495,-3.80754,NA,NA,NA,-113.042,NA,NA,NA,NA,NA,NA,NA
121879,2.51909,1.91714,-4.58224,NA,NA,-30.837,NA,NA,NA,NA,NA,NA,NA,NA
122194,1.57777,2.90861,-3.86219,NA,NA,-56.518,NA,NA,NA,NA,NA,NA,NA,NA
122343,1.24692,2.11469,-4.53302,NA,NA,-18.871,NA,NA,NA,NA,NA,NA,NA,NA
122475,1.68606,1.45375,-3.71329,NA,NA,-22.68,NA,NA,NA,NA,NA,NA,NA,NA
122705,2.55391,1.7742,-4.20541,NA,NA,NA,NA,NA,NA,NA,-85.189,NA,NA,NA
122964,1.53233,2.44283,-3.83038,NA,NA,NA,NA,NA,NA,-32.592,NA,NA,NA,NA
123195,1.92461,2.71097,-3.53596,NA,NA,-46.786,NA,NA,NA,NA,NA,NA,NA,NA
123299,-0.282842,1.61334,-4.09701,-133.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123565,1.81464,2.16414,-4.3942,NA,NA,NA,-27.474,NA,NA,NA,NA,NA,NA,NA
123758,1.31851,1.94635,-4.91407,NA,NA,-21.777,NA,NA,NA,NA,NA,NA,NA,NA
123817,1.48417,1.89804,-4.21824,NA,NA,NA,NA,NA,NA,-15.266,NA,NA,NA,NA
124102,1.08699,1.84953,-4.47702,NA,NA,NA,NA,-17.582,NA,NA,NA,NA,NA,NA
124253,1.18153,1.75244,-3.87254,NA,-40.761,NA,NA,NA,NA,NA,NA,NA,NA,NA
124491,1.92528,3.38355,-4.86653,NA,NA,NA,NA,NA,NA,-73.773,NA,NA,NA,NA
124628,2.06519,2.67968,-3.35733,NA,NA,NA,NA,NA,NA,-56.163,NA,NA,NA,NA
124873,0.958029,2.11371,-3.43082,NA,NA,NA,NA,NA,NA,-53.758,NA,NA,NA,NA
125113,2.19234,1.43558,-3.71939,NA,NA,NA,NA,-18.249,NA,NA,NA,NA,NA,NA
125398,1.55575,1.2634,-4.5992,NA,NA,NA,NA,-10.306,NA,NA,NA,NA,NA,NA
125585,1.42479,1.0708,-3.33539,NA,NA,NA,NA,-53.413,NA,NA,NA,NA,NA,NA
125624,1.21816,1.55765,-3.69383,NA,NA,NA,NA,-23.798,NA,NA,NA,NA,NA,NA
125863,1.91557,1.80408,-3.29127,NA,NA,NA,NA,NA,NA,-33.729,NA,NA,NA,NA
126138,1.84629,2.18433,-3.64257,NA,NA,NA,NA,-21.611,NA,NA,NA,NA,NA,NA
126288,1.86307,1.78294,-4.61668,NA,NA,NA,NA,-5.32,NA,NA,NA,NA,NA,NA
126585,1.2919,1.69473,-4.51331,NA,NA,NA,NA,-9.378,NA,NA,NA,NA,NA,NA
126608,1.94455,1.24818,-4.75042,NA,NA,NA,NA,NA,NA,-18.612,NA,NA,NA,NA
126967,1.44333,2.23325,-4.12947,NA,NA,NA,NA,NA,-83.931,NA,NA,NA,NA,NA
127094,1.31555,1.57425,-4.54295,NA,NA,NA,NA,NA,NA,-22.471,NA,NA,NA,NA
127396,1.50678,1.71835,-4.97036,NA,NA,NA,NA,NA,NA,-27.363,NA,NA,NA,NA
127512,1.03792,1.82145,-4.77384,-64.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127686,1.7644,2.31122,-4.49218,NA,NA,NA,NA,NA,NA,-18.37,NA,NA,NA,NA
127851,2.6708,2.47711,-4.68425,NA,NA,NA,-55.824,NA,NA,NA,NA,NA,NA,NA
128123,1.34634,2.84956,-4.81464,NA,NA,NA,NA,NA,NA,-44.062,NA,NA,NA,NA
128248,1.30393,2.75697,-4.93173,NA,NA,NA,NA,NA,NA,-50.649,NA,NA,NA,NA
128409,1.11019,3.66233,-3.41851,NA,-129.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
128800,1.65226,3.11149,-4.75762,NA,-77.588,NA,NA,NA,NA,NA,NA,NA,NA,NA
128961,2.9099,2.61941,-4.91377,NA,NA,NA,-78.113,NA,NA,NA,NA,NA,NA,NA
129121,2.76876,2.50833,-4.15554,NA,NA,NA,NA,-42.25,NA,NA,NA,NA,NA,NA
129316,2.04891,2.26943,-4.58374,NA,NA,NA,NA,-14.816,NA,NA,NA,NA,NA,NA
129441,1.65702,1.06121,-4.6362,NA,NA,-37.486,NA,NA,NA,NA,NA,NA,NA,NA
129766,2.24972,2.09947,-3.96487,NA,NA,-17.951,NA,NA,NA,NA,NA,NA,NA,NA
129847,2.70773,2.30514,-3.27824,NA,NA,-67.75,NA,NA,NA,NA,NA,NA,NA,NA
130032,1.85739,2.40648,-4.06858,NA,NA,-25.779,NA,NA,NA,NA,NA,NA,NA,NA
130367,2.19078,2.26616,-3.9183,NA,NA,NA,NA,-20.329,NA,NA,NA,NA,NA,NA
130597,1.07799,2.33286,-4.14744,NA,NA,NA,-50.197,NA,NA,NA,NA,NA,NA,NA
130747,1.00376,1.54332,-4.03954,NA,NA,NA,-58.733,NA,NA,NA,NA,NA,NA,NA
130892,1.92019,1.02823,-3.45989,NA,NA,-49.329,NA,NA,NA,NA,NA,NA,NA,NA
131070,1.53445,1.37708,-4.54176,NA,NA,-9.474,NA,NA,NA,NA,NA,NA,NA,NA
131359,2.30293,2.20405,-4.81145,NA,NA,-24.5,NA,NA,NA,NA,NA,NA,NA,NA
131441,1.61278,2.23182,-4.8211,NA,NA,-24.003,NA,NA,NA,NA,NA,NA,NA,NA
131760,1.52106,2.42747,-4.76566,NA,NA,NA,NA,-22.382,NA,NA,NA,NA,NA,NA
131948,1.09389,1.50329,-4.47451,NA,-39.959,NA,NA,NA,NA,NA,NA,NA,NA,NA
132072,0.416423,1.18469,-4.11742,NA,NA,NA,NA,-73.248,NA,NA,NA,NA,NA,NA
132368,-0.0360293,1.95874,-4.04621,NA,NA,NA,NA,-85.88,NA,NA,NA,NA,NA,NA
132538,1.08607,2.41134,-3.40052,NA,NA,NA,NA,-50.293,NA,NA,NA,NA,NA,NA
132734,1.67669,1.85198,-3.56839,NA,NA,NA,NA,-19.257,NA,NA,NA,NA,NA,NA
132948,1.95427,2.38271,-3.00966,NA,NA,-64.517,NA,NA,NA,NA,NA,NA,NA,NA
133114,2.06238,1.34566,-2.98761,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.143,NA
133267,2.04676,1.76802,-3.58027,NA,NA,NA,-38.671,NA,NA,NA,NA,NA,NA,NA
133466,1.34343,1.22976,-4.16395,NA,NA,-26.416,NA,NA,NA,NA,NA,NA,NA,NA
133669,2.05515,1.1191,-3.81256,NA,NA,NA,NA,NA,NA,-29.62,NA,NA,NA,NA
133998,1.62858,1.39071,-4.43141,NA,NA,NA,NA,NA,NA,-8.106,NA,NA,NA,NA
134064,1.72601,2.45108,-4.383,NA,NA,NA,NA,-17.914,NA,NA,NA,NA,NA,NA
134321,0.83968,2.36105,-4.53242,NA,NA,-41.804,NA,NA,NA,NA,NA,NA,NA,NA
134452,1.39944,3.16872,-4.69355,NA,NA,NA,-73.44,NA,NA,NA,NA,NA,NA,NA
134743,1.61693,2.79708,-4.88467,NA,NA,NA,-50.832,NA,NA,NA,NA,NA,NA,NA
134860,1.66345,2.14511,-4.94005,NA,NA,NA,-35.842,NA,NA,NA,NA,NA,NA,NA
135069,2.07469,2.28768,-4.53898,NA,NA,NA,-41.017,NA,NA,NA,NA,NA,NA,NA
135274,1.62699,2.41402,-4.14639,NA,NA,NA,-37.835,NA,NA,NA,NA,NA,NA,NA
135585,2.54829,1.74635,-4.25911,NA,NA,NA,NA,-17.945,NA,NA,NA,NA,NA,NA
135693,2.31136,1.44548,-3.61928,NA,NA,NA,-60.865,NA,NA,NA,NA,NA,NA,NA
135885,1.93625,1.63736,-3.44267,NA,NA,NA,NA,-24.898,NA,NA,NA,NA,NA,NA
136016,1.93825,2.03141,-4.064,NA,NA,NA,NA,-7.896,NA,NA,NA,NA,NA,NA
136255,2.35832,1.19575,-4.99444,NA,NA,NA,NA,-31.609,NA,NA,NA,NA,NA,NA
136428,3.15626,1.50701,-3.46638,NA,NA,-71.296,NA,NA,NA,NA,NA,NA,NA,NA
136706,1.36388,1.23879,-4.45866,NA,NA,NA,-46.268,NA,NA,NA,NA,NA,NA,NA
136824,1.22462,2.01262,-4.90267,NA,NA,NA,NA,-21.213,NA,NA,NA,NA,NA,NA
137127,1.75648,1.74513,-4.30037,NA,NA,NA,NA,-1.53,NA,NA,NA,NA,NA,NA
137330,1.93406,2.64682,-4.66876,NA,NA,NA,NA,-28.127,NA,NA,NA,NA,NA,NA
137581,1.42122,0.812152,-3.96666,NA,NA,NA,NA,NA,NA,-54.229,NA,NA,NA,NA
137679,1.88562,0.61487,-3.97445,NA,NA,NA,NA,NA,NA,-55.863,NA,NA,NA,NA
137849,1.3522,1.38971,-4.2008,NA,NA,NA,NA,-9.864,NA,NA,NA,NA,NA,NA
138166,3.20223,1.15707,-3.96221,NA,-85.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
138270,2.80116,2.37974,-4.70854,NA,NA,NA,NA,NA,NA,-50.684,NA,NA,NA,NA
138556,1.7269,2.32668,-4.3577,NA,NA,NA,NA,NA,-79.663,NA,NA,NA,NA,NA
138752,2.46016,1.61487,-4.84214,NA,NA,NA,NA,NA,NA,-25.439,NA,NA,NA,NA
138886,1.9075,2.10776,-4.90509,NA,-35.169,NA,NA,NA,NA,NA,NA,NA,NA,NA
139054,0.640892,1.45463,-3.38421,NA,NA,NA,NA,NA,-145.393,NA,NA,NA,NA,NA
139263,0.0742795,2.48713,-4.08125,NA,-95.219,NA,NA,NA,NA,NA,NA,NA,NA,NA
139407,-0.0725292,1.4708,-4.4858,-121.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139752,0.554993,1.11009,-4.90256,NA,NA,NA,NA,NA,NA,-76.682,NA,NA,NA,NA
139843,1.11739,1.45633,-4.02575,NA,NA,NA,NA,NA,NA,-28.553,NA,NA,NA,NA
140077,1.89669,2.08533,-4.06501,NA,NA,NA,NA,NA,NA,-10.451,NA,NA,NA,NA
140256,1.74569,1.7671,-2.81241,NA,NA,NA,NA,NA,NA,-67.196,NA,NA,NA,NA
140502,0.644454,1.97404,-3.02156,NA,NA,NA,NA,NA,NA,-83.553,NA,NA,NA,NA
140719,0.0509876,1.72999,-3.39994,NA,NA,-116.231,NA,NA,NA,NA,NA,NA,NA,NA
140822,0.71735,1.95436,-3.80084,NA,NA,NA,NA,NA,NA,-44.53,NA,NA,NA,NA
141060,1.07176,1.61582,-4.1449,NA,-42.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
141308,1.53463,1.78078,-3.63359,NA,NA,NA,NA,-17.507,NA,NA,NA,NA,NA,NA
141494,0.968385,2.70991,-3.48898,NA,NA,-68.901,NA,NA,NA,NA,NA,NA,NA,NA
141661,0.771063,3.39776,-4.91587,NA,NA,NA,NA,NA,NA,NA,-137.963,NA,NA,NA
141975,1.55893,1.96959,-4.73194,NA,NA,NA,NA,-10.9,NA,NA,NA,NA,NA,NA
142130,1.70555,1.05569,-3.85625,NA,NA,NA,-64.671,NA,NA,NA,NA,NA,NA,NA
142367,2.97144,1.90512,-4.40493,NA,NA,NA,NA,-36.983,NA,NA,NA,NA,NA,NA
142550,3.09093,2.34936,-4.84705,NA,NA,NA,NA,NA,NA,-60.905,NA,NA,NA,NA
142665,2.32032,2.06179,-4.16294,NA,NA,NA,NA,-14.69,NA,NA,NA,NA,NA,NA
142835,2.35177,1.39459,-4.96383,NA,NA,NA,NA,-24.423,NA,NA,NA,NA,NA,NA
143099,1.0315,1.53379,-3.41797,NA,NA,-55.713,NA,NA,NA,NA,NA,NA,NA,NA
143264,0.998949,1.39957,-4.49459,NA,NA,-34.219,NA,NA,NA,NA,NA,NA,NA,NA
143415,0.730926,2.25772,-3.64925,NA,NA,NA,NA,-50.267,NA,NA,NA,NA,NA,NA
143709,1.50376,2.26887,-3.30955,NA,NA,-43.996,NA,NA,NA,NA,NA,NA,NA,NA
143832,1.86874,1.5552,-3.97099,NA,NA,NA,NA,-5.027,NA,NA,NA,NA,NA,NA
144149,2.06849,2.53833,-3.8069,NA,NA,NA,NA,-30.083,NA,NA,NA,NA,NA,NA
144378,3.95124,2.10933,-4.48304,NA,NA,NA,NA,-108.748,NA,NA,NA,NA,NA,NA
144483,2.34683,1.65201,-3.95334,NA,NA,NA,NA,NA,NA,-26.448,NA,NA,NA,NA
144760,2.40252,1.91782,-4.67059,NA,NA,NA,NA,NA,NA,-25.513,NA,NA,NA,NA
144974,2.01865,1.68315,-4.40879,NA,NA,NA,NA,-3.188,NA,NA,NA,NA,NA,NA
145059,2.65297,1.98003,-4.21414,NA,NA,NA,NA,-24.59,NA,NA,NA,NA,NA,NA
145331,1.86174,1.93505,-4.40859,NA,NA,NA,NA,-4.716,NA,NA,NA,NA,NA,NA
145474,-0.20263,1.44608,-4.279,NA,NA,-113.56,NA,NA,NA,NA,NA,NA,NA,NA
145686,1.26447,1.16036,-4.72785,NA,NA,NA,NA,NA,NA,-37.166,NA,NA,NA,NA
145873,1.44989,1.9704,-4.63879,NA,NA,NA,NA,-10.136,NA,NA,NA,NA,NA,NA
146049,1.7459,1.76192,-3.66214,NA,NA,NA,NA,NA,NA,-19.493,NA,NA,NA,NA
146396,1.78404,1.86362,-4.61452,NA,NA,NA,NA,-5.111,NA,NA,NA,NA,NA,NA
146401,1.3852,1.8173,-4.95706,NA,NA,NA,NA,NA,NA,-18.669,NA,NA,NA,NA
146721,1.64758,2.51655,-4.9221,NA,NA,-30.429,NA,NA,NA,NA,NA,NA,NA,NA
146907,1.57813,1.70304,-4.76537,NA,NA,NA,NA,-8.412,NA,NA,NA,NA,NA,NA
147042,1.01991,1.81279,-4.83797,-62.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147351,2.68104,2.56347,-4.66688,NA,NA,NA,-54.566,NA,NA,NA,NA,NA,NA,NA
147533,2.57945,1.43433,-4.72632,NA,NA,NA,-51.282,NA,NA,NA,NA,NA,NA,NA
147729,2.74623,2.12613,-4.06971,NA,NA,NA,NA,-32.793,NA,NA,NA,NA,NA,NA
147830,2.70837,2.79212,-4.94621,NA,-78.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
148022,1.4814,2.62569,-4.32763,NA,NA,NA,NA,NA,NA,-29.867,NA,NA,NA,NA
148321,1.57146,2.82914,-4.95198,NA,NA,-52.455,NA,NA,NA,NA,NA,NA,NA,NA
148534,2.12146,1.88152,-3.74421,NA,NA,NA,NA,-16.644,NA,NA,NA,NA,NA,NA
148640,2.15352,2.12747,-3.12757,-97.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148921,1.09468,1.64865,-2.69477,NA,NA,-99.941,NA,NA,NA,NA,NA,NA,NA,NA
149088,1.66604,1.44604,-3.84473,NA,NA,-13.988,NA,NA,NA,NA,NA,NA,NA,NA
149315,1.21321,1.72376,-4.26389,NA,NA,NA,NA,NA,NA,-21.744,NA,NA,NA,NA
149508,1.37266,1.51356,-3.24217,NA,NA,NA,NA,NA,NA,-46.138,NA,NA,NA,NA
149692,1.35836,2.25268,-4.67233,NA,NA,NA,NA,-18.693,NA,NA,NA,NA,NA,NA
149899,1.74172,2.15534,-4.00932,NA,NA,NA,NA,-12.583,NA,NA,NA,NA,NA,NA
150119,2.13381,1.20204,-4.24539,NA,NA,-22.099,NA,NA,NA,NA,NA,NA,NA,NA
150334,0.63703,2.43165,-4.2059,NA,NA,NA,NA,NA,NA,-50.421,NA,NA,NA,NA
150579,1.51712,2.19699,-3.53108,NA,NA,NA,NA,-27.684,NA,NA,NA,NA,NA,NA
150718,1.08523,3.09906,-3.70914,NA,NA,NA,NA,NA,NA,-70.835,NA,NA,NA,NA
150853,2.23983,2.24834,-4.96472,NA,NA,NA,NA,NA,NA,-27.66,NA,NA,NA,NA
151175,1.69804,2.68677,-3.94174,NA,-42.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
151375,2.26785,2.73003,-3.04142,NA,-104.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
151541,1.80384,3.11231,-3.35473,NA,NA,NA,NA,NA,NA,-82.394,NA,NA,NA,NA
151755,1.28964,2.88508,-3.75299,NA,NA,NA,NA,NA,NA,-56.357,NA,NA,NA,NA
151935,-0.150163,2.36332,-3.51003,NA,NA,NA,NA,-118.699,NA,NA,NA,NA,NA,NA
152051,1.51007,1.37851,-3.78277,NA,NA,NA,NA,NA,NA,-28.867,NA,NA,NA,NA
152308,1.10873,1.52174,-4.51553,NA,NA,NA,NA,NA,NA,-23.153,NA,NA,NA,NA
152427,1.64637,1.23288,-4.77163,NA,NA,NA,NA,NA,NA,-28.2,NA,NA,NA,NA
152766,2.71373,0.763752,-4.4099,NA,NA,-62.881,NA,NA,NA,NA,NA,NA,NA,NA
152987,2.40103,0.994227,-4.11931,-62.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153015,0.650334,0.9634,-4.52133,NA,-91.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
153337,0.960774,2.57693,-4.28346,NA,NA,NA,NA,NA,NA,-42.009,NA,NA,NA,NA
153564,1.97622,2.61881,-3.63288,NA,NA,NA,NA,-37.113,NA,NA,NA,NA,NA,NA
153634,1.44611,2.62147,-4.87269,NA,NA,-36.37,NA,NA,NA,NA,NA,NA,NA,NA
153937,0.831806,2.39413,-4.45746,NA,NA,NA,NA,-37.449,NA,NA,NA,NA,NA,NA
