id,x0,x1,x2,fitness-3,fitness-1.5,fitness-0.5,fitness-1,fitness-2,fitness0,fitness0.5,fitness-2.5,fitness-3.5,fitness-4,fitness1,fitness1.5,fitness2
89980,-1.10457,-0.944158,-1.37806,NA,NA,1781.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90061,-1.74557,-1.45145,-1.46011,NA,NA,2714.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90236,-1.54782,-2.02429,-0.615905,NA,NA,NA,NA,NA,1656.566,NA,NA,NA,NA,NA,NA,NA
90415,-0.663699,-1.35931,-0.906196,NA,NA,NA,NA,NA,5097.139,NA,NA,NA,NA,NA,NA,NA
90692,-0.980487,-1.6917,-1.04817,NA,NA,NA,2331.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
90947,-1.48916,-1.55091,-1.26674,NA,NA,NA,16598.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
91047,-0.739844,-1.29901,-1.31271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4558.192,NA,NA
91344,-1.01781,0.0783522,-0.668996,NA,NA,NA,1920.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
91445,-0.632438,-1.37489,-0.23235,NA,10007.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91794,-0.654453,-1.60787,-1.38239,NA,12703.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91873,0.427243,-1.40165,-2.18551,NA,NA,NA,1176.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
92144,1.88392,-1.22107,-2.63077,NA,NA,536.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92353,2.14304,-1.26733,-2.15915,NA,NA,NA,834.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
92573,3.36014,-1.00582,-1.61498,NA,NA,2541.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92669,4.91884,-0.63316,-0.0188079,NA,7950.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92929,4.12703,-2.01198,-0.69145,NA,NA,2457.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93104,4.91876,-0.58714,-0.18425,NA,4144.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93262,3.44862,-0.132868,-0.0831816,NA,NA,NA,NA,NA,860.434,NA,NA,NA,NA,NA,NA,NA
93412,3.44226,-0.598712,-1.02636,NA,NA,830.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93665,4.77468,-0.650873,-0.279369,NA,11264.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93899,4.93501,-1.29542,-1.28264,NA,NA,NA,NA,7182.89,NA,NA,NA,NA,NA,NA,NA,NA
94154,4.90518,-1.33623,-0.260027,NA,NA,6841.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94256,4.87684,-0.386557,-0.187468,NA,NA,5349.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94454,4.37979,-1.62952,-0.739371,NA,NA,6014.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94704,4.75087,-1.22928,-1.4888,NA,NA,NA,5634.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
94908,4.74952,-1.28873,-0.238249,NA,NA,NA,12855.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
95116,4.90489,-1.0162,-0.202063,NA,3873.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95398,4.34689,-1.28162,-0.864209,NA,NA,5629.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95536,2.92651,-1.28255,-1.26171,NA,NA,NA,1798.833,NA,NA,NA,NA,NA,NA,NA,NA,NA
95685,2.76328,-0.69017,-1.66075,NA,NA,NA,NA,NA,1502.213,NA,NA,NA,NA,NA,NA,NA
95813,2.48363,-0.193023,-1.16809,NA,NA,253.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96134,0.012433,-1.28603,-1.27348,NA,NA,3300.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96346,0.0261974,-0.522047,-1.42896,NA,1898.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96503,-0.770314,-0.41476,-3.5774,NA,962.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96785,-0.911098,-0.827639,-3.21267,NA,2635.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96922,-1.28662,-1.71682,-1.35997,NA,NA,NA,2274.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
97061,-0.171987,-0.670456,-0.79553,NA,NA,NA,4016.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
97283,-1.51441,-0.964733,-1.52813,NA,15927.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97414,-0.848349,-0.322302,-1.97156,NA,NA,NA,NA,3218.685,NA,NA,NA,NA,NA,NA,NA,NA
97737,-0.884493,-0.859383,-1.89422,NA,NA,NA,4908.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
97950,-1.04634,-1.37099,-2.08915,NA,NA,1866.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98003,-1.28065,-0.690754,-2.51642,NA,NA,1821.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98321,-0.968868,-0.212516,-1.67427,NA,NA,2554.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98451,-1.02427,-0.446983,-1.50309,NA,377.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98652,-1.33281,-1.54038,-0.710428,NA,NA,12870.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98909,-0.32666,-1.82881,-0.0316948,NA,NA,NA,542.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
99150,-0.913439,-1.17019,-1.50194,NA,1781.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99277,-0.724022,-0.386071,-0.681432,NA,NA,NA,NA,NA,NA,1426.212,NA,NA,NA,NA,NA,NA
99474,-0.961574,-0.837502,-0.857875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7570.737,NA,NA
99669,-1.61246,-0.981579,-0.492173,NA,NA,NA,NA,NA,NA,263.939,NA,NA,NA,NA,NA,NA
99845,-0.55271,-0.118029,-0.131348,NA,NA,NA,NA,NA,954.405,NA,NA,NA,NA,NA,NA,NA
100142,-0.590772,-1.5855,-0.139693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.954
100388,-0.373713,-1.4543,-0.912915,NA,NA,NA,NA,NA,NA,1733.974,NA,NA,NA,NA,NA,NA
100437,-1.00645,-0.89426,-0.631017,NA,7210.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100644,-1.37491,-0.106603,-0.910671,NA,NA,NA,NA,NA,9782.407,NA,NA,NA,NA,NA,NA,NA
100816,-0.758652,0.767268,-0.585331,NA,NA,2794.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101057,-0.146006,-0.312944,-0.211707,NA,NA,NA,NA,NA,NA,1785.659,NA,NA,NA,NA,NA,NA
101274,-0.537203,-0.991049,-0.0644656,NA,NA,2845.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101435,-3.99468,-1.87289,-0.599417,NA,NA,NA,737.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
101767,-4.5305,-1.24844,-1.21586,NA,NA,1065.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101968,-3.85535,-0.170057,-1.67838,NA,NA,NA,NA,NA,439.984,NA,NA,NA,NA,NA,NA,NA
102013,-2.08544,-0.795545,-2.86375,NA,NA,973.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102343,-1.48754,-1.57231,-0.636737,NA,12422.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102407,-2.23439,-2.16326,-0.250088,NA,NA,NA,629.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
102672,-1.72793,-0.593671,-0.678065,NA,NA,NA,2125.061,NA,NA,NA,NA,NA,NA,NA,NA,NA
102969,-1.50109,-0.193516,-0.282133,NA,NA,NA,NA,2155.915,NA,NA,NA,NA,NA,NA,NA,NA
103170,-0.475734,0.876372,-0.165703,NA,426.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103241,-0.874843,-0.189232,-1.65196,NA,5647.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103578,-0.818118,-0.482634,0.0490947,NA,NA,NA,860.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
103689,-1.46619,-0.524151,-2.18565,NA,NA,NA,2344.382,NA,NA,NA,NA,NA,NA,NA,NA,NA
103954,-1.43762,-0.616927,-1.39422,NA,NA,7472.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104188,-1.24695,-0.566737,-1.3756,NA,NA,5041.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104203,-1.40052,-0.991013,-1.67128,NA,7074.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104599,-1.0514,-1.26703,-1.34375,NA,NA,NA,NA,NA,2316.876,NA,NA,NA,NA,NA,NA,NA
104793,-0.865228,-1.28028,-0.980514,NA,NA,10891.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104869,-0.963755,-0.704594,-1.59081,NA,NA,NA,NA,NA,3663.19,NA,NA,NA,NA,NA,NA,NA
105117,-0.847186,-1.15186,-0.601069,NA,NA,NA,3494.638,NA,NA,NA,NA,NA,NA,NA,NA,NA
105397,-0.265328,-1.5559,-2.01943,NA,6347.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105423,-0.985795,0.411145,-1.26735,NA,NA,NA,1601.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
105610,-1.47904,-0.689378,-0.847186,NA,NA,NA,NA,NA,4577.035,NA,NA,NA,NA,NA,NA,NA
105822,-1.4636,-0.660604,-1.07331,NA,NA,NA,NA,NA,NA,1823.922,NA,NA,NA,NA,NA,NA
106145,-0.796327,-1.24132,-1.83321,NA,NA,NA,4248.408,NA,NA,NA,NA,NA,NA,NA,NA,NA
106274,-0.110948,-2.42819,-0.912567,NA,2727.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106458,-0.689829,-1.44943,-0.497069,NA,NA,NA,NA,549.396,NA,NA,NA,NA,NA,NA,NA,NA
106639,-1.08458,-2.62562,-0.20049,NA,NA,NA,NA,NA,491.09,NA,NA,NA,NA,NA,NA,NA
106879,-1.08945,-2.07569,-0.672274,NA,NA,NA,NA,NA,1005.628,NA,NA,NA,NA,NA,NA,NA
107017,-1.85968,-0.891829,-1.28275,NA,NA,NA,6642.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
107310,-0.182485,-1.47036,-1.47948,NA,NA,NA,5022.986,NA,NA,NA,NA,NA,NA,NA,NA,NA
107453,-1.61114,-0.702194,-0.785367,NA,NA,NA,17791.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
107691,0.275695,-0.845118,-0.831208,NA,NA,NA,NA,NA,5826.471,NA,NA,NA,NA,NA,NA,NA
107937,-0.087813,-0.911205,-1.56318,NA,NA,6403.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108099,-1.30692,1.20738,-0.612398,NA,NA,NA,2959.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
108330,-3.35425,-0.258493,-0.140082,NA,NA,NA,1342.851,NA,NA,NA,NA,NA,NA,NA,NA,NA
108431,-2.51789,-0.197032,-1.17802,NA,NA,NA,NA,668.937,NA,NA,NA,NA,NA,NA,NA,NA
108757,-1.88213,-0.792728,-1.81542,NA,804.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108899,-2.38083,-0.353871,-1.67109,NA,NA,NA,848.449,NA,NA,NA,NA,NA,NA,NA,NA,NA
109094,-0.707714,-0.570407,0.816698,NA,NA,851.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109323,-0.573496,-0.633547,0.0885325,NA,NA,NA,1271.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
109493,-1.31379,-0.632833,-0.222861,NA,NA,6164.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109783,-0.937672,-0.89596,-0.904792,NA,2086.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109872,-1.36916,-1.06465,-0.901039,NA,NA,NA,NA,3551.795,NA,NA,NA,NA,NA,NA,NA,NA
110104,-0.234813,-2.07129,-0.495451,NA,NA,NA,NA,674.288,NA,NA,NA,NA,NA,NA,NA,NA
110291,-1.51461,-0.72836,-0.851729,NA,NA,NA,NA,12595.301,NA,NA,NA,NA,NA,NA,NA,NA
110520,-1.21658,-0.847869,-1.68479,NA,NA,NA,1530.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
110737,-2.14325,0.777864,-1.86702,NA,NA,NA,709.929,NA,NA,NA,NA,NA,NA,NA,NA,NA
110865,-1.88587,-0.636631,-1.89534,NA,2741.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111083,-3.86721,-1.62507,-1.32457,NA,1855.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111315,-3.00346,-1.72351,-0.0491161,NA,524.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111558,-3.02403,-1.34979,-0.3096,NA,3673.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111784,-2.82507,-1.43148,-0.425368,NA,433.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111905,-1.88681,-0.23272,-1.17911,NA,1773.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112060,-1.34676,-0.474775,-0.785025,NA,NA,1475.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112394,-2.00959,-0.61454,-2.20905,NA,1656.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112588,-0.731925,-1.4492,-3.5695,NA,5179.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112673,0.703756,-0.884906,-1.51512,NA,3284.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112858,-0.549468,-1.8699,-0.689291,NA,3510.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113132,0.251318,-2.02494,-0.55357,NA,1468.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113203,-0.640837,-2.01122,0.225819,NA,1964.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113432,-1.33477,-1.65372,-1.38634,NA,NA,NA,NA,NA,NA,2956.384,NA,NA,NA,NA,NA,NA
113648,-0.813213,-1.69023,-1.02445,NA,NA,NA,5637.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
113928,-0.869123,-1.43001,-0.416377,NA,3680.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114119,-0.988044,-0.626489,-0.689273,NA,12818.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114271,-1.95071,-0.297915,-0.920898,NA,NA,NA,2660.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
114527,-1.92978,-0.723671,-0.173203,NA,NA,NA,8182.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
114730,-2.43669,-1.44053,-1.22022,NA,NA,NA,3727.657,NA,NA,NA,NA,NA,NA,NA,NA,NA
114955,-0.851316,-0.864024,-1.4232,NA,NA,NA,34788.918,NA,NA,NA,NA,NA,NA,NA,NA,NA
115142,-1.51826,-1.03758,-2.8735,NA,NA,NA,2413.842,NA,NA,NA,NA,NA,NA,NA,NA,NA
115204,-1.06554,-0.0867204,-0.881991,NA,NA,NA,NA,2127.487,NA,NA,NA,NA,NA,NA,NA,NA
115489,-0.684285,-0.978262,-1.03574,NA,8299.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115793,-1.57733,-0.644703,-0.213162,NA,9644.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115851,-1.45303,-1.26708,-0.0800817,NA,NA,NA,11124.097,NA,NA,NA,NA,NA,NA,NA,NA,NA
116123,-0.91149,-0.00148704,-0.530467,NA,NA,2207.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116203,-0.943402,-0.225775,-0.839419,NA,NA,NA,8751.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
116510,-1.53426,-1.16397,-0.152724,NA,NA,NA,3780.326,NA,NA,NA,NA,NA,NA,NA,NA,NA
116754,-1.3953,-0.0823702,-0.30173,NA,NA,NA,NA,3735.945,NA,NA,NA,NA,NA,NA,NA,NA
116924,-0.990249,-0.574562,-0.680995,NA,7481.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117133,-1.47654,-0.766432,-1.32626,NA,NA,NA,7658.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
117311,-1.52461,-0.0866658,-1.26432,NA,NA,6090.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117507,-2.99559,0.348784,-0.351524,NA,NA,970.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117615,-1.41776,-0.531469,-0.738784,NA,NA,NA,8570.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
117997,-1.85681,-0.769794,-1.46068,1671.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118180,-2.1311,-1.01213,-1.29238,NA,NA,NA,3809.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
118353,-0.281443,-0.828297,-1.35091,NA,NA,NA,7005.348,NA,NA,NA,NA,NA,NA,NA,NA,NA
118407,-0.796143,-2.51221,-1.51351,NA,7791.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118626,1.46684,-0.965942,-1.9417,NA,1136.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118969,0.256174,-0.709519,-2.08174,NA,NA,1841.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119160,-0.417564,-0.953682,-2.62275,NA,NA,NA,NA,NA,363.43,NA,NA,NA,NA,NA,NA,NA
119390,-0.952149,-0.29222,-2.10068,NA,NA,NA,5909.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
119475,-2.15239,-0.950126,-1.4328,NA,NA,NA,1419.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
119670,-3.35718,-1.49511,-1.58421,NA,NA,NA,2460.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
119929,-2.32908,-3.07067,-1.3911,NA,507.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120022,-1.57451,-0.859908,-0.529813,NA,NA,NA,6547.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
120201,-0.776487,-0.98449,0.276649,NA,5908.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120465,-1.431,-1.32642,-0.288453,NA,NA,NA,2504.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
120622,-1.24805,-1.01012,-0.977067,NA,NA,NA,7370.913,NA,NA,NA,NA,NA,NA,NA,NA,NA
121000,-1.07014,-0.746387,-0.869157,NA,6817.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121025,-0.687248,-1.3263,-0.536299,NA,NA,NA,NA,NA,NA,2447.738,NA,NA,NA,NA,NA,NA
121215,-1.01962,-1.68612,-0.88291,NA,NA,4121.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121445,-0.690094,-0.73382,-0.738898,NA,NA,NA,NA,NA,7530.622,NA,NA,NA,NA,NA,NA,NA
121724,-0.953768,-1.96298,-0.513891,NA,2315.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121972,-0.136789,-1.64018,-0.602878,NA,5581.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122164,0.505214,-0.620605,-0.759421,NA,NA,NA,NA,NA,NA,664.622,NA,NA,NA,NA,NA,NA
122276,-0.203684,1.26187,-0.613523,NA,NA,2634.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122555,-0.822086,-0.119402,-0.101373,NA,7051.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122640,-1.35702,0.669171,0.313451,NA,NA,NA,NA,NA,NA,NA,344.894,NA,NA,NA,NA,NA
122844,-0.749568,0.843728,-0.271005,NA,5215.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123150,-0.867139,-0.364523,-0.698746,NA,NA,10416.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123324,-0.852945,-1.34372,-0.717506,NA,NA,NA,29583.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
123558,0.0353008,-0.802498,-0.869549,NA,NA,NA,NA,3563.35,NA,NA,NA,NA,NA,NA,NA,NA
123687,-1.04637,-0.609113,-0.0128481,NA,NA,NA,2217.539,NA,NA,NA,NA,NA,NA,NA,NA,NA
123865,-1.46668,-0.309485,-0.840713,NA,14455.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124130,-1.49487,-1.28542,-0.66209,NA,NA,8578.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124321,-0.20489,-2.00862,-0.770346,NA,NA,2354.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124419,-1.47171,-1.55013,-0.637133,NA,NA,NA,NA,NA,10308.215,NA,NA,NA,NA,NA,NA,NA
124777,-2.17818,-1.814,-1.37317,NA,NA,NA,NA,NA,192.245,NA,NA,NA,NA,NA,NA,NA
124938,-2.67165,-0.549464,-0.796008,NA,NA,NA,2042.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
125099,-1.86997,-1.60301,-0.690193,NA,NA,NA,4569.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
125281,-1.34691,-1.24143,-1.04927,NA,5730.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125515,-1.67114,-0.750989,-0.853761,NA,NA,4301.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125618,-1.59807,0.678342,-1.65913,NA,NA,1522.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125964,-0.762218,-1.01828,-0.920957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4087.367,NA,NA
126001,-1.55253,-1.35306,-1.42232,NA,NA,NA,19078.606,NA,NA,NA,NA,NA,NA,NA,NA,NA
126394,0.4092,-2.16216,-0.9038,NA,NA,NA,NA,NA,1372.987,NA,NA,NA,NA,NA,NA,NA
126420,0.698096,-0.686534,-1.048,NA,NA,NA,1137.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
126620,-0.0131487,-0.0986932,-0.822055,NA,NA,NA,NA,NA,2959.862,NA,NA,NA,NA,NA,NA,NA
126984,-1.35092,0.497596,-1.3335,NA,NA,NA,NA,NA,824.179,NA,NA,NA,NA,NA,NA,NA
127021,-1.60383,-0.355949,-0.982121,NA,3333.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127255,-1.60644,-0.54567,-1.61654,NA,NA,NA,NA,NA,NA,NA,1154.767,NA,NA,NA,NA,NA
127515,-0.994418,-0.162831,-0.821556,2489.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127759,-0.103947,-1.58375,-0.620034,NA,NA,NA,5127.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
127859,0.727629,-0.74394,-1.23695,NA,4048.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128045,-0.13232,-1.70951,-0.358217,NA,NA,NA,NA,733.011,NA,NA,NA,NA,NA,NA,NA,NA
128347,-0.705799,-1.61446,-0.427392,NA,1641.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128575,-0.809932,-1.16317,0.0556562,NA,1173.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128795,-0.151662,-1.66126,0.0644978,NA,NA,1230.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128885,1.84359,-2.43752,-1.45308,NA,NA,NA,NA,634.434,NA,NA,NA,NA,NA,NA,NA,NA
129085,0.490863,-2.10876,-0.776168,NA,1617.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129379,-0.965676,-1.01397,0.736543,NA,NA,1109.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129565,-0.666297,-0.670709,-0.517268,NA,NA,1733.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129608,-0.496874,-0.0339375,-0.853817,NA,NA,2617.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129947,-0.610838,-0.682523,0.224172,NA,NA,1244.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130165,-0.0436614,-0.515508,-0.535965,NA,NA,970.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130298,-1.88067,-0.409689,-0.715232,NA,NA,NA,2044.537,NA,NA,NA,NA,NA,NA,NA,NA,NA
130571,-1.88451,-0.129479,-0.700657,NA,NA,NA,6564.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
130734,-0.868093,0.295349,-1.63855,NA,NA,NA,3540.816,NA,NA,NA,NA,NA,NA,NA,NA,NA
131000,-0.691877,-0.153457,-0.530012,NA,NA,6372.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131198,-1.59218,-0.824036,-1.59398,NA,9949.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131265,-1.31061,-0.160496,-1.25009,NA,NA,2159.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131592,-0.687692,-1.21026,-0.669829,NA,NA,NA,NA,NA,NA,3262.329,NA,NA,NA,NA,NA,NA
131697,0.0172699,-1.83817,-1.43745,NA,NA,NA,NA,NA,1205.703,NA,NA,NA,NA,NA,NA,NA
131981,-0.420826,-1.50945,-0.855246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176.595,NA,NA
132053,0.401559,-1.54768,-0.667167,NA,NA,NA,NA,NA,NA,639.606,NA,NA,NA,NA,NA,NA
132204,-0.227578,-0.593284,-2.14256,NA,NA,2071.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132402,0.278519,-0.859868,-0.568959,NA,NA,1933.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132778,-0.146218,-2.00677,-0.974304,NA,NA,NA,5794.128,NA,NA,NA,NA,NA,NA,NA,NA,NA
132872,-0.659514,-2.22118,-0.163119,NA,NA,NA,2888.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
133067,-1.45505,-1.26377,-0.720168,NA,NA,NA,NA,NA,4136.978,NA,NA,NA,NA,NA,NA,NA
133294,-1.35964,-1.22805,0.0391838,NA,NA,NA,983.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
133496,-0.749902,-0.0329047,-0.963472,NA,NA,10142.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133727,0.317178,-0.874938,-0.780426,NA,NA,4798.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133975,-0.583544,-0.905275,-1.59066,NA,NA,NA,7741.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
134006,-1.70557,-1.04909,-1.5739,NA,714.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134213,-1.19449,-1.46101,0.802573,NA,NA,NA,NA,808.458,NA,NA,NA,NA,NA,NA,NA,NA
134532,-1.42156,-1.30638,-0.492193,NA,3703.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134605,-1.95919,-1.34416,-1.20043,NA,NA,2139.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
