id,x0,x1,x2,fitness4.5,fitness4,fitness3.5,fitness2.5,fitness3,fitness5.5,fitness6.5,fitness8,fitness7.5,fitness8.5,fitness9,fitness7,fitness9.5
95429,7.73121,7.37136,8.42621,NA,NA,NA,NA,NA,NA,NA,NA,0.873,NA,NA,NA,NA
95675,7.78274,7.61807,7.6634,NA,NA,NA,NA,NA,NA,NA,0.982,NA,NA,NA,NA,NA
95920,8.55933,7.5726,7.74491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704,NA
96131,8.48022,7.22397,8.19639,NA,NA,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA
96378,7.78898,7.35834,6.79284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,NA
96438,8.53833,7.95905,7.23705,NA,NA,NA,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA
96722,7.28513,9.19305,8.10045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA
96832,8.48984,8.55383,8.19305,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA
97177,7.75564,7.46068,7.72024,NA,NA,NA,NA,NA,NA,NA,NA,0.949,NA,NA,NA,NA
97212,7.51705,7.79368,7.09141,NA,NA,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA
97481,7.05369,7.88423,7.78578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,NA
97618,7.10608,7.91322,7.54685,NA,NA,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA
97876,6.73241,8.57341,7.17212,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA
98128,7.21082,9.11571,7.8752,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA
98260,7.70684,8.40097,7.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA
98541,8.03951,7.58318,7.22846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA
98762,7.70297,7.44908,8.36838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588
98928,7.89767,7.54437,8.50011,NA,NA,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA
99115,8.9359,7.63544,8.56785,NA,NA,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA
99241,8.62225,7.54123,8.1509,NA,NA,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA
99481,7.52666,7.98153,8.72898,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA
99693,7.84873,7.68709,7.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.823,NA
99811,7.66588,8.34567,7.73495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,NA
100183,7.21486,7.73442,7.33176,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861,NA,NA,NA
100307,6.61195,8.06854,6.71874,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA
100564,6.76662,8.44195,7.05071,NA,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA
100636,6.99778,8.36628,7.45668,NA,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA
100973,8.12943,8.03693,7.34491,NA,NA,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA
101111,7.62715,8.6969,6.99087,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA
101327,7.7819,8.1523,7.46676,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,NA,NA,NA
101572,7.65013,8.2137,6.94369,NA,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA
101721,6.72591,7.75607,8.47328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617,NA
101858,8.50635,8.14045,8.79508,NA,NA,NA,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA
102155,8.73283,7.81486,7.27899,NA,NA,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA
102282,8.79662,7.14878,8.80275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA
102489,8.48152,6.98774,7.37732,NA,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
102692,7.09095,7.87639,6.52106,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA
102843,8.08696,8.53733,7.33175,NA,NA,NA,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA
103044,7.75586,7.46768,6.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,NA
103373,6.83835,7.88834,7.04636,NA,NA,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA
103446,7.07123,7.0596,7.6102,NA,NA,NA,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA
103780,7.39975,7.20662,7.70936,NA,NA,NA,NA,NA,NA,NA,NA,0.925,NA,NA,NA,NA
103850,8.48658,7.36848,7.57059,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798,NA,NA,NA
104155,7.53507,8.20965,7.49808,NA,NA,NA,NA,NA,NA,NA,0.934,NA,NA,NA,NA,NA
104349,7.66578,8.30552,7.33373,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788,NA,NA,NA
104468,8.53717,7.14792,6.66919,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA
104679,7.92135,7.69938,6.67409,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA
104814,7.97773,7.0398,7.05761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.721,NA
105180,7.45664,8.12448,8.58094,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA
105263,6.50301,7.57962,8.04688,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA
105496,7.5648,6.84512,8.13506,NA,NA,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA
105740,6.86968,7.64796,7.62544,NA,NA,NA,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA
105882,7.27361,7.42491,8.12345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA
106188,7.37687,7.03203,7.97252,NA,NA,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA
106229,7.01316,6.60952,8.15993,NA,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA
106545,7.42286,6.87926,8.02746,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA
106778,7.72952,7.81668,7.64673,NA,NA,NA,NA,NA,NA,NA,0.981,NA,NA,NA,NA,NA
106914,8.34734,9.03057,7.99005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA
107097,8.17249,8.64143,7.11361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,NA
107296,8.08226,8.95677,6.97552,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518,NA,NA,NA
107504,8.02704,7.7162,7.88138,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886,NA,NA,NA
107753,7.90177,7.88383,8.64112,NA,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA
107825,7.31485,7.41027,7.51976,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA
108074,7.27236,7.57842,8.36359,NA,NA,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA
108207,7.86205,6.87842,8.70096,NA,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA
108572,7.21809,7.98957,7.32091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832,NA
108706,7.65147,7.53035,7.1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,NA
108828,7.70967,7.86946,6.92305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773,NA,NA,NA
109165,8.09436,7.75048,8.05814,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779,NA,NA,NA
109203,7.92558,7.05156,8.11877,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA
109522,8.03907,7.94215,8.05158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA
109744,8.0273,7.75183,8.41385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA
109948,7.75994,7.51111,7.90726,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909,NA,NA,NA
110154,8.30951,8.25761,7.42379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801,NA
110268,7.85993,8.3366,7.87316,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA
110573,8.07414,8.10366,7.37153,NA,NA,NA,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA
110643,8.82089,7.8775,6.89934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,NA,NA
110819,8.02187,8.05294,7.04789,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA
111139,7.54401,7.4135,7.57887,NA,NA,NA,NA,NA,NA,NA,NA,0.949,NA,NA,NA,NA
111209,8.329,8.15396,7.30868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802,NA
111411,7.92652,8.40595,8.10658,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA
111645,6.37267,8.16905,7.9025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA
111869,7.10004,7.56291,7.83574,NA,NA,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA
112085,7.51415,6.9078,8.50911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA
112399,8.039,7.08696,8.80975,NA,NA,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA
112527,9.2366,7.19169,7.49875,NA,NA,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA
112754,7.34918,7.34338,7.01881,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA
112806,7.03572,8.66061,7.03615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA
113059,7.67015,7.63067,7.76511,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912,NA,NA,NA
113213,7.12488,7.97473,8.80347,NA,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA
113598,7.34402,9.38805,7.773,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA
113613,7.74667,8.59857,7.50683,NA,NA,NA,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA
113885,7.26694,7.81716,7.91056,NA,NA,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA
114118,7.84876,6.89747,8.07019,NA,NA,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA
114258,7.79161,8.03282,8.06042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA
114530,7.45732,7.06489,8.40757,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,NA,NA
114627,7.91414,7.94687,8.46268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,NA
114967,8.44183,7.22611,7.7025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738,NA,NA,NA
115191,8.46302,7.58503,7.52747,NA,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA
115375,7.91048,8.2576,8.67176,NA,NA,NA,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA
115483,7.91337,8.30061,8.22706,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA
115641,8.14543,7.17163,7.40663,NA,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA
115890,7.67787,7.26869,7.80311,NA,NA,NA,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA
116001,7.6729,7.37231,7.93331,NA,NA,NA,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA
116372,8.0799,7.51184,7.70658,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA
116549,7.52651,8.11545,7.54276,NA,NA,NA,NA,NA,NA,NA,NA,0.955,NA,NA,NA,NA
116627,8.38599,6.62711,7.30678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576,NA
116863,8.10481,7.94855,7.31879,NA,NA,NA,NA,NA,NA,NA,0.914,NA,NA,NA,NA,NA
117187,7.82545,7.86798,8.05984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914,NA
117327,8.44963,7.54415,7.84811,NA,NA,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA
117575,7.47824,7.07247,7.88995,NA,NA,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA
117763,6.5287,7.02389,8.14298,NA,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA
117837,8.03065,7.16691,8.07898,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
118142,8.8603,7.43393,9.06436,NA,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA
118251,7.31927,8.65749,7.77775,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA
118491,7.74041,7.9984,7.10168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846,NA
118728,7.16316,8.43665,7.13813,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA
118977,7.82843,7.50055,6.91023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748,NA
119018,8.24649,7.50891,6.61958,NA,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA
119264,7.409,8.18887,7.31617,NA,NA,NA,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA
119420,8.26139,7.54879,7.90449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774,NA
119779,7.02447,7.2734,7.92482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801,NA
119937,8.00685,8.04452,7.59135,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA
120035,6.94432,7.73591,8.1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA
120235,4.831,7.45856,7.79955,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663,NA,NA,NA
120507,5.56889,8.02787,8.19873,NA,NA,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA
120777,7.08386,7.14169,8.8184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA
120899,6.70471,7.62884,8.5126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567,NA
121167,6.36638,7.08759,8.13723,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA
121339,7.331,7.76976,8.57874,NA,NA,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA
121576,7.14275,8.06463,8.45549,NA,NA,NA,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA
121675,8.04942,7.29079,7.4695,NA,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA
121922,8.07249,8.7026,7.33194,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA
122059,8.17065,7.67604,8.22588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA
122307,8.16469,8.67121,7.51579,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA
122478,9.18501,8.6957,7.35828,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA
122608,8.38736,7.93062,8.04126,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.801,NA,NA,NA
122809,7.50497,8.56335,7.81091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA
123184,8.36901,7.85154,8.39397,NA,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA
123267,8.21867,7.29436,7.67172,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803,NA,NA,NA
123415,8.018,7.87871,7.6062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA
123729,8.28277,7.37532,8.78674,NA,NA,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA
123856,7.25543,7.52597,7.0501,NA,NA,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA
124162,7.52883,8.64774,6.96968,NA,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA
124305,7.6243,8.23648,6.79975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554,NA,NA
124432,7.12787,8.08229,7.31122,NA,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA
124754,7.43069,8.26554,8.06366,NA,NA,NA,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA
124927,8.70168,7.37549,7.59305,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA
125137,7.95203,7.50661,7.79327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916,NA,NA,NA
125214,7.57969,7.58645,9.01016,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA
125420,7.7046,7.9247,8.00762,NA,NA,NA,NA,NA,NA,NA,0.962,NA,NA,NA,NA,NA
125601,8.09936,8.04225,6.89149,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747,NA,NA,NA
125909,7.96839,7.58587,8.03494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867,NA
126124,8.68042,7.02214,7.82243,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA
126304,7.21537,6.98243,8.0597,NA,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA
126554,6.91324,6.88008,7.9867,NA,NA,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA
126715,7.46087,6.51723,6.58196,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396,NA,NA,NA
126897,6.93902,8.29533,7.16379,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA
127055,6.67519,8.10466,6.81687,NA,NA,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA
127393,7.37979,8.59557,6.77697,NA,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA
127552,6.45523,7.11878,7.7881,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA
127625,6.81587,8.24508,7.5197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635,NA
127867,7.59947,7.71766,8.47019,NA,NA,NA,NA,NA,NA,NA,NA,0.883,NA,NA,NA,NA
128182,6.34228,8.29728,7.6587,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA
128315,7.04705,8.13505,7.67214,NA,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA
128510,7.30301,7.98249,8.79497,NA,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA
128763,8.12979,7.61874,7.49097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907,NA
128978,7.43391,8.44567,8.0282,NA,NA,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA
129164,7.915,9.03562,7.32484,NA,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA
129329,7.42565,8.25049,7.34726,NA,NA,NA,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA
129538,7.38764,8.30473,8.19895,NA,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA
129663,7.69579,7.68081,8.10255,NA,NA,NA,NA,NA,NA,NA,NA,0.969,NA,NA,NA,NA
129885,7.843,7.71265,7.15741,NA,NA,NA,NA,NA,NA,NA,NA,0.931,NA,NA,NA,NA
130036,8.03886,8.13724,7.68441,NA,NA,NA,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA
130236,7.88686,8.40856,7.40624,NA,NA,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA
130595,7.81263,8.1107,7.30961,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA
130677,8.74754,8.38215,7.28414,NA,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA
130949,7.53538,7.98215,7.15683,NA,NA,NA,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA
131150,6.95552,7.10936,6.74399,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA
131394,7.34133,8.01688,7.84924,NA,NA,NA,NA,NA,NA,NA,NA,0.906,NA,NA,NA,NA
131529,7.69553,7.9358,7.36197,NA,NA,NA,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA
131623,8.35791,7.24287,7.23247,NA,NA,NA,NA,NA,NA,NA,NA,0.822,NA,NA,NA,NA
131922,8.42377,7.13591,7.51486,NA,NA,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA
132071,7.82124,6.63905,7.36217,NA,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA,NA
132230,9.01909,7.6002,8.86004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA
132422,8.54762,7.30402,7.97007,NA,NA,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA
132607,7.66312,7.97171,7.7499,NA,NA,NA,NA,NA,NA,NA,NA,0.977,NA,NA,NA,NA
132975,7.63376,7.31136,7.86301,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
133010,6.65025,7.74125,8.23666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644,NA
133222,4.27632,7.44916,7.49343,NA,NA,NA,NA,NA,NA,NA,0.951,NA,NA,NA,NA,NA
133543,4.27909,8.07291,7.20951,NA,NA,NA,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA
133755,5.94403,8.3885,7.74062,NA,NA,NA,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA
133858,7.2117,7.32288,7.66412,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
134059,7.05147,8.09427,6.58695,NA,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA
134224,6.96622,8.0084,7.67944,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779,NA,NA,NA
134539,7.26652,8.56449,6.90388,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA
134767,7.74883,8.35712,8.38309,NA,NA,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA
134942,8.17825,8.62421,8.86889,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA
135161,7.87441,7.85911,7.96631,NA,NA,NA,NA,NA,NA,NA,NA,0.951,NA,NA,NA,NA
135372,8.18984,8.13333,7.60477,NA,NA,NA,NA,NA,NA,NA,NA,0.915,NA,NA,NA,NA
135536,8.50342,7.17022,8.64454,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA
135771,7.31821,8.45888,6.59799,NA,NA,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA
135914,7.69016,6.99125,7.42586,NA,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA
136164,8.30721,7.53535,8.42584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491
136340,6.68821,7.94371,8.06813,NA,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA
136576,7.20877,7.78088,7.51135,NA,NA,NA,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA
136691,7.55138,8.58527,7.65495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,NA
136954,8.25885,7.49206,7.18807,NA,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA
137050,8.31083,8.73488,7.39608,NA,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA
137294,8.85978,7.6261,7.14806,NA,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA
137426,8.23214,6.95624,7.86654,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA
137646,7.456,6.85167,6.91071,NA,NA,NA,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA
137850,7.59271,8.10027,7.42238,NA,NA,NA,NA,NA,NA,NA,NA,0.935,NA,NA,NA,NA
138047,7.98577,7.45025,8.24963,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA
138359,7.41385,6.80046,8.05264,NA,NA,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA
138464,7.44007,8.6995,7.9721,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA
138793,7.54533,7.88881,7.5775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852,NA,NA,NA
138954,8.66493,8.11891,7.56994,NA,NA,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA
139168,7.37793,7.384,8.22077,NA,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA
139213,8.41114,7.55051,7.89624,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA
139508,8.12511,7.85002,6.80419,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA
139661,7.20025,7.90812,8.99603,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA
139865,7.77986,8.23083,8.05974,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
140009,7.76955,8.35393,7.70424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA
140384,7.844,8.33082,7.41233,NA,NA,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA
140579,8.31261,7.94626,7.44746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,NA
140681,8.56992,7.91919,7.28244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,NA
140853,8.05622,8.77232,8.30547,NA,NA,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA
141096,7.34126,8.09291,7.34698,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
141260,7.24251,8.18969,7.00715,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA
141437,6.89122,8.03925,8.29624,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,NA,NA
141767,7.52618,9.65118,7.20588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471,NA
141947,8.37819,8.28672,7.74702,NA,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA
142079,7.61086,7.64159,7.23924,NA,NA,NA,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA
142247,6.85857,8.40848,7.65396,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA
142547,7.32146,9.28294,7.80519,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA
142758,7.44157,8.4951,8.10515,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA
142981,7.93018,7.71131,8.4015,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA
143043,6.73556,8.41256,7.95247,NA,NA,NA,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA
143247,7.6895,8.64207,6.86351,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA
