id,x0,x1,x2,fitness7.5,fitness8,fitness8.5,fitness7,fitness6.5,fitness9,fitness9.5
139143,7.41599,7.4462,7.91211,NA,0.952,NA,NA,NA,NA,NA
139247,8.45802,8.08289,7.29333,0.834,NA,NA,NA,NA,NA,NA
139466,8.23094,8.4783,8.04126,NA,0.781,NA,NA,NA,NA,NA
139610,8.32511,8.62188,7.92189,0.773,NA,NA,NA,NA,NA,NA
139996,7.86675,8.09082,7.32592,0.934,NA,NA,NA,NA,NA,NA
140080,7.37038,8.51844,7.06451,0.743,NA,NA,NA,NA,NA,NA
140293,8.02146,7.53138,6.72432,0.765,NA,NA,NA,NA,NA,NA
140436,7.94279,7.82253,7.63797,NA,NA,NA,0.86,NA,NA,NA
140644,7.9481,7.88299,7.68123,NA,NA,NA,0.832,NA,NA,NA
140979,8.41605,7.8957,7.07272,0.779,NA,NA,NA,NA,NA,NA
141007,6.89963,8.07316,8.00398,0.818,NA,NA,NA,NA,NA,NA
141269,7.9556,8.534,8.45053,NA,0.752,NA,NA,NA,NA,NA
141465,6.97278,7.60871,8.31365,0.812,NA,NA,NA,NA,NA,NA
141606,7.6212,7.02728,7.31183,NA,NA,NA,0.774,NA,NA,NA
141987,7.5435,7.03542,7.24834,NA,0.802,NA,NA,NA,NA,NA
142072,7.01176,7.37538,7.69495,NA,0.826,NA,NA,NA,NA,NA
142360,7.45909,7.91544,7.65091,0.939,NA,NA,NA,NA,NA,NA
142516,8.10512,7.87529,8.18046,NA,0.902,NA,NA,NA,NA,NA
142747,8.27059,7.99121,6.97006,0.77,NA,NA,NA,NA,NA,NA
142927,7.95329,7.55369,7.49659,0.972,NA,NA,NA,NA,NA,NA
143025,7.23798,8.10363,7.81207,NA,NA,NA,0.843,NA,NA,NA
143330,7.81847,8.56062,8.001,NA,NA,NA,0.769,NA,NA,NA
143563,7.52616,7.4402,8.14819,NA,NA,NA,0.751,NA,NA,NA
143701,7.32356,8.32551,8.10018,NA,NA,NA,0.8,NA,NA,NA
143833,7.05214,7.87826,8.01884,0.879,NA,NA,NA,NA,NA,NA
144154,8.24945,7.92298,8.26574,NA,NA,NA,0.818,NA,NA,NA
144331,6.84599,8.51856,8.30779,0.642,NA,NA,NA,NA,NA,NA
144530,7.31899,7.51737,7.75802,NA,0.956,NA,NA,NA,NA,NA
144673,8.10276,7.22388,7.25207,NA,NA,NA,0.818,NA,NA,NA
144924,8.23641,7.38703,7.94544,0.913,NA,NA,NA,NA,NA,NA
145108,7.73599,8.25943,7.99121,NA,NA,NA,0.755,NA,NA,NA
145224,8.23605,9.03722,7.34898,0.661,NA,NA,NA,NA,NA,NA
145503,8.26277,7.85347,7.4004,NA,0.888,NA,NA,NA,NA,NA
145759,8.32343,7.31506,7.69623,NA,0.887,NA,NA,NA,NA,NA
145922,7.86961,7.07677,7.85085,NA,0.885,NA,NA,NA,NA,NA
146099,8.25224,7.16411,6.9031,0.736,NA,NA,NA,NA,NA,NA
146369,7.95848,6.9949,7.71833,NA,0.869,NA,NA,NA,NA,NA
146477,8.28638,7.52144,7.62944,NA,NA,NA,0.856,NA,NA,NA
146694,7.47375,7.8568,7.51889,NA,0.972,NA,NA,NA,NA,NA
146802,8.0507,8.13446,6.99809,NA,0.792,NA,NA,NA,NA,NA
147058,7.91217,7.78368,7.77269,NA,NA,NA,0.88,NA,NA,NA
147218,7.28323,7.89129,7.927,0.931,NA,NA,NA,NA,NA,NA
147464,7.76967,7.08742,7.24817,NA,0.823,NA,NA,NA,NA,NA
147638,8.34239,7.76516,7.70908,NA,0.896,NA,NA,NA,NA,NA
147815,7.76932,7.19434,7.44016,NA,0.906,NA,NA,NA,NA,NA
148122,7.54122,7.37469,7.93977,NA,NA,0.9,NA,NA,NA,NA
148270,7.68002,9.12907,7.28319,0.675,NA,NA,NA,NA,NA,NA
148433,7.3548,7.56231,8.26373,NA,0.906,NA,NA,NA,NA,NA
148690,8.14939,8.27236,6.6992,NA,0.653,NA,NA,NA,NA,NA
148923,8.49374,7.72619,7.85511,NA,NA,0.722,NA,NA,NA,NA
149103,9.03714,7.95788,7.17746,NA,0.67,NA,NA,NA,NA,NA
149353,7.78891,7.94899,7.53357,NA,NA,0.899,NA,NA,NA,NA
149431,6.77845,7.94347,7.64238,NA,NA,0.719,NA,NA,NA,NA
149771,7.18636,7.40929,6.95142,NA,0.779,NA,NA,NA,NA,NA
149931,8.02718,8.14274,7.28785,NA,0.901,NA,NA,NA,NA,NA
150158,7.85963,7.65413,8.22702,0.94,NA,NA,NA,NA,NA,NA
150228,7.47857,7.66861,8.13552,NA,NA,NA,NA,0.659,NA,NA
150504,7.4615,7.03455,8.14434,NA,0.813,NA,NA,NA,NA,NA
150707,7.52972,7.66433,7.60974,NA,0.958,NA,NA,NA,NA,NA
150976,7.10307,7.72645,8.08023,0.858,NA,NA,NA,NA,NA,NA
151141,8.24576,7.48111,7.67762,NA,NA,0.783,NA,NA,NA,NA
151234,7.43044,7.59648,8.02558,NA,NA,NA,0.828,NA,NA,NA
151502,7.30207,7.61338,7.90119,0.941,NA,NA,NA,NA,NA,NA
151769,7.97258,7.41342,7.23557,0.919,NA,NA,NA,NA,NA,NA
151807,7.72072,7.93702,7.52866,NA,NA,NA,0.876,NA,NA,NA
152021,7.74677,8.376,8.2074,NA,0.862,NA,NA,NA,NA,NA
152395,7.56375,8.38539,7.92111,NA,NA,0.814,NA,NA,NA,NA
152558,8.07595,7.60164,7.38245,NA,0.928,NA,NA,NA,NA,NA
152725,8.34876,7.58059,7.18583,NA,0.861,NA,NA,NA,NA,NA
152899,7.70075,7.82251,7.78271,NA,0.963,NA,NA,NA,NA,NA
153200,7.6555,8.07763,8.456,0.871,NA,NA,NA,NA,NA,NA
153315,7.55537,7.8726,7.74056,NA,0.964,NA,NA,NA,NA,NA
153409,7.56815,7.34272,8.61941,NA,0.806,NA,NA,NA,NA,NA
153738,8.19258,7.97747,7.69101,0.94,NA,NA,NA,NA,NA,NA
153961,7.4195,7.81496,7.14303,0.888,NA,NA,NA,NA,NA,NA
154055,7.35033,7.66667,7.41301,0.954,NA,NA,NA,NA,NA,NA
154201,8.05503,8.56385,7.4707,NA,0.831,NA,NA,NA,NA,NA
154539,8.07512,7.58737,7.58418,0.967,NA,NA,NA,NA,NA,NA
154640,7.45884,7.50095,7.4428,NA,0.962,NA,NA,NA,NA,NA
154880,7.41945,7.7074,7.30428,0.947,NA,NA,NA,NA,NA,NA
155095,7.46628,8.29909,7.81904,NA,0.879,NA,NA,NA,NA,NA
155336,7.95548,7.45011,8.36467,0.879,NA,NA,NA,NA,NA,NA
155471,7.59972,7.57886,7.84378,NA,0.977,NA,NA,NA,NA,NA
155651,7.94157,7.55763,7.42608,NA,NA,NA,0.904,NA,NA,NA
155910,7.95272,7.82552,7.43299,NA,0.968,NA,NA,NA,NA,NA
156143,7.64095,7.90456,7.66712,NA,NA,0.91,NA,NA,NA,NA
156222,7.8999,7.84147,7.22607,0.929,NA,NA,NA,NA,NA,NA
156570,7.71276,7.33595,7.4183,0.931,NA,NA,NA,NA,NA,NA
156668,7.45292,7.364,7.8167,NA,NA,NA,NA,0.754,NA,NA
156995,8.68055,7.96329,7.79182,NA,NA,NA,NA,NA,0.63,NA
157005,8.87582,7.77602,7.7301,NA,0.779,NA,NA,NA,NA,NA
157323,7.9443,7.6679,7.14561,0.884,NA,NA,NA,NA,NA,NA
157470,7.55871,7.05277,7.20792,NA,NA,0.692,NA,NA,NA,NA
157750,7.73237,7.43049,8.20959,NA,0.918,NA,NA,NA,NA,NA
157871,7.47584,7.2285,7.91174,NA,0.879,NA,NA,NA,NA,NA
158128,8.04626,7.51235,7.55538,0.945,NA,NA,NA,NA,NA,NA
158326,7.74039,8.317,7.8561,NA,NA,0.852,NA,NA,NA,NA
158421,7.57582,7.51484,7.87254,NA,0.928,NA,NA,NA,NA,NA
158634,7.84732,8.25153,7.91527,0.931,NA,NA,NA,NA,NA,NA
158857,8.22772,7.75358,8.27154,NA,0.835,NA,NA,NA,NA,NA
159025,7.8026,7.85798,8.75853,NA,NA,0.757,NA,NA,NA,NA
159227,7.91749,7.88164,8.0445,0.959,NA,NA,NA,NA,NA,NA
159599,7.7199,7.95277,6.69333,0.778,NA,NA,NA,NA,NA,NA
159796,7.49205,7.69113,7.46233,0.96,NA,NA,NA,NA,NA,NA
159830,8.07386,8.17934,8.16649,NA,NA,NA,0.825,NA,NA,NA
160046,7.93146,7.62686,8.23131,NA,NA,NA,0.832,NA,NA,NA
160360,7.82885,6.77473,7.77932,NA,0.801,NA,NA,NA,NA,NA
160530,6.94128,7.38274,6.61623,0.613,NA,NA,NA,NA,NA,NA
160607,7.76385,7.73016,6.78848,0.808,NA,NA,NA,NA,NA,NA
160804,7.92751,7.54144,7.40349,0.944,NA,NA,NA,NA,NA,NA
161196,7.42238,8.29138,7.60723,NA,NA,NA,0.869,NA,NA,NA
161386,8.02886,7.93448,8.10826,0.931,NA,NA,NA,NA,NA,NA
161433,7.08069,7.68265,7.64489,NA,0.882,NA,NA,NA,NA,NA
161686,7.79783,8.0415,8.57575,NA,0.842,NA,NA,NA,NA,NA
161930,7.81767,8.35198,7.03869,NA,0.793,NA,NA,NA,NA,NA
162133,7.09548,8.00959,7.64267,0.88,NA,NA,NA,NA,NA,NA
162309,7.5584,7.39205,7.55014,NA,0.967,NA,NA,NA,NA,NA
162511,8.21173,6.58315,7.64304,NA,0.692,NA,NA,NA,NA,NA
162782,6.91266,7.58462,7.85216,NA,NA,0.778,NA,NA,NA,NA
162811,7.311,7.40046,7.18732,0.887,NA,NA,NA,NA,NA,NA
163149,8.40453,7.24262,7.57838,0.86,NA,NA,NA,NA,NA,NA
163202,7.52659,7.23195,7.08046,0.829,NA,NA,NA,NA,NA,NA
163513,7.59286,7.62743,7.70265,NA,NA,NA,0.888,NA,NA,NA
163732,7.76811,7.93452,6.73554,0.784,NA,NA,NA,NA,NA,NA
163944,7.75876,7.75235,7.70757,NA,NA,NA,0.93,NA,NA,NA
164157,7.81877,8.87162,7.10552,NA,NA,NA,0.664,NA,NA,NA
164353,7.6681,7.91696,7.58039,NA,NA,NA,0.917,NA,NA,NA
164459,8.08143,8.3406,7.39327,NA,NA,0.766,NA,NA,NA,NA
164800,8.16167,7.88852,7.74438,NA,NA,NA,NA,NA,0.751,NA
164942,7.95098,8.93362,7.96518,NA,NA,0.671,NA,NA,NA,NA
165126,7.6341,7.71907,7.22525,NA,0.939,NA,NA,NA,NA,NA
165246,7.75929,7.90981,7.34793,0.946,NA,NA,NA,NA,NA,NA
165428,7.90542,7.59112,8.29818,0.886,NA,NA,NA,NA,NA,NA
165629,7.10823,8.3743,7.95354,0.824,NA,NA,NA,NA,NA,NA
165832,7.70213,7.79823,6.7749,NA,0.794,NA,NA,NA,NA,NA
166003,7.82259,8.66489,7.2119,0.791,NA,NA,NA,NA,NA,NA
166275,7.72933,8.91712,7.73104,0.763,NA,NA,NA,NA,NA,NA
166404,7.84095,7.8896,7.82153,0.986,NA,NA,NA,NA,NA,NA
166721,7.78746,7.36947,7.61947,NA,0.935,NA,NA,NA,NA,NA
166939,7.5114,7.58186,8.09431,NA,NA,0.848,NA,NA,NA,NA
167130,7.06592,7.75774,8.56519,NA,0.77,NA,NA,NA,NA,NA
167243,7.31599,7.69574,8.78469,NA,0.779,NA,NA,NA,NA,NA
167588,7.87939,8.54407,7.94337,NA,0.859,NA,NA,NA,NA,NA
167711,7.84052,7.45801,7.61702,NA,NA,0.907,NA,NA,NA,NA
167932,8.43084,7.50273,7.34141,NA,NA,0.773,NA,NA,NA,NA
168065,7.34159,7.77329,8.26983,NA,0.883,NA,NA,NA,NA,NA
168372,8.11615,7.66973,7.94383,0.954,NA,NA,NA,NA,NA,NA
168488,8.35328,8.86336,8.03289,0.688,NA,NA,NA,NA,NA,NA
168702,8.30915,7.96338,8.32196,0.847,NA,NA,NA,NA,NA,NA
168940,7.23533,7.44969,6.931,NA,NA,NA,0.657,NA,NA,NA
169050,8.20461,7.63975,7.67423,0.931,NA,NA,NA,NA,NA,NA
169347,7.59959,7.2864,7.86717,0.951,NA,NA,NA,NA,NA,NA
169551,7.18607,7.12826,7.89844,0.838,NA,NA,NA,NA,NA,NA
169755,7.82884,7.1709,8.21357,NA,0.879,NA,NA,NA,NA,NA
170000,7.58825,8.18386,7.83823,NA,NA,NA,0.829,NA,NA,NA
170136,7.73825,7.64254,7.32231,NA,NA,NA,0.894,NA,NA,NA
170389,8.33224,7.48016,7.71292,NA,NA,NA,0.808,NA,NA,NA
170419,7.60805,7.61641,8.2142,0.912,NA,NA,NA,NA,NA,NA
170650,7.93534,8.25082,7.91815,0.911,NA,NA,NA,NA,NA,NA
170956,7.32224,8.33114,7.65873,0.87,NA,NA,NA,NA,NA,NA
171158,7.66671,8.43328,7.26889,0.863,NA,NA,NA,NA,NA,NA
171204,8.82303,7.83343,7.62093,NA,0.781,NA,NA,NA,NA,NA
171540,8.30202,8.38433,7.26194,NA,0.752,NA,NA,NA,NA,NA
171716,7.30934,7.06193,7.36632,NA,0.832,NA,NA,NA,NA,NA
171955,8.22338,7.33063,7.21881,NA,NA,0.788,NA,NA,NA,NA
172076,7.37158,8.07585,8.58231,0.817,NA,NA,NA,NA,NA,NA
172400,7.05771,8.0898,7.75729,NA,0.834,NA,NA,NA,NA,NA
172532,7.51353,7.25338,7.80627,0.945,NA,NA,NA,NA,NA,NA
172607,7.62331,7.09217,8.30453,NA,0.849,NA,NA,NA,NA,NA
172812,7.23949,7.87388,7.60464,NA,NA,NA,0.774,NA,NA,NA
173161,8.04998,8.41071,7.39907,NA,0.857,NA,NA,NA,NA,NA
173246,7.26917,7.68116,8.41428,NA,0.829,NA,NA,NA,NA,NA
173420,7.2226,7.74126,7.86442,NA,0.938,NA,NA,NA,NA,NA
173783,7.27854,7.47981,7.97308,NA,0.879,NA,NA,NA,NA,NA
173994,7.31404,8.41705,8.02338,0.852,NA,NA,NA,NA,NA,NA
174136,8.17976,8.09785,8.04494,0.889,NA,NA,NA,NA,NA,NA
174373,8.47952,7.42249,7.95112,NA,0.845,NA,NA,NA,NA,NA
174559,8.04878,8.11484,7.67652,NA,0.909,NA,NA,NA,NA,NA
174712,7.2773,7.57048,7.5933,NA,0.949,NA,NA,NA,NA,NA
174854,7.94983,7.97742,7.00026,NA,0.858,NA,NA,NA,NA,NA
175054,7.25564,7.96771,7.37873,NA,0.916,NA,NA,NA,NA,NA
175299,8.10054,7.41963,7.53751,NA,0.91,NA,NA,NA,NA,NA
175409,7.4115,7.04236,7.46975,NA,0.838,NA,NA,NA,NA,NA
175765,7.606,7.34299,7.93028,NA,NA,0.882,NA,NA,NA,NA
175881,7.07366,7.87614,8.08252,0.88,NA,NA,NA,NA,NA,NA
176066,7.45318,8.45337,7.9993,0.833,NA,NA,NA,NA,NA,NA
176389,7.64743,7.39776,8.14289,NA,NA,0.882,NA,NA,NA,NA
176580,8.31872,7.80578,7.34035,NA,0.892,NA,NA,NA,NA,NA
176770,8.40753,7.95233,7.31396,0.865,NA,NA,NA,NA,NA,NA
176918,8.86676,7.53528,7.61926,NA,0.78,NA,NA,NA,NA,NA
177113,6.95815,7.76907,7.42658,0.849,NA,NA,NA,NA,NA,NA
177303,8.14401,7.75416,7.23829,NA,0.905,NA,NA,NA,NA,NA
177432,9.37579,7.9538,8.09628,NA,0.608,NA,NA,NA,NA,NA
177754,8.08438,7.92802,7.67815,0.961,NA,NA,NA,NA,NA,NA
177966,7.24651,8.3108,8.15845,NA,NA,0.722,NA,NA,NA,NA
178172,7.37477,7.88227,7.95376,NA,0.954,NA,NA,NA,NA,NA
178288,7.46965,7.37702,7.87445,NA,NA,0.897,NA,NA,NA,NA
178452,8.47304,7.50796,7.67425,0.853,NA,NA,NA,NA,NA,NA
178651,8.0049,7.93784,7.67679,0.959,NA,NA,NA,NA,NA,NA
178825,7.36106,8.01338,8.13788,NA,NA,NA,0.855,NA,NA,NA
179121,8.09923,7.61975,7.87496,NA,0.96,NA,NA,NA,NA,NA
179382,8.66978,7.46913,7.79581,0.813,NA,NA,NA,NA,NA,NA
179527,7.91258,7.77181,7.7917,NA,NA,NA,0.89,NA,NA,NA
179720,7.55896,7.88771,7.89908,NA,NA,0.901,NA,NA,NA,NA
179868,7.30553,8.13313,8.48143,0.779,NA,NA,NA,NA,NA,NA
180079,7.96498,7.74546,7.50268,NA,0.976,NA,NA,NA,NA,NA
180340,7.47885,7.58883,8.06795,0.959,NA,NA,NA,NA,NA,NA
180401,7.85734,7.70693,7.92747,NA,0.943,NA,NA,NA,NA,NA
180633,8.44144,7.53999,7.94499,NA,NA,NA,0.837,NA,NA,NA
180978,8.14438,7.34784,6.92258,NA,0.782,NA,NA,NA,NA,NA
181143,8.86893,8.34221,7.72981,NA,0.697,NA,NA,NA,NA,NA
181297,7.87829,7.68469,8.1953,0.927,NA,NA,NA,NA,NA,NA
181501,7.3136,8.2428,8.03013,NA,NA,NA,0.826,NA,NA,NA
181711,7.50197,7.32439,7.75016,NA,0.939,NA,NA,NA,NA,NA
181897,7.24471,7.30235,7.74636,NA,0.917,NA,NA,NA,NA,NA
182037,7.30124,7.88096,8.64554,0.79,NA,NA,NA,NA,NA,NA
182329,8.2406,7.66111,8.39837,NA,NA,NA,0.809,NA,NA,NA
182535,7.17801,8.02017,7.51074,0.902,NA,NA,NA,NA,NA,NA
182660,7.48538,7.44073,8.12469,NA,NA,NA,NA,0.724,NA,NA
182836,7.68415,7.85121,8.26835,NA,NA,0.787,NA,NA,NA,NA
183178,7.63233,7.14487,6.82407,NA,NA,0.71,NA,NA,NA,NA
183233,7.67446,7.45807,7.88648,NA,NA,0.853,NA,NA,NA,NA
183560,7.81632,7.86996,8.20826,NA,0.94,NA,NA,NA,NA,NA
183723,7.57198,7.98771,7.53771,0.974,NA,NA,NA,NA,NA,NA
183987,8.67922,7.47108,7.85863,0.797,NA,NA,NA,NA,NA,NA
184082,7.97383,7.2947,8.44738,NA,NA,NA,0.701,NA,NA,NA
184268,8.79826,7.47315,8.13574,0.749,NA,NA,NA,NA,NA,NA
184581,7.26279,7.44577,8.04402,NA,0.908,NA,NA,NA,NA,NA
184728,7.30755,8.97697,8.20309,0.679,NA,NA,NA,NA,NA,NA
184887,8.28353,7.91036,8.00292,0.904,NA,NA,NA,NA,NA,NA
185125,7.67767,7.50442,7.3001,0.946,NA,NA,NA,NA,NA,NA
185304,7.51133,7.73216,7.39192,NA,0.916,NA,NA,NA,NA,NA
185467,8.19816,7.49461,7.90269,0.934,NA,NA,NA,NA,NA,NA
185641,8.22325,6.79185,8.13295,0.737,NA,NA,NA,NA,NA,NA
185986,7.42046,7.83556,8.38798,NA,0.89,NA,NA,NA,NA,NA
186109,7.86629,7.99886,7.8497,NA,0.972,NA,NA,NA,NA,NA
186241,7.35692,8.2149,7.27565,0.882,NA,NA,NA,NA,NA,NA
186559,6.86244,8.12862,8.3201,0.744,NA,NA,NA,NA,NA,NA
186729,7.14357,8.10144,7.50829,NA,NA,NA,0.846,NA,NA,NA
186906,8.03221,8.25103,7.40421,0.884,NA,NA,NA,NA,NA,NA
187020,8.60208,7.71381,7.18575,NA,0.788,NA,NA,NA,NA,NA
187319,7.7152,6.89321,7.20479,0.788,NA,NA,NA,NA,NA,NA
187455,8.29283,7.43303,8.57676,NA,NA,NA,0.651,NA,NA,NA
187638,7.23439,7.93007,8.85929,0.73,NA,NA,NA,NA,NA,NA
187914,8.14279,8.12103,7.63083,NA,0.928,NA,NA,NA,NA,NA
188194,7.88398,7.6023,7.48279,NA,0.976,NA,NA,NA,NA,NA
188306,7.64991,7.97696,7.87888,0.978,NA,NA,NA,NA,NA,NA
188451,8.27783,8.01687,7.62403,NA,0.887,NA,NA,NA,NA,NA
188756,8.42136,7.77846,7.62566,NA,0.9,NA,NA,NA,NA,NA
188930,7.16579,7.27621,8.34634,0.821,NA,NA,NA,NA,NA,NA
189047,6.9334,7.56,8.23252,NA,0.807,NA,NA,NA,NA,NA
189379,7.27094,7.39403,8.33015,NA,NA,NA,0.718,NA,NA,NA
189479,7.52502,8.18696,7.67429,NA,NA,NA,0.857,NA,NA,NA
189611,7.91881,8.53389,6.8364,NA,NA,NA,NA,NA,0.493,NA
189822,8.24866,7.19166,7.52493,NA,0.868,NA,NA,NA,NA,NA
190098,7.30607,7.50081,8.41546,0.865,NA,NA,NA,NA,NA,NA
190387,8.258,8.056,6.54718,0.638,NA,NA,NA,NA,NA,NA
190511,7.19389,7.55636,7.57672,NA,NA,NA,0.864,NA,NA,NA
190705,7.69669,7.52692,8.17055,NA,NA,NA,NA,0.731,NA,NA
190982,7.27685,7.36183,7.68573,NA,NA,NA,0.877,NA,NA,NA
191169,7.72432,7.80441,7.92686,NA,NA,0.844,NA,NA,NA,NA
191337,8.62352,8.08155,7.6069,NA,0.816,NA,NA,NA,NA,NA
191503,7.43423,7.77554,8.17786,NA,NA,NA,NA,NA,0.736,NA
191768,8.76242,8.09094,7.80264,NA,0.773,NA,NA,NA,NA,NA
191983,8.5277,7.38739,7.68927,NA,NA,0.725,NA,NA,NA,NA
192106,7.73043,7.51098,8.2471,0.931,NA,NA,NA,NA,NA,NA
192286,8.34726,7.32091,8.65804,NA,0.738,NA,NA,NA,NA,NA
192592,7.97524,7.75637,8.46823,NA,0.879,NA,NA,NA,NA,NA
192731,8.15661,7.96328,8.194,NA,0.867,NA,NA,NA,NA,NA
192816,7.54856,8.40817,7.72314,0.891,NA,NA,NA,NA,NA,NA
193040,7.48521,7.73818,8.18754,0.944,NA,NA,NA,NA,NA,NA
193216,8.14699,8.00321,7.85542,NA,NA,0.775,NA,NA,NA,NA
193454,8.54372,7.70912,7.56333,0.874,NA,NA,NA,NA,NA,NA
193691,7.59373,8.37827,8.38528,0.829,NA,NA,NA,NA,NA,NA
193848,7.51675,7.61555,7.64932,NA,0.989,NA,NA,NA,NA,NA
194194,7.91134,7.43569,7.63071,NA,0.965,NA,NA,NA,NA,NA
194361,7.79941,7.88369,8.56105,0.865,NA,NA,NA,NA,NA,NA
194548,7.20947,7.62746,7.68027,NA,NA,NA,0.894,NA,NA,NA
194699,8.25762,7.49389,7.40602,NA,NA,NA,0.843,NA,NA,NA
194879,6.90744,7.51922,8.06661,0.802,NA,NA,NA,NA,NA,NA
195046,7.77707,7.72509,7.82931,NA,NA,NA,0.885,NA,NA,NA
195286,7.52772,7.22428,7.91094,NA,0.922,NA,NA,NA,NA,NA
195536,7.63404,7.23506,8.14633,NA,NA,NA,0.868,NA,NA,NA
195618,7.99412,7.34405,8.44846,NA,NA,NA,0.797,NA,NA,NA
195995,7.35222,8.04119,8.05028,0.902,NA,NA,NA,NA,NA,NA
196060,7.6612,7.5096,7.13219,NA,0.885,NA,NA,NA,NA,NA
196281,7.64017,7.76783,7.31962,0.941,NA,NA,NA,NA,NA,NA
196504,8.27832,7.05257,8.42491,NA,NA,NA,0.706,NA,NA,NA
196732,8.29689,7.48152,8.08924,NA,NA,0.831,NA,NA,NA,NA
196972,8.08345,7.84283,7.90961,NA,NA,NA,0.873,NA,NA,NA
197108,7.43585,7.38805,7.94127,NA,0.934,NA,NA,NA,NA,NA
197386,7.33507,7.80377,8.18973,NA,NA,NA,NA,0.659,NA,NA
197537,7.50745,8.32295,7.78734,0.902,NA,NA,NA,NA,NA,NA
197791,6.93164,7.83019,8.07187,NA,0.837,NA,NA,NA,NA,NA
197943,6.64194,7.93664,8.00398,NA,0.733,NA,NA,NA,NA,NA
198047,6.9545,7.58479,7.84498,NA,0.872,NA,NA,NA,NA,NA
198372,7.12711,6.89217,7.873,NA,0.735,NA,NA,NA,NA,NA
198556,7.58364,8.43081,6.94514,NA,NA,0.617,NA,NA,NA,NA
198629,7.43091,7.92384,8.1435,0.937,NA,NA,NA,NA,NA,NA
198826,7.3465,8.22543,7.05856,0.829,NA,NA,NA,NA,NA,NA
199010,7.62993,8.50836,8.5174,0.743,NA,NA,NA,NA,NA,NA
199343,7.67015,7.71126,8.78766,NA,NA,0.709,NA,NA,NA,NA
199455,7.36857,7.2504,8.09791,0.859,NA,NA,NA,NA,NA,NA
199704,7.92022,7.5911,7.37398,NA,0.962,NA,NA,NA,NA,NA
199998,7.79458,7.48363,9.11314,NA,NA,NA,NA,NA,NA,0.348
