id,x0,x1,x2,fitness-4,fitness-4.5,fitness-5,fitness-3.5
175146,-2.53672,3.60941,-5,NA,NA,-62.612,NA
175366,-1.48784,3.78768,-5,NA,NA,-36.286,NA
175404,-1.93659,3.65579,-4.42094,NA,NA,-61.482,NA
175667,-2.31644,3.94502,-4.68704,NA,NA,-60.555,NA
175910,-2.19538,4.42924,-5,NA,NA,-57.594,NA
176183,-1.24271,4.10812,-5,NA,-36.142,NA,NA
176240,-1.48435,3.90714,-5,NA,NA,-38.102,NA
176432,-1.64986,4.26992,-5,NA,NA,-38.899,NA
176655,-1.54306,4.08361,-5,NA,NA,-46.476,NA
176986,-1.65047,4.38886,-5,NA,NA,-47.237,NA
177051,-1.48066,3.34998,-5,-17.057,NA,NA,NA
177385,-1.87416,3.22278,-4.56233,NA,NA,-65.326,NA
177559,-2.7568,3.83086,-5,NA,NA,-63.239,NA
177714,-1.80199,4.54721,-4.96975,NA,NA,-62.468,NA
177908,-1.61278,3.91881,-5,NA,NA,-31.846,NA
178001,-1.51115,3.67301,-4.13124,NA,-66.504,NA,NA
178239,-1.34681,3.82818,-5,NA,NA,-32.969,NA
178446,-1.77223,3.20126,-4.92468,NA,NA,-52.94,NA
178789,-1.60343,3.69012,-5,NA,-3.938,NA,NA
178829,-1.71358,3.507,-4.69565,NA,-24.264,NA,NA
179142,-1.76747,3.87812,-5,NA,-11.546,NA,NA
179265,-1.7994,4.3963,-5,NA,NA,-50.315,NA
179519,-1.47671,3.53842,-4.54029,NA,NA,-45.164,NA
179627,-1.34941,3.87615,-5,NA,NA,-34.367,NA
179818,-2.22551,3.93887,-4.9347,NA,NA,-56.567,NA
180147,-1.91805,2.86528,-5,NA,NA,-73.604,NA
180322,-1.77969,3.39472,-5,NA,NA,-40.379,NA
180587,-3.08941,3.94131,-5,NA,NA,-84.555,NA
180682,-2.02836,4.22546,-4.36969,NA,NA,-42.264,NA
180920,-1.57255,3.8274,-5,NA,-5.699,NA,NA
181073,-1.9791,3.49972,-5,NA,NA,-58.598,NA
181342,-1.88485,3.19706,-4.7905,NA,NA,-65.957,NA
181519,-2.4369,3.86072,-4.88348,NA,NA,-64.507,NA
181728,-1.62146,4.09787,-5,-27.101,NA,NA,NA
181947,-2.08979,4.5223,-5,NA,-56.241,NA,NA
182071,-2.10788,3.66724,-5,NA,NA,-45.979,NA
182262,-1.44491,3.92244,-5,NA,-12.666,NA,NA
182563,-1.61561,3.31129,-5,NA,NA,-40.37,NA
182764,-2.14348,3.62408,-4.37509,-55.033,NA,NA,NA
182895,-2.72842,3.98022,-5,NA,NA,-65.108,NA
183103,-1.91869,4.48376,-5,NA,NA,-57.155,NA
183309,-2.66048,3.67971,-5,-67.764,NA,NA,NA
183586,-1.61899,3.82232,-4.33749,NA,NA,-39.253,NA
183672,-1.38177,3.10019,-5,NA,NA,-70.122,NA
183893,-1.81239,3.56497,-5,NA,NA,-38.186,NA
184104,-2.1927,4.27626,-5,NA,NA,-52.521,NA
184262,-1.89732,4.34143,-5,NA,NA,-56.823,NA
184478,-2.34229,3.37159,-5,NA,NA,-48.829,NA
184675,-2.14662,4.12821,-5,-46.926,NA,NA,NA
184861,-2.51334,3.7251,-4.77489,NA,NA,-57.658,NA
185128,-1.75246,3.48956,-5,NA,-18.555,NA,NA
185304,-2.36641,4.86298,-5,NA,NA,-76.171,NA
185408,-1.51158,4.16112,-5,NA,NA,-52.49,NA
185784,-1.71618,3.37698,-5,NA,-27.599,NA,NA
185842,-1.9909,3.36599,-5,NA,-31.177,NA,NA
186086,-2.37301,4.1311,-5,NA,NA,-51.402,NA
186243,-2.24327,4.28118,-5,NA,NA,-49.19,NA
186528,-1.53941,4.06202,-5,NA,NA,-46.11,NA
186669,-2.08879,3.86181,-5,NA,NA,-39.698,NA
186820,-2.40932,2.85808,-4.28926,-94.354,NA,NA,NA
187175,-1.47384,3.36831,-4.32458,NA,-69.527,NA,NA
187398,-1.59978,3.40284,-5,NA,NA,-41.923,NA
187438,-1.68074,4.41137,-5,NA,NA,-48.789,NA
187708,-1.81385,3.59165,-5,NA,NA,-44.675,NA
187842,-1.26071,4.16576,-5,NA,NA,-62.929,NA
188029,-1.34894,3.79395,-5,-24.867,NA,NA,NA
188300,-2.35128,4.38401,-5,-61.776,NA,NA,NA
188516,-1.41592,3.31886,-4.48523,NA,NA,-53.861,NA
188668,-1.01543,3.85522,-5,-70.167,NA,NA,NA
189000,-1.68586,3.0804,-5,NA,NA,-83.337,NA
189053,-1.46151,3.44773,-5,NA,NA,-62.731,NA
189342,-1.06699,3.48558,-5,NA,NA,-55.209,NA
189583,-1.54399,3.05535,-5,NA,NA,-78.055,NA
189688,-2.12637,3.68538,-4.81109,NA,NA,-41.678,NA
189940,-1.55415,3.08505,-4.83356,NA,NA,-76.886,NA
190188,-1.6048,4.04515,-4.77581,NA,NA,-44.603,NA
190346,-1.48397,4.13569,-5,NA,-36.442,NA,NA
190441,-1.19456,4.29134,-5,NA,NA,-59.64,NA
190667,-2.82363,5,-5,NA,NA,-95.993,NA
190983,-2.46205,5,-5,NA,NA,-83.358,NA
191013,-2.03445,4.50307,-5,NA,-52.444,NA,NA
191314,-1.79312,3.8463,-4.72973,-16.672,NA,NA,NA
191403,-1.89048,3.52437,-5,NA,NA,-35.094,NA
191703,-1.79681,3.90205,-5,NA,NA,-48.173,NA
191924,-1.58075,3.51629,-4.7596,NA,NA,-42.693,NA
192057,-1.67842,3.59612,-5,NA,NA,-43.787,NA
192355,-1.6475,3.16308,-4.9198,NA,NA,-63.269,NA
192405,-1.77711,3.61421,-4.78591,NA,NA,-34.273,NA
192794,-1.4727,3.14891,-5,NA,NA,-71.507,NA
192823,-1.46794,3.20508,-5,NA,-33.043,NA,NA
193071,-1.27003,3.95993,-5,-39.859,NA,NA,NA
193308,-2.12166,3.81241,-5,NA,-37.666,NA,NA
193581,-2.14754,3.35132,-5,NA,NA,-62.591,NA
193759,-1.92822,4.42597,-5,NA,NA,-58.498,NA
193931,-1.75897,5,-4.9902,NA,NA,-72.55,NA
194109,-1.9613,5,-5,NA,NA,-81.275,NA
194366,-1.3237,4.25869,-4.49848,NA,NA,-54.611,NA
194530,-2.21227,3.36621,-4.86706,-56.626,NA,NA,NA
194660,-1.91562,4.32438,-4.3494,NA,-64.631,NA,NA
194955,-2.18938,4.3055,-3.98969,NA,-74.762,NA,NA
195021,-2.65101,4.64774,-4.92082,NA,NA,-65.819,NA
195348,-1.89252,4.27339,-5,NA,-33.765,NA,NA
195402,-1.90329,4.66551,-4.63755,NA,-63.92,NA,NA
195604,-2.05768,5,-5,NA,-73.221,NA,NA
195924,-2.26674,4.21592,-5,NA,NA,-47.257,NA
196084,-2.30231,3.39441,-5,NA,NA,NA,-54.178
196212,-1.22324,4.15851,-4.73149,NA,NA,-60.629,NA
196589,-1.85584,4.2374,-5,NA,NA,-46.279,NA
196764,-1.73322,4.49571,-4.58432,NA,NA,-61.332,NA
196947,-1.9176,4.22204,-5,NA,-29.998,NA,NA
197196,-2.29778,3.53606,-5,-58.683,NA,NA,NA
197383,-2.39021,3.80912,-4.60026,-57.586,NA,NA,NA
197515,-1.52017,4.06529,-4.44977,-38.175,NA,NA,NA
197619,-1.10135,3.80263,-5,NA,-31.343,NA,NA
197802,-1.33871,3.85,-5,NA,NA,-34.186,NA
198021,-2.18065,4.01494,-5,NA,NA,-51.01,NA
198355,-1.52395,3.51135,-5,NA,-6.685,NA,NA
198548,-1.4941,3.68346,-5,NA,-3.095,NA,NA
198699,-1.65631,3.72223,-4.98385,NA,NA,NA,-72.022
198844,-2.06769,4.15055,-4.86582,NA,NA,-54.319,NA
199141,-2.65395,3.61201,-5,NA,NA,-65.81,NA
199339,-2.52555,3.60316,-5,NA,NA,-59.772,NA
199491,-2.23953,5,-5,NA,NA,-76.061,NA
199780,-1.5116,4.16785,-5,NA,NA,-52.823,NA
200000,-0.77166,5,-4.20245,NA,NA,NA,-229.083
