id,x0,x1,x2,fitness-0.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5
159966,-2.02322,4.23727,-4.98139,NA,NA,-63.582,NA,NA
160028,-1.63893,3.59679,-4.95189,NA,NA,-43.38,NA,NA
160357,-1.61516,3.43127,-5,NA,NA,-39.476,NA,NA
160416,-1.92424,3.63805,-5,NA,NA,-43.233,NA,NA
160614,-1.71021,3.81203,-5,NA,NA,NA,-7.463,NA
160923,-2.15393,4.40576,-4.838,NA,NA,-58.633,NA,NA
161097,-2.17695,4.39148,-5,NA,NA,NA,-50.714,NA
161224,-1.53542,3.85053,-4.56649,NA,NA,-46.562,NA,NA
161454,-1.14207,3.68159,-5,NA,NA,-70.437,NA,NA
161653,-1.94581,3.31933,-4.58005,NA,-43.835,NA,NA,NA
161982,-1.79108,3.52684,-5,NA,NA,NA,-29.344,NA
162194,-1.03631,3.86722,-5,NA,NA,-58.938,NA,NA
162226,-2.01763,4.59584,-5,NA,NA,NA,NA,-61.416
162463,-1.29059,3.85392,-5,NA,NA,-34.651,NA,NA
162635,-1.68816,3.6672,-4.35149,NA,NA,-45.216,NA,NA
162885,-1.71359,3.61574,-5,NA,-9.397,NA,NA,NA
163093,-1.28119,3.56493,-4.66136,NA,-22.472,NA,NA,NA
163288,-1.81953,4.00452,-5,NA,NA,NA,-26.149,NA
163582,-2.38779,3.61198,-5,NA,NA,NA,-49.922,NA
163764,-1.68664,5,-5,NA,NA,NA,-76.529,NA
163824,-2.15964,4.43231,-4.81349,NA,-54.505,NA,NA,NA
164029,-2.28327,4.29446,-5,NA,NA,-48.281,NA,NA
164291,-1.95515,4.03276,-5,NA,NA,-45.903,NA,NA
164581,-1.33073,3.51036,-4.3288,NA,NA,-55.709,NA,NA
164783,-1.79393,3.56006,-4.6141,NA,NA,-48.475,NA,NA
164884,-1.77379,4.17457,-5,NA,NA,-40.18,NA,NA
165085,-1.96899,3.77357,-5,NA,NA,-34.597,NA,NA
165382,-2.2823,3.60781,-5,NA,NA,-56.464,NA,NA
165418,-1.83705,3.96616,-5,NA,NA,NA,-28.929,NA
165741,-1.72614,4.17237,-5,NA,-36.193,NA,NA,NA
165889,-1.56994,4.3177,-4.66746,NA,NA,-48.416,NA,NA
166114,-1.3382,3.7701,-4.63906,NA,NA,-44.217,NA,NA
166304,-1.30804,4.30516,-4.3575,NA,NA,-52.123,NA,NA
166461,-1.72352,4.15025,-5,NA,NA,-38.238,NA,NA
166617,-1.89103,3.41679,-5,NA,NA,NA,-24.31,NA
166893,-1.54374,3.95175,-4.44536,NA,NA,-53.785,NA,NA
167146,-2.49572,4.39127,-5,NA,NA,-63.681,NA,NA
167257,-1.14105,3.77833,-5,NA,NA,NA,-17.583,NA
167546,-1.41852,4.17858,-4.20654,NA,NA,-52.799,NA,NA
167780,-1.32894,3.75456,-5,NA,NA,-35.88,NA,NA
167856,-2.17678,4.5153,-5,NA,NA,-60.512,NA,NA
168197,-1.67359,4.47157,-5,NA,NA,NA,-47.908,NA
168223,-2.22075,3.98221,-5,NA,-55.289,NA,NA,NA
168432,-1.64455,4.16063,-4.73144,NA,NA,NA,-33.198,NA
168756,-1.49441,4.10155,-4.45773,NA,NA,-47.764,NA,NA
168935,-1.24058,4.04373,-5,NA,NA,NA,-30.007,NA
169083,-2.496,3.89065,-4.69831,NA,NA,-59.093,NA,NA
169280,-2.84955,3.95783,-4.65463,NA,NA,NA,-68.099,NA
169515,-1.43673,3.73175,-5,NA,NA,NA,-9.964,NA
169712,-1.36137,3.46948,-4.17088,NA,NA,-62.825,NA,NA
169994,-1.13059,3.60592,-4.69564,NA,NA,NA,-37.687,NA
170076,-1.56705,3.65698,-5,NA,NA,-44.534,NA,NA
170341,-1.76363,3.5041,-5,NA,NA,-31.989,NA,NA
170539,-2.15698,3.46952,-5,NA,NA,NA,-39.562,NA
170732,-2.25241,4.24022,-5,NA,NA,-47.921,NA,NA
170982,-1.41034,3.71133,-4.86371,NA,NA,-28.698,NA,NA
171140,-1.78059,3.76222,-5,NA,NA,-31.597,NA,NA
171220,-1.6303,4.00225,-4.87423,NA,NA,NA,-14.506,NA
171565,-1.66444,3.87138,-5,NA,NA,-52.789,NA,NA
171771,-1.53234,3.72545,-5,NA,NA,NA,-16.915,NA
171923,-1.52153,3.43556,-5,NA,NA,NA,-25.911,NA
172125,-1.70424,3.7376,-5,NA,NA,NA,-13.731,NA
172251,-1.49048,3.59082,-5,NA,NA,NA,-4.031,NA
172436,-2.30243,3.68571,-4.8412,NA,NA,-65.748,NA,NA
172777,-1.70176,3.24047,-5,NA,NA,-48.348,NA,NA
172804,-1.40707,3.68085,-5,NA,NA,NA,-4.753,NA
173179,-1.30148,3.57533,-5,NA,NA,-55.029,NA,NA
173390,-2.03638,3.93612,-4.60959,NA,NA,NA,-38.966,NA
173577,-1.4955,4.1142,-5,NA,-23.825,NA,NA,NA
173695,-1.87525,3.54506,-4.72409,NA,NA,NA,-33.032,NA
173953,-1.88982,4.28274,-5,NA,NA,-55.011,NA,NA
174152,-1.88757,3.52135,-5,NA,NA,NA,-26.8,NA
174370,-1.32574,3.99357,-4.5139,NA,NA,-61.585,NA,NA
174483,-1.36106,3.95303,-4.31708,NA,NA,NA,-45.63,NA
174620,-1.62866,4.21181,-4.42375,NA,NA,-72.318,NA,NA
174919,-1.70805,4.16488,-5,NA,NA,NA,-34.009,NA
175171,-1.37424,4.24161,-4.79201,NA,NA,NA,-17.958,NA
175310,-2.01795,4.36879,-5,NA,NA,-62.645,NA,NA
175530,-1.97939,4.39339,-5,NA,NA,NA,-49.07,NA
175645,-1.59663,4.341,-4.64604,NA,-49.506,NA,NA,NA
175993,-1.72592,4.08921,-5,NA,-28.412,NA,NA,NA
176093,-1.17789,4.3009,-5,NA,NA,-57.921,NA,NA
176370,-1.70191,3.89262,-5,NA,-11.375,NA,NA,NA
176414,-1.31231,3.829,-5,NA,NA,-36.853,NA,NA
176697,-1.2994,4.14737,-4.47336,NA,NA,-56.71,NA,NA
176826,-1.84583,4.06757,-5,NA,NA,-45.309,NA,NA
177051,-1.58695,4.2866,-5,NA,NA,-42.997,NA,NA
177306,-1.67222,3.20956,-5,NA,NA,-54.269,NA,NA
177413,-1.63293,4.86785,-4.53704,NA,NA,-75.788,NA,NA
177672,-1.67728,4.25287,-4.91959,NA,NA,-31.634,NA,NA
177914,-2.00207,3.71588,-5,NA,NA,-36.96,NA,NA
178102,-2.5729,3.7027,-4.92117,NA,NA,-53.189,NA,NA
178320,-1.91683,3.98322,-5,NA,-36.374,NA,NA,NA
178541,-2.01324,4.41433,-5,NA,NA,-60.996,NA,NA
178787,-2.03001,4.05716,-5,NA,NA,NA,-34.106,NA
178829,-1.94142,3.79295,-5,NA,NA,-30.342,NA,NA
179126,-2.19358,4.07136,-4.77474,NA,NA,NA,-42.623,NA
179269,-2.26276,3.92909,-4.64753,NA,NA,-58.304,NA,NA
179527,-2.07867,3.84424,-5,NA,NA,-38.356,NA,NA
179656,-2.20517,4.11032,-5,NA,NA,-50.578,NA,NA
179933,-2.37636,3.85814,-5,NA,NA,-65.121,NA,NA
180164,-2.68245,3.86803,-4.92634,NA,NA,-54.005,NA,NA
180367,-1.78315,3.33296,-5,NA,NA,NA,-34.772,NA
180518,-1.67919,4.82165,-5,NA,NA,NA,-56.454,NA
180668,-1.72805,3.71246,-4.57004,NA,NA,-46.2,NA,NA
180862,-1.4279,3.89287,-5,NA,NA,NA,-16.449,NA
181145,-1.54174,3.79723,-4.63313,NA,-10.925,NA,NA,NA
181201,-1.63426,4.06236,-4.93534,NA,NA,NA,-20.221,NA
181488,-1.75694,3.44409,-5,NA,NA,NA,NA,-40.636
181719,-1.40801,3.29997,-5,NA,NA,NA,-41.208,NA
181873,-2.1014,4.60238,-4.5563,NA,NA,-66.479,NA,NA
182064,-1.91188,3.91685,-4.79377,NA,NA,NA,-26.736,NA
182327,-2.34191,3.34271,-5,NA,NA,-49.875,NA,NA
182430,-1.82961,3.48715,-5,NA,NA,-45.463,NA,NA
182688,-1.39594,3.87061,-4.79045,NA,NA,-22.897,NA,NA
182948,-1.21016,3.74526,-4.95453,NA,NA,NA,-13.471,NA
183001,-2.22515,3.34917,-5,NA,-58.149,NA,NA,NA
183210,-2.31116,4.37203,-5,NA,NA,-52.632,NA,NA
183519,-1.9768,3.88515,-5,NA,-32.373,NA,NA,NA
183707,-1.32567,3.56955,-5,NA,-11.746,NA,NA,NA
183997,-2.07129,4.63138,-5,NA,NA,NA,-66.792,NA
184128,-2.1153,3.68517,-5,NA,NA,-45.657,NA,NA
184299,-1.42115,3.75133,-5,NA,NA,-24.551,NA,NA
184558,-1.86426,3.27721,-5,NA,NA,-46.647,NA,NA
184659,-1.95074,4.16221,-5,NA,-29.782,NA,NA,NA
184882,-1.69283,3.14183,-5,NA,NA,-68.477,NA,NA
185084,-1.1556,3.61524,-5,NA,NA,-63.678,NA,NA
185267,-2.34374,3.91134,-4.74525,NA,-38.498,NA,NA,NA
185589,-1.56265,3.69545,-5,NA,NA,NA,-7.794,NA
185741,-1.38814,4.06519,-5,NA,NA,NA,-35.46,NA
185846,-1.96468,3.54028,-5,NA,NA,-39.008,NA,NA
186170,-2.42887,4.07406,-4.30716,NA,NA,-68.37,NA,NA
186362,-1.94448,3.68725,-4.5273,NA,NA,-54.49,NA,NA
186471,-1.86978,3.95135,-5,NA,NA,-43.012,NA,NA
186656,-2.15287,3.76776,-4.71075,NA,NA,-41.841,NA,NA
186916,-1.54921,3.91286,-4.84394,NA,-8.1,NA,NA,NA
187156,-1.31126,3.66172,-5,NA,NA,-32.144,NA,NA
187254,-2.03801,3.99471,-5,NA,NA,-43.938,NA,NA
187475,-2.53736,4.82144,-5,NA,-79.012,NA,NA,NA
187614,-1.4916,4.3705,-4.95901,NA,-69.21,NA,NA,NA
187911,-1.97062,3.74756,-5,NA,-32.698,NA,NA,NA
188057,-1.16684,3.98964,-5,NA,-33.54,NA,NA,NA
188381,-1.67061,4.68798,-4.48148,NA,NA,-59.605,NA,NA
188581,-1.99101,4.7145,-4.71218,NA,NA,-54.058,NA,NA
188712,-1.50793,3.78732,-4.98469,NA,NA,-37.853,NA,NA
188842,-2.11574,4.08682,-5,NA,NA,-52.016,NA,NA
189185,-1.59351,3.79579,-5,NA,NA,NA,-21.761,NA
189362,-1.32671,3.74805,-5,NA,NA,NA,-25.909,NA
189511,-1.61685,4.20854,-4.32135,NA,NA,NA,-34.728,NA
189783,-1.63501,4.00747,-5,NA,NA,NA,-17.583,NA
189929,-1.94585,4.02124,-4.67955,NA,-32.314,NA,NA,NA
190096,-2.10704,3.49542,-5,NA,NA,NA,-32.872,NA
190395,-2.10656,3.67356,-5,NA,NA,-45.513,NA,NA
190507,-1.75535,3.42291,-4.60834,NA,-34.239,NA,NA,NA
190729,-1.45639,3.82283,-5,NA,NA,NA,-12.301,NA
190931,-1.39657,3.69829,-4.74314,NA,NA,NA,-20.84,NA
191152,-1.05726,3.74733,-4.58196,NA,NA,NA,-41.328,NA
191324,-1.60544,4.14215,-5,NA,NA,NA,-31.721,NA
191442,-2.38273,4.20377,-5,NA,NA,-50.423,NA,NA
191774,-2.30431,3.84058,-5,NA,NA,NA,-32.364,NA
191904,-2.50502,4.28685,-5,NA,NA,-64.838,NA,NA
192115,-1.78164,4.07628,-5,NA,NA,-43.117,NA,NA
192252,-2.56938,3.81447,-5,NA,NA,-53.964,NA,NA
192513,-1.58858,3.50698,-5,NA,NA,-42.611,NA,NA
192615,-1.78579,3.27271,-5,NA,NA,-48.923,NA,NA
192948,-2.31984,4.01219,-5,NA,NA,NA,-48.316,NA
193007,-2.38557,4.56895,-5,NA,NA,-70.432,NA,NA
193285,-2.25371,4.96084,-5,NA,NA,-76.46,NA,NA
193530,-1.3571,3.43024,-4.72875,NA,NA,NA,-22.151,NA
193799,-1.48099,3.75534,-5,NA,NA,NA,-15.48,NA
193840,-1.56113,3.68566,-5,NA,NA,NA,-14.27,NA
194033,-1.51142,3.39136,-5,NA,NA,-58.576,NA,NA
194393,-2.60968,3.95586,-5,NA,NA,-57.946,NA,NA
194569,-1.63491,3.55515,-5,NA,NA,-41.561,NA,NA
194719,-1.34937,3.8476,-5,NA,NA,-33.19,NA,NA
194849,-1.52955,3.93653,-5,NA,-40.043,NA,NA,NA
195113,-1.22752,3.96782,-5,NA,NA,NA,-31.067,NA
195344,-1.35801,4.02755,-5,NA,-21.3,NA,NA,NA
195508,-1.42868,3.60269,-5,NA,NA,-26.887,NA,NA
195677,-2.18097,4.64592,-5,NA,NA,NA,-59.286,NA
195877,-1.55933,3.57893,-4.97214,NA,NA,-44.087,NA,NA
196150,-1.60538,4.43203,-5,NA,NA,NA,-47.088,NA
196311,-1.72102,3.36052,-5,NA,NA,-36.288,NA,NA
196404,-1.6764,3.41325,-5,NA,NA,-34.88,NA,NA
196681,-1.31963,4.02346,-5,NA,-23.505,NA,NA,NA
196932,-1.79019,3.7351,-5,NA,NA,NA,-17.075,NA
197085,-1.73581,3.55088,-5,NA,NA,NA,-13.555,NA
197255,-2.69105,3.92158,-5,NA,NA,-59.863,NA,NA
197475,-2.43165,3.80026,-5,NA,NA,NA,-48.456,NA
197769,-1.89786,4.05444,-5,NA,NA,NA,-32.554,NA
197909,-2.03455,3.91041,-4.97578,NA,NA,NA,-36.939,NA
198025,-1.54467,3.94363,-5,NA,-12.672,NA,NA,NA
198313,-1.36236,3.27528,-5,NA,NA,NA,-48.308,NA
198532,-2.01986,3.46545,-5,NA,NA,NA,-41.126,NA
198787,-1.31876,3.59214,-5,NA,NA,-52.148,NA,NA
198819,-1.40634,3.48092,-4.33409,NA,NA,-45.816,NA,NA
199153,-1.95911,3.92018,-4.9682,NA,NA,-35.949,NA,NA
199316,-2.07334,3.77704,-5,NA,NA,NA,-37.511,NA
199534,-2.01247,3.89571,-5,NA,NA,-36.102,NA,NA
199736,-1.1825,4.20814,-4.99046,NA,NA,NA,-49.393,NA
200000,-1.58088,5,-3.61472,NA,NA,-117.576,NA,NA
