id,x0,x1,x2,fitness-3.5,fitness-3,fitness-2.5,fitness-5,fitness-4.5,fitness-4,fitness-2,fitness-1.5
127722,-0.76663,5,-5,-169.193,NA,NA,NA,NA,NA,NA,NA
127948,-1.92708,4.73774,-5,-67.297,NA,NA,NA,NA,NA,NA,NA
128138,-0.738323,5,-5,NA,NA,NA,NA,-109.718,NA,NA,NA
128287,-0.994988,2.86678,-3.50194,NA,NA,NA,-215.685,NA,NA,NA,NA
128532,-0.688898,3.39606,-4.26593,NA,NA,NA,-109.781,NA,NA,NA,NA
128767,-1.2537,4.81441,-4.92596,NA,NA,NA,-77.272,NA,NA,NA,NA
128983,-0.978928,5,-4.1134,NA,NA,NA,NA,NA,-131.981,NA,NA
129013,-1.1464,5,-3.6622,NA,NA,NA,NA,NA,-146.216,NA,NA
129293,-0.710769,5,-2.65315,-343.504,NA,NA,NA,NA,NA,NA,NA
129516,-1.87327,5,-3.13888,NA,NA,NA,NA,-146.721,NA,NA,NA
129709,-1.6721,4.2707,-4.64553,NA,NA,NA,-41.35,NA,NA,NA,NA
129995,-3.02004,4.15879,-3.78162,NA,NA,NA,-101.435,NA,NA,NA,NA
130008,-3.112,3.95362,-4.40098,NA,NA,NA,-90.399,NA,NA,NA,NA
130380,-3.06095,5,-3.22158,NA,NA,NA,-171.17,NA,NA,NA,NA
130521,-1.95524,5,-3.89216,NA,NA,NA,-106.647,NA,NA,NA,NA
130717,-2.98592,5,-3.85387,NA,NA,NA,-122.073,NA,NA,NA,NA
130938,-2.49961,4.0021,-3.98716,NA,NA,NA,NA,NA,-82.333,NA,NA
131055,-4.34854,5,-4.02504,NA,-256.943,NA,NA,NA,NA,NA,NA
131229,-3.70525,4.51645,-5,NA,NA,NA,NA,-126.697,NA,NA,NA
131405,-3.7515,5,-5,NA,NA,NA,-156.49,NA,NA,NA,NA
131742,-3.26057,5,-5,NA,NA,NA,-121.749,NA,NA,NA,NA
131838,-3.08632,4.00435,-4.43557,NA,NA,NA,-87.944,NA,NA,NA,NA
131998,-2.95669,4.83243,-4.20303,NA,NA,NA,NA,NA,-104.498,NA,NA
132217,-2.49124,4.47391,-3.73789,NA,NA,NA,NA,NA,-105.088,NA,NA
132537,-3.59791,5,-4.61096,NA,NA,NA,-140.825,NA,NA,NA,NA
132730,-2.77318,4.76547,-5,NA,NA,NA,-83.325,NA,NA,NA,NA
132858,-2.65999,3.13571,-5,NA,NA,NA,-79.486,NA,NA,NA,NA
133037,-1.70391,2.69281,-5,NA,NA,NA,-104.562,NA,NA,NA,NA
133291,-1.70156,2.58272,-5,NA,NA,NA,NA,NA,-153.252,NA,NA
133528,-2.11273,3.22867,-5,NA,NA,NA,-69.038,NA,NA,NA,NA
133689,-1.93997,3.53762,-5,NA,NA,NA,NA,-27.617,NA,NA,NA
133947,-1.80301,4.29794,-5,NA,NA,NA,NA,NA,-43.641,NA,NA
134120,-2.7953,5,-5,NA,NA,NA,-95.52,NA,NA,NA,NA
134223,-2.38648,5,-5,-97.677,NA,NA,NA,NA,NA,NA,NA
134421,-2.3272,5,-5,NA,NA,NA,NA,NA,-82.993,NA,NA
134768,-0.365233,5,-5,NA,NA,NA,-138.232,NA,NA,NA,NA
134930,-1.11897,5,-5,NA,NA,NA,-87.186,NA,NA,NA,NA
135105,-1.8458,4.88251,-5,NA,NA,NA,-72.299,NA,NA,NA,NA
135388,-3.12471,4.14549,-4.97629,NA,NA,NA,-87.286,NA,NA,NA,NA
135486,-3.49199,4.4215,-5,NA,NA,NA,NA,-110.191,NA,NA,NA
135784,-3.53793,2.7205,-4.68717,NA,NA,NA,NA,-136.969,NA,NA,NA
135817,-3.07234,2.61018,-4.08838,NA,NA,NA,-138.972,NA,NA,NA,NA
136023,-2.1833,4.47324,-3.8237,NA,NA,NA,-88.622,NA,NA,NA,NA
136385,-2.33939,3.71221,-5,NA,NA,NA,-64.386,NA,NA,NA,NA
136530,-2.00697,3.15804,-5,NA,NA,NA,-67.475,NA,NA,NA,NA
136783,-2.33716,2.29551,-5,NA,NA,NA,-125.284,NA,NA,NA,NA
136996,-2.6231,3.11081,-3.63457,NA,NA,NA,-115.237,NA,NA,NA,NA
137063,-3.24366,3.51846,-4.27001,NA,NA,NA,-97.25,NA,NA,NA,NA
137249,-4.1378,3.5222,-4.02816,NA,NA,NA,-178.994,NA,NA,NA,NA
137506,-3.05193,2.34762,-4.68096,NA,NA,NA,-134.797,NA,NA,NA,NA
137656,-4.46061,2.15642,-5,NA,NA,NA,-248.109,NA,NA,NA,NA
137904,-2.70938,3.58747,-4.98303,NA,NA,NA,-70.005,NA,NA,NA,NA
138088,-2.78473,4.00132,-5,NA,NA,NA,NA,NA,-67.385,NA,NA
138251,-0.86502,5,-5,NA,NA,NA,-115.493,NA,NA,NA,NA
138527,-2.22395,5,-5,NA,NA,NA,NA,NA,-81.095,NA,NA
138707,-1.77438,4.33425,-4.50161,NA,NA,NA,NA,NA,-45.027,NA,NA
138835,-0.294971,5,-5,NA,NA,NA,-155.905,NA,NA,NA,NA
139133,-1.42412,3.8419,-5,NA,NA,NA,-24.85,NA,NA,NA,NA
139233,-1.40572,4.47224,-5,NA,NA,NA,-61.464,NA,NA,NA,NA
139440,-2.11113,5,-4.06674,NA,NA,NA,NA,NA,-98.271,NA,NA
139649,-2.02165,4.67254,-3.98322,NA,-159.244,NA,NA,NA,NA,NA,NA
139932,-1.80454,5,-3.87929,NA,NA,NA,NA,NA,-108.956,NA,NA
140195,-2.49629,4.59093,-4.51915,-101.888,NA,NA,NA,NA,NA,NA,NA
140257,-2.51684,3.68032,-4.14419,NA,NA,NA,NA,NA,-74.146,NA,NA
140411,-3.12781,5,-5,NA,NA,NA,-111.991,NA,NA,NA,NA
140733,-4.16138,4.53959,-5,NA,NA,NA,-172.03,NA,NA,NA,NA
140825,-2.68161,4.0703,-5,NA,NA,NA,-67.995,NA,NA,NA,NA
141031,-1.96083,4.65082,-5,NA,NA,NA,-53.902,NA,NA,NA,NA
141327,-2.19781,5,-5,NA,NA,NA,-77.613,NA,NA,NA,NA
141449,-3.26764,5,-4.19104,NA,NA,NA,-128.226,NA,NA,NA,NA
141678,-3.48317,3.89442,-3.94283,NA,NA,NA,NA,NA,-121.063,NA,NA
141901,-2.34838,4.45876,-4.96775,NA,NA,NA,-60.424,NA,NA,NA,NA
142058,-2.73333,5,-5,NA,NA,NA,-93.511,NA,NA,NA,NA
142390,-2.92638,5,-5,NA,NA,NA,NA,-98.964,NA,NA,NA
142410,-3.61546,4.78938,-5,NA,NA,NA,-138.265,NA,NA,NA,NA
142781,-4.71396,4.30927,-5,NA,NA,NA,NA,-225.284,NA,NA,NA
142918,-3.76362,3.34624,-5,-145.586,NA,NA,NA,NA,NA,NA,NA
143149,-3.60577,4.88725,-4.45571,NA,NA,NA,NA,NA,-138.37,NA,NA
143378,-2.37954,3.76582,-4.98031,-90.177,NA,NA,NA,NA,NA,NA,NA
143579,-1.84909,3.60065,-4.66432,NA,NA,NA,NA,NA,-33.074,NA,NA
143598,-1.03386,4.86086,-3.87174,NA,NA,NA,NA,NA,-176.729,NA,NA
143831,-1.40865,5,-4.48849,NA,NA,NA,-83.585,NA,NA,NA,NA
144116,-1.5066,4.20588,-5,NA,NA,NA,-55.378,NA,NA,NA,NA
144329,-1.78981,4.54052,-3.92429,NA,NA,NA,-90.09,NA,NA,NA,NA
144446,-2.45749,5,-4.59221,NA,NA,NA,-84.357,NA,NA,NA,NA
144614,-2.54534,5,-5,NA,NA,NA,-87.913,NA,NA,NA,NA
144842,-2.25521,4.3496,-5,NA,NA,NA,NA,NA,-57.607,NA,NA
145129,-1.33549,3.83573,-5,NA,NA,NA,-34.143,NA,NA,NA,NA
145302,-1.61084,4.39544,-3.52379,NA,NA,NA,NA,-110.185,NA,NA,NA
145464,-2.11999,5,-3.88884,NA,NA,NA,NA,NA,-108.965,NA,NA
145600,-2.64493,5,-4.5107,NA,NA,NA,NA,NA,-92.283,NA,NA
145877,-2.42865,4.46366,-4.46267,NA,NA,NA,-66.133,NA,NA,NA,NA
146136,-3.35186,3.68208,-4.05897,NA,NA,NA,-115.214,NA,NA,NA,NA
146207,-1.80652,4.86403,-4.56546,NA,NA,NA,-71.01,NA,NA,NA,NA
146470,-1.83142,5,-5,NA,NA,NA,-75.831,NA,NA,NA,NA
146705,-1.38163,3.10729,-5,NA,NA,NA,-70.901,NA,NA,NA,NA
146973,-2.16291,2.62137,-5,NA,NA,NA,-106.921,NA,NA,NA,NA
147103,-2.22812,2.30937,-4.91556,NA,NA,NA,-124.127,NA,NA,NA,NA
147242,-3.0983,2.97517,-5,NA,NA,NA,NA,-99.361,NA,NA,NA
147462,-4.07204,2.72176,-5,NA,NA,NA,NA,NA,-178.257,NA,NA
147672,-5,1.99266,-5,NA,NA,NA,-327.377,NA,NA,NA,NA
147911,-4.35251,2.44014,-4.4364,NA,NA,NA,-225.933,NA,NA,NA,NA
148033,-1.6797,2.62455,-5,NA,NA,NA,-95.514,NA,NA,NA,NA
148332,-1.70795,2.90718,-5,NA,NA,NA,-114.897,NA,NA,NA,NA
148559,-1.15773,3.47063,-5,NA,NA,NA,NA,-40.256,NA,NA,NA
148643,-2.66166,4.91119,-5,NA,NA,NA,-85.641,NA,NA,NA,NA
148900,-3.27506,5,-5,NA,NA,NA,-122.651,NA,NA,NA,NA
148998,-2.47625,5,-5,NA,NA,NA,-84.222,NA,NA,NA,NA
149251,-2.32915,5,-5,NA,NA,NA,-77.213,NA,NA,NA,NA
149509,-1.82062,5,-5,NA,NA,NA,-75.305,NA,NA,NA,NA
149615,-2.46802,5,-4.7151,NA,NA,NA,NA,NA,-84.277,NA,NA
149880,-2.39621,5,-4.19307,NA,NA,NA,NA,-85.75,NA,NA,NA
150144,-1.51993,5,-4.03099,NA,NA,NA,-99.336,NA,NA,NA,NA
150267,-2.55738,5,-5,NA,NA,NA,NA,NA,-93.705,NA,NA
150436,-2.57325,3.79885,-3.96831,NA,NA,NA,-78.004,NA,NA,NA,NA
150711,-3.26055,4.54571,-4.53975,NA,NA,NA,-105.902,NA,NA,NA,NA
150955,-3.00064,2.91777,-4.82968,NA,NA,NA,NA,-79.374,NA,NA,NA
151015,-2.57252,4.14635,-4.68394,NA,NA,NA,-68.737,NA,NA,NA,NA
151223,-1.19069,4.34105,-5,NA,NA,NA,NA,NA,-73.078,NA,NA
151452,-1.97305,4.24194,-5,NA,NA,NA,-53.531,NA,NA,NA,NA
151615,-2.74973,4.77838,-5,NA,NA,NA,NA,-79.55,NA,NA,NA
151885,-2.19352,5,-4.45626,NA,NA,NA,NA,-80.221,NA,NA,NA
152012,-3.23518,4.69475,-5,NA,NA,NA,NA,NA,-105.131,NA,NA
152368,-5,5,-5,NA,NA,NA,-296.249,NA,NA,NA,NA
152512,-4.10074,3.21464,-5,NA,NA,NA,-164.617,NA,NA,NA,NA
152709,-3.22356,2.49777,-5,NA,NA,NA,NA,NA,-168.352,NA,NA
152937,-2.88831,1.8186,-5,NA,NA,NA,NA,NA,-190.73,NA,NA
153124,-2.11146,4.09211,-4.95525,NA,NA,NA,NA,-35.936,NA,NA,NA
153196,-0.843537,5,-3.97161,NA,NA,NA,-141.182,NA,NA,NA,NA
153424,-1.36047,5,-5,NA,NA,NA,-93.497,NA,NA,NA,NA
153688,-2.94871,5,-4.76583,NA,NA,NA,NA,-100.612,NA,NA,NA
153835,-2.7031,5,-5,NA,NA,NA,NA,NA,-86.967,NA,NA
154163,-2.88143,3.78169,-5,NA,NA,NA,NA,-71.706,NA,NA,NA
154199,-1.72746,3.33682,-4.41705,NA,NA,NA,-90.567,NA,NA,NA,NA
154588,-1.77287,5,-5,NA,NA,NA,-73.304,NA,NA,NA,NA
154600,-2.2022,5,-5,NA,NA,NA,-77.503,NA,NA,NA,NA
154831,-2.3909,4.33115,-4.79295,NA,NA,NA,NA,NA,-55.618,NA,NA
155048,-1.31869,3.51142,-5,NA,NA,NA,-63.261,NA,NA,NA,NA
155216,-1.43581,3.9984,-4.98078,NA,NA,NA,-42.647,NA,NA,NA,NA
155457,-2.33437,2.66589,-5,NA,NA,NA,NA,-113.542,NA,NA,NA
155705,-0.922495,3.75538,-4.30181,NA,NA,NA,-97.161,NA,NA,NA,NA
155912,-2.19809,4.02206,-5,NA,NA,NA,-51.664,NA,NA,NA,NA
156007,-2.5117,3.36302,-4.44184,NA,NA,NA,-70.266,NA,NA,NA,NA
156382,-2.71434,3.16543,-4.94917,NA,NA,NA,-82.821,NA,NA,NA,NA
156421,-1.53933,3.77014,-3.34379,NA,NA,NA,-133.748,NA,NA,NA,NA
156685,-1.24307,4.13976,-5,NA,NA,NA,-60.317,NA,NA,NA,NA
156928,-0.926835,3.82413,-5,NA,NA,NA,NA,-56.04,NA,NA,NA
157039,-2.39264,3.35996,-4.6185,NA,NA,NA,-64.019,NA,NA,NA,NA
157350,-3.11229,3.4467,-3.59445,NA,NA,NA,NA,-125.472,NA,NA,NA
157397,-4.36474,4.80873,-4.04564,NA,NA,NA,-222.127,NA,NA,NA,NA
157629,-3.4694,4.51968,-4.68456,NA,NA,NA,-116.779,NA,NA,NA,NA
157983,-2.92529,3.86116,-4.66692,NA,NA,NA,-82.935,NA,NA,NA,NA
158050,-3.54426,4.25295,-3.66704,NA,NA,NA,-140.545,NA,NA,NA,NA
158344,-4.6291,5,-5,NA,NA,NA,-248.077,NA,NA,NA,NA
158540,-2.79392,5,-4.89364,NA,NA,NA,-95.41,NA,NA,NA,NA
158751,-4.2557,4.88033,-4.39839,NA,NA,NA,NA,-196.955,NA,NA,NA
158938,-4.53884,3.46616,-3.01103,NA,NA,NA,NA,NA,-282.958,NA,NA
159057,-2.89444,4.09071,-4.7506,NA,NA,NA,-72.507,NA,NA,NA,NA
159327,-3.05111,4.03004,-5,NA,NA,NA,NA,NA,-80.775,NA,NA
159529,-2.9972,4.18625,-4.61017,NA,NA,NA,NA,NA,-81.121,NA,NA
159778,-1.98286,5,-4.86093,NA,NA,NA,NA,-66.462,NA,NA,NA
159922,-1.31522,4.20859,-5,NA,-102.966,NA,NA,NA,NA,NA,NA
160112,-1.02883,5,-4.26731,-166.057,NA,NA,NA,NA,NA,NA,NA
160331,-1.19355,4.3538,-4.25529,NA,NA,NA,NA,-80.389,NA,NA,NA
160472,-2.23249,4.16271,-4.91149,-64.279,NA,NA,NA,NA,NA,NA,NA
160784,-1.58572,4.78853,-5,NA,-126.509,NA,NA,NA,NA,NA,NA
160918,-1.58152,4.06035,-5,-55.96,NA,NA,NA,NA,NA,NA,NA
161176,-2.91086,3.98074,-5,NA,NA,NA,NA,-66.918,NA,NA,NA
161386,-1.45914,3.80506,-4.85151,NA,NA,NA,NA,-12.946,NA,NA,NA
161595,-1.53566,2.98944,-5,NA,NA,NA,-82.632,NA,NA,NA,NA
161791,-2.10429,4.29209,-4.79951,NA,NA,NA,-63.497,NA,NA,NA,NA
161901,-1.07827,4.27023,-3.94943,NA,NA,NA,NA,-128.453,NA,NA,NA
162178,-2.14919,5,-4.31838,NA,NA,NA,-84.834,NA,NA,NA,NA
162330,-4.52693,5,-4.776,NA,NA,NA,NA,NA,-228.599,NA,NA
162563,-4.24942,5,-4.09196,NA,NA,NA,-216.649,NA,NA,NA,NA
162606,-4.31532,4.87416,-4.43558,NA,NA,NA,-207.542,NA,NA,NA,NA
162869,-3.15999,3.15789,-3.69125,NA,NA,NA,-132.699,NA,NA,NA,NA
163011,-2.03241,3.15573,-4.70924,-94.513,NA,NA,NA,NA,NA,NA,NA
163321,-1.57794,3.20374,-5,NA,NA,NA,NA,-39.742,NA,NA,NA
163534,-2.07812,5,-4.31271,NA,NA,NA,NA,NA,-86.628,NA,NA
163765,0.0145422,5,-4.52364,NA,-313.552,NA,NA,NA,NA,NA,NA
163876,-1.46334,5,-4.16315,NA,NA,NA,-91.67,NA,NA,NA,NA
164136,-1.84697,5,-2.76949,NA,NA,NA,-183.563,NA,NA,NA,NA
164327,-3.2541,5,-2.9216,NA,NA,NA,NA,-201.501,NA,NA,NA
164477,-2.96798,5,-4.51817,-117.183,NA,NA,NA,NA,NA,NA,NA
164648,-2.20865,5,-5,NA,NA,NA,NA,-75.793,NA,NA,NA
164984,-2.12776,5,-4.13965,NA,NA,NA,NA,-87.895,NA,NA,NA
165155,-0.672528,3.96809,-4.88238,NA,NA,NA,NA,NA,-108.743,NA,NA
165340,-2.15367,3.30378,-5,NA,NA,NA,-57.09,NA,NA,NA,NA
165440,-2.50296,3.59257,-4.57144,NA,NA,NA,-61.784,NA,NA,NA,NA
165742,-1.65899,3.32042,-5,NA,NA,NA,-39.513,NA,NA,NA,NA
165927,-0.760771,3.46169,-4.05933,NA,NA,NA,NA,-161.177,NA,NA,NA
166123,-0.536683,5,-3.13293,NA,NA,NA,-232.547,NA,NA,NA,NA
166285,-0.798174,3.76996,-3.86212,NA,NA,NA,-90.871,NA,NA,NA,NA
166509,-2.53283,5,-3.3043,NA,NA,NA,NA,NA,-146.311,NA,NA
166752,-2.42335,4.87243,-3.96311,NA,NA,NA,NA,NA,-99.806,NA,NA
166951,-1.7541,3.65238,-4.49878,NA,NA,NA,NA,-34.149,NA,NA,NA
166996,-2.23296,2.46206,-4.16526,NA,NA,NA,-155.959,NA,NA,NA,NA
167232,-2.21336,2.65707,-5,NA,NA,NA,-98.254,NA,NA,NA,NA
167413,-3.14701,2.8365,-4.55253,NA,NA,NA,NA,-113.183,NA,NA,NA
167610,-2.93087,3.53114,-4.57332,NA,NA,NA,NA,-78.233,NA,NA,NA
167881,-0.886023,3.22109,-5,NA,NA,NA,-118.544,NA,NA,NA,NA
168159,-1.0066,3.76589,-5,NA,NA,NA,NA,NA,-51.856,NA,NA
168307,-1.44238,3.92818,-4.81861,-112.962,NA,NA,NA,NA,NA,NA,NA
168558,-1.05981,3.82322,-4.89698,NA,NA,NA,-99.691,NA,NA,NA,NA
168660,-1.97768,5,-4.44657,NA,NA,NA,-76.944,NA,NA,NA,NA
168897,-1.21163,5,-5,NA,NA,NA,-90.079,NA,NA,NA,NA
169112,-0.805867,5,-4.60792,NA,NA,NA,NA,-118.809,NA,NA,NA
169231,-1.09414,4.6745,-5,NA,NA,NA,-105.362,NA,NA,NA,NA
169450,-1.62592,5,-4.76205,NA,NA,NA,-73.625,NA,NA,NA,NA
169648,-2.17351,3.361,-3.85871,NA,NA,NA,-93.837,NA,NA,NA,NA
169886,-2.47882,4.46103,-4.16912,NA,NA,NA,NA,-74.675,NA,NA,NA
170003,-2.10233,3.7627,-4.34059,NA,NA,NA,-72.879,NA,NA,NA,NA
170374,-2.44358,4.19244,-5,NA,NA,NA,-56.34,NA,NA,NA,NA
170429,-1.82493,5,-5,NA,NA,NA,-73.242,NA,NA,NA,NA
170715,-1.48017,4.34873,-5,-100.765,NA,NA,NA,NA,NA,NA,NA
170891,-2.32721,4.26952,-5,NA,-126.62,NA,NA,NA,NA,NA,NA
171086,-2.61813,4.14189,-5,NA,NA,NA,NA,-52.269,NA,NA,NA
171241,-2.87047,4.03428,-5,NA,NA,NA,-73.697,NA,NA,NA,NA
171498,-1.64401,5,-3.67287,NA,NA,NA,-107.098,NA,NA,NA,NA
171599,-2.53184,2.86527,-4.18635,-151.301,NA,NA,NA,NA,NA,NA,NA
171956,-2.46655,5,-4.33819,NA,-132.585,NA,NA,NA,NA,NA,NA
172051,-3.19435,4.20909,-3.71197,NA,NA,NA,NA,NA,-125.57,NA,NA
172307,-2.68377,5,-4.13033,NA,NA,NA,-101.577,NA,NA,NA,NA
172539,-1.96312,5,-5,NA,NA,NA,-81.316,NA,NA,NA,NA
172703,-2.84934,5,-5,NA,NA,NA,-96.525,NA,NA,NA,NA
172943,-2.83585,4.27271,-4.45809,NA,NA,NA,-82.063,NA,NA,NA,NA
173151,-2.85859,4.19918,-3.36758,NA,NA,NA,-131.793,NA,NA,NA,NA
173294,-1.55719,3.80636,-4.84853,NA,NA,NA,NA,-16.147,NA,NA,NA
173475,-2.24253,3.53555,-5,NA,NA,NA,NA,-46.666,NA,NA,NA
173790,-3.14686,3.52404,-4.48052,NA,NA,NA,-91.143,NA,NA,NA,NA
173935,-2.53367,4.60172,-4.69678,NA,NA,NA,NA,-71.881,NA,NA,NA
174133,-2.42778,4.63475,-4.86483,-94.715,NA,NA,NA,NA,NA,NA,NA
174287,-2.41403,4.24229,-4.73233,NA,NA,NA,NA,-59.202,NA,NA,NA
174442,-3.57899,4.69766,-5,NA,NA,NA,NA,NA,-123.117,NA,NA
174732,-2.9652,4.03076,-5,NA,NA,NA,-78.199,NA,NA,NA,NA
174925,-2.33923,3.78654,-5,NA,NA,NA,-66.202,NA,NA,NA,NA
175177,-2.58495,3.63834,-4.62911,NA,NA,NA,-63.487,NA,NA,NA,NA
175246,-1.91657,5,-4.72878,NA,NA,NA,-81.339,NA,NA,NA,NA
175445,-1.42053,5,-4.12478,NA,NA,NA,-94.359,NA,NA,NA,NA
175671,-0.877998,4.72293,-4.86402,NA,NA,NA,-87.192,NA,NA,NA,NA
175910,-1.0772,5,-4.57199,NA,NA,NA,-102.62,NA,NA,NA,NA
176100,-2.25884,5,-4.90098,-85.412,NA,NA,NA,NA,NA,NA,NA
176285,-3.04245,3.52752,-5,NA,NA,NA,NA,NA,-87.278,NA,NA
176548,-2.34628,3.18588,-5,NA,NA,NA,NA,-66.622,NA,NA,NA
176661,-1.90569,2.94157,-3.86549,NA,NA,NA,-99.938,NA,NA,NA,NA
176803,-1.76689,2.95651,-4.12258,NA,NA,NA,-89.692,NA,NA,NA,NA
177018,-2.55075,4.08552,-5,NA,NA,NA,NA,-56.327,NA,NA,NA
177199,-2.71239,5,-4.86277,NA,NA,NA,-95.356,NA,NA,NA,NA
177528,-3.58375,5,-3.8237,NA,NA,NA,NA,NA,-163.756,NA,NA
177776,-2.23923,4.11249,-3.61167,NA,NA,NA,-92.449,NA,NA,NA,NA
177797,-1.83519,3.56803,-4.32973,NA,NA,NA,-53.945,NA,NA,NA,NA
178055,-2.44697,4.66628,-5,NA,NA,NA,-73.565,NA,NA,NA,NA
178373,-2.75502,5,-3.95241,NA,NA,NA,-114.03,NA,NA,NA,NA
178541,-2.86895,5,-4.57728,NA,NA,NA,NA,NA,-101.061,NA,NA
178655,-3.09562,5,-5,-125.634,NA,NA,NA,NA,NA,NA,NA
178828,-3.19539,4.90088,-5,NA,NA,NA,NA,-105.822,NA,NA,NA
179181,-2.67277,4.93676,-5,NA,NA,NA,-88.225,NA,NA,NA,NA
179372,-2.27198,5,-5,NA,NA,NA,NA,NA,-80.927,NA,NA
179519,-3.17068,5,-5,NA,NA,NA,-115.512,NA,NA,NA,NA
179659,-1.48987,5,-5,NA,NA,NA,NA,-76.847,NA,NA,NA
179945,-2.59524,3.72893,-5,-77.652,NA,NA,NA,NA,NA,NA,NA
180179,-3.78192,4.30181,-5,-142.621,NA,NA,NA,NA,NA,NA,NA
180198,-3.871,3.82126,-4.35922,NA,NA,NA,NA,-130.38,NA,NA,NA
180424,-2.8986,3.35346,-5,NA,NA,NA,-72.432,NA,NA,NA,NA
180654,-2.57396,3.06983,-5,NA,NA,NA,-74.71,NA,NA,NA,NA
180814,-3.35222,4.787,-4.61453,NA,NA,NA,-117.417,NA,NA,NA,NA
181113,-2.82915,4.89522,-4.9716,NA,NA,NA,-92.663,NA,NA,NA,NA
181231,-1.77438,5,-5,NA,NA,NA,NA,-75.279,NA,NA,NA
181579,-1.84959,5,-4.67235,NA,NA,NA,NA,-74.932,NA,NA,NA
181703,-2.60229,5,-4.02062,NA,NA,NA,-105.564,NA,NA,NA,NA
181879,-2.33444,3.66547,-4.36176,NA,NA,NA,-55.533,NA,NA,NA,NA
182080,-2.12613,3.73463,-4.85803,NA,NA,NA,NA,NA,-38.896,NA,NA
182198,-1.34086,3.74995,-4.42458,NA,NA,NA,NA,-26.411,NA,NA,NA
182468,-2.02449,4.39262,-5,NA,-92.331,NA,NA,NA,NA,NA,NA
182663,-2.13799,4.56435,-5,NA,NA,NA,-57.686,NA,NA,NA,NA
182976,-1.18299,5,-5,NA,NA,NA,-88.804,NA,NA,NA,NA
183069,-2.29444,4.78899,-5,NA,NA,NA,NA,-59.4,NA,NA,NA
183245,-2.56396,5,-5,NA,NA,NA,-85.89,NA,NA,NA,NA
183514,-2.79421,4.68588,-4.36396,NA,NA,NA,NA,-84.14,NA,NA,NA
183710,-2.84642,3.55647,-5,NA,NA,NA,-73.979,NA,NA,NA,NA
183982,-1.52275,3.03566,-5,NA,NA,NA,NA,-64.665,NA,NA,NA
184095,-1.78225,3.12504,-5,NA,NA,NA,-70.289,NA,NA,NA,NA
184292,-1.44013,1.28116,-5,NA,NA,NA,-254.736,NA,NA,NA,NA
184553,-2.38875,3.26524,-4.7507,NA,NA,NA,-57.633,NA,NA,NA,NA
184747,-1.47389,5,-4.3882,NA,NA,NA,-83.461,NA,NA,NA,NA
184980,-0.99536,4.63973,-4.73146,NA,NA,NA,-110.108,NA,NA,NA,NA
185006,-2.41195,5,-5,NA,NA,NA,-80.489,NA,NA,NA,NA
185219,-0.780647,4.81707,-5,NA,NA,NA,-91.234,NA,NA,NA,NA
185507,-1.18431,5,-5,NA,NA,NA,-88.377,NA,NA,NA,NA
185603,-2.57696,5,-3.9065,NA,NA,NA,-112.008,NA,NA,NA,NA
185967,-2.83218,5,-5,NA,NA,NA,-94.629,NA,NA,NA,NA
186138,-3.00959,5,-4.78016,NA,NA,NA,-100.561,NA,NA,NA,NA
186283,-2.08825,4.17396,-4.62523,NA,NA,NA,-56.16,NA,NA,NA,NA
186570,-2.8447,4.68486,-4.31795,NA,NA,NA,NA,-88.169,NA,NA,NA
186766,-3.70337,5,-3.56096,NA,NA,NA,-189.145,NA,NA,NA,NA
186837,-2.63269,4.06688,-2.87883,NA,NA,NA,NA,-159.682,NA,NA,NA
187020,-2.62256,3.97934,-4.49105,-91.297,NA,NA,NA,NA,NA,NA,NA
187331,-2.37011,4.13259,-5,NA,NA,NA,NA,NA,-56.273,NA,NA
187539,-2.27336,5,-5,-96.248,NA,NA,NA,NA,NA,NA,NA
187762,-2.23979,4.53395,-5,NA,NA,NA,NA,NA,-65.575,NA,NA
187911,-1.97083,3.71611,-5,NA,NA,NA,-36.985,NA,NA,NA,NA
188120,-0.887671,4.38297,-5,NA,NA,NA,-94.541,NA,NA,NA,NA
188344,-2.1857,4.30637,-4.50439,NA,NA,NA,-61.321,NA,NA,NA,NA
188447,-3.1726,3.88146,-4.59366,NA,NA,NA,-88.576,NA,NA,NA,NA
188633,-3.43753,5,-5,NA,NA,NA,-131.621,NA,NA,NA,NA
188965,-1.44149,5,-5,NA,NA,NA,-89.58,NA,NA,NA,NA
188998,-2.07479,5,-5,NA,NA,NA,-76.23,NA,NA,NA,NA
189250,-1.5194,5,-4.71133,NA,NA,NA,-84.4,NA,NA,NA,NA
189414,-3.19757,5,-3.64291,NA,NA,NA,-151.247,NA,NA,NA,NA
189759,-3.20901,5,-2.74732,NA,NA,NA,-222.642,NA,NA,NA,NA
189877,-2.88542,5,-3.69328,NA,NA,NA,NA,-128.859,NA,NA,NA
190048,-2.63074,5,-3.51875,NA,NA,NA,NA,NA,-130.632,NA,NA
190342,-3.2363,5,-4.10196,NA,NA,NA,-130.387,NA,NA,NA,NA
190474,-2.57862,5,-5,NA,NA,NA,-88.228,NA,NA,NA,NA
190605,-1.43444,3.66136,-5,NA,NA,NA,-39.565,NA,NA,NA,NA
190916,-1.50493,5,-4.69887,NA,NA,NA,-85.756,NA,NA,NA,NA
191082,-0.798583,4.33268,-5,NA,-132.021,NA,NA,NA,NA,NA,NA
191267,-1.93316,5,-5,NA,-127.183,NA,NA,NA,NA,NA,NA
191497,-2.17135,4.25408,-4.23202,NA,NA,NA,NA,NA,-80.077,NA,NA
