id,x0,x1,x2,fitness-2.5,fitness-4,fitness-3.5,fitness-1.5,fitness-3,fitness-2,fitness-1,fitness-4.5
126982,2.42214,1.25403,-4.64778,NA,NA,-34.441,NA,NA,NA,NA,NA
127064,2.2317,2.2059,-4.15352,NA,NA,NA,NA,-23.553,NA,NA,NA
127268,2.38388,2.01398,-4.1854,NA,NA,NA,NA,-17.143,NA,NA,NA
127523,1.97014,1.48844,-4.34183,-3.673,NA,NA,NA,NA,NA,NA,NA
127637,1.41292,1.59733,-4.72085,-9.925,NA,NA,NA,NA,NA,NA,NA
127882,2.24282,1.70056,-4.64373,-9.988,NA,NA,NA,NA,NA,NA,NA
128065,1.98141,2.02081,-5,NA,NA,NA,NA,-23.799,NA,NA,NA
128389,2.227,2.37207,-4.01962,NA,NA,NA,NA,-32.381,NA,NA,NA
128404,1.99355,2.46095,-5,-28.412,NA,NA,NA,NA,NA,NA,NA
128612,1.34945,2.02417,-5,-21.557,NA,NA,NA,NA,NA,NA,NA
128929,2.54234,1.46416,-5,-29.474,NA,NA,NA,NA,NA,NA,NA
129139,1.54958,1.38012,-5,NA,NA,NA,NA,-26.239,NA,NA,NA
129234,2.15102,2.14902,-4.19309,NA,NA,NA,NA,NA,-18.536,NA,NA
129591,2.15431,2.14921,-5,NA,NA,NA,NA,-26.857,NA,NA,NA
129798,2.28027,1.68228,-4.78996,NA,NA,NA,NA,-16.825,NA,NA,NA
129878,1.44602,1.06046,-4.73132,NA,NA,NA,NA,-30.858,NA,NA,NA
130108,2.85454,1.27809,-5,NA,NA,NA,NA,NA,-51.793,NA,NA
130297,1.64689,2.22676,-5,NA,NA,NA,NA,NA,-26.277,NA,NA
130529,2.4699,2.32677,-5,NA,NA,NA,NA,NA,-42.318,NA,NA
130766,2.29307,1.36798,-5,NA,NA,-43.401,NA,NA,NA,NA,NA
130881,2.2445,0.95144,-5,NA,NA,-55.161,NA,NA,NA,NA,NA
131112,1.12307,0.716068,-3.67203,NA,NA,NA,NA,-80.161,NA,NA,NA
131322,2.24312,0.562157,-4.96899,-66.155,NA,NA,NA,NA,NA,NA,NA
131569,3.0974,1.42487,-5,-53.403,NA,NA,NA,NA,NA,NA,NA
131761,3.20992,1.72248,-5,NA,NA,NA,NA,-59.759,NA,NA,NA
131815,1.7533,1.57524,-5,NA,NA,NA,NA,-25.689,NA,NA,NA
132051,1.72665,2.23656,-5,NA,NA,NA,NA,-25.082,NA,NA,NA
132295,2.00321,1.8379,-4.17438,NA,NA,NA,NA,-14.248,NA,NA,NA
132468,2.43026,0.848473,-4.13303,NA,NA,NA,NA,NA,-47.714,NA,NA
132698,2.4739,1.25268,-3.1711,NA,NA,NA,NA,NA,-60.868,NA,NA
132942,0.410672,1.46037,-2.97908,-102.831,NA,NA,NA,NA,NA,NA,NA
133119,2.29644,1.64208,-3.77859,NA,NA,NA,NA,NA,-23.652,NA,NA
133245,1.11543,2.21604,-4.98738,-31.26,NA,NA,NA,NA,NA,NA,NA
133570,2.51604,1.63937,-5,-28.029,NA,NA,NA,NA,NA,NA,NA
133685,2.42051,1.5716,-5,-25.017,NA,NA,NA,NA,NA,NA,NA
133847,1.89446,1.88612,-5,NA,NA,NA,NA,NA,-21.312,NA,NA
134103,2.88388,1.81363,-5,-40.901,NA,NA,NA,NA,NA,NA,NA
134303,2.35012,1.18527,-4.67184,NA,NA,NA,NA,-22.851,NA,NA,NA
134560,1.4192,1.47724,-5,-21.081,NA,NA,NA,NA,NA,NA,NA
134724,1.82157,2.11325,-4.79054,NA,NA,NA,NA,NA,-19.575,NA,NA
134841,3.00314,1.75673,-5,-47.498,NA,NA,NA,NA,NA,NA,NA
135035,2.58534,2.01484,-5,NA,NA,NA,-50.331,NA,NA,NA,NA
135381,2.30631,1.3281,-5,-24.89,NA,NA,NA,NA,NA,NA,NA
135422,1.40959,1.46702,-5,NA,NA,-38.89,NA,NA,NA,NA,NA
135701,2.96434,1.38749,-5,-47.713,NA,NA,NA,NA,NA,NA,NA
135918,1.9928,1.71525,-4.61672,NA,NA,NA,NA,-7.702,NA,NA,NA
136033,1.46829,2.22047,-5,NA,NA,-34.632,NA,NA,NA,NA,NA
136357,2.11211,2.1136,-4.74244,NA,NA,NA,-32.234,NA,NA,NA,NA
136503,1.45864,2.3438,-5,NA,NA,NA,NA,NA,-35.467,NA,NA
136766,2.30889,1.65082,-5,-21.751,NA,NA,NA,NA,NA,NA,NA
136819,2.82508,0.419864,-5,NA,NA,NA,NA,-93.362,NA,NA,NA
137067,2.16949,1.16471,-4.28267,-13.365,NA,NA,NA,NA,NA,NA,NA
137390,1.38065,1.20062,-4.28903,-13.556,NA,NA,NA,NA,NA,NA,NA
137566,2.45801,1.78419,-4.61989,-16.256,NA,NA,NA,NA,NA,NA,NA
137606,2.71554,1.85635,-5,NA,NA,NA,NA,-40.506,NA,NA,NA
137956,1.95744,1.65382,-5,NA,NA,NA,NA,NA,-18.944,NA,NA
138165,2.41675,2.36965,-4.14721,-25.545,NA,NA,NA,NA,NA,NA,NA
138274,1.51169,1.61075,-4.76607,-9.376,NA,NA,NA,NA,NA,NA,NA
138540,1.08097,1.53327,-4.46288,NA,NA,NA,NA,-28.891,NA,NA,NA
138773,1.79149,1.26258,-5,-21.309,NA,NA,NA,NA,NA,NA,NA
138924,0.892159,1.82508,-5,NA,NA,NA,NA,NA,-42.983,NA,NA
139040,1.27346,0.951856,-5,-49.491,NA,NA,NA,NA,NA,NA,NA
139372,1.82501,1.3884,-5,-17.929,NA,NA,NA,NA,NA,NA,NA
139579,0.765462,1.44354,-5,NA,NA,NA,NA,NA,-59.935,NA,NA
139799,1.60198,2.18304,-5,NA,NA,NA,NA,NA,-25.41,NA,NA
139893,1.54832,2.32791,-5,-25.091,NA,NA,NA,NA,NA,NA,NA
140063,1.13967,1.0809,-4.11342,-36.784,NA,NA,NA,NA,NA,NA,NA
140256,1.70605,0.925828,-5,-44.666,NA,NA,NA,NA,NA,NA,NA
140596,2.23715,0.837435,-4.59854,-34.928,NA,NA,NA,NA,NA,NA,NA
140752,2.02607,1.03626,-5,NA,NA,NA,NA,-37.895,NA,NA,NA
140875,1.60991,1.53031,-4.17775,NA,NA,NA,NA,NA,-8.108,NA,NA
141058,1.25287,2.28415,-5,NA,NA,NA,NA,NA,-33.647,NA,NA
141313,1.35426,1.88425,-4.75362,NA,NA,NA,NA,NA,-16.62,NA,NA
141546,2.03375,1.20593,-5,-24.576,NA,NA,NA,NA,NA,NA,NA
141721,2.11438,1.3195,-4.71125,-12.766,NA,NA,NA,NA,NA,NA,NA
141901,2.06413,2.40998,-4.1766,NA,NA,NA,NA,NA,-22.691,NA,NA
142135,1.8449,2.05789,-4.92625,NA,NA,NA,NA,NA,-17.688,NA,NA
142246,1.48778,2.33023,-5,NA,NA,-41.853,NA,NA,NA,NA,NA
142590,3.21088,2.37425,-4.55599,NA,-93.208,NA,NA,NA,NA,NA,NA
142676,2.0532,2.00831,-4.36646,-7.252,NA,NA,NA,NA,NA,NA,NA
142861,2.37077,1.65731,-4.63749,NA,NA,NA,NA,NA,-26.925,NA,NA
143101,2.91602,1.48473,-5,NA,NA,NA,-56.94,NA,NA,NA,NA
143222,2.55151,1.91126,-5,NA,NA,NA,NA,NA,-34.666,NA,NA
143474,2.46694,1.83779,-5,-25.587,NA,NA,NA,NA,NA,NA,NA
143662,2.13434,2.33536,-3.48297,NA,NA,NA,NA,NA,-42.264,NA,NA
143842,3.26906,1.87239,-4.45299,NA,NA,NA,NA,NA,-63.298,NA,NA
144161,2.45789,1.50781,-4.9878,NA,NA,NA,-39.43,NA,NA,NA,NA
144231,2.26117,1.38315,-3.9481,NA,NA,NA,-30.134,NA,NA,NA,NA
144459,2.26777,2.91928,-4.45604,NA,NA,NA,NA,-53.571,NA,NA,NA
144752,2.40478,1.99791,-5,-25.46,NA,NA,NA,NA,NA,NA,NA
144941,2.39466,2.74139,-3.65728,NA,NA,NA,NA,-55.561,NA,NA,NA
145168,1.42342,3.08735,-4.64163,NA,NA,NA,NA,-53.6,NA,NA,NA
145376,1.81229,3.22997,-4.38581,NA,NA,NA,NA,-64.531,NA,NA,NA
145513,1.99533,2.44088,-4.10828,NA,NA,NA,NA,-21.62,NA,NA,NA
145714,1.50254,0.814453,-4.68567,NA,NA,NA,NA,-47.581,NA,NA,NA
145829,1.96151,0.995458,-5,NA,NA,NA,NA,-34.231,NA,NA,NA
146193,2.00096,1.62601,-5,-17.031,NA,NA,NA,NA,NA,NA,NA
146325,2.30399,2.22429,-5,NA,NA,NA,NA,NA,NA,-85.337,NA
146529,1.02656,2.23927,-4.63229,NA,NA,NA,NA,NA,-33.194,NA,NA
146622,1.27212,1.57586,-5,-22.529,NA,NA,NA,NA,NA,NA,NA
146975,0.42682,1.61845,-5,-61.754,NA,NA,NA,NA,NA,NA,NA
147106,1.48289,1.74402,-5,-17.501,NA,NA,NA,NA,NA,NA,NA
147379,1.78769,0.984654,-5,NA,NA,NA,NA,-38.385,NA,NA,NA
147500,1.48357,1.18109,-4.39848,NA,NA,NA,NA,-21.759,NA,NA,NA
147611,1.4311,1.99687,-4.93593,NA,NA,NA,NA,-19.965,NA,NA,NA
148000,1.42429,1.81867,-4.46657,-6.091,NA,NA,NA,NA,NA,NA,NA
148164,1.93286,1.61993,-5,NA,NA,NA,NA,NA,-21.678,NA,NA
148241,2.38799,1.65828,-5,NA,NA,-36.553,NA,NA,NA,NA,NA
148568,3.22762,1.77234,-4.00228,NA,NA,NA,NA,NA,-58.669,NA,NA
148664,1.9317,2.68409,-3.72878,NA,NA,NA,NA,NA,-38.176,NA,NA
148890,1.91201,1.83922,-3.9935,NA,NA,NA,-22.923,NA,NA,NA,NA
149065,2.16895,0.92336,-4.02581,-30.561,NA,NA,NA,NA,NA,NA,NA
149387,1.42137,2.30307,-5,NA,NA,NA,NA,-35.819,NA,NA,NA
149533,1.26664,2.24619,-5,NA,NA,NA,NA,-29.502,NA,NA,NA
149737,2.35594,1.70816,-5,NA,NA,NA,NA,-23.388,NA,NA,NA
149828,2.39835,1.44392,-5,NA,NA,-36.884,NA,NA,NA,NA,NA
150106,2.13493,0.987129,-4.71813,-26.667,NA,NA,NA,NA,NA,NA,NA
150282,1.20345,2.34837,-5,NA,NA,NA,NA,NA,-34.018,NA,NA
150479,2.44923,1.84019,-5,NA,NA,NA,NA,-34.804,NA,NA,NA
150767,2.77638,1.35421,-5,NA,NA,-53.157,NA,NA,NA,NA,NA
150905,2.83756,1.77993,-4.87684,NA,NA,NA,NA,-38.615,NA,NA,NA
151142,2.06759,1.51651,-5,NA,NA,NA,NA,-18.363,NA,NA,NA
151220,1.69567,2.17865,-5,NA,NA,NA,NA,-23.4,NA,NA,NA
151589,0.760042,2.23727,-4.05524,NA,NA,NA,NA,-39.543,NA,NA,NA
151606,0.4424,1.39206,-4.72509,NA,NA,NA,NA,-67.59,NA,NA,NA
151881,0.906782,2.41328,-4.44787,NA,NA,NA,NA,-35.872,NA,NA,NA
152002,1.42818,1.58459,-4.71987,NA,NA,NA,NA,NA,-16.033,NA,NA
152221,1.00034,1.81423,-4.75973,-24.688,NA,NA,NA,NA,NA,NA,NA
152464,1.92399,1.91907,-5,-15.869,NA,NA,NA,NA,NA,NA,NA
152670,3.05958,2.0397,-5,NA,NA,NA,NA,NA,-59.908,NA,NA
152852,2.209,0.994694,-5,NA,NA,NA,NA,-37.28,NA,NA,NA
153030,2.32948,1.65464,-5,-22.482,NA,NA,NA,NA,NA,NA,NA
153356,2.3603,1.59545,-5,NA,NA,NA,NA,NA,-30.135,NA,NA
153495,2.05355,1.85727,-5,NA,NA,-32.151,NA,NA,NA,NA,NA
153605,2.90359,1.50764,-5,NA,NA,-55.155,NA,NA,NA,NA,NA
153983,2.76522,1.45382,-4.21479,-28.499,NA,NA,NA,NA,NA,NA,NA
154052,1.55486,1.82488,-3.75538,NA,NA,NA,NA,NA,-15.909,NA,NA
154266,2.74292,2.26105,-3.89248,NA,NA,NA,NA,NA,-43.483,NA,NA
154498,2.38511,2.32328,-4.28387,NA,NA,NA,NA,NA,-23.745,NA,NA
154645,2.46167,2.72834,-3.51439,NA,NA,NA,NA,NA,-58.634,NA,NA
154837,1.90009,1.42805,-3.96481,NA,NA,-22.152,NA,NA,NA,NA,NA
155165,1.27426,2.14991,-3.63853,-28.673,NA,NA,NA,NA,NA,NA,NA
155208,2.22451,1.555,-3.97149,NA,NA,NA,-33.25,NA,NA,NA,NA
155550,2.55722,0.996998,-4.01817,NA,NA,NA,-53.791,NA,NA,NA,NA
155759,1.47823,1.24189,-5,-25.46,NA,NA,NA,NA,NA,NA,NA
155836,2.14972,1.73202,-5,-17.266,NA,NA,NA,NA,NA,NA,NA
156069,2.60173,1.49903,-3.85019,NA,NA,NA,NA,NA,-29.628,NA,NA
156257,1.71716,1.06345,-4.34736,NA,NA,NA,-38.558,NA,NA,NA,NA
156461,2.91977,0.870179,-4.42871,NA,NA,NA,NA,-59.756,NA,NA,NA
156748,2.02958,2.63045,-4.8548,-31.82,NA,NA,NA,NA,NA,NA,NA
156937,1.58679,1.75427,-5,NA,NA,NA,NA,NA,-18.04,NA,NA
157175,1.98773,1.83255,-4.01457,NA,NA,NA,NA,-9.087,NA,NA,NA
157248,2.25866,1.77252,-3.71613,NA,NA,NA,-40.996,NA,NA,NA,NA
157431,2.20291,1.38207,-4.91538,NA,NA,-39.55,NA,NA,NA,NA,NA
157780,1.8009,1.34721,-4.34412,-4.632,NA,NA,NA,NA,NA,NA,NA
157909,1.54068,1.83175,-4.16409,NA,NA,NA,-34.951,NA,NA,NA,NA
158110,1.78072,2.10255,-4.33922,-7.511,NA,NA,NA,NA,NA,NA,NA
158281,2.31226,1.71431,-5,NA,NA,NA,-44.61,NA,NA,NA,NA
158549,1.76789,1.26849,-5,-23.291,NA,NA,NA,NA,NA,NA,NA
158712,1.01216,1.82118,-3.81042,NA,NA,NA,NA,-30.456,NA,NA,NA
158936,1.73469,1.22595,-3.53358,-29.158,NA,NA,NA,NA,NA,NA,NA
159034,0.626443,1.55405,-4.17774,-46.68,NA,NA,NA,NA,NA,NA,NA
159249,1.7509,2.4119,-5,NA,NA,NA,NA,NA,-30.779,NA,NA
159535,1.17147,1.98835,-4.47595,-16.072,NA,NA,NA,NA,NA,NA,NA
159658,1.70492,1.54407,-5,-16.384,NA,NA,NA,NA,NA,NA,NA
159850,0.967115,1.78731,-4.52998,NA,NA,NA,NA,NA,NA,NA,-95.417
160140,0.960739,1.6524,-4.35257,NA,NA,NA,NA,NA,-25.737,NA,NA
160399,1.51145,2.0915,-5,NA,NA,NA,-40.075,NA,NA,NA,NA
160552,1.87257,0.93377,-4.75497,-28.642,NA,NA,NA,NA,NA,NA,NA
160716,2.4266,1.39205,-5,NA,NA,NA,NA,-29.618,NA,NA,NA
160901,2.06431,2.02422,-4.40126,NA,NA,NA,NA,NA,-15.045,NA,NA
161032,1.27141,1.63773,-4.24746,-8.502,NA,NA,NA,NA,NA,NA,NA
161305,1.91314,3.00931,-4.38793,NA,NA,NA,NA,-44.684,NA,NA,NA
161563,2.04409,2.24111,-3.69499,-23.448,NA,NA,NA,NA,NA,NA,NA
161760,2.36444,1.8106,-4.56627,NA,NA,NA,NA,-14.577,NA,NA,NA
161822,2.1248,1.77133,-3.88157,NA,NA,NA,NA,-18.303,NA,NA,NA
162020,1.33418,1.13353,-3.81159,NA,NA,NA,NA,-35.793,NA,NA,NA
162344,2.50837,2.09534,-3.4664,NA,NA,NA,NA,NA,-48.812,NA,NA
162456,1.12417,1.85903,-4.2302,NA,NA,NA,NA,-24.259,NA,NA,NA
162652,0.867733,0.846614,-5,NA,NA,-92.884,NA,NA,NA,NA,NA
162825,1.57196,1.66556,-3.75199,NA,NA,-34.436,NA,NA,NA,NA,NA
163068,2.11257,1.27724,-4.26774,NA,NA,NA,-27.741,NA,NA,NA,NA
163228,2.38974,1.50314,-5,-24.744,NA,NA,NA,NA,NA,NA,NA
163461,3.38402,1.56436,-4.35775,NA,NA,NA,NA,-66.352,NA,NA,NA
163732,2.33729,1.46561,-4.18806,NA,-56.402,NA,NA,NA,NA,NA,NA
163992,1.76744,1.29355,-4.09164,NA,NA,NA,NA,-9.511,NA,NA,NA
164120,1.87967,1.43831,-3.79047,NA,NA,-40.579,NA,NA,NA,NA,NA
164314,1.51629,1.4691,-4.26122,NA,NA,NA,NA,-5.767,NA,NA,NA
164551,1.85199,1.03931,-4.3363,NA,NA,NA,NA,-21.657,NA,NA,NA
164690,2.64607,1.35933,-3.97881,NA,NA,NA,NA,-34.489,NA,NA,NA
164985,2.28395,1.52418,-4.12267,NA,NA,NA,NA,-12.653,NA,NA,NA
165001,2.35642,2.09348,-3.74001,-24.463,NA,NA,NA,NA,NA,NA,NA
165338,2.13209,2.35879,-4.08378,NA,NA,-37.532,NA,NA,NA,NA,NA
165591,1.35663,2.0475,-4.6992,-15.214,NA,NA,NA,NA,NA,NA,NA
165649,1.54958,2.32996,-5,NA,NA,NA,NA,-27.68,NA,NA,NA
165866,1.29489,1.74244,-3.94918,-12.153,NA,NA,NA,NA,NA,NA,NA
166092,1.20261,1.71994,-3.66303,NA,NA,-37.154,NA,NA,NA,NA,NA
166387,1.50823,1.45656,-4.49788,-6.578,NA,NA,NA,NA,NA,NA,NA
166498,1.31917,1.18332,-4.91304,NA,NA,NA,NA,NA,-32.326,NA,NA
166783,1.90433,2.05401,-4.54039,NA,NA,NA,NA,-18.542,NA,NA,NA
166820,1.88598,2.01832,-4.55161,-6.982,NA,NA,NA,NA,NA,NA,NA
167197,2.56069,1.95504,-4.48472,-19.954,NA,NA,NA,NA,NA,NA,NA
167206,2.05634,1.4466,-4.16023,NA,NA,-29.016,NA,NA,NA,NA,NA
167482,1.27218,1.38439,-4.8763,NA,NA,-35.234,NA,NA,NA,NA,NA
167765,0.908136,2.21987,-5,-39.211,NA,NA,NA,NA,NA,NA,NA
167895,1.642,1.88756,-4.17261,-3.785,NA,NA,NA,NA,NA,NA,NA
168028,1.07882,1.65185,-5,NA,NA,NA,NA,NA,-43.163,NA,NA
168291,2.04214,1.67408,-4.36658,NA,NA,NA,-34.37,NA,NA,NA,NA
168405,1.96175,1.53537,-4.53699,NA,NA,NA,-30.841,NA,NA,NA,NA
168732,0.830026,1.88433,-4.13569,-30.385,NA,NA,NA,NA,NA,NA,NA
168835,2.23712,1.50753,-4.73921,-13.011,NA,NA,NA,NA,NA,NA,NA
169169,1.96743,2.03617,-5,-17.695,NA,NA,NA,NA,NA,NA,NA
169303,2.65772,1.29329,-4.17113,NA,NA,NA,NA,-28.264,NA,NA,NA
169473,1.47339,1.46299,-3.89775,NA,NA,-28.415,NA,NA,NA,NA,NA
169658,1.19479,2.10514,-3.76714,-24.288,NA,NA,NA,NA,NA,NA,NA
169980,1.48758,1.1499,-3.76726,NA,NA,NA,NA,NA,-44.337,NA,NA
170186,2.21634,1.69951,-4.72878,NA,NA,NA,NA,-14.354,NA,NA,NA
170371,2.52057,1.90088,-4.32388,-18.301,NA,NA,NA,NA,NA,NA,NA
170543,2.22111,1.13083,-4.87155,-24.403,NA,NA,NA,NA,NA,NA,NA
170627,2.37783,1.14449,-4.51965,NA,NA,-34.532,NA,NA,NA,NA,NA
170837,1.74773,1.41807,-4.61839,-5.591,NA,NA,NA,NA,NA,NA,NA
171147,1.56457,1.57765,-5,NA,NA,NA,NA,-17.407,NA,NA,NA
171280,1.45295,0.993089,-5,-40.763,NA,NA,NA,NA,NA,NA,NA
171587,2.13565,1.79201,-5,-18.352,NA,NA,NA,NA,NA,NA,NA
171610,1.62889,1.90496,-4.72687,-8.736,NA,NA,NA,NA,NA,NA,NA
171848,2.19007,1.66712,-5,NA,NA,NA,NA,NA,-19.854,NA,NA
172199,1.55031,1.46807,-4.42372,-2.94,NA,NA,NA,NA,NA,NA,NA
172295,2.03275,1.91531,-4.7964,NA,NA,NA,NA,-19.433,NA,NA,NA
172571,1.84413,2.30849,-4.89312,NA,NA,NA,NA,-25.88,NA,NA,NA
172643,1.72862,2.36178,-4.71575,-17.956,NA,NA,NA,NA,NA,NA,NA
172813,1.69149,1.14889,-4.21362,-12.552,NA,NA,NA,NA,NA,NA,NA
173131,2.23406,1.75586,-5,NA,NA,NA,NA,NA,-23.638,NA,NA
173342,1.62003,2.69402,-4.13661,-29.675,NA,NA,NA,NA,NA,NA,NA
173540,1.89882,1.69393,-3.76734,NA,NA,NA,NA,-18.047,NA,NA,NA
173702,2.804,1.41365,-3.38139,-56.652,NA,NA,NA,NA,NA,NA,NA
173839,2.38942,1.26224,-3.91641,-22.716,NA,NA,NA,NA,NA,NA,NA
174177,1.71954,1.399,-3.9859,NA,NA,NA,NA,-13.205,NA,NA,NA
174342,2.07452,1.79865,-5,NA,NA,NA,NA,NA,-19.841,NA,NA
174497,1.97362,2.15616,-3.80438,NA,NA,NA,NA,-23.308,NA,NA,NA
174700,0.895127,1.68226,-5,-39.836,NA,NA,NA,NA,NA,NA,NA
174877,1.33014,1.82545,-4.99616,NA,NA,-33.072,NA,NA,NA,NA,NA
175132,2.16446,2.09762,-5,NA,NA,NA,-51.758,NA,NA,NA,NA
175221,1.38252,0.874436,-5,NA,NA,NA,NA,-52.038,NA,NA,NA
175576,1.45614,1.73397,-4.62298,NA,NA,NA,NA,-10.914,NA,NA,NA
175620,1.86377,2.97769,-4.42959,NA,NA,NA,-59.506,NA,NA,NA,NA
175998,2.16559,2.18031,-5,-22.583,NA,NA,NA,NA,NA,NA,NA
176086,1.61998,2.13711,-5,NA,NA,NA,-40.641,NA,NA,NA,NA
176254,2.89467,0.888423,-5,-66.97,NA,NA,NA,NA,NA,NA,NA
176542,2.10856,1.53372,-4.93799,-15.961,NA,NA,NA,NA,NA,NA,NA
176679,2.59077,2.12801,-4.26099,NA,NA,NA,-41.529,NA,NA,NA,NA
176892,2.49855,1.68377,-4.68921,NA,NA,-36.545,NA,NA,NA,NA,NA
177089,1.63873,1.18078,-4.64731,NA,NA,NA,NA,-15.465,NA,NA,NA
177248,1.64652,2.39266,-4.7293,-19.803,NA,NA,NA,NA,NA,NA,NA
177581,2.36868,2.01658,-5,NA,NA,NA,-41.556,NA,NA,NA,NA
177782,1.70318,2.23561,-4.67144,NA,NA,NA,NA,NA,-18.599,NA,NA
177814,0.81386,2.49656,-4.13883,NA,NA,NA,NA,NA,-45.835,NA,NA
178137,2.36999,2.68448,-4.53976,NA,NA,NA,NA,-37.071,NA,NA,NA
178333,2.4865,2.17463,-4.88563,NA,NA,NA,NA,NA,-33.688,NA,NA
178500,1.38185,1.80554,-4.73115,NA,NA,NA,NA,NA,-23.21,NA,NA
178617,2.27698,1.78108,-4.56177,NA,NA,NA,NA,NA,-14.272,NA,NA
179000,2.94046,2.62836,-5,-61.226,NA,NA,NA,NA,NA,NA,NA
179105,1.94377,2.38221,-5,NA,NA,NA,NA,NA,-34.642,NA,NA
179333,1.01651,1.84379,-5,NA,NA,NA,NA,NA,-39.677,NA,NA
179550,1.94501,1.43718,-4.89362,NA,NA,-33.319,NA,NA,NA,NA,NA
179605,1.54403,1.67975,-4.24318,NA,NA,NA,NA,-12.196,NA,NA,NA
179833,1.26891,1.4827,-3.80294,-18.886,NA,NA,NA,NA,NA,NA,NA
180090,1.69806,0.796051,-5,NA,NA,NA,NA,-50.53,NA,NA,NA
180269,1.39697,1.51343,-4.12085,NA,NA,NA,NA,-9.071,NA,NA,NA
180514,2.04216,1.76851,-4.21342,-5.249,NA,NA,NA,NA,NA,NA,NA
180683,1.92149,1.53626,-4.5056,NA,NA,NA,NA,NA,-7.159,NA,NA
180978,2.05835,1.60338,-5,-16.679,NA,NA,NA,NA,NA,NA,NA
181049,1.79468,1.91312,-4.78724,NA,NA,NA,NA,NA,NA,-47.198,NA
181233,1.6081,1.31405,-4.56132,-7.716,NA,NA,NA,NA,NA,NA,NA
181593,2.14016,1.00087,-5,NA,NA,NA,-50.625,NA,NA,NA,NA
181673,2.46841,1.97481,-4.94926,NA,NA,NA,NA,NA,-30.09,NA,NA
181833,2.93259,2.5133,-5,NA,NA,NA,NA,-65.478,NA,NA,NA
182163,1.94895,1.67405,-5,-16.398,NA,NA,NA,NA,NA,NA,NA
182332,1.52663,1.4643,-5,-18.675,NA,NA,NA,NA,NA,NA,NA
182532,2.79337,1.64348,-4.49575,NA,NA,NA,NA,NA,-30.351,NA,NA
182722,2.65867,1.07384,-4.77344,-38.661,NA,NA,NA,NA,NA,NA,NA
182805,2.17553,1.25667,-4.90111,NA,NA,NA,NA,NA,-27.597,NA,NA
183062,1.31082,1.95783,-5,-21.635,NA,NA,NA,NA,NA,NA,NA
183327,1.92306,2.36881,-4.10816,NA,NA,NA,NA,NA,-20.304,NA,NA
183518,2.38901,2.13945,-3.62187,NA,NA,NA,-43.882,NA,NA,NA,NA
183723,1.86042,1.07536,-5,-31.093,NA,NA,NA,NA,NA,NA,NA
183966,3.08786,1.74887,-5,NA,NA,NA,NA,-54.687,NA,NA,NA
184016,2.3848,1.27563,-4.84044,-22.908,NA,NA,NA,NA,NA,NA,NA
184205,2.28132,1.16242,-4.98723,NA,NA,NA,NA,-35.643,NA,NA,NA
184555,1.64754,1.25875,-5,NA,NA,NA,NA,-27.01,NA,NA,NA
184687,2.45009,1.79567,-3.46747,-35.084,NA,NA,NA,NA,NA,NA,NA
184989,1.80231,1.5994,-3.04531,-47.787,NA,NA,NA,NA,NA,NA,NA
185199,1.56483,1.38771,-5,NA,NA,NA,NA,-21.077,NA,NA,NA
185258,1.48947,2.35152,-4.33391,NA,NA,-28.225,NA,NA,NA,NA,NA
185445,1.73148,2.33281,-4.66781,-17.512,NA,NA,NA,NA,NA,NA,NA
185781,1.62272,1.97416,-4.53919,NA,NA,NA,NA,NA,-20.788,NA,NA
185959,2.7765,1.9171,-5,NA,NA,-48.889,NA,NA,NA,NA,NA
186087,2.71527,2.13384,-4.12358,NA,NA,NA,-41.652,NA,NA,NA,NA
186211,3.01436,1.06491,-4.18637,-51.756,NA,NA,NA,NA,NA,NA,NA
186479,2.25603,1.5397,-4.27019,-9.007,NA,NA,NA,NA,NA,NA,NA
186657,2.53232,2.67633,-4.62653,-40.467,NA,NA,NA,NA,NA,NA,NA
186860,2.72286,2.20522,-4.37906,NA,NA,NA,NA,-36.353,NA,NA,NA
187139,1.50587,2.74376,-3.99349,NA,NA,NA,NA,NA,-41.846,NA,NA
187258,2.00126,1.93985,-5,NA,NA,NA,NA,NA,-25.337,NA,NA
187421,1.47469,2.46903,-4.31775,NA,NA,-35.305,NA,NA,NA,NA,NA
187640,1.3971,1.5673,-4.59721,NA,NA,NA,NA,NA,-10.144,NA,NA
187843,1.67846,2.70879,-4.73833,-31.322,NA,NA,NA,NA,NA,NA,NA
188191,2.46897,2.00201,-4.96389,-25.609,NA,NA,NA,NA,NA,NA,NA
188220,2.35616,2.78321,-5,NA,NA,NA,-59.644,NA,NA,NA,NA
188438,1.08835,1.83683,-5,NA,NA,NA,NA,NA,-33.007,NA,NA
188757,1.28592,2.18136,-4.77072,NA,NA,NA,NA,-30.299,NA,NA,NA
188994,1.83621,2.65892,-4.55512,NA,NA,-40.751,NA,NA,NA,NA,NA
189025,0.859364,2.49655,-5,NA,NA,NA,NA,-48.329,NA,NA,NA
189238,2.67465,1.38314,-5,-35.869,NA,NA,NA,NA,NA,NA,NA
189483,1.58861,1.63332,-4.49282,NA,NA,NA,NA,-9.434,NA,NA,NA
189749,1.92706,2.2475,-5,-21.565,NA,NA,NA,NA,NA,NA,NA
189823,1.7846,1.67809,-5,NA,NA,NA,NA,NA,-21.347,NA,NA
190019,0.545643,2.28676,-5,NA,NA,NA,NA,NA,-59.766,NA,NA
