id,x0,x1,x2,fitness-1,fitness-2.5,fitness-1.5,fitness-3.5,fitness-3,fitness-2,fitness-0.5,fitness-4,fitness-5,fitness-4.5,fitness0,fitness0.5
100214,-0.549481,4.86163,3.24652,NA,NA,NA,-130.333,NA,NA,NA,NA,NA,NA,NA,NA
100589,-1.2265,5,3.75022,NA,NA,NA,NA,NA,-25.149,NA,NA,NA,NA,NA,NA
100794,-0.440907,5,4.21156,NA,NA,NA,NA,-118.814,NA,NA,NA,NA,NA,NA,NA
100807,-0.68757,5,4.78743,NA,NA,NA,NA,NA,-87.074,NA,NA,NA,NA,NA,NA
101193,-1.16425,5,5,NA,NA,NA,NA,NA,-80.241,NA,NA,NA,NA,NA,NA
101398,-1.25405,4.79765,4.88354,NA,-68.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101532,-0.780294,4.97994,5,NA,NA,NA,NA,NA,NA,-139.585,NA,NA,NA,NA,NA
101724,-0.418244,5,4.25558,NA,NA,-85.186,NA,NA,NA,NA,NA,NA,NA,NA,NA
101995,-1.64777,5,4.47797,NA,NA,NA,NA,NA,-44.507,NA,NA,NA,NA,NA,NA
102036,-1.50369,5,4.51479,NA,-48.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102255,-1.25974,5,4.28667,NA,NA,NA,NA,NA,-40.251,NA,NA,NA,NA,NA,NA
102565,-2.85762,4.86646,4.44047,NA,NA,NA,NA,NA,-75.822,NA,NA,NA,NA,NA,NA
102613,-1.97596,3.98022,5,NA,NA,NA,NA,NA,-74.788,NA,NA,NA,NA,NA,NA
102968,-2.22064,3.9854,5,NA,NA,-95.611,NA,NA,NA,NA,NA,NA,NA,NA,NA
103010,-3.76906,4.6528,5,NA,NA,-182.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
103364,-3.30931,5,4.57103,-149.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103495,-1.55269,4.1653,5,NA,-76.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103620,-1.69582,4.35702,4.57021,NA,NA,NA,NA,-60.136,NA,NA,NA,NA,NA,NA,NA
103857,-2.11912,2.89961,4.67222,NA,-107.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104092,-1.68106,3.30928,5,NA,NA,NA,NA,NA,-99.626,NA,NA,NA,NA,NA,NA
104336,-2.95235,4.40892,4.90584,NA,NA,NA,NA,NA,NA,-159.954,NA,NA,NA,NA,NA
104589,-1.53947,5,4.07968,NA,-28.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104620,-0.446274,5,3.81559,NA,NA,-84.392,NA,NA,NA,NA,NA,NA,NA,NA,NA
104812,-0.218747,4.96875,4.02072,NA,-108.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105120,-1.03268,5,3.6327,NA,NA,NA,NA,-48.117,NA,NA,NA,NA,NA,NA,NA
105310,-1.78829,5,3.98387,NA,NA,NA,NA,NA,NA,NA,-87.57,NA,NA,NA,NA
105476,-2.70052,4.6385,3.66757,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.279,NA,NA
105720,-2.35035,5,4.72015,NA,NA,NA,NA,-88.693,NA,NA,NA,NA,NA,NA,NA
105958,-2.84255,5,5,NA,NA,NA,NA,NA,-102.983,NA,NA,NA,NA,NA,NA
106041,-2.58524,3.76334,4.82531,NA,NA,-99.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
106387,-1.88698,4.15387,5,-100.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106558,-2.26163,3.80077,5,NA,NA,NA,NA,NA,-88.383,NA,NA,NA,NA,NA,NA
106739,-1.81637,2.96024,5,NA,-119.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106815,-2.14935,3.39451,4.18895,NA,NA,NA,NA,-75.939,NA,NA,NA,NA,NA,NA,NA
107134,-2.45434,3.49671,3.83171,NA,NA,NA,NA,NA,NA,NA,NA,NA,-138.446,NA,NA
107345,-2.53511,4.98107,3.30843,NA,NA,NA,NA,-43.944,NA,NA,NA,NA,NA,NA,NA
107500,-2.74941,5,4.50493,NA,-71.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107730,-3.22512,5,3.37982,NA,NA,NA,NA,NA,-76.171,NA,NA,NA,NA,NA,NA
107984,-3.74502,5,4.17728,NA,NA,NA,NA,-144.458,NA,NA,NA,NA,NA,NA,NA
108017,-2.74938,5,3.85943,NA,NA,NA,NA,NA,-53.39,NA,NA,NA,NA,NA,NA
108344,-3.42562,4.67039,3.09987,NA,NA,NA,NA,-96.328,NA,NA,NA,NA,NA,NA,NA
108595,-3.82726,5,3.61771,NA,NA,NA,NA,NA,-123.036,NA,NA,NA,NA,NA,NA
108683,-3.22995,5,4.39824,NA,NA,-114.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
108830,-2.96178,3.97188,4.08607,-123.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109197,-1.14294,3.90158,3.90547,NA,NA,-64.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
109329,-0.730358,4.14551,3.81739,NA,NA,NA,NA,NA,-52.936,NA,NA,NA,NA,NA,NA
109406,-2.1298,4.90641,2.73076,NA,NA,NA,NA,NA,-32.698,NA,NA,NA,NA,NA,NA
109773,-1.33624,3.93681,3.35339,NA,-13.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109906,-2.15461,4.00584,2.56991,NA,-39.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110113,-1.60658,4.60014,3.68148,NA,-10.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110280,-2.97738,5,5,NA,NA,NA,NA,NA,NA,NA,-162.451,NA,NA,NA,NA
110524,-2.74619,3.98284,4.69143,NA,NA,NA,NA,-84.781,NA,NA,NA,NA,NA,NA,NA
110713,-0.867084,3.73609,5,NA,NA,NA,-150.44,NA,NA,NA,NA,NA,NA,NA,NA
110922,-1.48225,4.31084,5,NA,NA,NA,NA,NA,-70.161,NA,NA,NA,NA,NA,NA
111111,-0.982624,4.72673,5,NA,NA,-88.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
111367,-1.45739,4.56646,4.70453,NA,NA,-75.379,NA,NA,NA,NA,NA,NA,NA,NA,NA
111471,-1.66192,4.51436,4.241,-60.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111726,-0.92526,5,4.92963,-115.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111921,-1.48888,2.92594,4.55378,NA,NA,-140.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
112153,-3.48094,4.14983,4.40028,-191.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112318,-3.94997,4.85417,5,-227.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112418,-4.30976,3.9949,5,-275.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112644,-4.1805,2.22276,4.67356,NA,NA,-367.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
112905,-3.00621,3.00524,5,NA,NA,NA,NA,NA,-163.699,NA,NA,NA,NA,NA,NA
113023,-2.94951,2.86304,3.71707,NA,NA,NA,NA,NA,NA,-313.087,NA,NA,NA,NA,NA
113358,-2.14369,3.60363,3.47329,NA,NA,NA,NA,NA,-35.213,NA,NA,NA,NA,NA,NA
113565,-0.657536,5,3.18424,NA,-48.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113651,-1.25608,5,3.28232,NA,NA,NA,NA,NA,-21.593,NA,NA,NA,NA,NA,NA
113954,-1.59376,5,3.03003,NA,NA,NA,NA,NA,-17.911,NA,NA,NA,NA,NA,NA
114170,-2.4533,4.50492,5,NA,NA,NA,NA,-98.315,NA,NA,NA,NA,NA,NA,NA
114281,-3.81534,4.60094,5,NA,NA,NA,NA,-173.653,NA,NA,NA,NA,NA,NA,NA
114488,-2.73812,4.96991,5,NA,NA,NA,NA,NA,-97.897,NA,NA,NA,NA,NA,NA
114684,-2.84187,4.63578,3.21208,NA,NA,NA,NA,-53.023,NA,NA,NA,NA,NA,NA,NA
114811,-2.59655,5,2.732,NA,NA,NA,-78.146,NA,NA,NA,NA,NA,NA,NA,NA
115095,-1.4337,5,2.55676,NA,NA,NA,NA,-54.012,NA,NA,NA,NA,NA,NA,NA
115257,-2.60723,4.37264,1.59293,NA,NA,NA,-126.809,NA,NA,NA,NA,NA,NA,NA,NA
115599,-2.06723,3.66217,2.34914,NA,-57.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115739,-1.56629,4.17844,2.9135,NA,-16.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115978,-1.52746,4.17704,2.0518,NA,-61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116111,-1.98502,5,2.13711,NA,NA,NA,NA,-74.279,NA,NA,NA,NA,NA,NA,NA
116400,-2.50173,5,3.20907,NA,NA,NA,NA,-50.594,NA,NA,NA,NA,NA,NA,NA
116445,-1.42749,4.46824,4.13258,NA,-24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116639,-1.09623,5,3.63876,NA,NA,-48.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
116974,-1.58591,5,2.68757,NA,NA,-43.373,NA,NA,NA,NA,NA,NA,NA,NA,NA
117176,-1.11753,3.59037,3.59638,NA,NA,NA,NA,NA,-46.086,NA,NA,NA,NA,NA,NA
117302,-1.7502,4.1667,5,-102.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117569,-1.9341,3.32988,5,NA,NA,NA,NA,-111.732,NA,NA,NA,NA,NA,NA,NA
117723,-3.06048,4.77339,3.90472,NA,-63.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117926,-3.24294,4.6146,3.96095,NA,-78.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118025,-3.12916,4.21013,4.31782,NA,-83.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118271,-2.24081,3.67325,4.97143,NA,NA,NA,NA,NA,-86.226,NA,NA,NA,NA,NA,NA
118575,-1.31488,5,4.79848,NA,NA,NA,NA,NA,-64.354,NA,NA,NA,NA,NA,NA
118638,-1.38422,5,3.4205,-50.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118958,-1.30014,4.00053,3.10579,NA,NA,NA,NA,-43.127,NA,NA,NA,NA,NA,NA,NA
119013,-2.33812,3.63911,5,NA,-94.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119280,-1.07087,3.93434,5,NA,NA,NA,NA,NA,-88.65,NA,NA,NA,NA,NA,NA
119576,-0.92307,3.39537,4.65946,NA,-101.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119675,-2.15506,3.65523,4.19536,NA,-46.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119852,-2.91975,4.29258,4.20302,NA,-64.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120184,-3.45013,4.3188,3.3839,NA,-86.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120221,-3.05395,5,3.51198,NA,NA,NA,NA,-80.06,NA,NA,NA,NA,NA,NA,NA
120549,-2.87686,4.46552,2.76641,NA,NA,NA,NA,-63.367,NA,NA,NA,NA,NA,NA,NA
120774,-2.32933,4.50224,2.74099,NA,-30.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120875,-1.30583,5,2.18682,NA,NA,NA,NA,NA,-65.003,NA,NA,NA,NA,NA,NA
121045,0.767978,4.96227,2.26507,NA,-334.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121341,-1.18324,5,2.53848,NA,NA,-73.556,NA,NA,NA,NA,NA,NA,NA,NA,NA
121455,-3.05473,5,3.56069,NA,NA,-74.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
121769,-2.1168,4.96402,3.97497,-87.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121878,-3.23077,5,3.51686,NA,NA,-109.247,NA,NA,NA,NA,NA,NA,NA,NA,NA
122157,-2.64395,3.82182,3.68391,-115.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122318,-4.03699,4.30597,3.78036,NA,NA,NA,NA,NA,-146.639,NA,NA,NA,NA,NA,NA
122507,-3.5839,5,3.68595,NA,NA,NA,NA,NA,-104.021,NA,NA,NA,NA,NA,NA
122656,-3.18639,4.37565,3.51597,NA,NA,NA,NA,-71.096,NA,NA,NA,NA,NA,NA,NA
122991,-2.26092,5,4.78954,NA,NA,NA,-97.205,NA,NA,NA,NA,NA,NA,NA,NA
123034,-3.27161,5,5,NA,NA,NA,NA,-150.268,NA,NA,NA,NA,NA,NA,NA
123279,-2.78615,5,4.94139,NA,NA,NA,NA,-103.481,NA,NA,NA,NA,NA,NA,NA
123515,-1.16652,5,4.97957,NA,-87.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123726,-1.94994,4.09082,5,NA,-77.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123943,-2.63072,4.68212,4.692,NA,NA,NA,-108.783,NA,NA,NA,NA,NA,NA,NA,NA
124140,-2.5114,3.57042,5,NA,NA,NA,NA,-107.24,NA,NA,NA,NA,NA,NA,NA
124400,-0.795813,5,4.30326,NA,NA,NA,NA,NA,-60.518,NA,NA,NA,NA,NA,NA
124542,-0.532271,4.80267,2.53638,NA,NA,NA,-162.153,NA,NA,NA,NA,NA,NA,NA,NA
124759,-1.00909,4.45829,3.57547,NA,NA,NA,-91.832,NA,NA,NA,NA,NA,NA,NA,NA
124856,-2.55816,4.62347,2.54087,NA,NA,NA,NA,-61.697,NA,NA,NA,NA,NA,NA,NA
125125,-1.84201,5,2.36748,NA,-42.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125400,-2.49546,5,4.35952,NA,NA,NA,NA,-65.204,NA,NA,NA,NA,NA,NA,NA
125432,-2.71464,5,3.63432,NA,-45.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125676,-1.48447,5,4.08849,NA,NA,NA,NA,NA,-31.356,NA,NA,NA,NA,NA,NA
125885,-0.400822,5,4.26169,NA,NA,NA,NA,-120.252,NA,NA,NA,NA,NA,NA,NA
126094,-0.195888,4.58956,4.64404,NA,NA,NA,NA,NA,-118.366,NA,NA,NA,NA,NA,NA
126286,-1.14744,4.60636,4.58549,NA,NA,NA,NA,NA,-53.994,NA,NA,NA,NA,NA,NA
126449,-2.88793,4.46278,4.23767,NA,-61.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126639,-2.29892,3.28916,3.41466,-176.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126909,-3.21623,4.35012,5,NA,NA,NA,NA,NA,NA,-192.366,NA,NA,NA,NA,NA
127061,-2.11517,5,4.58104,-104.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127325,-2.05192,5,5,NA,-77.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127534,-1.88373,5,5,NA,NA,NA,NA,-94.975,NA,NA,NA,NA,NA,NA,NA
127631,-1.0832,5,5,NA,NA,NA,NA,-105.108,NA,NA,NA,NA,NA,NA,NA
127858,-1.5027,5,1.61972,NA,NA,NA,NA,NA,-95.046,NA,NA,NA,NA,NA,NA
128078,-0.777181,4.55716,1.76332,NA,NA,NA,NA,NA,-117.23,NA,NA,NA,NA,NA,NA
128338,-0.0991272,2.9503,1.34103,NA,-409.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128475,-2.08679,3.90267,2.07197,NA,-67.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128724,-3.1573,5,1.35521,NA,NA,NA,NA,-159.65,NA,NA,NA,NA,NA,NA,NA
128949,-2.8339,5,1.60008,NA,NA,NA,NA,-125.149,NA,NA,NA,NA,NA,NA,NA
129127,-2.59821,5,3.21351,NA,NA,NA,NA,NA,-43.194,NA,NA,NA,NA,NA,NA
129266,-2.16557,3.67201,4.33552,NA,NA,NA,NA,-70.106,NA,NA,NA,NA,NA,NA,NA
129451,-2.28331,4.2348,2.80362,NA,-27.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129746,-0.172961,5,4.23037,NA,-112.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129912,-0.085008,5,3.24575,NA,-105.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130104,-1.35815,5,3.18877,NA,-15.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130201,-1.62822,5,2.71871,NA,NA,NA,NA,-35.264,NA,NA,NA,NA,NA,NA,NA
130571,-2.44034,5,1.22842,NA,NA,NA,NA,NA,-141.413,NA,NA,NA,NA,NA,NA
130751,-1.93015,4.03996,0.861831,NA,NA,NA,NA,NA,NA,NA,-236.62,NA,NA,NA,NA
130874,-1.11312,3.48407,1.60619,NA,NA,NA,NA,NA,NA,NA,NA,NA,-255.215,NA,NA
131129,-2.19812,3.20286,2.27705,NA,NA,NA,NA,NA,NA,NA,NA,NA,-191.495,NA,NA
131291,-2.72695,3.88344,2.80849,NA,NA,NA,NA,NA,NA,NA,NA,-207.575,NA,NA,NA
131466,-2.26549,4.22622,2.60506,NA,NA,NA,NA,-43.814,NA,NA,NA,NA,NA,NA,NA
131685,-1.78168,4.8338,3.66766,NA,-19.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131922,-1.64601,4.40913,1.98734,NA,-61.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132132,-0.73992,5,2.65065,NA,NA,NA,NA,NA,-61.074,NA,NA,NA,NA,NA,NA
132236,-2.66743,4.01957,4.10111,-101.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132584,-2.68882,4.49845,3.33522,-85.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132755,-2.6832,4.07474,3.06912,NA,NA,NA,NA,NA,-49.651,NA,NA,NA,NA,NA,NA
132803,-2.26331,5,3.87568,-92.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133037,-3.10865,5,5,NA,NA,NA,NA,NA,NA,-192.709,NA,NA,NA,NA,NA
133308,-1.91351,5,4.59242,NA,NA,NA,NA,NA,NA,-119.318,NA,NA,NA,NA,NA
133444,-1.13076,4.782,5,NA,NA,NA,NA,NA,NA,-126.49,NA,NA,NA,NA,NA
133798,-1.48735,5,3.97811,NA,NA,-33.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
133892,-0.962224,4.80149,4.12469,NA,NA,NA,NA,NA,NA,-123.068,NA,NA,NA,NA,NA
134096,-0.61141,5,4.34647,NA,NA,NA,NA,NA,NA,-146.421,NA,NA,NA,NA,NA
134392,-0.473991,5,5,-148.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134457,-0.626772,5,5,NA,-111.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134640,-0.616096,4.46708,5,NA,NA,NA,NA,-126.795,NA,NA,NA,NA,NA,NA,NA
134807,-1.83661,4.28978,3.53412,NA,-16.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135181,-0.324394,3.74846,5,NA,-154.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135353,-1.53341,4.88112,4.81435,NA,NA,NA,NA,NA,NA,NA,NA,-236.545,NA,NA,NA
135418,-1.25378,3.76158,3.77727,NA,NA,NA,NA,NA,-31.625,NA,NA,NA,NA,NA,NA
135690,-1.13713,4.01151,2.04196,NA,NA,-160.093,NA,NA,NA,NA,NA,NA,NA,NA,NA
135902,-2.0146,4.8478,1.59485,NA,-90.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136062,-1.9421,5,2.25957,NA,-49.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136306,-2.32441,3.44101,3.1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134.501,NA,NA
136425,-2.03129,2.86512,2.93085,NA,NA,NA,-94.249,NA,NA,NA,NA,NA,NA,NA,NA
136668,-2.88045,5,3.77463,NA,NA,NA,NA,NA,NA,NA,-114.325,NA,NA,NA,NA
136813,-2.13379,4.94214,4.09805,NA,-34.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137096,-1.96538,5,5,NA,NA,NA,NA,NA,-75.25,NA,NA,NA,NA,NA,NA
137236,-1.91524,5,4.14628,NA,NA,-38.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
137468,-1.0138,4.5539,5,NA,-82.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137647,-1.50549,5,3.59898,NA,NA,NA,NA,NA,-20.101,NA,NA,NA,NA,NA,NA
137947,-3.79249,5,4.70295,NA,NA,-159.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
138037,-2.56769,5,5,NA,NA,NA,NA,NA,-92.789,NA,NA,NA,NA,NA,NA
138318,-1.76202,5,5,NA,NA,NA,NA,NA,-73.44,NA,NA,NA,NA,NA,NA
138537,-1.31314,4.71339,4.22784,NA,-32.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138776,-2.3791,4.62681,4.60797,NA,NA,-64.429,NA,NA,NA,NA,NA,NA,NA,NA,NA
138824,-2.11165,5,4.5525,-95.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139172,-0.930378,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-291.897
139203,-1.66723,4.80225,4.70563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.735,NA
139509,-2.94417,3.68552,4.7739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-257.744,NA
139798,-1.86563,4.40111,3.0363,NA,NA,NA,NA,NA,NA,-167.39,NA,NA,NA,NA,NA
139829,-1.44471,5,2.34479,-103.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140043,0.2585,5,4.32177,NA,NA,-154.444,NA,NA,NA,NA,NA,NA,NA,NA,NA
140216,-1.01285,5,2.82775,NA,NA,NA,NA,NA,-36.203,NA,NA,NA,NA,NA,NA
140544,-0.678651,4.86814,2.83541,-102.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140778,-1.73504,5,4.13304,NA,NA,-48.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
140970,-1.70543,4.20345,3.40977,NA,NA,NA,NA,NA,-3.335,NA,NA,NA,NA,NA,NA
141182,-2.13636,4.72043,3.2939,NA,-16.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141364,-1.70706,4.16503,3.73868,NA,-17.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141568,-2.87494,4.42964,4.53954,NA,NA,NA,NA,NA,-75.121,NA,NA,NA,NA,NA,NA
141657,-2.03125,4.55052,5,NA,NA,NA,NA,-77.914,NA,NA,NA,NA,NA,NA,NA
141936,-1.86891,5,4.73721,NA,NA,NA,-98.792,NA,NA,NA,NA,NA,NA,NA,NA
142073,-2.69423,3.40516,4.30234,NA,NA,NA,NA,NA,NA,NA,NA,NA,-191.031,NA,NA
142263,-2.10528,4.816,5,NA,NA,NA,NA,-93.927,NA,NA,NA,NA,NA,NA,NA
142426,-2.27773,5,3.49848,NA,-27.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142782,-2.35968,5,3.42717,NA,-29.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142881,-2.3947,5,4.20141,NA,-46.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143138,-1.88013,5,4.35822,NA,NA,NA,-74.006,NA,NA,NA,NA,NA,NA,NA,NA
143292,-2.58287,4.49335,5,NA,NA,NA,-120.077,NA,NA,NA,NA,NA,NA,NA,NA
143485,-3.32732,2.72364,3.82661,NA,-149.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143756,-2.92482,3.2791,4.2218,NA,-96.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143981,-1.44764,4.57242,3.35265,NA,-13.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144185,-1.0124,5,4.46639,NA,NA,NA,-120.069,NA,NA,NA,NA,NA,NA,NA,NA
144278,-3.09859,3.78578,5,NA,-123.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144575,-3.38388,3.24203,5,NA,-163.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144603,-3.47927,3.98761,4.49706,NA,NA,NA,NA,NA,-128.587,NA,NA,NA,NA,NA,NA
144807,-2.59529,3.70077,4.4673,NA,-70.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145130,-3.22894,4.45809,5,NA,NA,NA,NA,-128.04,NA,NA,NA,NA,NA,NA,NA
145237,-2.3688,5,4.55592,NA,-58.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145480,-2.17895,5,5,NA,-78.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145619,-1.39791,5,4.96482,NA,-75.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145900,-1.18218,5,5,NA,-86.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146125,-1.91924,4.08963,4.76873,NA,NA,NA,NA,NA,-59.368,NA,NA,NA,NA,NA,NA
146349,-2.2481,3.75463,5,NA,NA,-96.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
146427,-3.11118,4.00731,4.62105,NA,NA,-135.444,NA,NA,NA,NA,NA,NA,NA,NA,NA
146617,-1.90936,4.70624,4.51111,NA,NA,NA,NA,NA,-42.534,NA,NA,NA,NA,NA,NA
146850,-1.98807,4.45532,3.4804,NA,NA,NA,NA,-24.286,NA,NA,NA,NA,NA,NA,NA
147128,-2.45646,5,4.44508,NA,NA,NA,NA,-72.458,NA,NA,NA,NA,NA,NA,NA
147269,-1.21098,5,5,NA,NA,-82.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
147423,-1.35688,5,5,-97.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147800,-2.3557,4.89309,3.41639,NA,NA,NA,NA,NA,-32.194,NA,NA,NA,NA,NA,NA
147940,-3.1739,5,4.39169,NA,NA,NA,NA,NA,-94.614,NA,NA,NA,NA,NA,NA
148022,-2.5703,4.13337,4.11769,NA,NA,NA,NA,NA,-51.676,NA,NA,NA,NA,NA,NA
148250,-3.68359,4.81632,4.00744,NA,NA,NA,-136.72,NA,NA,NA,NA,NA,NA,NA,NA
148418,-4.03559,5,3.39939,NA,NA,NA,-162.952,NA,NA,NA,NA,NA,NA,NA,NA
148704,-2.92269,5,3.66908,NA,NA,NA,NA,-68.639,NA,NA,NA,NA,NA,NA,NA
148971,-1.89432,4.69148,5,NA,NA,NA,NA,NA,-72.646,NA,NA,NA,NA,NA,NA
149066,-1.65328,4.48274,2.50714,NA,NA,NA,NA,NA,-35.441,NA,NA,NA,NA,NA,NA
149395,-1.03609,4.95166,3.20405,NA,NA,NA,NA,NA,-26.301,NA,NA,NA,NA,NA,NA
149553,-2.87052,4.37489,3.11169,NA,NA,-75.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
149724,-2.66811,4.78481,4.86561,NA,NA,NA,NA,NA,-83.591,NA,NA,NA,NA,NA,NA
149885,-2.95773,4.74002,4.26634,NA,NA,NA,NA,NA,-71.759,NA,NA,NA,NA,NA,NA
150093,-2.94821,5,4.13241,NA,NA,NA,-91.056,NA,NA,NA,NA,NA,NA,NA,NA
150254,-2.81882,4.39016,3.58605,NA,NA,NA,NA,NA,-51.356,NA,NA,NA,NA,NA,NA
150550,-4.61024,5,3.69992,NA,NA,NA,-229.777,NA,NA,NA,NA,NA,NA,NA,NA
