id,x0,x1,x2,fitness5.5,fitness7,fitness6.5,fitness8,fitness7.5,fitness8.5,fitness9,fitness9.5,fitness6,fitness10.5,fitness10
106621,7.21037,7.62759,6.57229,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA
106947,8.15091,7.97172,7.81043,NA,NA,NA,NA,0.927,NA,NA,NA,NA,NA,NA
107173,7.6241,7.5448,7.44036,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,NA
107201,7.15856,7.09571,7.2277,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA
107492,8.23381,7.46769,6.62207,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA
107696,7.52074,7.64299,7.43539,NA,NA,NA,NA,0.971,NA,NA,NA,NA,NA,NA
107966,8.17984,8.14325,7.78802,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
108185,7.81989,7.84036,7.11759,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
108330,7.01154,7.61053,7.27572,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA
108491,8.96238,7.73312,7.32937,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA
108671,8.22281,7.14329,7.64147,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
108914,7.65267,8.16423,7.13251,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA
109069,8.98942,8.26325,7.30323,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA
109215,7.35574,7.11733,7.02253,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA
109571,7.59367,7.73275,7.5748,NA,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA
109676,7.82367,7.40642,8.21683,NA,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA
109979,7.05386,7.72314,6.30099,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA
110058,8.97874,7.29135,7.27132,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
110279,7.64105,7.69939,6.40444,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA
110575,7.22083,8.34148,6.78779,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA
110752,7.52417,7.10161,7.96216,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA
110908,7.11706,7.51356,7.93073,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA
111179,7.51594,8.42789,7.42112,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA
111220,7.59248,9.29648,7.85054,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA
111555,8.2582,8.07712,8.75568,NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA
111660,7.72979,8.25457,9.35053,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA
111971,8.04062,8.57742,8.56605,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA
112192,8.20415,9.01772,7.13751,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA
112271,8.81944,8.7223,7.68802,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA
112492,7.97443,8.21428,7.95617,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
112798,6.77997,7.51436,8.08701,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA
112958,8.06605,7.17514,7.0995,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA
113098,7.15175,8.32476,6.96613,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA
113314,8.19632,8.90043,6.58968,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA
113545,7.71011,8.8506,6.54426,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA
113737,8.84784,8.84961,7.43757,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
113903,7.64688,8.63788,7.63354,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA
114148,7.66818,9.70253,7.0487,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA
114309,7.93325,8.2638,6.85622,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA
114522,6.45898,8.46175,7.4568,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114620,7.65614,6.79562,7.60899,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
114849,8.42624,4.89188,7.79936,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA
115010,7.51028,3.90063,7.45735,NA,NA,NA,NA,NA,NA,NA,0.585,NA,NA,NA
115222,7.12588,4.29879,7.78514,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA
115418,6.57037,4.27323,7.24201,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA
115757,7.843,6.80707,6.33504,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA
115830,8.32397,7.28955,6.95324,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA
116118,8.05179,6.77582,6.77793,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA
116254,7.58436,6.84963,7.51336,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
116426,7.90661,6.9167,7.4028,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA
116660,7.63908,8.28584,7.36788,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA
116815,8.17824,7.96627,9.11554,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA
117127,8.31047,7.92283,9.31087,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA
117266,8.58109,7.98192,8.73462,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA
117452,9.32484,7.14624,8.60678,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA
117647,7.71433,7.85846,7.94052,NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA,NA
117890,8.11452,8.27856,6.3497,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA
118195,8.64521,9.14765,7.62067,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA
118377,7.97308,9.06282,7.0253,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA
118454,7.80035,7.77087,6.08323,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA
118717,8.41532,8.03124,8.55849,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA
118969,7.94241,8.31521,7.64739,NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA
119030,7.35997,7.15686,7.77448,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA
119265,7.00326,8.24815,8.29248,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA
119537,6.47612,6.96291,7.29085,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA
119760,7.05201,6.83457,7.54933,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA
119833,7.55763,7.06599,8.17247,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA
120012,8.81866,6.88212,7.92857,NA,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA
120305,7.44371,7.87059,8.17656,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA
120404,7.76508,7.69026,8.48612,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
120720,5.5273,8.17998,8.54687,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA
120949,7.07202,8.25926,8.25014,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA
121171,7.48554,8.61978,7.50709,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA
121310,7.42964,7.51996,7.04312,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA
121588,8.85569,7.70477,8.22793,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
121758,8.23165,8.04441,7.32078,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
121915,9.12177,8.00609,6.80671,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA
122179,7.73525,7.31753,7.3893,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA
122339,6.95635,7.67353,7.13527,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
122598,6.80839,7.62972,8.7017,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA
122793,8.01855,6.9837,8.57864,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA
122838,8.14699,8.58859,8.52543,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA
123050,8.79678,8.08606,8.02581,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA
123240,7.77847,7.83488,8.33905,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA
123477,8.26219,7.39139,7.99491,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA
123679,8.25003,7.03683,8.33406,NA,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA
123966,7.25869,7.97816,7.4528,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
124197,7.6331,8.37258,6.95593,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
124212,7.17848,8.55021,7.21735,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA
124448,7.37449,7.04909,7.60714,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
124605,8.72264,8.24451,8.32577,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA
124846,8.88662,8.41635,8.34526,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
125106,9.18114,8.20732,7.77418,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA
125383,8.71622,8.3315,7.53069,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
125536,6.20457,8.43454,7.28881,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA
125795,6.66931,7.98735,7.43437,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA
125899,7.17966,8.43,6.75939,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA
126105,6.51266,7.37924,6.88205,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA
126236,7.39214,7.90705,7.26956,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA
126513,7.5084,6.75567,7.8372,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA
126748,7.2639,8.38764,8.52191,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
126814,7.87083,7.69923,7.11743,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA
127053,7.71903,7.48599,6.77928,NA,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA
127383,7.13563,7.01076,7.73998,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA
127541,7.79514,6.80114,7.65052,NA,NA,NA,NA,NA,NA,0.577,NA,NA,NA,NA
127653,7.33853,7.56582,8.50399,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA
127876,7.632,7.09498,7.4571,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA
128034,7.77731,7.25275,7.934,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA
128254,8.54501,7.41463,7.67815,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA
128553,7.56097,6.66512,8.93667,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA
128664,7.85962,8.42145,7.52291,NA,NA,NA,NA,NA,NA,0.618,NA,NA,NA,NA
128819,8.82785,8.95619,7.56651,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA
129076,9.53568,7.52879,7.96155,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA
129326,8.89025,8.15188,8.21833,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA
129456,7.983,7.54332,7.71206,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA
129685,7.70925,7.88803,7.36819,NA,NA,NA,0.955,NA,NA,NA,NA,NA,NA,NA
129982,7.2767,7.59855,8.77717,NA,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA
130127,7.38884,7.83228,8.0889,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA
130338,8.88406,8.2788,8.70875,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA
130503,7.046,7.0357,8.00543,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA
130666,6.57212,8.18835,8.24274,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
130959,7.47713,8.62963,7.37463,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA
131045,7.28963,9.31011,7.13502,NA,NA,NA,NA,NA,NA,0.387,NA,NA,NA,NA
131292,7.27651,8.33003,6.79143,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA
131525,7.81654,7.62766,7.35876,NA,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA
131744,8.48119,6.56729,7.56755,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA
131980,7.61113,8.25421,7.09136,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA
132166,8.65602,8.3118,8.39293,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
132329,8.9699,7.3213,8.46989,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA
132451,9.05712,6.09028,7.34267,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA
132793,7.62634,6.78087,7.46192,NA,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA
132830,7.67856,6.91989,7.90512,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA
133035,7.18749,7.36484,8.06853,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA
133363,7.55,7.04617,8.83498,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA
133468,8.87671,6.60474,7.84978,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA
133692,8.88278,7.72177,7.42171,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA
133900,8.78874,6.66321,7.28623,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA
134116,8.35749,7.65394,7.78988,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
134213,7.84366,7.69935,7.24301,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
134522,7.89899,7.00776,7.14632,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA
134766,8.7016,7.14272,8.09586,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA
134959,9.20006,7.66431,7.66337,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA
135130,8.10757,7.53036,7.96359,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA
135331,8.06417,7.88921,7.01197,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA
135491,8.39572,7.94893,7.17418,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA
135791,8.30628,7.56496,5.0038,NA,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA
135934,8.30043,7.66256,6.08344,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA
136039,7.68288,7.77893,6.82574,NA,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA
136289,8.97175,7.99368,7.28206,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA
136552,8.33495,7.92671,7.6005,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA
136692,8.02433,7.7355,8.12553,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA
136868,8.17918,7.94483,8.78439,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA
137181,8.52956,7.73678,8.34178,NA,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA
137348,8.17387,7.74642,8.21643,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA
137441,7.98467,7.29506,7.87184,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA
137789,8.25211,7.21076,6.61564,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA
137819,7.64602,6.71312,7.7567,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA
138081,8.22317,8.27761,8.22862,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA
138311,8.1702,7.44339,7.70483,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA
138446,8.62894,7.47675,7.51859,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA
138745,7.87003,7.62486,8.39886,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA
138941,6.9509,7.70463,7.74781,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA
139103,7.05565,8.02484,7.87969,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA
139216,6.89544,8.37962,8.14434,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA
139507,7.73741,7.91731,8.30178,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
139758,9.24632,7.12895,7.62642,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
139968,7.40312,7.73282,8.79116,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA
140116,7.01896,7.70501,7.40829,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA
140269,6.5087,7.48145,7.48163,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA
140521,7.67057,8.72424,7.63277,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA
140620,7.73522,7.99378,7.08237,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA
140928,7.72497,7.96185,7.00567,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA
141113,6.72342,7.24851,8.01511,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA
141253,8.05034,7.2055,7.49747,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA
141555,8.5137,7.96369,7.38574,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA
141603,7.82102,8.35773,7.59936,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA
141874,8.10875,7.075,7.88519,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
142112,8.15204,7.57596,8.76508,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA
142205,6.90477,7.7094,7.71406,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA
142538,6.04072,8.12719,7.20488,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA
142640,5.96266,7.97714,8.12399,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA
142998,7.86595,7.2934,8.31266,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA
143122,7.45888,8.03413,7.87271,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA
143280,7.30069,8.03136,7.57164,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA
143420,6.66206,8.15915,7.78631,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
143715,7.96862,7.85388,8.02301,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
143969,8.44613,7.84353,7.95183,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA
144039,8.7357,6.84653,8.07873,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
144315,8.16133,7.25534,7.56986,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
144516,6.4091,7.75991,7.41732,NA,NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA
144742,7.45383,7.19243,7.79212,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA
144801,6.20629,7.29075,6.86563,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
145103,7.21447,7.56578,7.42868,NA,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA
145263,7.45432,7.00988,8.20814,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA
145523,8.19556,7.98645,7.66857,NA,NA,NA,NA,NA,NA,NA,NA,0.532,NA,NA
145757,8.48942,7.63518,8.86095,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
145860,8.46493,7.65528,9.30743,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA
146139,7.67238,7.01074,8.84584,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA
146273,8.21204,8.21642,7.68622,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
146576,7.67857,7.4652,8.41603,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA
146699,8.07982,7.56368,8.8392,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA
146879,7.96341,7.52533,7.48069,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA
147187,7.79238,7.81475,7.76107,NA,NA,NA,0.994,NA,NA,NA,NA,NA,NA,NA
147236,8.53092,7.19484,6.95905,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA
147578,7.70955,6.84698,7.13348,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA
147647,8.15086,6.84084,7.47652,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA
147974,8.19636,7.32888,7.45465,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA
148188,8.10329,7.40157,8.67024,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
148390,8.09885,7.6552,8.0647,NA,NA,NA,NA,NA,NA,0.748,NA,NA,NA,NA
148564,8.6591,7.43204,7.35774,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
148679,7.73532,7.35303,7.70097,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
148884,7.74883,8.24769,7.58574,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA
149197,8.56849,7.41743,8.5084,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA
149396,7.41013,8.38762,8.86313,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA
149403,7.69603,8.19065,7.19363,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
149638,8.14202,6.85906,8.90162,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA
149850,7.1959,8.03917,8.22428,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA
150014,5.49637,7.53742,7.72088,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA
150385,6.91612,8.27994,7.51617,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA,NA
150557,7.33837,7.21825,8.18344,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA
150662,5.33813,7.32497,8.37097,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA
150856,6.97417,7.58397,8.34658,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
151132,7.61466,7.28353,8.50315,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA
151354,7.91988,8.31337,7.879,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA
151446,9.27622,8.36524,9.02904,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA
151628,9.14248,7.44036,8.56418,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA
151953,8.3691,6.98485,8.19947,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA
152073,7.46618,7.32046,8.10035,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA
152361,7.77692,7.70513,8.03195,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA
152556,7.76324,7.85427,7.30017,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA
152798,8.22891,9.57081,7.41604,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA
152818,8.8995,8.73777,8.33537,NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA
153031,7.15243,8.47851,8.47964,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA
153260,7.1425,7.98526,8.22571,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
153545,7.9836,9.07651,8.38396,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
153661,8.47899,8.56606,8.42654,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA
153805,8.49692,7.29837,7.30552,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA
154014,6.52953,6.58908,8.61978,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA
154207,7.48071,7.15055,8.38593,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA
154566,7.79656,7.16949,8.45904,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA
154767,7.8826,8.6672,8.75171,NA,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA
154922,8.07791,8.43054,7.74049,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA
155085,7.99128,8.64109,8.20079,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA
155387,6.94194,8.29486,8.85946,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA
155499,6.68891,7.46574,7.9848,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA
155661,6.50945,7.2933,7.28212,NA,NA,NA,NA,NA,NA,NA,0.305,NA,NA,NA
155858,6.17477,8.55393,7.16741,NA,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA
156198,7.65347,9.86619,7.36062,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA
156357,8.07309,8.3151,8.10842,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
156493,10.2198,7.73828,8.91666,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA
156736,8.1671,7.51613,9.49887,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
156857,8.57403,6.96652,8.38289,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA
157065,7.90895,6.64765,7.00809,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA
157327,7.54362,8.19511,7.58918,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA
157500,7.94598,7.95113,8.34873,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA
157746,7.17995,6.25036,8.31988,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA
157947,7.6677,7.51798,7.40167,NA,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
158001,7.21547,8.64611,7.56476,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA
158351,7.23413,7.81536,7.80519,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA
158410,7.01569,8.44165,7.75335,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA
158634,6.44627,7.29305,8.15455,NA,NA,NA,NA,NA,0.513,NA,NA,NA,NA,NA
158850,8.26951,8.22332,8.79057,NA,NA,NA,NA,NA,NA,0.513,NA,NA,NA,NA
159147,7.79856,8.56543,8.62274,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA
159231,8.41255,7.77707,7.87693,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA
159549,8.09365,8.57326,7.31799,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA
159629,7.23799,7.79487,7.29688,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA
159873,7.61966,7.01967,7.19193,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
