id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-4.5,fitness-5,fitness-4,fitness-3
147234,-1.93638,3.38983,-4.38907,NA,NA,NA,-46.572,NA,NA
147408,-2.14246,4.13377,-4.64777,NA,NA,NA,-49.514,NA,NA
147765,-1.88476,3.57604,-5,NA,NA,-23.741,NA,NA,NA
147941,-2.53043,3.58127,-5,NA,NA,-56.515,NA,NA,NA
148101,-2.54702,3.67289,-4.67368,-81.646,NA,NA,NA,NA,NA
148359,-2.13415,3.77402,-5,NA,NA,NA,-45.201,NA,NA
148483,-1.91881,4.70942,-4.98507,NA,NA,NA,-57.516,NA,NA
148800,-1.79497,3.59419,-5,NA,NA,NA,-44.468,NA,NA
148868,-1.6759,4.4155,-5,NA,NA,NA,-49.359,NA,NA
149068,-1.42388,4.47039,-5,NA,NA,NA,-63.958,NA,NA
149398,-1.44832,2.86115,-5,NA,NA,NA,-75.68,NA,NA
149498,-1.32855,4.3369,-5,NA,NA,NA,-73.716,NA,NA
149737,-1.82811,3.86358,-5,NA,NA,NA,-45.813,NA,NA
149823,-1.54778,3.56624,-5,NA,NA,NA,-45.1,NA,NA
150119,-1.67384,3.98747,-4.90288,NA,NA,NA,NA,-24.515,NA
150229,-3.18929,4.64981,-5,NA,NA,-99.299,NA,NA,NA
150570,-2.03517,5,-4.98388,NA,NA,NA,-81.572,NA,NA
150784,-1.3496,3.71165,-5,NA,NA,NA,-31.893,NA,NA
150924,-2.34978,3.55238,-4.76557,NA,NA,NA,-53.984,NA,NA
151021,-3.00245,3.32426,-5,NA,NA,NA,-78.117,NA,NA
151318,-1.39901,3.75354,-5,NA,NA,NA,-25.184,NA,NA
151530,-1.53055,4.08972,-4.97162,NA,NA,NA,-47.283,NA,NA
151766,-2.6664,3.3954,-4.74184,NA,NA,NA,NA,-61.495,NA
151805,-2.20964,4.13086,-5,NA,NA,-45.342,NA,NA,NA
152080,-1.5099,5,-5,NA,NA,NA,-83.774,NA,NA
152352,-1.70704,4.71622,-4.39064,NA,NA,NA,-54.456,NA,NA
152580,-1.68493,3.61934,-4.59556,NA,NA,-17.574,NA,NA,NA
152601,-2.39101,4.88666,-4.38856,NA,NA,NA,NA,-84.745,NA
152993,-0.974154,5,-5,NA,NA,NA,-99.001,NA,NA
153189,-1.25111,4.47235,-5,NA,NA,NA,NA,-62.288,NA
153255,-1.31746,3.78037,-5,NA,NA,-12.207,NA,NA,NA
153475,-1.65118,3.53118,-5,NA,NA,NA,-39.783,NA,NA
153606,-2.46322,4.05274,-5,NA,NA,NA,-58.597,NA,NA
153869,-2.43818,4.15669,-4.8543,NA,NA,-55.359,NA,NA,NA
154137,-2.55078,5,-5,NA,NA,NA,-85.705,NA,NA
154268,-1.57009,4.19759,-5,NA,NA,NA,-45.842,NA,NA
154490,-1.66316,4.15962,-4.40855,NA,NA,NA,-54.168,NA,NA
154676,-2.53142,4.08154,-4.50357,NA,NA,NA,-64.479,NA,NA
154912,-2.5668,3.8433,-5,NA,NA,NA,-54.147,NA,NA
155040,-2.93341,4.22033,-5,NA,NA,NA,-71.371,NA,NA
155329,-2.54688,3.85535,-5,NA,NA,NA,-55.061,NA,NA
155424,-2.90851,4.73254,-4.64482,NA,NA,NA,-93.757,NA,NA
155774,-2.16087,3.20435,-4.7202,NA,NA,-56.112,NA,NA,NA
155904,-1.73932,3.87983,-4.56964,NA,NA,-23.31,NA,NA,NA
156060,-2.21722,4.1283,-5,NA,NA,NA,-50.005,NA,NA
156255,-2.08474,4.07399,-4.52588,NA,NA,NA,NA,-46.99,NA
156594,-2.72837,4.02808,-4.67124,-83.209,NA,NA,NA,NA,NA
156670,-1.352,3.58322,-5,NA,NA,NA,NA,-53.909,NA
156969,-1.96621,3.39225,-5,NA,NA,NA,-59.06,NA,NA
157004,-2.17371,3.98464,-4.86674,NA,NA,NA,-50.512,NA,NA
157232,-2.69832,4.4601,-5,NA,NA,NA,-69.883,NA,NA
157516,-3.00221,4.02546,-5,NA,NA,NA,-80.118,NA,NA
157697,-2.00413,3.86477,-5,NA,NA,NA,-31.92,NA,NA
157956,-2.21411,3.22821,-5,NA,NA,NA,-62.294,NA,NA
158065,-1.48105,3.42559,-5,NA,NA,NA,-61.718,NA,NA
158211,-2.10203,2.97141,-5,NA,NA,NA,-66.44,NA,NA
158481,-1.90163,3.95766,-5,NA,NA,NA,-41.654,NA,NA
158795,-2.18104,3.71112,-4.50915,NA,NA,-44.823,NA,NA,NA
158874,-2.19303,5,-4.22554,NA,NA,NA,NA,-100.995,NA
159112,-1.37059,5,-4.80619,NA,NA,NA,NA,-84.364,NA
159351,-2.47428,4.93023,-5,NA,NA,NA,-81.332,NA,NA
159593,-1.87754,4.4011,-5,NA,NA,-45.885,NA,NA,NA
159604,-2.79075,4.48373,-5,NA,NA,NA,-76.94,NA,NA
159959,-0.796955,4.74173,-4.3713,NA,NA,-74.825,NA,NA,NA
160043,-2.80791,4.23626,-4.68161,NA,NA,-70.3,NA,NA,NA
160329,-2.49963,4.00208,-5,NA,NA,-54.036,NA,NA,NA
160416,-3.17755,3.33712,-5,NA,NA,-91.096,NA,NA,NA
160661,-2.04123,3.7382,-4.9064,NA,NA,NA,-32.202,NA,NA
160947,-2.13426,3.31832,-5,NA,NA,NA,-65.463,NA,NA
161093,-1.90677,4.39827,-5,NA,NA,NA,-57.764,NA,NA
161317,-2.18434,3.83281,-5,NA,NA,NA,-52.036,NA,NA
161558,-2.35523,4.2321,-5,NA,NA,NA,-48.493,NA,NA
161746,-2.23671,3.91769,-5,NA,NA,NA,-54.841,NA,NA
161922,-1.96766,3.25131,-5,NA,NA,NA,-71.076,NA,NA
162147,-2.58199,4.36113,-4.3837,NA,NA,NA,-65.039,NA,NA
162229,-1.06063,3.95733,-5,NA,NA,-48.278,NA,NA,NA
162467,-1.39538,3.89885,-5,NA,NA,NA,-33.946,NA,NA
162658,-1.45308,3.6721,-5,NA,NA,NA,-38.935,NA,NA
162838,-2.01475,3.72253,-5,NA,NA,NA,-36.801,NA,NA
163129,-1.6004,4.32179,-5,NA,NA,NA,-45.673,NA,NA
163237,-1.55716,5,-4.28089,NA,NA,-87.38,NA,NA,NA
163496,-1.36302,3.93108,-5,NA,NA,NA,-28.493,NA,NA
163785,-2.03888,3.73951,-5,NA,NA,NA,-36.827,NA,NA
163823,-1.7328,3.59058,-5,NA,NA,-11.145,NA,NA,NA
164043,-2.25831,4.19335,-5,-60.257,NA,NA,NA,NA,NA
164262,-2.46789,4.00363,-4.65205,NA,NA,NA,NA,-57.774,NA
164490,-1.86785,4.60089,-4.83306,NA,NA,-55.333,NA,NA,NA
164753,-1.3193,3.40133,-4.51863,NA,NA,-40.202,NA,NA,NA
164979,-1.01932,4.29777,-5,NA,NA,NA,-57.033,NA,NA
165185,-1.08272,3.79844,-5,NA,NA,-18.879,NA,NA,NA
165276,-2.35693,3.59487,-5,NA,NA,NA,-57.845,NA,NA
165468,-2.47409,4.20776,-5,NA,NA,NA,-59.942,NA,NA
165786,-2.02737,4.44739,-5,NA,NA,-52.067,NA,NA,NA
165926,-2.02146,4.82958,-5,NA,NA,NA,-63.338,NA,NA
166021,-2.32582,3.80774,-5,NA,NA,-33.967,NA,NA,NA
166333,-1.88737,3.92728,-5,NA,NA,NA,NA,-27.173,NA
166476,-1.09791,3.38228,-5,NA,NA,NA,-49.901,NA,NA
166672,-1.90333,2.97698,-4.60461,NA,NA,NA,-80.697,NA,NA
166831,-2.69528,4.32679,-4.7967,NA,NA,NA,-79.156,NA,NA
167009,-2.09719,5,-5,NA,NA,NA,-80.632,NA,NA
167251,-1.63671,3.64874,-4.58921,NA,NA,NA,-47.823,NA,NA
167538,-1.10619,3.73095,-5,NA,NA,-17.825,NA,NA,NA
167706,-1.57315,3.38739,-5,NA,NA,-26.501,NA,NA,NA
167912,-1.70149,4.76477,-5,NA,NA,NA,-80.312,NA,NA
168114,-2.05242,4.78291,-4.43212,NA,NA,NA,-84.244,NA,NA
168391,-2.68025,3.65141,-4.57488,NA,NA,NA,-70.755,NA,NA
168409,-1.64146,4.31242,-5,NA,NA,NA,-39.021,NA,NA
168673,-2.2282,3.86142,-5,NA,NA,NA,-57.553,NA,NA
168975,-2.40101,3.42804,-5,NA,NA,NA,-53.515,NA,NA
169103,-2.88593,3.21632,-5,NA,NA,NA,-81.324,NA,NA
169379,-0.828541,3.70519,-5,NA,NA,NA,-74.543,NA,NA
169430,-1.74689,3.75743,-4.68477,NA,NA,NA,-52.685,NA,NA
169687,-1.30635,4.04088,-5,NA,NA,NA,-52.784,NA,NA
169811,-1.88391,4.09958,-4.35698,NA,NA,NA,-55.278,NA,NA
170144,-2.49748,3.70136,-5,NA,NA,-54.592,NA,NA,NA
170276,-1.7403,3.17693,-4.93212,NA,NA,NA,-54.372,NA,NA
170506,-1.44423,3.58877,-5,NA,NA,NA,NA,-22.973,NA
170601,-1.35593,3.62705,-4.97355,NA,NA,NA,NA,-23.217,NA
170921,-1.53302,3.49683,-5,NA,NA,-8.142,NA,NA,NA
171122,-2.49459,4.04477,-5,NA,NA,NA,-57.167,NA,NA
171326,-2.35215,4.7672,-5,NA,NA,NA,-79.385,NA,NA
171477,-3.16719,4.31829,-5,NA,NA,NA,-94.391,NA,NA
171623,-2.6626,3.65948,-5,NA,NA,NA,-62.035,NA,NA
171998,-1.75942,4.15879,-5,NA,NA,NA,-39.495,NA,NA
172021,-1.45245,3.47394,-5,NA,NA,NA,-61.046,NA,NA
172333,-1.42793,3.90299,-4.9898,NA,NA,NA,-28.041,NA,NA
172472,-1.66531,3.65736,-5,NA,NA,NA,-47.881,NA,NA
172799,-1.94005,4.6175,-5,NA,NA,NA,-53.646,NA,NA
172936,-1.52805,4.05423,-5,NA,NA,NA,-46.264,NA,NA
173074,-1.2495,4.21992,-5,NA,NA,NA,-57.733,NA,NA
173236,-1.91322,4.51704,-5,NA,NA,NA,-56.716,NA,NA
173512,-2.07751,5,-4.47243,NA,NA,-84.138,NA,NA,NA
173613,-1.90047,5,-5,NA,NA,-71.046,NA,NA,NA
173908,-1.55086,4.39767,-5,NA,NA,-46.478,NA,NA,NA
174081,-1.09078,3.9104,-4.75139,NA,NA,-35.698,NA,NA,NA
174332,-1.17028,4.26482,-5,NA,NA,NA,-55.449,NA,NA
174572,-1.83757,3.94969,-4.96081,NA,NA,-19.1,NA,NA,NA
174616,-1.79531,4.24471,-4.94428,NA,NA,NA,-37.154,NA,NA
174988,-3.02206,4.00892,-5,NA,NA,-75.395,NA,NA,NA
175146,-2.04917,4.11119,-5,NA,NA,NA,NA,-36.093,NA
175250,-2.15467,4.28725,-5,NA,NA,NA,NA,-45.631,NA
175543,-2.85182,4.32046,-5,NA,NA,NA,-72.603,NA,NA
175734,-2.33131,4.42048,-5,NA,NA,NA,-54.907,NA,NA
175834,-1.54063,4.73304,-5,NA,NA,NA,-69.715,NA,NA
176169,-1.13352,3.54687,-5,NA,NA,NA,NA,-58.736,NA
176382,-1.72421,3.99708,-5,NA,NA,-17.315,NA,NA,NA
176566,-1.75334,4.05915,-4.37553,NA,NA,NA,-58.937,NA,NA
176667,-1.85575,3.85592,-4.96307,NA,NA,NA,-31.393,NA,NA
176845,-2.04975,3.46245,-5,NA,NA,-42.443,NA,NA,NA
177152,-0.879339,3.73306,-5,NA,NA,-66.261,NA,NA,NA
177331,-1.33733,4.26721,-5,NA,NA,NA,-64.358,NA,NA
177422,-1.56031,3.73611,-5,NA,NA,NA,-44.387,NA,NA
177685,-2.22498,4.35697,-4.73523,NA,NA,NA,NA,-56.699,NA
177814,-2.04664,4.11355,-4.99717,NA,NA,NA,NA,-40.069,NA
178114,-1.82357,3.95618,-5,NA,NA,-19.113,NA,NA,NA
178228,-1.32248,3.59095,-5,NA,NA,NA,-52.129,NA,NA
178479,-1.1884,4.2594,-5,NA,NA,NA,-57.635,NA,NA
178791,-1.74718,3.85088,-5,NA,NA,NA,-52.433,NA,NA
178891,-2.07193,4.7903,-5,NA,NA,NA,-61.838,NA,NA
179189,-2.0892,4.51443,-5,NA,NA,NA,NA,-56.889,NA
179342,-1.78401,4.79875,-4.30291,NA,NA,NA,-67.969,NA,NA
179555,-2.82635,3.49649,-4.70799,NA,NA,NA,-74.7,NA,NA
179770,-1.99061,3.99405,-5,NA,NA,NA,-42.893,NA,NA
179864,-2.04908,3.72508,-5,NA,NA,NA,-38.15,NA,NA
180047,-2.53186,3.78719,-5,NA,NA,NA,-55.956,NA,NA
180206,-1.5955,3.73112,-5,NA,NA,NA,-47.56,NA,NA
180514,-2.23635,3.75449,-4.32929,NA,NA,NA,-50.936,NA,NA
180687,-1.41299,4.0817,-4.41221,NA,NA,NA,-54.719,NA,NA
180931,-1.94097,4.91029,-5,NA,NA,NA,-69.512,NA,NA
181200,-1.81128,5,-5,NA,NA,NA,-74.866,NA,NA
181399,-1.97733,3.90585,-5,NA,NA,NA,-36.462,NA,NA
181498,-1.11466,3.37344,-5,NA,NA,NA,-50.992,NA,NA
181723,-1.64119,4.31388,-5,NA,NA,NA,-41.188,NA,NA
181900,-1.33985,3.54422,-5,NA,NA,NA,-55.334,NA,NA
182159,-2.03659,3.65689,-5,NA,NA,NA,-42.629,NA,NA
182317,-1.94048,4.19987,-5,NA,NA,NA,-47.573,NA,NA
182573,-1.22038,4.12308,-5,NA,NA,NA,-58.471,NA,NA
182663,-2.87515,3.97098,-5,NA,NA,NA,-76.187,NA,NA
182938,-1.41048,3.98519,-5,NA,NA,NA,-38.845,NA,NA
183002,-1.41273,5,-5,NA,NA,NA,NA,-81.251,NA
183270,-2.32971,4.28857,-5,NA,NA,NA,-48.463,NA,NA
183570,-2.24422,3.44014,-5,NA,NA,NA,-47.929,NA,NA
183659,-2.02687,4.04378,-5,NA,NA,NA,-42.091,NA,NA
183986,-1.50779,4.14392,-4.91612,NA,NA,NA,NA,-33.356,NA
184197,-1.08021,3.87564,-5,NA,NA,-20.567,NA,NA,NA
184345,-1.89689,3.79907,-5,-47.44,NA,NA,NA,NA,NA
184522,-2.33107,3.94028,-5,NA,NA,NA,-54.712,NA,NA
184708,-2.24509,3.49712,-5,NA,NA,-49.471,NA,NA,NA
184876,-2.48215,3.44356,-5,NA,NA,-58.819,NA,NA,NA
185009,-1.73786,4.27435,-5,NA,NA,NA,-38.651,NA,NA
185276,-1.82074,4.99062,-4.47261,NA,NA,NA,-83.328,NA,NA
185433,-1.91288,4.00739,-4.02139,NA,NA,NA,-71.862,NA,NA
185773,-1.41488,4.65537,-5,NA,NA,NA,-55.65,NA,NA
185804,-1.31326,3.89331,-5,NA,NA,NA,-38.974,NA,NA
186137,-2.02375,4.63525,-5,NA,NA,-64.833,NA,NA,NA
186283,-2.36034,3.47123,-5,NA,NA,NA,-50.87,NA,NA
186504,-1.39892,3.27759,-4.46718,NA,NA,NA,-56.86,NA,NA
186797,-1.78705,4.23463,-4.51752,NA,NA,NA,-59.404,NA,NA
186882,-1.1071,4.00127,-5,NA,NA,-32.717,NA,NA,NA
187099,-2.80035,4.54387,-4.92026,NA,NA,NA,-78.65,NA,NA
187286,-1.73394,5,-4.80222,NA,NA,NA,-70.096,NA,NA
187525,-1.54837,5,-4.68891,NA,NA,-78.968,NA,NA,NA
187670,-1.69592,4.2484,-3.86927,NA,NA,NA,-61.375,NA,NA
187901,-1.64129,4.30656,-5,NA,NA,NA,-41.184,NA,NA
188044,-2.09688,4.18853,-5,NA,NA,NA,-57.837,NA,NA
188336,-1.95247,3.67158,-5,NA,NA,NA,-40.328,NA,NA
188599,-1.30656,3.88987,-5,NA,NA,NA,-29.691,NA,NA
188787,-1.49554,5,-4.7774,NA,NA,NA,-86.118,NA,NA
188972,-2.27465,4.22882,-5,NA,NA,NA,-45.743,NA,NA
189097,-1.70265,3.6213,-5,NA,NA,NA,-45.693,NA,NA
189341,-2.19336,3.27502,-5,NA,NA,NA,-60.499,NA,NA
189440,-1.20693,3.95301,-5,NA,NA,NA,-58.359,NA,NA
189606,-1.3982,3.71815,-3.9721,NA,NA,NA,-78.519,NA,NA
189844,-1.11953,4.29058,-5,NA,NA,NA,-51.768,NA,NA
190013,-2.18062,4.02049,-5,NA,NA,-39.097,NA,NA,NA
190236,-1.99742,3.82935,-5,NA,NA,NA,-33.831,NA,NA
190455,-1.30893,3.9115,-5,NA,NA,NA,-40.627,NA,NA
190763,-1.73245,3.81753,-5,NA,NA,-16.7,NA,NA,NA
190842,-2.02027,3.8495,-5,NA,NA,-35.983,NA,NA,NA
191026,-1.94741,3.54674,-4.60663,NA,NA,NA,-52.744,NA,NA
191262,-1.60829,3.88614,-5,NA,NA,-12.368,NA,NA,NA
191589,-1.88821,4.72134,-5,NA,NA,NA,-61.687,NA,NA
191781,-1.66852,4.06544,-5,NA,NA,NA,-42.65,NA,NA
191968,-2.51834,3.62388,-5,NA,NA,NA,-61.56,NA,NA
192038,-1.46971,4.43256,-5,NA,NA,NA,-63.415,NA,NA
192330,-1.38479,4.55155,-5,NA,NA,NA,-58.043,NA,NA
192525,-2.27728,3.99382,-4.99135,NA,NA,NA,NA,-66.429,NA
192688,-1.71511,4.48868,-5,NA,NA,NA,NA,-58.312,NA
192995,-1.45875,3.71829,-5,NA,NA,NA,-36.009,NA,NA
193003,-1.11123,4.71763,-5,NA,NA,-71.361,NA,NA,NA
193385,-1.39396,5,-5,NA,NA,-74.93,NA,NA,NA
193417,-1.59237,3.46014,-5,NA,NA,-12.376,NA,NA,NA
193726,-1.52601,4.49313,-4.75703,NA,NA,-52.058,NA,NA,NA
193941,-1.58618,4.30503,-5,NA,NA,-41.054,NA,NA,NA
194111,-2.10249,4.40237,-4.82501,NA,NA,NA,-62.072,NA,NA
194207,-1.29143,3.80418,-4.85968,NA,NA,NA,-34.229,NA,NA
194533,-1.69588,3.52823,-5,NA,NA,NA,-38.991,NA,NA
194612,-2.33137,4.52172,-5,NA,NA,NA,-66.176,NA,NA
194920,-1.24228,4.1563,-4.30979,NA,NA,-64.515,NA,NA,NA
195030,-1.88098,4.64543,-5,NA,NA,NA,-59.884,NA,NA
195264,-2.13448,4.11316,-4.4516,NA,NA,NA,-55.259,NA,NA
195414,-2.71583,4.20378,-4.82863,NA,NA,NA,-77.406,NA,NA
195763,-1.74265,4.11606,-5,NA,NA,NA,-40.207,NA,NA
195914,-1.85062,3.29902,-4.80538,NA,NA,NA,-55.769,NA,NA
196011,-1.31202,5,-4.84138,NA,NA,-74.904,NA,NA,NA
196345,-1.80366,3.18445,-5,NA,NA,-44.202,NA,NA,NA
196575,-2.67252,3.42792,-5,NA,NA,-56.388,NA,NA,NA
196672,-1.59262,3.65475,-5,NA,NA,NA,-45.588,NA,NA
196968,-1.70107,3.85925,-4.84185,NA,NA,NA,-59.159,NA,NA
197096,-1.91574,3.78877,-5,NA,NA,-27.906,NA,NA,NA
197279,-1.86537,3.3346,-5,NA,NA,-38.178,NA,NA,NA
197559,-1.54436,3.29788,-4.6224,NA,NA,-29.169,NA,NA,NA
197725,-1.59945,4.08162,-5,NA,NA,NA,-43.605,NA,NA
197980,-1.51223,5,-5,NA,NA,-76.322,NA,NA,NA
198188,-1.99073,3.82983,-4.66133,NA,NA,NA,-35.023,NA,NA
198396,-2.21829,4.34659,-5,NA,NA,NA,-52.983,NA,NA
198466,-2.43484,3.71981,-5,NA,NA,NA,-62.638,NA,NA
198620,-2.23144,3.50464,-5,NA,NA,NA,-47.505,NA,NA
198854,-2.34944,3.64507,-5,NA,NA,NA,-60.968,NA,NA
199011,-1.33146,3.94827,-5,NA,NA,NA,-41.271,NA,NA
199305,-1.27875,3.77008,-4.6134,NA,NA,NA,-53.069,NA,NA
199569,-1.27033,3.9058,-4.86181,NA,NA,NA,-42.483,NA,NA
199609,-1.00254,4.486,-4.9841,NA,NA,NA,-84.535,NA,NA
199999,-0.797048,3.36828,-4.42073,NA,NA,NA,-73.039,NA,NA
