id,x0,x1,x2,fitness-3,fitness-2,fitness-2.5,fitness-3.5,fitness-1.5,fitness-4,fitness-1,fitness-4.5
127388,1.41437,1.41018,-5,NA,-28.031,NA,NA,NA,NA,NA,NA
127556,1.26137,1.47848,-3.92299,NA,NA,-15.435,NA,NA,NA,NA,NA
127717,1.80031,2.03936,-3.42,-36.713,NA,NA,NA,NA,NA,NA,NA
127898,1.75529,1.07155,-3.99129,NA,NA,-17.012,NA,NA,NA,NA,NA
128072,2.37817,1.61467,-5,-27.23,NA,NA,NA,NA,NA,NA,NA
128350,1.62404,1.49448,-4.42493,NA,NA,-2.646,NA,NA,NA,NA,NA
128422,2.0714,1.94297,-5,NA,-24.527,NA,NA,NA,NA,NA,NA
128723,2.64082,1.03789,-5,NA,-51.672,NA,NA,NA,NA,NA,NA
128903,2.39519,1.96541,-4.94733,NA,-31.069,NA,NA,NA,NA,NA,NA
129103,2.08126,1.17211,-5,NA,-28.504,NA,NA,NA,NA,NA,NA
129216,1.62425,2.27092,-4.9858,-28.682,NA,NA,NA,NA,NA,NA,NA
129480,1.91829,2.61486,-5,-37.807,NA,NA,NA,NA,NA,NA,NA
129606,1.37096,1.74016,-3.58586,NA,-28.128,NA,NA,NA,NA,NA,NA
130000,0.959484,1.65603,-3.62791,NA,NA,-39.217,NA,NA,NA,NA,NA
130190,1.908,2.07182,-4.6569,NA,NA,NA,-22.671,NA,NA,NA,NA
130259,1.39616,1.21842,-5,NA,NA,-31.075,NA,NA,NA,NA,NA
130451,1.45032,1.48269,-5,NA,-26.254,NA,NA,NA,NA,NA,NA
130690,1.97539,2.08217,-4.2803,NA,NA,-8.589,NA,NA,NA,NA,NA
130893,1.30245,2.0907,-4.60993,NA,NA,NA,NA,-38.988,NA,NA,NA
131072,1.51778,1.62642,-4.7352,NA,-12.092,NA,NA,NA,NA,NA,NA
131313,2.31695,0.96966,-5,NA,-47.547,NA,NA,NA,NA,NA,NA
131455,3.05371,0.762294,-5,NA,NA,-76.176,NA,NA,NA,NA,NA
131773,1.97402,1.69813,-5,NA,NA,NA,-39.82,NA,NA,NA,NA
131909,2.56335,1.85019,-4.46203,-29.235,NA,NA,NA,NA,NA,NA,NA
132092,2.81851,1.70558,-4.93472,NA,NA,-36.071,NA,NA,NA,NA,NA
132320,1.63145,1.81423,-4.13699,-5.915,NA,NA,NA,NA,NA,NA,NA
132527,1.1695,3.26168,-5,NA,NA,-74.169,NA,NA,NA,NA,NA
132684,1.17234,1.72633,-5,-29.688,NA,NA,NA,NA,NA,NA,NA
132916,1.94689,1.96034,-4.56049,NA,NA,NA,NA,NA,-42.169,NA,NA
133094,0.951143,1.89289,-4.23072,-28.083,NA,NA,NA,NA,NA,NA,NA
133378,1.48689,1.54216,-5,NA,-24.751,NA,NA,NA,NA,NA,NA
133520,1.90844,2.45597,-4.70143,NA,NA,NA,NA,-45.005,NA,NA,NA
133796,1.96346,1.48181,-4.92295,NA,NA,-13.623,NA,NA,NA,NA,NA
133981,2.64769,1.36018,-4.65605,-28.68,NA,NA,NA,NA,NA,NA,NA
134141,2.42259,1.9213,-5,NA,NA,-24.841,NA,NA,NA,NA,NA
134303,1.64881,2.14146,-4.91854,NA,NA,-17.992,NA,NA,NA,NA,NA
134451,1.41101,2.7964,-5,NA,NA,-43.483,NA,NA,NA,NA,NA
134683,1.91405,2.03449,-4.64878,NA,NA,-10.282,NA,NA,NA,NA,NA
134805,2.25112,1.56639,-3.70385,NA,NA,NA,-39.864,NA,NA,NA,NA
135117,0.502329,1.12599,-4.3205,NA,NA,NA,-83.325,NA,NA,NA,NA
135276,0.619752,2.30985,-4.64046,-55.24,NA,NA,NA,NA,NA,NA,NA
135446,1.78764,1.99015,-4.2732,NA,NA,-4.518,NA,NA,NA,NA,NA
135782,1.9096,2.1316,-5,NA,NA,-18.976,NA,NA,NA,NA,NA
135938,1.41269,1.95629,-5,-27.568,NA,NA,NA,NA,NA,NA,NA
136009,2.11066,1.53318,-5,-23.681,NA,NA,NA,NA,NA,NA,NA
136333,2.54556,0.782208,-4.36612,NA,NA,-51.088,NA,NA,NA,NA,NA
136579,2.62191,1.37555,-5,NA,-44.496,NA,NA,NA,NA,NA,NA
136761,2.16552,2.15152,-5,NA,NA,-22.404,NA,NA,NA,NA,NA
136925,1.39098,0.931865,-5,NA,-54.457,NA,NA,NA,NA,NA,NA
137090,1.38736,1.6374,-5,NA,NA,-19.814,NA,NA,NA,NA,NA
137394,2.1295,1.67782,-4.88624,NA,-19.564,NA,NA,NA,NA,NA,NA
137406,1.43163,1.25944,-5,-37.465,NA,NA,NA,NA,NA,NA,NA
137737,0.68032,2.35792,-4.83506,NA,NA,-47.261,NA,NA,NA,NA,NA
137947,2.49011,2.89637,-5,NA,NA,-56.116,NA,NA,NA,NA,NA
138162,2.10502,1.6509,-4.48007,NA,-8.341,NA,NA,NA,NA,NA,NA
138235,1.95425,1.93911,-3.86255,NA,-13.944,NA,NA,NA,NA,NA,NA
138521,1.97377,1.21188,-3.71256,NA,NA,-21.59,NA,NA,NA,NA,NA
138785,2.07732,1.25389,-5,NA,NA,NA,NA,NA,-61.186,NA,NA
138971,2.12941,1.93693,-4.95691,NA,-18.634,NA,NA,NA,NA,NA,NA
139083,2.20323,2.08906,-5,NA,NA,-21.653,NA,NA,NA,NA,NA
139309,2.34987,1.81356,-5,NA,NA,-22.289,NA,NA,NA,NA,NA
139532,1.21438,1.92407,-3.44877,-41.149,NA,NA,NA,NA,NA,NA,NA
139626,1.3402,2.52603,-5,-36.546,NA,NA,NA,NA,NA,NA,NA
139963,1.1447,2.0952,-4.26204,-18.604,NA,NA,NA,NA,NA,NA,NA
140147,1.47073,2.50559,-5,-34.215,NA,NA,NA,NA,NA,NA,NA
140293,2.40061,1.82792,-4.87174,NA,NA,-20.648,NA,NA,NA,NA,NA
140588,1.74169,1.8322,-4.51132,NA,NA,-3.046,NA,NA,NA,NA,NA
140756,1.4488,1.16892,-3.9977,NA,NA,-16.823,NA,NA,NA,NA,NA
140962,0.710943,1.37882,-4.18871,-42.246,NA,NA,NA,NA,NA,NA,NA
141004,2.34551,1.64896,-4.40117,-12.567,NA,NA,NA,NA,NA,NA,NA
141246,2.33599,2.30853,-5,NA,-32.144,NA,NA,NA,NA,NA,NA
141568,2.36106,0.885471,-4.16768,-35.551,NA,NA,NA,NA,NA,NA,NA
141725,2.05902,1.84891,-3.53494,NA,NA,-22.964,NA,NA,NA,NA,NA
141822,1.97201,2.72998,-4.14498,NA,-34.376,NA,NA,NA,NA,NA,NA
142185,1.69514,2.14599,-4.38714,NA,NA,NA,NA,NA,NA,-49.018,NA
142286,1.9383,2.33149,-5,NA,NA,NA,NA,NA,NA,-56.984,NA
142588,0.928962,2.39218,-5,NA,-46.155,NA,NA,NA,NA,NA,NA
142776,1.99846,1.63115,-5,NA,NA,-16.473,NA,NA,NA,NA,NA
142830,2.8582,1.48293,-4.50618,NA,NA,-33.165,NA,NA,NA,NA,NA
143186,2.55883,1.58553,-4.09646,-21.535,NA,NA,NA,NA,NA,NA,NA
143348,2.29914,1.44372,-5,NA,-24.685,NA,NA,NA,NA,NA,NA
143569,1.69806,1.58093,-5,-24.565,NA,NA,NA,NA,NA,NA,NA
143619,2.068,2.75889,-4.30545,NA,NA,-31.981,NA,NA,NA,NA,NA
143844,2.38075,2.32497,-4.82324,-27.836,NA,NA,NA,NA,NA,NA,NA
144102,2.42019,1.60671,-5,NA,NA,NA,-40.251,NA,NA,NA,NA
144218,2.60067,1.5034,-5,-38.347,NA,NA,NA,NA,NA,NA,NA
144478,1.3707,2.53416,-5,-41.56,NA,NA,NA,NA,NA,NA,NA
144776,1.76483,2.16995,-5,NA,NA,NA,NA,NA,NA,NA,-82.595
144916,2.7035,0.911942,-5,NA,NA,NA,-64.54,NA,NA,NA,NA
145165,1.75574,2.31585,-4.45606,-21.494,NA,NA,NA,NA,NA,NA,NA
145258,2.04854,1.9259,-4.6581,NA,NA,-9.661,NA,NA,NA,NA,NA
145511,2.41832,1.21906,-4.73486,NA,NA,-23.983,NA,NA,NA,NA,NA
145653,2.46644,2.43309,-3.97297,NA,-33.87,NA,NA,NA,NA,NA,NA
145932,1.9658,1.32809,-4.64094,-13.167,NA,NA,NA,NA,NA,NA,NA
146155,2.04733,1.32464,-4.21517,NA,-9.437,NA,NA,NA,NA,NA,NA
146218,2.36259,1.54887,-4.44676,-13.065,NA,NA,NA,NA,NA,NA,NA
146600,2.29062,2.01707,-4.02969,NA,NA,-14.292,NA,NA,NA,NA,NA
146670,2.52034,1.5692,-4.77509,NA,NA,-21.247,NA,NA,NA,NA,NA
146937,1.34169,2.31865,-5,-29.645,NA,NA,NA,NA,NA,NA,NA
147071,2.07513,3.0429,-4.59132,NA,-52.174,NA,NA,NA,NA,NA,NA
147256,2.39941,1.39929,-5,NA,NA,-26.062,NA,NA,NA,NA,NA
147436,2.33988,2.04427,-4.50591,-16.333,NA,NA,NA,NA,NA,NA,NA
147603,1.8766,2.56027,-3.59761,NA,NA,NA,-53.562,NA,NA,NA,NA
147893,1.94918,1.76089,-4.05087,NA,NA,NA,NA,-20.808,NA,NA,NA
148077,1.70257,1.75083,-3.84477,NA,-20.993,NA,NA,NA,NA,NA,NA
148286,1.70158,2.37509,-4.377,NA,-20.168,NA,NA,NA,NA,NA,NA
148522,1.93352,2.17014,-5,-25.544,NA,NA,NA,NA,NA,NA,NA
148794,1.92372,2.0259,-4.63468,NA,-15.297,NA,NA,NA,NA,NA,NA
148855,1.74684,2.13023,-4.91164,NA,NA,-16.679,NA,NA,NA,NA,NA
149076,1.07107,2.25165,-4.51524,-25.737,NA,NA,NA,NA,NA,NA,NA
149398,2.51879,1.35939,-5,NA,NA,-31.844,NA,NA,NA,NA,NA
149543,2.06644,0.936844,-4.78,NA,NA,NA,-52.515,NA,NA,NA,NA
149738,2.49092,2.37401,-5,NA,NA,-35.751,NA,NA,NA,NA,NA
149919,2.5067,1.70074,-5,NA,-31.651,NA,NA,NA,NA,NA,NA
150032,2.57136,1.38431,-5,NA,NA,-31.941,NA,NA,NA,NA,NA
150367,1.50041,1.94711,-5,NA,NA,NA,-32.421,NA,NA,NA,NA
150517,1.97698,1.11457,-5,NA,NA,NA,-56.964,NA,NA,NA,NA
150621,1.37815,1.12148,-4.97446,-36.418,NA,NA,NA,NA,NA,NA,NA
150923,1.80071,1.54187,-5,-17.991,NA,NA,NA,NA,NA,NA,NA
151158,2.38287,2.22358,-4.87758,NA,-31.627,NA,NA,NA,NA,NA,NA
151375,2.14556,2.07986,-4.57223,NA,NA,-12.27,NA,NA,NA,NA,NA
151533,1.86632,1.88653,-5,-18.142,NA,NA,NA,NA,NA,NA,NA
151779,1.55234,1.8971,-5,NA,NA,-17.221,NA,NA,NA,NA,NA
151866,1.62759,1.48048,-4.77344,-10.556,NA,NA,NA,NA,NA,NA,NA
152052,1.75292,2.06817,-4.65564,NA,-18.408,NA,NA,NA,NA,NA,NA
152227,1.65501,1.85976,-4.23188,NA,NA,-2.792,NA,NA,NA,NA,NA
152423,1.95861,1.78631,-4.23877,NA,-17.69,NA,NA,NA,NA,NA,NA
152686,1.6463,2.27283,-4.38979,NA,-14.18,NA,NA,NA,NA,NA,NA
152804,1.41084,2.06372,-5,NA,NA,-21.169,NA,NA,NA,NA,NA
153200,1.31249,1.83771,-4.19609,NA,NA,-8.598,NA,NA,NA,NA,NA
153266,1.57422,1.02929,-4.64921,NA,NA,-22.26,NA,NA,NA,NA,NA
153542,2.29361,1.66047,-4.96447,-29.797,NA,NA,NA,NA,NA,NA,NA
153760,2.80959,2.42426,-5,-50.092,NA,NA,NA,NA,NA,NA,NA
153900,2.37825,1.62147,-5,-26.907,NA,NA,NA,NA,NA,NA,NA
154109,1.6284,1.30048,-4.56667,NA,NA,-6.809,NA,NA,NA,NA,NA
154303,0.911092,1.5656,-4.83699,-43.309,NA,NA,NA,NA,NA,NA,NA
154577,2.18175,1.80751,-5,-23.962,NA,NA,NA,NA,NA,NA,NA
154606,2.62198,1.5148,-4.36628,-28.778,NA,NA,NA,NA,NA,NA,NA
154815,1.26716,1.62347,-4.9027,NA,-25.706,NA,NA,NA,NA,NA,NA
155134,2.02978,2.53072,-5,NA,-34.973,NA,NA,NA,NA,NA,NA
155366,2.40014,2.29996,-4.68918,NA,NA,-23.894,NA,NA,NA,NA,NA
155461,1.77004,2.52828,-5,NA,NA,-29.905,NA,NA,NA,NA,NA
155661,2.08517,2.13797,-4.91773,NA,-22.533,NA,NA,NA,NA,NA,NA
155930,1.77266,1.91486,-5,NA,-19.003,NA,NA,NA,NA,NA,NA
156042,2.14963,2.3783,-4.8654,NA,-26.089,NA,NA,NA,NA,NA,NA
156333,1.90716,1.39657,-4.43344,NA,NA,-2.937,NA,NA,NA,NA,NA
156405,1.5441,1.72471,-4.82439,NA,NA,NA,-25.312,NA,NA,NA,NA
156694,1.97364,1.634,-5,-17.271,NA,NA,NA,NA,NA,NA,NA
156877,1.25739,1.12186,-4.62471,NA,NA,-28.504,NA,NA,NA,NA,NA
157099,1.41396,1.54505,-4.15624,NA,NA,-6.011,NA,NA,NA,NA,NA
157311,2.04298,1.05296,-4.501,NA,-31.384,NA,NA,NA,NA,NA,NA
157450,2.1086,1.94562,-4.33077,NA,-14.814,NA,NA,NA,NA,NA,NA
157669,1.82471,2.58,-4.36101,NA,NA,-23.857,NA,NA,NA,NA,NA
157867,2.19864,3.01719,-5,NA,NA,-55.769,NA,NA,NA,NA,NA
158070,2.80821,2.78408,-4.00568,NA,NA,-59.3,NA,NA,NA,NA,NA
158353,1.92424,2.21067,-5,NA,NA,-20.714,NA,NA,NA,NA,NA
158426,2.43975,1.65977,-3.8761,-21.47,NA,NA,NA,NA,NA,NA,NA
158676,2.44563,1.25789,-3.82113,-36.376,NA,NA,NA,NA,NA,NA,NA
158985,1.71313,1.22897,-4.15186,NA,NA,NA,NA,-36.796,NA,NA,NA
159003,1.10923,2.11862,-4.35072,NA,-21.138,NA,NA,NA,NA,NA,NA
159323,1.78734,1.09298,-4.1835,NA,NA,-12.438,NA,NA,NA,NA,NA
159504,1.68783,1.57137,-4.2562,NA,NA,NA,NA,-33.329,NA,NA,NA
159668,1.72067,1.90156,-4.55954,NA,NA,NA,NA,-36.513,NA,NA,NA
159930,1.61816,1.33164,-5,NA,-26.641,NA,NA,NA,NA,NA,NA
160091,1.92924,1.33131,-5,NA,NA,-19.016,NA,NA,NA,NA,NA
160287,1.02219,1.64838,-5,NA,NA,NA,-46.014,NA,NA,NA,NA
160446,1.94507,1.1604,-4.0621,NA,NA,-12.015,NA,NA,NA,NA,NA
160724,1.55352,1.55127,-3.95556,-11.796,NA,NA,NA,NA,NA,NA,NA
160829,1.06971,1.86894,-3.49088,NA,NA,-38,NA,NA,NA,NA,NA
161008,1.99242,1.12123,-3.51142,NA,NA,-34.768,NA,NA,NA,NA,NA
161221,1.9827,1.75176,-3.50128,-31.302,NA,NA,NA,NA,NA,NA,NA
161598,1.68019,2.19214,-4.54813,-12.789,NA,NA,NA,NA,NA,NA,NA
161791,1.48897,1.20649,-4.28649,-14.914,NA,NA,NA,NA,NA,NA,NA
161861,1.52025,1.42465,-3.91559,-12.349,NA,NA,NA,NA,NA,NA,NA
162002,1.82116,1.0149,-4.74019,NA,NA,-24.351,NA,NA,NA,NA,NA
162298,1.41016,1.67742,-4.20223,-12.294,NA,NA,NA,NA,NA,NA,NA
162490,1.8791,1.85444,-4.97304,NA,-15.86,NA,NA,NA,NA,NA,NA
162728,2.13282,1.10754,-5,NA,-34.502,NA,NA,NA,NA,NA,NA
162940,1.62134,1.59082,-3.79544,NA,NA,-10.396,NA,NA,NA,NA,NA
163005,0.731426,1.2367,-3.81772,-56.975,NA,NA,NA,NA,NA,NA,NA
163344,0.883329,1.9233,-4.06399,NA,NA,NA,-49.324,NA,NA,NA,NA
163415,1.95716,2.6002,-4.79882,NA,-36.14,NA,NA,NA,NA,NA,NA
163752,1.97159,1.92566,-5,NA,-25.044,NA,NA,NA,NA,NA,NA
163971,1.79816,2.41998,-5,-35.862,NA,NA,NA,NA,NA,NA,NA
164137,1.04068,1.78514,-5,NA,NA,-32.268,NA,NA,NA,NA,NA
164307,1.28544,2.02279,-4.28144,NA,NA,-12.9,NA,NA,NA,NA,NA
164489,0.79526,1.63957,-3.81657,NA,NA,-39.929,NA,NA,NA,NA,NA
164746,1.47156,1.36172,-4.51508,-15.097,NA,NA,NA,NA,NA,NA,NA
164933,1.95961,2.43599,-4.73028,NA,NA,-21.842,NA,NA,NA,NA,NA
165118,2.14311,1.59623,-4.67011,-19.133,NA,NA,NA,NA,NA,NA,NA
165327,2.14239,1.30921,-4.73878,NA,NA,NA,-36.473,NA,NA,NA,NA
165487,2.15118,1.5116,-4.69159,NA,NA,-10.321,NA,NA,NA,NA,NA
165666,1.03655,1.63197,-5,-33.047,NA,NA,NA,NA,NA,NA,NA
165936,1.46805,1.51902,-4.78235,NA,-17.022,NA,NA,NA,NA,NA,NA
166041,1.86402,1.23727,-4.77714,NA,-26.317,NA,NA,NA,NA,NA,NA
166301,2.28308,1.91532,-3.6084,NA,-29.937,NA,NA,NA,NA,NA,NA
166584,1.89721,1.02615,-3.79496,NA,NA,-27.87,NA,NA,NA,NA,NA
166792,2.17937,2.04412,-3.78871,NA,NA,-17.621,NA,NA,NA,NA,NA
166895,2.5322,2.39902,-4.0714,NA,NA,-31.99,NA,NA,NA,NA,NA
167180,1.22997,2.4112,-4.59511,NA,-28.122,NA,NA,NA,NA,NA,NA
167326,2.21297,2.28743,-4.63917,NA,-24.732,NA,NA,NA,NA,NA,NA
167405,2.28051,2.06883,-4.42848,-14.916,NA,NA,NA,NA,NA,NA,NA
167627,1.53014,1.57624,-5,NA,-20.039,NA,NA,NA,NA,NA,NA
167926,2.28405,1.80005,-5,NA,-22.29,NA,NA,NA,NA,NA,NA
168178,2.06005,1.49942,-5,NA,NA,-17.34,NA,NA,NA,NA,NA
168203,1.37469,0.987127,-5,NA,-49.601,NA,NA,NA,NA,NA,NA
168576,1.58227,1.01623,-5,NA,NA,-38.037,NA,NA,NA,NA,NA
168757,0.662197,1.64376,-3.55124,-57.001,NA,NA,NA,NA,NA,NA,NA
168969,1.88876,1.64013,-4.88264,NA,-14.403,NA,NA,NA,NA,NA,NA
169129,2.2132,1.8475,-5,NA,-29.538,NA,NA,NA,NA,NA,NA
169357,1.76942,0.902582,-5,NA,-51.308,NA,NA,NA,NA,NA,NA
169449,1.76009,2.78246,-4.77513,NA,NA,-35.538,NA,NA,NA,NA,NA
169796,1.89605,2.42395,-5,-35.056,NA,NA,NA,NA,NA,NA,NA
169999,1.79184,2.78663,-4.97696,NA,-41.377,NA,NA,NA,NA,NA,NA
170139,2.00451,2.29585,-5,NA,NA,-23.432,NA,NA,NA,NA,NA
170375,1.25262,2.11081,-5,NA,NA,-25.309,NA,NA,NA,NA,NA
170516,1.14417,1.65186,-4.25511,NA,-19.718,NA,NA,NA,NA,NA,NA
170607,1.50895,1.15362,-4.82027,-29.899,NA,NA,NA,NA,NA,NA,NA
170842,0.868118,1.72004,-4.13137,NA,-39.239,NA,NA,NA,NA,NA,NA
171036,1.61992,2.00853,-4.30724,-10.914,NA,NA,NA,NA,NA,NA,NA
171251,2.14894,1.74838,-5,NA,NA,NA,NA,-38.936,NA,NA,NA
171473,2.3152,2.68736,-5,-46.619,NA,NA,NA,NA,NA,NA,NA
171764,2.38552,2.51841,-4.43686,NA,NA,-28.499,NA,NA,NA,NA,NA
171913,0.789968,2.52172,-3.73695,NA,NA,-52.361,NA,NA,NA,NA,NA
172132,1.64937,1.93932,-2.92197,NA,NA,NA,NA,-74.78,NA,NA,NA
172295,2.71889,2.31189,-4.97216,-43.499,NA,NA,NA,NA,NA,NA,NA
172560,1.24424,1.46602,-5,-27.928,NA,NA,NA,NA,NA,NA,NA
172657,1.69316,1.51282,-5,NA,NA,-16.018,NA,NA,NA,NA,NA
172938,1.42076,1.50473,-5,NA,NA,-21.861,NA,NA,NA,NA,NA
173140,1.73098,1.15781,-4.11439,NA,-17.151,NA,NA,NA,NA,NA,NA
173248,1.87596,2.26276,-5,NA,-23.632,NA,NA,NA,NA,NA,NA
173474,2.12474,2.99231,-4.43179,-50.195,NA,NA,NA,NA,NA,NA,NA
173694,1.83323,1.77344,-5,-19.233,NA,NA,NA,NA,NA,NA,NA
173907,2.93341,1.86673,-5,NA,NA,-43.734,NA,NA,NA,NA,NA
174144,1.36209,2.18649,-5,NA,NA,-24.124,NA,NA,NA,NA,NA
174254,1.89006,2.20294,-5,NA,NA,NA,NA,-34.973,NA,NA,NA
174490,1.7792,2.54619,-5,NA,NA,-30.608,NA,NA,NA,NA,NA
174744,2.00165,2.21582,-5,NA,NA,NA,NA,-33.711,NA,NA,NA
174830,1.62995,2.49919,-4.69724,NA,NA,-23.633,NA,NA,NA,NA,NA
175181,1.73283,2.08198,-4.69443,-14.857,NA,NA,NA,NA,NA,NA,NA
175221,1.84841,1.57673,-4.67488,NA,-9.277,NA,NA,NA,NA,NA,NA
175547,1.65882,3.03044,-4.70103,NA,-57.776,NA,NA,NA,NA,NA,NA
175763,1.34173,2.03553,-4.38092,-17.596,NA,NA,NA,NA,NA,NA,NA
175924,2.80001,1.92264,-5,-48.031,NA,NA,NA,NA,NA,NA,NA
176191,2.10595,1.73886,-5,NA,NA,-17.711,NA,NA,NA,NA,NA
176336,2.01547,2.33944,-5,NA,NA,-25.255,NA,NA,NA,NA,NA
176524,1.88178,2.22545,-5,NA,NA,NA,NA,-43.883,NA,NA,NA
176763,1.51579,1.69719,-5,NA,NA,NA,NA,-36.131,NA,NA,NA
176822,1.50988,1.8075,-5,NA,NA,NA,NA,-35.222,NA,NA,NA
177045,1.8752,3.09642,-5,NA,NA,-56.506,NA,NA,NA,NA,NA
177371,2.00269,1.06289,-4.037,NA,NA,-17.649,NA,NA,NA,NA,NA
177402,1.22581,2.27559,-4.97268,-32.421,NA,NA,NA,NA,NA,NA,NA
177750,2.02214,1.95857,-5,-28.088,NA,NA,NA,NA,NA,NA,NA
177976,1.34002,2.25868,-4.64202,NA,-19.849,NA,NA,NA,NA,NA,NA
178200,2.56059,3.17512,-5,NA,NA,-74.468,NA,NA,NA,NA,NA
178307,2.2918,2.21025,-5,NA,-31.993,NA,NA,NA,NA,NA,NA
178514,2.45903,2.41922,-4.51409,NA,-31.444,NA,NA,NA,NA,NA,NA
178705,1.87142,1.76922,-3.51615,NA,NA,-21.74,NA,NA,NA,NA,NA
178870,1.32797,1.24787,-4.45956,NA,NA,-15.042,NA,NA,NA,NA,NA
179055,2.22149,1.42206,-5,-32.551,NA,NA,NA,NA,NA,NA,NA
179237,1.80134,1.06566,-5,NA,NA,-30.652,NA,NA,NA,NA,NA
179586,1.93264,1.1402,-4.60789,NA,-16.732,NA,NA,NA,NA,NA,NA
179644,0.641666,2.54068,-3.9968,NA,NA,NA,-66.529,NA,NA,NA,NA
179836,2.66189,1.522,-4.51003,NA,-30.918,NA,NA,NA,NA,NA,NA
180107,2.51859,1.95862,-4.30852,-19.442,NA,NA,NA,NA,NA,NA,NA
180202,1.90964,2.03983,-3.81832,-14.402,NA,NA,NA,NA,NA,NA,NA
180457,1.99929,2.50647,-5,NA,NA,-30.354,NA,NA,NA,NA,NA
180756,2.52185,1.81567,-4.93083,NA,NA,NA,-43.558,NA,NA,NA,NA
180969,0.243733,1.3581,-5,NA,NA,-86.954,NA,NA,NA,NA,NA
181022,0.776387,1.70004,-5,NA,-52.106,NA,NA,NA,NA,NA,NA
181290,1.93994,1.6028,-5,NA,-18.538,NA,NA,NA,NA,NA,NA
181460,0.736418,1.74653,-5,NA,NA,NA,-58.782,NA,NA,NA,NA
181795,2.55014,1.67454,-5,NA,NA,-28.119,NA,NA,NA,NA,NA
181889,2.19247,1.12322,-4.274,-23.235,NA,NA,NA,NA,NA,NA,NA
182120,1.63277,1.71979,-4.60396,NA,NA,-4.069,NA,NA,NA,NA,NA
182217,1.53247,2.8967,-5,NA,NA,NA,-60.644,NA,NA,NA,NA
182553,1.00314,1.23432,-4.35711,NA,NA,-30.722,NA,NA,NA,NA,NA
182693,1.63373,1.36967,-5,-29.723,NA,NA,NA,NA,NA,NA,NA
182980,1.84913,1.94016,-5,NA,NA,-15.865,NA,NA,NA,NA,NA
183150,2.48997,2.47653,-4.72497,NA,NA,NA,-48.854,NA,NA,NA,NA
183267,1.62701,2.45675,-3.82053,NA,NA,-25.467,NA,NA,NA,NA,NA
183425,1.25522,1.47068,-5,NA,NA,-27.152,NA,NA,NA,NA,NA
183614,0.919921,2.02142,-4.57719,NA,-29.905,NA,NA,NA,NA,NA,NA
183904,2.0109,2.14861,-4.6588,NA,NA,NA,NA,-38.4,NA,NA,NA
184144,1.98466,2.26867,-4.58413,NA,-23.712,NA,NA,NA,NA,NA,NA
184327,1.3602,1.63135,-3.72891,-19.464,NA,NA,NA,NA,NA,NA,NA
184514,2.36491,2.03479,-5,NA,NA,-24.473,NA,NA,NA,NA,NA
184614,2.35615,2.0434,-4.0228,NA,NA,-17.624,NA,NA,NA,NA,NA
184828,1.53543,2.3314,-5,NA,NA,-25.034,NA,NA,NA,NA,NA
185166,1.93344,1.77126,-5,-20.693,NA,NA,NA,NA,NA,NA,NA
185237,1.5412,1.75499,-3.75466,NA,NA,-12.731,NA,NA,NA,NA,NA
185403,2.22863,1.10725,-4.17147,NA,NA,NA,-39.143,NA,NA,NA,NA
185773,1.52055,1.2614,-5,NA,-26.933,NA,NA,NA,NA,NA,NA
185990,1.56831,1.07313,-4.77149,NA,-34.591,NA,NA,NA,NA,NA,NA
186018,1.9882,2.03848,-4.5609,NA,NA,-8.418,NA,NA,NA,NA,NA
186213,2.68641,2.25807,-5,-42.368,NA,NA,NA,NA,NA,NA,NA
186543,2.72097,2.42468,-4.65905,NA,NA,-37.868,NA,NA,NA,NA,NA
186782,1.68929,1.96251,-4.2594,NA,NA,NA,NA,-29.127,NA,NA,NA
186872,1.48482,1.70011,-4.65755,NA,NA,-8.05,NA,NA,NA,NA,NA
187147,1.68692,1.86081,-4.23262,NA,NA,-3.629,NA,NA,NA,NA,NA
187350,2.70216,1.79754,-5,NA,NA,-33.351,NA,NA,NA,NA,NA
187572,2.05661,2.25591,-4.82465,-21.706,NA,NA,NA,NA,NA,NA,NA
187621,2.39846,2.00214,-3.83525,NA,-22.864,NA,NA,NA,NA,NA,NA
187809,1.54303,1.64779,-4.62698,NA,NA,NA,NA,-36.659,NA,NA,NA
188116,1.2137,2.68632,-4.29201,NA,-46.664,NA,NA,NA,NA,NA,NA
188314,1.92474,1.71428,-5,NA,NA,-15.338,NA,NA,NA,NA,NA
188433,1.41114,2.13454,-5,-25.704,NA,NA,NA,NA,NA,NA,NA
188789,1.45524,2.10068,-5,NA,-24.484,NA,NA,NA,NA,NA,NA
188890,1.65398,2.5818,-5,NA,NA,NA,NA,-45.726,NA,NA,NA
189065,1.36287,1.34362,-4.39122,NA,NA,-10.51,NA,NA,NA,NA,NA
189350,2.11946,1.82234,-4.77729,-15.927,NA,NA,NA,NA,NA,NA,NA
189533,2.40426,1.83657,-3.88803,-23.835,NA,NA,NA,NA,NA,NA,NA
189781,2.90375,0.681319,-4.11895,NA,NA,-72.805,NA,NA,NA,NA,NA
189819,2.68042,0.63649,-4.39772,NA,NA,-64.044,NA,NA,NA,NA,NA
190062,2.20922,1.86397,-3.9085,-14.421,NA,NA,NA,NA,NA,NA,NA
190207,2.5827,0.897297,-3.61837,-56.976,NA,NA,NA,NA,NA,NA,NA
190507,1.35019,1.60329,-3.68323,NA,NA,-19.411,NA,NA,NA,NA,NA
190764,2.30602,1.15107,-3.10116,-69.837,NA,NA,NA,NA,NA,NA,NA
