id,x0,x1,x2,fitness-4,fitness-4.5,fitness-3.5,fitness-5,fitness-3
150613,-2.70082,4.34382,-4.55931,-72.985,NA,NA,NA,NA
150882,-1.76741,4.25145,-4.48785,NA,NA,NA,-60.135,NA
151096,-1.70129,4.91333,-4.97851,NA,-70.509,NA,NA,NA
151275,-1.64527,4.49786,-4.9363,NA,NA,-81.067,NA,NA
151480,-2.17154,4.43225,-4.76132,NA,-51.874,NA,NA,NA
151666,-2.01267,4.24963,-4.17248,NA,-79.123,NA,NA,NA
151969,-2.28518,4.20343,-4.27288,NA,-43.964,NA,NA,NA
152023,-2.00986,4.97882,-4.48276,NA,NA,NA,-76.211,NA
152247,-2.01109,4.25955,-4.10534,NA,-77.069,NA,NA,NA
152497,-2.64078,4.1331,-4.75576,NA,NA,NA,-71.374,NA
152739,-1.98968,4.67826,-4.52782,NA,-58.128,NA,NA,NA
152885,-1.89352,4.47099,-4.89934,NA,NA,NA,-52.16,NA
153188,-1.8123,3.71696,-4.90793,NA,NA,NA,-34.712,NA
153222,-2.6975,3.57487,-4.09138,NA,-82.784,NA,NA,NA
153508,-2.84374,4.73663,-4.41331,NA,-88.504,NA,NA,NA
153774,-1.64364,3.86098,-4.88188,NA,-20.444,NA,NA,NA
153949,-1.95721,3.78745,-4.97822,NA,NA,NA,-29.805,NA
154028,-2.48131,4.0039,-4.90802,NA,NA,NA,-55.414,NA
154366,-2.7721,4.16647,-4.824,NA,-67.377,NA,NA,NA
154558,-2.43533,3.49421,-4.63323,NA,-59.469,NA,NA,NA
154797,-1.38302,4.46049,-4.61177,NA,NA,NA,-67.368,NA
154871,-2.80739,4.02735,-4.96992,NA,-67.144,NA,NA,NA
155115,-2.20246,3.5627,-4.40632,NA,-52.373,NA,NA,NA
155309,-1.2168,3.72485,-4.99655,-14.625,NA,NA,NA,NA
155592,-1.18702,4.72314,-4.49848,NA,NA,NA,-80.875,NA
155753,-1.27923,4.36318,-4.88482,NA,-42.947,NA,NA,NA
155958,-1.16132,4.10632,-4.3963,-53.04,NA,NA,NA,NA
156171,-1.01995,3.98881,-4.88113,NA,-35.377,NA,NA,NA
156359,-1.20234,3.71176,-4.70738,-16.926,NA,NA,NA,NA
156465,-1.5984,3.69834,-4.50903,NA,NA,NA,-38.662,NA
156631,-0.921451,4.69762,-3.85498,-136.785,NA,NA,NA,NA
156806,-2.06939,3.49389,-3.78783,NA,-93.308,NA,NA,NA
157026,-3.06242,4.721,-4.85675,NA,-86.974,NA,NA,NA
157243,-1.65286,4.47769,-4.83691,NA,-47.596,NA,NA,NA
157415,-1.7157,3.7695,-4.67825,NA,-11.513,NA,NA,NA
157788,-2.27462,4.25496,-4.8117,NA,NA,NA,-42.176,NA
157852,-2.13418,4.59767,-4.73574,NA,NA,NA,-60.199,NA
158178,-2.33347,3.49901,-4.64893,NA,-54.298,NA,NA,NA
158304,-2.42777,3.11164,-4.55551,NA,-79.186,NA,NA,NA
158511,-2.89259,4.16247,-3.64763,NA,-114.564,NA,NA,NA
158731,-2.05477,3.90507,-4.26169,NA,-48.537,NA,NA,NA
158809,-1.96543,3.7052,-4.76756,NA,-30.751,NA,NA,NA
159073,-1.76918,4.14029,-4.61912,NA,-36.971,NA,NA,NA
159361,-1.50909,3.85237,-4.96095,NA,NA,NA,-25.73,NA
159459,-2.3609,3.55586,-4.04895,NA,-77.499,NA,NA,NA
159793,-2.25353,3.99662,-4.85895,NA,-38.283,NA,NA,NA
159885,-2.46356,4.30126,-3.9723,NA,-81.278,NA,NA,NA
160010,-1.32819,4.43392,-4.02421,NA,-88.554,NA,NA,NA
160324,-2.42382,4.58486,-4.891,-62.831,NA,NA,NA,NA
160517,-2.06063,4.45213,-4.79192,NA,NA,NA,-55.39,NA
160751,-2.21124,4.47059,-4.8703,NA,NA,NA,-56.357,NA
160911,-1.74416,4.54614,-4.45099,NA,NA,NA,-60.062,NA
161017,-2.60407,4.14051,-4.37629,NA,NA,NA,-61.772,NA
161222,-2.15987,3.3138,-4.62941,NA,NA,NA,-61.984,NA
161450,-3.09778,3.54797,-4.65709,NA,NA,NA,-86.102,NA
161740,-2.21133,3.81066,-4.47011,NA,-51.509,NA,NA,NA
161955,-3.09627,4.16548,-4.41881,-86.38,NA,NA,NA,NA
162156,-2.36111,3.28117,-4.6775,NA,-64.892,NA,NA,NA
162229,-1.385,4.35681,-4.49684,NA,NA,NA,-54.972,NA
162456,-2.39409,4.28233,-4.72733,NA,-62.522,NA,NA,NA
162786,-2.48129,4.20184,-4.62396,NA,-58.883,NA,NA,NA
162993,-2.08536,4.42462,-4.31264,-68.24,NA,NA,NA,NA
163046,-2.29243,4.70162,-4.84305,NA,NA,NA,-78.744,NA
163204,-2.06746,3.90729,-4.71223,NA,-37.724,NA,NA,NA
163423,-2.01775,4.18569,-4.93128,NA,-26.94,NA,NA,NA
163614,-1.70741,4.34608,-4.46278,-62.149,NA,NA,NA,NA
163869,-1.37201,4.70563,-4.70572,NA,NA,-72.657,NA,NA
164021,-2.83915,4.99504,-4.68736,NA,NA,-103.064,NA,NA
164394,-2.12649,4.52072,-4.35568,-72.149,NA,NA,NA,NA
164552,-1.82853,4.30387,-4.48936,NA,NA,NA,-59.15,NA
164746,-2.2176,4.02978,-4.56084,-57.997,NA,NA,NA,NA
164902,-2.18196,3.77448,-3.9825,-85.945,NA,NA,NA,NA
165123,-2.43511,4.7714,-4.43651,NA,NA,NA,-73.626,NA
165225,-1.97898,4.82374,-4.43232,NA,NA,NA,-74.8,NA
165538,-1.21798,3.6061,-4.82857,NA,-29.818,NA,NA,NA
165746,-1.21361,3.95291,-4.41534,NA,-46.694,NA,NA,NA
165877,-2.06114,3.2792,-4.88452,-70.159,NA,NA,NA,NA
166069,-1.26359,4.07087,-4.72959,-60.797,NA,NA,NA,NA
166347,-2.61369,4.25525,-4.98194,NA,NA,NA,-67.328,NA
166593,-1.26003,4.25499,-4.74633,NA,-42.866,NA,NA,NA
166679,-2.19463,4.83952,-4.32003,NA,NA,NA,-76.478,NA
166998,-2.87818,4.67471,-4.25998,NA,NA,NA,-87.671,NA
167152,-1.84946,4.01022,-4.85369,-29.188,NA,NA,NA,NA
167207,-1.36506,4.06581,-4.78661,-39.568,NA,NA,NA,NA
167570,-1.61719,4.92021,-4.7373,NA,NA,-108.671,NA,NA
167607,-2.3815,4.62513,-4.98243,-60.117,NA,NA,NA,NA
167980,-0.903628,4.04976,-4.28346,NA,-92.553,NA,NA,NA
168037,-1.56947,4.35718,-4.8618,NA,-43.677,NA,NA,NA
168353,-1.37498,3.58809,-4.30957,NA,-54.303,NA,NA,NA
168520,-1.59478,3.67525,-4.24764,NA,-50.473,NA,NA,NA
168717,-1.47707,4.68237,-4.88806,NA,-77.954,NA,NA,NA
168918,-2.16087,3.34694,-4.68142,NA,-51.896,NA,NA,NA
169034,-2.06717,3.1574,-4.80703,NA,-53.542,NA,NA,NA
169313,-2.13001,4.48992,-4.5844,NA,-55.66,NA,NA,NA
169593,-1.16358,3.30153,-4.40855,NA,-81.139,NA,NA,NA
169723,-1.06109,3.83813,-4.40839,NA,NA,NA,-44.418,NA
169864,-1.81069,4.8395,-3.90919,-93.621,NA,NA,NA,NA
170155,-2.04049,4.48756,-4.95108,NA,NA,-70.044,NA,NA
170269,-3.21071,4.42037,-4.78017,-96.613,NA,NA,NA,NA
170581,-1.83804,4.06169,-4.98361,NA,NA,NA,-38.891,NA
170739,-2.03573,3.8668,-4.87334,NA,-39.822,NA,NA,NA
170844,-2.4839,4.83112,-4.38266,NA,-79.201,NA,NA,NA
171122,-2.20304,4.92242,-4.30115,NA,NA,NA,-81.534,NA
171235,-2.16825,4.19675,-4.82965,NA,-45.122,NA,NA,NA
171521,-1.61957,4.32994,-4.56955,NA,NA,NA,-52.629,NA
171784,-1.60061,4.58788,-4.59634,NA,NA,NA,-66.304,NA
171954,-2.39104,3.98056,-4.15191,NA,NA,NA,-66.227,NA
172116,-2.30447,3.96056,-4.9559,NA,-37.939,NA,NA,NA
172271,-2.18927,4.59894,-4.36788,NA,NA,NA,-66.85,NA
172429,-1.91646,3.76767,-4.53384,-57.311,NA,NA,NA,NA
172629,-2.47205,3.06322,-4.70908,NA,NA,-105.025,NA,NA
172802,-1.83101,4.329,-4.8394,NA,NA,NA,-46.958,NA
173197,-1.81546,4.57438,-4.62147,NA,-54.766,NA,NA,NA
173373,-1.83856,4.49425,-4.85655,-58.221,NA,NA,NA,NA
173562,-2.68801,4.5024,-4.99358,-76.656,NA,NA,NA,NA
173641,-1.73682,4.99484,-4.86942,-77.527,NA,NA,NA,NA
173881,-1.60531,4.13402,-4.79285,NA,NA,NA,-36.959,NA
174060,-1.43609,4.23798,-4.91791,-28.115,NA,NA,NA,NA
174211,-1.06112,4.88167,-3.82178,NA,-119.693,NA,NA,NA
174522,-1.6721,4.1773,-4.94585,-33.917,NA,NA,NA,NA
174743,-2.19833,3.95431,-4.87861,NA,-41.717,NA,NA,NA
174841,-2.31608,4.42437,-4.7316,-61.897,NA,NA,NA,NA
175158,-1.571,4.37934,-4.03527,NA,NA,NA,-78.807,NA
175297,-1.45303,4.46354,-4.48219,NA,-59.824,NA,NA,NA
175465,-1.74604,4.00557,-4.29292,NA,NA,-86.363,NA,NA
175748,-1.37989,4.16527,-4.69037,-60.313,NA,NA,NA,NA
175883,-1.60945,3.67687,-4.85491,-2.21,NA,NA,NA,NA
176001,-1.86481,3.72966,-4.86132,NA,NA,NA,-29.606,NA
176239,-2.10712,3.91917,-4.54534,NA,-38.314,NA,NA,NA
176509,-2.51135,3.98527,-4.95975,-57.694,NA,NA,NA,NA
176680,-2.71043,3.78849,-4.37102,-63.309,NA,NA,NA,NA
176863,-2.86828,3.69511,-4.45024,NA,-77.091,NA,NA,NA
177177,-1.76502,3.43066,-4.98619,NA,NA,NA,-31.901,NA
177313,-1.51812,4.19338,-4.98166,-28.4,NA,NA,NA,NA
177451,-1.67322,3.62365,-4.23519,NA,NA,NA,-55.1,NA
177731,-2.00442,3.42092,-3.98725,NA,-70.962,NA,NA,NA
177912,-1.70127,3.60888,-4.1279,NA,-63.523,NA,NA,NA
178094,-1.84169,3.78678,-3.93271,-86.126,NA,NA,NA,NA
178241,-1.81568,4.2071,-4.63272,NA,NA,NA,-43.23,NA
178488,-1.29487,4.13776,-4.56683,NA,NA,NA,-49.66,NA
178618,-1.52778,3.66924,-4.2292,NA,NA,NA,-57.112,NA
178934,-2.4226,3.73137,-4.7455,NA,NA,NA,-58.947,NA
179143,-1.99807,4.3546,-4.46561,NA,-62.254,NA,NA,NA
179364,-1.38298,3.76118,-4.82132,NA,-5.695,NA,NA,NA
179521,-2.27616,3.56048,-4.9744,-58.066,NA,NA,NA,NA
179625,-1.48124,4.27623,-4.31446,NA,-67.879,NA,NA,NA
179888,-1.80872,4.64474,-4.82817,NA,-48.31,NA,NA,NA
180092,-1.53516,3.67799,-4.9554,-11.785,NA,NA,NA,NA
180372,-2.03117,3.89396,-4.96825,NA,-33.923,NA,NA,NA
180512,-1.26493,4.77462,-4.987,NA,-74.844,NA,NA,NA
180700,-2.07418,4.34285,-4.44785,-57.283,NA,NA,NA,NA
180915,-2.7374,4.07457,-4.79621,NA,-62.759,NA,NA,NA
181144,-2.05513,4.6414,-4.85357,-64.62,NA,NA,NA,NA
181221,-1.26911,3.55361,-4.31498,NA,-55.392,NA,NA,NA
181500,-1.96016,4.21479,-4.56462,NA,-45.029,NA,NA,NA
181797,-1.59129,4.34607,-4.80254,NA,-43.968,NA,NA,NA
181929,-1.95519,4.5274,-3.92337,NA,NA,NA,-80.387,NA
182030,-2.05236,4.52436,-4.14903,NA,-67.725,NA,NA,NA
182345,-1.63217,3.99228,-4.90929,NA,NA,NA,-40.005,NA
182460,-2.02214,4.27664,-4.87876,-28.016,NA,NA,NA,NA
182686,-1.74639,4.20954,-4.3825,-38.41,NA,NA,NA,NA
182860,-2.33323,4.06856,-4.46504,NA,-51.747,NA,NA,NA
183193,-1.95491,3.8445,-4.6049,NA,-32.642,NA,NA,NA
183387,-2.02214,3.14013,-4.99484,NA,-58.075,NA,NA,NA
183440,-1.48662,4.0079,-4.41376,NA,NA,NA,-57.374,NA
183613,-2.39932,2.77494,-4.72251,NA,-87.581,NA,NA,NA
183919,-1.63955,3.5352,-4.71785,NA,-12.033,NA,NA,NA
184145,-2.02456,4.74514,-4.57349,-69.956,NA,NA,NA,NA
184342,-1.64269,3.6385,-4.70108,NA,-15.258,NA,NA,NA
184564,-1.37688,3.73257,-4.89183,NA,-4.478,NA,NA,NA
184697,-1.58284,3.23922,-4.86633,-34.619,NA,NA,NA,NA
184941,-1.61285,3.84318,-4.64892,NA,NA,NA,-44.083,NA
185017,-1.85332,3.48635,-4.73799,NA,NA,-56.624,NA,NA
185246,-1.18386,4.44025,-4.92544,NA,NA,-84.402,NA,NA
185425,-1.34034,4.40459,-4.72234,-62.161,NA,NA,NA,NA
185693,-2.26717,4.20539,-4.43866,NA,NA,NA,NA,-91.145
185920,-2.0821,4.78608,-4.6346,NA,-70.637,NA,NA,NA
186066,-2.53183,4.34173,-4.97419,-73.561,NA,NA,NA,NA
186318,-1.97322,3.64102,-3.98754,-81.384,NA,NA,NA,NA
186409,-2.57733,4.82508,-4.64559,NA,NA,NA,-78.6,NA
186773,-2.40403,4.4857,-4.77157,NA,-59.309,NA,NA,NA
186886,-1.82415,4.98822,-4.23528,NA,NA,NA,-86.438,NA
187162,-2.48705,3.29291,-4.33598,NA,NA,NA,-77.293,NA
187212,-1.51964,4.65352,-4.2794,NA,-71.804,NA,NA,NA
187520,-2.46185,3.83327,-4.03997,-92.166,NA,NA,NA,NA
187670,-2.33667,4.7181,-4.47823,NA,NA,NA,-65.408,NA
187849,-2.34722,4.30844,-4.01936,NA,NA,NA,-75.819,NA
188026,-1.46756,3.31318,-4.6768,NA,-22.96,NA,NA,NA
188313,-2.30367,4.01208,-4.48907,NA,NA,NA,-55.221,NA
188508,-1.74077,4.37803,-4.44045,NA,-40.939,NA,NA,NA
188627,-2.19183,3.96844,-4.96614,NA,NA,NA,-44.182,NA
188930,-1.80746,4.2839,-4.74108,NA,NA,NA,-43.477,NA
189055,-1.87888,4.62699,-4.852,NA,-55.845,NA,NA,NA
189397,-0.969231,4.25903,-4.91854,NA,NA,NA,-60.432,NA
189553,-1.21741,3.13633,-4.46056,NA,-79.497,NA,NA,NA
189698,-2.35962,3.45009,-4.92229,NA,-67.759,NA,NA,NA
189968,-2.48916,4.23799,-4.70322,NA,-56.747,NA,NA,NA
190089,-2.94633,3.94379,-4.68835,NA,NA,NA,-82.24,NA
190292,-2.96502,4.02927,-4.60008,NA,NA,NA,-76.795,NA
190494,-2.83985,3.52009,-4.98903,NA,NA,NA,-71.275,NA
190645,-2.15686,3.92703,-4.18487,-70.121,NA,NA,NA,NA
190998,-1.91934,3.38823,-4.59899,-35.824,NA,NA,NA,NA
191076,-2.84641,3.41907,-4.93612,NA,NA,NA,-70.406,NA
191226,-2.43359,3.99205,-4.42109,NA,-59.146,NA,NA,NA
191515,-1.26091,3.90319,-4.81742,NA,-17.953,NA,NA,NA
191673,-1.93799,4.34481,-4.82624,NA,-36.939,NA,NA,NA
191999,-1.81631,4.39131,-4.96034,NA,NA,-60.357,NA,NA
192157,-1.68917,4.46208,-4.47966,-62.902,NA,NA,NA,NA
192227,-2.3248,2.82377,-4.93798,NA,-68.319,NA,NA,NA
192510,-1.70145,3.37235,-4.76754,NA,-29.224,NA,NA,NA
192722,-2.57594,3.81782,-4.71633,NA,-68.824,NA,NA,NA
192930,-2.62812,3.59933,-4.95095,NA,-61.259,NA,NA,NA
193007,-2.14966,3.58737,-4.42149,-54.485,NA,NA,NA,NA
193339,-2.1041,3.27905,-4.99851,NA,-41.231,NA,NA,NA
193536,-1.15594,4.25362,-4.65027,-60.946,NA,NA,NA,NA
193620,-1.65259,4.57991,-4.63273,NA,NA,NA,-64.424,NA
193880,-0.805585,4.80273,-4.68747,-122.393,NA,NA,NA,NA
194120,-1.21884,4.45661,-4.60036,NA,-64.31,NA,NA,NA
194216,-1.2677,3.37267,-4.70919,NA,-35.202,NA,NA,NA
194403,-1.39182,4.03529,-4.28836,NA,-49.191,NA,NA,NA
194745,-2.43086,4.60796,-4.47762,NA,NA,NA,-68.003,NA
194844,-2.31323,4.23201,-4.64728,-58.894,NA,NA,NA,NA
195191,-2.71281,3.74596,-4.51602,NA,NA,NA,-71.203,NA
195282,-2.29555,4.16553,-3.64661,-104.396,NA,NA,NA,NA
195531,-1.91683,4.48273,-4.72458,NA,-50.106,NA,NA,NA
195763,-1.8497,4.48116,-4.54395,-54.641,NA,NA,NA,NA
195919,-2.44745,4.29182,-4.66846,NA,NA,NA,-57.557,NA
196174,-2.18496,3.63217,-4.39061,NA,-53.072,NA,NA,NA
196352,-2.69782,3.17947,-4.21204,-99.549,NA,NA,NA,NA
196506,-2.67857,4.25163,-4.6872,NA,-59.274,NA,NA,NA
196709,-3.08176,4.56276,-4.57041,NA,NA,NA,-91.13,NA
196875,-2.13435,4.42189,-4.11582,NA,NA,NA,-70.954,NA
197092,-2.30358,4.69423,-4.31312,NA,-70.235,NA,NA,NA
197251,-2.77861,4.82674,-4.36364,-98.992,NA,NA,NA,NA
197409,-2.06132,4.4713,-4.77629,NA,NA,-92.975,NA,NA
197693,-1.76397,3.57058,-4.88003,NA,NA,NA,-28.089,NA
197849,-2.23667,4.42523,-4.98879,NA,NA,NA,-53.536,NA
198139,-2.69908,4.14584,-4.369,-73.23,NA,NA,NA,NA
198226,-3.23271,4.24106,-4.41279,NA,-92.91,NA,NA,NA
198543,-1.5875,3.75136,-4.63456,NA,NA,NA,-33.827,NA
198711,-2.08372,3.48428,-4.64678,-46.733,NA,NA,NA,NA
198958,-2.08266,3.95698,-3.93683,NA,NA,NA,-71.61,NA
199161,-1.58396,4.19578,-4.45933,NA,-46.921,NA,NA,NA
199309,-2.39069,3.37284,-4.50891,-64.452,NA,NA,NA,NA
199541,-2.11382,3.47762,-4.74767,-49.369,NA,NA,NA,NA
199784,-2.29737,3.65209,-4.86438,NA,NA,NA,-60.441,NA
200000,-3.8191,3.47282,-3.60721,NA,NA,-197.747,NA,NA
