id,x0,x1,x2,fitness4,fitness4.5,fitness7,fitness7.5,fitness8,fitness9,fitness8.5,fitness6.5
129428,7.35624,7.78283,9.09217,NA,NA,NA,NA,NA,NA,0.567,NA
129632,7.6659,8.19948,6.91235,NA,NA,NA,NA,NA,NA,0.741,NA
129923,7.41191,7.45004,7.24142,NA,NA,NA,NA,NA,NA,0.806,NA
130200,7.68408,7.97739,7.94539,NA,NA,NA,0.972,NA,NA,NA,NA
130246,8.64125,7.43098,7.43424,NA,NA,NA,NA,NA,NA,0.757,NA
130537,8.8371,7.68792,7.42057,NA,NA,NA,0.772,NA,NA,NA,NA
130656,7.61732,7.37911,7.73022,NA,NA,0.874,NA,NA,NA,NA,NA
130958,8.47249,7.48577,7.60871,NA,NA,NA,0.883,NA,NA,NA,NA
131031,7.71449,7.47535,7.83144,NA,NA,0.888,NA,NA,NA,NA,NA
131313,7.23442,7.30887,8.54471,NA,NA,NA,0.79,NA,NA,NA,NA
131595,7.48537,7.27127,7.54012,NA,NA,NA,0.929,NA,NA,NA,NA
131601,7.94693,7.06915,6.86038,NA,NA,NA,NA,0.75,NA,NA,NA
131848,8.4062,7.52646,7.92043,NA,NA,NA,0.857,NA,NA,NA,NA
132177,8.25942,7.58227,7.68488,NA,NA,NA,0.937,NA,NA,NA,NA
132281,8.34783,7.65854,7.53848,NA,NA,NA,0.917,NA,NA,NA,NA
132527,8.29454,7.50387,8.13901,NA,NA,0.812,NA,NA,NA,NA,NA
132624,8.34075,7.46742,9.16968,NA,NA,NA,NA,0.602,NA,NA,NA
132883,7.56563,8.38713,8.31861,NA,NA,NA,NA,0.827,NA,NA,NA
133093,8.14468,7.72768,7.79868,NA,NA,NA,0.96,NA,NA,NA,NA
133301,8.21555,8.24522,7.11783,NA,NA,NA,NA,0.793,NA,NA,NA
133480,7.9782,7.98874,8.02513,NA,NA,NA,0.914,NA,NA,NA,NA
133694,8.17082,7.61101,7.23989,NA,NA,NA,NA,NA,NA,0.819,NA
133836,6.82483,7.77487,8.32153,NA,NA,NA,NA,NA,NA,0.675,NA
134120,8.057,7.9914,7.87034,NA,NA,NA,NA,NA,0.695,NA,NA
134203,7.79228,8.30345,7.20848,NA,NA,NA,0.849,NA,NA,NA,NA
134574,8.49985,7.57232,8.3343,NA,NA,NA,0.79,NA,NA,NA,NA
134664,7.49698,6.95825,8.26042,NA,NA,NA,NA,NA,NA,0.724,NA
134849,7.3217,7.74209,7.93668,NA,NA,NA,0.926,NA,NA,NA,NA
135176,7.9589,7.11376,7.82717,NA,NA,0.85,NA,NA,NA,NA,NA
135267,7.0421,7.98979,7.52193,NA,NA,NA,0.881,NA,NA,NA,NA
135553,7.49456,6.7362,8.20102,NA,NA,NA,NA,NA,NA,0.616,NA
135730,6.97999,7.89223,7.95691,NA,NA,NA,0.862,NA,NA,NA,NA
135914,7.71443,7.28064,7.37702,NA,NA,NA,0.91,NA,NA,NA,NA
136025,7.70956,8.58043,8.19174,NA,NA,NA,0.822,NA,NA,NA,NA
136374,8.15944,8.28018,7.38922,NA,NA,NA,0.877,NA,NA,NA,NA
136531,7.61332,8.0205,8.25238,NA,NA,NA,0.918,NA,NA,NA,NA
136785,8.10541,8.50351,8.50129,NA,NA,NA,NA,0.736,NA,NA,NA
136942,7.51107,8.16211,7.9355,NA,NA,NA,NA,NA,NA,0.835,NA
137161,8.38092,8.01356,7.81215,NA,NA,NA,NA,0.842,NA,NA,NA
137209,8.25141,8.43717,7.52464,NA,NA,NA,NA,0.836,NA,NA,NA
137458,7.1631,8.07965,7.92228,NA,NA,NA,NA,0.894,NA,NA,NA
137632,7.59104,8.36577,8.25648,NA,NA,NA,0.858,NA,NA,NA,NA
137838,7.7471,8.01742,7.19025,NA,NA,NA,0.915,NA,NA,NA,NA
138113,7.48909,7.06348,8.15279,NA,NA,NA,0.834,NA,NA,NA,NA
138376,7.9546,7.05991,8.012,NA,NA,NA,NA,0.868,NA,NA,NA
138509,8.35719,7.60782,8.15344,NA,NA,NA,NA,NA,NA,0.823,NA
138639,8.22384,6.79189,7.77402,NA,NA,NA,NA,0.758,NA,NA,NA
138913,8.42585,7.56526,8.56203,NA,NA,NA,NA,0.742,NA,NA,NA
139130,7.61558,7.12121,7.78663,NA,NA,NA,NA,NA,0.641,NA,NA
139320,8.34859,8.28603,7.41603,NA,NA,NA,0.82,NA,NA,NA,NA
139482,8.22942,7.42132,7.6008,NA,NA,0.787,NA,NA,NA,NA,NA
139798,7.96989,7.34476,7.46847,NA,NA,NA,0.942,NA,NA,NA,NA
139883,7.19858,7.92725,8.55343,NA,NA,NA,NA,0.789,NA,NA,NA
140192,7.65953,7.91541,7.17479,NA,NA,NA,NA,NA,NA,0.832,NA
140325,7.8677,7.36801,7.6762,NA,NA,NA,0.97,NA,NA,NA,NA
140597,7.70054,6.81932,7.4346,NA,NA,NA,0.786,NA,NA,NA,NA
140628,8.20571,8.28191,7.59702,NA,NA,NA,0.876,NA,NA,NA,NA
140903,7.86423,7.88889,8.45287,NA,NA,NA,NA,0.873,NA,NA,NA
141131,8.40659,7.38668,7.65639,NA,NA,NA,NA,0.874,NA,NA,NA
141211,8.44328,8.07152,8.18453,NA,NA,0.767,NA,NA,NA,NA,NA
141491,8.33177,8.01202,8.36448,NA,NA,0.762,NA,NA,NA,NA,NA
141687,8.56652,7.65454,7.86065,NA,NA,NA,0.867,NA,NA,NA,NA
141863,7.70608,7.92144,8.01802,NA,NA,NA,0.934,NA,NA,NA,NA
142072,7.98336,8.07044,7.4277,NA,NA,NA,0.932,NA,NA,NA,NA
142235,7.362,8.1011,8.01452,NA,NA,NA,0.907,NA,NA,NA,NA
142421,7.54905,8.04507,8.28717,NA,NA,NA,NA,NA,NA,0.843,NA
142643,7.91882,8.24636,7.21167,NA,NA,NA,0.861,NA,NA,NA,NA
142909,7.48946,8.08743,7.70609,NA,NA,NA,0.961,NA,NA,NA,NA
143090,7.99884,7.50972,7.61199,NA,NA,NA,NA,NA,NA,0.868,NA
143363,7.36937,7.7569,7.59312,NA,NA,NA,NA,0.97,NA,NA,NA
143435,7.29923,7.66759,8.02016,NA,NA,NA,NA,0.907,NA,NA,NA
143618,7.68142,7.72803,8.5079,NA,NA,NA,0.878,NA,NA,NA,NA
143953,7.92852,7.49836,7.05155,NA,NA,NA,0.861,NA,NA,NA,NA
144163,8.21181,6.9106,7.74951,NA,NA,NA,NA,0.79,NA,NA,NA
144232,7.66301,6.86977,7.72946,NA,NA,NA,NA,0.822,NA,NA,NA
144500,8.19346,7.57594,6.95839,NA,NA,NA,0.832,NA,NA,NA,NA
144664,8.35704,7.69246,7.22645,NA,NA,0.701,NA,NA,NA,NA,NA
144856,7.59855,7.34037,7.6928,NA,NA,NA,NA,NA,0.751,NA,NA
145078,7.67499,7.95617,7.41612,NA,NA,NA,NA,0.955,NA,NA,NA
145261,7.88373,7.52225,7.63165,NA,NA,NA,0.975,NA,NA,NA,NA
145422,7.7902,7.49984,8.6515,NA,NA,NA,0.836,NA,NA,NA,NA
145665,7.91499,7.45344,7.16966,NA,NA,0.821,NA,NA,NA,NA,NA
145918,7.51756,8.07565,7.6789,NA,NA,NA,0.965,NA,NA,NA,NA
146056,7.87411,7.02959,7.25242,NA,NA,NA,0.837,NA,NA,NA,NA
146394,7.88575,7.15186,7.64641,NA,NA,NA,0.923,NA,NA,NA,NA
146490,7.7287,8.52548,7.90278,NA,NA,NA,NA,0.862,NA,NA,NA
146676,7.25292,7.36409,7.90428,NA,NA,NA,NA,0.908,NA,NA,NA
146914,7.45605,7.80651,7.37275,NA,NA,NA,0.917,NA,NA,NA,NA
147103,7.33453,7.75754,7.26058,NA,NA,NA,NA,0.908,NA,NA,NA
147379,6.92239,7.16328,7.17306,NA,NA,NA,0.744,NA,NA,NA,NA
147578,8.01,7.29183,7.42129,NA,NA,NA,0.926,NA,NA,NA,NA
147739,7.81894,7.92029,7.22801,NA,NA,NA,0.936,NA,NA,NA,NA
147846,8.08983,7.07192,7.26165,NA,NA,0.75,NA,NA,NA,NA,NA
148009,8.31319,7.41265,8.2131,NA,NA,NA,NA,0.862,NA,NA,NA
148321,7.86558,7.46038,8.17903,NA,NA,NA,0.912,NA,NA,NA,NA
148529,7.51734,7.50435,7.01551,NA,NA,NA,NA,NA,NA,0.797,NA
148766,7.55571,7.29534,7.63949,NA,NA,NA,NA,0.937,NA,NA,NA
148821,7.96358,8.01445,7.81262,NA,NA,NA,NA,0.956,NA,NA,NA
149008,8.1102,7.75218,7.9002,NA,NA,NA,NA,0.927,NA,NA,NA
149332,7.50548,7.82124,8.8426,NA,NA,NA,0.787,NA,NA,NA,NA
149547,7.6735,7.10993,8.44387,NA,NA,NA,0.792,NA,NA,NA,NA
149693,8.25925,6.7851,8.00947,NA,NA,NA,NA,0.724,NA,NA,NA
149986,7.60003,7.06893,7.27287,NA,NA,NA,NA,0.868,NA,NA,NA
150103,6.87967,7.48822,7.79494,NA,NA,NA,0.828,NA,NA,NA,NA
150341,8.25397,6.55353,7.42618,NA,NA,NA,NA,0.661,NA,NA,NA
150560,7.71616,8.20244,8.0263,NA,NA,NA,NA,0.931,NA,NA,NA
150697,8.58004,7.31333,7.47686,NA,NA,NA,0.824,NA,NA,NA,NA
150826,8.12705,8.15372,6.967,NA,NA,0.728,NA,NA,NA,NA,NA
151061,7.54917,7.32407,7.51136,NA,NA,NA,0.934,NA,NA,NA,NA
151275,8.6319,7.98035,8.01291,NA,NA,NA,0.81,NA,NA,NA,NA
151489,8.40671,8.81521,7.57544,NA,NA,NA,NA,0.708,NA,NA,NA
151681,7.54149,8.21276,7.71472,NA,NA,NA,NA,0.943,NA,NA,NA
151801,8.17221,8.41051,7.73007,NA,NA,NA,NA,0.868,NA,NA,NA
152017,8.00107,7.81596,7.45196,NA,NA,NA,NA,0.939,NA,NA,NA
152371,7.46865,7.94933,7.30512,NA,NA,NA,NA,NA,NA,0.849,NA
152575,8.16939,8.19688,7.51204,NA,NA,NA,0.883,NA,NA,NA,NA
152612,8.0545,8.11602,8.27202,NA,NA,NA,NA,NA,NA,0.8,NA
152963,7.50589,8.26509,8.10204,NA,NA,NA,0.865,NA,NA,NA,NA
153193,7.66328,8.08685,8.10031,NA,NA,NA,0.921,NA,NA,NA,NA
153399,7.26981,7.58911,7.78412,NA,NA,0.894,NA,NA,NA,NA,NA
153542,7.88021,7.61619,7.85906,NA,NA,NA,0.975,NA,NA,NA,NA
153670,8.14538,7.87904,7.96712,NA,NA,0.866,NA,NA,NA,NA,NA
153910,7.84871,7.4361,7.52959,NA,NA,NA,0.953,NA,NA,NA,NA
154048,7.94292,8.02933,7.7494,NA,NA,NA,NA,NA,0.785,NA,NA
154280,7.64315,7.86898,8.33083,NA,NA,NA,NA,0.898,NA,NA,NA
154545,7.12916,7.852,8.36606,NA,NA,NA,NA,0.834,NA,NA,NA
154729,7.16223,7.63963,7.30563,NA,NA,0.843,NA,NA,NA,NA,NA
154847,8.14972,7.9546,7.90882,NA,NA,NA,0.903,NA,NA,NA,NA
155073,7.55224,7.74364,8.06409,NA,NA,NA,NA,0.918,NA,NA,NA
155345,6.9824,7.78183,8.03312,NA,NA,NA,NA,NA,NA,0.693,NA
155512,8.0991,7.23321,7.33263,NA,NA,NA,NA,0.848,NA,NA,NA
155734,7.73844,8.55578,7.50825,NA,NA,NA,NA,0.865,NA,NA,NA
155859,7.02773,7.84543,7.72082,NA,NA,NA,NA,NA,NA,0.81,NA
156049,7.37632,7.40312,7.78746,NA,NA,0.885,NA,NA,NA,NA,NA
156212,8.19731,7.60344,8.41549,NA,NA,NA,NA,NA,0.657,NA,NA
156446,7.15984,7.89628,7.68952,NA,NA,NA,NA,NA,NA,0.807,NA
156672,7.58083,7.8311,7.87807,NA,NA,NA,NA,NA,NA,0.925,NA
156918,7.02795,7.34098,7.30372,NA,NA,NA,NA,NA,NA,0.698,NA
157068,8.10065,6.85722,7.39612,NA,NA,NA,NA,NA,NA,0.684,NA
157392,7.55206,7.40948,7.06024,NA,NA,NA,0.885,NA,NA,NA,NA
157545,7.47934,7.59953,7.85431,NA,NA,NA,0.979,NA,NA,NA,NA
157784,7.31075,7.88005,8.05789,NA,NA,NA,NA,NA,NA,0.863,NA
157832,7.35053,7.63137,7.70278,NA,NA,NA,NA,0.963,NA,NA,NA
158094,7.6086,7.46356,7.23389,NA,NA,NA,NA,0.934,NA,NA,NA
158299,7.49846,7.50277,7.3161,NA,NA,NA,NA,0.944,NA,NA,NA
158508,7.86426,8.02228,8.57764,NA,NA,NA,0.828,NA,NA,NA,NA
158783,7.3905,8.05479,7.15717,NA,NA,NA,0.859,NA,NA,NA,NA
158815,8.23131,8.4434,7.12079,NA,NA,NA,NA,0.773,NA,NA,NA
159082,8.0866,8.64107,7.52902,NA,NA,NA,0.804,NA,NA,NA,NA
159396,8.57796,7.54443,7.69797,NA,NA,NA,NA,NA,NA,0.803,NA
159564,7.93084,7.59915,7.78288,NA,NA,NA,0.986,NA,NA,NA,NA
159753,7.83332,7.44215,7.33142,NA,NA,0.904,NA,NA,NA,NA,NA
159980,7.84696,6.73426,7.54847,NA,NA,NA,NA,0.775,NA,NA,NA
160102,7.66813,7.90836,6.96337,NA,NA,NA,NA,0.864,NA,NA,NA
160301,8.17956,7.70076,7.29721,NA,NA,NA,NA,0.891,NA,NA,NA
160520,7.9724,7.49189,7.84413,NA,NA,NA,NA,0.954,NA,NA,NA
160676,8.19452,7.57401,7.98629,NA,NA,NA,NA,NA,NA,0.769,NA
160808,7.94661,7.96792,7.77669,NA,NA,NA,NA,NA,0.739,NA,NA
161107,7.75243,8.38456,8.1293,NA,NA,NA,0.87,NA,NA,NA,NA
161218,7.45448,7.2233,7.6068,NA,NA,NA,NA,0.918,NA,NA,NA
161403,7.55859,8.04446,7.42056,NA,NA,NA,NA,0.942,NA,NA,NA
161692,7.48664,7.42867,7.36588,NA,NA,NA,NA,0.943,NA,NA,NA
161867,7.53219,6.91954,8.02197,NA,NA,NA,NA,0.836,NA,NA,NA
162057,9.17705,7.59082,7.75301,NA,NA,NA,0.699,NA,NA,NA,NA
162366,8.41842,7.5952,8.42199,NA,NA,NA,0.813,NA,NA,NA,NA
162481,8.65207,6.88245,7.96928,NA,NA,NA,NA,NA,NA,0.636,NA
162711,7.73917,6.72221,7.1264,NA,NA,NA,NA,0.72,NA,NA,NA
162940,7.89369,7.71233,7.98123,NA,NA,NA,NA,0.976,NA,NA,NA
163114,7.60843,7.4859,7.83636,NA,NA,NA,NA,0.955,NA,NA,NA
163361,7.73621,7.95613,7.25515,NA,NA,NA,0.92,NA,NA,NA,NA
163551,7.49063,7.8965,7.02798,NA,NA,NA,0.867,NA,NA,NA,NA
163730,7.3294,8.06007,8.42992,NA,NA,NA,0.848,NA,NA,NA,NA
163960,7.42979,7.42913,8.28257,NA,NA,0.837,NA,NA,NA,NA,NA
164115,8.15311,7.51307,7.89441,NA,NA,NA,0.946,NA,NA,NA,NA
164242,6.82783,6.70081,7.66287,NA,NA,NA,0.611,NA,NA,NA,NA
164567,7.37934,6.906,8.0279,NA,NA,NA,NA,0.819,NA,NA,NA
164667,8.27825,7.40012,7.15026,NA,NA,NA,NA,0.845,NA,NA,NA
164912,7.57151,7.58338,7.82144,NA,NA,NA,0.978,NA,NA,NA,NA
165007,6.85446,7.50025,7.21619,NA,NA,NA,0.763,NA,NA,NA,NA
165245,8.40686,7.6306,7.47273,NA,NA,NA,NA,0.898,NA,NA,NA
165510,7.05023,7.88646,7.59554,NA,NA,0.805,NA,NA,NA,NA,NA
165633,7.70574,8.91838,7.8654,NA,NA,NA,0.756,NA,NA,NA,NA
165981,7.12428,8.67968,7.06503,NA,NA,NA,0.655,NA,NA,NA,NA
166045,7.32113,8.65101,7.38518,NA,NA,NA,0.787,NA,NA,NA,NA
166316,7.66905,8.09349,7.96733,NA,NA,NA,NA,0.948,NA,NA,NA
166411,8.31375,8.22706,7.91918,NA,NA,NA,0.855,NA,NA,NA,NA
166608,8.05789,8.09261,7.29744,NA,NA,NA,0.91,NA,NA,NA,NA
166914,8.06044,8.4003,7.46979,NA,NA,0.821,NA,NA,NA,NA,NA
167039,8.47405,8.30278,7.7836,NA,NA,NA,NA,0.826,NA,NA,NA
167335,8.15981,7.80374,7.84151,NA,NA,NA,0.928,NA,NA,NA,NA
167405,7.36181,7.83468,6.88619,NA,NA,NA,NA,0.825,NA,NA,NA
167661,7.32294,7.57329,7.58713,NA,NA,NA,0.96,NA,NA,NA,NA
167849,6.99893,8.31326,8.02585,NA,NA,NA,NA,0.788,NA,NA,NA
168134,7.29011,8.2048,7.9006,NA,NA,NA,NA,NA,NA,0.82,NA
168236,7.58401,8.33986,7.28413,NA,NA,0.804,NA,NA,NA,NA,NA
168445,7.67009,9.01192,7.39255,NA,NA,NA,NA,0.691,NA,NA,NA
168766,7.55484,7.23837,7.55937,NA,NA,NA,NA,0.942,NA,NA,NA
168859,7.87806,7.81435,8.25058,NA,NA,0.848,NA,NA,NA,NA,NA
169148,7.50524,7.06603,7.72986,NA,NA,NA,NA,NA,NA,NA,0.656
169295,6.73334,7.36571,7.90677,NA,NA,NA,NA,0.726,NA,NA,NA
169588,7.51806,7.09286,7.47994,NA,NA,NA,NA,0.868,NA,NA,NA
169628,7.52616,8.12253,7.5646,NA,NA,NA,NA,0.954,NA,NA,NA
169978,8.09136,7.48495,7.68195,NA,NA,NA,NA,0.934,NA,NA,NA
170047,7.85312,7.58593,8.28361,NA,NA,NA,NA,0.88,NA,NA,NA
170393,7.77952,7.61957,8.01529,NA,NA,NA,NA,NA,NA,0.806,NA
170412,7.29936,6.8494,8.23361,NA,NA,NA,0.741,NA,NA,NA,NA
170662,7.97643,7.52028,8.11698,NA,NA,NA,0.944,NA,NA,NA,NA
170916,8.51006,8.43873,7.62152,NA,NA,NA,NA,NA,NA,0.687,NA
171199,7.71721,7.71424,7.98563,NA,NA,NA,NA,NA,NA,0.832,NA
171291,8.04462,8.43343,7.11951,NA,NA,NA,NA,0.796,NA,NA,NA
171579,8.39201,8.13786,8.08067,NA,NA,NA,NA,0.846,NA,NA,NA
171633,8.40337,8.13969,7.8271,NA,NA,NA,NA,0.829,NA,NA,NA
171925,8.34223,7.81711,8.36437,NA,NA,0.783,NA,NA,NA,NA,NA
172024,7.68451,6.65689,8.15063,NA,NA,NA,NA,0.738,NA,NA,NA
172372,7.42422,8.37579,7.01279,NA,NA,NA,0.788,NA,NA,NA,NA
172409,7.82676,7.1957,7.83176,NA,NA,NA,0.937,NA,NA,NA,NA
172687,7.61669,7.25571,8.64313,NA,NA,NA,0.807,NA,NA,NA,NA
172927,7.36087,7.93253,7.63454,NA,NA,NA,NA,0.957,NA,NA,NA
173149,6.74239,8.59402,7.87131,NA,NA,0.601,NA,NA,NA,NA,NA
173213,6.96378,7.90927,7.68263,NA,NA,NA,0.869,NA,NA,NA,NA
173496,7.80375,7.33181,7.90977,NA,NA,NA,0.956,NA,NA,NA,NA
173607,8.07989,7.76348,9.0584,NA,NA,NA,0.71,NA,NA,NA,NA
173853,8.30232,7.43415,7.91786,NA,NA,NA,NA,0.906,NA,NA,NA
174189,7.61276,7.63609,7.67861,NA,NA,NA,NA,NA,NA,0.882,NA
174379,8.30256,7.66617,7.51564,NA,NA,NA,NA,0.924,NA,NA,NA
174514,7.76432,7.69374,7.18721,NA,NA,NA,NA,0.911,NA,NA,NA
174786,7.89639,8.52985,7.56227,NA,NA,0.808,NA,NA,NA,NA,NA
174994,8.36778,8.31211,7.58656,NA,NA,0.788,NA,NA,NA,NA,NA
175055,7.83223,7.70141,7.04901,NA,NA,NA,0.904,NA,NA,NA,NA
175246,7.82443,7.43807,8.30406,NA,NA,NA,NA,0.871,NA,NA,NA
175507,8.04575,7.23158,8.08973,NA,NA,NA,NA,0.888,NA,NA,NA
175777,7.36357,7.35901,7.86284,NA,NA,NA,NA,NA,NA,0.868,NA
175813,6.88056,7.81645,8.02805,NA,NA,NA,0.833,NA,NA,NA,NA
176040,7.37252,7.34526,8.01922,NA,NA,NA,NA,0.92,NA,NA,NA
176280,7.22697,7.16541,8.1908,NA,NA,NA,NA,0.81,NA,NA,NA
176472,7.24702,7.60798,8.01235,NA,NA,NA,0.933,NA,NA,NA,NA
176689,6.80168,7.83435,7.61274,NA,NA,NA,0.792,NA,NA,NA,NA
176802,7.8376,8.06456,8.68993,NA,NA,NA,0.797,NA,NA,NA,NA
177037,7.27115,7.40147,8.22984,NA,NA,NA,0.887,NA,NA,NA,NA
177210,7.80935,8.25546,8.72746,NA,NA,NA,0.749,NA,NA,NA,NA
177410,7.07464,8.56214,7.62758,NA,NA,NA,0.757,NA,NA,NA,NA
177668,7.85273,7.76029,8.09153,NA,NA,NA,NA,NA,NA,0.841,NA
177961,7.63166,7.82384,8.45923,NA,NA,NA,NA,0.859,NA,NA,NA
178094,8.04398,8.02369,7.18186,NA,NA,NA,NA,NA,NA,0.791,NA
178362,7.29726,7.29749,7.02303,NA,NA,NA,NA,0.781,NA,NA,NA
178434,7.48797,8.36594,7.6748,NA,NA,NA,NA,NA,NA,0.823,NA
178748,7.39447,7.52732,7.75973,NA,NA,NA,NA,NA,NA,0.874,NA
178990,8.01844,7.82471,7.05341,NA,NA,NA,NA,0.866,NA,NA,NA
179183,8.10417,8.04895,7.23572,NA,NA,NA,NA,NA,NA,0.831,NA
179249,8.71791,7.87336,7.66864,NA,NA,0.766,NA,NA,NA,NA,NA
179567,8.12883,8.22598,8.53237,NA,NA,0.748,NA,NA,NA,NA,NA
179626,7.26889,7.46916,7.90416,NA,NA,NA,NA,NA,0.733,NA,NA
179929,8.18121,7.51658,7.96383,NA,NA,NA,0.935,NA,NA,NA,NA
180180,8.11833,7.36567,8.22626,NA,NA,0.816,NA,NA,NA,NA,NA
180363,7.97591,8.01455,6.6559,NA,NA,NA,0.73,NA,NA,NA,NA
180438,8.33623,7.31936,6.98523,NA,NA,NA,NA,0.754,NA,NA,NA
180799,8.70019,7.54715,6.83741,NA,NA,NA,0.674,NA,NA,NA,NA
180803,8.30959,8.01156,7.50719,NA,NA,NA,NA,NA,NA,0.843,NA
181063,7.68931,7.40676,8.32841,NA,NA,NA,NA,NA,NA,0.797,NA
181260,7.36274,7.42542,7.8126,NA,NA,NA,NA,0.912,NA,NA,NA
181542,8.03017,7.42011,8.26504,NA,NA,NA,NA,0.869,NA,NA,NA
181791,7.16695,7.18962,7.85978,NA,NA,NA,0.874,NA,NA,NA,NA
181802,7.64138,7.66156,7.66705,NA,NA,NA,0.998,NA,NA,NA,NA
182101,8.4287,8.05076,7.64264,NA,NA,NA,NA,0.873,NA,NA,NA
182246,7.83908,8.13348,7.10034,NA,NA,NA,0.881,NA,NA,NA,NA
182521,6.91307,7.59449,7.36853,NA,NA,NA,0.823,NA,NA,NA,NA
182677,7.34102,7.5344,7.05353,NA,NA,NA,0.873,NA,NA,NA,NA
182846,7.74496,8.15309,7.23676,NA,NA,NA,0.887,NA,NA,NA,NA
183002,7.16132,8.78091,7.86698,NA,NA,NA,0.739,NA,NA,NA,NA
183387,7.22863,8.02212,8.3945,NA,NA,NA,NA,NA,0.666,NA,NA
183409,7.49988,7.72902,7.99327,NA,NA,NA,0.974,NA,NA,NA,NA
183601,7.16748,8.11466,7.31699,NA,NA,NA,NA,0.871,NA,NA,NA
183998,7.94683,8.71121,7.54052,NA,NA,0.764,NA,NA,NA,NA,NA
184190,7.34469,7.12462,7.03663,NA,NA,NA,0.788,NA,NA,NA,NA
184299,6.83301,7.3623,7.28568,NA,NA,NA,NA,NA,NA,0.657,NA
184579,7.83932,8.43449,7.58048,NA,NA,NA,NA,0.892,NA,NA,NA
184732,7.50112,7.94238,7.82195,NA,NA,NA,0.938,NA,NA,NA,NA
184882,7.25002,7.33484,7.30578,NA,NA,NA,0.89,NA,NA,NA,NA
185153,7.70655,8.06326,7.51453,NA,NA,NA,0.96,NA,NA,NA,NA
185304,8.28141,6.70262,7.71779,NA,NA,NA,0.72,NA,NA,NA,NA
185424,8.04162,8.70105,7.75125,NA,NA,NA,0.805,NA,NA,NA,NA
185759,8.09896,8.06768,7.83641,NA,NA,NA,NA,0.933,NA,NA,NA
185895,7.35855,7.76327,7.74116,NA,NA,0.866,NA,NA,NA,NA,NA
186128,7.83616,8.01153,7.38249,NA,NA,NA,NA,0.949,NA,NA,NA
186251,8.85035,7.75027,7.31656,NA,NA,NA,NA,0.76,NA,NA,NA
186507,8.04962,6.65855,7.64534,NA,NA,NA,0.735,NA,NA,NA,NA
186648,8.85136,7.94251,7.20692,NA,NA,NA,0.728,NA,NA,NA,NA
186821,7.88115,7.33525,7.89862,NA,NA,0.888,NA,NA,NA,NA,NA
187021,7.84645,8.06121,7.47508,NA,NA,NA,0.955,NA,NA,NA,NA
187209,7.43647,8.03576,8.38135,NA,NA,0.791,NA,NA,NA,NA,NA
187536,7.54623,8.14562,7.24336,NA,NA,NA,0.91,NA,NA,NA,NA
187706,7.71535,7.11811,7.25387,NA,NA,NA,NA,NA,0.653,NA,NA
187906,7.53818,7.8646,7.63891,NA,NA,NA,NA,0.976,NA,NA,NA
188183,8.36701,7.97548,7.71861,NA,NA,NA,0.876,NA,NA,NA,NA
188213,7.47169,7.49059,7.46253,NA,NA,NA,0.965,NA,NA,NA,NA
188401,7.39196,7.48576,7.66946,NA,NA,NA,NA,NA,NA,0.886,NA
188624,8.0423,7.63555,8.38431,NA,NA,NA,NA,0.89,NA,NA,NA
188939,7.68128,8.63611,7.47305,NA,NA,0.737,NA,NA,NA,NA,NA
189007,7.53006,8.30006,7.52321,NA,NA,NA,0.917,NA,NA,NA,NA
189380,7.43244,7.76899,6.58757,NA,NA,NA,0.733,NA,NA,NA,NA
189532,7.83323,7.98657,8.47995,NA,NA,NA,NA,0.856,NA,NA,NA
189717,8.89129,7.72461,8.17818,NA,NA,NA,0.742,NA,NA,NA,NA
189905,7.64904,8.15341,7.33509,NA,NA,NA,0.93,NA,NA,NA,NA
190045,8.50811,7.40359,7.37793,NA,NA,NA,NA,0.832,NA,NA,NA
190208,7.93467,8.2013,7.96631,NA,NA,NA,NA,NA,NA,NA,0.63
190415,7.66074,8.35653,8.30837,NA,NA,0.764,NA,NA,NA,NA,NA
190791,7.57053,8.30967,7.78851,NA,NA,NA,0.927,NA,NA,NA,NA
190948,7.21973,8.00353,7.92577,NA,NA,0.836,NA,NA,NA,NA,NA
191165,7.70879,7.56102,8.08368,NA,NA,0.852,NA,NA,NA,NA,NA
191317,8.27557,8.20041,7.54992,NA,NA,0.703,NA,NA,NA,NA,NA
191546,8.06294,8.04037,7.12569,NA,NA,NA,0.836,NA,NA,NA,NA
191757,7.23097,7.31497,7.48423,NA,NA,NA,NA,NA,NA,0.849,NA
191957,8.42599,7.37559,7.97972,NA,NA,NA,NA,0.868,NA,NA,NA
192016,7.61921,7.20763,8.45153,NA,NA,NA,NA,0.827,NA,NA,NA
192296,7.51703,6.54712,7.54106,NA,NA,NA,0.72,NA,NA,NA,NA
192433,7.35111,7.74028,6.94858,NA,NA,NA,NA,0.849,NA,NA,NA
192609,7.39858,8.24508,7.61403,NA,NA,NA,0.915,NA,NA,NA,NA
192946,8.10474,7.25035,7.56697,NA,NA,NA,NA,0.893,NA,NA,NA
193127,7.52919,7.99641,7.77202,NA,NA,NA,0.973,NA,NA,NA,NA
193304,7.18841,8.02393,8.13858,NA,NA,NA,0.885,NA,NA,NA,NA
193434,6.55761,7.53595,7.60977,NA,NA,NA,0.728,NA,NA,NA,NA
193727,7.05834,7.03955,7.36274,NA,NA,NA,NA,0.767,NA,NA,NA
193903,7.42425,7.38325,7.69817,NA,NA,NA,NA,NA,0.759,NA,NA
194107,7.96485,7.87593,7.34627,NA,NA,NA,NA,0.949,NA,NA,NA
