id,x0,x1,x2,fitness7.5,fitness6.5,fitness7,fitness9,fitness8.5,fitness8,fitness9.5,fitness10,fitness6,fitness5,fitness5.5,fitness4.5,fitness4,fitness3.5,fitness10.5,fitness3
82675,7.28351,7.62571,6.51118,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82951,7.06093,8.5575,6.75497,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83024,7.22705,8.40504,8.08257,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83279,7.18228,7.81853,7.87066,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83530,6.22811,7.81513,7.38102,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83745,7.60064,7.26737,7.10999,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83974,6.91294,6.5496,8.88713,NA,NA,NA,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84012,7.0013,7.18172,8.53165,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84207,7.76333,8.67378,8.38185,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84432,8.77028,8.46936,8.91966,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84652,9.01013,7.80083,8.32266,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84940,8.16295,8.2104,8.80578,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85013,6.89741,9.26517,6.74613,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85284,6.99117,7.78443,7.66113,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85532,7.0915,8.5275,7.1308,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85629,6.57451,7.93768,7.68707,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85960,6.87206,8.05014,8.68781,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86045,7.9934,7.24796,7.79911,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86286,7.65674,7.93376,8.21518,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86541,6.95268,7.81718,7.43812,NA,NA,NA,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86785,7.25472,8.55597,8.1571,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86913,7.67385,8.52519,7.35214,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87135,7.51868,7.80518,6.30256,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87312,7.8895,7.8331,7.68565,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87575,6.18251,7.39521,7.74047,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87659,7.47963,8.22979,8.75412,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87842,8.8098,6.7321,8.2822,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88187,9.39513,7.85513,7.89819,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88368,8.68174,8.60509,9.41481,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88575,7.97244,7.96732,8.17136,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88609,7.53337,9.1646,7.13977,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88973,7.56696,8.92472,5.0706,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89166,8.36737,7.64032,4.48154,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89363,7.24846,8.57508,4.68817,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89489,7.05412,9.02528,3.66134,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89722,8.01284,8.02854,4.14093,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89953,7.54527,4.50297,4.27721,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90160,7.00677,4.34537,4.55349,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90265,7.99331,4.6165,6.76955,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90577,7.07177,3.8452,7.44961,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90781,7.44236,4.60443,7.94183,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90819,6.94514,5.02175,7.83662,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91103,7.83417,7.56517,8.12431,0.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91380,7.31836,6.89987,8.4433,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91464,7.73982,6.5214,7.55417,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91786,8.92601,7.23527,7.48247,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91874,8.55761,7.15897,7.01715,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92139,7.44178,7.5351,7.64855,NA,NA,NA,NA,NA,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92201,7.04483,7.67174,8.89595,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92416,7.60515,7.09677,8.4019,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92665,9.08966,7.71606,7.41273,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92936,8.91567,7.25318,8.26963,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93023,7.55011,7.67505,7.62005,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93277,7.47902,8.23972,7.41059,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93595,7.795,8.46921,7.30916,NA,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93645,8.08403,8.18419,7.60272,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93801,7.4543,8.80216,7.75891,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94159,6.39748,8.16988,8.12043,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94323,6.71035,8.39767,7.8459,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94504,5.17552,8.43236,7.7143,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94767,6.44283,8.03431,6.68525,NA,NA,NA,NA,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94985,8.77569,7.75769,7.8573,NA,NA,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
95110,7.7689,7.49217,8.72817,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95304,7.29943,7.05433,9.56477,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95538,7.1852,8.10205,10.2956,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95608,8.27416,8.1734,8.81988,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95868,6.96828,7.78247,7.04832,NA,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96099,7.33457,8.51071,7.6141,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96394,6.99766,7.00566,6.0626,NA,NA,NA,NA,NA,NA,NA,NA,-0.052,NA,NA,NA,NA,NA,NA,NA
96544,7.62939,6.008,8.52436,NA,NA,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96686,8.67776,6.33256,8.19127,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96924,8.08589,7.02436,7.67334,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97008,7.06613,7.94482,7.98845,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97244,7.56694,8.5695,8.11267,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97552,7.59744,8.18256,10.3491,NA,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97783,7.53111,7.69834,9.8983,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97825,8.32824,9.40176,10.5,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98094,7.37726,9.06766,9.38231,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98271,7.58101,7.05985,8.64603,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98512,7.90364,8.08495,8.25639,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98608,6.17569,7.52596,8.25612,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98886,7.49213,7.56722,7.69977,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99074,5.94004,8.2878,7.82323,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99269,8.61011,7.5202,8.11193,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99570,8.1744,6.91976,8.45147,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99791,7.29602,7.62526,8.31224,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99859,7.18859,7.34111,8.21958,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100013,8.07783,8.30927,8.83281,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100241,7.84606,8.07448,9.00706,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100462,8.13315,7.15586,8.27008,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100726,7.58419,6.15241,7.65303,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100971,7.88471,6.25275,6.56931,NA,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101029,8.07926,7.54737,8.21173,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101316,7.28281,6.76279,7.46186,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101430,8.71769,7.43908,7.70031,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101769,8.20894,7.85187,7.45196,NA,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101934,7.97493,8.59842,7.66609,NA,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102156,7.4222,8.82846,7.45854,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102365,7.80697,8.45745,6.97537,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102587,7.52399,7.31688,6.67523,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102746,7.57643,7.1006,7.50701,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102809,8.85471,7.20881,7.84694,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103067,8.23895,8.31738,7.24886,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103225,7.20384,8.18328,6.75474,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA
103583,7.65589,7.74758,6.62895,NA,NA,NA,NA,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA
103766,7.90067,8.40708,7.7382,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103896,8.77308,7.61493,7.58893,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104060,9.2171,8.10547,8.02189,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104203,7.65418,8.35409,7.72263,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104401,7.97778,6.94883,7.39086,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104628,9.15921,7.65082,7.31314,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104871,7.1371,6.45,6.56083,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105101,8.31746,7.73699,5.49336,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105263,6.19857,7.9132,4.10371,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105530,6.87591,8.90429,3.84548,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105650,8.06314,7.86432,4.45233,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105938,8.5718,7.86146,4.49981,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106161,8.15856,8.07481,6.34437,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106244,7.29851,6.54368,7.57301,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106417,7.18067,8.75674,7.25227,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106615,8.80002,7.65226,7.39451,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106890,8.18887,8.20026,6.91082,NA,NA,NA,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA
107132,8.15325,8.55165,7.01082,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107379,7.95651,8.38194,8.08656,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107581,6.58748,7.57131,8.99655,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107603,8.22599,7.26527,9.37636,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107908,8.54798,8.04977,8.05111,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108108,7.22202,7.57988,8.45879,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108287,7.10903,7.76872,8.82744,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108420,8.28709,8.68807,8.23956,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108767,7.73012,8.72085,8.09487,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108857,7.60745,8.11255,7.9243,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109161,8.59125,7.80204,8.17867,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109361,8.70844,7.31366,7.40074,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109574,7.49507,7.68987,7.80039,NA,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109601,8.47504,7.97076,8.20227,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109934,7.52006,7.49131,8.04861,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110130,7.81048,7.98195,8.01883,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110358,8.55679,7.669,7.50412,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110437,7.98198,6.26636,7.02116,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110619,7.3621,7.02995,7.24585,NA,NA,NA,NA,NA,NA,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA
110802,8.00704,8.06661,7.74202,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111026,8.57882,6.75609,8.68739,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111349,8.89264,6.3083,8.15822,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111469,8.31598,6.96766,7.86395,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111753,7.21153,8.15348,7.48039,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111973,7.05517,8.91423,6.64239,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112110,3.8675,8.35278,7.69148,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112222,3.71049,8.93,8.25494,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112544,4.30011,8.98755,7.93051,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112799,4.11849,8.71895,7.87874,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112849,4.78569,8.04861,9.44097,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113071,4.61298,6.99281,8.6544,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113316,5.84675,7.43261,8.24001,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113542,4.86753,8.05068,8.35167,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113603,7.33441,7.20908,6.30297,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113900,7.56833,7.00902,8.00713,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114161,7.77781,8.34733,7.01607,NA,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114247,7.42815,7.30903,7.9011,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114465,7.82165,7.74879,7.26431,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114712,7.61791,7.89422,8.77868,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114915,6.64942,7.12561,7.98711,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115034,6.15588,7.85094,8.21508,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115296,7.55741,7.26893,9.80324,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115436,8.18494,8.08284,8.87854,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115748,8.34317,8.59335,9.15124,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115909,7.32835,7.69936,8.84839,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116193,7.69381,7.46355,8.5151,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116203,7.41618,8.77392,8.06926,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116535,7.4496,8.0219,8.31858,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116626,7.82459,8.04554,7.43583,NA,NA,NA,NA,NA,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116826,8.34411,7.33571,7.50051,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117171,8.08094,7.48937,8.73931,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117292,7.8709,7.34758,7.71528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917,NA,NA,NA,NA
117530,7.52512,7.66714,8.02546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716,NA,NA
117697,7.59214,6.27256,7.20735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536,NA,NA,NA,NA
117974,8.60228,6.54476,6.17097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179,NA,NA,NA,NA
118076,7.76922,7.51284,5.85841,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118304,7.71717,7.77653,8.8408,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118442,8.27627,7.44357,7.52749,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118641,6.94565,7.78543,6.30037,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118818,7.75043,7.46475,7.48329,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119001,6.3096,6.3494,7.87418,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119346,8.18078,7.8328,7.96537,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119507,8.28208,8.27179,7.6048,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119670,7.21674,8.75877,6.74138,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119942,7.47828,7.847,7.17065,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120048,6.75977,7.919,5.91546,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120348,6.82823,7.56182,5.2701,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120556,7.93702,7.89359,4.27009,0.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120678,6.95055,8.13213,4.48998,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120847,7.70041,8.06187,3.98395,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121188,8.4678,7.04978,4.31526,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121350,8.42226,7.18366,4.86211,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121450,6.53219,7.86957,5.27589,NA,NA,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121696,7.55533,7.56672,5.63756,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121835,8.39717,8.7579,6.49392,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122088,7.65986,7.484,7.25702,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122211,8.48183,7.53646,7.43419,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122505,8.90957,7.206,7.67737,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122707,7.93355,7.00807,7.94738,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122943,7.14648,6.73772,8.01086,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123163,7.56157,6.90853,8.87668,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123310,8.26168,7.48249,8.03066,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123578,8.3876,7.20714,8.51321,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123766,8.12096,8.7699,8.0309,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123876,7.11808,7.65501,8.66139,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
