id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4.5,fitness-3,fitness-4,fitness-2.5,fitness-2,fitness-1.5,fitness-0.5,fitness-1,fitness0,fitness1,fitness0.5
94292,0.995119,3.24357,-5,NA,NA,NA,NA,NA,-77.795,NA,NA,NA,NA,NA,NA,NA
94457,-1.02454,3.45209,-4.69463,NA,NA,NA,NA,NA,-232.821,NA,NA,NA,NA,NA,NA,NA
94645,-0.761527,3.13845,-5,NA,NA,NA,-197.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
94853,-0.105543,3.49224,-4.87717,NA,NA,NA,NA,NA,-151.569,NA,NA,NA,NA,NA,NA,NA
95071,0.313489,2.90168,-4.91201,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134.567,NA,NA,NA
95302,0.725324,3.33995,-5,NA,NA,NA,NA,NA,NA,NA,-106.513,NA,NA,NA,NA,NA
95543,3.05317,2.05432,-4.52953,NA,NA,NA,NA,NA,NA,-45.53,NA,NA,NA,NA,NA,NA
95628,1.16638,0.536005,-4.36518,NA,NA,NA,NA,NA,-89.655,NA,NA,NA,NA,NA,NA,NA
95804,0.657762,1.82942,-3.30143,NA,NA,NA,NA,NA,-69.14,NA,NA,NA,NA,NA,NA,NA
96073,1.34138,1.17628,-3.75161,NA,NA,NA,NA,NA,-29.19,NA,NA,NA,NA,NA,NA,NA
96217,1.45761,0.446165,-3.63207,NA,NA,NA,NA,NA,NA,-123.043,NA,NA,NA,NA,NA,NA
96515,2.40009,0.847175,-3.30151,-97.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96719,2.71574,1.20303,-3.72075,-74.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96997,1.50473,1.78926,-3.7589,NA,NA,NA,-26.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
97172,1.11087,0.628264,-3.7822,NA,NA,NA,NA,-111.319,NA,NA,NA,NA,NA,NA,NA,NA
97294,0.80254,1.61585,-2.99758,NA,NA,NA,NA,-106.532,NA,NA,NA,NA,NA,NA,NA,NA
97551,0.189605,4.03994,-2.81798,NA,NA,NA,NA,NA,-242.73,NA,NA,NA,NA,NA,NA,NA
97698,1.06072,3.22432,-2.48975,NA,NA,NA,NA,NA,-158.801,NA,NA,NA,NA,NA,NA,NA
97903,3.0206,2.47841,-3.81184,-77.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98091,3.6262,1.94198,-4.90709,NA,NA,NA,NA,NA,NA,-91.208,NA,NA,NA,NA,NA,NA
98307,2.19307,1.42986,-5,NA,NA,NA,NA,NA,NA,NA,-48.18,NA,NA,NA,NA,NA
98558,1.84756,1.87952,-4.62817,NA,NA,NA,NA,NA,NA,-12.901,NA,NA,NA,NA,NA,NA
98750,2.96031,1.55186,-4.00835,-57.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98918,3.05424,0.266448,-4.24303,-123.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99044,0.557621,2.44915,-2.90288,NA,NA,NA,NA,NA,-100.513,NA,NA,NA,NA,NA,NA,NA
99389,1.63497,2.30887,-4.12458,NA,NA,NA,NA,NA,NA,-15.991,NA,NA,NA,NA,NA,NA
99564,-0.722015,1.12092,-4.28419,NA,NA,NA,NA,NA,NA,NA,-232.616,NA,NA,NA,NA,NA
99639,-0.621288,1.54776,-5,NA,NA,NA,NA,NA,NA,NA,-171.776,NA,NA,NA,NA,NA
99973,-0.218288,1.61104,-3.54758,NA,NA,NA,NA,NA,NA,NA,-150.64,NA,NA,NA,NA,NA
100038,0.381601,2.11879,-4.52504,NA,NA,NA,NA,NA,-54.239,NA,NA,NA,NA,NA,NA,NA
100253,-0.803541,2.19356,-5,NA,NA,NA,NA,NA,-161.545,NA,NA,NA,NA,NA,NA,NA
100416,-1.04249,2.75304,-5,NA,NA,NA,NA,NA,-203.315,NA,NA,NA,NA,NA,NA,NA
100633,1.13742,2.05666,-5,NA,NA,NA,NA,NA,NA,-30.456,NA,NA,NA,NA,NA,NA
100859,1.81948,1.97735,-4.25174,-39.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101111,1.64814,1.99337,-2.85223,NA,NA,NA,NA,-109.574,NA,NA,NA,NA,NA,NA,NA,NA
101262,0.365135,1.29943,-5,NA,NA,NA,-78.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
101423,1.36907,1.82471,-3.81593,NA,NA,NA,-23.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
101619,1.38386,2.13148,-3.14998,-64.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101989,2.19832,3.06457,-5,NA,NA,NA,NA,-99.335,NA,NA,NA,NA,NA,NA,NA,NA
102153,3.06811,2.42208,-5,NA,NA,NA,NA,-104.451,NA,NA,NA,NA,NA,NA,NA,NA
102247,4.06315,1.50098,-4.35995,-133.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102539,5,2.10677,-4.37758,NA,NA,NA,-237.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
102683,5,1.43854,-5,-256.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102967,4.47226,3.12474,-4.84401,NA,NA,NA,NA,-240.221,NA,NA,NA,NA,NA,NA,NA,NA
103196,4.08055,2.91282,-5,-169.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103277,2.88117,2.91439,-4.09537,NA,NA,NA,NA,NA,NA,-70.312,NA,NA,NA,NA,NA,NA
103432,2.54076,2.8079,-3.6564,NA,NA,NA,NA,NA,-58.16,NA,NA,NA,NA,NA,NA,NA
103701,3.73338,1.78275,-4.81835,NA,NA,NA,-90.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
103845,2.78643,0.459799,-3.52052,NA,NA,NA,-101.569,NA,NA,NA,NA,NA,NA,NA,NA,NA
104182,2.77153,1.47126,-4.8034,-45.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104358,2.68016,2.16401,-4.95838,NA,NA,NA,NA,NA,-36.353,NA,NA,NA,NA,NA,NA,NA
104442,2.79677,2.52276,-4.37268,NA,NA,NA,-50.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
104709,4.20259,1.71288,-4.65921,NA,NA,NA,-132.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
104925,4.24269,1.91941,-4.02567,NA,NA,NA,-155.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
105146,2.82629,1.81116,-4.89593,NA,NA,NA,NA,NA,-36.464,NA,NA,NA,NA,NA,NA,NA
105347,3.25399,1.22027,-4.3716,NA,NA,NA,NA,NA,NA,-61.554,NA,NA,NA,NA,NA,NA
105448,3.15405,0.857819,-3.43027,NA,NA,NA,NA,NA,NA,NA,-105.953,NA,NA,NA,NA,NA
105787,2.16314,2.12498,-3.3813,NA,NA,NA,NA,NA,NA,NA,NA,-148.469,NA,NA,NA,NA
105893,1.2312,1.54363,-3.77526,NA,NA,NA,NA,NA,-21.125,NA,NA,NA,NA,NA,NA,NA
106122,1.22653,1.64755,-4.26496,NA,NA,NA,-15.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
106202,1.05166,0.861991,-4.92598,NA,NA,NA,NA,-105.476,NA,NA,NA,NA,NA,NA,NA,NA
106493,0.654549,0.138107,-4.86429,NA,NA,NA,-203.157,NA,NA,NA,NA,NA,NA,NA,NA,NA
106643,0.965397,1.23877,-5,NA,NA,NA,NA,NA,-49.892,NA,NA,NA,NA,NA,NA,NA
106934,0.414929,1.59488,-5,NA,NA,NA,NA,NA,-66.726,NA,NA,NA,NA,NA,NA,NA
107006,1.34673,0.778244,-5,NA,NA,NA,NA,NA,-63.963,NA,NA,NA,NA,NA,NA,NA
107325,1.22923,0.801166,-3.97159,NA,NA,NA,NA,NA,-54.346,NA,NA,NA,NA,NA,NA,NA
107455,1.51665,2.28467,-5,-39.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107773,0.222512,2.69224,-5,NA,NA,NA,NA,-119.718,NA,NA,NA,NA,NA,NA,NA,NA
107944,0.94981,2.75457,-4.89572,NA,NA,NA,-54.903,NA,NA,NA,NA,NA,NA,NA,NA,NA
108078,1.17796,2.46565,-5,NA,NA,NA,-36.584,NA,NA,NA,NA,NA,NA,NA,NA,NA
108381,0.69835,1.33656,-4.48968,-56.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108450,1.2056,1.3482,-5,NA,-153.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108652,2.40922,1.38678,-5,NA,-151.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108838,3.13854,0.546859,-5,NA,NA,NA,NA,-136.833,NA,NA,NA,NA,NA,NA,NA,NA
109184,3.12181,1.78235,-3.97702,NA,NA,NA,NA,NA,-49.995,NA,NA,NA,NA,NA,NA,NA
109281,2.93793,1.23936,-4.62623,NA,NA,NA,-45.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
109504,2.61877,1.02172,-5,NA,NA,NA,NA,NA,NA,-51.34,NA,NA,NA,NA,NA,NA
109726,2.59332,1.94883,-4.10068,NA,NA,NA,NA,NA,NA,NA,-51.303,NA,NA,NA,NA,NA
109867,1.27543,2.16536,-3.43078,NA,NA,NA,NA,NA,-35.727,NA,NA,NA,NA,NA,NA,NA
110167,1.2262,0.989805,-3.61404,NA,NA,NA,NA,NA,NA,NA,-103.347,NA,NA,NA,NA,NA
110287,0.865994,2.22378,-4.11876,NA,NA,NA,NA,NA,NA,NA,NA,NA,-94.857,NA,NA,NA
110548,1.74566,1.47562,-3.64921,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.903,NA,NA,NA
110790,0.774238,1.80998,-4.68761,NA,NA,NA,NA,NA,NA,-37.302,NA,NA,NA,NA,NA,NA
110819,0.481945,2.46145,-3.79484,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.868,NA,NA,NA
111185,0.758157,2.12477,-4.73314,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.533,NA,NA,NA
111289,1.34533,1.55347,-4.42512,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.879,NA,NA,NA
111569,3.20153,2.50903,-5,NA,NA,NA,NA,NA,NA,-72.938,NA,NA,NA,NA,NA,NA
111765,3.60789,2.01075,-5,NA,NA,NA,-86.388,NA,NA,NA,NA,NA,NA,NA,NA,NA
111947,2.90384,2.62093,-5,NA,NA,NA,NA,NA,NA,-65.259,NA,NA,NA,NA,NA,NA
112029,2.48004,1.42393,-5,NA,NA,NA,-28.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
112292,1.176,0.906095,-5,NA,NA,NA,NA,NA,-64.823,NA,NA,NA,NA,NA,NA,NA
112555,1.33452,2.27264,-5,NA,NA,NA,-27.917,NA,NA,NA,NA,NA,NA,NA,NA,NA
112760,1.64457,1.92165,-5,NA,NA,NA,NA,NA,-16.057,NA,NA,NA,NA,NA,NA,NA
112945,2.15159,2.56146,-5,NA,NA,NA,-37.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
113036,1.97807,2.73889,-5,NA,NA,NA,NA,NA,-38.993,NA,NA,NA,NA,NA,NA,NA
113354,2.19818,2.26395,-5,NA,NA,NA,NA,NA,NA,-33.48,NA,NA,NA,NA,NA,NA
113524,3.0611,2.00193,-5,NA,NA,NA,NA,NA,NA,-52.826,NA,NA,NA,NA,NA,NA
113663,3.09943,2.61221,-5,NA,NA,NA,NA,-127.809,NA,NA,NA,NA,NA,NA,NA,NA
113913,1.23662,2.89029,-4.06253,NA,NA,NA,NA,-97.557,NA,NA,NA,NA,NA,NA,NA,NA
114013,1.28222,1.5438,-4.57559,NA,NA,-97.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114338,0.918599,0.709567,-5,NA,-197.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114408,0.851297,1.43623,-4.54064,NA,NA,NA,NA,-79.859,NA,NA,NA,NA,NA,NA,NA,NA
114708,2.24373,2.80722,-5,NA,NA,-118.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114897,2.91242,1.43139,-5,NA,NA,NA,NA,NA,-44.734,NA,NA,NA,NA,NA,NA,NA
115164,2.0209,2.5634,-4.91066,NA,NA,NA,NA,NA,-30.784,NA,NA,NA,NA,NA,NA,NA
115394,2.19691,2.36507,-5,NA,NA,NA,NA,NA,NA,NA,-55.25,NA,NA,NA,NA,NA
115446,3.03828,2.55681,-3.57728,NA,NA,NA,NA,NA,-75.402,NA,NA,NA,NA,NA,NA,NA
115762,3.561,1.44765,-5,NA,NA,NA,NA,NA,NA,NA,-94.31,NA,NA,NA,NA,NA
115850,1.23853,2.16573,-5,NA,NA,NA,NA,NA,NA,-35.054,NA,NA,NA,NA,NA,NA
116043,2.03206,2.10066,-5,NA,NA,NA,NA,NA,NA,NA,-46.19,NA,NA,NA,NA,NA
116294,1.47096,2.44714,-5,NA,NA,NA,NA,NA,-29.227,NA,NA,NA,NA,NA,NA,NA
116457,2.59916,1.91659,-5,NA,NA,NA,-34.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
116699,2.2743,2.99674,-4.6837,NA,NA,NA,NA,NA,NA,-58.772,NA,NA,NA,NA,NA,NA
116908,1.72797,1.45112,-5,NA,NA,NA,NA,NA,-16.813,NA,NA,NA,NA,NA,NA,NA
117076,0.704779,1.40263,-4.38889,NA,NA,NA,NA,NA,NA,-51.08,NA,NA,NA,NA,NA,NA
117330,1.80089,2.69091,-3.52486,NA,NA,NA,NA,NA,NA,NA,-59.888,NA,NA,NA,NA,NA
117489,2.04986,3.4438,-3.08065,NA,NA,NA,NA,NA,NA,NA,-135.293,NA,NA,NA,NA,NA
117608,2.34849,2.0587,-3.00458,NA,NA,NA,NA,NA,NA,NA,NA,-137.673,NA,NA,NA,NA
117943,2.08039,3.57312,-3.21095,NA,NA,NA,NA,NA,-117.903,NA,NA,NA,NA,NA,NA,NA
118092,2.97437,3.05998,-4.20284,NA,NA,NA,-88.993,NA,NA,NA,NA,NA,NA,NA,NA,NA
118206,2.5173,2.54082,-4.66994,NA,NA,NA,-36.086,NA,NA,NA,NA,NA,NA,NA,NA,NA
118548,2.55158,2.83342,-4.89359,NA,NA,NA,NA,-86.374,NA,NA,NA,NA,NA,NA,NA,NA
118746,2.90388,2.74861,-4.80487,NA,NA,-153.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118913,3.07648,1.451,-5,-65.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119100,1.91614,1.46562,-4.35442,NA,-130.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119282,3.88335,1.65666,-4.9288,NA,NA,NA,NA,-160.598,NA,NA,NA,NA,NA,NA,NA,NA
119422,1.95873,0.447724,-4.56295,NA,NA,NA,-76.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
119758,2.00851,1.05602,-3.89431,NA,NA,NA,NA,-67.876,NA,NA,NA,NA,NA,NA,NA,NA
119882,3.14147,2.5157,-5,NA,NA,-141.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120013,2.37282,2.02269,-4.66998,NA,NA,NA,-22.617,NA,NA,NA,NA,NA,NA,NA,NA,NA
120397,3.53399,1.83059,-4.13022,NA,NA,NA,-80.102,NA,NA,NA,NA,NA,NA,NA,NA,NA
120529,2.11584,0.383536,-4.52669,NA,NA,NA,NA,NA,NA,-92.673,NA,NA,NA,NA,NA,NA
120712,2.67293,1.02847,-4.07677,NA,NA,NA,NA,NA,NA,-46.156,NA,NA,NA,NA,NA,NA
120953,2.72529,1.35441,-4.10586,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.7,NA,NA,NA
121132,1.57321,1.32403,-4.79085,NA,NA,NA,NA,NA,NA,-16.943,NA,NA,NA,NA,NA,NA
121377,2.17019,0.624764,-4.49323,NA,NA,NA,NA,NA,-53.859,NA,NA,NA,NA,NA,NA,NA
121454,2.03714,2.29683,-4.70766,NA,NA,NA,NA,NA,NA,-18.581,NA,NA,NA,NA,NA,NA
121601,2.08551,1.15329,-5,NA,NA,NA,-34.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
121838,0.984446,0.57817,-3.51903,NA,NA,NA,NA,NA,-117.6,NA,NA,NA,NA,NA,NA,NA
122094,1.11862,1.95232,-4.1621,NA,NA,NA,NA,NA,-17.953,NA,NA,NA,NA,NA,NA,NA
122342,1.10721,1.8444,-5,NA,NA,-98.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122563,0.971966,1.44702,-4.32214,NA,NA,-94.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122698,1.69775,1.76451,-5,NA,NA,-105.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122894,1.69053,1.71151,-5,NA,NA,NA,NA,-57.924,NA,NA,NA,NA,NA,NA,NA,NA
123004,1.99494,1.30263,-3.44209,NA,NA,-101.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123300,2.30733,2.75379,-3.79895,NA,-153.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123479,2.17412,1.80973,-5,NA,NA,-116.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123619,3.57453,1.97458,-5,NA,-194.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123814,3.72047,1.85619,-4.48635,NA,NA,-168.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124127,5,0.63068,-5,NA,NA,-334.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124266,5,2.26039,-5,-258.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124563,4.52306,3.10013,-4.63969,NA,NA,-313.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124604,3.11178,2.78466,-3.58842,NA,NA,-176.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124887,2.41472,3.50067,-4.8327,NA,NA,-156.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125026,1.32627,4.16441,-5,-173.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125219,1.22542,4.11985,-5,NA,NA,NA,NA,-193.354,NA,NA,NA,NA,NA,NA,NA,NA
125496,2.40468,2.83692,-4.52234,NA,NA,-123.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125619,1.45853,1.69247,-4.68769,NA,-137.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125812,2.57536,1.62563,-5,-46.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126091,1.66372,1.1326,-3.68713,-46.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126354,1.7745,1.69847,-4.47566,NA,NA,-85.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126458,2.14373,2.1362,-5,NA,NA,-120.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126744,3.31499,0.416795,-4.95466,NA,NA,NA,-119.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
126802,1.88179,1.46658,-2.97798,NA,NA,NA,NA,NA,NA,-62.166,NA,NA,NA,NA,NA,NA
127135,1.36554,1.18086,-3.27373,NA,NA,NA,NA,-92.994,NA,NA,NA,NA,NA,NA,NA,NA
127375,1.7489,0.699487,-5,NA,NA,NA,NA,-94.575,NA,NA,NA,NA,NA,NA,NA,NA
127486,3.44484,1.42242,-4.59023,NA,NA,NA,NA,NA,-66.899,NA,NA,NA,NA,NA,NA,NA
127684,3.08094,2.46033,-3.92006,NA,NA,NA,NA,NA,NA,NA,-77.801,NA,NA,NA,NA,NA
127930,1.88942,1.53882,-3.77797,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.157,NA,NA,NA
128099,0.800313,1.15377,-3.96649,NA,NA,NA,NA,NA,-55.634,NA,NA,NA,NA,NA,NA,NA
128341,1.09404,0.701464,-4.07353,NA,NA,NA,-78.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
128538,1.42011,1.96771,-5,NA,NA,NA,NA,-58.508,NA,NA,NA,NA,NA,NA,NA,NA
128704,1.82353,1.3749,-5,-30.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128900,2.92992,1.60346,-4.3489,NA,NA,NA,-43.626,NA,NA,NA,NA,NA,NA,NA,NA,NA
129050,1.91008,1.52789,-4.54981,NA,NA,NA,NA,-69.211,NA,NA,NA,NA,NA,NA,NA,NA
129225,1.73265,1.82157,-4.52126,NA,NA,NA,NA,-51.558,NA,NA,NA,NA,NA,NA,NA,NA
129469,1.56881,0.783997,-3.33868,NA,NA,NA,-77.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
129653,1.60291,1.19272,-4.53208,NA,NA,NA,NA,NA,-11.11,NA,NA,NA,NA,NA,NA,NA
129889,3.02737,1.81527,-5,NA,NA,NA,-50.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
130190,3.25334,1.26128,-5,NA,NA,NA,NA,NA,-65.502,NA,NA,NA,NA,NA,NA,NA
130202,2.44629,1.56049,-5,NA,NA,NA,-26.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
130600,2.6641,2.51597,-5,NA,NA,NA,NA,NA,NA,NA,-60.301,NA,NA,NA,NA,NA
130747,3.25695,1.90001,-5,NA,NA,NA,-67.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
130910,1.008,2.48069,-5,NA,NA,NA,NA,-88.354,NA,NA,NA,NA,NA,NA,NA,NA
131062,1.71625,1.93566,-5,NA,-128.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131380,1.32324,3.88009,-4.0686,-135.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131489,1.69508,3.88892,-3.51998,-151.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131627,1.3419,2.56108,-3.3599,NA,NA,NA,NA,-77.297,NA,NA,NA,NA,NA,NA,NA,NA
131905,1.22227,2.01807,-4.24851,NA,-140.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132117,1.96861,1.56432,-3.76649,NA,-143.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132365,3.71986,2.17458,-3.87762,NA,NA,NA,NA,-158.269,NA,NA,NA,NA,NA,NA,NA,NA
132546,5,2.06296,-5,NA,NA,NA,-235.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
132781,2.63212,1.7911,-4.08832,NA,NA,NA,-25.131,NA,NA,NA,NA,NA,NA,NA,NA,NA
132805,2.97662,1.97387,-5,NA,NA,NA,NA,NA,-46.27,NA,NA,NA,NA,NA,NA,NA
133123,1.68731,1.70418,-5,NA,NA,NA,NA,NA,NA,-22.171,NA,NA,NA,NA,NA,NA
133292,1.29052,1.66899,-5,NA,NA,NA,NA,NA,-21.819,NA,NA,NA,NA,NA,NA,NA
133554,1.58214,1.27287,-4.52855,NA,NA,NA,NA,NA,NA,NA,-43.013,NA,NA,NA,NA,NA
133750,1.26773,3.44375,-3.71272,NA,NA,NA,NA,NA,NA,-99.047,NA,NA,NA,NA,NA,NA
133804,2.07827,0.560751,-4.46623,NA,NA,NA,NA,NA,NA,-63.371,NA,NA,NA,NA,NA,NA
134030,1.02634,0.798095,-4.25009,-74.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134400,1.14397,1.12968,-4.21245,NA,NA,NA,NA,NA,NA,-35.994,NA,NA,NA,NA,NA,NA
134497,2.34522,2.05135,-5,-40.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134680,2.36424,1.80941,-5,NA,NA,NA,NA,NA,NA,NA,NA,-95.42,NA,NA,NA,NA
134932,2.77424,1.99802,-5,NA,NA,NA,NA,NA,NA,-39.953,NA,NA,NA,NA,NA,NA
135006,3.18432,2.00769,-3.32848,NA,NA,NA,NA,-174.952,NA,NA,NA,NA,NA,NA,NA,NA
135313,1.555,0.661473,-4.06409,NA,NA,NA,-64.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
135528,0.813476,1.60225,-4.1712,NA,NA,NA,NA,NA,NA,-35.643,NA,NA,NA,NA,NA,NA
135630,1.81239,1.84102,-3.48983,NA,NA,NA,-27.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
135849,2.12116,1.6259,-4.29044,NA,NA,NA,NA,NA,-4.097,NA,NA,NA,NA,NA,NA,NA
136012,0.793931,1.63343,-4.15486,NA,NA,NA,NA,NA,-32.805,NA,NA,NA,NA,NA,NA,NA
136269,0.845074,1.89324,-3.82103,-45.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136410,0.619124,0.615378,-2.85877,-165.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136683,0.814809,2.54992,-4.83286,NA,NA,NA,NA,NA,-46.944,NA,NA,NA,NA,NA,NA,NA
136836,1.29118,2.35309,-5,-47.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137135,1.08104,1.59135,-5,NA,-153.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137235,0.835677,2.9504,-5,NA,-177.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137492,1.55958,3.23064,-5,-86.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137714,1.74754,4.12895,-5,NA,NA,NA,NA,NA,NA,-143.61,NA,NA,NA,NA,NA,NA
137933,2.04569,3.11383,-4.56161,NA,NA,NA,NA,NA,NA,-59.917,NA,NA,NA,NA,NA,NA
138065,2.63608,3.57088,-5,NA,NA,NA,-107.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
138305,1.61312,2.68962,-5,NA,NA,NA,NA,NA,-37.99,NA,NA,NA,NA,NA,NA,NA
138505,1.8867,2.62795,-3.69674,NA,NA,NA,NA,NA,-36.172,NA,NA,NA,NA,NA,NA,NA
138795,2.15433,2.66012,-4.76819,NA,NA,NA,-42.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
138822,2.05262,0.709852,-4.5308,NA,NA,NA,NA,NA,NA,-47.732,NA,NA,NA,NA,NA,NA
139036,3.23078,0.587538,-4.53912,NA,NA,NA,NA,NA,NA,-94.419,NA,NA,NA,NA,NA,NA
139227,2.55169,1.08369,-4.78945,NA,NA,NA,NA,NA,-34.861,NA,NA,NA,NA,NA,NA,NA
139416,1.36569,0.757272,-4.97533,NA,NA,NA,NA,NA,NA,NA,-94.957,NA,NA,NA,NA,NA
139774,2.1583,0.723831,-5,NA,NA,NA,NA,NA,NA,NA,NA,-141.361,NA,NA,NA,NA
139941,1.27591,0.325325,-4.29203,NA,NA,NA,NA,NA,NA,NA,-146.271,NA,NA,NA,NA,NA
140071,1.30944,2.19599,-4.75982,NA,NA,NA,NA,NA,NA,-28.107,NA,NA,NA,NA,NA,NA
140311,2.55761,2.29197,-5,NA,NA,NA,-38.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
140489,3.43836,2.12175,-3.40795,-123.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140616,2.02755,1.1881,-4.05759,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.213,NA,NA,NA
140946,1.555,1.41789,-4.90695,NA,NA,NA,NA,NA,-14.714,NA,NA,NA,NA,NA,NA,NA
141139,2.41998,3.59423,-4.86804,NA,NA,NA,NA,NA,NA,-104.872,NA,NA,NA,NA,NA,NA
141372,2.56945,3.97946,-5,NA,NA,NA,NA,NA,NA,NA,-158.773,NA,NA,NA,NA,NA
