id,x0,x1,x2,fitness-1,fitness0,fitness-0.5,fitness-3,fitness-2.5,fitness-1.5,fitness-2,fitness0.5,fitness1,fitness3,fitness-3.5,fitness2,fitness1.5,fitness2.5,fitness4.5,fitness5,fitness3.5,fitness4,fitness-4.5,fitness-4
67041,-0.365549,-0.597455,-2.003,NA,NA,2818.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67235,0.390774,-0.713423,-1.01078,NA,2731.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67492,-0.196377,-1.60823,-0.0256201,NA,NA,NA,NA,NA,NA,NA,1357.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67621,0.132817,-1.51103,-0.222948,NA,NA,NA,NA,NA,234.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67806,-0.241066,-1.40143,-1.18475,NA,NA,3561.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68075,-1.21109,-1.37259,-1.38401,NA,NA,5722.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68290,-0.894186,-0.657715,-1.23084,NA,NA,NA,NA,NA,NA,NA,3659.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68493,-1.30649,-1.25512,-0.608656,6203.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68665,-0.946278,-0.360642,-0.861543,NA,NA,NA,1162.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68930,-2.09157,-0.461621,-0.18112,NA,NA,NA,NA,4.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69123,-0.784687,0.119442,-0.98687,178.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69249,-1.28491,-0.635172,-0.799337,NA,NA,NA,NA,NA,NA,5898.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69422,-0.770501,-1.62837,-0.85909,NA,NA,17022.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69731,-3.00458,-0.522601,0.102148,93.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69972,-2.54701,-1.87158,0.768715,NA,NA,382.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70101,-1.21708,-0.884336,0.220623,2581.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70310,-0.873909,-1.38235,-1.35378,NA,NA,7081.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70530,-0.0900128,-1.97893,-1.34157,NA,NA,NA,NA,NA,4778.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70791,-0.121805,-1.45262,-0.835995,NA,NA,11102.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70880,-1.38343,-1.47083,-0.942225,NA,NA,NA,NA,NA,NA,NA,NA,5908.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71067,-2.00379,-0.750591,-0.822253,NA,9645.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71274,-1.80843,-1.85952,0.908373,272.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71536,-2.56503,-1.3128,-0.325526,NA,374.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71679,-1.55798,-0.84702,-0.012542,NA,5847.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71801,-0.0882116,-0.888635,1.1157,NA,NA,604.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72145,0.684241,-1.38668,-1.25574,NA,NA,2333.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72219,0.826028,-0.649114,-1.57344,NA,NA,NA,NA,NA,3328.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72544,0.659951,-1.05786,-1.52379,NA,NA,NA,NA,NA,1160.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72638,1.7742,-1.28183,-0.657817,NA,NA,NA,NA,NA,3168.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72965,-0.0529023,-0.128624,-0.967962,NA,NA,NA,NA,NA,5417.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73161,0.338512,-0.378798,-1.38461,NA,NA,NA,NA,NA,1691.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73246,-0.661111,-1.90382,-0.805899,NA,NA,NA,NA,NA,9713.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73434,0.373153,-1.86309,-0.173121,1440.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73728,0.768955,-1.52781,-0.450648,175.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73899,0.405699,-1.53808,0.023489,NA,919.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74147,-0.572627,-0.625806,-0.998332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.751,NA,NA,NA,NA,NA,NA,NA,NA
74315,-1.02601,-0.742582,-1.49517,NA,NA,NA,NA,NA,NA,NA,2555.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74443,-2.46076,0.0527866,-0.503845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.111,NA,NA,NA,NA,NA,NA,NA
74630,-4.62039,-0.843757,-0.205003,NA,NA,NA,NA,NA,NA,NA,449.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74928,-4.33622,-0.819437,-0.770062,NA,NA,NA,NA,NA,NA,NA,1300.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75182,-2.69785,-0.763969,-1.34946,NA,NA,NA,NA,NA,NA,NA,665.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75276,-2.46697,-0.255903,-1.91468,NA,NA,NA,NA,NA,1753.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75438,-1.60786,1.32618,-2.10045,NA,NA,NA,NA,NA,NA,763.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75724,0.878635,0.360138,-1.40903,NA,NA,NA,NA,NA,2004.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75895,-0.255479,0.994084,0.338475,NA,409.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76088,-0.158103,1.83467,-0.395085,NA,NA,NA,NA,NA,NA,443.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76296,-0.603961,1.61232,-1.02902,NA,NA,610.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76588,-0.382379,0.0913797,-0.668281,NA,432.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76675,-1.36464,-0.738046,0.40981,NA,NA,NA,NA,NA,NA,NA,2094.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76900,-0.343951,-0.550857,-0.146,NA,1242.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77190,-0.797511,-0.726038,-1.54292,NA,NA,NA,NA,NA,NA,NA,8121.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77260,-2.60299,-0.0789515,-0.938836,NA,NA,NA,NA,NA,NA,NA,NA,615.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77535,-2.48813,-0.339962,-0.668128,NA,1392.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77776,-2.54434,-0.194448,-0.591485,NA,NA,278.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77810,0.150153,1.13491,-0.14217,89.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78145,-0.806097,0.428584,0.390796,NA,NA,NA,NA,573.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78333,-0.234439,1.28844,1.29756,NA,NA,751.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78586,-0.35638,1.74611,-0.65326,NA,NA,NA,NA,NA,1420.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78691,-0.638826,1.21355,-0.800205,NA,2542.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78818,-1.01655,1.31609,-1.30906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.276,NA,NA,NA,NA,NA,NA,NA
79181,-1.50277,1.40561,-1.38967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770.005,NA,NA,NA,NA,NA,NA,NA,NA
79211,-2.22405,0.813932,-0.725625,NA,NA,NA,NA,NA,NA,NA,NA,232.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79569,-0.795126,1.21957,-1.04713,NA,NA,NA,NA,NA,NA,NA,558.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79770,-1.54588,2.30942,-0.00748727,NA,1101.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79854,-0.786578,1.76383,-0.240935,NA,2530.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80047,-2.40459,0.995649,-0.909629,NA,461.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80202,-1.47491,-1.43848,-1.30713,22328.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80481,-1.07846,-1.58737,0.333021,1264.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80722,-0.589788,-0.861193,0.646723,2658.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80935,-0.92145,-0.734197,-1.19304,NA,NA,313.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81195,-1.98214,-0.215944,-2.02056,4592.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81352,-1.72865,0.95183,-1.41545,410.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81525,-2.07879,-1.85025,-1.28902,NA,NA,NA,NA,NA,NA,NA,496.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81773,-0.88853,-1.24043,0.221331,NA,627.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81825,-2.91131,-1.31998,1.54826,NA,NA,153.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82161,-3.04362,-1.90033,0.72792,148.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82337,-2.62426,-0.924314,0.644959,NA,NA,NA,NA,NA,101.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82463,-2.57969,-2.45794,-0.716445,NA,NA,NA,NA,NA,1672.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82705,-1.31344,-0.915056,-1.44995,12562.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82878,-0.719623,-0.726492,-0.401017,NA,NA,NA,NA,NA,NA,2647.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83143,-0.0860241,-0.397897,0.902365,828.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83330,0.866052,-2.06597,-1.38181,NA,NA,NA,NA,NA,2544.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83552,0.381018,-2.88142,-1.33792,793.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83677,-0.951614,-1.1921,-0.641642,NA,NA,6705.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83873,-2.17441,-0.731882,-1.90112,NA,NA,NA,NA,NA,1945.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84178,-2.99046,-0.602887,-1.96563,NA,NA,NA,NA,344.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84390,-3.06485,-0.396491,-1.36234,NA,NA,NA,NA,NA,1419.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84567,-1.92976,-0.60167,-1.54736,3319.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84686,-1.57481,0.588179,-1.67128,255.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84806,-2.11244,0.789438,-0.166075,NA,NA,NA,NA,NA,1900.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85136,-1.17402,-0.890929,-0.149826,NA,NA,NA,NA,1155.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85302,-1.57995,-2.16733,-0.567055,NA,NA,NA,NA,NA,NA,1169.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85450,-2.8154,-1.06075,0.482867,NA,61.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85746,-3.48926,-1.35492,0.0128314,NA,NA,873.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85888,-0.898082,0.403622,-0.177263,NA,NA,65.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86004,-0.681154,0.263061,-0.847126,NA,NA,NA,NA,NA,2305.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86222,-1.33772,0.24459,-0.572012,NA,NA,NA,NA,NA,NA,1530.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86462,-1.59333,-0.551143,-1.02631,2497.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86700,-0.927122,-0.136244,-1.07324,4602.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86958,-1.16858,-1.41488,-1.88694,NA,NA,NA,NA,NA,2031.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87046,-0.959991,-1.31551,-3.25193,NA,NA,210.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87395,-0.0334808,-0.099691,-1.63917,NA,NA,NA,NA,NA,NA,1509.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87428,-1.57323,-1.87765,-1.29367,NA,3503.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87764,-0.582468,-3.3792,-0.0288196,NA,NA,NA,NA,NA,635.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87827,0.367934,-3.19425,-0.256792,NA,NA,410.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88181,1.30791,-1.45536,-1.5338,NA,NA,2695.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88313,1.31713,-2.40369,-2.11352,539.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88433,-0.105901,-1.38584,-1.30611,NA,NA,NA,NA,NA,NA,6219.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88617,-1.42139,-0.934928,-3.01307,2863.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88960,-1.3764,-0.720155,-3.4568,NA,NA,NA,NA,NA,4296.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89145,-1.98111,-1.67204,-3.75974,NA,NA,NA,NA,NA,NA,70.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89230,-2.1305,-2.46169,-2.57595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
89402,-1.36145,-2.51787,-2.38124,NA,NA,NA,NA,NA,NA,521.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89771,-0.573232,-2.52675,-1.65336,NA,1203.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89918,0.29192,-2.90986,-0.651524,NA,NA,810.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90045,0.0600007,-2.97607,1.37286,318.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90202,0.0568365,-3.0833,0.0099524,NA,NA,NA,NA,NA,251.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90544,-1.90792,-1.53321,-0.33518,NA,2778.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90642,-0.732236,-0.208372,0.338768,NA,NA,NA,NA,NA,NA,NA,1379.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90833,-0.78058,-0.944317,-0.360702,11270.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91173,-0.790491,-0.609651,-1.60445,8389.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91400,-1.49353,0.779017,-0.937316,NA,4188.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91534,-1.25724,-0.267792,-0.434826,NA,NA,413.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91652,-1.58928,-1.10911,0.81607,NA,250.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91856,-0.147925,-1.60236,-0.0122392,NA,NA,NA,NA,NA,NA,NA,NA,800.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92165,-1.85661,-1.66273,0.672083,NA,NA,125.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92279,-0.742235,-0.869412,0.919692,NA,NA,6895.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92467,-0.714011,-1.29544,1.65755,NA,1375.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92726,-1.37082,-0.221014,1.64281,NA,NA,1210.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92913,-0.19023,-0.934373,0.432225,4297.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93179,0.072788,-1.29208,0.318936,NA,NA,NA,NA,NA,755.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93373,-1.22286,-0.85786,0.845546,NA,NA,NA,NA,899.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93543,-0.894708,-1.68261,0.681216,NA,NA,NA,NA,NA,1522.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93663,-1.06023,-1.96401,-0.66028,NA,NA,NA,NA,NA,3690.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93868,-0.765762,-3.22951,-0.0348913,NA,NA,NA,NA,NA,NA,NA,257.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94078,0.393531,-4.65534,-0.0642281,NA,204.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94247,-0.215096,-1.95897,-0.852627,9999.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94525,-0.803901,-0.720473,-0.79269,NA,23153.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94750,0.814364,-0.65222,-0.680212,NA,NA,NA,NA,NA,NA,NA,636.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94852,-0.0628832,-1.5152,-0.532821,NA,NA,1739.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95084,-0.837224,-0.663478,0.030062,NA,NA,NA,1438.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95288,-0.809637,-0.997431,-1.05157,NA,NA,NA,NA,2061.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95457,-0.884756,-0.130131,-0.168618,NA,NA,NA,NA,NA,4986.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95646,-0.744905,-2.34429,-0.782909,NA,NA,NA,NA,NA,NA,667.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95948,-0.535426,-1.40983,-0.861796,NA,NA,NA,NA,NA,NA,1711.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96053,-0.932438,-1.49336,-1.2734,NA,NA,5981.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96254,-1.02758,0.214931,-1.49577,NA,NA,NA,NA,NA,NA,570.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96593,-1.92101,1.15177,-0.639219,NA,NA,NA,NA,NA,853.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96622,-2.5614,-0.716719,-1.56653,NA,NA,3047.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96998,-1.9908,0.342233,-1.02334,NA,NA,NA,NA,NA,1605.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97155,-3.59875,-1.03431,-0.304956,NA,NA,633.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97326,-3.90034,-0.411483,0.730044,NA,100.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97462,-3.08762,-0.134188,-0.0222709,NA,1115.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97607,-3.86922,-0.176317,0.224243,683.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97845,-2.68379,-1.47638,-0.364861,NA,NA,NA,NA,NA,NA,491.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98023,-2.20227,-0.53249,-1.34939,NA,NA,NA,NA,NA,NA,906.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98269,-2.80713,-0.227798,-0.985434,NA,NA,NA,125.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98591,-1.99831,-1.92038,-0.845775,NA,NA,NA,NA,NA,2765.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98742,-2.98973,-0.733257,-0.0531928,4273.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98803,-1.34737,-0.988885,0.136386,389.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99091,-1.82657,-0.759874,-1.20881,2444.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99329,-1.35868,-1.94364,-2.16396,3794.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99473,-1.60556,-2.02775,-1.65503,NA,NA,NA,NA,NA,3364.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99611,-0.238179,-1.04809,-0.805615,NA,NA,NA,NA,NA,NA,3659.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99947,-0.157086,0.719085,-0.347987,1610.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100027,0.330135,-0.218126,-1.02684,NA,NA,NA,NA,NA,NA,835.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100227,-0.882776,-1.03259,-1.0554,1579.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100497,-0.0986446,-2.298,-0.918746,NA,NA,NA,NA,NA,161.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
