id,x0,x1,x2,fitness10,fitness8.5,fitness7,fitness7.5,fitness8,fitness9.5,fitness6.5,fitness6,fitness9,fitness5,fitness5.5,fitness4.5
100957,7.6546,8.98508,7.55187,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA
101065,8.32258,7.24715,7.51764,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA
101347,6.76368,6.80198,8.16352,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA
101491,7.45415,7.39326,7.21847,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA
101771,7.25142,6.2773,7.54237,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA
101865,7.24514,7.38904,6.60009,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA
102125,7.87499,7.51339,5.81557,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA
102224,7.35748,7.22316,7.6155,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102586,7.13566,8.58466,9.31369,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102735,7.64257,7.94307,9.17226,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA
102837,7.0902,6.9634,8.2525,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA
103100,7.38385,7.96803,8.94722,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA
103285,8.06368,9.17979,7.89136,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA
103483,8.88417,7.5895,7.95462,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA
103775,8.87306,7.41814,7.20616,NA,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA
103835,9.76449,8.17336,7.47173,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA
104169,7.76559,6.99409,7.04138,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA
104366,7.8561,6.34013,7.18728,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA
104443,8.3851,7.08603,6.63868,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA
104734,8.11279,7.50601,6.95748,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104887,6.99158,7.83438,7.4392,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
105162,7.17535,7.5865,8.31021,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA
105365,7.48209,7.16158,7.43208,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA
105477,7.60594,8.05526,7.00952,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
105776,8.9887,7.92951,7.27824,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105834,9.14248,7.85127,7.53249,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA
106165,8.11346,8.41383,7.35837,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA
106385,7.71106,7.99814,7.00244,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
106476,8.3119,7.25496,5.14475,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106770,7.331,8.0517,5.75036,NA,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106941,7.462,7.12684,6.8969,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA
107018,7.50363,7.7307,7.44888,NA,NA,NA,NA,0.967,NA,NA,NA,NA,NA,NA,NA
107202,8.43917,8.62331,6.9753,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA
107583,9.92424,7.67486,7.00055,NA,NA,NA,NA,NA,NA,NA,NA,0.205,NA,NA,NA
107615,8.33355,6.64585,7.43623,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
107881,7.55655,6.93163,8.02941,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA
108048,8.11654,8.60786,4.80694,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
108353,8.29481,8.14224,4.37561,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA
108463,7.68971,7.62518,4.75474,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA
108657,6.85722,8.45591,4.21509,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA
108938,7.05498,7.93159,4.33321,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA
109110,7.81393,7.7738,4.64059,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
109313,8.67634,7.50109,4.71289,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109404,8.43632,7.08588,3.54044,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA
109741,7.51214,6.7507,4.00005,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109960,7.67735,6.18259,2.16566,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA
110048,8.5461,7.71127,3.94842,NA,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA
110383,8.4668,7.86989,4.47436,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA
110599,7.55804,7.99895,5.92085,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA
110683,7.51378,6.88174,7.24201,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110909,6.55074,6.87684,7.58545,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
111193,6.76158,8.02064,8.50359,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA
111236,7.08516,7.82878,8.29759,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA
111437,7.85455,7.34207,7.62049,NA,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111686,7.28114,7.30017,7.20839,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA
111970,7.93957,8.52156,8.03582,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA
112049,7.93708,6.9823,7.37986,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA
112240,7.61488,8.06139,6.78564,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA
112544,8.40457,7.37816,7.64449,NA,NA,NA,NA,NA,NA,NA,NA,0.618,NA,NA,NA
112620,9.34257,7.8228,7.69105,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112908,8.69978,6.40686,7.43962,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA
113067,7.77889,7.2366,7.47223,NA,NA,NA,0.939,NA,NA,NA,NA,NA,NA,NA,NA
113386,8.24227,7.01867,7.68252,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA
113489,6.67565,6.99386,7.65958,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA
113690,6.65092,7.8656,7.11678,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA
113990,8.0774,7.36922,7.48058,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA,NA
114125,9.98811,8.09274,8.11205,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114209,8.259,7.50863,8.15469,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114418,7.25728,7.33784,7.24679,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA
114667,6.54037,7.98062,7.46011,NA,NA,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA
114900,5.97461,8.81481,7.53462,NA,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115137,6.08839,7.93306,7.57564,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA
115241,7.10994,7.05708,6.40877,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115454,7.50635,8.74771,6.94226,NA,NA,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA
115653,7.60067,7.96393,6.64395,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA
115898,7.42459,6.35857,7.51101,NA,NA,NA,NA,NA,NA,NA,NA,0.375,NA,NA,NA
116135,7.60594,7.3196,7.08027,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA
116287,7.3461,7.13212,7.6027,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA
116534,9.09726,7.43344,7.32141,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116638,8.48585,7.38565,7.9035,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116939,7.48987,6.96088,8.55329,NA,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA
117073,7.35516,6.1859,8.43244,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA
117204,8.92626,7.11107,8.06139,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
117452,8.66145,8.35822,7.76611,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA
117743,7.92276,7.78074,8.3299,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA
117953,7.78555,7.93298,6.77285,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA
118038,8.23191,8.41697,8.22142,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA
118328,9.78277,8.41889,7.51418,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA
118445,8.68419,8.44142,8.51719,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118785,7.87761,8.33673,8.1549,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA
118961,7.51257,8.33746,6.60721,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
119114,7.94396,7.63897,6.4787,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA
119306,7.73063,8.11154,8.07034,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA
119581,7.36634,8.22981,7.26711,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119645,7.65795,7.13528,7.27061,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119920,7.59251,6.88908,7.30174,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA
120166,7.71485,7.3612,8.20079,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
120278,7.74359,7.71819,7.07675,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA
120572,8.00954,8.85159,6.1078,NA,NA,NA,0.314,NA,NA,NA,NA,NA,NA,NA,NA
120658,9.19476,8.38003,7.09229,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA
120998,9.11169,8.31306,7.62033,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,NA
121121,9.3019,8.85294,7.74526,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA
121222,8.5083,8.14617,8.75164,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA
121423,8.48224,8.13664,7.37543,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121664,8.64806,7.30578,7.13318,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
121840,8.19224,8.52719,7.17523,NA,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA
122088,8.57371,7.98925,7.57493,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
122292,8.06876,6.45394,7.95704,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA
122456,6.94748,8.09926,8.86713,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA
122760,7.69393,6.71626,7.65714,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
122899,7.57837,7.79647,7.8303,NA,NA,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA
123021,7.10272,7.83484,8.02465,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA
123237,7.14142,6.74868,7.78387,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA
123571,7.33215,7.74143,7.39077,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA
123670,6.88692,8.73406,9.88893,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA
123806,6.8128,7.86071,7.96999,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA
124180,7.596,8.29025,7.53421,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA
124347,7.96743,9.20829,6.9741,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA,NA
124466,7.9439,9.47993,7.72017,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124749,8.29069,8.59527,7.90212,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA
124903,7.88801,9.09511,7.52555,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA
125054,7.38975,8.8346,8.09062,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA
125343,8.40806,8.64077,7.80829,NA,NA,NA,NA,NA,NA,NA,NA,0.524,NA,NA,NA
125550,8.23801,7.80062,7.68953,NA,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA
125601,7.60474,7.42873,8.70197,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA
125815,6.56877,8.23896,8.97373,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
126158,6.97372,7.79853,8.27463,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA
126239,8.2739,8.30648,8.21416,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA
126467,9.18403,7.63687,8.09831,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA
126746,8.6203,8.07776,8.63391,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
126942,6.94698,7.60573,8.50698,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
127142,6.11239,8.40917,8.18265,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA
127380,8.00737,7.22869,8.28113,NA,NA,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA
127529,7.65234,8.26233,8.7112,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
127701,6.90722,8.50836,8.28625,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA
127986,8.54538,7.48255,8.23102,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA
128079,7.27207,8.34276,7.69588,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA
128371,7.40101,7.84178,7.44241,NA,NA,NA,NA,0.946,NA,NA,NA,NA,NA,NA,NA
128512,7.05887,7.6244,8.1671,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128751,7.5359,7.72375,8.29021,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA
128830,7.4891,7.85002,7.56021,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA
129171,7.42012,7.96829,7.47248,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA,NA,NA
129251,8.15173,6.75803,8.32293,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
129504,7.57281,8.81059,8.18755,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA
129776,7.30757,8.55911,8.61498,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA
129805,7.68298,7.9279,6.73615,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA
130084,7.37592,7.42381,6.56188,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130318,7.66285,7.73232,6.53968,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130564,6.49489,8.44965,6.89068,NA,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA
130631,7.8628,6.90986,8.16604,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA
130888,8.56458,7.23855,8.1719,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA
131033,7.26619,7.58863,8.22211,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA
131311,7.38495,7.17192,7.295,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA
131495,6.98973,7.52147,7.30687,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA
131709,6.83781,7.54406,7.64663,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA
131822,7.1172,7.59801,7.4805,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA
132117,6.91076,7.62498,8.738,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
132278,7.077,7.53734,8.68702,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA
132558,7.22897,8.6182,7.65483,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA
132754,8.19937,8.97392,7.2682,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA
132999,8.59483,8.38103,7.54815,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
133094,8.34313,8.4247,7.95607,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
133212,8.72524,7.83708,8.02268,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA
133479,7.89106,7.65261,6.88355,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA
133716,7.91112,6.93149,8.7144,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
133826,7.82544,7.9592,8.13628,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA
134183,8.26208,7.11775,9.11966,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA
134313,7.99605,7.72885,8.49299,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA
134434,7.79277,7.6012,7.38668,NA,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA
134677,8.34747,7.39754,7.99461,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA
134833,8.11583,7.96289,8.67868,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135035,8.91788,7.06472,8.18491,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA
135212,7.92136,6.60902,6.97188,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA
135472,7.95558,7.28911,7.07684,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135732,7.83544,8.2289,6.82834,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA
135926,7.99787,8.05148,6.86511,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
136040,7.94181,7.85103,6.89483,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136291,7.35882,8.36618,7.78615,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA
136535,6.94553,7.31945,7.08612,NA,NA,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA
136780,6.88083,7.69781,8.71692,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136946,8.98503,8.07686,8.00666,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137185,9.95838,8.09491,8.44674,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA
137381,9.39866,6.96635,7.71149,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA
137592,7.70649,7.04432,7.66412,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA
137623,6.68879,7.58225,7.53302,NA,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA
137893,6.86456,6.85497,6.99955,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138034,8.22976,6.64988,6.93929,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA
138204,8.25606,8.33409,7.13538,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA
138423,7.08756,8.05992,7.68036,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
138731,7.08668,7.73366,6.70971,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA
138928,7.59492,6.67366,7.31441,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA
139190,8.24531,5.63683,7.24629,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA
139266,7.52129,7.83319,8.58692,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA
139584,8.24815,7.96706,8.36375,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139780,8.20063,8.52954,8.92324,NA,NA,NA,NA,NA,NA,NA,NA,0.304,NA,NA,NA
139913,7.113,8.6286,7.657,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140166,8.96913,7.71191,8.5154,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA
140273,8.93219,7.60279,8.51324,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
140577,9.15071,7.41914,8.26409,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
140613,9.2693,8.22888,8.05112,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA
140875,7.91554,8.38864,7.25099,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141059,8.70684,8.43435,7.27596,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA
141384,10.2213,7.05727,7.54398,NA,NA,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA
141425,8.26935,7.2508,7.82847,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA
141638,8.07088,7.1744,8.58581,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
141945,8.14573,7.95338,7.71416,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA
142172,7.87053,9.73014,7.47587,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA
142396,8.01098,7.65121,7.32392,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA
142509,7.00515,7.33524,7.8455,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
142787,6.99332,7.12084,6.37001,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA
142840,7.50551,7.31064,7.3732,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA
143199,8.12862,7.07233,6.88532,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA
143279,8.16301,7.7991,6.65547,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
143470,8.88944,9.40546,7.11544,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
143779,7.82584,9.26299,7.44841,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA
143940,7.62655,8.56574,6.92046,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
144065,8.04786,7.54765,6.08227,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA
144213,7.1019,7.48991,7.07452,NA,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA,NA
144537,8.51468,7.91652,7.47332,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
144662,6.99077,8.78396,8.3094,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA
144837,7.30038,10.0502,8.22425,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA
145002,8.62378,9.63982,7.45911,NA,NA,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
145341,8.1919,8.12153,7.86511,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA
145583,8.24288,8.91742,7.90823,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA
145779,7.32846,8.46015,9.30203,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA
145988,8.33352,8.46256,7.65042,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146064,7.44888,8.13934,8.004,NA,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146286,6.7523,8.12349,8.38922,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146542,5.58215,8.49387,8.11452,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA
146639,6.97665,6.60544,7.8088,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA
146836,8.21696,6.99034,7.94529,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA
147183,7.6444,7.12856,9.0931,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147348,7.57283,6.76728,8.33012,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA
147546,6.80202,7.10069,7.4385,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147755,7.18042,7.46025,7.64854,NA,NA,NA,NA,NA,NA,NA,NA,0.727,NA,NA,NA
147856,8.04203,7.08074,7.77754,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA
148154,7.99602,7.07254,8.64501,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148316,9.00513,7.45176,8.0563,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA
148463,8.71048,7.68393,6.75967,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148759,7.47474,9.02186,6.9839,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA
148803,7.20042,7.47531,6.84382,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA
149046,7.86495,8.15967,7.10426,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA
149295,8.2412,7.7374,7.12472,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA
149598,8.6907,7.39102,7.05674,NA,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA
149711,7.36929,7.567,7.39743,NA,NA,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA
149938,9.42582,7.22564,7.56292,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA
150060,8.22991,7.66988,7.8617,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA
150277,7.5356,7.72278,6.54657,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA
150464,7.98409,7.33733,7.50883,NA,NA,NA,NA,0.946,NA,NA,NA,NA,NA,NA,NA
150667,7.5888,7.3286,8.60431,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA
150890,8.0242,7.52631,6.67311,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA
151058,8.17162,7.46798,7.14862,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA
151277,8.036,8.16595,6.54527,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA
