id,x0,x1,x2,fitness-1.5,fitness-2,fitness-2.5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-5
120934,-2.39279,3.19037,-3.71461,NA,NA,NA,NA,-131.7,NA,NA,NA
121125,-2.12544,3.35064,-4.7892,NA,NA,NA,NA,NA,-36.637,NA,NA
121201,-1.73958,3.71279,-4.01173,NA,NA,NA,NA,-118.517,NA,NA,NA
121495,-0.734998,1.66551,-4.69564,NA,NA,NA,NA,-524.416,NA,NA,NA
121731,-1.72863,3.62541,-3.72451,NA,NA,NA,NA,NA,-94.55,NA,NA
121943,-1.50048,4.84393,-3.69083,NA,NA,NA,-125.938,NA,NA,NA,NA
122086,-1.49491,3.78906,-4.15643,NA,NA,NA,NA,-106.436,NA,NA,NA
122217,-2.09636,2.55135,-4.85439,NA,NA,NA,NA,NA,NA,NA,-139.862
122441,-2.34697,3.31911,-4.78759,NA,NA,NA,NA,NA,NA,NA,-53.353
122719,-1.73672,3.54402,-4.25559,NA,NA,NA,NA,NA,NA,NA,-60.498
122978,-2.22903,4.78731,-4.76394,NA,NA,NA,NA,-94.62,NA,NA,NA
123106,-0.523007,4.39362,-4.67311,NA,NA,NA,NA,NA,NA,NA,-119.764
123253,-2.14372,4.65033,-4.36393,NA,NA,NA,NA,NA,-63.584,NA,NA
123429,-2.36023,4.52463,-4.72264,NA,NA,NA,NA,NA,-61.146,NA,NA
123798,-1.61293,4.88414,-4.72158,NA,NA,NA,NA,-107.827,NA,NA,NA
123839,-2.32816,4.97746,-4.44122,NA,NA,NA,NA,NA,NA,-118.023,NA
124015,-2.54849,4.2807,-4.34644,NA,NA,NA,-71.997,NA,NA,NA,NA
124268,-1.88594,4.18174,-3.21373,NA,NA,NA,NA,NA,-144.405,NA,NA
124567,-3.26598,3.85763,-3.58119,NA,NA,NA,NA,NA,-136.308,NA,NA
124602,-2.22007,4.06306,-4.87341,NA,NA,NA,NA,-95.186,NA,NA,NA
124811,-1.42356,4.45188,-4.95708,NA,NA,NA,NA,NA,NA,-141.745,NA
125018,-1.68763,4.58074,-3.89917,NA,NA,NA,NA,-137.745,NA,NA,NA
125385,-1.00696,4.67216,-3.16754,NA,NA,NA,NA,NA,-228.856,NA,NA
125597,-0.0240234,4.58987,-4.79423,NA,NA,NA,NA,-233.101,NA,NA,NA
125608,-0.430924,4.65369,-4.95364,NA,NA,NA,NA,NA,NA,-165.396,NA
125898,-1.73512,4.35552,-4.73743,NA,NA,NA,NA,NA,-42.595,NA,NA
126075,-1.08802,4.78347,-4.78131,NA,NA,NA,NA,NA,NA,NA,-96.324
126278,-2.41873,4.31617,-4.69946,NA,NA,NA,NA,-83.965,NA,NA,NA
126450,-1.74176,4.66829,-4.87557,NA,NA,-237.631,NA,NA,NA,NA,NA
126731,-2.58963,4.84322,-4.17028,NA,NA,NA,NA,-119.095,NA,NA,NA
126897,-2.65181,4.94755,-4.18325,NA,NA,NA,NA,NA,NA,-155.781,NA
127007,-3.0031,4.33288,-4.15478,NA,NA,NA,NA,NA,NA,NA,-95.626
127231,-3.33489,3.9104,-3.74721,NA,NA,NA,NA,-139.502,NA,NA,NA
127476,-3.78667,3.18666,-2.58087,NA,NA,NA,NA,NA,-260.252,NA,NA
127603,-2.77383,3.51796,-4.13526,NA,NA,NA,-90.249,NA,NA,NA,NA
127868,-1.41238,3.30273,-3.2394,NA,NA,NA,NA,NA,-250.561,NA,NA
128012,-2.5548,2.72515,-3.71873,NA,NA,NA,NA,NA,NA,-206.126,NA
128396,-4.25127,2.9681,-3.34738,NA,NA,NA,NA,NA,-242.522,NA,NA
128459,-4.30699,4.16074,-1.8274,NA,NA,NA,NA,NA,-426.539,NA,NA
128656,-4.32677,2.31061,-2.34582,NA,NA,NA,NA,NA,-372.424,NA,NA
128834,-3.08283,1.95454,-3.69809,NA,NA,NA,-239.651,NA,NA,NA,NA
129082,-4.05804,2.22776,-4.68566,NA,NA,NA,NA,-220.565,NA,NA,NA
129398,-4.94276,2.96227,-4.65812,NA,NA,NA,NA,NA,-263.458,NA,NA
129428,-3.78424,3.15942,-4.86333,NA,NA,NA,NA,NA,NA,NA,-137.342
129619,-4.1331,3.42712,-4.56623,NA,NA,NA,NA,NA,-161.776,NA,NA
129803,-2.87094,4.46754,-4.68904,NA,NA,NA,-84.101,NA,NA,NA,NA
130076,-2.80904,4.33463,-3.68876,NA,NA,NA,NA,NA,NA,NA,-104.085
130224,-3.96698,4.34926,-3.81854,NA,NA,NA,NA,NA,-165.669,NA,NA
130454,-4.35603,4.71884,-4.97939,NA,NA,NA,NA,NA,NA,NA,-199.673
130626,-3.67069,4.86932,-4.55838,NA,NA,NA,NA,NA,NA,NA,-141.207
130975,-2.42677,4.4691,-4.2537,NA,NA,NA,NA,NA,NA,NA,-72.149
131182,-1.4964,3.81031,-4.00108,NA,NA,NA,NA,-143.118,NA,NA,NA
131268,-2.6827,3.97892,-4.4972,NA,NA,NA,NA,-87.088,NA,NA,NA
131435,-1.20943,3.07815,-4.29822,NA,NA,NA,NA,NA,NA,NA,-105.659
131791,-1.16992,3.41785,-4.95218,NA,NA,NA,NA,-88.431,NA,NA,NA
131963,-1.53461,3.43645,-4.70829,NA,NA,NA,-13.46,NA,NA,NA,NA
132001,-0.733587,3.69908,-4.01894,NA,NA,NA,NA,NA,-143.552,NA,NA
132349,-1.96726,2.23816,-3.32236,NA,NA,NA,NA,NA,-220.186,NA,NA
132485,-2.53925,3.64553,-2.6772,NA,NA,NA,NA,NA,-197.124,NA,NA
132706,-1.79481,3.87937,-3.83123,NA,NA,NA,NA,NA,-65.384,NA,NA
132851,-1.43632,4.26724,-4.97852,NA,NA,NA,-35.883,NA,NA,NA,NA
133091,-1.17661,4.50085,-3.22661,NA,NA,NA,NA,NA,NA,NA,-152.387
133255,-0.579652,4.93207,-4.61416,NA,NA,NA,NA,NA,NA,NA,-133.49
133596,-2.54953,4.96872,-4.61179,NA,NA,NA,NA,NA,NA,NA,-86.172
133686,-1.19193,4.07116,-4.63552,NA,NA,NA,NA,NA,NA,NA,-53.219
133949,-0.954583,4.88463,-3.68035,NA,NA,NA,NA,NA,-142.404,NA,NA
134040,-0.573931,4.41151,-4.02778,NA,NA,NA,-171.911,NA,NA,NA,NA
134380,-1.03827,3.68941,-4.89955,NA,NA,NA,NA,NA,NA,NA,-65.379
134427,-1.68231,3.79406,-4.46151,NA,NA,NA,NA,NA,-33.494,NA,NA
134798,-1.02347,2.97778,-4.35665,NA,NA,NA,NA,NA,-201.933,NA,NA
134861,-1.71476,3.35121,-4.02097,NA,NA,NA,NA,NA,NA,NA,-83.001
135057,-1.20305,3.8115,-4.26062,NA,NA,NA,NA,NA,-65.82,NA,NA
135396,-2.27816,4.5402,-4.56759,NA,NA,NA,NA,-80.289,NA,NA,NA
135572,-2.68138,3.4097,-4.98899,NA,NA,NA,NA,NA,NA,NA,-75.873
135694,-4.43103,3.4846,-4.05139,NA,NA,NA,NA,NA,-203.21,NA,NA
135803,-3.35889,3.66585,-4.98481,NA,NA,NA,-99.862,NA,NA,NA,NA
136086,-3.45287,4.71386,-4.37755,NA,NA,NA,NA,-134.616,NA,NA,NA
136234,-2.83006,4.89565,-4.3518,NA,NA,NA,NA,NA,NA,NA,-96.898
136573,-2.7993,3.57342,-3.85522,NA,NA,NA,NA,NA,-97.035,NA,NA
136729,-3.26197,4.1618,-3.79063,NA,NA,NA,NA,NA,NA,-179.235,NA
136994,-3.3491,3.75338,-3.64592,NA,NA,NA,NA,NA,NA,-185.638,NA
137060,-4.70466,4.50878,-4.89939,NA,NA,NA,-231.14,NA,NA,NA,NA
137217,-4.61548,4.47105,-4.82772,NA,NA,NA,NA,NA,-216.778,NA,NA
137507,-2.67288,4.54344,-3.43281,NA,NA,NA,NA,NA,-119.406,NA,NA
137615,-2.86527,3.05582,-4.38105,NA,NA,NA,-102.489,NA,NA,NA,NA
137857,-3.29637,2.9223,-3.06751,NA,NA,NA,NA,-233.313,NA,NA,NA
138173,-3.91925,2.02149,-2.86433,NA,NA,NA,-309.327,NA,NA,NA,NA
138297,-3.0162,3.17035,-3.84515,NA,NA,NA,NA,NA,NA,NA,-115.063
138542,-1.23658,2.95915,-3.19484,NA,NA,NA,NA,NA,NA,-294.23,NA
138734,-3.87772,3.26613,-4.7492,NA,NA,NA,NA,NA,NA,NA,-148.368
138922,-4.10301,4.72582,-4.24438,NA,NA,NA,NA,NA,NA,NA,-180.402
139106,-2.94409,4.3483,-4.48787,NA,NA,NA,NA,NA,-79.162,NA,NA
139300,-2.79881,4.74995,-4.60426,NA,NA,NA,-86.879,NA,NA,NA,NA
139588,-2.71355,4.49226,-4.94109,NA,NA,-147.87,NA,NA,NA,NA,NA
139613,-1.90043,4.62811,-4.974,NA,NA,NA,NA,NA,NA,NA,-54.875
139898,-2.30923,4.98145,-4.57577,NA,NA,NA,NA,NA,-78.048,NA,NA
140100,-2.94171,4.80539,-3.5553,NA,NA,NA,-128.818,NA,NA,NA,NA
140297,-2.47363,4.15165,-3.7955,NA,NA,NA,NA,-125.954,NA,NA,NA
140448,-3.24842,2.54455,-3.5532,NA,NA,NA,NA,NA,NA,NA,-180.948
140693,-2.04734,2.65443,-4.13448,NA,NA,NA,NA,NA,-140.769,NA,NA
140956,-2.16997,3.28647,-4.00093,NA,NA,NA,-91.744,NA,NA,NA,NA
141200,-2.23688,2.09358,-3.45842,NA,NA,NA,NA,NA,NA,NA,-200.558
141395,-2.60169,0.547574,-3.49716,NA,NA,NA,NA,NA,NA,NA,-423.095
141496,-3.21202,2.70105,-4.23435,NA,NA,NA,NA,NA,NA,NA,-131.51
141721,-2.36675,3.80477,-4.69438,NA,NA,NA,-43.003,NA,NA,NA,NA
141842,-2.93723,4.18923,-4.53718,NA,NA,NA,NA,NA,-74.281,NA,NA
142185,-2.91864,2.34462,-4.27501,NA,NA,NA,NA,NA,NA,NA,-160.634
142236,-2.82024,2.6945,-4.40996,NA,NA,NA,-127.272,NA,NA,NA,NA
142557,-4.13606,1.95211,-4.01761,NA,NA,NA,NA,NA,-248.582,NA,NA
142640,-3.49578,3.30641,-4.65045,NA,NA,NA,-118.471,NA,NA,NA,NA
142965,-0.974379,4.56832,-4.2065,NA,NA,NA,NA,NA,-121.908,NA,NA
143010,-2.67037,3.64631,-4.49543,NA,NA,NA,-80.282,NA,NA,NA,NA
143303,-2.35827,3.61091,-4.47696,NA,NA,NA,NA,-115.618,NA,NA,NA
143504,-2.03298,4.3383,-4.26935,NA,NA,NA,NA,-71.954,NA,NA,NA
143638,-1.84453,4.31404,-4.48768,NA,NA,NA,NA,NA,NA,NA,-57.255
143829,-0.0863493,4.97925,-3.99257,NA,NA,NA,NA,NA,-212.343,NA,NA
144102,-1.30978,4.21306,-3.87267,NA,NA,NA,NA,NA,-97.762,NA,NA
144364,-1.2618,4.19645,-3.3764,NA,NA,NA,NA,-168.615,NA,NA,NA
144437,-3.44671,3.43772,-4.6899,NA,NA,NA,NA,NA,-105.966,NA,NA
144649,-3.10531,3.52709,-3.25492,NA,NA,NA,-157.715,NA,NA,NA,NA
144855,-3.19779,4.24141,-3.76533,NA,NA,NA,NA,-142.741,NA,NA,NA
145133,-1.95808,4.09794,-3.29056,NA,NA,NA,NA,-132.142,NA,NA,NA
145234,-2.3843,4.60795,-2.9715,NA,NA,NA,-160.22,NA,NA,NA,NA
145600,-2.83641,4.35473,-3.87471,NA,NA,NA,-100.919,NA,NA,NA,NA
145728,-1.42803,4.58322,-4.62564,NA,NA,NA,NA,NA,-65.515,NA,NA
145965,-1.3618,4.59824,-4.52633,NA,NA,NA,NA,-106.162,NA,NA,NA
146032,-2.29841,4.82152,-4.94263,NA,NA,NA,NA,-96.86,NA,NA,NA
146311,-3.8899,4.65052,-4.53821,NA,NA,NA,-157.068,NA,NA,NA,NA
146455,-2.5598,4.72975,-3.85069,NA,NA,NA,NA,NA,-102.003,NA,NA
146689,-3.58776,4.9372,-2.97083,NA,NA,NA,-224.144,NA,NA,NA,NA
146840,-3.03534,4.88295,-4.02028,NA,NA,NA,NA,-127.468,NA,NA,NA
147150,-3.76312,4.50622,-4.43462,NA,NA,NA,-142.218,NA,NA,NA,NA
147286,-3.5537,3.85247,-4.05768,NA,NA,NA,-128.753,NA,NA,NA,NA
147562,-3.05942,3.38348,-3.83823,NA,NA,-192.154,NA,NA,NA,NA,NA
147705,-1.71922,4.30954,-4.31511,NA,NA,NA,NA,NA,NA,-102.357,NA
147863,-2.97728,4.81749,-4.54854,NA,NA,-173.544,NA,NA,NA,NA,NA
148011,-2.45941,4.28597,-4.75019,NA,NA,NA,NA,-94.93,NA,NA,NA
148237,-3.08231,4.69828,-4.24022,NA,NA,NA,NA,NA,-101.413,NA,NA
148486,-3.23714,4.71722,-4.20862,NA,NA,NA,-123.095,NA,NA,NA,NA
148777,-2.57694,4.59957,-3.68627,NA,NA,NA,-113.538,NA,NA,NA,NA
148945,-2.95914,3.95502,-4.94163,NA,NA,NA,NA,NA,NA,NA,-79.815
149011,-1.6889,3.04492,-3.16859,NA,NA,-330.549,NA,NA,NA,NA,NA
149390,-1.66374,2.8834,-4.97292,NA,NA,NA,NA,NA,NA,-156.465,NA
149436,-2.35381,4.5298,-4.92534,NA,NA,NA,NA,-84.521,NA,NA,NA
149732,-2.15537,4.57386,-4.17519,NA,NA,NA,-73.402,NA,NA,NA,NA
149992,-1.70503,4.59431,-4.21304,NA,NA,NA,NA,NA,-67.792,NA,NA
150062,-2.9654,4.24584,-4.51646,NA,NA,NA,NA,NA,NA,NA,-85.415
150264,-2.20187,3.58216,-3.50308,NA,NA,NA,NA,NA,-112.688,NA,NA
150420,-3.81916,4.97047,-4.50014,NA,NA,NA,NA,NA,-156.862,NA,NA
150682,-1.79621,3.87034,-4.71658,NA,NA,NA,NA,NA,-19.719,NA,NA
151000,-2.69924,4.05115,-4.28008,NA,NA,NA,-76.34,NA,NA,NA,NA
151059,-0.439423,4.33699,-4.43614,NA,NA,NA,-140.533,NA,NA,NA,NA
151242,-0.883191,4.99734,-4.07939,NA,NA,NA,NA,NA,-129.11,NA,NA
151513,-2.60608,4.41998,-3.3562,NA,NA,NA,NA,NA,-128.625,NA,NA
151772,-3.20151,3.69504,-4.80447,NA,NA,NA,NA,NA,-92.923,NA,NA
151852,-3.60207,3.46826,-4.57489,NA,NA,NA,NA,NA,NA,NA,-117.292
152078,-3.15389,4.65956,-4.61052,NA,NA,NA,NA,NA,NA,NA,-97.713
152311,-3.23614,4.38129,-3.30261,NA,NA,NA,NA,NA,-153.33,NA,NA
152546,-4.86183,4.45521,-4.7093,NA,NA,NA,NA,NA,NA,NA,-252.74
152649,-4.20919,4.34637,-4.33247,NA,NA,NA,NA,NA,-170.636,NA,NA
152993,-4.84435,4.32989,-4.16536,NA,NA,NA,-257.666,NA,NA,NA,NA
153048,-4.51383,4.05593,-4.7548,NA,NA,NA,NA,NA,-196.301,NA,NA
153339,-4.33633,3.33914,-4.6115,NA,NA,NA,NA,NA,NA,NA,-183.656
153502,-3.04277,3.88221,-3.87331,NA,NA,NA,NA,NA,NA,NA,-108.409
153738,-2.01295,4.25856,-3.92853,NA,NA,NA,NA,NA,-61.905,NA,NA
153842,-1.38822,4.56754,-4.86035,NA,NA,NA,NA,NA,-74.163,NA,NA
154138,-1.09957,4.01641,-4.93147,NA,NA,NA,-35.553,NA,NA,NA,NA
154266,-0.328303,3.34305,-4.07779,NA,NA,NA,NA,NA,-221.951,NA,NA
154593,-0.741278,2.7521,-3.4343,NA,NA,NA,-286.351,NA,NA,NA,NA
154730,-2.18883,2.91464,-4.46311,NA,NA,NA,NA,NA,NA,NA,-85.742
154820,-2.14488,1.87599,-4.29676,NA,NA,NA,NA,NA,NA,NA,-198.914
155146,-1.122,4.75595,-4.86436,NA,NA,NA,NA,NA,-65.16,NA,NA
155219,-1.38174,4.89518,-4.67518,NA,NA,NA,-89.708,NA,NA,NA,NA
155488,-2.38754,4.65946,-4.97695,NA,NA,NA,-90.486,NA,NA,NA,NA
155647,-3.97549,4.99803,-4.02955,NA,NA,NA,-186.429,NA,NA,NA,NA
155885,-2.58044,4.24911,-4.22676,NA,NA,NA,NA,NA,NA,NA,-65.593
156026,-1.27778,4.47869,-2.89338,NA,NA,NA,-218.787,NA,NA,NA,NA
156314,-2.35304,4.18683,-4.48352,NA,NA,NA,NA,NA,NA,NA,-69.282
156591,-4.06027,3.94216,-4.80515,NA,NA,NA,NA,NA,NA,NA,-150.582
156713,-3.26646,3.01353,-4.59089,NA,NA,NA,-114.056,NA,NA,NA,NA
156823,-3.50779,3.54785,-2.67632,NA,NA,NA,NA,-246.276,NA,NA,NA
157077,-3.0212,4.92701,-2.89646,NA,NA,NA,NA,NA,NA,NA,-191.221
157394,-3.17287,3.14039,-4.06294,NA,NA,NA,-122.084,NA,NA,NA,NA
157548,-1.63431,3.39958,-4.12657,NA,NA,NA,NA,NA,NA,-169.789,NA
157656,-1.38872,3.95323,-4.22587,NA,NA,NA,NA,-129.583,NA,NA,NA
157908,-1.48112,4.04056,-4.86948,NA,NA,NA,NA,-64.148,NA,NA,NA
158090,-1.12642,3.77405,-4.90401,NA,NA,NA,NA,NA,-11.967,NA,NA
158229,-0.881045,2.98217,-4.66776,NA,NA,NA,NA,-206.335,NA,NA,NA
158458,-1.34399,3.94037,-4.90857,NA,NA,NA,-29.091,NA,NA,NA,NA
158601,-1.61189,4.72809,-4.00161,NA,NA,NA,NA,NA,-86.877,NA,NA
158966,-3.67824,4.48581,-4.46961,NA,NA,NA,-132.297,NA,NA,NA,NA
159183,-3.05533,3.75089,-4.79993,NA,NA,NA,NA,NA,NA,-128.484,NA
159281,-3.01581,4.96253,-4.07097,NA,NA,NA,-125.256,NA,NA,NA,NA
159562,-4.93601,4.16452,-4.04268,NA,NA,-323.697,NA,NA,NA,NA,NA
159729,-3.33422,4.15411,-4.00224,NA,NA,NA,NA,NA,NA,-167.007,NA
159841,-2.94645,4.27127,-4.40746,NA,NA,NA,-92.928,NA,NA,NA,NA
160170,-2.37795,4.66937,-4.88572,NA,NA,NA,NA,-98.687,NA,NA,NA
160294,-0.607067,4.64706,-4.75883,NA,NA,NA,NA,NA,-122.734,NA,NA
160600,-1.37171,3.64496,-4.32505,NA,NA,NA,NA,NA,NA,NA,-66.218
160730,-1.58057,4.0107,-4.49194,NA,NA,NA,-42.659,NA,NA,NA,NA
160948,-2.2138,3.99259,-4.72642,NA,NA,NA,-58.898,NA,NA,NA,NA
161118,-2.95603,4.14913,-4.82913,NA,NA,NA,NA,-90.936,NA,NA,NA
161218,-2.44213,3.54185,-4.30194,NA,NA,NA,-76.303,NA,NA,NA,NA
161424,-3.02506,2.2897,-4.56301,NA,NA,NA,NA,NA,-143.861,NA,NA
161731,-2.6639,2.57577,-3.20829,NA,NA,NA,NA,NA,NA,NA,-157.306
161990,-2.96949,3.80102,-2.97448,NA,NA,NA,NA,NA,-163.551,NA,NA
162196,-3.64241,4.29421,-3.28829,NA,NA,NA,NA,NA,NA,NA,-180.068
162366,-3.4701,4.76328,-4.34447,NA,NA,NA,NA,NA,NA,NA,-125.7
162549,-4.4467,3.96871,-3.98018,NA,NA,NA,-207.427,NA,NA,NA,NA
162797,-3.29485,2.81623,-4.54077,NA,NA,-209.624,NA,NA,NA,NA,NA
162956,-4.1037,3.61861,-4.28162,NA,NA,NA,NA,NA,NA,NA,-165.231
163107,-4.01902,4.54397,-3.99653,NA,NA,NA,NA,NA,-172.548,NA,NA
163357,-4.28604,2.83577,-4.22794,NA,NA,NA,NA,-207.357,NA,NA,NA
163506,-3.98682,4.27284,-3.06763,NA,NA,NA,-224.947,NA,NA,NA,NA
163779,-4.71061,4.03741,-3.72496,NA,NA,NA,NA,NA,-247.925,NA,NA
163960,-3.11824,4.77862,-4.10288,NA,NA,NA,NA,NA,NA,NA,-114.261
164143,-1.57893,3.76826,-4.90181,NA,NA,NA,-3.584,NA,NA,NA,NA
164362,-2.30394,3.80018,-4.21506,NA,NA,NA,NA,NA,NA,NA,-50.199
164439,-3.04311,3.51716,-4.28153,NA,NA,NA,NA,NA,-92.5,NA,NA
164651,-2.93801,4.11295,-2.85222,NA,NA,NA,NA,-187.441,NA,NA,NA
164903,-1.79026,4.74271,-2.60235,NA,NA,NA,NA,-260.233,NA,NA,NA
165138,-1.00175,4.81962,-4.16584,NA,NA,NA,NA,-128.986,NA,NA,NA
165231,-3.90252,4.1226,-4.98169,NA,NA,NA,NA,NA,-132.448,NA,NA
165453,-2.56258,4.08131,-4.23197,NA,NA,NA,NA,NA,-73.539,NA,NA
165693,-2.37427,4.81336,-4.04348,NA,NA,NA,NA,-115.027,NA,NA,NA
165915,-2.94429,3.95251,-4.8676,NA,NA,NA,NA,NA,NA,NA,-82.488
166193,-3.56515,2.96326,-4.17875,NA,NA,NA,NA,NA,-151.892,NA,NA
166334,-3.57535,3.71787,-4.02635,NA,NA,NA,NA,NA,NA,NA,-126.792
166580,-4.28394,3.34461,-4.745,NA,NA,NA,NA,-184.216,NA,NA,NA
166744,-2.77629,3.43817,-4.42376,NA,NA,NA,NA,NA,NA,-144.075,NA
166814,-2.36052,4.97908,-4.1067,NA,NA,NA,NA,-118.645,NA,NA,NA
167160,-3.68271,4.57858,-3.41144,NA,NA,NA,-182.808,NA,NA,NA,NA
167309,-2.48589,4.98045,-3.21281,NA,NA,NA,NA,NA,-142.797,NA,NA
167587,-1.45243,4.99913,-3.34779,NA,NA,NA,NA,NA,-150.903,NA,NA
167743,-2.48458,4.13754,-3.59882,NA,NA,NA,NA,NA,-98.742,NA,NA
167932,-2.27562,2.98551,-4.0935,NA,NA,NA,NA,NA,-115.428,NA,NA
168109,-2.45289,4.94949,-3.93145,NA,NA,NA,NA,-123.857,NA,NA,NA
168264,-2.68495,3.94005,-4.41086,NA,NA,NA,NA,NA,NA,NA,-75.54
168597,-3.75271,4.78047,-4.87907,NA,NA,NA,NA,NA,-141.331,NA,NA
168645,-2.77436,4.65773,-4.66835,NA,NA,NA,NA,NA,NA,NA,-80.038
168877,-2.69065,3.50723,-4.46,NA,NA,NA,NA,NA,-79.756,NA,NA
169075,-3.21787,4.83368,-4.5584,NA,NA,NA,-113.179,NA,NA,NA,NA
169203,-3.42607,4.9132,-4.40272,NA,NA,NA,-130.891,NA,NA,NA,NA
169566,-3.21536,4.78254,-4.88152,NA,NA,NA,NA,-106.601,NA,NA,NA
169751,-2.40012,4.81271,-4.88214,NA,NA,NA,NA,NA,-62.478,NA,NA
169858,-3.72441,3.57028,-4.36311,NA,NA,NA,NA,NA,-128.219,NA,NA
170087,-3.66505,2.4322,-4.48727,NA,NA,NA,NA,NA,-164.338,NA,NA
170209,-2.64753,2.90432,-4.79281,NA,NA,NA,NA,NA,-118.097,NA,NA
170582,-3.01707,3.34022,-4.53172,NA,NA,NA,NA,NA,NA,-167.085,NA
170609,-2.24146,3.93923,-4.6936,NA,NA,NA,NA,NA,NA,NA,-55.693
170985,-2.76869,3.75262,-4.31855,NA,NA,NA,-93.536,NA,NA,NA,NA
171062,-3.20084,4.6314,-4.77593,NA,NA,NA,NA,NA,-97.901,NA,NA
171370,-3.33141,4.67492,-4.32713,NA,NA,NA,NA,NA,-112.683,NA,NA
171426,-2.79271,3.34683,-4.93751,NA,NA,NA,NA,-114.473,NA,NA,NA
171750,-3.3541,4.57679,-4.74989,NA,NA,NA,NA,-111.859,NA,NA,NA
171833,-4.2271,4.71397,-4.95083,NA,NA,NA,-181.725,NA,NA,NA,NA
172127,-2.68752,3.87936,-4.95234,NA,NA,NA,-66.189,NA,NA,NA,NA
172262,-1.87306,4.82143,-4.9834,NA,NA,NA,NA,NA,-64.824,NA,NA
172571,-2.31718,4.93904,-4.70113,NA,NA,NA,NA,NA,-75.774,NA,NA
172765,-2.096,4.581,-3.65063,NA,NA,NA,NA,NA,NA,NA,-92.646
172832,-1.57293,4.12555,-3.91918,NA,NA,NA,NA,NA,NA,NA,-79.571
173088,-2.67172,4.87916,-4.08305,NA,NA,NA,NA,NA,-94.563,NA,NA
173303,-3.47935,4.94952,-3.92619,NA,NA,NA,NA,NA,NA,NA,-150.462
173542,-4.97061,4.95421,-4.03299,NA,NA,NA,NA,NA,NA,NA,-301.636
173609,-3.72485,4.93898,-4.4228,NA,NA,NA,NA,NA,NA,NA,-151.722
173989,-3.50933,4.37397,-4.51374,NA,NA,NA,NA,NA,-111.626,NA,NA
174134,-3.89639,4.7328,-4.1079,NA,NA,NA,NA,-187.104,NA,NA,NA
174242,-4.89533,3.97291,-3.79026,NA,NA,NA,NA,NA,-268.292,NA,NA
174519,-3.94313,4.13247,-2.96367,NA,NA,NA,-234.043,NA,NA,NA,NA
174743,-4.51375,3.04111,-4.58185,NA,NA,NA,NA,NA,NA,-240.336,NA
174898,-3.93737,2.26133,-4.39584,NA,NA,NA,-202.566,NA,NA,NA,NA
175170,-4.03022,4.4007,-4.92316,NA,NA,NA,-156.907,NA,NA,NA,NA
175259,-3.50912,3.83396,-4.75075,NA,NA,NA,NA,NA,NA,NA,-107.718
175558,-2.60346,4.23288,-4.81408,NA,NA,NA,NA,NA,-45.749,NA,NA
175667,-2.46052,4.92527,-4.95519,NA,NA,NA,NA,NA,NA,-135.634,NA
175976,-2.6642,3.766,-4.70679,NA,NA,NA,NA,-78.087,NA,NA,NA
176116,-3.09523,3.4729,-3.49143,NA,NA,NA,NA,-174.968,NA,NA,NA
176397,-3.32435,2.96055,-4.61963,NA,NA,-226.719,NA,NA,NA,NA,NA
176598,-2.45259,3.12513,-4.60687,NA,NA,NA,NA,NA,-76.392,NA,NA
176691,-2.73967,3.92229,-4.19988,NA,NA,NA,-81.619,NA,NA,NA,NA
176957,-3.6253,4.83252,-3.67288,NA,NA,NA,-173.146,NA,NA,NA,NA
177193,-2.38119,4.88315,-3.73566,NA,NA,NA,NA,NA,-100.314,NA,NA
177376,-1.97577,4.85445,-4.19773,NA,NA,NA,NA,NA,-72.164,NA,NA
177543,-2.25983,4.1919,-4.94407,NA,NA,NA,NA,NA,-53.977,NA,NA
177698,-2.07058,4.02057,-4.14259,NA,NA,NA,NA,NA,NA,NA,-64.318
177945,-1.56391,4.9893,-4.55113,NA,NA,NA,NA,NA,NA,-158.766,NA
178180,-1.5144,4.75506,-4.43018,NA,NA,NA,-79.281,NA,NA,NA,NA
178262,-1.29789,3.81574,-4.80486,NA,NA,NA,NA,-148.621,NA,NA,NA
178536,-2.0932,3.49595,-4.55864,NA,NA,NA,NA,NA,NA,-136.631,NA
178794,-1.14297,3.07357,-4.72154,NA,NA,NA,-123.078,NA,NA,NA,NA
178822,-0.660736,1.98885,-4.92573,NA,NA,NA,NA,NA,NA,-558.335,NA
179115,-1.80426,1.78309,-4.25061,NA,NA,NA,NA,-304.98,NA,NA,NA
179212,-3.74251,3.11788,-4.50944,NA,NA,NA,NA,NA,-136.123,NA,NA
179460,-3.02252,2.68836,-4.54724,NA,NA,NA,NA,NA,-116.385,NA,NA
179716,-3.20803,4.27372,-4.91634,NA,NA,NA,NA,NA,-89.824,NA,NA
179953,-3.91716,4.80503,-4.93076,NA,NA,NA,NA,NA,NA,NA,-158.555
180024,-4.49254,4.35489,-4.44718,NA,NA,NA,NA,NA,-205.423,NA,NA
180355,-2.95931,2.79608,-4.86264,NA,NA,NA,NA,NA,NA,NA,-110.205
180403,-2.43112,3.20016,-4.51682,NA,NA,NA,NA,NA,NA,NA,-74.097
180790,-3.76367,4.19971,-4.61986,NA,NA,NA,-127.304,NA,NA,NA,NA
180994,-3.29791,4.24592,-3.44844,NA,NA,NA,NA,NA,-142.751,NA,NA
181118,-2.3485,3.96814,-3.26907,NA,NA,NA,NA,-181.463,NA,NA,NA
181327,-1.57554,4.36447,-3.86918,NA,NA,NA,NA,NA,-88.651,NA,NA
