id,x0,x1,x2,fitness1,fitness2,fitness2.5,fitness0.5,fitness0,fitness-0.5,fitness-1,fitness1.5,fitness4,fitness5,fitness3,fitness3.5,fitness-1.5,fitness-2,fitness4.5,fitness-3,fitness-2.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5
66554,5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66734,4.98555,5,-4.40861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66931,3.66863,5,-4.59742,NA,NA,132.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67162,3.06648,5,-4.4748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67369,5,3.82149,-5,NA,NA,222.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67514,5,3.36198,-5,NA,NA,175.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67695,2.59588,2.62071,-4.22649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
67957,2.03275,3.05891,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.354,NA,NA,NA,NA,NA,NA,NA,NA,NA
68122,0.923201,2.13205,-3.86062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68292,1.41419,1.6222,-5,NA,NA,NA,NA,NA,NA,NA,-1.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68457,-0.217349,1.4039,-4.95341,NA,NA,133.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68721,-0.608467,2.07287,-5,NA,NA,-26.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68827,-1.00129,3.97242,-4.51513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69180,0.153732,5,-3.20366,NA,NA,NA,NA,NA,NA,NA,-2.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69232,-0.872314,2.4184,-2.87671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
69499,-2.99441,3.78395,-2.9705,NA,NA,NA,NA,NA,NA,NA,NA,260.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69639,-4.12734,3.29746,-1.87359,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69939,-3.58775,4.38415,0.101483,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70062,-3.94383,4.89183,1.43371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.445,NA,NA,NA,NA,NA,NA
70389,-4.12685,5,2.26769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70517,-4.51919,5,2.08107,NA,NA,NA,NA,NA,NA,NA,NA,54.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70791,-4.67578,5,2.35049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.961,NA,NA,NA,NA,NA,NA,NA,NA,NA
70934,-4.41437,5,1.85534,NA,NA,-122.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71175,-4.81633,4.78919,1.98169,NA,NA,NA,NA,NA,NA,NA,NA,83.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71247,-3.20453,5,0.889694,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71407,-3.10679,4.00654,1.29767,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71748,-1.68936,4.44256,2.00405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA
71812,-0.592293,3.08867,2.48464,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72107,-0.561105,2.14922,2.29372,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72213,-1.61984,1.48147,1.91478,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72597,-1.41717,0.94338,1.34613,NA,NA,NA,NA,NA,NA,NA,NA,NA,992.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72629,-2.59225,1.57753,3.95796,NA,NA,NA,NA,NA,NA,NA,NA,2.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72806,-2.87094,1.5227,4.95227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.878,NA,NA,NA,NA,NA,NA
73053,-2.27581,0.605268,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73262,-2.84506,0.915602,5,NA,NA,141.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73416,-2.04579,0.229767,5,NA,NA,481.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73703,-2.15958,-1.32166,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4066.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73972,-3.67347,-0.962588,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74133,-3.77263,1.57064,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74378,-3.87091,0.755402,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74566,-3.55106,-1.82355,4.7014,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74788,-3.36412,-2.83337,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74963,-2.90834,-2.17707,3.45111,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75096,-3.69796,-0.209632,2.06255,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75264,-3.14717,0.147077,1.13297,NA,NA,-3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75504,-2.16219,-0.321476,0.457352,NA,NA,NA,NA,NA,NA,NA,180.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75681,-2.12565,-0.13897,-0.682767,NA,222.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75931,-2.37369,-1.68671,-1.42459,NA,-0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76165,-0.727143,-1.50323,-2.0554,NA,NA,370.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76208,0.329893,-1.11246,-2.43451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.934,NA,NA,NA,NA,NA,NA
76402,0.8754,-0.621815,-1.20793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
76632,1.01568,-0.862671,-0.303686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
76872,0.734474,-1.05654,-0.898414,NA,NA,NA,NA,NA,NA,NA,540.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77061,-0.701638,-1.36159,-1.35783,NA,NA,3700.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77368,-0.965642,-1.59785,-0.859783,NA,NA,2602.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77579,0.083281,-1.94883,-1.39612,394.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77667,1.21075,-2.03359,-1.90415,NA,NA,NA,NA,NA,NA,NA,8.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77874,1.55496,-3.24331,-2.28147,NA,NA,NA,NA,NA,NA,NA,-0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78016,2.79983,-3.237,-1.83933,NA,NA,NA,15.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78382,3.38649,-2.87017,-3.41049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78457,3.05499,-4.5528,-2.93522,NA,NA,19.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78724,2.37573,-5,-3.17622,NA,NA,-21.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78990,0.329936,-5,-2.34015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79003,-1.61315,-4.33145,-2.55426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79376,-2.28793,-3.49151,-2.71229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79503,-2.80706,-4.25344,-3.17454,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79722,-2.03479,-5,-2.42961,63.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79942,-0.616084,-5,-3.28433,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80029,-1.05385,-4.7524,-3.39056,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80218,-1.07239,-5,-5,NA,NA,NA,NA,-28.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80482,0.234952,-4.42378,-3.68505,NA,NA,NA,NA,13.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80752,1.71332,-4.68242,-3.95744,NA,NA,NA,NA,NA,31.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80982,1.88057,-3.88831,-3.3538,NA,NA,NA,NA,NA,61.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81012,0.769444,-3.8898,-4.5747,NA,NA,NA,NA,NA,NA,-15.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81321,0.866571,-2.79492,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.717,NA,NA,NA,NA,NA,NA,NA
81490,2.30424,-4.34752,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.207,NA,NA
81632,1.2002,-5,-4.68543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.726,NA,NA,NA
81817,1.28941,-4.04275,-3.36802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.526
82154,4.14989,-4.97155,-2.81103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.573
82260,3.76115,-5,-2.07089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.357
82419,3.33363,-5,-3.55254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.509
82701,3.09933,-5,-3.49192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.578,NA
82881,2.69394,-4.0296,-4.84022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.288,NA,NA,NA
83132,2.85345,-4.48673,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.761,NA
83336,2.673,-4.45165,-3.52871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.244,NA,NA,NA,NA,NA,NA,NA
83558,3.03541,-3.40455,-4.02604,NA,NA,NA,NA,NA,NA,40.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83724,2.16241,-2.5778,-5,NA,NA,NA,NA,NA,NA,254.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83823,2.39969,-1.82788,-5,NA,NA,NA,NA,NA,88.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84081,0.98207,-1.36708,-5,NA,NA,NA,NA,NA,NA,58.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84210,1.17627,-1.45547,-5,NA,NA,NA,NA,NA,NA,755.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84455,2.08962,-1.32186,-4.32317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.779,NA,NA,NA,NA,NA,NA,NA,NA
84704,3.80937,-1.14143,-4.63874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.536,NA,NA,NA,NA,NA,NA,NA,NA
84843,4.42749,0.297243,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.843,NA,NA,NA,NA,NA,NA,NA,NA
85061,5,-0.185998,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.667
85338,3.5791,-1.69122,-4.93733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.175
85458,4.48891,-2.17077,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.659
85771,4.33954,-2.60314,-4.31389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.666,NA,NA,NA,NA
85991,3.66723,-3.0672,-4.85286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.604,NA,NA,NA,NA,NA,NA,NA
86015,1.90442,-3.58023,-3.49814,NA,NA,NA,NA,NA,73.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86201,1.55055,-3.49392,-2.49964,NA,NA,NA,NA,9.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86565,1.14882,-4.09361,-2.63516,NA,NA,NA,NA,-57.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86723,0.332964,-4.4685,-2.83446,NA,NA,NA,NA,NA,218.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86899,2.98885,-5,-3.07052,NA,NA,NA,NA,NA,NA,26.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87157,1.18061,-4.82349,-3.98154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.549,NA,NA,NA,NA,NA,NA,NA
87254,0.571903,-5,-3.05132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.239,NA,NA,NA,NA,NA,NA,NA,NA
87494,1.10621,-5,-2.03469,NA,NA,NA,NA,NA,NA,-12.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87622,-0.726264,-5,-1.28178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.881,NA,NA,NA,NA,NA,NA,NA
87873,-1.19067,-4.85531,0.176461,NA,NA,NA,NA,NA,224.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88063,-0.225854,-5,0.335072,NA,NA,NA,NA,NA,1021.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88335,-1.03674,-5,0.00139817,NA,NA,NA,NA,NA,745.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88584,-0.872655,-4.81128,0.403439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.674,NA,NA,NA,NA
88618,-0.595838,-3.70334,1.12078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.387,NA,NA,NA,NA,NA
88962,-1.61258,-3.13298,1.21317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.56,NA,NA,NA,NA,NA,NA,NA
89126,0.548665,-3.16266,0.925876,NA,NA,NA,NA,NA,NA,-19.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89390,-0.47599,-4.61307,-0.531515,NA,NA,NA,NA,NA,NA,18.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89457,-1.60211,-5,-0.693378,NA,NA,NA,NA,NA,NA,2494.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89721,-2.80284,-3.27459,0.810248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.787,NA,NA,NA,NA,NA
89884,-3.83852,-4.03947,1.83121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.322,NA,NA,NA,NA,NA
90084,-4.09385,-4.76437,3.46884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.772,NA,NA
90244,-4.34966,-5,2.42772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.184,NA
90570,-4.59255,-5,1.47258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.288,NA,NA
90748,-4.49808,-4.47707,2.15352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.688,NA
90987,-5,-4.80151,3.29234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.872,NA,NA,NA,NA
91149,-4.48732,-2.33627,4.28663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.646,NA,NA,NA,NA,NA,NA,NA
91329,-3.90491,-1.443,4.31993,NA,NA,NA,NA,NA,NA,1731.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91515,-4.86469,-1.90626,5,NA,NA,NA,434.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91700,-5,-1.96204,5,NA,NA,NA,543.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91820,-5,-3.98517,4.75189,NA,NA,NA,NA,NA,NA,482.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92044,-5,-3.20762,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.824,NA,NA,NA,NA,NA,NA,NA
92377,-5,-5,4.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.094,NA,NA,NA,NA,NA,NA,NA
92553,-5,-4.17244,4.79099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.889,NA,NA,NA,NA,NA,NA,NA
92774,-5,-5,4.42779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.392,NA,NA,NA,NA
92861,-3.95188,-4.46403,4.35602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.855,NA,NA,NA,NA,NA
93046,-3.40704,-4.27406,4.92452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.963,NA,NA,NA
93377,-4.74144,-3.38742,4.71615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.993,NA,NA
93492,-4.86138,-3.68369,3.69016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.736,NA,NA
93703,-5,-4.78677,3.65704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.282,NA,NA
93974,-4.33798,-4.70258,2.63127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676,NA,NA
94137,-3.6724,-4.7206,3.03798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.069,NA
94362,-3.78046,-5,1.45131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.713,NA,NA
94552,-3.42521,-4.88863,2.70265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.478,NA,NA
94676,-3.58944,-5,3.06106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.008,NA,NA
94847,-3.53963,-5,3.33469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.893,NA,NA
95119,-4.34608,-3.75591,4.10078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389,NA,NA
95282,-5,-3.80003,2.93155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.956,NA,NA
95553,-5,-5,4.0474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.499,NA
95675,-3.9455,-4.06683,3.61572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.623,NA
95942,-4.61708,-4.12622,3.60828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.213,NA,NA,NA
96157,-3.98467,-3.82217,3.73682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.167,NA,NA
96245,-2.33589,-3.27612,4.58213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.057,NA,NA
96479,-3.29318,-4.80706,4.79883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.962,NA,NA
96603,-5,-5,4.65845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.533,NA
96924,-4.21745,-5,3.31398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.623,NA,NA
97184,-3.83009,-5,4.86471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.368,NA,NA
97329,-4.70418,-4.45582,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.685,NA,NA
97484,-5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.625,NA,NA,NA
97601,-4.98957,-4.06352,4.76397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.338,NA,NA
97946,-5,-3.75649,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.193,NA,NA
98030,-5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.951,NA,NA
98354,-5,-4.86227,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.415,NA,NA,NA
98428,-4.57596,-4.81569,4.44751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.421,NA,NA
98765,-4.81638,-4.97852,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.961,NA,NA
98969,-5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.951,NA,NA
99110,-4.02347,-4.93897,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.197,NA,NA
99339,-5,-4.80622,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.72
99581,-4.81146,-3.27697,4.40957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.723,NA,NA,NA
99722,-3.01381,-3.19193,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.045,NA,NA,NA
99984,-3.26347,-3.67853,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.671
