id,x0,x1,x2,fitness-5,fitness-4,fitness-2.5,fitness-2,fitness-3.5,fitness-3,fitness-1.5
135717,1.8564,2.23662,-3.80893,NA,NA,NA,NA,NA,-25.153,NA
135973,1.77282,1.78955,-4.07954,NA,NA,-3.046,NA,NA,NA,NA
136187,1.59345,1.30199,-4.82264,NA,NA,-13.815,NA,NA,NA,NA
136322,2.3036,1.52081,-4.68688,NA,NA,-13.421,NA,NA,NA,NA
136578,2.35173,1.51628,-4.37771,NA,NA,-11.452,NA,NA,NA,NA
136662,1.80713,1.42749,-5,NA,NA,-17.058,NA,NA,NA,NA
136862,2.44351,1.21535,-4.98615,NA,NA,-31.103,NA,NA,NA,NA
137113,1.03835,1.89463,-5,NA,NA,-30.13,NA,NA,NA,NA
137254,1.30892,2.10502,-4.14527,NA,NA,NA,NA,NA,-18.069,NA
137542,2.26211,2.28436,-4.61276,NA,NA,-19.476,NA,NA,NA,NA
137603,1.23529,1.6741,-4.40905,NA,NA,NA,NA,NA,-22.101,NA
137831,1.26183,1.08474,-4.99894,NA,NA,NA,-45.916,NA,NA,NA
138034,1.22656,1.74338,-5,NA,NA,NA,-38.123,NA,NA,NA
138371,1.94213,1.85181,-5,NA,NA,NA,NA,NA,-20.267,NA
138445,1.20852,1.88798,-5,NA,NA,NA,NA,NA,-30.383,NA
138613,1.37242,1.70756,-5,NA,NA,NA,NA,NA,-21.261,NA
138819,1.40646,1.90346,-3.86374,NA,NA,-13.289,NA,NA,NA,NA
139163,1.52457,2.22489,-4.75973,NA,NA,NA,NA,NA,-18.037,NA
139370,1.74984,1.85616,-4.03668,NA,NA,-5.519,NA,NA,NA,NA
139407,2.13923,1.43973,-4.65716,NA,NA,-9.189,NA,NA,NA,NA
139648,2.90535,1.89643,-4.47307,NA,NA,-34.438,NA,NA,NA,NA
139930,1.64015,1.40216,-4.97097,NA,NA,-16.945,NA,NA,NA,NA
140128,1.90162,1.92439,-4.71673,NA,NA,NA,NA,NA,NA,-27.27
140203,1.27992,1.86528,-5,NA,NA,NA,-28.264,NA,NA,NA
140438,1.14899,1.43514,-4.74971,NA,NA,-21.711,NA,NA,NA,NA
140628,1.98221,1.77962,-4.28995,NA,NA,-2.604,NA,NA,NA,NA
140863,1.1411,2.48124,-4.36354,NA,NA,NA,-34.147,NA,NA,NA
141136,1.04208,1.84256,-4.31369,NA,NA,-18.29,NA,NA,NA,NA
141342,2.08592,1.7662,-5,NA,NA,-16.531,NA,NA,NA,NA
141510,2.21691,1.90273,-5,NA,NA,NA,NA,NA,-24.049,NA
141606,1.5147,1.33686,-5,NA,NA,NA,-25.965,NA,NA,NA
141939,1.80094,1.25161,-4.85099,NA,NA,NA,-22.098,NA,NA,NA
142154,1.31293,1.59466,-4.9901,NA,NA,NA,-24.59,NA,NA,NA
142323,1.21865,2.38803,-4.18773,NA,NA,NA,-29.188,NA,NA,NA
142559,1.08357,1.90711,-5,NA,NA,NA,NA,NA,-32.253,NA
142764,1.05317,2.10273,-5,NA,NA,NA,NA,NA,-34.045,NA
142972,1.62404,1.48813,-4.23643,NA,NA,NA,NA,NA,NA,-27.069
143169,1.70893,1.72292,-4.1263,NA,NA,NA,-14.385,NA,NA,NA
143288,1.79827,1.76071,-4.29818,NA,NA,-1.902,NA,NA,NA,NA
143431,2.62825,2.09689,-4.3078,NA,NA,-24.3,NA,NA,NA,NA
143701,1.47268,2.10374,-5,NA,NA,NA,NA,NA,-24.565,NA
143906,1.35585,1.6229,-5,NA,NA,-21.724,NA,NA,NA,NA
144047,1.48539,1.69915,-4.76393,NA,NA,NA,NA,NA,-13.523,NA
144379,1.4887,1.96734,-4.56327,NA,NA,NA,NA,-24.271,NA,NA
144564,1.23086,2.24362,-3.92371,NA,NA,-22.16,NA,NA,NA,NA
144669,2.20176,2.07955,-5,NA,NA,NA,-23.586,NA,NA,NA
144933,1.79888,2.24299,-5,NA,NA,NA,NA,-42.79,NA,NA
145184,1.81574,1.39215,-5,NA,NA,-17.228,NA,NA,NA,NA
145282,2.15768,1.88661,-5,NA,NA,NA,NA,-37.207,NA,NA
145510,1.64386,2.12851,-4.769,NA,NA,NA,-16.719,NA,NA,NA
145701,1.13027,1.72981,-4.40383,NA,NA,-15.324,NA,NA,NA,NA
145979,1.50909,1.44192,-3.80435,NA,NA,-13.618,NA,NA,NA,NA
146075,2.15892,1.47124,-4.79138,NA,NA,NA,NA,NA,NA,-30.91
146391,1.9569,1.86162,-5,NA,NA,NA,NA,-29.612,NA,NA
146543,2.25177,1.32715,-4.14222,NA,NA,NA,NA,NA,-24.686,NA
146719,2.15924,0.898394,-4.45017,NA,NA,-28.084,NA,NA,NA,NA
146893,2.37735,1.32182,-4.13562,NA,NA,-16.131,NA,NA,NA,NA
147014,2.15042,1.15645,-3.90915,NA,NA,-20.428,NA,NA,NA,NA
147359,1.48337,2.16698,-5,NA,NA,NA,-24.581,NA,NA,NA
147567,1.82036,1.33733,-3.8718,NA,NA,-11.218,NA,NA,NA,NA
147741,2.00869,2.31252,-5,NA,NA,NA,NA,NA,-27.815,NA
147870,1.86736,1.47839,-4.15336,NA,NA,NA,-10.864,NA,NA,NA
148118,2.57454,1.29859,-5,NA,NA,NA,-47.045,NA,NA,NA
148243,2.16894,1.35334,-5,NA,NA,NA,NA,NA,-28.495,NA
148580,1.78409,1.66358,-5,NA,NA,NA,-21.079,NA,NA,NA
148653,2.10913,1.90893,-5,NA,NA,NA,-20.104,NA,NA,NA
148919,1.362,1.67497,-5,NA,NA,NA,NA,NA,-28.189,NA
149060,1.44437,2.17047,-5,NA,NA,NA,-26.14,NA,NA,NA
149246,1.24214,1.57896,-4.18954,NA,NA,-11.036,NA,NA,NA,NA
149564,1.97712,2.03088,-4.17922,NA,NA,-7.443,NA,NA,NA,NA
149739,1.78435,1.48215,-4.68312,NA,NA,NA,NA,NA,-18.121,NA
149933,2.25404,2.71571,-4.61679,NA,NA,-34.665,NA,NA,NA,NA
150115,1.84829,2.32381,-5,NA,NA,-23.595,NA,NA,NA,NA
150241,1.495,1.88425,-5,NA,NA,NA,-23.168,NA,NA,NA
150402,1.39408,2.1556,-5,NA,NA,NA,-27.037,NA,NA,NA
150707,1.76267,2.35291,-5,NA,NA,-24.284,NA,NA,NA,NA
150894,1.772,2.21543,-3.44316,NA,NA,NA,NA,NA,-31.891,NA
151191,1.63516,1.37876,-4.08473,NA,NA,NA,-13.619,NA,NA,NA
151372,1.23742,1.82615,-3.94453,NA,NA,NA,-19.719,NA,NA,NA
151402,1.48642,1.57767,-4.70956,NA,NA,NA,NA,NA,-12.084,NA
151738,1.57923,1.5102,-3.99355,NA,NA,-6.155,NA,NA,NA,NA
151943,2.15759,1.28989,-4.83431,NA,NA,-16.781,NA,NA,NA,NA
152010,2.31337,1.34927,-5,NA,NA,NA,-27.621,NA,NA,NA
152325,1.61199,1.94667,-4.19463,NA,NA,NA,NA,NA,-7.506,NA
152426,2.26997,1.82697,-4.23753,NA,NA,NA,-16.803,NA,NA,NA
152778,1.57237,2.12931,-5,NA,NA,NA,-22.709,NA,NA,NA
152828,1.56056,1.38117,-5,NA,NA,-21.073,NA,NA,NA,NA
153090,1.45,1.99572,-5,NA,NA,NA,NA,-32.738,NA,NA
153380,1.50876,2.07868,-4.60969,NA,NA,NA,NA,NA,-14.344,NA
153433,1.59043,1.59321,-5,NA,NA,NA,NA,NA,-22.642,NA
153786,1.09173,2.13462,-3.95524,NA,NA,NA,NA,NA,-25.405,NA
153813,0.770185,1.40928,-4.43353,NA,NA,-41.108,NA,NA,NA,NA
154142,1.17279,1.82821,-4.96003,NA,NA,NA,NA,-43.761,NA,NA
154363,1.70804,1.99158,-3.72434,NA,NA,-15.9,NA,NA,NA,NA
154495,1.83725,2.05531,-4.09232,NA,NA,-7.487,NA,NA,NA,NA
154639,1.89797,1.40432,-3.90916,NA,NA,NA,NA,NA,-21.091,NA
154832,2.37773,1.87379,-4.37416,NA,NA,-13.676,NA,NA,NA,NA
155195,2.27994,1.90883,-4.03413,NA,NA,-12.132,NA,NA,NA,NA
155232,1.73222,1.84431,-5,NA,NA,-16.042,NA,NA,NA,NA
155482,1.31213,1.91569,-5,NA,NA,NA,NA,NA,-28.267,NA
155754,1.94365,1.11278,-5,NA,NA,NA,NA,NA,-27.437,NA
155855,1.42694,1.25098,-4.68566,NA,NA,-15.133,NA,NA,NA,NA
156145,1.50273,1.28451,-4.33413,NA,NA,-7.778,NA,NA,NA,NA
156281,2.19785,1.95519,-4.46749,NA,NA,-9.876,NA,NA,NA,NA
156517,1.76421,2.71757,-5,NA,NA,NA,NA,NA,-38.697,NA
156629,2.16181,1.82688,-4.74365,NA,NA,-11.392,NA,NA,NA,NA
156864,2.43309,1.6977,-4.47482,NA,NA,-14.821,NA,NA,NA,NA
157176,2.24319,1.68612,-5,NA,NA,-18.996,NA,NA,NA,NA
157320,2.1779,2.2122,-4.63309,NA,NA,-15.584,NA,NA,NA,NA
157595,1.84045,1.71595,-3.54725,NA,NA,-19.985,NA,NA,NA,NA
157738,1.99442,1.6197,-3.97494,NA,NA,NA,NA,NA,-9.023,NA
157839,1.67721,1.56423,-4.03662,NA,NA,-2.961,NA,NA,NA,NA
158095,1.73839,1.90521,-5,NA,NA,NA,-21.103,NA,NA,NA
158213,1.90338,1.52196,-4.34132,NA,NA,NA,-13.449,NA,NA,NA
158541,1.87641,1.9998,-3.86253,NA,NA,NA,NA,NA,-14.922,NA
158764,2.31674,2.04687,-4.5424,NA,NA,NA,-16.242,NA,NA,NA
158832,1.87122,1.39453,-4.5447,NA,NA,-4.187,NA,NA,NA,NA
159019,1.24525,1.5664,-3.89234,NA,NA,NA,-19.634,NA,NA,NA
159259,1.65503,2.38892,-5,NA,NA,NA,NA,NA,-31.472,NA
159408,2.49902,1.71707,-4.74722,NA,NA,-21.053,NA,NA,NA,NA
159794,2.14827,1.50159,-5,NA,NA,NA,-20.561,NA,NA,NA
159992,2.57962,1.13399,-5,NA,NA,NA,-48.383,NA,NA,NA
160138,2.15556,1.50659,-4.87272,NA,NA,-14.213,NA,NA,NA,NA
160361,1.7844,1.40505,-4.88417,NA,NA,NA,NA,NA,-19.395,NA
160506,1.48759,1.49438,-5,NA,NA,-19.141,NA,NA,NA,NA
160709,1.90142,1.98902,-5,NA,NA,-17.096,NA,NA,NA,NA
160837,0.772977,1.82313,-4.88886,NA,NA,NA,-41.179,NA,NA,NA
161107,1.82162,1.85233,-5,NA,NA,NA,-22.325,NA,NA,NA
161376,2.08402,1.64749,-4.27961,NA,NA,NA,NA,NA,-9.739,NA
161570,1.28413,1.54792,-4.25927,NA,NA,NA,NA,NA,NA,-43.957
161634,1.59631,1.45304,-3.67988,NA,NA,NA,-25.599,NA,NA,NA
161860,1.94531,2.08514,-4.73799,NA,NA,NA,-16.488,NA,NA,NA
162113,2.05401,1.7828,-5,NA,NA,NA,-18.025,NA,NA,NA
162269,1.43921,2.29581,-4.78785,NA,NA,NA,-27.062,NA,NA,NA
162429,1.81824,1.07744,-4.05422,NA,NA,-16.662,NA,NA,NA,NA
162797,1.81976,1.55145,-4.5058,NA,NA,NA,-19.233,NA,NA,NA
162943,1.09502,1.9395,-4.21704,NA,NA,-18.554,NA,NA,NA,NA
163083,1.53146,1.8393,-3.94031,NA,NA,NA,-13.25,NA,NA,NA
163241,1.86169,2.16883,-4.24149,NA,NA,NA,NA,NA,NA,-36.619
163578,1.5684,2.0876,-4.31769,NA,NA,-7.843,NA,NA,NA,NA
163716,2.05976,1.38454,-4.08984,NA,NA,NA,NA,NA,-14.333,NA
163909,1.72762,1.46574,-4.86505,NA,NA,NA,-15.456,NA,NA,NA
164056,1.06996,1.61293,-4.4413,NA,NA,NA,-20.974,NA,NA,NA
164381,1.79082,1.50382,-4.87581,NA,NA,NA,-23.849,NA,NA,NA
164494,2.22231,1.42873,-5,NA,NA,NA,-22.687,NA,NA,NA
164677,1.89915,1.17959,-4.71057,NA,NA,NA,NA,NA,-17.684,NA
164905,0.998427,1.53944,-4.63458,NA,NA,-26.127,NA,NA,NA,NA
165189,1.63471,1.80073,-4.60024,NA,NA,NA,-10.089,NA,NA,NA
165337,1.85459,1.2878,-4.52176,NA,NA,NA,-16.104,NA,NA,NA
165525,2.15871,1.86464,-5,NA,NA,-18.354,NA,NA,NA,NA
165643,1.84266,1.61914,-4.42848,NA,NA,-1.753,NA,NA,NA,NA
165986,1.69351,1.48362,-4.55071,NA,NA,-2.984,NA,NA,NA,NA
166052,1.31245,2.56032,-4.51017,NA,NA,-27.861,NA,NA,NA,NA
166349,2.47473,2.07452,-4.43349,NA,NA,-19.163,NA,NA,NA,NA
166554,1.49652,2.29764,-4.3142,NA,NA,NA,-17.547,NA,NA,NA
166762,1.68872,1.85645,-5,NA,NA,-15.489,NA,NA,NA,NA
166988,1.37276,1.62838,-4.02349,NA,NA,NA,-21.067,NA,NA,NA
167085,2.03324,1.24887,-5,NA,NA,-21.993,NA,NA,NA,NA
167397,1.83248,1.32123,-5,NA,NA,NA,NA,NA,-22.6,NA
167573,1.38211,2.10786,-4.95415,NA,NA,-21.72,NA,NA,NA,NA
167637,1.66524,1.43919,-4.09331,NA,NA,NA,NA,NA,NA,-36.037
167803,1.97499,1.5345,-4.53831,NA,NA,NA,NA,NA,NA,-25.856
168034,1.81523,1.90546,-4.81886,NA,NA,NA,NA,NA,-12.294,NA
168245,1.71893,1.11989,-4.64346,NA,NA,-17.55,NA,NA,NA,NA
168577,2.11767,1.30216,-4.76303,NA,NA,-15.546,NA,NA,NA,NA
168790,1.81499,1.06984,-4.03111,NA,NA,-15.916,NA,NA,NA,NA
168870,2.78187,1.24702,-4.60239,NA,NA,NA,-44.175,NA,NA,NA
169052,2.48704,1.87304,-4.48099,NA,NA,NA,NA,NA,-22.485,NA
169239,1.89084,2.1103,-4.75646,NA,NA,-13.04,NA,NA,NA,NA
169546,2.23117,2.00485,-4.64771,NA,NA,-12.934,NA,NA,NA,NA
169677,1.88051,1.70257,-4.02429,NA,NA,NA,NA,NA,-5.551,NA
169888,1.48315,2.19873,-4.25636,NA,NA,NA,NA,NA,-23.285,NA
170192,1.64282,1.56718,-5,NA,NA,-15.882,NA,NA,NA,NA
170373,1.57554,1.3657,-5,NA,NA,-19.288,NA,NA,NA,NA
170457,1.64236,1.62125,-4.12688,NA,NA,NA,-5.86,NA,NA,NA
170778,1.03504,1.93666,-4.11731,NA,NA,NA,-29.971,NA,NA,NA
170985,1.3052,1.2815,-4.22335,NA,NA,NA,-17.621,NA,NA,NA
171049,1.52599,1.60376,-4.28351,NA,NA,NA,NA,NA,-6.844,NA
171360,2.02833,1.98978,-5,NA,NA,NA,NA,NA,-23.474,NA
171459,2.01643,2.10905,-4.36531,NA,NA,-9.068,NA,NA,NA,NA
171765,1.87695,1.18134,-4.45833,NA,NA,NA,NA,NA,-13.475,NA
171820,2.16362,1.75418,-4.05163,NA,NA,-7.729,NA,NA,NA,NA
172033,1.91407,2.09289,-5,NA,NA,NA,NA,NA,-28.591,NA
172259,1.9211,1.47004,-4.92418,NA,NA,NA,NA,-30.557,NA,NA
172423,1.53859,2.32724,-5,NA,NA,NA,NA,NA,-26.531,NA
172669,2.33263,1.86346,-5,NA,NA,NA,NA,NA,-24.599,NA
172893,2.03353,2.13665,-5,NA,NA,NA,NA,NA,-21.401,NA
173081,1.14842,1.80946,-5,NA,NA,NA,NA,NA,-30.318,NA
173356,2.14437,1.83669,-4.89543,NA,NA,-14.986,NA,NA,NA,NA
173531,1.98681,1.34848,-5,NA,NA,-19.221,NA,NA,NA,NA
173755,1.76689,1.56641,-5,NA,NA,-15.073,NA,NA,NA,NA
173939,1.37138,1.59622,-5,NA,NA,-20.206,NA,NA,NA,NA
174191,1.4545,1.66857,-4.61133,NA,NA,NA,-13.963,NA,NA,NA
174309,2.37456,1.04242,-5,NA,NA,NA,NA,NA,-37.089,NA
174549,2.54215,1.90998,-4.84394,NA,NA,NA,NA,NA,-28.789,NA
174685,2.70056,2.69449,-4.37993,NA,NA,NA,NA,NA,-49.919,NA
174913,1.9077,2.49462,-5,NA,NA,NA,-32.607,NA,NA,NA
175040,2.35083,2.33557,-4.31149,NA,NA,NA,NA,NA,-27.603,NA
175266,1.09364,1.91966,-4.14328,NA,NA,NA,NA,-31.626,NA,NA
175489,1.5632,1.55407,-3.97394,NA,NA,-5.71,NA,NA,NA,NA
175753,1.87374,2.01394,-5,NA,NA,-16.788,NA,NA,NA,NA
175987,1.33453,1.59916,-4.00658,NA,NA,-10.082,NA,NA,NA,NA
176188,1.30579,1.42198,-4.12433,NA,NA,-11.281,NA,NA,NA,NA
176229,1.47321,1.26786,-4.3701,NA,NA,-10.882,NA,NA,NA,NA
176542,1.04753,1.78495,-5,NA,NA,NA,NA,NA,-39.098,NA
176710,1.24691,1.76875,-5,NA,NA,-23.911,NA,NA,NA,NA
176910,2.13175,1.87956,-5,NA,NA,-18.409,NA,NA,NA,NA
177157,1.7903,1.73096,-4.39775,NA,NA,NA,NA,NA,-10.013,NA
177379,1.66909,1.9239,-4.95855,NA,NA,NA,NA,NA,-17.293,NA
177428,1.97773,1.72741,-4.49063,NA,-45.659,NA,NA,NA,NA,NA
177640,1.77479,2.09908,-5,NA,NA,NA,NA,NA,-19.416,NA
177895,2.02856,0.903167,-3.95151,NA,NA,NA,NA,NA,-41.832,NA
178093,1.87816,1.03699,-4.51607,NA,NA,-16.109,NA,NA,NA,NA
178328,2.07036,1.34497,-4.13782,NA,NA,NA,-13.644,NA,NA,NA
178525,1.50714,1.60521,-5,NA,NA,-17.308,NA,NA,NA,NA
178689,1.74584,2.18312,-5,NA,NA,-19.836,NA,NA,NA,NA
178876,2.03116,1.89978,-5,NA,NA,NA,NA,NA,-21,NA
179015,2.21412,2.20226,-4.72851,NA,NA,NA,-20.889,NA,NA,NA
179261,2.04055,1.16707,-5,NA,NA,-25.634,NA,NA,NA,NA
179555,1.97007,1.63456,-5,NA,NA,-16.491,NA,NA,NA,NA
179794,1.91491,1.7663,-5,NA,NA,NA,-21.911,NA,NA,NA
179965,2.70829,2.19653,-5,NA,NA,NA,-39.495,NA,NA,NA
180121,1.71623,1.59801,-4.28534,NA,NA,NA,-11.577,NA,NA,NA
180203,1.15115,1.87326,-5,NA,NA,-26.678,NA,NA,NA,NA
180582,2.08228,2.13548,-4.98317,NA,NA,-20.549,NA,NA,NA,NA
180672,1.34409,2.05438,-4.53864,NA,NA,-13.092,NA,NA,NA,NA
180905,1.42695,1.58113,-4.67962,NA,NA,NA,NA,NA,-12.752,NA
181052,2.58347,2.78533,-5,NA,NA,NA,NA,-74.183,NA,NA
181253,1.55659,1.49319,-4.67823,NA,NA,NA,NA,NA,-10.927,NA
181490,1.63265,0.942026,-4.02211,NA,NA,NA,NA,NA,-41.079,NA
181800,2.06281,1.66676,-4.04324,NA,NA,NA,NA,NA,-18.243,NA
181851,2.16873,1.4382,-4.84149,NA,NA,NA,-17.221,NA,NA,NA
182122,2.24672,2.34229,-4.66008,NA,NA,NA,NA,NA,-31.986,NA
182269,0.911088,1.60966,-4.10222,NA,NA,NA,NA,NA,-28.299,NA
182445,1.46686,1.8205,-4.99467,NA,NA,NA,NA,NA,-21.361,NA
182673,1.56777,2.22344,-5,NA,NA,NA,-23.541,NA,NA,NA
182924,2.0672,1.41037,-4.54981,NA,NA,NA,NA,NA,-16.374,NA
183069,1.70273,2.25178,-3.8158,NA,NA,NA,NA,NA,-26.002,NA
183371,2.22906,1.7685,-4.98069,NA,NA,-18.277,NA,NA,NA,NA
183592,1.75364,1.72209,-5,NA,NA,NA,-17.559,NA,NA,NA
183729,2.32303,1.49928,-3.96292,NA,NA,NA,-21.296,NA,NA,NA
183873,1.84407,2.14077,-3.80246,NA,NA,NA,-18.508,NA,NA,NA
184151,1.27663,2.81064,-4.85824,NA,NA,-44.272,NA,NA,NA,NA
184216,1.77552,1.79644,-4.25113,NA,NA,NA,NA,NA,-3.831,NA
184478,1.90044,2.36742,-4.38718,NA,NA,-15.192,NA,NA,NA,NA
184735,1.46895,1.65619,-4.53404,NA,NA,NA,NA,NA,-7.178,NA
184993,1.70541,1.50805,-3.98214,NA,NA,NA,-14.252,NA,NA,NA
185159,2.16063,2.14404,-5,NA,NA,-22.686,NA,NA,NA,NA
185386,1.45039,1.51859,-3.7973,NA,NA,-13.409,NA,NA,NA,NA
185585,2.25531,1.3327,-4.85332,NA,NA,-18.058,NA,NA,NA,NA
185603,1.19976,2.57106,-4.31757,NA,NA,NA,NA,-43.045,NA,NA
185888,1.35319,2.1358,-4.00535,NA,NA,NA,NA,NA,NA,-30.372
186194,1.27446,1.81395,-4.72846,NA,NA,NA,NA,NA,-25.194,NA
186292,2.19117,1.42059,-4.60333,NA,NA,NA,NA,NA,-14.549,NA
186569,1.6596,2.28437,-5,NA,NA,NA,NA,NA,-34.172,NA
186646,2.27277,1.63541,-5,NA,NA,-19.819,NA,NA,NA,NA
186979,1.96894,1.45138,-4.50984,NA,NA,-3.883,NA,NA,NA,NA
187063,2.01509,1.04139,-3.76226,NA,NA,NA,-31.375,NA,NA,NA
187278,1.97237,1.99535,-3.49389,NA,NA,-24.588,NA,NA,NA,NA
187408,1.66071,1.30595,-4.67251,NA,NA,NA,-13.738,NA,NA,NA
187736,1.34617,1.47272,-4.04854,NA,NA,NA,NA,NA,-12.005,NA
187922,1.91457,1.70065,-4.92991,NA,NA,-12.293,NA,NA,NA,NA
188126,1.41446,1.65957,-5,NA,NA,NA,-22.7,NA,NA,NA
188400,1.26641,1.37779,-5,NA,NA,-26.349,NA,NA,NA,NA
188495,1.31287,1.19566,-5,NA,NA,-32.172,NA,NA,NA,NA
188710,2.21218,1.53446,-5,NA,NA,-19.025,NA,NA,NA,NA
188961,1.85458,1.91513,-5,NA,NA,NA,-18.252,NA,NA,NA
189071,1.85628,1.81283,-4.94538,NA,NA,NA,NA,NA,-25.075,NA
189338,1.85317,1.9507,-5,NA,NA,NA,NA,-37.559,NA,NA
189582,1.13695,2.06148,-4.56076,NA,NA,NA,NA,NA,-23.09,NA
189668,2.20388,1.56961,-5,NA,NA,-19.235,NA,NA,NA,NA
189972,2.47497,1.05366,-4.6401,NA,NA,-30.172,NA,NA,NA,NA
190009,1.39286,1.66054,-4.07254,NA,NA,NA,NA,NA,-9.082,NA
190275,2.8902,1.9252,-4.54007,NA,NA,-34.553,NA,NA,NA,NA
190481,1.98448,1.66703,-5,NA,NA,-15.367,NA,NA,NA,NA
190673,1.5184,2.73934,-5,NA,NA,-40.617,NA,NA,NA,NA
190882,2.1237,1.97449,-4.76738,NA,NA,NA,NA,NA,-15.071,NA
191114,1.89621,1.27009,-3.54875,NA,NA,NA,-33.872,NA,NA,NA
191231,2.04839,1.49643,-5,NA,NA,-17.409,NA,NA,NA,NA
191535,3.0186,1.85753,-5,NA,NA,-48.553,NA,NA,NA,NA
191745,1.98358,1.31329,-4.59725,NA,NA,-8.226,NA,NA,NA,NA
191823,1.48336,1.1424,-4.00071,NA,NA,NA,NA,NA,-18.596,NA
192104,1.73069,1.14491,-3.81767,NA,NA,NA,-31.363,NA,NA,NA
192340,2.02186,1.34383,-3.91043,NA,NA,NA,NA,NA,-18.017,NA
192545,2.021,1.97431,-5,NA,NA,NA,NA,-31.756,NA,NA
192777,1.70848,1.42599,-4.33787,NA,NA,-1.303,NA,NA,NA,NA
192975,2.13128,1.89174,-4.79323,NA,NA,NA,-14.601,NA,NA,NA
193063,2.16798,2.24978,-4.34389,NA,NA,-14.648,NA,NA,NA,NA
193295,2.3416,1.98387,-4.58201,NA,NA,-14.175,NA,NA,NA,NA
193408,2.07723,1.79928,-5,NA,NA,-17.561,NA,NA,NA,NA
193778,1.75752,2.07021,-4.7283,NA,NA,NA,-18.683,NA,NA,NA
193959,1.67,1.20967,-4.62657,NA,NA,-10.905,NA,NA,NA,NA
194026,2.22488,1.17187,-5,NA,NA,NA,NA,NA,NA,-44.518
194363,2.39851,2.38526,-4.15881,NA,NA,-24.862,NA,NA,NA,NA
194497,1.70671,1.97546,-4.26148,NA,NA,-5.473,NA,NA,NA,NA
194625,1.71703,2.1973,-4.95663,NA,NA,-19.846,NA,NA,NA,NA
194930,2.63924,2.2286,-5,NA,NA,-36.95,NA,NA,NA,NA
195111,1.83685,1.37972,-4.92806,NA,NA,NA,NA,NA,-18.136,NA
195377,0.940784,1.5581,-4.65801,NA,NA,NA,NA,NA,-31.144,NA
195425,1.93996,1.69887,-5,NA,NA,NA,-18.273,NA,NA,NA
195682,1.82501,2.2647,-4.16343,NA,NA,-12.462,NA,NA,NA,NA
195925,1.30415,2.08496,-4.16793,NA,NA,NA,-21.758,NA,NA,NA
196024,1.55679,2.05154,-4.09872,NA,NA,NA,-12.186,NA,NA,NA
196222,1.75794,2.12398,-4.24861,NA,NA,NA,NA,NA,-11.618,NA
196490,1.86729,1.76158,-4.20938,NA,NA,-1.587,NA,NA,NA,NA
196714,1.39371,1.08121,-4.21384,NA,NA,-20.708,NA,NA,NA,NA
196996,1.04878,1.99701,-4.03657,NA,NA,-21.655,NA,NA,NA,NA
197043,1.33645,1.70166,-4.62322,NA,NA,NA,NA,-27.773,NA,NA
197253,1.17573,1.73657,-4.95544,NA,NA,-23.573,NA,NA,NA,NA
197568,1.92111,1.93756,-4.86085,NA,NA,-12.438,NA,NA,NA,NA
197778,2.10033,1.9734,-5,NA,NA,NA,NA,NA,-19.308,NA
197893,1.2184,1.78159,-5,NA,NA,-25.151,NA,NA,NA,NA
198025,2.30649,1.92772,-4.03054,NA,NA,-14.4,NA,NA,NA,NA
198380,1.9814,2.11883,-4.81557,NA,NA,-15.306,NA,NA,NA,NA
198509,1.4429,1.40059,-4.44737,NA,NA,-6.441,NA,NA,NA,NA
198603,2.01648,0.987337,-4.87292,NA,NA,NA,NA,NA,-30.478,NA
198866,1.68081,2.2007,-3.28691,NA,NA,-37.859,NA,NA,NA,NA
199035,1.71615,1.7073,-4.1044,NA,NA,NA,-5.634,NA,NA,NA
199218,1.6247,2.32736,-5,NA,NA,NA,-27.056,NA,NA,NA
199514,1.42365,2.14239,-5,NA,NA,-22.364,NA,NA,NA,NA
199771,2.64319,1.71226,-4.38852,NA,NA,NA,-29.733,NA,NA,NA
200000,1.69553,1.89524,-5,NA,NA,NA,NA,NA,NA,-35.322
