id,x0,x1,x2,fitness8,fitness9,fitness8.5,fitness7.5,fitness6.5,fitness7,fitness9.5,fitness10
129414,7.72015,8.35961,8.14079,NA,0.622,NA,NA,NA,NA,NA,NA
129791,7.23777,7.99648,8.0352,NA,NA,NA,0.913,NA,NA,NA,NA
129914,7.58034,7.44173,8.28708,NA,NA,0.836,NA,NA,NA,NA,NA
130066,6.88221,7.93306,8.24859,NA,NA,NA,0.756,NA,NA,NA,NA
130381,6.63765,8.08321,7.50222,NA,NA,NA,0.718,NA,NA,NA,NA
130575,7.7798,7.9721,7.85891,NA,NA,NA,0.968,NA,NA,NA,NA
130672,8.11167,7.59677,7.67759,NA,NA,0.822,NA,NA,NA,NA,NA
130813,8.4036,7.48209,8.31565,NA,NA,NA,0.832,NA,NA,NA,NA
131084,8.46139,7.54039,7.86806,NA,NA,NA,0.884,NA,NA,NA,NA
131315,7.85521,8.47884,7.52301,NA,NA,NA,NA,0.69,NA,NA,NA
131443,7.74422,7.90356,7.34883,NA,NA,NA,NA,NA,0.905,NA,NA
131737,8.25219,8.07414,8.06195,NA,0.68,NA,NA,NA,NA,NA,NA
131989,7.13549,8.4702,6.93805,NA,NA,0.644,NA,NA,NA,NA,NA
132068,7.75791,7.98101,7.61748,NA,0.778,NA,NA,NA,NA,NA,NA
132272,7.6413,8.81529,6.75206,0.567,NA,NA,NA,NA,NA,NA,NA
132547,7.91607,7.53022,6.57482,NA,NA,NA,0.728,NA,NA,NA,NA
132602,7.17521,8.09385,6.7992,NA,NA,0.636,NA,NA,NA,NA,NA
132875,8.20596,7.78796,7.37487,NA,NA,NA,NA,NA,NA,0.607,NA
133103,7.71768,6.50088,7.4119,0.678,NA,NA,NA,NA,NA,NA,NA
133243,7.55824,7.90194,7.22049,0.935,NA,NA,NA,NA,NA,NA,NA
133430,8.98153,7.67964,7.49023,NA,NA,NA,0.727,NA,NA,NA,NA
133612,8.54286,7.1907,8.74398,NA,NA,NA,0.618,NA,NA,NA,NA
133828,8.13816,8.6949,8.17961,NA,NA,0.613,NA,NA,NA,NA,NA
134170,7.8744,7.60191,7.21349,NA,NA,NA,0.932,NA,NA,NA,NA
134239,8.52709,8.46948,7.04727,NA,NA,NA,0.686,NA,NA,NA,NA
134493,7.98657,8.29238,7.74904,NA,NA,NA,0.919,NA,NA,NA,NA
134616,7.54605,9.0288,7.73546,NA,NA,NA,NA,NA,0.595,NA,NA
134831,7.93323,8.26453,6.6989,0.691,NA,NA,NA,NA,NA,NA,NA
135151,7.18906,7.71952,7.08117,NA,NA,NA,0.856,NA,NA,NA,NA
135222,7.13798,8.1608,7.3601,0.846,NA,NA,NA,NA,NA,NA,NA
135409,7.20844,8.42163,7.05209,0.726,NA,NA,NA,NA,NA,NA,NA
135627,7.58796,7.60337,8.39063,0.898,NA,NA,NA,NA,NA,NA,NA
135924,7.75758,7.03069,8.19858,NA,NA,NA,0.823,NA,NA,NA,NA
136046,7.1857,8.50693,7.55409,NA,NA,NA,NA,NA,0.701,NA,NA
136292,6.96674,8.93616,7.22029,NA,NA,0.529,NA,NA,NA,NA,NA
136468,7.27474,7.78643,7.79711,NA,0.754,NA,NA,NA,NA,NA,NA
136611,7.66459,8.02762,8.34193,NA,NA,NA,NA,NA,0.781,NA,NA
136882,7.84152,7.01042,8.23281,0.797,NA,NA,NA,NA,NA,NA,NA
137029,7.96229,7.18893,8.37207,NA,NA,NA,0.836,NA,NA,NA,NA
137291,8.00072,6.62132,8.52469,NA,NA,NA,0.629,NA,NA,NA,NA
137494,7.28729,7.16071,7.45016,NA,NA,0.824,NA,NA,NA,NA,NA
137732,7.11154,7.1767,8.28884,0.781,NA,NA,NA,NA,NA,NA,NA
137912,7.84535,7.04088,8.55857,NA,NA,NA,0.775,NA,NA,NA,NA
138138,7.43707,7.22263,7.62461,NA,NA,NA,0.9,NA,NA,NA,NA
138324,7.55864,7.44371,7.67469,NA,NA,NA,0.972,NA,NA,NA,NA
138505,8.67726,8.16527,7.49946,NA,NA,NA,0.785,NA,NA,NA,NA
138790,8.18431,7.98269,7.87349,NA,NA,NA,0.919,NA,NA,NA,NA
138980,7.3734,8.11038,6.99481,NA,NA,NA,NA,NA,0.747,NA,NA
139080,8.4925,7.92788,7.27972,NA,NA,NA,NA,NA,0.683,NA,NA
139248,7.75711,7.24531,7.17047,NA,NA,NA,0.863,NA,NA,NA,NA
139436,8.11909,7.21674,7.745,NA,NA,NA,NA,0.67,NA,NA,NA
139672,7.68084,7.93938,7.89607,NA,NA,NA,NA,NA,0.894,NA,NA
139819,7.54481,8.95461,8.94442,NA,NA,NA,NA,NA,0.474,NA,NA
140067,7.4248,8.47199,8.28224,NA,NA,NA,0.772,NA,NA,NA,NA
140221,7.33527,8.21955,7.42158,NA,NA,NA,0.867,NA,NA,NA,NA
140555,7.51717,7.28595,8.23953,NA,NA,0.782,NA,NA,NA,NA,NA
140618,7.2842,7.80475,7.10418,NA,0.656,NA,NA,NA,NA,NA,NA
140986,7.68063,9.0863,7.2011,NA,NA,0.543,NA,NA,NA,NA,NA
141165,8.49906,8.43371,7.37705,NA,NA,NA,0.753,NA,NA,NA,NA
141288,7.12334,8.47451,7.83695,NA,NA,NA,0.813,NA,NA,NA,NA
141577,7.78527,8.62883,8.26259,0.777,NA,NA,NA,NA,NA,NA,NA
141734,7.32968,7.86607,7.72301,NA,NA,0.897,NA,NA,NA,NA,NA
141822,7.75628,7.38398,7.07544,NA,NA,NA,0.891,NA,NA,NA,NA
142192,7.88104,7.31196,6.94746,NA,NA,NA,NA,NA,0.68,NA,NA
142246,7.84558,6.55799,6.9121,NA,NA,NA,0.589,NA,NA,NA,NA
142520,8.19207,7.31403,7.87241,0.913,NA,NA,NA,NA,NA,NA,NA
142749,8.49225,7.86839,7.5975,0.863,NA,NA,NA,NA,NA,NA,NA
142916,7.43822,7.14312,8.10709,NA,NA,NA,NA,NA,0.783,NA,NA
143194,6.92874,8.74415,8.89152,0.481,NA,NA,NA,NA,NA,NA,NA
143246,7.01802,8.20153,6.92051,NA,NA,NA,0.695,NA,NA,NA,NA
143487,6.65746,7.68275,7.87956,NA,NA,0.65,NA,NA,NA,NA,NA
143719,7.00577,8.47704,7.99682,0.771,NA,NA,NA,NA,NA,NA,NA
143817,8.30537,8.47232,8.54142,0.674,NA,NA,NA,NA,NA,NA,NA
144008,6.96103,8.44824,7.79048,NA,NA,0.677,NA,NA,NA,NA,NA
144303,7.13132,7.78869,7.15019,NA,NA,0.767,NA,NA,NA,NA,NA
144406,7.90529,8.87407,7.31652,NA,NA,NA,0.74,NA,NA,NA,NA
144648,7.89952,8.21397,7.14394,NA,NA,NA,NA,NA,0.808,NA,NA
144990,8.57051,7.70888,7.85555,NA,NA,NA,NA,0.598,NA,NA,NA
145157,8.46047,7.27035,6.40753,NA,NA,NA,0.535,NA,NA,NA,NA
145311,9.2007,6.59159,7.77859,NA,NA,NA,0.448,NA,NA,NA,NA
145446,8.81956,7.32144,8.37058,0.674,NA,NA,NA,NA,NA,NA,NA
145661,8.2004,7.6285,6.74222,NA,NA,NA,0.749,NA,NA,NA,NA
145908,8.67626,7.28427,8.45796,0.704,NA,NA,NA,NA,NA,NA,NA
146190,7.86073,7.60997,9.14427,NA,NA,NA,0.707,NA,NA,NA,NA
146314,7.8678,7.18347,8.26577,0.876,NA,NA,NA,NA,NA,NA,NA
146599,7.91032,7.91393,9.05612,NA,NA,NA,0.714,NA,NA,NA,NA
146761,8.05093,7.63923,8.49194,NA,NA,0.708,NA,NA,NA,NA,NA
146826,8.37894,7.09588,8.43068,0.707,NA,NA,NA,NA,NA,NA,NA
147034,8.19573,8.10084,8.86467,0.713,NA,NA,NA,NA,NA,NA,NA
147342,7.86817,6.99109,7.55683,NA,NA,NA,0.878,NA,NA,NA,NA
147573,8.18359,7.65351,7.80626,NA,0.724,NA,NA,NA,NA,NA,NA
147656,9.03719,7.61779,8.36336,NA,NA,NA,0.664,NA,NA,NA,NA
147891,8.72172,7.55411,6.93626,0.696,NA,NA,NA,NA,NA,NA,NA
148070,8.94528,7.82862,7.30441,0.727,NA,NA,NA,NA,NA,NA,NA
148307,7.03427,7.79986,8.12109,0.865,NA,NA,NA,NA,NA,NA,NA
148511,7.2769,8.11073,7.98644,NA,NA,NA,0.909,NA,NA,NA,NA
148674,7.84873,7.40954,8.55899,NA,NA,NA,NA,NA,0.767,NA,NA
148945,6.99623,8.37649,7.901,NA,NA,NA,0.785,NA,NA,NA,NA
149136,7.7965,7.26933,7.80058,NA,0.735,NA,NA,NA,NA,NA,NA
149270,7.27572,7.80457,7.5075,0.91,NA,NA,NA,NA,NA,NA,NA
149594,7.18396,8.01582,7.1243,0.814,NA,NA,NA,NA,NA,NA,NA
149716,6.57295,8.36691,7.3758,0.641,NA,NA,NA,NA,NA,NA,NA
149914,8.13957,7.29678,8.2284,NA,NA,NA,0.848,NA,NA,NA,NA
150112,8.85664,7.73683,7.31499,NA,NA,NA,0.756,NA,NA,NA,NA
150305,7.80858,7.82522,8.16477,NA,NA,NA,NA,NA,0.891,NA,NA
150593,8.17872,6.80776,7.94755,0.751,NA,NA,NA,NA,NA,NA,NA
150686,7.92104,7.00354,7.79856,0.88,NA,NA,NA,NA,NA,NA,NA
150839,7.69326,6.75334,7.95326,0.777,NA,NA,NA,NA,NA,NA,NA
151135,7.28303,7.01239,8.4552,0.753,NA,NA,NA,NA,NA,NA,NA
151364,8.01185,7.50456,8.50993,NA,NA,0.717,NA,NA,NA,NA,NA
151415,7.13331,7.947,6.79409,0.699,NA,NA,NA,NA,NA,NA,NA
151609,7.77491,7.61019,7.33373,0.959,NA,NA,NA,NA,NA,NA,NA
151886,6.86101,6.8295,6.80145,0.487,NA,NA,NA,NA,NA,NA,NA
152176,7.42052,8.01548,8.46173,0.826,NA,NA,NA,NA,NA,NA,NA
152306,8.05062,7.42219,8.13064,NA,NA,NA,0.924,NA,NA,NA,NA
152430,7.99409,7.5377,7.11184,0.879,NA,NA,NA,NA,NA,NA,NA
152655,7.74712,8.03816,7.36339,NA,NA,NA,0.952,NA,NA,NA,NA
152899,7.10701,8.42673,7.81485,0.776,NA,NA,NA,NA,NA,NA,NA
153126,6.93215,8.1719,8.78019,0.641,NA,NA,NA,NA,NA,NA,NA
153233,7.46295,9.39344,8.00589,0.601,NA,NA,NA,NA,NA,NA,NA
153489,7.66512,8.95547,7.83651,NA,NA,NA,NA,NA,0.705,NA,NA
153685,8.35412,8.32098,7.6501,NA,NA,NA,NA,NA,0.768,NA,NA
153839,7.58061,8.48638,7.76944,0.884,NA,NA,NA,NA,NA,NA,NA
154020,7.49906,7.89034,7.9551,NA,NA,NA,0.969,NA,NA,NA,NA
154292,8.58701,7.58915,7.29224,NA,NA,NA,0.826,NA,NA,NA,NA
154463,7.73207,8.08066,7.17172,NA,NA,NA,NA,NA,0.807,NA,NA
154659,9.00456,7.6168,7.65555,NA,NA,0.64,NA,NA,NA,NA,NA
154821,7.58968,7.59783,7.14554,0.914,NA,NA,NA,NA,NA,NA,NA
155112,7.83422,8.50462,7.74506,NA,NA,NA,0.874,NA,NA,NA,NA
155351,7.11125,8.90337,7.23226,NA,NA,NA,0.628,NA,NA,NA,NA
155499,8.01526,8.90678,6.96481,NA,NA,NA,NA,NA,0.548,NA,NA
155726,8.27055,8.07415,8.42819,NA,NA,NA,0.818,NA,NA,NA,NA
155947,8.21224,8.26822,7.05448,0.793,NA,NA,NA,NA,NA,NA,NA
156118,7.92607,7.91207,6.63618,NA,NA,NA,0.75,NA,NA,NA,NA
156366,8.4358,7.55711,7.01512,NA,NA,NA,NA,NA,0.749,NA,NA
156448,7.73728,6.91842,8.15836,NA,NA,NA,NA,NA,0.78,NA,NA
156692,8.00565,7.52161,7.37932,NA,NA,NA,0.921,NA,NA,NA,NA
156968,8.46109,8.11406,7.43112,NA,NA,NA,NA,NA,0.676,NA,NA
157184,7.88366,6.76058,7.49999,NA,NA,NA,0.783,NA,NA,NA,NA
157259,7.29112,6.37433,7.32144,0.6,NA,NA,NA,NA,NA,NA,NA
157545,7.09899,7.66508,7.32004,NA,NA,NA,0.871,NA,NA,NA,NA
157724,7.56982,7.87616,6.80141,NA,NA,NA,0.819,NA,NA,NA,NA
157814,7.77956,8.39533,8.10229,0.85,NA,NA,NA,NA,NA,NA,NA
158016,7.78627,8.15132,7.28094,NA,NA,0.827,NA,NA,NA,NA,NA
158391,7.56691,9.11432,7.60163,NA,NA,0.608,NA,NA,NA,NA,NA
158490,7.97205,8.05752,7.89509,NA,0.709,NA,NA,NA,NA,NA,NA
158608,8.25852,8.14465,8.41758,NA,0.594,NA,NA,NA,NA,NA,NA
158922,7.85813,8.12258,8.0235,NA,NA,0.861,NA,NA,NA,NA,NA
159042,7.27727,7.79039,8.80052,NA,0.584,NA,NA,NA,NA,NA,NA
159272,7.25569,8.23837,8.23658,NA,NA,NA,NA,NA,0.78,NA,NA
159526,7.73083,8.078,8.26856,NA,NA,NA,0.886,NA,NA,NA,NA
159670,7.90283,8.48002,7.97688,0.824,NA,NA,NA,NA,NA,NA,NA
159890,8.30733,7.75998,7.73156,NA,NA,0.864,NA,NA,NA,NA,NA
160100,8.08311,6.97265,7.72286,0.814,NA,NA,NA,NA,NA,NA,NA
160387,7.95013,8.4447,7.39237,NA,NA,NA,0.86,NA,NA,NA,NA
160548,7.63267,8.40932,8.00553,NA,NA,NA,0.882,NA,NA,NA,NA
160626,8.50897,7.22421,6.75127,NA,NA,NA,0.604,NA,NA,NA,NA
160986,7.29038,8.0283,7.31283,NA,NA,NA,NA,NA,0.835,NA,NA
161084,7.30802,7.68537,7.00043,NA,NA,NA,NA,0.531,NA,NA,NA
161393,7.51323,7.7467,7.95116,NA,NA,NA,0.973,NA,NA,NA,NA
161598,6.70299,7.38698,6.88547,NA,NA,NA,0.626,NA,NA,NA,NA
161649,8.06651,8.22217,7.70761,NA,NA,NA,0.922,NA,NA,NA,NA
161955,7.1856,7.45398,7.79804,NA,NA,NA,0.926,NA,NA,NA,NA
162001,7.0035,7.22262,7.49998,NA,NA,NA,0.834,NA,NA,NA,NA
162291,8.45876,7.80634,8.20754,0.812,NA,NA,NA,NA,NA,NA,NA
162418,7.41567,7.43402,7.94738,NA,NA,NA,0.942,NA,NA,NA,NA
162800,7.22615,7.89062,7.38701,NA,NA,NA,0.909,NA,NA,NA,NA
162989,8.12103,7.99407,8.20736,NA,NA,0.742,NA,NA,NA,NA,NA
163151,7.76843,7.88947,8.55797,0.852,NA,NA,NA,NA,NA,NA,NA
163315,7.83963,8.3981,7.79907,NA,NA,NA,NA,NA,0.825,NA,NA
163460,7.26096,7.97337,7.76909,0.94,NA,NA,NA,NA,NA,NA,NA
163637,6.18472,7.16898,7.99864,0.518,NA,NA,NA,NA,NA,NA,NA
163901,7.33159,8.21796,7.89786,NA,0.711,NA,NA,NA,NA,NA,NA
164156,8.19135,7.74465,8.32089,NA,0.7,NA,NA,NA,NA,NA,NA
164377,7.4521,8.41817,8.19475,NA,NA,NA,0.849,NA,NA,NA,NA
164580,8.89066,7.96553,6.88092,NA,NA,NA,NA,NA,0.564,NA,NA
164730,8.40042,7.63398,6.91554,0.77,NA,NA,NA,NA,NA,NA,NA
164959,8.4548,7.1645,7.37869,NA,NA,NA,NA,0.5,NA,NA,NA
165016,7.68378,7.76496,7.88364,0.974,NA,NA,NA,NA,NA,NA,NA
165287,7.53119,7.37879,7.4073,NA,NA,0.797,NA,NA,NA,NA,NA
165413,8.01865,7.64048,7.2942,NA,NA,0.872,NA,NA,NA,NA,NA
165620,8.92207,8.20641,7.1758,NA,NA,NA,0.657,NA,NA,NA,NA
165980,7.49625,8.56299,7.79882,NA,NA,NA,0.835,NA,NA,NA,NA
166148,8.69583,7.6391,8.26489,NA,NA,0.7,NA,NA,NA,NA,NA
166333,8.95986,7.06899,7.17611,NA,NA,NA,0.599,NA,NA,NA,NA
166487,8.35222,7.47102,7.4467,NA,NA,NA,0.897,NA,NA,NA,NA
166660,8.32085,8.42969,7.75565,0.826,NA,NA,NA,NA,NA,NA,NA
166883,9.79925,8.08322,7.48881,0.524,NA,NA,NA,NA,NA,NA,NA
167162,8.10321,7.875,6.9763,NA,NA,NA,0.839,NA,NA,NA,NA
167269,8.64936,7.79377,8.31389,0.756,NA,NA,NA,NA,NA,NA,NA
167526,7.32579,7.96382,7.68953,NA,NA,NA,0.953,NA,NA,NA,NA
167654,6.72412,7.17966,8.05369,NA,NA,0.589,NA,NA,NA,NA,NA
167911,8.72027,7.8493,7.09006,NA,NA,0.644,NA,NA,NA,NA,NA
168118,7.668,8.14367,8.28877,0.895,NA,NA,NA,NA,NA,NA,NA
168215,7.97816,9.03795,7.85512,NA,NA,NA,NA,NA,0.658,NA,NA
168514,7.19549,7.41019,7.16097,NA,NA,NA,NA,NA,0.718,NA,NA
168766,8.10633,7.9168,6.93669,0.812,NA,NA,NA,NA,NA,NA,NA
168849,7.83716,8.13484,6.85805,NA,0.58,NA,NA,NA,NA,NA,NA
169074,7.46606,8.16221,6.82862,0.744,NA,NA,NA,NA,NA,NA,NA
169270,7.43712,7.53378,7.65294,NA,NA,0.878,NA,NA,NA,NA,NA
169460,8.22676,8.35221,7.61715,NA,NA,NA,0.867,NA,NA,NA,NA
169660,7.65427,8.4214,8.41795,NA,NA,NA,NA,NA,0.734,NA,NA
169863,8.1392,7.68548,8.30973,0.872,NA,NA,NA,NA,NA,NA,NA
170039,7.60294,7.64332,8.45744,0.895,NA,NA,NA,NA,NA,NA,NA
170330,7.72397,7.97269,7.86457,NA,NA,NA,NA,0.786,NA,NA,NA
170453,7.57539,6.61576,7.13615,NA,NA,NA,NA,NA,0.626,NA,NA
170688,8.17277,7.14964,8.17768,0.837,NA,NA,NA,NA,NA,NA,NA
170887,7.99844,6.80545,8.73382,0.622,NA,NA,NA,NA,NA,NA,NA
171159,8.1123,7.78496,8.19939,NA,NA,0.861,NA,NA,NA,NA,NA
171292,8.20424,7.56643,8.72306,0.745,NA,NA,NA,NA,NA,NA,NA
171591,8.19629,7.85855,9.63748,NA,NA,NA,0.53,NA,NA,NA,NA
171772,8.28808,7.1538,8.38141,NA,NA,NA,0.782,NA,NA,NA,NA
171933,8.84171,8.25265,6.84105,NA,NA,NA,0.585,NA,NA,NA,NA
172089,8.95658,7.51184,7.86967,NA,NA,NA,0.753,NA,NA,NA,NA
172263,8.72162,8.02605,8.26007,NA,NA,NA,NA,NA,0.696,NA,NA
172508,8.30244,7.67916,7.93034,NA,0.713,NA,NA,NA,NA,NA,NA
172612,8.24111,7.56618,7.16624,NA,NA,0.768,NA,NA,NA,NA,NA
172966,7.54104,7.93241,8.16391,NA,NA,NA,NA,NA,0.794,NA,NA
173163,8.94645,8.0325,7.35083,NA,NA,0.648,NA,NA,NA,NA,NA
173399,7.06339,6.69366,7.8596,0.687,NA,NA,NA,NA,NA,NA,NA
173403,7.12392,7.47704,7.23079,NA,NA,0.788,NA,NA,NA,NA,NA
173697,7.94469,7.16888,7.83934,NA,NA,NA,0.921,NA,NA,NA,NA
173908,8.4985,7.34415,8.23661,0.797,NA,NA,NA,NA,NA,NA,NA
174119,8.10142,6.78794,7.19543,NA,NA,NA,0.737,NA,NA,NA,NA
174384,8.22332,7.91131,8.31731,NA,NA,NA,0.864,NA,NA,NA,NA
174493,7.40165,7.50773,8.37827,NA,NA,NA,0.889,NA,NA,NA,NA
174676,7.09853,8.0242,8.15376,0.826,NA,NA,NA,NA,NA,NA,NA
174931,7.24418,7.16356,8.08608,0.819,NA,NA,NA,NA,NA,NA,NA
175068,7.43945,7.04525,7.96978,NA,NA,NA,0.855,NA,NA,NA,NA
175372,8.41749,7.07343,7.89561,0.796,NA,NA,NA,NA,NA,NA,NA
175476,7.14871,7.34609,7.7103,0.867,NA,NA,NA,NA,NA,NA,NA
175788,8.32651,7.42981,7.37316,0.885,NA,NA,NA,NA,NA,NA,NA
175954,8.41493,7.84321,7.37506,NA,NA,NA,NA,NA,0.808,NA,NA
176171,9.12255,7.50587,8.48359,NA,NA,NA,NA,NA,0.533,NA,NA
176258,7.9571,8.26135,7.44429,0.894,NA,NA,NA,NA,NA,NA,NA
176453,7.81889,7.73567,6.29369,NA,NA,NA,0.615,NA,NA,NA,NA
176727,8.21183,7.72569,7.06507,0.849,NA,NA,NA,NA,NA,NA,NA
176872,7.59846,8.5505,7.36522,NA,NA,NA,NA,NA,0.79,NA,NA
177012,6.69704,7.97391,8.041,0.752,NA,NA,NA,NA,NA,NA,NA
177236,7.42362,7.29518,7.54733,NA,NA,NA,0.898,NA,NA,NA,NA
177502,7.7195,7.22821,8.0932,NA,NA,NA,NA,0.617,NA,NA,NA
177723,7.82791,7.7818,8.41949,0.9,NA,NA,NA,NA,NA,NA,NA
177911,7.98253,8.26836,6.55354,0.631,NA,NA,NA,NA,NA,NA,NA
178197,8.07785,7.88162,7.69404,0.925,NA,NA,NA,NA,NA,NA,NA
178399,8.35124,8.34789,7.86134,NA,NA,NA,NA,NA,0.794,NA,NA
178543,7.7921,7.66358,7.89737,NA,NA,NA,NA,NA,0.925,NA,NA
178734,8.88131,7.84425,7.99176,NA,NA,NA,NA,NA,0.644,NA,NA
178915,7.96714,7.93179,8.86237,0.767,NA,NA,NA,NA,NA,NA,NA
179007,6.96938,8.02948,7.77836,NA,0.671,NA,NA,NA,NA,NA,NA
179382,6.99283,8.93025,7.10939,NA,NA,0.529,NA,NA,NA,NA,NA
179513,7.72524,8.6254,7.33601,NA,NA,0.743,NA,NA,NA,NA,NA
179653,7.37348,8.64735,7.75886,NA,NA,0.68,NA,NA,NA,NA,NA
179967,8.40458,7.72736,7.88459,0.867,NA,NA,NA,NA,NA,NA,NA
180098,7.83936,7.21561,8.64683,NA,NA,NA,0.796,NA,NA,NA,NA
180360,7.77016,7.49447,7.85036,0.969,NA,NA,NA,NA,NA,NA,NA
180425,7.7238,7.85313,7.82653,NA,NA,0.906,NA,NA,NA,NA,NA
180783,8.29629,7.76327,6.99269,NA,NA,NA,0.803,NA,NA,NA,NA
180802,7.3405,7.57813,5.95768,NA,NA,NA,0.503,NA,NA,NA,NA
181039,8.10537,8.06449,7.04878,NA,NA,NA,0.812,NA,NA,NA,NA
181296,7.72795,7.57073,7.97595,NA,NA,NA,0.953,NA,NA,NA,NA
181425,7.1067,8.04806,9.03967,NA,NA,NA,0.643,NA,NA,NA,NA
181607,8.61388,7.75504,8.63616,0.694,NA,NA,NA,NA,NA,NA,NA
181949,8.16991,8.2567,7.6117,NA,NA,NA,0.879,NA,NA,NA,NA
182079,7.17511,8.70967,7.0253,0.665,NA,NA,NA,NA,NA,NA,NA
182330,6.44031,7.43489,7.38337,NA,NA,0.554,NA,NA,NA,NA,NA
182596,6.55653,7.56474,8.71752,0.562,NA,NA,NA,NA,NA,NA,NA
182657,7.32577,6.89144,8.62685,0.671,NA,NA,NA,NA,NA,NA,NA
182873,8.41446,6.7527,7.5174,NA,NA,NA,0.708,NA,NA,NA,NA
183167,7.95733,8.5006,7.69511,NA,NA,0.732,NA,NA,NA,NA,NA
183306,7.75866,8.68132,7.20944,NA,NA,0.725,NA,NA,NA,NA,NA
183422,7.74465,7.74442,7.17546,NA,NA,NA,0.937,NA,NA,NA,NA
183659,7.84735,7.55155,7.28071,0.937,NA,NA,NA,NA,NA,NA,NA
183943,8.15216,9.45239,8.08997,0.565,NA,NA,NA,NA,NA,NA,NA
184032,7.07047,7.86375,6.82229,NA,NA,NA,NA,NA,0.645,NA,NA
184202,8.25781,7.14941,7.15229,NA,NA,0.725,NA,NA,NA,NA,NA
184477,7.89886,8.09001,6.80796,0.788,NA,NA,NA,NA,NA,NA,NA
184688,7.97413,8.2853,7.45871,NA,NA,NA,NA,NA,0.828,NA,NA
184948,8.88037,7.53377,7.73285,NA,NA,NA,NA,0.517,NA,NA,NA
185187,8.69579,7.67941,7.06589,0.741,NA,NA,NA,NA,NA,NA,NA
185231,7.40587,8.50696,7.61551,NA,NA,NA,NA,NA,0.792,NA,NA
185540,8.40157,6.90821,8.2158,NA,NA,NA,0.704,NA,NA,NA,NA
185723,8.13313,7.78952,6.92286,0.824,NA,NA,NA,NA,NA,NA,NA
185954,7.57587,6.99261,7.70846,NA,NA,NA,0.878,NA,NA,NA,NA
186009,6.98828,7.65541,7.26544,NA,NA,0.758,NA,NA,NA,NA,NA
186324,6.9657,7.41581,7.79034,NA,NA,NA,0.855,NA,NA,NA,NA
186425,7.10217,7.64303,8.2279,0.866,NA,NA,NA,NA,NA,NA,NA
186734,8.4196,8.11309,7.98939,NA,NA,0.8,NA,NA,NA,NA,NA
186839,7.67393,8.70094,8.41494,NA,NA,NA,0.709,NA,NA,NA,NA
187051,7.97836,7.96504,8.308,NA,NA,NA,0.889,NA,NA,NA,NA
187262,7.7556,7.80626,7.9708,0.969,NA,NA,NA,NA,NA,NA,NA
187503,7.28209,7.32892,7.77893,0.909,NA,NA,NA,NA,NA,NA,NA
187781,7.74609,7.69488,7.60328,NA,NA,NA,0.997,NA,NA,NA,NA
187848,7.67295,8.29662,8.16845,0.87,NA,NA,NA,NA,NA,NA,NA
188172,7.76368,8.12763,8.77405,NA,NA,NA,0.78,NA,NA,NA,NA
188342,7.80082,8.05492,7.99858,NA,NA,NA,0.914,NA,NA,NA,NA
188468,7.92551,8.21416,8.28139,NA,NA,NA,0.867,NA,NA,NA,NA
188648,7.90486,7.47858,8.66738,NA,NA,0.759,NA,NA,NA,NA,NA
188857,7.36012,8.12415,8.46656,NA,NA,NA,0.806,NA,NA,NA,NA
189019,7.5046,8.09738,7.68828,NA,NA,NA,0.959,NA,NA,NA,NA
189212,8.68149,8.74913,7.53803,NA,NA,NA,0.658,NA,NA,NA,NA
189405,7.33281,8.42149,7.08032,NA,NA,0.719,NA,NA,NA,NA,NA
189625,7.30895,8.18848,8.44226,NA,0.588,NA,NA,NA,NA,NA,NA
189983,8.14622,8.67879,7.60626,NA,NA,NA,0.777,NA,NA,NA,NA
190026,7.78577,8.135,7.29194,NA,NA,NA,0.888,NA,NA,NA,NA
190289,7.60141,8.46792,7.36005,0.859,NA,NA,NA,NA,NA,NA,NA
190518,7.24333,7.45076,6.92184,0.789,NA,NA,NA,NA,NA,NA,NA
190667,8.16175,7.1637,7.1687,NA,NA,NA,0.822,NA,NA,NA,NA
190880,8.35967,7.72753,7.95686,0.883,NA,NA,NA,NA,NA,NA,NA
191060,8.23559,7.78558,7.85753,NA,NA,NA,0.939,NA,NA,NA,NA
191368,6.82044,8.02314,8.50146,NA,NA,NA,0.704,NA,NA,NA,NA
191469,7.0616,7.88923,8.06766,0.875,NA,NA,NA,NA,NA,NA,NA
191650,7.90403,7.60106,7.31251,0.926,NA,NA,NA,NA,NA,NA,NA
191822,7.80691,7.56996,6.24878,NA,NA,NA,NA,NA,0.557,NA,NA
192025,7.22089,7.2337,6.45979,NA,NA,NA,NA,NA,0.498,NA,NA
192319,7.61445,7.78891,7.61692,0.994,NA,NA,NA,NA,NA,NA,NA
192475,7.16284,8.04455,7.87119,0.898,NA,NA,NA,NA,NA,NA,NA
192665,7.6117,8.41169,8.65254,NA,NA,NA,0.745,NA,NA,NA,NA
192838,7.61743,8.3222,7.6915,0.923,NA,NA,NA,NA,NA,NA,NA
193032,7.08317,7.29718,7.85765,0.837,NA,NA,NA,NA,NA,NA,NA
193338,5.29963,7.87605,7.3552,0.498,NA,NA,NA,NA,NA,NA,NA
193444,4.44221,8.80845,7.14247,0.662,NA,NA,NA,NA,NA,NA,NA
193708,6.4934,7.95121,7.74891,NA,NA,NA,0.7,NA,NA,NA,NA
193926,7.15396,7.9634,7.4937,NA,NA,NA,0.884,NA,NA,NA,NA
194015,7.29439,6.83004,7.56058,0.794,NA,NA,NA,NA,NA,NA,NA
