id,x0,x1,x2,fitness7,fitness8,fitness8.5,fitness7.5,fitness6.5,fitness9
150659,7.7351,7.39109,7.9491,NA,0.965,NA,NA,NA,NA
150898,7.78991,8.41403,7.99242,NA,NA,NA,0.861,NA,NA
151185,7.41576,8.07188,8.2998,0.708,NA,NA,NA,NA,NA
151273,7.82161,7.63375,8.12062,NA,NA,NA,0.952,NA,NA
151533,7.80409,8.24512,7.66918,NA,NA,NA,0.942,NA,NA
151708,8.27053,7.90498,8.00959,NA,NA,NA,0.91,NA,NA
151908,7.62188,8.53329,7.35423,0.806,NA,NA,NA,NA,NA
152080,7.43914,8.07778,7.26463,NA,NA,0.851,NA,NA,NA
152238,7.6501,8.07473,7.15675,NA,NA,NA,0.895,NA,NA
152407,7.14711,7.23071,7.95908,NA,NA,NA,0.87,NA,NA
152697,7.92353,7.44894,7.09477,NA,0.894,NA,NA,NA,NA
152860,8.41952,7.48804,7.32703,NA,NA,NA,0.864,NA,NA
153097,7.97876,6.9555,6.82064,NA,0.686,NA,NA,NA,NA
153250,7.73654,8.94936,7.71536,NA,NA,NA,0.769,NA,NA
153428,7.92394,7.63042,8.14667,NA,NA,NA,0.951,NA,NA
153680,7.06443,7.6951,8.20225,NA,0.859,NA,NA,NA,NA
153929,8.55034,7.97556,7.74309,NA,NA,NA,0.839,NA,NA
154045,7.89172,8.14336,6.858,NA,NA,NA,0.803,NA,NA
154384,7.36276,7.26453,7.56522,NA,0.923,NA,NA,NA,NA
154405,7.4635,8.01781,7.98075,NA,NA,0.867,NA,NA,NA
154624,7.6236,7.13309,7.83533,NA,0.917,NA,NA,NA,NA
154992,7.59811,7.30498,7.04815,NA,0.843,NA,NA,NA,NA
155087,7.45593,7.66438,8.45541,0.777,NA,NA,NA,NA,NA
155232,7.76894,8.20859,8.20464,NA,0.89,NA,NA,NA,NA
155463,8.15449,8.43834,8.18083,0.742,NA,NA,NA,NA,NA
155776,8.20779,8.30963,7.59056,NA,NA,NA,0.88,NA,NA
155831,6.99724,7.21289,7.74632,NA,NA,NA,0.838,NA,NA
156188,8.25329,7.79449,7.96421,NA,0.922,NA,NA,NA,NA
156353,7.21753,7.79281,7.63077,NA,NA,0.875,NA,NA,NA
156590,8.36117,7.34379,7.81837,NA,NA,NA,0.89,NA,NA
156606,8.03005,7.99268,7.48034,NA,0.93,NA,NA,NA,NA
156841,8.13826,7.54003,8.29392,NA,NA,NA,0.882,NA,NA
157055,8.00707,7.13362,7.8853,NA,0.899,NA,NA,NA,NA
157277,7.54911,7.31313,7.47479,NA,0.945,NA,NA,NA,NA
157572,7.45673,7.60779,7.58219,0.897,NA,NA,NA,NA,NA
157681,8.05876,7.35782,7.52368,NA,0.94,NA,NA,NA,NA
157819,7.93278,7.77133,7.18617,NA,NA,NA,0.926,NA,NA
158182,7.26572,7.83153,7.2073,NA,NA,NA,0.896,NA,NA
158328,6.94325,8.03824,7.40967,0.768,NA,NA,NA,NA,NA
158505,7.69521,7.7387,7.75192,NA,NA,NA,0.999,NA,NA
158747,7.59049,8.44148,7.47934,NA,NA,NA,0.889,NA,NA
158957,7.74029,7.80301,8.26524,NA,NA,0.825,NA,NA,NA
159030,7.42224,7.29202,8.13037,NA,0.871,NA,NA,NA,NA
159367,7.43748,7.55662,7.63031,NA,NA,NA,0.963,NA,NA
159592,7.67966,6.89447,7.91358,NA,0.832,NA,NA,NA,NA
159735,8.63786,7.55201,8.56137,NA,NA,0.641,NA,NA,NA
159973,7.72508,8.06445,6.72949,NA,NA,NA,0.776,NA,NA
160067,7.76459,8.16556,7.22755,NA,NA,NA,0.901,NA,NA
160342,7.45406,7.84763,6.81031,NA,NA,NA,0.809,NA,NA
160558,7.3524,8.7892,7.59795,NA,NA,NA,0.771,NA,NA
160679,7.33374,7.28669,8.06566,NA,NA,NA,0.904,NA,NA
160974,7.58588,8.0137,8.34289,NA,0.902,NA,NA,NA,NA
161053,7.84473,7.5057,8.56683,NA,NA,0.792,NA,NA,NA
161338,7.24975,8.07441,8.76275,NA,0.746,NA,NA,NA,NA
161431,8.80988,7.93089,7.62239,NA,NA,NA,0.796,NA,NA
161723,8.82947,7.79895,7.79509,0.751,NA,NA,NA,NA,NA
161884,8.36181,7.96326,8.17214,NA,NA,NA,0.844,NA,NA
162025,8.18095,7.85106,8.0958,NA,NA,NA,0.904,NA,NA
162208,8.24298,7.82071,7.21483,NA,0.841,NA,NA,NA,NA
162412,7.63215,7.6185,7.12534,NA,NA,NA,0.896,NA,NA
162799,7.28884,8.03412,7.65211,NA,NA,NA,0.94,NA,NA
162893,6.6909,8.04156,7.77921,NA,0.74,NA,NA,NA,NA
163102,7.22498,8.35471,7.9183,NA,NA,NA,0.861,NA,NA
163334,7.81269,8.64837,7.80197,NA,0.827,NA,NA,NA,NA
163485,7.98327,7.657,8.09824,0.897,NA,NA,NA,NA,NA
163604,7.65749,7.91365,8.24298,0.844,NA,NA,NA,NA,NA
163842,7.36683,7.9891,7.53743,NA,NA,NA,0.915,NA,NA
164078,7.91537,7.75756,7.42643,NA,NA,NA,0.967,NA,NA
164243,7.39104,7.68192,8.00278,NA,NA,NA,0.927,NA,NA
164558,7.44938,7.90307,8.18568,NA,0.916,NA,NA,NA,NA
164753,7.67737,8.05786,8.63952,NA,NA,NA,0.795,NA,NA
164853,7.9979,8.09252,8.2745,NA,NA,0.824,NA,NA,NA
165117,7.6209,7.85449,7.67866,NA,NA,NA,0.994,NA,NA
165274,7.81515,7.40375,7.65556,NA,0.969,NA,NA,NA,NA
165535,7.63323,7.67425,7.13983,NA,0.928,NA,NA,NA,NA
165759,7.75394,7.5504,8.01218,NA,NA,NA,NA,0.765,NA
165993,8.02129,7.49201,7.89356,NA,NA,NA,NA,0.697,NA
166120,8.11902,7.92521,7.3923,NA,NA,NA,0.894,NA,NA
166375,7.26772,6.98216,7.718,0.767,NA,NA,NA,NA,NA
166529,7.91942,7.55727,7.84152,NA,0.965,NA,NA,NA,NA
166747,7.60576,7.85608,7.66628,NA,0.945,NA,NA,NA,NA
166919,6.61895,8.30716,7.07739,NA,0.576,NA,NA,NA,NA
167174,7.70694,7.62803,7.80293,NA,NA,NA,0.957,NA,NA
167355,8.71474,7.45363,7.31248,0.651,NA,NA,NA,NA,NA
167458,8.25418,8.1075,7.56171,NA,NA,NA,0.898,NA,NA
167796,7.7006,7.98921,8.00056,NA,NA,NA,0.926,NA,NA
167862,8.09316,7.54138,7.73435,0.904,NA,NA,NA,NA,NA
168081,8.34198,7.47185,7.96771,0.849,NA,NA,NA,NA,NA
168307,8.64301,7.45014,7.82151,NA,0.827,NA,NA,NA,NA
168539,7.83112,7.5023,7.85676,NA,NA,0.897,NA,NA,NA
168784,6.8757,7.59626,8.21102,0.752,NA,NA,NA,NA,NA
168810,7.64522,7.51169,7.16252,NA,0.926,NA,NA,NA,NA
169079,7.06516,7.6688,7.61462,0.822,NA,NA,NA,NA,NA
169216,7.67476,8.06505,8.09582,NA,0.926,NA,NA,NA,NA
169460,7.62971,7.74327,7.1843,NA,NA,0.832,NA,NA,NA
169661,7.71115,7.80406,7.0206,NA,NA,0.839,NA,NA,NA
169821,7.62977,7.49543,8.21282,NA,NA,NA,0.935,NA,NA
170163,7.60912,7.33262,7.88692,0.892,NA,NA,NA,NA,NA
170336,7.10127,7.49771,7.33192,NA,NA,NA,0.843,NA,NA
170416,8.04515,7.45287,7.47898,NA,NA,NA,0.949,NA,NA
170602,7.36292,7.97095,7.39345,NA,0.894,NA,NA,NA,NA
170839,6.80901,7.68965,8.01008,0.735,NA,NA,NA,NA,NA
171023,7.50107,7.45315,7.81045,NA,NA,0.891,NA,NA,NA
171333,7.04609,7.06823,8.02609,NA,0.755,NA,NA,NA,NA
171585,7.2529,7.77909,8.01232,NA,NA,0.831,NA,NA,NA
171699,7.21384,7.82853,7.91049,NA,0.903,NA,NA,NA,NA
171971,8.22745,7.08476,7.74491,NA,NA,NA,0.862,NA,NA
172106,8.16123,7.21879,7.51316,NA,0.887,NA,NA,NA,NA
172323,8.60812,7.83851,7.68583,NA,0.85,NA,NA,NA,NA
172599,7.38663,7.40393,7.40421,0.75,NA,NA,NA,NA,NA
172708,7.03513,7.03628,7.49678,0.751,NA,NA,NA,NA,NA
172992,7.86338,7.57525,7.72256,NA,NA,NA,NA,0.745,NA
173109,8.26725,7.54055,8.66046,NA,NA,NA,0.783,NA,NA
173225,8.25241,8.24892,8.39016,NA,0.8,NA,NA,NA,NA
173478,7.69917,8.29107,8.22326,NA,NA,NA,0.882,NA,NA
173703,7.94854,8.09648,7.2089,NA,NA,NA,0.905,NA,NA
173922,8.73697,8.16597,7.3673,NA,NA,NA,0.762,NA,NA
174080,7.89647,7.59336,7.91062,NA,0.978,NA,NA,NA,NA
174272,7.21685,8.1433,7.82767,0.84,NA,NA,NA,NA,NA
174560,7.87266,8.64137,7.93402,NA,0.836,NA,NA,NA,NA
174622,6.62924,7.94355,8.25523,NA,0.657,NA,NA,NA,NA
174894,7.09896,7.23672,7.90342,0.815,NA,NA,NA,NA,NA
175153,8.37699,7.58655,8.18545,NA,NA,NA,0.864,NA,NA
175243,7.9424,7.35794,8.24506,NA,NA,NA,0.898,NA,NA
175474,7.03554,7.47236,7.29019,NA,0.822,NA,NA,NA,NA
175716,7.11238,6.93934,7.59829,NA,0.781,NA,NA,NA,NA
175813,7.72452,7.93173,8.1436,NA,NA,0.793,NA,NA,NA
176118,7.86568,7.73189,7.8265,0.942,NA,NA,NA,NA,NA
176395,7.43312,7.93076,8.57327,NA,NA,NA,0.83,NA,NA
176577,7.61799,8.02745,7.51048,NA,0.93,NA,NA,NA,NA
176793,7.52044,7.87402,7.17357,NA,NA,NA,0.925,NA,NA
176935,7.6211,7.98747,7.84237,NA,NA,NA,0.978,NA,NA
177057,7.49014,8.33049,9.22446,NA,0.611,NA,NA,NA,NA
177376,7.97892,8.15266,8.15474,NA,NA,NA,0.899,NA,NA
177518,7.3806,7.76163,7.92343,NA,0.918,NA,NA,NA,NA
177697,7.77389,7.63078,8.03097,NA,0.968,NA,NA,NA,NA
177924,8.13501,7.27753,8.2545,NA,NA,NA,0.855,NA,NA
178189,8.32731,7.20209,8.09122,0.78,NA,NA,NA,NA,NA
178304,8.0498,7.81498,8.30829,0.832,NA,NA,NA,NA,NA
178472,7.63099,8.30576,8.48456,0.71,NA,NA,NA,NA,NA
178768,7.45792,8.09952,7.02466,0.752,NA,NA,NA,NA,NA
178967,8.04712,7.9148,7.56893,NA,NA,NA,0.943,NA,NA
179183,7.65697,7.43565,8.09566,NA,NA,NA,0.951,NA,NA
179307,8.66273,7.39803,7.8155,NA,0.792,NA,NA,NA,NA
179597,7.65278,8.09651,7.90726,NA,0.96,NA,NA,NA,NA
179701,7.7683,7.0596,8.14024,NA,0.868,NA,NA,NA,NA
179983,8.04263,7.22887,7.48175,0.853,NA,NA,NA,NA,NA
180098,7.66254,8.27321,6.9308,NA,0.809,NA,NA,NA,NA
180337,8.83896,7.47485,7.19966,NA,NA,NA,0.732,NA,NA
180583,8.59849,7.35899,7.58811,NA,0.828,NA,NA,NA,NA
180714,8.28833,7.56286,7.93643,NA,0.896,NA,NA,NA,NA
180852,8.15391,8.48884,8.10882,NA,NA,0.672,NA,NA,NA
181080,7.83435,7.49053,7.62986,NA,0.949,NA,NA,NA,NA
181267,6.98322,7.43253,7.80826,NA,NA,NA,0.863,NA,NA
181581,7.15333,7.4439,7.17309,NA,0.823,NA,NA,NA,NA
181632,7.21735,8.17829,7.69253,0.839,NA,NA,NA,NA,NA
181893,7.94336,7.89503,8.65587,0.709,NA,NA,NA,NA,NA
182005,7.31306,8.23214,8.05222,NA,NA,NA,0.884,NA,NA
182203,7.35324,7.49257,7.8567,NA,0.953,NA,NA,NA,NA
182526,7.33326,7.1019,7.37489,NA,NA,NA,0.833,NA,NA
182701,7.37263,7.32224,7.88006,NA,0.933,NA,NA,NA,NA
182977,7.59951,7.70956,6.28065,NA,0.632,NA,NA,NA,NA
183065,7.79829,7.52746,7.4141,NA,NA,NA,0.953,NA,NA
183243,8.51953,7.62696,7.98905,0.727,NA,NA,NA,NA,NA
183513,7.62595,7.21567,8.23163,NA,NA,NA,0.894,NA,NA
183674,7.54411,7.96921,7.89482,NA,NA,0.865,NA,NA,NA
183948,7.96205,7.50783,7.93207,NA,NA,NA,0.967,NA,NA
184072,7.40485,7.24604,7.99304,NA,NA,NA,0.889,NA,NA
184270,7.82211,7.8979,7.65323,NA,NA,NA,0.957,NA,NA
184404,7.37858,7.65338,8.0669,NA,NA,NA,0.95,NA,NA
184601,7.95649,7.62423,7.81059,NA,NA,NA,0.974,NA,NA
184801,7.7445,7.89217,7.13289,NA,0.892,NA,NA,NA,NA
185025,8.34091,8.28441,7.01225,NA,NA,NA,0.739,NA,NA
185379,7.72284,7.84722,7.10829,NA,NA,NA,NA,NA,0.726
185430,8.02592,7.48293,7.85355,NA,0.935,NA,NA,NA,NA
185761,8.03852,7.53703,7.74321,NA,0.968,NA,NA,NA,NA
185977,7.82292,8.55868,7.24973,NA,0.781,NA,NA,NA,NA
186153,7.48032,7.46063,6.85122,NA,0.817,NA,NA,NA,NA
186290,7.8603,7.90618,7.13445,NA,NA,0.796,NA,NA,NA
186450,7.46003,8.09953,8.09231,NA,0.927,NA,NA,NA,NA
186618,7.25083,8.44086,7.27559,NA,0.776,NA,NA,NA,NA
186847,7.60737,8.07049,7.29462,0.827,NA,NA,NA,NA,NA
187016,8.32143,7.92941,6.91583,NA,0.764,NA,NA,NA,NA
187362,8.01895,6.86554,7.24373,NA,NA,NA,0.784,NA,NA
187592,8.56953,7.21048,8.20656,NA,0.761,NA,NA,NA,NA
187604,7.72951,8.00542,8.66464,NA,NA,NA,0.793,NA,NA
187830,8.04379,7.44014,8.03483,NA,0.937,NA,NA,NA,NA
188135,7.89426,8.35756,8.14376,NA,NA,NA,0.877,NA,NA
188367,8.17535,7.38308,7.25715,0.836,NA,NA,NA,NA,NA
188528,8.38162,7.43532,7.53941,NA,NA,NA,0.864,NA,NA
188737,7.90038,7.68707,7.41685,NA,NA,NA,0.943,NA,NA
188931,7.69418,8.46065,8.39029,NA,0.798,NA,NA,NA,NA
189142,7.88613,8.48541,7.41577,NA,0.836,NA,NA,NA,NA
189259,7.39981,7.87076,8.36692,NA,NA,0.742,NA,NA,NA
189409,7.77367,7.79841,8.0273,NA,NA,NA,0.945,NA,NA
189703,7.70266,7.15348,7.17859,NA,NA,0.767,NA,NA,NA
189910,7.69772,6.80518,7.81243,NA,NA,NA,0.813,NA,NA
190084,7.61022,8.12439,7.05289,NA,0.871,NA,NA,NA,NA
190249,7.56595,6.78051,7.64478,NA,0.79,NA,NA,NA,NA
190502,7.94163,7.33795,7.912,NA,NA,NA,0.951,NA,NA
190614,7.72784,7.24814,7.24151,NA,NA,0.787,NA,NA,NA
190983,7.60784,7.4248,7.76461,NA,0.966,NA,NA,NA,NA
191087,7.53014,8.15697,8.30592,NA,NA,NA,0.887,NA,NA
191225,8.32948,8.26668,8.07414,NA,NA,NA,0.835,NA,NA
191531,7.59694,7.07216,7.6443,NA,NA,0.762,NA,NA,NA
191714,7.42986,7.1966,7.34941,NA,0.854,NA,NA,NA,NA
191978,7.76899,7.3867,7.02532,NA,0.869,NA,NA,NA,NA
192129,7.65037,7.52414,7.55598,NA,NA,NA,NA,NA,0.756
192265,7.56235,7.40099,7.23553,NA,0.907,NA,NA,NA,NA
192429,7.12142,7.15992,7.48707,NA,0.848,NA,NA,NA,NA
192615,7.82106,7.17327,6.89627,NA,0.763,NA,NA,NA,NA
192985,8.75748,7.92139,7.44159,NA,0.778,NA,NA,NA,NA
193010,7.32694,8.32547,7.81118,NA,NA,0.787,NA,NA,NA
193331,7.61508,7.8498,7.20132,NA,0.89,NA,NA,NA,NA
193481,7.61255,7.50819,6.70185,NA,NA,NA,0.779,NA,NA
193649,8.41818,7.82964,7.73668,NA,NA,NA,0.901,NA,NA
193987,8.38266,8.04443,7.91047,NA,NA,NA,0.87,NA,NA
194086,8.58987,7.13796,7.69118,NA,0.757,NA,NA,NA,NA
194281,7.35346,8.04499,7.66741,NA,NA,NA,0.949,NA,NA
194541,8.3975,8.1961,7.79158,NA,0.845,NA,NA,NA,NA
194652,7.39807,7.42549,7.67636,NA,NA,NA,0.961,NA,NA
194801,7.4582,8.22702,7.02158,0.745,NA,NA,NA,NA,NA
195008,7.80913,7.3972,7.02965,NA,NA,NA,0.87,NA,NA
195302,8.19849,7.95872,8.67588,NA,0.78,NA,NA,NA,NA
195594,7.684,7.20638,7.65624,0.846,NA,NA,NA,NA,NA
195736,7.95456,7.523,7.05981,NA,NA,NA,0.872,NA,NA
195833,7.00397,7.86196,6.89373,NA,0.695,NA,NA,NA,NA
196181,7.22065,7.63313,7.44854,NA,NA,NA,0.889,NA,NA
196381,7.75615,7.7067,7.67701,NA,NA,NA,0.999,NA,NA
196585,7.51031,7.15495,7.5672,0.817,NA,NA,NA,NA,NA
196628,7.00139,8.00616,7.52513,NA,0.857,NA,NA,NA,NA
196964,7.65656,8.02549,8.38266,NA,0.895,NA,NA,NA,NA
197133,8.27374,8.14618,8.0584,NA,NA,NA,0.873,NA,NA
197264,8.04138,7.50295,8.31746,NA,NA,0.839,NA,NA,NA
197524,7.6515,7.33697,8.67771,NA,NA,NA,0.811,NA,NA
197780,7.86111,7.12733,8.32742,NA,NA,0.779,NA,NA,NA
197879,8.09932,7.63566,8.00756,NA,NA,NA,0.95,NA,NA
198145,7.95391,8.03687,8.0483,0.819,NA,NA,NA,NA,NA
198308,7.88949,7.48921,7.16247,NA,0.883,NA,NA,NA,NA
198494,8.05027,7.98188,8.42189,NA,0.868,NA,NA,NA,NA
198615,8.51199,8.10412,7.66549,NA,0.853,NA,NA,NA,NA
198908,7.74869,7.6452,7.52359,NA,NA,NA,0.991,NA,NA
199008,7.7141,8.08584,8.17538,NA,0.897,NA,NA,NA,NA
199339,8.25231,7.69632,8.13879,NA,NA,NA,0.907,NA,NA
199471,8.03846,7.16914,7.92335,NA,NA,NA,0.899,NA,NA
199713,7.64015,7.55083,7.69515,0.934,NA,NA,NA,NA,NA
200000,7.49218,7.72654,10.027,NA,NA,NA,NA,0.154,NA
