id,x0,x1,x2,fitness9,fitness9.5,fitness7.5,fitness7,fitness8,fitness8.5,fitness6.5,fitness4.5,fitness6,fitness10,fitness4
106612,8.34643,7.07417,7.68476,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
106985,7.86434,7.47175,9.14438,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA
107037,6.36779,7.50012,9.88705,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA
107318,6.29675,7.33117,8.62991,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA
107545,7.52025,7.84051,8.11919,NA,NA,0.919,NA,NA,NA,NA,NA,NA,NA,NA
107690,8.47829,10.0638,8.08708,NA,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA
107867,7.63502,8.14902,7.4702,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA
108106,8.05307,8.6723,7.48272,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA
108250,7.87687,8.09714,7.59452,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108451,7.34607,8.22878,6.84537,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA
108717,7.9205,8.06446,7.60926,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA
108875,8.33284,6.00811,7.579,NA,NA,NA,NA,NA,0.388,NA,NA,NA,NA,NA
109035,8.08899,8.41654,7.9365,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA
109281,7.52582,8.39565,8.43226,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA
109512,8.50351,8.15981,6.67489,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA
109723,8.01115,8.20803,8.0565,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA
109931,8.21244,8.87386,8.33884,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA
110176,7.75881,8.08842,8.10601,NA,NA,0.939,NA,NA,NA,NA,NA,NA,NA,NA
110237,8.35631,6.8243,8.26443,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA
110463,8.12508,7.04752,8.49654,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA
110647,8.07066,7.51002,7.59456,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
110834,7.9885,7.75849,7.42298,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA
111193,7.17082,7.83325,7.36468,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111204,7.93655,7.58468,7.68604,NA,NA,NA,NA,0.974,NA,NA,NA,NA,NA,NA
111526,7.95485,7.11449,8.39346,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA
111717,8.99571,7.55296,7.2361,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA
111848,8.58197,8.46679,7.75388,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA
112120,7.01499,7.50922,7.61483,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA
112312,8.07833,7.27492,7.47768,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA
112520,7.57322,7.45878,7.45225,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA
112652,7.65546,7.56252,7.12413,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA
112891,7.88381,7.36433,7.5286,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA
113138,8.04555,8.335,7.435,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA
113221,7.65101,9.08667,7.47404,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA
113534,8.45027,7.73653,6.98716,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA
113651,7.35902,9.08039,8.22701,NA,NA,NA,NA,NA,0.552,NA,NA,NA,NA,NA
113861,7.71461,8.92194,8.33807,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA
114005,7.9585,8.65319,7.8785,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA
114339,7.54102,7.53825,7.59598,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
114566,7.0903,7.27328,7.75525,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA
114760,7.75275,7.55326,8.33624,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA
114968,7.63074,7.35227,7.68393,NA,NA,NA,NA,0.949,NA,NA,NA,NA,NA,NA
115187,7.22401,8.21314,7.69581,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA
115229,7.73142,7.98716,7.82946,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA
115436,8.11789,8.19522,7.58705,NA,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA
115641,9.16586,7.89488,7.33867,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA
116000,7.88374,8.92584,7.86303,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA
116087,6.88086,7.8383,8.66322,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA
116342,7.61184,7.74701,8.94711,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA
116418,7.68113,8.03898,7.94762,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA
116632,8.1685,7.20805,7.20556,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA
116832,7.92673,7.12461,8.07922,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA
117088,7.80257,7.71698,8.18136,NA,NA,0.955,NA,NA,NA,NA,NA,NA,NA,NA
117217,7.06493,7.98483,7.54687,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
117410,8.46601,8.93326,8.03408,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA
117608,7.92905,7.16754,8.06175,NA,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA
117817,7.68415,7.12706,8.86473,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA
118037,7.9628,7.68926,8.66318,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA
118322,6.60568,7.7175,8.80118,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA
118432,6.75034,7.60719,7.6714,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA
118680,7.69332,9.04334,7.64929,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
118877,7.94736,8.86566,7.72783,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA,NA
119056,8.14728,8.06113,8.24906,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA
119308,6.83526,7.65352,6.97137,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA
119437,7.60709,7.44701,7.23506,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119726,8.67366,8.34292,7.28607,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA
119963,9.18888,7.66573,7.8173,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA
120015,8.15805,8.18708,7.70526,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA
120336,7.69212,8.27593,8.02169,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA
120506,8.83286,7.29824,7.36088,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA
120689,8.30481,6.99645,7.05256,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA
120924,8.17449,7.21236,6.79562,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA
121177,8.30002,7.25494,7.03805,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA
121352,8.52476,7.9936,7.44511,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA
121454,8.61827,6.33009,7.48936,NA,NA,NA,NA,0.461,NA,NA,NA,NA,NA,NA
121748,8.69492,7.07573,7.99004,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA
121996,7.74763,7.08865,7.41187,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA
122009,7.94086,7.60633,7.46956,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA,NA
122369,8.19986,8.54471,8.20801,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA
122477,6.84121,7.69122,7.90581,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA
122762,6.9495,7.411,7.46117,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA
122827,7.30532,8.49327,8.40442,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA
123180,7.7107,8.3484,7.90704,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA
123287,7.89006,8.13896,7.51755,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
123466,7.83612,7.23507,8.07075,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA
123781,6.87119,6.97666,8.95478,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA
123952,8.18777,6.99075,9.26237,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA
124013,7.76413,6.7784,8.72129,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA
124219,7.01231,7.12734,7.26464,NA,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA
124430,6.59912,6.97026,7.10674,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA
124610,7.49174,7.10533,7.65398,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA
124894,7.06826,7.16472,7.43331,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA
125036,8.32139,7.42768,8.03169,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA,NA
125223,7.83982,7.4875,8.08331,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA
125478,7.71489,7.9422,7.71527,NA,NA,0.988,NA,NA,NA,NA,NA,NA,NA,NA
125716,7.72229,7.37246,8.11705,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA
125988,8.23278,7.64575,7.36629,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA
126015,8.31607,7.96149,8.18286,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA
126229,7.00128,8.27815,8.69735,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA,NA
126574,7.40919,8.49239,8.01464,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA
126765,7.4778,7.61785,7.45217,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126964,8.03135,7.61054,7.20891,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA
127169,7.21098,8.46587,7.10925,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA
127338,7.83957,8.47828,8.25219,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA
127501,7.59589,7.40052,7.33733,NA,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA
127663,8.14455,7.77614,7.9338,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA
127856,7.90454,8.10373,7.37558,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA
128190,7.75295,9.36428,7.33197,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA
128384,7.8923,9.41806,7.61601,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA
128586,8.4159,7.97847,7.25667,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA
128748,8.08809,7.18389,6.98179,NA,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA
128841,7.49366,6.92924,7.14569,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA
129025,7.76991,8.22907,8.11426,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA
129203,7.30784,7.83169,7.77684,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA
129600,8.40871,8.10289,7.44968,NA,NA,NA,NA,NA,NA,NA,NA,0.457,NA,NA
129684,6.92541,7.44398,6.89415,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA
129977,7.15618,7.50361,7.04448,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA
130175,7.54092,8.27575,7.78939,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA
130244,7.70871,9.07569,8.37037,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA
130547,6.6673,8.01332,7.78562,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
130660,7.40943,7.00872,7.37149,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA
130978,7.70137,7.26519,7.89505,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
131130,8.1083,7.85786,7.7235,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA
131299,6.80891,7.92592,8.17615,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA
131458,7.26098,7.02832,8.64926,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA
131620,7.59171,8.23235,7.37954,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA
131921,7.49748,8.4888,8.46513,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA
132196,6.54155,8.5261,7.59904,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA
132290,7.77921,8.36523,7.86436,NA,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA
132417,7.53793,7.31677,7.71372,NA,NA,0.961,NA,NA,NA,NA,NA,NA,NA,NA
132759,8.13755,7.05428,8.80956,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA
132938,7.46575,7.70683,8.29014,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
133118,8.31406,7.98023,8.85542,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA
133358,7.34292,7.84805,7.96794,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
133427,7.80745,7.66653,7.94446,NA,NA,NA,NA,0.984,NA,NA,NA,NA,NA,NA
133705,8.70302,7.54396,8.05938,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA
133924,7.31141,8.25793,7.04394,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA
134071,7.39288,7.81666,7.54553,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA
134264,7.1909,7.02509,7.33796,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA
134410,7.71896,8.61347,7.4493,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA
134643,7.6276,9.50507,7.56392,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA
134813,7.17693,8.41434,8.21366,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA
135116,8.28381,8.37822,8.20527,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA
135240,9.09653,7.35785,7.94072,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA
135509,7.99129,8.04108,8.48449,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA
135782,8.11325,8.18253,7.29975,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA
135916,7.93611,7.58338,7.28414,NA,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA
136025,7.75585,8.11852,8.44093,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA
136301,7.33621,8.32057,8.55368,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA
136581,7.77544,8.39857,7.21105,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA
136690,7.21116,8.18882,8.24126,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA
136886,6.80816,8.52449,7.53784,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA
137094,7.19063,8.35292,7.51828,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
137326,7.16619,7.56963,7.59875,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA
137512,6.65043,8.05476,8.06418,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
137774,7.95833,7.48626,8.76539,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA
137926,7.36805,8.28308,8.18366,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA
138036,8.50661,7.45656,7.40871,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA
138330,7.61412,7.87392,7.42095,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA
138408,7.63968,8.26182,7.93222,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA
138687,8.45221,8.82765,7.79607,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA
138855,8.29162,8.21947,7.49636,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139063,7.22092,7.6748,7.58498,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA,NA
139367,7.52434,7.16965,7.96427,NA,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA
139455,7.88728,7.54468,7.79362,NA,NA,NA,NA,0.976,NA,NA,NA,NA,NA,NA
139701,7.77601,8.19632,7.1493,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA
139813,8.03733,7.6439,8.68575,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA
140076,8.17105,8.00663,8.54651,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA
140327,8.37362,8.4646,8.05502,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA
140570,7.11608,7.77023,8.04425,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA
140613,6.60017,7.63156,7.17089,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA
140831,7.66992,7.81565,8.17253,NA,NA,0.955,NA,NA,NA,NA,NA,NA,NA,NA
141026,7.35986,7.30442,8.13584,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA
141367,7.11851,8.48279,7.44645,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA
141554,7.83113,8.22942,7.26396,NA,NA,NA,NA,NA,NA,NA,NA,0.461,NA,NA
141730,7.47367,7.16981,7.86416,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA
141822,7.38666,8.05088,7.25412,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
142040,7.67288,7.83979,7.69809,NA,NA,NA,NA,0.994,NA,NA,NA,NA,NA,NA
142381,7.61949,8.03334,8.20144,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
142491,7.05296,7.28428,8.35182,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA
142752,7.25192,7.6807,8.23676,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA
142977,7.28967,7.28234,7.36417,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
143010,8.77859,8.41816,8.23249,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA
143339,7.82547,7.74902,7.9125,NA,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA
143455,8.0684,7.77966,6.92307,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA
143792,8.34768,7.54956,7.62757,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA
143803,7.88069,8.8068,8.0444,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA
144055,7.45009,6.66819,7.31079,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144228,7.73786,6.83716,6.6943,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA
144454,7.71245,8.0684,7.36681,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA
144659,7.19793,7.49864,7.753,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA
144827,7.35738,7.3099,7.91681,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145051,6.84163,6.62529,8.51866,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA
145225,6.42553,7.37954,7.47531,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA
145550,7.31582,7.48099,7.24684,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA
145765,7.37027,7.81093,8.16014,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA
145937,7.47995,8.24209,8.63546,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA
146027,7.69711,7.33103,9.13395,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA
146276,9.10797,7.65534,7.63805,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA
146505,8.10555,6.31578,7.5694,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA
146691,6.82707,7.33486,7.45219,NA,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA
146901,7.2297,7.16837,7.08434,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA
147071,7.96315,7.89262,7.49302,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA
147398,6.94624,8.7239,7.97921,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA
147567,8.26411,8.9107,7.61108,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA
147722,7.22173,7.18145,7.76218,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA
147822,7.47795,7.78525,8.4551,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA
148030,7.46542,7.22301,7.89052,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA
148244,7.99076,7.71665,7.80218,NA,NA,0.975,NA,NA,NA,NA,NA,NA,NA,NA
148401,8.16558,8.45137,7.60481,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA
148729,8.32989,7.72634,8.22094,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA
148962,8.41521,7.29038,7.51486,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA
149017,7.89729,7.98159,7.81546,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA
149262,7.30782,8.10489,7.97985,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA
149474,7.64357,7.73119,8.18377,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA
149762,7.91109,8.27561,7.69503,NA,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA
149964,8.12529,8.64632,7.69462,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA
150198,7.13808,7.3229,7.53678,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA
150358,7.51544,7.5435,7.70007,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA
150476,7.98841,8.37807,8.73172,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
150777,8.23382,8.276,6.93937,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA
150985,7.70771,8.1367,7.19289,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA
151124,8.15019,7.15854,7.16679,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA
151254,7.65677,7.89944,7.31657,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA
151472,8.03507,8.44221,7.40342,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151626,8.36237,8.61235,7.71974,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151861,7.6639,7.92298,7.06475,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
152134,7.34782,7.27206,6.26908,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA
152209,6.55961,7.10865,6.83117,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA
152483,7.40964,6.88512,8.29709,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA
152619,8.21055,6.82779,8.01686,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA
152891,7.43849,7.56648,7.28486,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA
153042,8.14833,7.16472,8.23838,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA
153299,7.88473,7.15925,8.31563,NA,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA
153588,8.01239,8.31596,8.86941,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA
153682,7.79098,7.99562,7.2636,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
153928,8.08208,7.49717,8.03306,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA
154092,7.64549,7.10311,8.53062,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA
154380,7.34352,8.11576,7.50062,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA
154590,8.31615,8.27772,6.7115,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA
154754,9.13808,7.26959,7.38239,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA
154965,7.28251,6.96196,8.14092,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA
155013,7.44146,8.05757,8.56872,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA
155254,7.46664,6.81237,8.02867,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA
155566,7.85873,6.9985,7.89787,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA
155763,7.45734,7.15725,7.44407,NA,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA
155890,8.02132,8.60318,7.89952,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA
156110,7.91166,8.37502,7.16178,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA
156386,7.16011,8.32232,8.09938,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA
156445,7.15569,8.22936,7.49564,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA
156785,7.6169,9.21827,6.93658,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA
156835,8.23215,7.93432,7.45039,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA
157100,8.16223,8.34352,7.94358,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA
157205,7.49837,8.02747,7.93712,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA
157539,7.25953,7.7543,8.02125,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA
157646,7.20007,8.42761,7.66218,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA
157957,7.95499,7.31392,7.93129,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504,NA
158053,7.18854,8.15332,6.88346,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA
158367,7.83765,8.59787,8.58424,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA
158562,9.02746,7.99321,8.10478,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158722,8.63097,8.2366,7.52406,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA
158884,8.75548,7.1619,8.01074,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA
159031,8.05074,6.9521,8.13434,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
159347,7.79497,6.75599,8.44649,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA
159504,7.69545,7.23438,8.37378,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA
159701,7.72359,7.0095,8.43299,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA
159881,7.58996,6.99403,8.52076,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
