id,x0,x1,x2,fitness5.5,fitness4.5,fitness4,fitness5,fitness7,fitness8.5,fitness8,fitness9,fitness7.5,fitness6.5,fitness6,fitness9.5,fitness10
95527,7.07254,9.09356,7.48978,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA
95665,8.97306,7.74944,7.3906,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA
95806,7.1538,7.05434,7.6379,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA
96046,8.29828,7.48812,6.95772,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA
96395,9.26256,7.67274,7.74059,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA
96584,8.28648,7.86388,9.18286,NA,NA,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA
96634,8.53264,8.23072,9.04955,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA
96926,8.41959,8.02684,8.59557,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA
97124,8.09609,7.34603,7.78202,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA
97201,7.79098,8.69086,6.61943,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA
97489,7.33216,8.77935,6.51578,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA
97660,8.55133,8.08539,6.26927,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA,NA,NA
97901,9.72838,7.69162,7.87114,NA,NA,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA
98109,8.15566,8.49209,6.88069,NA,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA
98207,8.43075,9.80027,8.33182,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA
98509,8.04683,8.70534,8.64576,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA
98793,8.60983,8.32619,7.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA
98832,8.91386,9.15889,7.52189,NA,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA
99039,8.13241,7.15528,8.36439,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA
99328,8.52683,7.10594,7.21123,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA
99485,7.21982,8.09891,6.91803,NA,NA,NA,NA,NA,NA,NA,NA,0.779,NA,NA,NA,NA
99723,8.15218,8.39899,7.2949,NA,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA
99989,8.30054,7.14729,6.54027,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA
100115,8.48669,7.60282,7.90787,NA,NA,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA
100263,8.87212,6.79867,8.37758,NA,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA
100549,7.8052,7.07795,7.98774,NA,NA,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA
100618,8.03145,6.44619,7.52298,NA,NA,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA
100976,8.12986,6.54765,7.61126,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA
101199,7.69168,7.44202,6.74604,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
101218,8.82795,7.03426,7.04762,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA
101591,7.51708,7.00791,7.59159,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA
101661,8.42943,7.51489,7.4712,NA,NA,NA,NA,NA,NA,NA,NA,0.855,NA,NA,NA,NA
101982,6.05293,7.26023,7.97084,NA,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA
102069,7.09648,7.12145,8.65609,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA
102328,6.30291,7.263,9.00783,NA,NA,NA,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA
102422,8.11815,7.2205,8.59172,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA
102645,8.19916,6.85968,7.71665,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA
102868,8.49568,7.26072,7.38904,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA
103103,8.04809,6.45967,8.47083,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA,NA
103298,7.73777,6.5167,8.30899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341,NA
103599,8.80737,7.81151,7.41697,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA
103718,7.88452,7.22284,6.82884,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA
103946,8.41176,7.33339,6.56148,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA
104107,8.69449,7.70463,7.7647,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA
104224,8.83822,8.14602,7.77513,NA,NA,NA,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA
104578,8.19013,7.77113,7.4668,NA,NA,NA,NA,NA,NA,NA,NA,0.931,NA,NA,NA,NA
104649,7.36544,8.85942,6.13095,NA,NA,NA,NA,NA,NA,NA,NA,0.352,NA,NA,NA,NA
104860,7.9284,10.5,7.9894,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA
105145,7.89589,9.61675,8.38535,NA,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA
105298,7.83324,9.93181,8.66276,NA,NA,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA
105542,8.61096,9.22659,8.22495,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA
105625,8.13575,8.27515,9.04562,NA,NA,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA
105998,7.7189,8.77358,9.63263,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA
106200,7.04535,8.01453,9.05405,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA
106306,6.81894,8.57438,7.9518,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA
106493,6.44125,8.34847,8.51524,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA
106675,6.70531,8.31074,8.45571,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA
106976,6.53701,8.06587,7.16747,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA
107090,7.27865,9.22958,7.77266,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA
107204,7.98351,8.87729,7.95659,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA
107465,7.95274,7.99,8.41868,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA
107699,8.50733,8.44452,6.74392,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA
107998,8.61413,9.10961,8.69153,NA,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA
108006,7.88912,9.58592,8.5526,NA,NA,NA,NA,NA,NA,NA,NA,0.433,NA,NA,NA,NA
108215,8.06358,9.26709,7.13229,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA
108553,6.7832,8.45447,7.90789,NA,NA,NA,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA
108757,6.57247,8.05274,7.59039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,NA,NA,NA
108900,7.37582,7.82946,8.26049,NA,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA
109161,6.6026,8.07259,7.78924,NA,NA,NA,NA,NA,NA,NA,NA,0.711,NA,NA,NA,NA
109349,4.57682,7.60094,7.5846,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109417,5.07208,6.65513,7.30708,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA
109727,4.62387,6.98061,7.30462,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA
109886,4.07182,8.65534,7.82901,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA
110100,4.58648,9.42208,8.01699,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA
110370,4.30313,8.23447,7.65503,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA
110498,4.2559,8.52368,8.71239,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA
110742,4.27826,8.88673,7.83935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA
110889,3.67494,8.42759,7.53325,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA
111077,5.29319,7.14932,7.41485,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA
111231,6.62158,7.86513,6.81484,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA
111477,7.8387,6.7569,6.71715,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA
111624,7.45666,7.52234,8.14384,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA,NA,NA
111895,7.3364,8.63046,8.76043,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA
112012,8.24908,6.94888,7.64836,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA
112243,8.45114,7.98017,7.17138,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA
112424,7.98909,8.31674,6.29089,NA,NA,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA
112642,7.78865,7.74238,8.31705,NA,NA,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA
112838,8.06166,8.105,8.51809,NA,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA
113089,7.23604,8.25727,8.27483,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA
113241,7.40159,7.03826,8.57712,NA,NA,NA,NA,NA,NA,NA,NA,0.748,NA,NA,NA,NA
113539,8.14949,7.56447,9.06316,NA,NA,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA
113617,7.39169,7.04001,7.37198,NA,NA,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA,NA
113878,7.45758,7.28334,7.42511,NA,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA
114053,7.17756,8.49299,6.56475,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA
114355,8.71773,8.13702,7.80725,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA
114530,8.75616,8.15332,7.79074,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA
114790,7.14688,8.57581,7.63173,NA,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
114991,7.9329,8.47469,7.13881,NA,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA
115022,7.41707,10.5,7.44148,NA,NA,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA
115383,6.87774,8.74224,8.05026,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA
115571,6.33145,7.80189,7.01879,NA,NA,NA,NA,NA,NA,NA,NA,0.548,NA,NA,NA,NA
115776,6.83302,6.5983,7.07507,NA,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA
115884,7.77201,7.09998,7.89506,NA,NA,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA
116021,7.24723,8.49678,8.61131,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA
116272,8.03895,7.32728,8.89187,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA
116474,8.35523,7.35064,8.16577,NA,NA,NA,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA
116715,8.94074,7.40634,8.14539,NA,NA,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA
116887,8.35977,6.77822,7.4867,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA
117123,8.16512,6.36901,8.15712,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA
117336,7.16418,6.96072,7.48155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA
117540,7.14815,6.98696,8.09941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,NA
117714,7.86034,7.03496,7.59207,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA
117905,8.31828,6.54695,7.02921,NA,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA
118035,8.36643,7.3498,7.73902,NA,NA,NA,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA
118273,7.74069,8.03847,8.00026,NA,NA,NA,NA,NA,NA,NA,NA,0.943,NA,NA,NA,NA
118546,6.98501,8.35413,8.35117,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA
118714,6.9617,7.52591,8.01074,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA
118946,7.6225,7.5282,7.73992,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA
119013,7.58265,5.08449,7.15674,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA
119394,7.85354,6.69947,7.24421,NA,NA,NA,NA,NA,NA,NA,NA,0.711,NA,NA,NA,NA
119500,8.18764,7.15114,7.12552,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
119709,8.92093,8.28557,7.37564,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA
119805,9.08987,8.5743,8.57319,NA,NA,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA
120043,7.85514,8.40459,9.42152,NA,NA,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA
120347,6.28574,8.48149,8.50975,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA,NA
120403,7.27795,7.97889,7.04657,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA
120716,7.15044,7.94358,6.9877,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA
120923,7.55969,6.66346,7.39004,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA
121128,7.90923,8.67778,7.51057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA,NA,NA
121249,9.42484,7.74075,8.3196,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA
121489,9.84714,7.49303,7.91962,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA
121728,9.10301,8.5586,7.93071,NA,NA,NA,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA
121972,8.4393,8.50196,8.24127,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA
122019,7.73343,8.08187,8.68656,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA
122337,8.07384,7.84577,8.83654,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA
122563,7.76473,8.25864,7.27359,NA,NA,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA
122642,7.42142,8.63381,8.41904,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
122839,7.76672,8.65555,8.10995,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA
123115,7.73083,7.17661,7.58607,NA,NA,NA,NA,NA,NA,NA,NA,0.923,NA,NA,NA,NA
123294,8.15701,7.44906,8.73494,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA
123556,7.94539,6.89844,7.52584,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA
123790,8.24901,6.47286,8.09479,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA
123956,8.29783,7.65238,7.78873,NA,NA,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA
124082,8.7971,6.9521,7.49255,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
124308,7.90798,7.77362,7.69823,NA,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA
124516,8.21316,7.83492,8.25699,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA
124775,8.04218,7.90829,8.12577,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA
124957,7.48785,7.6898,7.97898,NA,NA,NA,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA
125181,7.04951,8.10621,8.28056,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA
125384,7.59234,8.26605,7.47886,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA
125497,7.49192,8.08727,8.5007,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA
125756,6.48786,8.49993,8.0888,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA
125952,8.48504,7.82838,8.72318,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA
126073,7.43955,7.27767,7.98287,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
126201,8.45951,7.23025,8.94443,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302,NA,NA,NA
126474,8.19117,7.48916,6.80194,NA,NA,NA,NA,NA,NA,NA,NA,0.761,NA,NA,NA,NA
126661,8.32043,7.80473,6.99681,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA
126920,7.27603,6.71423,7.80325,NA,NA,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA
127101,8.23267,8.15393,8.36875,NA,NA,NA,NA,NA,NA,NA,NA,0.828,NA,NA,NA,NA
127400,8.62907,7.19082,8.19434,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA
127444,8.27725,6.98567,8.2427,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA
127718,7.97134,8.34199,8.73984,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA
127837,7.32229,8.66994,7.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA
128023,8.6357,9.02153,7.33145,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA
128315,8.43042,8.63629,7.63323,NA,NA,NA,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA
128411,7.35778,8.33747,7.72457,NA,NA,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
128710,8.25288,7.92164,6.33487,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA
128989,8.07999,8.18573,7.85631,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA
129003,8.15492,8.30025,7.25608,NA,NA,NA,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA
129256,8.31129,8.39141,8.68901,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA
129483,7.9789,7.89452,8.97044,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA
129775,8.00162,7.73596,7.8247,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA
129938,7.26684,7.20496,7.49512,NA,NA,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA
130140,7.71883,6.73575,6.75352,NA,NA,NA,NA,NA,NA,NA,NA,0.613,NA,NA,NA,NA
130346,7.39252,7.09681,7.17725,NA,NA,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA,NA
130581,8.52491,8.18195,7.74563,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
130730,8.29947,7.69734,7.70926,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA
130891,8.58613,7.5564,6.84799,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA
131128,8.89862,8.32072,8.86256,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA
131341,7.55217,8.97282,8.21919,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA
131586,7.0419,9.00638,8.51536,NA,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA
131633,7.59062,9.10934,8.52618,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA
131943,7.40462,7.66897,7.02526,NA,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA
132188,7.53828,7.60395,7.24911,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
132257,7.08642,6.63655,4.13963,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA
132477,7.01281,7.39063,4.50643,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA
132790,6.70775,7.59155,6.29209,NA,NA,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA
132895,8.50713,8.64085,7.97447,NA,NA,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA
133156,8.00978,8.60668,8.16032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA
133203,7.10025,8.08305,8.46065,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA
133415,6.97275,7.61526,7.88156,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA
133646,6.74225,7.26108,7.66728,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
133965,7.39096,8.01494,8.88957,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA
134037,8.06361,8.08112,7.86506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA
134228,8.65207,8.17519,8.45966,NA,NA,NA,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA
134589,9.80116,7.33944,7.92285,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA
134682,9.70092,7.75538,8.62275,NA,NA,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA
134944,9.30272,7.95653,8.50624,NA,NA,NA,NA,0.393,NA,NA,NA,NA,NA,NA,NA,NA
135066,9.06658,8.52521,8.12519,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA
135286,8.84426,8.50293,8.58495,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA
135562,8.98154,7.92099,7.77675,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA
135690,7.54043,7.46675,7.93282,NA,NA,NA,NA,NA,NA,NA,NA,0.933,NA,NA,NA,NA
135992,8.78696,7.859,7.62462,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA
136148,8.00829,6.08586,7.43534,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA
136278,8.06743,6.91938,7.1864,NA,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA
136573,7.98983,6.73361,8.40029,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA
136663,7.97478,6.05987,7.64293,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA
136942,8.13295,6.73331,7.535,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA
137155,8.71556,7.12646,7.80651,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA
137305,8.32638,7.05967,8.69251,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA
137411,8.22033,7.68194,9.15148,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA
137656,7.78025,7.82679,8.43468,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA
137878,7.04468,7.00665,7.97922,NA,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA
138032,6.53557,7.33229,7.52612,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA
138368,8.49453,8.22284,7.42803,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA
138445,8.08504,7.44734,4.87483,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA
138658,7.70586,7.33878,4.57085,NA,NA,NA,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA
138838,7.82931,8.81594,6.16093,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA,NA,NA
139129,8.15178,8.05099,7.26742,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA
139357,6.85686,8.13192,7.08351,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA
139516,8.70221,6.94789,8.13422,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA
139656,8.5057,8.7009,7.65649,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA
139989,9.49231,8.60942,7.42045,NA,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA
140189,9.34744,7.75347,8.65653,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA
140382,7.84583,7.6078,8.64414,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA
140536,8.0567,7.80449,7.29199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518,NA
140641,7.38614,6.20295,7.36634,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA
140909,8.35278,7.00626,8.82385,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA
141190,7.84057,7.08152,8.71821,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA
141238,7.81652,7.21843,8.36279,NA,NA,NA,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA
141436,8.55189,8.06965,8.09378,NA,NA,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA
141715,8.50786,7.80347,8.98456,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA
141933,7.6788,8.77558,7.472,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA
142116,8.6561,7.55,6.57606,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA
142324,10.0237,8.19473,6.92455,NA,NA,NA,NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA
142554,7.91918,7.26169,7.53099,NA,NA,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA
142715,7.97677,7.14868,7.08698,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA
142836,6.88286,8.94546,7.17279,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA
143028,6.62771,8.09461,6.84143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,NA,NA,NA
143380,7.91395,8.80494,7.20929,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA
