id,x0,x1,x2,fitness5,fitness4.5,fitness4,fitness3.5,fitness2.5,fitness3,fitness2,fitness1,fitness-0.5,fitness-1,fitness-1.5,fitness0,fitness-2,fitness-3,fitness0.5
89772,5,4.63899,-0.545547,3202.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90101,5,4.60407,-0.61086,3936.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90309,5,4.94999,-0.803088,15556.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90492,5,5,0.22097,2401.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90647,4.68516,5,-0.654158,8932.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90817,5,4.38395,-1.21695,3389.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90969,5,5,-1.26212,NA,2714.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91303,5,5,-0.984033,8118.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91439,4.41532,5,-0.113644,2803.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91691,5,4.10377,-1.24775,3317.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91903,4.98311,5,-1.87147,3883.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92000,5,4.83784,-2.08859,NA,NA,1395.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92282,5,4.79548,-1.18658,NA,3109.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92437,5,5,-2.081,5028.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92650,4.96315,4.02744,-1.45512,1507.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92807,4.2896,4.69366,-0.244287,4383.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93087,4.70373,4.61512,-0.807204,6937.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93212,5,4.89547,-0.815396,17054.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93545,5,5,-0.557315,5411.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93612,3.89015,5,0.179489,384.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93884,4.8729,5,-0.658849,13518.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94013,4.67224,5,0.339123,2887.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94172,5,5,1.23523,2237.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94375,5,4.8659,0.456248,3158.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94611,4.8679,4.8627,-0.791844,30793.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94803,5,5,-0.839811,16298.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95002,5,5,-0.61296,8202.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95264,5,5,-0.904523,13813.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95433,3.81263,4.20913,-1.43332,2439.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95656,5,5,-1.82224,2019.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95797,5,5,-0.935899,NA,4675.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96137,5,5,-0.982035,NA,3174.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96301,5,4.84634,-1.98615,NA,5326.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96387,4.26708,4.98909,-2.57582,1959.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96623,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96754,5,5,-4.99547,2576.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97015,5,4.99807,-5,2581.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97232,4.84323,5,-5,NA,2621.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97379,5,4.76347,-4.59731,NA,NA,1256.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97643,5,5,-5,NA,2915.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97945,4.97593,5,-5,2819.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98113,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98231,5,5,-5,NA,NA,723.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98513,5,5,-5,NA,NA,395.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98734,4.9902,4.77908,-5,3292.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98887,5,5,-3.21086,1078.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99011,4.65232,5,-2.89729,1904.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99212,5,5,-3.86694,1960.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99435,4.84441,5,-2.0455,7191.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99624,5,4.94506,-1.98182,6617.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99780,5,5,-2.21792,2027.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007,4.2074,5,-0.782691,NA,NA,4708.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100215,5,4.55678,-1.25278,NA,994.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100381,5,5,-1.59944,NA,3491.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100728,4.23714,5,-1.49671,NA,6914.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100789,4.3386,5,-0.248361,4337.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100984,4.41612,5,-1.60286,4053.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101261,5,4.42226,-1.4536,4371.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101440,4.25667,4.7435,-2.52802,3046.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101560,3.86622,5,-2.05147,1589.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101919,5,5,-2.91209,2755.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102004,5,5,-3.97951,3453.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102131,3.88159,4.69003,-3.88125,523.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102370,5,5,-1.61326,NA,NA,4499.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102700,5,5,-2.18187,2976.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102894,4.17754,4.9543,-3.641,853.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103097,4.57662,5,-2.00035,1878.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103312,3.38197,4.9018,-2.41008,977.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103510,3.39664,5,-1.34151,2976.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103649,5,5,-0.600332,7601.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103885,5,5,-0.715524,15957.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103929,5,4.9122,-0.139042,NA,NA,4765.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104267,5,4.41714,-0.0977926,2642.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104340,5,5,-0.99424,7597.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104615,5,5,-0.833781,16311.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104891,5,3.78412,-0.69513,4229.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105042,4.08281,4.67496,-1.44357,2807.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105158,3.26555,5,-2.35513,554.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105376,4.41679,5,-1.27365,3318.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105578,5,5,-0.924662,14192.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105838,5,5,0.166188,1176.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106087,4.16877,3.94203,-0.241048,623.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106253,4.15468,5,-0.328098,2977.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106468,4.80722,5,-0.979171,10792.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106621,4.64296,3.8483,-0.517758,729.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106787,5,4.10474,-1.37943,3976.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107062,5,5,-0.947362,9817.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107180,4.21314,5,-1.35082,6411.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107415,4.06496,5,-1.49172,3394.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107581,4.68331,4.62953,-0.987154,5803.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107802,3.78756,4.95421,-0.87926,5268.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108088,4.95437,5,-0.81729,15326.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108128,5,5,-0.564731,5801.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108329,4.89053,4.96326,-0.859397,18904.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108586,5,5,-0.96913,8843.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108842,4.72141,4.59284,-0.876539,NA,3870.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109006,5,4.79077,-1.51066,NA,NA,NA,NA,4031.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109183,5,5,-1.26352,NA,NA,NA,2714.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109429,4.65396,5,-0.376325,NA,NA,NA,976.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109690,4.98655,5,-0.268887,NA,NA,NA,2028.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109764,4.08667,5,-0.805341,NA,NA,NA,NA,NA,NA,774.376,NA,NA,NA,NA,NA,NA,NA,NA
110092,4.9399,5,-1.38508,NA,6382.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110273,5,5,-0.822609,12981.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110444,5,4.06963,-0.0899555,1596.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110607,5,5,-0.907084,11317.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110718,4.14851,5,-0.107362,3201.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110950,5,4.96164,0.216573,2674.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111136,5,5,0.317844,3440.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111372,5,5,-0.855218,13519.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111655,5,5,-0.0771496,NA,3946.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111723,5,4.93801,-1.99872,NA,2755.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112026,4.07032,5,-0.307317,1532.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112274,4.70694,5,-0.66009,13168.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112320,3.28237,5,-1.61044,2720.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112515,2.84358,5,-2.13406,1035.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112837,3.37039,4.72229,-1.40569,4840.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112993,4.69821,5,-0.910063,14171.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113168,4.77136,5,-0.66537,16796.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113405,4.88634,5,-0.981816,10859.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113589,5,5,-1.461,NA,5734.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113789,5,4.85869,0.213306,3930.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113965,5,5,-0.568141,5978.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114133,3.78133,5,-0.753351,NA,4822.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114441,4.66054,4.79048,-0.869408,16038.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114552,5,5,-0.670653,12880.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114901,5,4.21004,-0.689083,NA,4237.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114993,5,4.3496,-1.48073,6393.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115104,5,4.24851,-3.12156,NA,936.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115458,5,3.52637,-1.49141,152.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115581,5,4.10996,-1.1815,1323.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115799,4.93173,5,-2.26225,1017.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115918,5,5,-2.01161,5551.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116294,5,5,-2.07126,5154.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116364,4.65658,5,-0.818714,9858.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116697,5,5,-0.565801,5856.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116859,5,4.76324,-1.87734,4503.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117085,5,5,-3.09743,2739.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117139,5,5,-1.8898,4102.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117452,5,4.69087,-0.54668,5686.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117524,5,4.89033,-0.635521,12125.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117803,4.67536,5,0.2407,2323.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118047,4.59754,5,-0.746856,5690.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118224,4.97847,5,-1.09834,1630.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118473,4.95177,5,-2.11649,6927.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118520,5,5,-2.20368,2409.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118716,5,5,-2.09972,NA,1927.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119048,5,5,-2.82655,NA,NA,NA,452.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119253,5,5,-0.668847,NA,NA,3898.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119353,4.72409,3.85593,-0.681257,3625.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119551,5,5,-2.1266,5581.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119889,5,5,-2.02334,5526.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120071,5,5,-0.635292,11262.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120107,5,5,0.219301,NA,1652.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120355,4.57709,5,1.95534,NA,NA,NA,174.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120512,5,4.24362,3.28439,NA,NA,NA,NA,NA,NA,439.418,NA,NA,NA,NA,NA,NA,NA,NA
120805,4.3175,5,3.71462,NA,NA,NA,NA,NA,397.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
121030,5,4.60957,3.35587,NA,NA,NA,NA,NA,NA,NA,557.139,NA,NA,NA,NA,NA,NA,NA
121158,5,5,4.1855,NA,NA,NA,NA,NA,NA,NA,NA,3214.775,NA,NA,NA,NA,NA,NA
121461,5,3.93938,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491.609,NA,NA,NA,NA,NA
121588,4.64618,4.21589,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3682.525,NA,NA,NA,NA
121805,5,5,4.23403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2910.722,NA,NA,NA
122098,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8937.78,NA,NA,NA,NA,NA,NA
122270,4.72578,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13869.283,NA,NA,NA,NA,NA
122484,4.82107,5,4.64483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5045.85,NA,NA
122696,5,5,4.26531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5610.163,NA,NA,NA,NA
122866,4.78938,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460.613,NA,NA
122999,5,3.96172,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.361,NA
123113,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5552.405,NA,NA
123474,5,5,4.72807,NA,NA,NA,NA,NA,NA,NA,NA,NA,3123.388,NA,NA,NA,NA,NA
123646,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2832.001,NA
123890,5,4.46917,3.75722,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.754,NA,NA,NA,NA,NA
124015,4.80828,5,4.34111,NA,NA,NA,NA,NA,NA,NA,NA,3311.832,NA,NA,NA,NA,NA,NA
124117,5,5,4.21761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103.91
124411,4.10871,5,5,NA,NA,NA,NA,NA,NA,NA,1148.259,NA,NA,NA,NA,NA,NA,NA
124665,4.32611,4.10242,5,NA,NA,NA,NA,NA,NA,NA,398.32,NA,NA,NA,NA,NA,NA,NA
124724,5,4.63157,5,NA,NA,NA,1676.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125018,4.09364,4.93385,5,4427.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125240,4.30858,4.64903,5,3920.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125458,4.11702,4.75929,4.97904,4324.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125547,4.19307,1.93229,5,941.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125832,4.70566,0.456186,5,2335.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126028,5,-0.665983,5,NA,1884.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126162,4.29608,-1.35655,5,8831.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126448,4.79643,-0.208395,5,NA,4201.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126530,5,-0.383135,4.86468,NA,901.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126760,5,-0.784006,5,NA,14953.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127073,4.60894,0.315873,5,1757.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127275,5,-0.736028,4.94678,14931.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127490,5,0.204221,5,NA,1993.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127530,5,0.334609,4.68288,3061.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127701,5,0.35424,5,3430.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128092,5,-1.00632,5,6956.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128115,4.98497,-2.04688,5,5749.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128421,4.0503,-1.28098,5,1604.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128590,5,-0.719795,5,15738.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128733,5,-0.664901,5,10397.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129057,5,-0.515756,5,3175.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129275,4.78794,-1.28399,5,NA,6040.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129360,5,-3.20061,5,1256.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129565,5,-3.07262,5,2968.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129727,5,-1.92271,3.80704,1735.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130096,5,-1.67545,4.0977,NA,698.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130130,5,-1.57034,5,NA,NA,NA,3245.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130454,5,-0.892993,5,NA,12688.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130658,5,-0.606046,5,10357.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130875,5,-1.84879,5,2934.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131034,4.86778,-0.995353,4.52515,686.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131205,5,-1.72211,4.3066,1394.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131389,4.12479,-2.40431,5,978.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131503,4.27267,-1.34673,4.86634,9095.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131877,5,-2.05365,5,5340.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131954,4.24045,-2.53002,3.74858,NA,554.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132195,4.97364,-0.960993,5,10236.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132334,3.46976,-1.69556,5,NA,406.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132674,2.76338,-2.03257,5,1483.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132885,3.37711,-2.54562,5,1139.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133094,4.94643,-3.28436,4.52554,-18.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133134,4.9716,-3.03433,4.94546,4303.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133336,5,-2.28774,4.72952,NA,137.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133539,5,-1.99429,5,5536.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133796,4.40056,-1.32656,5,4589.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134063,4.83502,-2.90881,5,3601.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134205,5,-0.72733,5,12253.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134409,5,-0.583793,5,6781.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134529,5,0.511261,5,1338.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
