id,x0,x1,x2,fitness-5,fitness-3.5,fitness-2.5,fitness-1,fitness-2,fitness-1.5,fitness-3,fitness-4,fitness-0.5,fitness-4.5
111558,1.62271,0.867787,-4.37697,NA,NA,NA,NA,NA,NA,NA,-71.984,NA,NA
111774,2.91797,0.707509,-5,NA,-90.771,NA,NA,NA,NA,NA,NA,NA,NA
111904,1.76861,1.245,-4.65572,NA,-29.472,NA,NA,NA,NA,NA,NA,NA,NA
112145,1.49385,1.57612,-4.39796,NA,NA,NA,NA,NA,-27.876,NA,NA,NA,NA
112338,0.978287,2.27769,-5,NA,NA,NA,NA,NA,-50.023,NA,NA,NA,NA
112439,0.483554,2.15389,-5,NA,NA,NA,NA,NA,-80.747,NA,NA,NA,NA
112710,0.656312,1.52375,-4.9465,NA,NA,-49.558,NA,NA,NA,NA,NA,NA,NA
112877,0.999488,1.26285,-5,NA,NA,NA,NA,-50.48,NA,NA,NA,NA,NA
113131,1.75392,1.10233,-5,NA,NA,NA,NA,NA,NA,-37.528,NA,NA,NA
113207,1.09008,2.14335,-5,NA,NA,NA,NA,NA,-44.576,NA,NA,NA,NA
113567,2.5332,1.55167,-4.48908,NA,NA,-19.446,NA,NA,NA,NA,NA,NA,NA
113642,3.54473,1.116,-5,NA,NA,NA,NA,-100.414,NA,NA,NA,NA,NA
113803,2.68064,2.90428,-5,NA,NA,-62.762,NA,NA,NA,NA,NA,NA,NA
114011,2.9101,1.92324,-4.453,NA,NA,NA,NA,NA,NA,NA,-67.13,NA,NA
114400,1.99229,2.18261,-4.79725,NA,NA,NA,NA,NA,NA,-25.857,NA,NA,NA
114456,2.87179,1.83442,-4.74248,NA,NA,NA,NA,-37.396,NA,NA,NA,NA,NA
114701,1.5071,1.60045,-4.92504,NA,NA,NA,NA,NA,-32.21,NA,NA,NA,NA
114810,1.60921,1.05567,-4.87164,NA,NA,NA,NA,-29.79,NA,NA,NA,NA,NA
115163,2.30732,0.839113,-5,NA,NA,NA,NA,NA,NA,-48.83,NA,NA,NA
115330,2.91872,1.58599,-5,NA,NA,-43.195,NA,NA,NA,NA,NA,NA,NA
115544,2.97774,1.65582,-5,NA,NA,NA,NA,NA,NA,-50.113,NA,NA,NA
115766,2.32542,1.90005,-5,NA,NA,NA,NA,NA,NA,-31.231,NA,NA,NA
115804,1.91827,1.49608,-4.67158,NA,NA,NA,NA,NA,NA,-20.142,NA,NA,NA
116074,2.44371,2.04549,-5,NA,NA,-27.241,NA,NA,NA,NA,NA,NA,NA
116224,1.05419,2.22407,-4.62632,NA,NA,-26.076,NA,NA,NA,NA,NA,NA,NA
116462,2.22353,2.69994,-4.86404,NA,NA,-38.194,NA,NA,NA,NA,NA,NA,NA
116719,1.97456,2.92297,-4.15791,NA,NA,NA,NA,NA,NA,-46.009,NA,NA,NA
116831,2.46492,2.67596,-5,NA,NA,NA,NA,-52.84,NA,NA,NA,NA,NA
117021,2.185,2.49595,-5,NA,NA,NA,NA,-34.006,NA,NA,NA,NA,NA
117220,2.85588,2.11738,-5,NA,NA,NA,NA,NA,NA,-44.252,NA,NA,NA
117503,2.16853,1.87019,-5,NA,-48.127,NA,NA,NA,NA,NA,NA,NA,NA
117713,0.187037,1.43078,-4.45686,NA,NA,NA,NA,-84.102,NA,NA,NA,NA,NA
117876,1.49677,1.86601,-4.61314,NA,NA,NA,-53.203,NA,NA,NA,NA,NA,NA
118044,1.54436,1.65758,-4.05437,NA,NA,NA,NA,NA,-46.581,NA,NA,NA,NA
118389,1.53913,1.99632,-5,NA,NA,-18.308,NA,NA,NA,NA,NA,NA,NA
118502,2.31367,1.41323,-4.50704,NA,NA,NA,NA,NA,-32.907,NA,NA,NA,NA
118702,1.76482,2.2035,-3.22606,NA,NA,NA,NA,NA,-63.238,NA,NA,NA,NA
118861,0.882119,1.79195,-4.06384,NA,NA,-27.681,NA,NA,NA,NA,NA,NA,NA
119163,0.509089,1.75176,-4.99629,NA,NA,NA,NA,-64.847,NA,NA,NA,NA,NA
119310,1.46491,2.15747,-3.78975,NA,NA,NA,NA,NA,NA,-23.721,NA,NA,NA
119468,2.10836,1.83982,-5,NA,NA,-17.545,NA,NA,NA,NA,NA,NA,NA
119778,2.21207,1.49491,-4.10628,NA,NA,NA,NA,NA,NA,-12.475,NA,NA,NA
119865,1.41884,1.91242,-5,NA,NA,NA,NA,NA,NA,-24.692,NA,NA,NA
120197,2.29711,2.85262,-4.51988,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.15
120247,1.59456,2.4412,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.51
120460,2.81788,2.11095,-4.53992,NA,NA,NA,NA,NA,NA,NA,-80.314,NA,NA
120603,2.39611,2.11133,-4.93866,NA,NA,NA,NA,NA,NA,-25.757,NA,NA,NA
120817,1.32538,3.27635,-4.62719,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.904
121109,0.946253,3.25143,-5,NA,NA,-79.828,NA,NA,NA,NA,NA,NA,NA
121314,2.02028,1.75881,-4.07593,NA,NA,-4.919,NA,NA,NA,NA,NA,NA,NA
121589,1.24032,1.6402,-3.70562,NA,NA,-21.619,NA,NA,NA,NA,NA,NA,NA
121693,2.25798,2.1165,-3.7813,NA,NA,NA,NA,-30.418,NA,NA,NA,NA,NA
121839,1.90127,2.36576,-4.83932,NA,NA,NA,NA,NA,-37.34,NA,NA,NA,NA
122187,2.3023,2.0044,-5,NA,NA,-22.382,NA,NA,NA,NA,NA,NA,NA
122237,2.16355,2.03701,-4.99902,NA,NA,NA,NA,NA,NA,-30.338,NA,NA,NA
122509,2.25627,0.811046,-4.31983,NA,NA,-35.497,NA,NA,NA,NA,NA,NA,NA
122772,1.93228,1.11782,-4.87632,NA,NA,NA,NA,-24.032,NA,NA,NA,NA,NA
122825,2.0404,1.87413,-4.22658,NA,-33.453,NA,NA,NA,NA,NA,NA,NA,NA
123084,2.12262,1.72652,-5,NA,NA,NA,NA,NA,-35.012,NA,NA,NA,NA
123366,1.85248,1.23096,-5,NA,NA,-22.171,NA,NA,NA,NA,NA,NA,NA
123508,2.46973,1.47993,-4.62413,NA,-33.578,NA,NA,NA,NA,NA,NA,NA,NA
123773,1.68411,1.40034,-3.56518,NA,NA,-24.199,NA,NA,NA,NA,NA,NA,NA
123949,1.35152,2.04759,-4.57758,NA,NA,-12.093,NA,NA,NA,NA,NA,NA,NA
124098,0.89023,2.56746,-4.72524,NA,NA,NA,NA,NA,-68.417,NA,NA,NA,NA
124306,0.35732,1.86931,-3.87388,NA,NA,NA,NA,-65.076,NA,NA,NA,NA,NA
124488,1.59517,2.52849,-5,NA,NA,-30.568,NA,NA,NA,NA,NA,NA,NA
124773,1.25482,1.37997,-4.58064,NA,NA,NA,NA,NA,NA,NA,-61.753,NA,NA
124815,0.412535,1.48606,-5,NA,NA,NA,NA,NA,NA,NA,-99.242,NA,NA
125089,2.57088,2.51491,-5,NA,NA,NA,NA,NA,NA,NA,-78.304,NA,NA
125204,3.1581,2.70344,-5,NA,NA,NA,NA,NA,NA,-83.197,NA,NA,NA
125406,3.4199,2.64854,-4.70474,NA,NA,NA,NA,NA,NA,-92.688,NA,NA,NA
125783,0.922019,1.91764,-5,NA,-63.97,NA,NA,NA,NA,NA,NA,NA,NA
125929,1.50587,1.99156,-5,NA,NA,-18.699,NA,NA,NA,NA,NA,NA,NA
126068,3.29042,2.24263,-5,NA,NA,NA,NA,NA,NA,-70.56,NA,NA,NA
126362,1.10105,1.878,-4.36487,NA,NA,NA,NA,NA,NA,-18.817,NA,NA,NA
126543,2.48656,1.53664,-4.86502,NA,NA,NA,NA,NA,NA,NA,-78.171,NA,NA
126670,2.80198,1.66212,-5,NA,NA,-38.214,NA,NA,NA,NA,NA,NA,NA
126970,2.24212,0.57859,-4.82288,NA,NA,NA,NA,NA,NA,-62.067,NA,NA,NA
127119,2.19684,0.766409,-5,NA,NA,-50.934,NA,NA,NA,NA,NA,NA,NA
127203,2.03023,1.25811,-4.23467,NA,NA,NA,NA,NA,NA,-10.25,NA,NA,NA
127406,3.40617,2.07624,-3.72981,NA,NA,NA,NA,-84.271,NA,NA,NA,NA,NA
127733,2.89488,2.55101,-4.42968,NA,NA,NA,NA,NA,NA,-54.601,NA,NA,NA
127874,2.55955,2.83245,-4.51619,NA,NA,NA,NA,NA,NA,-50.102,NA,NA,NA
128027,2.71534,2.02418,-4.71971,NA,NA,NA,NA,NA,NA,NA,-65.576,NA,NA
128203,1.72515,1.57668,-5,NA,NA,-16.211,NA,NA,NA,NA,NA,NA,NA
128597,0.259977,1.80232,-4.5409,NA,NA,NA,NA,-70.31,NA,NA,NA,NA,NA
128800,0.995718,1.93161,-3.48839,NA,NA,NA,NA,NA,NA,-46.322,NA,NA,NA
128932,1.94901,2.33142,-4.5952,NA,-37.845,NA,NA,NA,NA,NA,NA,NA,NA
129029,1.27238,1.7934,-3.71198,NA,NA,-20.455,NA,NA,NA,NA,NA,NA,NA
129381,1.15687,1.04704,-3.59963,NA,NA,-52.393,NA,NA,NA,NA,NA,NA,NA
129409,1.81828,1.71564,-3.38393,NA,NA,-27.746,NA,NA,NA,NA,NA,NA,NA
129676,2.14011,2.2156,-3.89033,NA,NA,-18.618,NA,NA,NA,NA,NA,NA,NA
129845,1.44148,1.66424,-4.00238,NA,NA,-7.477,NA,NA,NA,NA,NA,NA,NA
130054,2.80504,3.24512,-4.60222,NA,NA,-80.743,NA,NA,NA,NA,NA,NA,NA
130230,2.6759,2.34744,-4.48609,NA,NA,NA,NA,-41.549,NA,NA,NA,NA,NA
130468,2.74578,2.69084,-4.23088,NA,NA,-48.36,NA,NA,NA,NA,NA,NA,NA
130775,2.5795,1.91278,-3.71433,NA,NA,NA,NA,-40.695,NA,NA,NA,NA,NA
130819,1.95777,1.65209,-4.28559,NA,NA,NA,NA,NA,-22.376,NA,NA,NA,NA
131026,2.09992,2.07638,-4.92376,NA,NA,-18.15,NA,NA,NA,NA,NA,NA,NA
131282,2.40906,1.58471,-3.99662,NA,NA,-15.668,NA,NA,NA,NA,NA,NA,NA
131505,1.73366,1.85384,-3.93335,NA,-39.373,NA,NA,NA,NA,NA,NA,NA,NA
131634,0.812527,2.66141,-4.62548,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.067
131938,1.91832,2.11532,-3.95956,NA,NA,NA,NA,NA,NA,-22.245,NA,NA,NA
132022,1.41295,1.81328,-4.29488,NA,NA,NA,NA,NA,NA,-8.458,NA,NA,NA
132215,1.35713,2.43106,-4.32728,NA,NA,NA,NA,NA,NA,-23.583,NA,NA,NA
132546,1.88346,1.82023,-4.69639,NA,NA,-6.378,NA,NA,NA,NA,NA,NA,NA
132712,2.43958,1.92071,-4.28698,NA,NA,NA,NA,-27.288,NA,NA,NA,NA,NA
132980,2.22639,1.80959,-4.35383,NA,NA,-8.289,NA,NA,NA,NA,NA,NA,NA
133109,2.85574,2.17773,-3.91781,NA,NA,-40.92,NA,NA,NA,NA,NA,NA,NA
133215,1.73314,1.05356,-5,NA,-50.061,NA,NA,NA,NA,NA,NA,NA,NA
133561,2.14982,2.27975,-5,NA,NA,NA,NA,NA,NA,-34.674,NA,NA,NA
133681,2.87034,2.05196,-4.68531,NA,-50.685,NA,NA,NA,NA,NA,NA,NA,NA
133853,3.76044,-0.233424,-5,NA,NA,-214.014,NA,NA,NA,NA,NA,NA,NA
134182,0.888808,0.828172,-5,NA,NA,NA,NA,NA,NA,-82.912,NA,NA,NA
134370,0.582881,1.33561,-4.80893,NA,-69.803,NA,NA,NA,NA,NA,NA,NA,NA
134422,2.14818,1.69089,-4.99645,NA,-41.072,NA,NA,NA,NA,NA,NA,NA,NA
134695,2.31304,1.2927,-5,NA,NA,NA,NA,NA,NA,-33.809,NA,NA,NA
134837,1.9936,1.50286,-5,NA,NA,NA,NA,NA,NA,-19.493,NA,NA,NA
135087,2.41105,1.97045,-4.59083,NA,NA,NA,NA,NA,-29.736,NA,NA,NA,NA
135204,2.36478,1.30009,-4.41309,NA,NA,-15.25,NA,NA,NA,NA,NA,NA,NA
135467,2.50644,1.54674,-4.9011,NA,NA,-25.043,NA,NA,NA,NA,NA,NA,NA
135618,1.77669,1.36214,-5,NA,NA,-17.961,NA,NA,NA,NA,NA,NA,NA
135948,2.03454,2.0461,-5,NA,NA,NA,NA,NA,NA,-20.339,NA,NA,NA
136022,2.26358,3.48361,-5,NA,NA,NA,NA,-91.546,NA,NA,NA,NA,NA
136316,2.39145,1.8077,-4.11661,NA,NA,NA,NA,-15.479,NA,NA,NA,NA,NA
136471,2.04402,2.38489,-5,NA,NA,NA,NA,-28.781,NA,NA,NA,NA,NA
136664,1.20448,1.48585,-5,NA,NA,NA,NA,NA,-46.098,NA,NA,NA,NA
136941,1.06783,2.60072,-4.72409,NA,NA,NA,-72.083,NA,NA,NA,NA,NA,NA
137020,1.77507,2.53926,-5,NA,NA,NA,NA,NA,-61.456,NA,NA,NA,NA
137315,1.63815,2.97789,-5,NA,NA,-50.145,NA,NA,NA,NA,NA,NA,NA
137568,1.16701,2.96506,-4.1193,NA,NA,NA,NA,-52.237,NA,NA,NA,NA,NA
137670,1.12969,2.90221,-2.78208,NA,NA,NA,NA,-110.173,NA,NA,NA,NA,NA
137802,1.08394,2.2084,-3.64493,NA,NA,NA,NA,NA,NA,-35.104,NA,NA,NA
138013,1.80449,2.53492,-4.14323,NA,NA,NA,NA,NA,NA,-23.865,NA,NA,NA
138289,1.72242,1.9117,-5,NA,NA,NA,NA,-18.839,NA,NA,NA,NA,NA
138404,1.8609,1.7137,-5,NA,NA,-14.726,NA,NA,NA,NA,NA,NA,NA
138738,1.36254,2.54509,-5,NA,NA,-35.513,NA,NA,NA,NA,NA,NA,NA
138904,1.66783,0.971991,-4.88125,NA,NA,-35.036,NA,NA,NA,NA,NA,NA,NA
139094,1.50762,1.32707,-4.92836,NA,NA,NA,NA,NA,-35.708,NA,NA,NA,NA
139382,1.99549,1.74311,-4.79733,NA,NA,NA,NA,NA,-24.691,NA,NA,NA,NA
139474,2.32422,1.45643,-4.50427,NA,NA,-12.745,NA,NA,NA,NA,NA,NA,NA
139689,1.93229,1.27827,-3.79019,NA,NA,NA,NA,-28.091,NA,NA,NA,NA,NA
139911,1.83805,1.5408,-4.60616,NA,NA,NA,NA,NA,-30.737,NA,NA,NA,NA
140006,1.63166,2.0295,-3.85662,NA,NA,NA,NA,-16.336,NA,NA,NA,NA,NA
140379,1.63912,1.31545,-4.63475,NA,NA,NA,-72.516,NA,NA,NA,NA,NA,NA
140583,1.56329,2.17862,-5,NA,NA,NA,NA,-26.701,NA,NA,NA,NA,NA
140696,3.28951,1.84584,-3.30119,NA,-130.137,NA,NA,NA,NA,NA,NA,NA,NA
140892,2.87655,2.11523,-2.36155,NA,NA,NA,NA,NA,NA,-197.452,NA,NA,NA
141112,2.18968,1.01203,-3.55991,NA,NA,-41.805,NA,NA,NA,NA,NA,NA,NA
141223,2.62461,1.24553,-4.01769,NA,NA,NA,NA,NA,NA,NA,-75.689,NA,NA
141510,3.06055,2.17362,-4.64484,NA,NA,NA,NA,NA,NA,-48.11,NA,NA,NA
141753,2.45013,1.75755,-5,NA,-44.55,NA,NA,NA,NA,NA,NA,NA,NA
141908,1.66752,2.13665,-5,NA,NA,NA,NA,NA,NA,-20.837,NA,NA,NA
142140,1.00086,2.7472,-5,NA,NA,NA,NA,-59.259,NA,NA,NA,NA,NA
142284,1.4179,1.08784,-5,NA,NA,NA,NA,NA,NA,-39.803,NA,NA,NA
142415,2.98899,1.18152,-4.63909,NA,NA,-47.069,NA,NA,NA,NA,NA,NA,NA
142769,2.76514,1.42546,-3.64069,NA,NA,NA,NA,NA,NA,-51.781,NA,NA,NA
142975,2.53704,1.40219,-3.03395,NA,NA,-68.272,NA,NA,NA,NA,NA,NA,NA
143042,1.88368,1.50905,-2.92647,NA,NA,-57.984,NA,NA,NA,NA,NA,NA,NA
143219,1.55422,0.380283,-4.9036,NA,NA,NA,NA,NA,NA,-94.106,NA,NA,NA
143551,3.07133,1.16457,-5,NA,NA,NA,NA,NA,NA,-63.334,NA,NA,NA
143628,2.41377,1.1108,-4.48331,NA,-40.464,NA,NA,NA,NA,NA,NA,NA,NA
143808,2.32688,1.54254,-5,NA,-48.558,NA,NA,NA,NA,NA,NA,NA,NA
144036,1.64586,2.42522,-4.47131,NA,NA,NA,NA,NA,-38.513,NA,NA,NA,NA
144288,1.58982,0.972604,-4.71955,NA,NA,NA,NA,NA,NA,-37.163,NA,NA,NA
144503,0.733254,1.36785,-4.0939,NA,NA,-43.11,NA,NA,NA,NA,NA,NA,NA
144792,1.2789,1.43156,-5,NA,NA,NA,NA,NA,NA,NA,-72.768,NA,NA
144854,1.11588,1.65901,-4.21404,NA,NA,NA,NA,NA,NA,-24.955,NA,NA,NA
145011,1.45085,1.76019,-3.85702,NA,NA,-11.317,NA,NA,NA,NA,NA,NA,NA
145246,1.42439,1.38549,-4.53546,NA,NA,-9.265,NA,NA,NA,NA,NA,NA,NA
145448,2.08032,1.55917,-3.2274,NA,NA,NA,NA,-47.99,NA,NA,NA,NA,NA
145652,1.60262,1.46959,-4.3062,NA,NA,-1.667,NA,NA,NA,NA,NA,NA,NA
145877,1.49541,1.53026,-4.59471,NA,-23.685,NA,NA,NA,NA,NA,NA,NA,NA
146002,1.29429,0.778348,-4.68382,NA,NA,-53.388,NA,NA,NA,NA,NA,NA,NA
146309,1.1713,2.26534,-5,NA,NA,NA,NA,NA,NA,-36.568,NA,NA,NA
146433,1.80309,2.98815,-4.64177,NA,NA,NA,NA,NA,NA,-44.648,NA,NA,NA
146744,2.15471,3.174,-5,NA,NA,NA,-103.803,NA,NA,NA,NA,NA,NA
146916,2.44077,1.89604,-4.07383,NA,NA,NA,NA,NA,-47.19,NA,NA,NA,NA
147012,2.1929,1.75521,-4.20112,NA,NA,-7.793,NA,NA,NA,NA,NA,NA,NA
147237,1.51036,1.12597,-4.37779,NA,-32.313,NA,NA,NA,NA,NA,NA,NA,NA
147413,2.64713,1.81879,-3.98587,NA,NA,NA,NA,NA,NA,-28.112,NA,NA,NA
147772,1.34918,1.09046,-3.88841,NA,NA,-27.769,NA,NA,NA,NA,NA,NA,NA
147920,2.19349,1.58329,-3.41491,NA,NA,-30.916,NA,NA,NA,NA,NA,NA,NA
148006,2.63217,2.09252,-3.86623,NA,NA,NA,NA,NA,NA,-38.509,NA,NA,NA
148323,2.61606,1.3311,-4.26539,NA,NA,NA,NA,-30.649,NA,NA,NA,NA,NA
148437,2.20521,2.62216,-4.74853,NA,NA,NA,NA,-39.518,NA,NA,NA,NA,NA
148663,0.743496,2.51277,-4.67149,NA,NA,NA,NA,NA,NA,-51.809,NA,NA,NA
148979,1.85581,2.60879,-4.16632,NA,NA,NA,NA,NA,NA,NA,-58.649,NA,NA
149132,1.69885,3.0218,-5,NA,NA,NA,NA,NA,NA,-57,NA,NA,NA
149298,2.69071,1.50207,-4.2248,NA,NA,NA,NA,NA,NA,-27.797,NA,NA,NA
149429,2.65558,3.15191,-5,NA,NA,-75.696,NA,NA,NA,NA,NA,NA,NA
149737,3.35721,2.35669,-4.99591,NA,NA,NA,NA,NA,NA,-85.599,NA,NA,NA
149920,2.42642,2.28158,-5,NA,-52.557,NA,NA,NA,NA,NA,NA,NA,NA
150055,2.7901,2.66709,-5,NA,NA,NA,NA,NA,NA,-59.884,NA,NA,NA
150328,2.1239,3.30714,-4.98813,NA,NA,NA,NA,NA,NA,-76.581,NA,NA,NA
150558,1.84516,1.55671,-5,NA,NA,NA,NA,NA,NA,-18.48,NA,NA,NA
150765,1.20734,2.05275,-5,NA,NA,-26.013,NA,NA,NA,NA,NA,NA,NA
150998,0.950755,2.17722,-4.69501,NA,NA,NA,-77.417,NA,NA,NA,NA,NA,NA
151128,1.52355,1.41563,-5,NA,NA,-19.536,NA,NA,NA,NA,NA,NA,NA
151323,0.682354,1.58889,-4.7834,NA,NA,-42.297,NA,NA,NA,NA,NA,NA,NA
151556,1.00318,2.29315,-5,NA,-51.085,NA,NA,NA,NA,NA,NA,NA,NA
151770,1.39132,1.92489,-4.94272,NA,NA,NA,NA,NA,NA,-21.944,NA,NA,NA
151993,1.34673,2.58045,-4.52469,NA,-42.989,NA,NA,NA,NA,NA,NA,NA,NA
152066,1.81463,3.27283,-4.09399,NA,NA,-60.657,NA,NA,NA,NA,NA,NA,NA
152271,1.46062,2.78502,-5,NA,NA,NA,NA,NA,NA,-48.843,NA,NA,NA
152520,1.72834,2.99045,-5,NA,NA,NA,NA,-60.578,NA,NA,NA,NA,NA
152779,2.82166,2.71684,-5,NA,NA,NA,NA,NA,NA,-62.297,NA,NA,NA
152898,1.38206,2.52275,-5,NA,NA,NA,NA,-36.28,NA,NA,NA,NA,NA
153199,2.52983,0.652729,-4.97138,NA,NA,NA,NA,NA,NA,-64.782,NA,NA,NA
153303,1.43621,1.54045,-5,NA,NA,NA,NA,NA,NA,-21.454,NA,NA,NA
153598,2.71743,1.41685,-5,NA,NA,NA,NA,-45.517,NA,NA,NA,NA,NA
153672,3.31763,2.19165,-5,NA,NA,NA,NA,NA,NA,-73.804,NA,NA,NA
153825,4.02121,0.714384,-4.71274,NA,-145.021,NA,NA,NA,NA,NA,NA,NA,NA
154190,2.70801,2.58183,-4.90845,NA,NA,NA,NA,NA,NA,NA,-88.123,NA,NA
154223,2.30105,1.36825,-5,NA,NA,NA,NA,NA,NA,-31.399,NA,NA,NA
154516,1.90467,0.895965,-4.28418,NA,-46.317,NA,NA,NA,NA,NA,NA,NA,NA
154630,2.36556,1.23847,-4.91227,NA,NA,NA,NA,NA,NA,-30.28,NA,NA,NA
154998,1.95438,2.64921,-3.95979,NA,NA,-29.408,NA,NA,NA,NA,NA,NA,NA
155140,1.34506,1.74667,-3.9555,NA,NA,NA,NA,NA,NA,-14.126,NA,NA,NA
155219,2.42693,2.28773,-4.40669,NA,NA,-22.771,NA,NA,NA,NA,NA,NA,NA
155432,3.82624,1.91028,-4.86876,NA,NA,NA,NA,-101.984,NA,NA,NA,NA,NA
155708,3.27545,2.19366,-3.92291,NA,NA,-65.522,NA,NA,NA,NA,NA,NA,NA
155981,2.31204,1.99193,-3.305,NA,-60.194,NA,NA,NA,NA,NA,NA,NA,NA
156105,1.99837,2.98751,-3.34737,NA,NA,NA,NA,-76.723,NA,NA,NA,NA,NA
156275,1.80504,2.5673,-4.86374,NA,NA,NA,NA,-39.017,NA,NA,NA,NA,NA
156499,2.44868,2.76352,-5,NA,NA,NA,NA,-54.232,NA,NA,NA,NA,NA
156757,1.74333,2.84157,-5,NA,NA,NA,NA,NA,NA,-45.507,NA,NA,NA
156989,1.67818,2.70732,-4.86986,NA,-48.503,NA,NA,NA,NA,NA,NA,NA,NA
157038,1.20603,2.18136,-4.65404,NA,NA,NA,NA,-26.997,NA,NA,NA,NA,NA
157220,1.45085,2.12262,-3.79597,NA,NA,NA,NA,-27.433,NA,NA,NA,NA,NA
157497,2.06495,1.9612,-4.23311,NA,NA,-7.775,NA,NA,NA,NA,NA,NA,NA
157610,2.3917,1.51407,-4.77979,NA,NA,-18.557,NA,NA,NA,NA,NA,NA,NA
157911,1.60084,1.48569,-4.51248,NA,NA,NA,NA,-17.33,NA,NA,NA,NA,NA
158147,0.955263,1.99124,-3.5549,NA,NA,NA,NA,-45.682,NA,NA,NA,NA,NA
158217,0.787128,2.06896,-4.20297,NA,NA,NA,NA,NA,NA,-33.18,NA,NA,NA
158453,2.08658,1.16035,-4.79788,NA,NA,NA,NA,NA,NA,-19.992,NA,NA,NA
158787,1.40094,1.32978,-5,NA,NA,-26.052,NA,NA,NA,NA,NA,NA,NA
158903,2.12338,0.941114,-4.94605,NA,NA,NA,NA,NA,-64.609,NA,NA,NA,NA
159086,2.77169,2.31437,-3.6329,NA,NA,NA,NA,NA,-74.897,NA,NA,NA,NA
159383,2.71057,2.22742,-5,NA,NA,NA,NA,NA,NA,-43.831,NA,NA,NA
159585,2.25411,1.40863,-5,NA,NA,-22.755,NA,NA,NA,NA,NA,NA,NA
159794,1.65681,1.96861,-4.85489,NA,NA,NA,NA,NA,-43.764,NA,NA,NA,NA
160000,1.20866,2.14521,-5,NA,NA,NA,-92.921,NA,NA,NA,NA,NA,NA
160033,1.3438,2.40512,-5,NA,NA,NA,NA,-34.79,NA,NA,NA,NA,NA
160216,2.05094,1.82146,-5,NA,NA,NA,NA,-27.995,NA,NA,NA,NA,NA
160565,1.35682,0.924665,-5,NA,NA,-49.115,NA,NA,NA,NA,NA,NA,NA
160780,0.982425,1.6349,-4.68126,NA,NA,-25.01,NA,NA,NA,NA,NA,NA,NA
160814,1.98615,0.891858,-4.36074,NA,NA,NA,NA,-30.379,NA,NA,NA,NA,NA
161136,1.9412,1.64643,-4.88275,NA,NA,NA,NA,-14.837,NA,NA,NA,NA,NA
161243,1.16691,2.37601,-5,NA,NA,-33.422,NA,NA,NA,NA,NA,NA,NA
161473,1.34503,1.62818,-5,NA,NA,NA,NA,NA,NA,-29.32,NA,NA,NA
161608,3.1856,1.37293,-5,NA,NA,-59.412,NA,NA,NA,NA,NA,NA,NA
161850,2.50656,2.04659,-5,NA,NA,NA,NA,NA,NA,NA,-60.923,NA,NA
162163,2.50987,1.96442,-5,NA,NA,NA,NA,NA,NA,-39.071,NA,NA,NA
162243,2.36015,2.52919,-5,NA,NA,-37.541,NA,NA,NA,NA,NA,NA,NA
162429,2.97191,2.61551,-5,NA,-74.715,NA,NA,NA,NA,NA,NA,NA,NA
162776,3.4769,2.12144,-5,NA,NA,NA,NA,NA,NA,NA,-129.765,NA,NA
162976,2.05735,2.02646,-5,NA,NA,NA,NA,-25.937,NA,NA,NA,NA,NA
163167,3.0035,1.17282,-4.63054,NA,NA,NA,NA,-53.048,NA,NA,NA,NA,NA
163305,2.9072,1.1848,-3.83222,NA,NA,NA,NA,-53.906,NA,NA,NA,NA,NA
163445,2.90973,1.1377,-4.6484,NA,NA,-44.707,NA,NA,NA,NA,NA,NA,NA
163784,3.08235,0.803253,-5,NA,NA,NA,NA,-79.455,NA,NA,NA,NA,NA
163870,3.14249,1.02186,-5,NA,NA,-67.578,NA,NA,NA,NA,NA,NA,NA
164189,2.27871,0.66177,-4.04336,NA,-74.552,NA,NA,NA,NA,NA,NA,NA,NA
164320,2.20768,1.03182,-3.98633,NA,NA,NA,NA,NA,NA,-30.33,NA,NA,NA
164503,1.27221,1.72719,-5,NA,NA,NA,NA,NA,NA,-32.474,NA,NA,NA
164742,1.05835,1.66053,-5,NA,NA,NA,NA,NA,NA,-39.675,NA,NA,NA
164927,0.85568,1.05058,-5,NA,NA,-69.547,NA,NA,NA,NA,NA,NA,NA
165197,0.735228,1.3151,-5,NA,NA,-54.946,NA,NA,NA,NA,NA,NA,NA
165238,0.458596,2.46774,-5,NA,NA,NA,NA,NA,NA,-72.343,NA,NA,NA
165476,0.873847,1.783,-5,NA,NA,-40.469,NA,NA,NA,NA,NA,NA,NA
165712,1.74076,1.72266,-5,NA,NA,NA,NA,NA,-33.713,NA,NA,NA,NA
165934,0.842066,0.988419,-4.79781,NA,NA,NA,NA,-77.15,NA,NA,NA,NA,NA
166056,1.76926,1.56537,-5,NA,NA,NA,NA,-18.718,NA,NA,NA,NA,NA
166204,2.42111,2.20092,-5,NA,NA,NA,NA,NA,-59.353,NA,NA,NA,NA
166407,2.08107,1.70705,-5,NA,NA,NA,NA,NA,-46.613,NA,NA,NA,NA
166647,1.79595,1.79403,-5,NA,NA,NA,-67.488,NA,NA,NA,NA,NA,NA
166842,2.16712,1.61683,-5,NA,NA,NA,NA,NA,-43.297,NA,NA,NA,NA
167069,2.01301,2.08531,-3.97281,NA,NA,-12.814,NA,NA,NA,NA,NA,NA,NA
