id,x0,x1,x2,fitness-2,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness-1,fitness-4
136291,1.69175,1.25411,-3.83244,-18.295,NA,NA,NA,NA,NA,NA
136487,1.31396,1.98311,-4.60388,NA,-12.788,NA,NA,NA,NA,NA
136767,0.642695,2.06244,-3.87912,NA,NA,NA,-44.87,NA,NA,NA
136997,0.930009,1.93566,-5,NA,-34.677,NA,NA,NA,NA,NA
137099,1.51339,1.59412,-4.55362,NA,NA,NA,-8.395,NA,NA,NA
137230,1.67857,1.76008,-5,NA,NA,NA,-19.755,NA,NA,NA
137429,1.41756,1.90146,-5,NA,NA,NA,-23.827,NA,NA,NA
137670,0.991955,2.12604,-4.45798,NA,NA,NA,-27.751,NA,NA,NA
137803,1.69033,1.54436,-5,NA,-15.638,NA,NA,NA,NA,NA
138012,1.38419,1.97612,-3.56671,NA,-24.76,NA,NA,NA,NA,NA
138255,2.06707,1.45299,-3.97442,NA,-7.926,NA,NA,NA,NA,NA
138548,2.37911,1.9621,-4.22912,NA,-13.898,NA,NA,NA,NA,NA
138628,0.775044,1.55951,-3.80333,-50.911,NA,NA,NA,NA,NA,NA
138895,2.14301,2.36382,-4.51503,-28.317,NA,NA,NA,NA,NA,NA
139131,2.03476,1.5295,-4.9909,NA,NA,NA,-20.968,NA,NA,NA
139251,2.17183,1.26345,-5,NA,NA,NA,NA,NA,NA,-59.996
139467,1.70292,2.27288,-5,-25.422,NA,NA,NA,NA,NA,NA
139672,1.61579,2.17842,-4.75176,-19.986,NA,NA,NA,NA,NA,NA
139868,1.27591,2.3576,-5,NA,NA,-43.527,NA,NA,NA,NA
140013,2.12519,1.42245,-5,NA,-18.827,NA,NA,NA,NA,NA
140320,1.71302,1.93793,-4.47096,NA,-4.348,NA,NA,NA,NA,NA
140562,1.53812,1.65134,-3.64302,-33.813,NA,NA,NA,NA,NA,NA
140769,1.14354,1.5929,-5,-38.608,NA,NA,NA,NA,NA,NA
140878,1.82312,2.53984,-4.04965,NA,-24.035,NA,NA,NA,NA,NA
141181,1.99601,1.8577,-4.16752,-8.152,NA,NA,NA,NA,NA,NA
141301,1.92394,1.6751,-4.0856,NA,NA,NA,-6.763,NA,NA,NA
141590,1.67863,1.53374,-4.52538,NA,NA,NA,-5.966,NA,NA,NA
141757,1.46191,1.94496,-5,-24.314,NA,NA,NA,NA,NA,NA
141849,1.85005,1.47117,-3.69353,-21.569,NA,NA,NA,NA,NA,NA
142122,2.08588,0.905131,-4.01163,NA,NA,NA,-33.66,NA,NA,NA
142324,2.14552,1.99359,-3.94879,-13.624,NA,NA,NA,NA,NA,NA
142513,2.20706,2.48863,-4.85808,NA,NA,-42.079,NA,NA,NA,NA
142796,0.960367,1.93061,-5,-38.599,NA,NA,NA,NA,NA,NA
142853,1.71092,2.58667,-5,NA,NA,NA,-33.558,NA,NA,NA
143029,1.15631,1.70943,-5,NA,-26.049,NA,NA,NA,NA,NA
143227,0.946486,1.53985,-4.8805,NA,-32.068,NA,NA,NA,NA,NA
143449,1.40686,1.88336,-5,NA,-20.221,NA,NA,NA,NA,NA
143749,1.56549,1.63226,-4.79504,NA,-9.115,NA,NA,NA,NA,NA
143869,1.43199,2.06331,-4.65426,NA,-12.15,NA,NA,NA,NA,NA
144182,1.33821,1.9227,-4.85855,NA,NA,NA,-17.836,NA,NA,NA
144390,2.37165,1.04847,-5,-39.609,NA,NA,NA,NA,NA,NA
144572,2.59771,2.2327,-5,NA,-34.914,NA,NA,NA,NA,NA
144660,1.68633,1.5147,-5,NA,NA,NA,NA,-34.153,NA,NA
144805,1.98008,2.57715,-5,NA,-33.269,NA,NA,NA,NA,NA
145125,0.751878,2.33051,-4.15961,NA,NA,NA,NA,-66.356,NA,NA
145297,1.76108,2.95527,-4.6415,NA,-42.321,NA,NA,NA,NA,NA
145590,2.01431,1.42427,-4.90926,-17.13,NA,NA,NA,NA,NA,NA
145697,2.07469,2.68036,-3.63497,-45.032,NA,NA,NA,NA,NA,NA
145862,2.11898,1.68906,-4.83882,NA,-12.231,NA,NA,NA,NA,NA
146093,2.67522,2.20235,-5,NA,-37.009,NA,NA,NA,NA,NA
146314,2.75216,1.59782,-5,NA,-36.912,NA,NA,NA,NA,NA
146597,2.10915,1.80439,-5,-19.578,NA,NA,NA,NA,NA,NA
146696,1.78119,2.09031,-4.11956,NA,NA,NA,-9.67,NA,NA,NA
146926,1.55118,1.85423,-4.40442,NA,NA,NA,-13.255,NA,NA,NA
147168,1.60311,1.40837,-4.13247,NA,NA,-40.002,NA,NA,NA,NA
147334,1.62338,1.24343,-3.63214,NA,NA,NA,-32.341,NA,NA,NA
147481,2.33853,2.02548,-3.59095,NA,NA,NA,NA,NA,NA,-64.846
147611,1.98587,2.55723,-4.49974,NA,-24.383,NA,NA,NA,NA,NA
147878,2.59551,2.16733,-4.51604,NA,NA,NA,-34.248,NA,NA,NA
148171,1.72219,1.81113,-5,NA,-15.971,NA,NA,NA,NA,NA
148250,1.55203,2.26905,-5,NA,-23.546,NA,NA,NA,NA,NA
148588,1.60107,2.10903,-5,NA,NA,NA,-20.44,NA,NA,NA
148776,1.66256,1.39761,-5,-25.301,NA,NA,NA,NA,NA,NA
148899,2.50108,1.17074,-4.9587,NA,-34.023,NA,NA,NA,NA,NA
149020,2.4683,1.35362,-4.59383,NA,NA,NA,NA,-46.346,NA,NA
149365,1.6728,2.18467,-3.88099,NA,NA,NA,NA,-32.567,NA,NA
149524,1.71468,2.36677,-3.74548,-31.229,NA,NA,NA,NA,NA,NA
149775,2.18106,2.30581,-3.3389,NA,-42.023,NA,NA,NA,NA,NA
149949,2.17867,1.70098,-4.58363,-11.222,NA,NA,NA,NA,NA,NA
150122,1.51406,2.68212,-5,NA,NA,NA,NA,-57.294,NA,NA
150274,2.71509,2.11222,-5,-39.872,NA,NA,NA,NA,NA,NA
150509,2.44488,1.30573,-4.46392,NA,-18.633,NA,NA,NA,NA,NA
150734,1.91754,1.53832,-5,NA,NA,NA,NA,-34.093,NA,NA
150841,2.39291,1.64184,-4.51073,NA,NA,NA,NA,-40.981,NA,NA
151017,2.57939,2.20944,-5,-35.279,NA,NA,NA,NA,NA,NA
151246,2.13839,2.6396,-4.69233,NA,NA,NA,-32.616,NA,NA,NA
151580,2.06944,2.22728,-4.61115,-24.194,NA,NA,NA,NA,NA,NA
151658,1.92984,2.79179,-4.51822,NA,NA,NA,-38.625,NA,NA,NA
151809,2.62202,1.31219,-4.12166,NA,NA,NA,-32.433,NA,NA,NA
152078,1.95901,1.63241,-4.12459,NA,NA,-19.17,NA,NA,NA,NA
152251,1.67054,1.75468,-4.65779,NA,-5.112,NA,NA,NA,NA,NA
152582,1.97794,1.99286,-4.48591,-12.32,NA,NA,NA,NA,NA,NA
152763,1.10094,1.04224,-4.19174,NA,NA,NA,-42.976,NA,NA,NA
152938,2.03726,2.04964,-4.05713,NA,-9.475,NA,NA,NA,NA,NA
153001,2.4439,2.675,-4.2021,-39.763,NA,NA,NA,NA,NA,NA
153317,2.16619,1.97333,-4.9324,NA,-17.576,NA,NA,NA,NA,NA
153421,1.00698,1.46232,-5,-39.328,NA,NA,NA,NA,NA,NA
153785,1.5435,0.912199,-5,-53.925,NA,NA,NA,NA,NA,NA
153994,2.1612,1.62818,-5,NA,-17.337,NA,NA,NA,NA,NA
154174,1.67263,1.15095,-3.79148,NA,-22.534,NA,NA,NA,NA,NA
154345,2.51775,1.07698,-4.45871,NA,NA,NA,-35.407,NA,NA,NA
154438,2.14323,1.74073,-4.71397,NA,NA,NA,-11.499,NA,NA,NA
154635,2.19642,1.76482,-4.01434,NA,NA,-29.917,NA,NA,NA,NA
154855,1.38838,2.46116,-5,NA,-31.791,NA,NA,NA,NA,NA
155011,1.67425,1.80345,-4.28229,NA,-2.034,NA,NA,NA,NA,NA
155258,1.62443,2.14772,-4.91388,NA,NA,-31.004,NA,NA,NA,NA
155497,1.36875,2.00577,-5,NA,NA,-37.386,NA,NA,NA,NA
155604,1.19971,1.46617,-5,NA,NA,NA,-34.234,NA,NA,NA
155866,1.29736,1.48093,-4.42573,NA,NA,NA,-13.155,NA,NA,NA
156096,2.25126,0.599109,-4.73294,-74.386,NA,NA,NA,NA,NA,NA
156318,1.76777,1.70485,-3.39979,NA,-26.342,NA,NA,NA,NA,NA
156409,2.54067,2.41613,-4.73029,NA,-32.192,NA,NA,NA,NA,NA
156714,1.77995,1.86898,-4.78573,-14.477,NA,NA,NA,NA,NA,NA
156894,1.29494,2.06409,-3.21305,NA,NA,NA,NA,-67.281,NA,NA
157165,0.659727,1.80205,-4.83867,-46,NA,NA,NA,NA,NA,NA
157234,1.21179,2.77388,-4.94751,NA,-44.925,NA,NA,NA,NA,NA
157408,3.09129,2.41737,-4.47591,-57.199,NA,NA,NA,NA,NA,NA
157764,1.49386,2.5437,-3.92378,NA,NA,NA,-28.764,NA,NA,NA
157881,0.960572,1.98072,-3.76792,NA,-31.409,NA,NA,NA,NA,NA
158089,0.665238,1.70082,-3.92419,NA,NA,NA,-45.483,NA,NA,NA
158392,1.67268,1.50514,-5,NA,-18.158,NA,NA,NA,NA,NA
158568,1.48584,1.63458,-5,-25.202,NA,NA,NA,NA,NA,NA
158603,1.4848,1.35546,-4.75769,-20.326,NA,NA,NA,NA,NA,NA
158902,1.34842,1.37387,-3.63838,-37.548,NA,NA,NA,NA,NA,NA
159106,1.60478,1.81717,-3.53687,NA,-20.977,NA,NA,NA,NA,NA
159363,1.79005,1.55113,-4.33631,NA,-1.28,NA,NA,NA,NA,NA
159444,2.45981,0.766037,-4.50656,NA,NA,NA,-54.586,NA,NA,NA
159740,2.82542,0.991075,-5,-60.344,NA,NA,NA,NA,NA,NA
159907,1.91351,2.1631,-5,NA,NA,NA,NA,-36.532,NA,NA
160074,1.69658,2.47155,-5,-39.008,NA,NA,NA,NA,NA,NA
160359,1.00658,2.37058,-4.91024,NA,NA,NA,NA,-50.335,NA,NA
160591,1.73725,1.56889,-5,NA,-15.74,NA,NA,NA,NA,NA
160800,2.05088,2.47033,-5,NA,NA,-43.43,NA,NA,NA,NA
160898,1.36064,1.55485,-5,NA,NA,NA,-27.089,NA,NA,NA
161027,1.99411,1.60445,-4.17574,NA,NA,-26.071,NA,NA,NA,NA
161311,1.70878,1.44493,-3.96661,-7.997,NA,NA,NA,NA,NA,NA
161569,0.932538,2.06671,-4.36074,NA,-27.69,NA,NA,NA,NA,NA
161793,1.69745,1.99235,-3.35969,NA,NA,NA,-33.343,NA,NA,NA
161896,2.48411,0.82609,-4.50134,NA,-43.713,NA,NA,NA,NA,NA
162180,2.04024,1.35913,-5,NA,-19.242,NA,NA,NA,NA,NA
162240,1.72961,2.2329,-5,NA,NA,NA,-32.689,NA,NA,NA
162587,2.8045,2.28444,-5,NA,NA,NA,-49.247,NA,NA,NA
162755,1.59393,1.92427,-4.0501,-16.08,NA,NA,NA,NA,NA,NA
162940,2.49174,2.07,-4.68738,NA,NA,NA,NA,-41.022,NA,NA
163120,2.11189,2.34885,-5,NA,NA,NA,-33.538,NA,NA,NA
163276,2.23288,2.22905,-4.83359,NA,NA,-34.322,NA,NA,NA,NA
163434,2.09003,1.89143,-5,NA,-17.296,NA,NA,NA,NA,NA
163736,2.25113,2.37999,-5,NA,-30.121,NA,NA,NA,NA,NA
163979,2.17018,1.99449,-4.05994,NA,NA,NA,-12.372,NA,NA,NA
164178,2.47576,1.77207,-4.01914,-19.5,NA,NA,NA,NA,NA,NA
164209,2.3122,2.12588,-3.25113,NA,-47.251,NA,NA,NA,NA,NA
164512,2.90255,1.8784,-4.39366,NA,NA,NA,-44.823,NA,NA,NA
164700,1.71994,1.90175,-4.1744,NA,-5.114,NA,NA,NA,NA,NA
164908,1.71385,1.79907,-3.32532,-33.851,NA,NA,NA,NA,NA,NA
165174,1.91352,1.5781,-3.9495,-8.203,NA,NA,NA,NA,NA,NA
165274,1.62726,2.47833,-5,NA,-29.121,NA,NA,NA,NA,NA
165479,1.99626,2.11374,-5,NA,-20.567,NA,NA,NA,NA,NA
165708,2.08269,1.20567,-5,NA,-24.338,NA,NA,NA,NA,NA
165802,2.40289,1.2999,-4.81978,-28.506,NA,NA,NA,NA,NA,NA
166103,3.08238,1.41457,-4.279,-47.56,NA,NA,NA,NA,NA,NA
166357,0.745159,1.68842,-4.01083,NA,NA,NA,-36.764,NA,NA,NA
166510,0.970019,1.83231,-5,-39.618,NA,NA,NA,NA,NA,NA
166710,0.503519,2.48103,-5,NA,-63.19,NA,NA,NA,NA,NA
166802,2.19388,1.94667,-4.55262,-21.506,NA,NA,NA,NA,NA,NA
167073,2.351,2.25606,-4.68073,NA,-21.219,NA,NA,NA,NA,NA
167216,1.68486,1.3486,-4.334,NA,-3.716,NA,NA,NA,NA,NA
167463,2.23436,1.76956,-3.53263,-35.403,NA,NA,NA,NA,NA,NA
167621,2.16984,1.49005,-4.2275,NA,-6.239,NA,NA,NA,NA,NA
167975,1.32057,2.30669,-4.41429,NA,-18.582,NA,NA,NA,NA,NA
168100,1.24103,1.3653,-3.97127,NA,NA,NA,-24.63,NA,NA,NA
168213,1.51604,1.37879,-3.49548,NA,-28.495,NA,NA,NA,NA,NA
168474,1.99411,2.3432,-5,NA,-25.309,NA,NA,NA,NA,NA
168698,1.8619,0.922453,-5,NA,-38.123,NA,NA,NA,NA,NA
168925,0.932751,1.5594,-3.95636,NA,NA,NA,NA,-55.515,NA,NA
169127,1.45499,2.33584,-4.76514,NA,-21.455,NA,NA,NA,NA,NA
169208,1.51464,1.97386,-3.24315,NA,NA,NA,-38.1,NA,NA,NA
169484,2.19124,1.0384,-3.78501,-44.296,NA,NA,NA,NA,NA,NA
169747,1.29113,1.84793,-4.34769,NA,NA,NA,-11.636,NA,NA,NA
169881,1.17927,1.19202,-4.25521,NA,NA,NA,-24.045,NA,NA,NA
170189,2.44435,1.26196,-5,NA,NA,NA,-33.807,NA,NA,NA
170311,1.90587,1.42989,-4.95478,NA,NA,NA,-16.134,NA,NA,NA
170447,1.17354,2.04343,-3.91212,NA,NA,NA,NA,-37.409,NA,NA
170622,2.20754,1.90944,-4.81013,-21.808,NA,NA,NA,NA,NA,NA
170888,1.16808,1.7295,-4.6685,NA,-16.03,NA,NA,NA,NA,NA
171200,1.24346,1.6391,-5,NA,-22.98,NA,NA,NA,NA,NA
171212,1.06323,2.56451,-4.70364,NA,NA,NA,-37.999,NA,NA,NA
171493,1.94292,1.48311,-5,NA,-16.709,NA,NA,NA,NA,NA
171619,2.31644,2.37243,-4.56989,-32.96,NA,NA,NA,NA,NA,NA
171813,3.14616,1.67837,-4.4437,NA,-46.712,NA,NA,NA,NA,NA
172002,2.45957,2.20821,-4.30606,NA,NA,NA,-22.12,NA,NA,NA
172369,1.88795,1.20097,-5,NA,-23.362,NA,NA,NA,NA,NA
172404,2.16038,1.84505,-3.95699,-15.231,NA,NA,NA,NA,NA,NA
172726,1.40081,1.23128,-4.29948,NA,-11.666,NA,NA,NA,NA,NA
172941,1.3365,1.15701,-3.972,NA,-22.086,NA,NA,NA,NA,NA
173187,1.92318,0.675555,-5,NA,-60.206,NA,NA,NA,NA,NA
173372,1.07608,2.14435,-5,-36.449,NA,NA,NA,NA,NA,NA
173416,1.93482,1.01465,-4.37722,NA,-16.672,NA,NA,NA,NA,NA
173727,1.9619,2.74742,-4.1845,NA,NA,NA,-34.512,NA,NA,NA
173827,2.12143,2.36275,-4.36505,NA,-17.774,NA,NA,NA,NA,NA
174197,2.37096,1.87621,-5,NA,NA,-38.178,NA,NA,NA,NA
174245,1.26115,2.36509,-5,-37.776,NA,NA,NA,NA,NA,NA
174598,1.66744,0.816687,-5,NA,-50.147,NA,NA,NA,NA,NA
174649,0.808616,1.26347,-4.2373,NA,-46.225,NA,NA,NA,NA,NA
174905,1.7327,2.18048,-3.87573,NA,-14.327,NA,NA,NA,NA,NA
175187,1.00146,1.25845,-5,-48.782,NA,NA,NA,NA,NA,NA
175263,1.63944,0.930479,-5,NA,-44.711,NA,NA,NA,NA,NA
175442,1.93654,2.50195,-4.78828,NA,-25.077,NA,NA,NA,NA,NA
175693,1.75432,1.11743,-4.86198,NA,NA,NA,-23.768,NA,NA,NA
175857,1.76975,1.19839,-5,NA,-24.411,NA,NA,NA,NA,NA
176163,2.52321,1.7524,-5,-31.407,NA,NA,NA,NA,NA,NA
176255,1.46104,1.1238,-4.7979,-38.77,NA,NA,NA,NA,NA,NA
176414,1.00342,1.91368,-3.77813,NA,-28.904,NA,NA,NA,NA,NA
176751,1.66332,1.60098,-2.81137,NA,-66.939,NA,NA,NA,NA,NA
176878,1.77389,2.01157,-5,NA,NA,NA,-28.715,NA,NA,NA
177185,2.45231,1.24794,-3.79907,NA,-28.425,NA,NA,NA,NA,NA
177308,2.37609,1.20545,-4.92895,NA,NA,-42.163,NA,NA,NA,NA
177533,1.83017,1.28194,-4.50236,NA,-5.864,NA,NA,NA,NA,NA
177659,1.95642,0.863447,-4.26876,NA,-28.621,NA,NA,NA,NA,NA
177945,1.74142,1.0821,-4.11398,-20.222,NA,NA,NA,NA,NA,NA
178007,1.94482,1.68427,-4.42838,NA,-1.953,NA,NA,NA,NA,NA
178237,1.15979,1.17194,-5,NA,NA,NA,-40.17,NA,NA,NA
178477,1.10932,1.87926,-5,NA,-28.976,NA,NA,NA,NA,NA
178652,1.50019,2.52126,-5,NA,-32.246,NA,NA,NA,NA,NA
178895,0.457521,2.05976,-4.28795,NA,NA,NA,-54.905,NA,NA,NA
179147,1.47026,2.29425,-3.88251,NA,NA,NA,NA,-43.266,NA,NA
179226,1.56352,1.90758,-4.28324,-9.229,NA,NA,NA,NA,NA,NA
179536,0.867692,2.12878,-4.11529,-45.345,NA,NA,NA,NA,NA,NA
179768,1.49931,1.62881,-3.82079,-15.032,NA,NA,NA,NA,NA,NA
179831,1.65994,2.09058,-5,NA,-19.453,NA,NA,NA,NA,NA
180191,2.26689,1.86648,-5,NA,NA,NA,-22.68,NA,NA,NA
180292,0.966897,2.76871,-4.57631,NA,NA,-62.508,NA,NA,NA,NA
180583,1.72836,2.21387,-5,-22.29,NA,NA,NA,NA,NA,NA
180713,2.50107,1.51357,-5,NA,NA,NA,-32.995,NA,NA,NA
180985,3.34246,2.96876,-4.91874,NA,NA,NA,NA,-115.111,NA,NA
181104,2.42664,1.81273,-3.78513,NA,-22.12,NA,NA,NA,NA,NA
181383,1.97733,1.30962,-4.31082,NA,NA,NA,NA,NA,-49.144,NA
181565,1.05246,1.50281,-3.86436,NA,-26.724,NA,NA,NA,NA,NA
181692,1.76277,2.12331,-5,NA,NA,NA,NA,-47.108,NA,NA
181906,2.26958,1.75714,-5,NA,-20.332,NA,NA,NA,NA,NA
182137,2.50033,2.43418,-5,NA,NA,NA,-41.17,NA,NA,NA
182372,1.81093,2.31139,-5,-25.575,NA,NA,NA,NA,NA,NA
182560,1.69922,1.51556,-4.48002,-14.91,NA,NA,NA,NA,NA,NA
182726,2.48289,2.08706,-5,NA,-28.397,NA,NA,NA,NA,NA
182935,1.92095,2.37543,-4.47047,NA,-16.004,NA,NA,NA,NA,NA
183047,1.29739,2.40592,-5,-33.069,NA,NA,NA,NA,NA,NA
183238,1.43024,1.74512,-4.58712,-11.551,NA,NA,NA,NA,NA,NA
183404,1.09132,1.13352,-3.66801,NA,NA,-56.754,NA,NA,NA,NA
183778,1.62224,2.96,-3.47677,-65.108,NA,NA,NA,NA,NA,NA
183861,1.51655,2.30184,-3.94614,NA,NA,-32.637,NA,NA,NA,NA
184007,1.33417,1.95575,-4.70533,NA,-14.127,NA,NA,NA,NA,NA
184308,2.09162,2.25282,-4.51473,NA,-14.824,NA,NA,NA,NA,NA
184570,1.69125,1.65284,-5,-17.475,NA,NA,NA,NA,NA,NA
184734,1.01728,1.48761,-5,-37.941,NA,NA,NA,NA,NA,NA
184988,1.87203,1.95228,-4.98635,NA,-16.051,NA,NA,NA,NA,NA
185095,1.94823,1.08584,-5,NA,-30.603,NA,NA,NA,NA,NA
185297,1.7522,1.98727,-3.96289,NA,NA,NA,-17.005,NA,NA,NA
185490,1.74139,2.1851,-4.50442,NA,NA,-33.232,NA,NA,NA,NA
185706,2.18468,1.85714,-5,-20.85,NA,NA,NA,NA,NA,NA
185861,2.12889,1.40323,-5,-21.414,NA,NA,NA,NA,NA,NA
186122,0.809403,2.22429,-4.88416,NA,NA,NA,-41.373,NA,NA,NA
186293,1.9876,1.7621,-5,NA,-15.682,NA,NA,NA,NA,NA
186456,2.1318,1.63359,-5,NA,NA,NA,-23.917,NA,NA,NA
186797,2.85673,2.23546,-3.9982,NA,NA,-57.035,NA,NA,NA,NA
186823,1.35043,2.03821,-4.05094,NA,-12.433,NA,NA,NA,NA,NA
187112,1.93923,1.48781,-3.88657,NA,-7.932,NA,NA,NA,NA,NA
187382,1.66456,1.52924,-4.92494,NA,NA,NA,-14.371,NA,NA,NA
187518,1.72636,1.70923,-5,NA,-14.708,NA,NA,NA,NA,NA
187658,2.08162,1.31933,-4.17769,-15.37,NA,NA,NA,NA,NA,NA
187894,1.97656,2.14696,-5,NA,-20.143,NA,NA,NA,NA,NA
188093,1.59708,1.97493,-5,NA,-17.984,NA,NA,NA,NA,NA
188397,1.26644,1.25148,-4.46976,NA,-16.486,NA,NA,NA,NA,NA
188594,1.43813,1.71228,-4.49559,NA,-6.277,NA,NA,NA,NA,NA
188763,2.13008,2.05895,-5,NA,-20.055,NA,NA,NA,NA,NA
188839,0.389344,2.41297,-5,NA,NA,NA,-76.201,NA,NA,NA
189134,1.38113,2.21612,-5,NA,NA,NA,-34.096,NA,NA,NA
189258,1.6688,1.93525,-4.68304,NA,-8.201,NA,NA,NA,NA,NA
189552,1.44126,1.62607,-4.79927,-15.088,NA,NA,NA,NA,NA,NA
189736,2.37844,1.49345,-4.35585,-18.61,NA,NA,NA,NA,NA,NA
189854,1.75648,2.32589,-4.16021,-24.152,NA,NA,NA,NA,NA,NA
190183,2.11192,1.91398,-4.44327,NA,-7.071,NA,NA,NA,NA,NA
190394,1.86372,1.48207,-5,NA,-16.044,NA,NA,NA,NA,NA
190407,1.97924,2.39464,-4.61053,NA,NA,NA,-23.507,NA,NA,NA
190611,1.16605,2.47048,-3.87624,NA,-31.87,NA,NA,NA,NA,NA
190825,1.90498,2.46967,-3.59042,NA,-32.271,NA,NA,NA,NA,NA
191148,2.57571,1.97148,-5,NA,-30.923,NA,NA,NA,NA,NA
191265,2.31225,2.35172,-5,-32.926,NA,NA,NA,NA,NA,NA
191580,1.9856,0.975239,-3.91102,NA,-25.764,NA,NA,NA,NA,NA
191629,1.69593,1.67683,-4.56891,NA,NA,NA,-10.766,NA,NA,NA
191962,0.971758,1.47514,-4.10994,NA,NA,NA,-28.872,NA,NA,NA
192172,1.79077,1.96641,-3.83177,NA,-10.898,NA,NA,NA,NA,NA
192239,1.76113,2.44463,-3.71104,-35.921,NA,NA,NA,NA,NA,NA
192462,2.38763,1.69171,-4.40607,NA,-12.906,NA,NA,NA,NA,NA
192761,1.41723,1.45061,-4.25972,NA,NA,-25.226,NA,NA,NA,NA
192982,2.19423,1.94762,-4.21795,-11.682,NA,NA,NA,NA,NA,NA
193160,2.36846,1.70962,-4.76385,NA,NA,NA,-18.832,NA,NA,NA
193398,1.94499,1.88264,-3.84852,NA,NA,-25.564,NA,NA,NA,NA
193441,1.77522,2.70494,-5,NA,NA,NA,-40.148,NA,NA,NA
193782,1.68029,2.23146,-5,NA,-21.698,NA,NA,NA,NA,NA
193911,1.21402,1.95414,-3.84711,NA,NA,-46.517,NA,NA,NA,NA
194127,1.31396,1.5331,-4.22035,-13.039,NA,NA,NA,NA,NA,NA
194300,1.34519,1.73403,-4.71233,NA,-12.446,NA,NA,NA,NA,NA
194447,1.51644,1.16621,-4.93901,NA,-27.877,NA,NA,NA,NA,NA
194675,1.19859,1.24814,-4.88582,-36.338,NA,NA,NA,NA,NA,NA
194813,1.80381,1.58974,-4.90678,-13.389,NA,NA,NA,NA,NA,NA
195127,1.60793,2.46119,-5,NA,-28.226,NA,NA,NA,NA,NA
195221,2.08528,2.14622,-4.35574,-14.688,NA,NA,NA,NA,NA,NA
195461,1.35066,2.08988,-4.27984,NA,-11.406,NA,NA,NA,NA,NA
195707,1.67335,1.81767,-4.82621,NA,NA,-28.308,NA,NA,NA,NA
195850,1.18856,1.76865,-5,NA,NA,NA,-34.634,NA,NA,NA
196045,1.48471,2.51391,-4.26192,NA,-21.962,NA,NA,NA,NA,NA
196293,1.95311,1.77947,-5,NA,-16.155,NA,NA,NA,NA,NA
196588,2.06579,2.3254,-5,NA,-24.947,NA,NA,NA,NA,NA
196766,2.41806,1.69998,-5,NA,NA,NA,-26.341,NA,NA,NA
196850,2.21752,1.6919,-5,NA,-19.06,NA,NA,NA,NA,NA
197006,2.33516,1.80495,-4.23294,NA,NA,NA,-16.2,NA,NA,NA
197383,1.64499,1.96251,-4.58744,NA,NA,NA,-9.631,NA,NA,NA
197556,1.39492,1.45993,-4.58842,NA,NA,NA,-14.004,NA,NA,NA
197699,2.19158,1.19741,-5,NA,NA,-46.083,NA,NA,NA,NA
197900,1.24116,1.72215,-4.82134,NA,NA,NA,-26.04,NA,NA,NA
198109,1.92743,1.3391,-4.69328,NA,NA,-33.258,NA,NA,NA,NA
198384,2.95923,1.48914,-5,-47.754,NA,NA,NA,NA,NA,NA
198523,2.10933,2.19369,-5,NA,NA,NA,-28.542,NA,NA,NA
198755,1.97349,2.21771,-5,NA,NA,NA,-31.737,NA,NA,NA
198910,1.78726,1.48977,-3.93535,NA,-6.741,NA,NA,NA,NA,NA
199006,1.7522,1.75429,-4.95323,NA,NA,NA,-15.261,NA,NA,NA
199386,1.93219,2.16554,-5,-26.568,NA,NA,NA,NA,NA,NA
199531,2.58257,1.76902,-5,NA,NA,NA,-33.021,NA,NA,NA
199651,2.03301,2.002,-4.58776,NA,NA,NA,-13.27,NA,NA,NA
199998,2.33743,3.10057,-5,NA,-63.062,NA,NA,NA,NA,NA
