id,x0,x1,x2,fitness-1,fitness-2.5,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-2
120851,-2.71386,3.17186,-3.03086,NA,NA,NA,NA,-165.546,NA,NA,NA
121095,-4.00502,3.56695,-3.67179,NA,NA,NA,NA,NA,-179.243,NA,NA
121322,-3.59624,3.70648,-4.22438,NA,NA,NA,-124.209,NA,NA,NA,NA
121560,-2.20716,4.60907,-4.74007,NA,NA,NA,NA,NA,-64.142,NA,NA
121637,-3.29189,4.54944,-4.91201,NA,NA,NA,NA,NA,-100.156,NA,NA
121837,-3.35147,3.82788,-4.84276,NA,NA,NA,-94.292,NA,NA,NA,NA
122138,-1.71541,3.48168,-4.44875,NA,NA,NA,NA,-34.711,NA,NA,NA
122315,-3.58845,3.69582,-4.07085,NA,NA,NA,NA,-126.001,NA,NA,NA
122573,-3.72531,3.84646,-4.46609,NA,NA,NA,NA,-123.859,NA,NA,NA
122622,-3.08693,4.49326,-4.00413,NA,NA,NA,NA,-103.67,NA,NA,NA
122984,-2.67552,3.87609,-4.27987,NA,NA,NA,NA,NA,-83.752,NA,NA
123067,-3.04141,3.40269,-4.37417,NA,NA,NA,NA,NA,-103.252,NA,NA
123321,-2.93087,4.70396,-4.23994,NA,NA,NA,NA,NA,NA,-94.997,NA
123537,-2.35406,3.94377,-4.99943,NA,NA,NA,NA,-45.006,NA,NA,NA
123729,-1.82345,4.66812,-4.6231,NA,NA,NA,NA,-58.511,NA,NA,NA
123908,-1.73871,4.85771,-3.56886,NA,NA,NA,NA,-110.415,NA,NA,NA
124065,-0.00506234,4.69198,-3.76802,NA,NA,NA,-237.865,NA,NA,NA,NA
124376,-0.349941,3.57041,-4.772,NA,NA,NA,NA,NA,-159.473,NA,NA
124567,-1.82831,2.09205,-4.28777,NA,NA,NA,NA,-184.393,NA,NA,NA
124777,-3.37534,1.5977,-4.23786,NA,NA,NA,NA,-224.979,NA,NA,NA
124835,-4.20344,2.73038,-4.96653,NA,NA,NA,NA,NA,NA,-201.099,NA
125177,-4.4973,1.85522,-4.61629,NA,NA,-320.571,NA,NA,NA,NA,NA
125343,-4.44684,2.95941,-3.71528,NA,NA,NA,NA,NA,-231.308,NA,NA
125564,-4.56043,2.58404,-4.15243,NA,NA,NA,NA,NA,-244.27,NA,NA
125632,-3.36281,4.83323,-4.92549,NA,NA,NA,NA,-113.782,NA,NA,NA
125987,-3.10496,4.67081,-3.48521,NA,NA,NA,NA,NA,-138.468,NA,NA
126127,-2.99378,4.02365,-3.02428,NA,NA,NA,NA,-157.357,NA,NA,NA
126339,-2.36264,4.9265,-3.98991,NA,NA,NA,-95.95,NA,NA,NA,NA
126512,-3.14544,4.98067,-3.81582,NA,NA,NA,NA,-130.843,NA,NA,NA
126792,-2.64947,3.91741,-4.69326,NA,NA,NA,NA,NA,-57.629,NA,NA
126946,-2.04684,4.93213,-4.26895,NA,NA,NA,NA,NA,-83.271,NA,NA
127179,-2.11433,4.93945,-4.07385,NA,NA,NA,NA,NA,NA,-107.729,NA
127238,-4.06177,4.46516,-3.44119,NA,NA,NA,-210.274,NA,NA,NA,NA
127532,-2.21939,4.39462,-4.34489,NA,NA,-106.881,NA,NA,NA,NA,NA
127659,-3.44187,3.43287,-4.4002,NA,NA,NA,-119.043,NA,NA,NA,NA
127877,-3.31463,4.69049,-3.9116,NA,NA,NA,-129.653,NA,NA,NA,NA
128005,-3.08613,4.02503,-4.35378,NA,NA,NA,-96.44,NA,NA,NA,NA
128227,-3.4843,3.59167,-3.72176,NA,NA,NA,NA,NA,-136.846,NA,NA
128552,-1.83841,3.9553,-4.86697,NA,NA,NA,-39.383,NA,NA,NA,NA
128616,-2.09186,4.57225,-4.69308,NA,NA,NA,NA,-57.575,NA,NA,NA
128954,-1.57417,4.97982,-3.99748,NA,NA,NA,NA,NA,-98.805,NA,NA
129009,-1.49392,4.90928,-4.73574,NA,NA,NA,NA,NA,-75.812,NA,NA
129272,-2.99794,4.36019,-4.28037,NA,NA,NA,NA,NA,-94.087,NA,NA
129415,-3.65041,2.23233,-4.42769,NA,NA,NA,NA,-180.404,NA,NA,NA
129766,-3.31592,2.67718,-3.89997,NA,NA,NA,NA,NA,-150.464,NA,NA
129955,-3.2079,2.44215,-3.60333,NA,NA,NA,NA,-163.649,NA,NA,NA
130064,-4.14757,3.56786,-4.29027,NA,NA,NA,NA,-164.121,NA,NA,NA
130215,-4.49171,2.91073,-3.75959,NA,NA,NA,-236.639,NA,NA,NA,NA
130586,-3.72341,3.08704,-4.71687,NA,NA,NA,NA,NA,NA,-150.603,NA
130766,-4.51988,0.737828,-4.57845,NA,NA,NA,NA,-409.963,NA,NA,NA
130841,-2.90292,1.91796,-4.71856,NA,NA,NA,-197.22,NA,NA,NA,NA
131161,-2.6709,2.62143,-4.93605,NA,NA,NA,NA,NA,-123.356,NA,NA
131253,-2.55334,2.80179,-4.91194,NA,NA,NA,NA,-99.627,NA,NA,NA
131429,-2.57828,3.61433,-4.9833,NA,NA,NA,NA,-59.478,NA,NA,NA
131780,-2.3759,4.23041,-4.77556,NA,NA,NA,NA,-66.118,NA,NA,NA
131996,-1.34971,4.83511,-3.43443,NA,NA,NA,-143.576,NA,NA,NA,NA
132191,-3.19519,4.42994,-4.997,NA,NA,NA,-89.978,NA,NA,NA,NA
132326,-2.44346,4.00897,-4.36109,NA,NA,NA,-73.137,NA,NA,NA,NA
132588,-3.24765,4.22427,-4.49822,NA,NA,NA,NA,-98.803,NA,NA,NA
132671,-2.17271,4.03211,-3.02105,NA,NA,NA,-149.873,NA,NA,NA,NA
132822,-1.83537,2.18875,-3.99675,NA,NA,NA,-212.584,NA,NA,NA,NA
133194,-1.3065,4.64388,-4.57367,NA,NA,NA,NA,-72.246,NA,NA,NA
133347,-2.17229,3.24012,-4.53306,NA,NA,NA,-64.711,NA,NA,NA,NA
133587,-1.05435,4.46084,-3.71592,NA,NA,NA,-144.008,NA,NA,NA,NA
133652,-1.98158,3.25276,-3.34746,NA,NA,NA,-139.867,NA,NA,NA,NA
133887,-3.06319,2.94372,-4.30003,NA,NA,NA,NA,-109.664,NA,NA,NA
134086,-0.886378,3.67569,-4.30019,NA,NA,NA,NA,-97.219,NA,NA,NA
134272,-2.15006,4.16902,-2.82819,NA,NA,NA,NA,-162.192,NA,NA,NA
134444,-1.34645,3.7433,-4.14552,NA,NA,NA,NA,-45.888,NA,NA,NA
134632,-0.933614,3.11111,-4.95332,NA,NA,NA,-136.76,NA,NA,NA,NA
134992,-0.536434,4.01712,-4.88325,NA,NA,NA,NA,NA,NA,-186.757,NA
135165,-1.58354,3.1927,-4.52776,NA,NA,NA,-81.187,NA,NA,NA,NA
135300,-1.47453,2.00054,-3.69216,NA,NA,NA,NA,NA,NA,-211.202,NA
135531,-2.44672,0.803751,-4.42642,NA,NA,NA,NA,NA,-349.199,NA,NA
135602,-2.73873,1.15114,-4.72971,NA,NA,NA,-296.422,NA,NA,NA,NA
135835,-3.10546,1.87749,-3.83819,NA,NA,NA,NA,NA,-207.389,NA,NA
136031,-3.7742,1.75545,-4.57136,NA,NA,NA,NA,-229.138,NA,NA,NA
136276,-2.42887,2.36544,-3.92693,NA,NA,NA,NA,-164.197,NA,NA,NA
136468,-3.32782,3.42776,-4.81505,NA,NA,NA,NA,-95.615,NA,NA,NA
136759,-2.77615,2.54618,-4.66391,NA,NA,NA,NA,-116.742,NA,NA,NA
136836,-3.67464,2.75221,-4.54737,NA,NA,NA,NA,-148.777,NA,NA,NA
137138,-2.97838,2.13107,-4.17563,NA,NA,NA,NA,NA,-148.906,NA,NA
137271,-2.6596,2.93257,-4.61989,NA,NA,NA,NA,NA,-86.938,NA,NA
137554,-2.80675,4.4542,-4.48943,NA,NA,NA,NA,NA,NA,-90.515,NA
137645,-0.31421,4.89891,-4.51066,NA,NA,NA,NA,NA,NA,-205.582,NA
137887,-2.53689,4.45905,-4.89714,NA,NA,NA,NA,NA,NA,-98.802,NA
138188,-3.54396,4.74722,-4.29499,NA,NA,NA,NA,NA,-129.058,NA,NA
138327,-3.14398,4.99587,-4.49918,NA,NA,NA,NA,-110.711,NA,NA,NA
138439,-2.61324,4.4824,-4.81914,NA,NA,NA,-78.788,NA,NA,NA,NA
138733,-1.39592,3.76521,-4.59208,NA,NA,NA,NA,-16.669,NA,NA,NA
138801,-1.84006,4.68854,-4.57505,NA,NA,NA,NA,NA,-65.477,NA,NA
139082,-2.54563,4.62381,-4.54432,NA,NA,NA,NA,NA,-73.309,NA,NA
139344,-1.85326,3.84683,-3.96834,NA,NA,NA,NA,NA,-74.817,NA,NA
139439,-1.55916,2.89457,-3.65302,NA,NA,NA,NA,-154.529,NA,NA,NA
139658,-1.90554,3.20521,-2.72491,NA,NA,NA,NA,-201.301,NA,NA,NA
139995,-2.14949,4.66752,-4.024,NA,NA,NA,-88.379,NA,NA,NA,NA
140096,-1.62774,4.99483,-4.84865,NA,NA,NA,NA,-85.372,NA,NA,NA
140392,-0.484392,4.15762,-4.37999,NA,NA,NA,NA,NA,-188.615,NA,NA
140415,-0.421595,4.30535,-4.98975,NA,NA,NA,NA,NA,-120.243,NA,NA
140678,-0.244614,3.76161,-4.99387,NA,NA,NA,-185.362,NA,NA,NA,NA
140996,-2.06346,4.97146,-3.51546,NA,NA,NA,-126.457,NA,NA,NA,NA
141079,-2.05567,4.96189,-4.53148,NA,NA,NA,NA,-77.185,NA,NA,NA
141318,-1.33463,4.37832,-4.89829,NA,NA,NA,NA,-33.683,NA,NA,NA
141401,-0.460666,4.61077,-4.92866,NA,NA,NA,NA,NA,-176.622,NA,NA
141651,-0.708317,4.37028,-3.315,NA,NA,NA,NA,NA,-159.342,NA,NA
141948,0.335966,2.67782,-4.99673,NA,NA,NA,-393.288,NA,NA,NA,NA
142072,-2.21115,3.07832,-4.68226,NA,NA,NA,NA,NA,NA,-129.304,NA
142217,-1.4345,3.32804,-4.42896,NA,NA,NA,-52.224,NA,NA,NA,NA
142502,-1.97967,3.21938,-3.88391,NA,NA,NA,NA,NA,NA,-156.805,NA
142686,-1.03627,2.85333,-4.77165,NA,NA,-177.751,NA,NA,NA,NA,NA
142858,-0.972773,3.15723,-3.5851,NA,NA,NA,NA,-204.605,NA,NA,NA
143008,-1.59841,3.77673,-3.80985,NA,NA,NA,NA,NA,NA,-159.961,NA
143256,-1.7196,2.97325,-4.01969,NA,NA,-203.027,NA,NA,NA,NA,NA
143529,-2.04634,3.44872,-4.55125,NA,NA,NA,NA,NA,NA,NA,-250.64
143620,-2.10306,1.49064,-4.69574,NA,NA,-293.205,NA,NA,NA,NA,NA
143899,-3.26936,2.62376,-4.11235,NA,NA,NA,-150.654,NA,NA,NA,NA
144033,-3.34428,3.77245,-3.72256,NA,NA,NA,-125.601,NA,NA,NA,NA
144266,-2.94715,3.82832,-4.71681,NA,NA,NA,NA,NA,NA,-101.298,NA
144420,-3.43532,4.97784,-4.98262,NA,NA,-176.702,NA,NA,NA,NA,NA
144681,-2.18891,4.60692,-4.3515,NA,-172.501,NA,NA,NA,NA,NA,NA
144862,-2.36044,4.93859,-3.68301,NA,NA,NA,NA,-110.826,NA,NA,NA
145177,-2.70559,4.20939,-4.10145,NA,NA,NA,NA,-81.576,NA,NA,NA
145345,-2.34744,4.56782,-3.49163,NA,NA,NA,-124.304,NA,NA,NA,NA
145476,-1.58761,4.96477,-4.39198,NA,NA,NA,NA,NA,NA,-111.893,NA
145611,-2.15909,2.48329,-4.58248,NA,NA,NA,NA,NA,-121.903,NA,NA
145902,-2.22465,2.56373,-4.90227,NA,NA,NA,NA,-108.375,NA,NA,NA
146167,-1.28628,3.3553,-4.775,NA,NA,NA,NA,NA,-58.399,NA,NA
146320,-1.90152,2.67882,-3.88685,NA,NA,NA,-186.19,NA,NA,NA,NA
146544,-4.9783,2.32751,-4.79056,NA,NA,NA,NA,NA,NA,-311.119,NA
146782,-4.50189,3.40801,-4.8574,NA,NA,NA,-199.671,NA,NA,NA,NA
146841,-4.37633,3.75644,-4.07848,NA,NA,NA,-195.615,NA,NA,NA,NA
147044,-2.80835,4.32892,-4.39471,NA,NA,NA,-81.054,NA,NA,NA,NA
147322,-2.03055,4.3715,-4.62553,NA,NA,NA,NA,-49.986,NA,NA,NA
147438,-1.37487,4.84089,-4.15874,NA,NA,NA,NA,NA,-101.703,NA,NA
147723,-0.903476,4.61971,-2.6999,NA,NA,NA,NA,-239.885,NA,NA,NA
147842,-0.768921,3.92114,-3.16064,NA,NA,NA,NA,NA,-236.188,NA,NA
148108,-1.92875,4.17936,-2.86306,NA,NA,NA,-193.502,NA,NA,NA,NA
148385,-3.56631,4.39536,-3.66637,NA,NA,NA,NA,-147.579,NA,NA,NA
148561,-2.61379,4.66499,-4.33881,NA,NA,NA,NA,NA,-84.335,NA,NA
148653,-1.56859,3.98749,-3.59108,NA,NA,NA,NA,-108.181,NA,NA,NA
148969,-0.986143,4.31444,-4.80042,NA,NA,NA,NA,NA,-57.559,NA,NA
149008,-1.16624,3.26171,-4.05905,NA,NA,NA,NA,-111.29,NA,NA,NA
149233,-2.17106,4.21608,-4.93825,NA,NA,NA,NA,NA,-48.908,NA,NA
149543,-1.46755,4.99378,-4.5136,NA,NA,NA,NA,-88.281,NA,NA,NA
149694,-1.17779,4.90477,-4.25577,NA,NA,NA,NA,-106.17,NA,NA,NA
149861,-1.61977,4.51895,-4.9514,NA,NA,NA,-65.392,NA,NA,NA,NA
150072,-1.5679,4.33096,-4.5103,NA,NA,NA,NA,NA,NA,-114.245,NA
150284,-1.29724,4.48425,-4.46868,NA,NA,NA,-87.644,NA,NA,NA,NA
150517,-1.38394,3.75017,-4.77158,NA,NA,NA,NA,-13.346,NA,NA,NA
150601,-1.96668,4.00744,-4.51007,NA,NA,NA,NA,NA,NA,-65.724,NA
150854,-2.10913,4.68836,-4.50227,NA,NA,NA,NA,NA,NA,-91.308,NA
151168,-1.70438,4.88176,-4.51895,NA,NA,NA,NA,NA,-73.986,NA,NA
151374,-2.56665,4.84238,-4.98172,NA,NA,NA,NA,-80.192,NA,NA,NA
151538,-2.83583,4.34943,-4.96562,NA,NA,NA,-75.322,NA,NA,NA,NA
151686,-2.01795,4.5391,-4.84518,NA,NA,NA,-59.038,NA,NA,NA,NA
151866,-2.33457,2.4851,-3.68158,NA,NA,NA,-141.905,NA,NA,NA,NA
152132,-2.66059,3.02251,-3.09493,NA,NA,NA,NA,-144.674,NA,NA,NA
152341,-2.14776,3.30313,-3.56301,NA,NA,NA,NA,-115.002,NA,NA,NA
152489,-2.39531,3.09248,-3.89006,NA,NA,NA,NA,-100.077,NA,NA,NA
152751,-2.37503,3.59443,-4.21354,NA,NA,NA,NA,-67.625,NA,NA,NA
152892,-2.10028,1.87154,-4.08372,NA,NA,NA,NA,NA,-207.441,NA,NA
153037,-2.09806,3.22854,-3.73995,NA,NA,NA,NA,-106.318,NA,NA,NA
153391,-2.47721,3.94508,-3.79022,NA,NA,NA,NA,-88.921,NA,NA,NA
153568,-1.30293,4.1832,-3.83187,NA,NA,NA,NA,NA,NA,-176.503,NA
153605,-0.729818,4.48956,-2.8703,NA,NA,NA,NA,-234.257,NA,NA,NA
153943,-1.97607,3.72229,-2.64556,NA,NA,NA,NA,NA,-166.798,NA,NA
154065,-1.91393,3.30894,-3.35352,NA,NA,NA,NA,-132.692,NA,NA,NA
154308,-2.57339,4.21639,-4.00614,NA,NA,NA,NA,-78.269,NA,NA,NA
154494,-2.11306,3.27347,-2.34998,NA,NA,NA,NA,NA,-232.102,NA,NA
154684,-2.46965,3.62507,-4.92954,NA,NA,NA,NA,-55.373,NA,NA,NA
154853,-2.88401,4.90732,-4.84285,NA,NA,NA,NA,-91.183,NA,NA,NA
155184,-2.46613,2.24075,-4.83141,NA,NA,NA,NA,NA,-138.15,NA,NA
155321,-3.6589,2.62309,-4.61214,NA,NA,NA,NA,-150.865,NA,NA,NA
155475,-3.99044,1.71509,-4.28066,NA,NA,NA,NA,-256.992,NA,NA,NA
155691,-4.55681,2.88939,-4.09623,NA,NA,NA,-231.153,NA,NA,NA,NA
155964,-3.44294,3.99552,-3.12866,NA,NA,NA,-171.588,NA,NA,NA,NA
156193,-3.39491,4.25265,-3.33885,NA,NA,NA,NA,-156.584,NA,NA,NA
156221,-2.17953,4.29203,-4.44792,NA,NA,NA,-64.153,NA,NA,NA,NA
156483,-1.33904,4.34586,-4.90192,NA,NA,NA,NA,NA,NA,-109.354,NA
156620,-1.62295,4.44042,-4.70497,NA,NA,NA,-53.602,NA,NA,NA,NA
156897,-2.11841,3.75901,-4.57509,NA,NA,NA,NA,NA,-50.542,NA,NA
157167,-2.88546,3.21564,-4.20016,NA,NA,NA,NA,-91.118,NA,NA,NA
157234,-2.25155,3.4701,-4.68298,NA,NA,NA,NA,-53.626,NA,NA,NA
157520,-2.56137,4.87366,-4.44453,NA,NA,NA,NA,NA,-87.152,NA,NA
157769,-3.1549,4.0485,-4.46535,NA,NA,NA,-88.892,NA,NA,NA,NA
157961,-1.77318,3.5079,-4.42352,NA,NA,NA,-80.646,NA,NA,NA,NA
158026,-2.33186,4.06241,-4.05882,NA,NA,NA,NA,-71.39,NA,NA,NA
158369,-1.5033,3.22989,-3.79068,NA,NA,NA,NA,NA,-130.998,NA,NA
158473,-1.90785,4.86904,-3.42824,NA,NA,NA,NA,NA,-124.213,NA,NA
158634,-0.364567,3.67015,-4.1103,NA,NA,NA,NA,-223.82,NA,NA,NA
158815,-0.536204,3.3605,-4.65515,NA,NA,NA,NA,NA,NA,-220.086,NA
159022,-1.07622,4.73587,-4.65112,NA,NA,-133.224,NA,NA,NA,NA,NA
159211,-1.6045,4.34045,-4.68023,NA,NA,NA,NA,-44.631,NA,NA,NA
159469,-3.17993,4.50596,-4.74185,NA,NA,NA,NA,NA,NA,-120.316,NA
159605,-2.24272,3.74359,-3.63813,NA,NA,NA,NA,NA,NA,-143.7,NA
159811,-3.21005,3.86789,-4.91272,NA,NA,-150.225,NA,NA,NA,NA,NA
160022,-3.39687,4.05022,-4.15888,NA,NA,NA,-113.47,NA,NA,NA,NA
160308,-3.74232,3.11892,-4.53176,NA,NA,NA,NA,-135.723,NA,NA,NA
160542,-3.58482,3.0429,-4.36627,NA,NA,NA,NA,NA,NA,-139.218,NA
160689,-3.96016,3.00103,-4.44913,NA,NA,NA,NA,-156.817,NA,NA,NA
160935,-2.27177,3.06616,-4.88545,NA,NA,NA,NA,-57.364,NA,NA,NA
161039,-1.58189,3.4094,-4.067,NA,NA,NA,NA,-80.174,NA,NA,NA
161257,-1.11428,3.59013,-3.62914,NA,NA,NA,NA,-152.546,NA,NA,NA
161501,-0.522173,3.93122,-4.46041,NA,NA,NA,-165.02,NA,NA,NA,NA
161799,-0.321452,4.46052,-3.20061,NA,NA,NA,NA,NA,-238.877,NA,NA
161999,-1.1357,4.20246,-2.27875,NA,NA,NA,-315.175,NA,NA,NA,NA
162153,-2.1121,4.84882,-3.47928,NA,NA,NA,-125.977,NA,NA,NA,NA
162330,-2.55316,4.45472,-3.20356,NA,NA,NA,NA,-132.216,NA,NA,NA
162419,-1.65009,3.98479,-3.23966,NA,NA,NA,NA,NA,-120.343,NA,NA
162656,-2.85336,3.29177,-3.15277,NA,NA,NA,-146.656,NA,NA,NA,NA
162900,-2.94306,2.23254,-4.34269,NA,NA,NA,NA,NA,-145.288,NA,NA
163051,-2.17422,2.32943,-4.79076,NA,NA,-212.069,NA,NA,NA,NA,NA
163369,-1.31507,3.67969,-4.86691,NA,-177.964,NA,NA,NA,NA,NA,NA
163460,-1.80481,4.80877,-4.81699,NA,NA,NA,-71.984,NA,NA,NA,NA
163696,-1.2678,4.87162,-4.49656,NA,NA,NA,NA,-86.654,NA,NA,NA
163945,-1.2941,4.14565,-4.77424,NA,NA,NA,NA,-24.768,NA,NA,NA
164018,-2.9215,4.59115,-3.7401,NA,NA,NA,-105.385,NA,NA,NA,NA
164302,-1.06,3.91918,-3.7237,NA,NA,NA,NA,-80.973,NA,NA,NA
164548,-1.44936,4.65194,-3.3966,NA,NA,NA,NA,-117.651,NA,NA,NA
164753,-1.38733,4.13696,-3.33151,NA,NA,NA,-156.203,NA,NA,NA,NA
164910,-2.02991,2.38571,-3.96704,NA,NA,NA,NA,NA,-174.532,NA,NA
165104,-2.57674,2.84468,-2.84138,NA,NA,NA,NA,-206.908,NA,NA,NA
165234,-3.51465,4.10341,-2.92832,NA,NA,-243.224,NA,NA,NA,NA,NA
165485,-2.75565,2.814,-4.17115,NA,NA,-187.801,NA,NA,NA,NA,NA
165711,-3.0353,3.33097,-4.24385,NA,NA,-126.314,NA,NA,NA,NA,NA
165834,-3.06237,3.72613,-4.79282,NA,NA,NA,NA,-73.303,NA,NA,NA
166043,-2.25609,4.58319,-3.91034,NA,NA,NA,NA,NA,NA,-114.296,NA
166333,-0.545751,3.22349,-3.93859,NA,NA,NA,NA,NA,-189.611,NA,NA
166459,-0.403592,3.36649,-4.75283,NA,NA,NA,NA,-259.491,NA,NA,NA
166724,-1.64061,2.17371,-3.97011,NA,NA,NA,NA,-196.236,NA,NA,NA
166920,-0.989961,2.77298,-4.85819,NA,NA,NA,NA,NA,NA,-220.18,NA
167102,-2.24226,4.05262,-4.19603,NA,NA,NA,-64.223,NA,NA,NA,NA
167252,-2.71737,4.67112,-4.26727,NA,NA,NA,NA,-75.829,NA,NA,NA
167461,-2.64185,4.07818,-3.92371,NA,NA,NA,NA,-81.626,NA,NA,NA
167724,-2.33715,3.43095,-3.81327,NA,NA,NA,NA,NA,-69.929,NA,NA
167846,-4.27321,3.52752,-4.94405,NA,NA,NA,NA,-172.186,NA,NA,NA
168075,-3.97822,4.08853,-4.19327,NA,NA,NA,NA,NA,-155.783,NA,NA
168265,-2.95696,4.43122,-4.79844,NA,NA,NA,NA,NA,NA,-112.238,NA
168491,-3.54461,4.08197,-4.93091,NA,NA,NA,NA,NA,NA,-137.399,NA
168704,-2.03839,2.96572,-4.37055,NA,NA,-155.649,NA,NA,NA,NA,NA
168894,-2.26461,4.27855,-4.80899,NA,NA,NA,NA,NA,-43.933,NA,NA
169183,-3.98744,4.59085,-4.48535,NA,NA,NA,-164.581,NA,NA,NA,NA
169272,-3.98847,4.57527,-3.49129,NA,NA,NA,NA,NA,NA,-206.604,NA
169496,-4.68504,4.80217,-4.74216,NA,NA,NA,NA,-237.108,NA,NA,NA
169781,-4.10696,4.87713,-4.55935,NA,NA,NA,NA,-177.96,NA,NA,NA
169915,-2.8988,4.41832,-4.468,NA,NA,NA,NA,NA,-81.949,NA,NA
170089,-3.29038,3.14427,-4.25676,NA,NA,NA,-126.493,NA,NA,NA,NA
170371,-4.87154,3.43335,-4.05876,NA,NA,NA,NA,-254.881,NA,NA,NA
170564,-3.55169,2.77738,-3.38335,NA,NA,NA,NA,-184.967,NA,NA,NA
170650,-2.95297,2.99114,-3.77066,NA,NA,NA,-141.821,NA,NA,NA,NA
170978,-2.49743,4.44573,-2.52175,NA,NA,NA,-216.731,NA,NA,NA,NA
171066,-3.76916,4.72184,-3.15108,NA,NA,NA,NA,-203.125,NA,NA,NA
171309,-3.78342,4.8891,-4.05189,NA,NA,NA,NA,-161.803,NA,NA,NA
171590,-3.40397,3.94796,-3.71093,NA,NA,NA,NA,NA,-127.714,NA,NA
171751,-2.97227,3.13929,-4.06939,NA,NA,NA,NA,NA,-106.57,NA,NA
171926,-2.19936,3.87963,-4.23476,NA,NA,NA,NA,NA,-57.798,NA,NA
172064,-3.10074,4.55536,-4.82779,NA,NA,NA,NA,-87.839,NA,NA,NA
172383,-2.09737,4.36133,-3.76898,NA,NA,NA,-78.776,NA,NA,NA,NA
172545,-2.19798,4.65259,-4.59558,NA,NA,NA,NA,NA,-66.452,NA,NA
172668,-2.23514,4.51932,-4.88637,NA,NA,NA,-57.525,NA,NA,NA,NA
172853,-1.36478,3.51804,-3.84775,NA,NA,NA,NA,NA,-128.412,NA,NA
173090,-1.89778,2.68377,-4.43182,NA,NA,NA,NA,NA,-110.127,NA,NA
173213,-1.77563,3.33948,-4.90143,NA,NA,NA,-32.878,NA,NA,NA,NA
173438,-0.665941,3.33623,-4.27165,NA,NA,NA,NA,-211.091,NA,NA,NA
173678,-1.17407,4.7995,-4.58051,NA,NA,NA,NA,NA,NA,-116.373,NA
173943,-1.70611,4.46056,-4.95085,NA,NA,NA,NA,-47.855,NA,NA,NA
174067,-0.411722,4.92492,-4.84607,NA,NA,NA,-167.793,NA,NA,NA,NA
174219,-1.11381,3.97815,-4.6967,NA,NA,NA,-40.028,NA,NA,NA,NA
174401,-0.834219,4.12134,-4.00771,NA,NA,NA,NA,-121.775,NA,NA,NA
174739,-1.47503,3.71439,-3.74383,NA,NA,NA,NA,NA,-85.025,NA,NA
174871,-2.12073,2.20734,-3.24264,NA,NA,NA,NA,-214.903,NA,NA,NA
175119,-2.17273,2.25502,-3.93584,NA,NA,NA,NA,NA,-167.77,NA,NA
175350,-3.55003,2.62372,-4.49974,NA,NA,NA,-148.582,NA,NA,NA,NA
175536,-1.95587,3.5627,-4.99593,NA,NA,NA,NA,-23.516,NA,NA,NA
175723,-2.75119,3.18907,-4.90219,NA,NA,NA,NA,NA,-80.12,NA,NA
175939,-2.67257,4.77902,-4.2856,NA,NA,NA,NA,-81.825,NA,NA,NA
176050,-2.64451,4.92118,-4.62215,NA,NA,NA,NA,NA,-87.089,NA,NA
176324,-2.88959,3.95023,-4.59591,NA,NA,NA,NA,-72.159,NA,NA,NA
176485,-4.05224,3.50667,-3.82431,NA,NA,-212.543,NA,NA,NA,NA,NA
176740,-4.10749,4.27901,-4.81738,NA,NA,NA,-159.244,NA,NA,NA,NA
177000,-3.99896,4.84512,-3.45009,NA,NA,NA,NA,NA,-211.222,NA,NA
177053,-2.51081,4.91594,-4.08393,NA,-171.736,NA,NA,NA,NA,NA,NA
177231,-2.70273,4.5863,-4.77465,NA,NA,NA,NA,NA,NA,-112.209,NA
177502,-2.97917,4.41929,-2.99323,NA,NA,NA,NA,NA,NA,-185.825,NA
177612,-2.3696,4.4093,-3.82359,NA,NA,NA,NA,-85.545,NA,NA,NA
177917,-3.62592,4.87968,-4.99099,NA,NA,NA,-137.268,NA,NA,NA,NA
178020,-3.34376,3.67082,-4.31606,NA,NA,NA,-100.854,NA,NA,NA,NA
178273,-2.38005,4.5358,-4.16812,NA,NA,NA,NA,NA,NA,-88.09,NA
178419,-2.31863,4.6323,-4.78768,NA,NA,NA,NA,-65.68,NA,NA,NA
178681,-3.18082,4.87226,-3.43801,NA,NA,NA,NA,-149.302,NA,NA,NA
178928,-3.30096,4.52226,-4.89296,NA,NA,NA,NA,NA,NA,-132.483,NA
179145,-2.80955,3.20952,-4.87013,NA,-192.741,NA,NA,NA,NA,NA,NA
179306,-3.45734,3.03085,-4.29317,NA,NA,-189.253,NA,NA,NA,NA,NA
179486,-4.20834,3.43897,-4.06812,NA,NA,NA,NA,-178.619,NA,NA,NA
179690,-4.6242,4.41747,-3.54133,NA,NA,NA,NA,-255.094,NA,NA,NA
179890,-3.24979,3.87546,-3.95778,NA,NA,NA,NA,NA,-105.505,NA,NA
180032,-2.73304,4.22107,-4.63182,NA,NA,NA,NA,NA,-72.268,NA,NA
180245,-3.4815,4.38839,-3.91914,NA,NA,NA,NA,NA,-131.079,NA,NA
180497,-2.00429,4.52436,-4.77758,NA,NA,NA,NA,NA,-53.608,NA,NA
180799,-3.4584,4.07144,-3.26261,NA,NA,NA,-162.915,NA,NA,NA,NA
180933,-3.57509,3.81771,-3.15034,NA,-247.767,NA,NA,NA,NA,NA,NA
181106,-3.12413,4.70392,-4.72492,NA,NA,NA,-102.817,NA,NA,NA,NA
181240,-2.03993,3.56902,-4.73613,NA,NA,NA,NA,NA,-40.906,NA,NA
