id,x0,x1,x2,fitness6,fitness5.5,fitness6.5,fitness8,fitness8.5,fitness7.5,fitness7,fitness9,fitness9.5,fitness4.5,fitness3.5,fitness4,fitness5
95438,8.22514,7.21918,7.67002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701,NA,NA,NA
95674,7.31065,7.70067,7.83084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912,NA,NA,NA
95834,7.36875,8.14504,7.5422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA
96171,7.89778,7.48025,7.0968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896,NA
96369,8.07494,8.49728,7.66804,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA
96499,7.44091,8.22889,7.96465,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA
96693,7.7775,8.31285,7.58984,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
96875,7.69007,8.39604,7.71238,NA,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA
97054,7.69244,7.76316,7.55579,NA,NA,NA,0.983,NA,NA,NA,NA,NA,NA,NA,NA,NA
97320,6.88978,7.43391,7.62283,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA
97572,6.84411,7.25912,8.04778,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
97792,7.8628,8.33541,7.27484,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
97831,8.01397,8.11287,7.29159,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA
98166,7.49509,7.37645,7.01192,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
98289,6.54737,7.47003,8.07975,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA
98557,6.64305,7.44392,7.46649,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
98646,7.09811,7.77038,7.37413,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA
98908,7.93511,7.34389,7.20862,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
99049,8.01402,7.63488,8.05587,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA
99339,7.36253,7.63694,8.54594,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA
99507,8.71023,7.51622,7.63872,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
99678,8.18957,7.74074,7.93922,NA,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA
99872,8.4684,7.18668,7.58272,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
100170,7.44083,7.92468,7.30765,NA,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA
100318,8.65181,7.9965,7.85012,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA
100591,8.88761,7.79521,8.19049,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
100722,7.30467,6.92041,7.96444,NA,NA,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA,NA
100824,7.04711,7.16864,7.78308,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA
101144,8.30271,7.8415,8.00197,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA
101294,7.20402,8.13083,8.42872,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
101558,7.07304,8.51568,7.1683,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
101794,6.70636,7.90396,7.43105,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
101967,7.13717,8.42976,8.01486,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA
102053,8.05354,9.7148,7.7472,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA
102397,7.68277,9.17382,8.34828,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA
102416,7.61606,7.79189,7.79012,NA,NA,NA,NA,NA,0.994,NA,NA,NA,NA,NA,NA,NA
102613,7.19527,7.71489,7.74119,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA
102847,7.44871,7.53637,8.39767,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
103180,8.26479,7.73046,8.50682,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
103329,8.12158,7.77862,7.28341,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA
103579,8.78999,7.48717,6.85952,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA
103768,7.12361,6.85012,7.63129,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
103969,7.85652,6.74273,8.20735,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA
104073,8.50737,7.10729,8.86933,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
104279,8.48348,6.62565,7.60422,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
104551,7.82404,8.33982,8.42121,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
104719,7.39808,7.08946,7.78854,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA
104894,7.15876,7.5004,7.63667,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA
105041,7.29121,7.88621,7.7546,NA,NA,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA
105260,8.13266,7.70618,7.88767,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
105473,7.56764,7.65163,8.1161,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA
105707,7.09648,7.58945,7.96144,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA
105903,7.01545,8.24903,9.14713,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA,NA
106041,7.39471,7.91242,7.78749,NA,NA,NA,NA,NA,0.969,NA,NA,NA,NA,NA,NA,NA
106201,6.90734,6.95761,7.78045,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
106494,7.53834,7.70045,7.82169,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA,NA,NA,NA
106601,8.09754,6.98076,7.83692,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA
106839,7.40419,7.64542,7.75157,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA
107123,7.04542,8.28522,7.9105,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA
107379,8.09798,8.42839,7.95111,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107419,8.21645,6.68425,7.77733,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA
107701,8.47256,6.87602,7.97248,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA
107832,8.3795,7.51877,8.31354,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA
108028,8.40463,7.69787,8.42865,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA
108309,8.60606,7.7377,7.1737,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA
108474,8.07388,7.74692,7.87301,NA,NA,NA,NA,NA,0.953,NA,NA,NA,NA,NA,NA,NA
108757,7.89608,8.56072,7.46801,NA,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA
108986,6.94484,8.65465,8.27563,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA
109194,7.54887,8.67102,8.40976,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
109372,7.66831,7.93605,8.10782,NA,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA,NA
109463,7.41384,7.93626,8.41042,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109658,7.95246,6.83992,7.56774,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA
109912,8.38282,7.38979,6.49819,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
110006,7.72186,7.76454,6.52232,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA
110249,6.85736,7.61613,7.07272,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA
110576,8.13624,8.12747,7.39759,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA
110621,7.27371,8.32856,7.61365,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA
110891,7.44956,7.035,7.57008,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
111024,7.56999,6.96487,7.92024,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA
111352,8.24605,7.39121,7.77509,NA,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA,NA
111427,7.81334,6.9432,8.42303,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA
111705,7.45069,8.03391,8.3021,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA
111936,7.64929,7.62794,7.81583,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA
112009,7.28253,7.17479,7.62282,NA,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA
112331,7.71733,7.18057,7.55738,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA
112516,8.28537,8.31613,7.43163,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA
112678,7.8282,7.77996,8.1676,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA
112868,7.39813,7.887,7.3478,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA
113016,7.89759,7.91703,8.34385,NA,NA,NA,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA
113240,8.22228,7.78948,6.9704,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA
113466,6.70369,7.96243,7.98926,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
113737,7.75941,7.71163,8.02795,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,NA,NA
113883,8.34462,8.7713,7.84526,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
114163,8.73411,7.50166,7.09967,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA
114239,7.8444,7.99807,7.13056,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
114446,6.67238,7.78167,7.19715,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA
114765,7.37031,7.88023,8.1419,NA,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA
114813,7.87544,7.92537,7.47645,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA
115012,7.82876,8.32768,6.99747,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA
115320,8.73941,8.46964,7.66393,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA
115484,7.82396,7.01424,6.80315,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
115790,7.30408,8.18959,7.483,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA
115944,6.07909,8.0584,7.88613,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
116024,7.19217,7.39722,7.80415,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA
116357,6.87149,7.25839,7.52869,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA
116585,7.42172,7.86066,7.14214,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
116729,5.94152,7.60007,7.32979,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
116987,6.97214,6.71953,7.17763,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA
117184,7.25217,6.82464,8.69997,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA
117223,6.80052,7.37174,7.14812,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA
117541,7.00575,7.5085,7.92016,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA
117720,6.38261,7.83585,7.9591,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA
117884,8.07363,8.01467,7.88812,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
118120,8.00362,7.93804,6.89998,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA
118329,7.70491,8.10236,7.60071,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA
118593,7.41024,7.47361,6.82672,NA,NA,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA
118660,7.36482,8.24807,6.9123,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
119000,8.45558,7.47048,7.35202,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA
119026,8.36639,7.48106,6.74085,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
119378,7.9795,8.32656,6.16488,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA
119579,7.03594,7.56821,7.75882,NA,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA
119791,7.5714,7.57862,7.15686,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
119835,7.34213,7.29683,6.7622,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA
120003,6.57837,8.12539,8.5102,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA
120242,7.18849,7.6287,8.26146,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA
120436,7.71124,7.95811,8.51571,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA
120684,8.12101,7.90428,7.36377,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA
120886,7.79827,7.61341,7.16349,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
121015,8.08448,8.814,8.17281,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA
121306,7.39502,8.21757,8.78323,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
121549,8.19541,7.98197,8.57376,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA
121623,7.25455,7.49684,7.48303,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
121885,7.55401,8.42635,7.85219,NA,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
122042,7.87269,8.16559,7.542,NA,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA
122244,8.07318,6.86155,7.57713,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA
122451,8.26259,7.28886,6.74643,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA
122670,8.14566,8.00489,7.60809,NA,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA
122948,7.52342,7.56831,8.43471,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA
123045,7.37437,7.87647,8.18377,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
123304,9.17763,8.48819,7.80675,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA
123576,8.12157,7.85547,7.62935,NA,NA,NA,NA,NA,0.952,NA,NA,NA,NA,NA,NA,NA
123725,7.90699,8.23016,6.87447,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA
123814,7.34389,8.41727,8.00363,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA
124055,6.70846,7.89726,7.28062,NA,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA
124362,7.43236,7.92057,7.76611,NA,NA,NA,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
124458,8.12467,7.65444,8.15686,NA,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA,NA
124711,8.11952,7.68082,8.03061,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
124964,8.50626,7.56767,7.66143,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA
125092,7.58182,6.90866,6.97779,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
125387,7.87466,7.46044,8.44991,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA
125528,7.82542,8.0625,8.2091,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
125664,8.09822,10.189,7.54701,NA,NA,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA
125860,7.14435,8.28197,7.43421,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA
126102,7.47346,7.84574,7.88159,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA
126357,7.89586,8.02601,8.49062,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA
126562,8.14311,7.95665,7.84498,NA,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA
126680,8.78826,7.65269,7.51488,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA
126951,7.84922,8.3867,7.59572,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA
127021,7.21208,7.68807,7.89371,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA
127373,7.58594,7.49682,7.26577,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
127496,8.48781,7.48956,7.44224,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
127768,7.52596,8.48637,7.84827,NA,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA
127942,7.64466,8.56589,8.17262,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA
128097,7.60501,8.12566,8.24863,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA
128296,7.47015,7.67447,7.84573,NA,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA,NA
128573,7.8529,7.81816,7.94429,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA
128742,7.99644,7.35169,6.83531,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA
128906,7.75734,7.21842,7.92721,NA,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA,NA,NA
129162,8.84159,7.02886,8.15912,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA
129348,7.64458,7.80158,7.63216,NA,NA,NA,NA,NA,NA,0.949,NA,NA,NA,NA,NA,NA
129558,8.79099,7.32309,7.27623,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA
129647,8.70514,7.14166,7.37077,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
129963,8.64079,7.45562,7.53088,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
130139,7.62072,7.91204,7.66703,NA,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA
130292,8.56527,8.68527,7.99758,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA
130459,7.48498,8.87422,7.10707,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA
130654,7.92349,7.21518,7.38268,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
130995,7.53384,8.34153,7.82426,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA
131014,9.02577,7.99527,7.88977,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
131262,8.42683,8.01711,8.16527,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA
131511,8.53819,7.10489,8.41992,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131736,8.67953,7.05413,8.54052,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA
131885,8.24939,8.30393,7.8371,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA
132015,7.76506,8.29636,8.06126,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA
132270,6.6317,7.9016,8.37511,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA
132503,7.32602,8.36951,7.32632,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA
132789,7.9315,7.8539,8.1948,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
132816,7.01051,8.05651,8.03855,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA
133071,7.81379,7.85862,7.33602,NA,NA,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA
133224,7.96651,7.56133,8.69153,NA,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
133426,7.38118,8.41271,7.49425,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133645,7.87106,7.19015,7.79714,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
133822,8.11726,7.75494,8.19972,NA,NA,NA,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA
134124,8.46609,7.18106,6.98254,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA
134321,8.0198,7.07045,8.0294,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
134490,8.34427,7.61766,8.88418,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
134647,8.60984,7.34587,9.05977,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA
134830,8.6397,6.71662,7.87587,NA,NA,NA,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA
135186,7.69659,8.09352,8.05114,NA,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA
135204,7.5577,8.84937,8.01426,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA
135464,7.971,7.59983,7.75683,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA
135627,7.35697,7.11605,8.13601,NA,NA,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA
135820,7.727,8.09526,9.46525,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA
136163,7.70974,7.20525,8.69493,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
136359,8.08992,7.54993,8.22995,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA
136504,8.63838,7.29613,8.02961,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA
136644,8.01264,6.77117,8.00381,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA
136896,7.57851,7.50234,7.26026,NA,NA,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA
137104,7.45131,6.82575,7.91461,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA
137211,7.2535,7.14096,7.838,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA
137432,7.47344,8.34802,8.21419,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA
137725,7.56666,7.31808,7.44729,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137952,8.64341,7.4313,7.49374,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA
138083,8.3628,8.09979,7.92126,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA
138259,8.88758,7.56073,7.73803,NA,NA,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA
138438,7.55716,7.8922,8.70049,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA
138684,7.58606,7.63569,7.74725,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA
138951,8.30015,7.54978,8.80734,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA
139045,7.51511,7.16592,8.85606,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139290,7.51262,7.78296,7.4515,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139449,8.41999,8.48941,7.44433,NA,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA
139791,8.57343,8.4448,7.18493,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139864,8.11464,8.37134,7.34973,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA
140104,7.68336,9.0874,7.42204,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
140262,7.68077,7.97564,7.95024,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA,NA,NA,NA
140401,8.26931,8.12616,9.08613,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA
140633,7.90136,7.6412,8.12788,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA
140958,8.20716,7.50691,8.1053,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
141081,8.92483,7.30547,7.65035,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
141314,8.10252,7.00964,7.53846,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
141404,8.30153,7.59134,7.32844,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
141738,7.85908,7.49127,8.31218,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA
141939,8.36277,7.58727,6.61791,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
142198,8.05066,7.94469,6.82023,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
142292,7.59161,8.15434,6.33454,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA
142444,7.3639,8.39618,6.52511,NA,NA,NA,NA,NA,NA,NA,0.368,NA,NA,NA,NA,NA
142602,7.18123,7.64889,7.41104,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA
142824,8.80267,7.74584,8.93392,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA
143005,7.97389,7.4533,9.63733,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA
