id,x0,x1,x2,fitness1.5,fitness0.5,fitness1,fitness-0.5,fitness-1,fitness0,fitness-1.5,fitness-3,fitness-4.5,fitness-2.5,fitness-2,fitness2.5,fitness-3.5,fitness-4,fitness-5,fitness3,fitness3.5,fitness5,fitness4,fitness2,fitness4.5
65590,-0.052536,3.1135,-0.330557,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65719,-0.0386232,4.56909,-1.44403,NA,NA,NA,NA,NA,240.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65934,-1.1495,4.98316,-1.87519,NA,NA,NA,NA,NA,NA,868.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66131,-0.302934,4.94779,-0.714194,NA,NA,NA,NA,NA,NA,11037.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66248,0.155898,4.4044,0.210204,NA,NA,NA,NA,NA,84.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66547,-0.876343,3.72184,0.946986,NA,NA,NA,NA,NA,1057.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66646,-0.397874,3.28184,0.785939,NA,NA,NA,NA,261.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66886,-1.24181,2.78606,0.800169,NA,NA,NA,920.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67056,-1.59236,4.53494,1.28679,NA,NA,NA,NA,NA,137.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67386,-1.33358,3.85662,-0.412316,NA,NA,NA,295.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67545,-2.72545,3.69355,-0.805127,NA,NA,NA,83.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67645,-3.01919,2.80435,-0.342752,NA,NA,NA,359.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67912,-0.00390521,2.93868,0.0595154,NA,NA,NA,37.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68055,1.95976,2.92245,2.72358,NA,NA,NA,43.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68336,2.70481,3.73294,1.88641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68580,1.96082,3.61558,2.14423,NA,NA,NA,NA,NA,NA,54.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68779,2.41068,4.9882,1.00367,NA,NA,NA,NA,NA,NA,437.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68911,3.03699,4.03114,-0.0446677,NA,13.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69104,1.9596,1.78434,-0.61785,NA,NA,NA,NA,NA,274.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69215,1.73951,2.72636,-1.42922,NA,281.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69503,0.331503,3.46693,-0.890307,NA,NA,NA,18.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69644,-0.147864,4.92679,-0.718286,NA,NA,NA,5679.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69981,0.399306,4.65675,-1.70608,NA,NA,NA,NA,NA,715.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70029,-1.1701,4.64209,0.53617,NA,NA,NA,NA,NA,163.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70351,-1.83613,3.82823,1.4239,NA,NA,NA,NA,304.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70594,-1.93729,3.75308,1.36282,NA,NA,NA,NA,811.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70719,-1.55229,3.27235,0.994228,NA,NA,NA,NA,NA,102.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70864,-0.488858,2.63878,0.421827,NA,NA,NA,NA,23.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71136,-0.439203,1.92172,0.912894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71256,-1.34184,3.22045,0.469688,NA,NA,NA,819.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71442,-0.753788,4.49111,-0.24668,NA,NA,NA,1345.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71658,-0.491055,4.87231,-0.0959919,NA,NA,NA,821.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71881,-0.275508,3.54413,-1.39117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72166,0.25607,2.43139,-2.11515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.834,NA,NA,NA,NA,NA,NA,NA,NA
72334,-0.723584,2.20087,-0.431886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,NA,NA,NA,NA,NA,NA,NA,NA
72424,0.661835,-0.249177,-0.893441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.389,NA,NA,NA,NA,NA,NA,NA,NA
72756,0.459453,-1.40846,-1.48055,NA,NA,NA,NA,NA,NA,5252.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72801,2.08943,-1.40165,-1.45221,NA,NA,NA,555.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73189,1.64786,-0.258503,-0.119393,NA,257.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73385,1.97033,-1.45566,-0.171235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
73439,2.4224,-1.24554,-0.660028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.539,NA,NA,NA,NA
73767,3.22921,-1.87835,-1.11735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.316,NA,NA,NA,NA
73900,4.22444,-2.12169,-0.749693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.118,NA,NA
74100,2.79584,-1.41887,0.296498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1364.707
74326,4.79082,-0.785528,-0.046065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13214.029,NA,NA,NA
74401,4.5669,-1.88288,0.642308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.59,NA,NA,NA
74607,4.57937,-0.303603,-0.534851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.024,NA,NA,NA,NA
74909,4.57813,-1.02569,-0.977346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.847,NA,NA
75170,2.46114,-1.34799,-1.94791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.652,NA,NA
75240,2.38504,-1.52526,-0.594399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.529,NA
75468,2.43017,-1.62222,-1.20296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.2,NA,NA,NA,NA
75658,1.64343,-2.58066,-0.935011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.056,NA,NA,NA,NA,NA
75923,0.982391,-1.47907,-1.42494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759.383,NA,NA,NA,NA
76035,-0.338827,-1.79498,-1.44745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.164,NA,NA,NA,NA
76345,-1.2414,-2.8948,-2.12848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.287
76424,-0.921544,-2.85418,-1.53165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058.214,NA,NA,NA,NA
76659,0.828696,-1.9347,-1.03718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.89,NA,NA,NA,NA
76977,3.28233,-0.892336,-2.50021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.881,NA
77076,2.34322,0.478226,-1.38961,NA,297.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77315,1.31593,0.413452,-1.47159,NA,451.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77594,0.782397,-1.14668,-0.638747,NA,NA,NA,NA,NA,28.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77642,0.132028,-1.91948,-1.12226,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77934,0.160577,-1.90948,-0.821872,NA,NA,NA,NA,NA,416.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78119,-0.743581,-0.791264,-1.02961,NA,NA,NA,NA,NA,10342.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78331,-0.475111,-1.41268,-1.8047,NA,NA,NA,NA,133.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78453,-0.0991267,-1.9951,-1.27184,NA,NA,NA,NA,3262.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78708,0.675916,-1.55621,-2.53383,NA,NA,NA,1155.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78931,2.20443,-2.40724,-1.89591,NA,NA,NA,363.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79007,0.251968,-0.875024,-2.65358,NA,NA,NA,427.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79295,-0.956307,0.37927,-1.86026,NA,NA,NA,NA,NA,1039.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79581,-2.36879,-0.744901,-1.03541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79749,-2.43535,-1.47659,-0.885428,NA,NA,NA,NA,NA,NA,4933.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79801,-2.84478,-0.671993,0.943919,NA,NA,NA,866.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80192,-3.89937,-1.26124,0.894708,NA,NA,NA,NA,NA,NA,895.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80264,-4.32102,-2.40648,0.624066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80581,-4.63391,-1.52271,-0.734536,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80691,-2.26839,-0.870457,0.810157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80961,-0.903042,-2.11598,2.3744,NA,NA,NA,NA,NA,NA,1964.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81187,-1.7399,0.037098,1.28366,NA,NA,NA,NA,NA,NA,148.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81351,-1.45679,-0.0324219,0.316824,NA,NA,NA,NA,NA,NA,628.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81494,-1.14264,0.434195,1.04558,NA,NA,NA,NA,NA,NA,23.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81611,-1.08753,-0.0283679,-0.689766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81987,-0.782537,-0.680682,-0.18983,NA,NA,NA,16805.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82130,-0.934818,0.721169,-0.616019,NA,NA,NA,1893.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82363,-0.842903,2.38675,-1.37069,NA,NA,NA,3908.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82575,-1.3842,3.33141,-2.10872,NA,NA,NA,696.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82614,-1.80807,4.50764,-1.31189,NA,NA,NA,40.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82891,-2.85778,2.97517,-2.42576,NA,NA,NA,NA,6.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83155,-2.70525,3.49503,-2.58811,NA,NA,NA,20.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83326,-2.31988,3.59582,-0.821113,NA,NA,NA,NA,NA,NA,162.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83449,-1.30444,3.55463,-0.820561,NA,NA,NA,NA,NA,128.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83640,-1.19789,3.64259,0.108856,NA,NA,NA,71.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83856,-2.37466,3.84856,-1.28156,NA,NA,NA,NA,881.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84118,-1.26824,4.43216,-0.8268,NA,NA,NA,NA,6000.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84265,-1.22775,3.2438,-1.48722,NA,NA,NA,NA,NA,NA,3528.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84478,-1.09446,2.38892,-2.74391,NA,NA,NA,5.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84740,-0.598522,2.35121,-0.847762,NA,NA,NA,2274.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84866,-0.626378,2.33689,0.867953,NA,NA,NA,1053.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85095,-0.950489,1.77541,0.236492,NA,NA,NA,NA,398.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85262,-0.223871,3.72957,0.735506,NA,NA,NA,NA,833.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85474,0.0481446,4.28657,-0.716085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85701,-0.962517,3.43529,-0.944081,NA,NA,NA,NA,NA,NA,651.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85985,-0.857209,1.98072,-0.711176,NA,NA,NA,835.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86070,-1.21712,2.88361,-0.657009,NA,NA,NA,NA,NA,942.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86395,-1.3895,2.31478,-1.42376,NA,NA,NA,1025.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86499,-0.959545,3.37274,-1.31557,NA,NA,NA,NA,4149.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86700,-1.1922,3.75135,-1.97314,NA,NA,NA,NA,NA,NA,886.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86888,-1.10806,3.3557,-3.21482,NA,NA,NA,NA,NA,NA,45.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87119,0.65944,3.03369,-3.45283,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87219,-1.70959,2.41588,-3.52139,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87463,-3.39239,2.54247,-2.795,NA,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87630,-4.00456,1.78831,-2.87123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87847,-3.82192,1.88892,-2.01969,NA,NA,NA,NA,NA,NA,NA,73.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88034,-3.21017,3.22162,-2.53881,NA,NA,NA,NA,NA,NA,NA,43.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88295,-4.05683,4.34878,-1.4392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.371,NA,NA,NA,NA,NA,NA,NA
88501,-1.8941,4.13324,-3.35802,NA,NA,NA,NA,NA,NA,NA,104.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88702,-1.61766,3.75665,-2.64042,NA,NA,NA,NA,NA,NA,NA,199.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88992,-2.34451,3.15283,-2.90925,NA,NA,NA,NA,NA,NA,NA,26.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89133,-0.947539,3.13265,-2.23069,NA,NA,NA,NA,NA,NA,422.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89216,-0.713565,2.75212,-3.44908,NA,NA,NA,NA,NA,NA,1036.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89436,0.134293,3.75409,-2.08376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89740,-1.40064,4.73916,-1.7803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.264,NA,NA,NA,NA,NA,NA,NA,NA
89911,-2.18402,4.45332,-1.13184,NA,NA,NA,NA,NA,NA,NA,18.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90158,-1.26948,2.65041,-1.4222,NA,NA,NA,NA,NA,NA,NA,53.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90272,-1.16665,2.6712,-0.960952,NA,NA,NA,NA,NA,NA,715.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90442,-1.44085,1.21638,0.250202,NA,NA,NA,1131.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90782,-1.74355,0.971087,-0.487389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.822,NA
90864,-1.21971,0.657003,-0.562468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.717,NA
91140,-0.637545,0.33511,-2.10163,NA,NA,543.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91321,-0.172181,0.0308886,-0.993219,NA,NA,683.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91439,1.74286,-0.124489,-0.135135,NA,NA,NA,NA,1160.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91614,-0.392167,-1.83767,-0.962579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91978,-0.593237,-0.216605,-0.547288,NA,825.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92113,0.145423,0.651463,0.4269,NA,NA,-0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92210,1.3419,0.489501,0.965193,NA,NA,NA,21.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92576,3.30473,-0.55253,-0.269378,NA,596.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92794,3.28388,0.78846,-1.00868,NA,NA,NA,NA,1130.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92893,4.64862,-0.666214,-1.40585,NA,NA,NA,NA,NA,NA,13212.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93004,4.3493,-1.29387,-0.379019,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93267,3.8274,-1.5143,-1.25914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93522,3.27096,-2.01053,-1.75758,NA,NA,NA,NA,154.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93762,2.16888,-0.722976,-2.41694,NA,NA,NA,1084.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93823,3.27001,-0.521641,-2.99195,NA,NA,NA,NA,NA,429.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94112,4.40796,-0.794804,-2.86165,NA,NA,NA,441.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94304,4.85626,0.128881,-2.51776,NA,NA,NA,NA,NA,45.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94451,4.56423,-0.392314,-2.6459,NA,NA,30.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94771,3.1929,-0.613896,-1.86643,NA,NA,377.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94952,2.91724,-0.327434,-2.67882,NA,NA,NA,NA,NA,24.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95048,3.85659,-0.324898,-2.57348,NA,237.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95246,3.85797,-0.470985,-2.0865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
95409,4.3252,-1.27709,-1.96944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.322,NA,NA,NA,NA,NA
95743,4.0753,-1.51205,-1.47176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333.4,NA,NA
95829,4.88183,-0.650169,-1.65938,1679.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96015,4.61881,-1.06756,-0.753669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.976,NA,NA,NA,NA,NA,NA,NA,NA,NA
96236,4.72035,-0.566704,-1.26359,646.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96428,2.78121,0.718315,1.86217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.248,NA,NA,NA,NA
96710,3.42355,0.248273,2.48051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.978,NA,NA,NA,NA
96888,3.04212,-1.01128,3.63217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.634
97112,2.40765,-2.0325,4.37232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.613
97388,3.40187,-1.34566,4.63697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2404.668,NA,NA,NA
97435,2.72156,-0.939856,4.36054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.313
97616,3.1318,-1.32984,4.7621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027.123,NA,NA
97923,3.93082,0.19119,4.69653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.305
98107,4.77994,0.0613624,3.93173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.123,NA,NA
