id,x0,x1,x2,fitness8,fitness7.5,fitness8.5,fitness9.5,fitness7,fitness6,fitness6.5,fitness9,fitness5,fitness3.5,fitness4,fitness4.5,fitness10,fitness10.5,fitness5.5,fitness2.5,fitness1,fitness2
75627,7.53427,6.69893,8.62517,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75823,8.01871,7.77176,7.64604,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76050,7.44984,6.45306,8.37328,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76265,8.00648,6.76571,8.39517,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76416,7.74385,7.18932,8.3382,NA,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76796,7.90577,7.1398,7.63179,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76809,7.83417,8.1706,8.04969,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77094,7.71531,7.91364,8.38867,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77220,7.70928,7.46719,8.89295,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77476,8.38146,7.88236,7.79114,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77650,7.27306,7.86546,7.14118,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77914,6.62997,8.49226,6.62294,NA,NA,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78080,7.03937,7.53299,6.89436,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78280,6.97765,7.57097,7.76965,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78496,7.56125,8.18441,7.63192,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78722,7.56886,9.02132,6.9166,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78917,8.18744,8.43712,8.13358,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79004,8.28365,8.26736,8.80762,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79268,7.88087,7.44217,7.95875,NA,NA,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79443,7.29313,7.80728,8.97662,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79738,8.28955,7.60894,8.77705,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79822,8.53918,8.04455,7.30675,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80182,8.59972,8.13895,7.53872,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80251,8.25913,9.66952,6.57221,NA,NA,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80578,7.08773,10.3274,7.29571,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80680,7.80194,8.54783,7.6423,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80890,8.14494,7.81381,7.90069,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81001,6.78191,8.25302,6.6701,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81222,7.23379,8.21083,6.19386,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81469,6.72277,8.29133,7.00345,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81683,7.86955,8.9726,7.86529,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81908,8.30462,8.40734,8.14529,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82036,7.8119,8.63989,8.0064,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82236,7.68548,9.00479,7.54074,NA,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82552,8.02638,8.85792,6.71778,NA,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82751,7.44921,9.27161,6.9805,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82857,7.61548,8.06491,6.43793,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83179,7.51235,6.90512,6.66886,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83365,7.91535,8.08466,7.22929,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83569,8.26749,8.86589,7.10325,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83669,7.40935,7.76105,8.56594,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83814,7.64834,7.95573,7.78901,NA,0.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84125,7.91309,7.59462,8.48583,NA,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84227,7.74884,7.66497,6.94504,NA,NA,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84403,7.60895,7.00176,8.03186,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84617,6.93033,6.77676,8.93062,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84966,7.54135,8.10596,8.29606,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85051,6.7095,7.85569,8.63555,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85351,6.59783,7.85129,8.77764,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85460,7.89307,8.43507,8.75392,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85680,6.63343,7.35568,8.03863,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85865,8.25922,7.98078,7.57202,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86040,8.10137,8.61324,7.28059,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86220,9.28803,8.16927,7.65773,NA,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86526,7.9532,8.49305,7.45129,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86700,5.95845,8.21907,8.27659,NA,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86942,7.46337,7.49106,8.42351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA
87047,7.03882,7.63081,8.05833,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87266,7.02299,8.37804,7.85643,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87509,8.25519,7.3159,8.8143,NA,NA,NA,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87775,7.9919,7.25035,9.45541,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87994,7.80569,7.13766,7.72337,NA,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88188,7.21831,6.81524,7.97798,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88228,7.79929,5.1106,7.95322,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88485,9.23106,7.19691,8.6912,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88708,8.97355,7.69675,7.83279,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88839,7.64392,7.84279,8.14932,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89162,7.32762,6.38189,7.87733,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89334,9.26952,8.20574,8.65081,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89512,8.03127,8.13478,8.03466,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89692,6.64206,8.24434,7.40721,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89858,8.38991,8.08754,7.45599,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90136,8.74038,9.10893,7.41582,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90325,7.93144,7.61923,8.0836,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90557,8.0037,7.21267,8.64334,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90745,6.59035,7.8455,7.30634,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90812,7.882,7.4168,6.8095,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91104,8.55911,6.97912,6.63364,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91207,7.64292,6.70783,7.44813,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91484,7.53301,5.51846,7.91815,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91781,7.81198,6.75092,7.1945,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91990,8.77279,7.16925,4.76918,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92075,7.36528,7.68116,5.7713,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92277,8.09672,6.91249,6.7194,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92480,7.49604,6.5959,6.50669,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92649,7.32459,7.01394,6.63832,NA,NA,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92832,8.2514,7.70495,6.84267,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93013,7.32951,6.48138,8.31585,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93305,6.65206,6.68981,8.26541,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93422,7.89373,7.69391,7.97527,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93644,8.06802,9.27844,8.59205,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93856,7.67784,8.58716,8.30224,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94097,7.54678,8.69175,7.6242,NA,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94343,6.83754,7.69921,8.42968,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94520,6.45958,8.84608,8.51877,NA,NA,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94759,6.7406,8.57195,8.01487,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94943,7.24986,7.37185,8.45357,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95193,7.58218,7.52438,8.43786,NA,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95237,7.26638,7.62704,7.47945,NA,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95510,8.61394,7.18269,7.78114,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95799,7.87413,7.7223,7.70309,NA,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95974,8.37589,8.22081,7.57987,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96171,6.72385,8.76526,7.3619,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96204,5.13816,8.71536,7.15381,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96474,6.64209,8.99855,6.04789,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96662,7.33242,7.53257,6.5477,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96952,7.12493,7.42842,7.35725,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97005,7.14271,6.70837,8.15238,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97223,6.4847,7.38142,8.14337,NA,NA,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97418,6.95407,8.51776,8.33095,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97731,7.94017,8.27479,8.39093,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97961,9.10894,7.04692,7.72658,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98121,7.83129,7.66435,7.78458,NA,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98379,8.3238,8.7901,7.72292,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98516,8.12913,8.2443,7.64089,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98701,7.58332,7.97475,7.51632,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98957,6.96569,8.54291,8.03043,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99025,7.03393,8.30612,8.27791,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99350,7.36021,7.61029,8.48856,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99433,8.99044,6.72891,8.50772,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99635,7.86528,6.42585,8.05047,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99874,8.84539,6.5399,7.82554,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100112,7.06035,7.92714,7.13207,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100367,8.71339,6.93414,7.50279,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100560,8.01924,6.7751,7.96717,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100784,8.10261,6.25614,8.26829,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100833,9.18723,7.94154,8.63311,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101108,8.11959,6.80726,9.03281,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101361,7.80656,7.86176,8.44038,NA,NA,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101500,7.46812,7.1469,7.00961,NA,NA,NA,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101655,7.06908,8.01716,6.58062,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101824,7.82441,6.75517,6.55929,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102022,9.00014,7.23981,6.57665,NA,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102397,8.73299,7.40272,8.2591,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102429,8.84392,7.26918,8.29994,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102642,8.59835,8.14602,8.20934,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102871,7.65004,8.90312,7.59954,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103036,8.14787,8.88129,7.79373,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103222,8.0211,7.42261,8.29924,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103511,7.69121,7.30929,8.99941,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103721,9.95139,7.69742,7.69534,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103894,9.46564,7.00635,7.20505,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104046,8.28858,6.71257,8.31629,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104247,7.2951,7.29276,7.41243,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104476,7.87192,7.88329,6.94983,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104680,7.0979,7.12431,8.8586,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104939,8.75408,6.52052,7.95579,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105016,8.40832,7.13689,7.78068,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105318,8.57704,7.44245,8.49819,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105536,7.70341,7.72191,9.93738,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105676,7.10363,7.65415,7.9424,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105829,7.67187,7.89334,7.59668,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106062,7.97378,7.91189,7.96479,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106222,7.83809,7.33702,8.57425,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106570,8.6558,7.26075,8.66864,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106605,8.09667,7.96227,8.40145,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106962,7.24634,8.01404,8.41397,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107008,6.47192,7.819,7.95163,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107375,7.26315,7.90388,7.5146,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107513,7.18145,7.90629,7.25873,NA,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107706,7.85049,7.4321,7.41656,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107965,8.2302,5.34446,7.61414,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108092,7.78601,6.1158,7.3305,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108313,8.66012,7.43784,8.0887,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108545,8.71868,7.89357,7.38482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA
108730,8.36148,8.27983,7.12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,NA,NA,NA,NA
108957,7.8241,7.82435,7.53825,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109065,7.75097,8.2069,8.01492,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109271,8.00989,7.66275,6.81406,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109500,7.48595,6.60091,6.58561,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109691,8.07429,7.31641,7.42749,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109985,8.31267,7.59899,7.98453,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110080,9.11441,7.52853,8.72163,NA,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110270,8.02989,8.05874,7.49789,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110585,8.45025,8.69566,7.80123,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110654,9.33239,7.94581,7.38045,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110947,8.31396,8.98826,7.61595,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111042,7.97816,8.30573,8.47984,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111276,8.0971,9.21281,7.88537,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111579,8.29491,9.02473,6.15771,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111628,8.01326,8.39364,6.85842,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111991,7.58855,7.35026,6.90916,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112057,8.18106,6.20289,7.34969,NA,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112373,8.39835,7.37811,6.86153,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112439,7.40508,6.65389,7.56365,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112797,8.49885,6.11849,7.83523,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112834,7.68108,5.06791,7.91953,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113118,8.31098,6.0001,8.39407,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113333,7.8344,6.49692,7.30165,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113481,7.12983,7.67163,7.64463,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
