id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness0,fitness1
94071,1.94618,1.99827,-5,NA,NA,NA,NA,-34.691,NA,NA,NA,NA,NA,NA,NA,NA
94343,1.17453,2.51283,-4.9049,NA,-125.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94451,1.1173,1.99727,-4.3251,NA,NA,NA,NA,-38.572,NA,NA,NA,NA,NA,NA,NA,NA
94626,1.0841,1.57544,-2.91731,NA,NA,NA,NA,NA,NA,-71.082,NA,NA,NA,NA,NA,NA
94979,2.82096,2.64503,-3.5885,NA,NA,NA,-74.413,NA,NA,NA,NA,NA,NA,NA,NA,NA
95089,1.17345,3.10647,-4.26715,NA,NA,NA,-60.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
95323,2.75467,2.10611,-5,NA,NA,NA,NA,NA,NA,NA,-53.374,NA,NA,NA,NA,NA
95438,2.45893,1.53286,-4.0796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147.979,NA,NA
95784,2.2004,1.14637,-5,NA,NA,NA,NA,NA,NA,NA,NA,-68.808,NA,NA,NA,NA
95934,2.48101,1.17562,-5,NA,NA,NA,NA,NA,NA,NA,-60.238,NA,NA,NA,NA,NA
96026,1.76076,1.67688,-3.69282,NA,NA,NA,NA,NA,NA,-19.351,NA,NA,NA,NA,NA,NA
96254,0.710732,2.05348,-3.50618,NA,NA,NA,-66.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
96472,1.17574,0.708517,-3.49898,NA,NA,NA,NA,NA,-92.907,NA,NA,NA,NA,NA,NA,NA
96708,1.51355,1.91868,-3.71201,NA,NA,NA,NA,NA,-17.211,NA,NA,NA,NA,NA,NA,NA
96843,1.37768,2.37923,-4.10772,NA,NA,NA,NA,NA,NA,-28.731,NA,NA,NA,NA,NA,NA
97149,1.12491,2.97754,-4.8402,NA,NA,NA,NA,-82.678,NA,NA,NA,NA,NA,NA,NA,NA
97378,0.974147,3.6855,-4.94112,NA,NA,NA,-117.462,NA,NA,NA,NA,NA,NA,NA,NA,NA
97563,1.71864,2.97701,-5,NA,NA,NA,NA,NA,NA,-53.662,NA,NA,NA,NA,NA,NA
97632,1.38531,3.30424,-3.75898,NA,NA,NA,NA,NA,-73.033,NA,NA,NA,NA,NA,NA,NA
97959,2.18452,2.41381,-4.56029,NA,NA,NA,NA,NA,-21.24,NA,NA,NA,NA,NA,NA,NA
98157,1.38932,2.65339,-5,NA,NA,NA,-44.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
98287,-0.0751066,2.03004,-5,NA,NA,NA,NA,NA,NA,NA,-106.804,NA,NA,NA,NA,NA
98446,-0.4033,1.90562,-4.14357,NA,NA,NA,NA,NA,NA,-114.577,NA,NA,NA,NA,NA,NA
98608,1.08222,2.07704,-4.36878,NA,NA,NA,NA,NA,NA,NA,-49.949,NA,NA,NA,NA,NA
98939,1.64431,2.45294,-5,NA,NA,NA,NA,NA,NA,-32.236,NA,NA,NA,NA,NA,NA
99008,1.05576,2.36376,-4.83309,NA,NA,NA,NA,NA,NA,-34.564,NA,NA,NA,NA,NA,NA
99296,1.80504,0.465414,-5,NA,NA,NA,NA,NA,NA,-83.795,NA,NA,NA,NA,NA,NA
99440,2.48783,-0.212431,-4.78843,NA,NA,NA,NA,NA,NA,NA,-171.019,NA,NA,NA,NA,NA
99729,1.43227,-0.398669,-4.43347,NA,NA,NA,NA,NA,NA,NA,NA,-260.397,NA,NA,NA,NA
99851,2.48787,1.74134,-4.70899,NA,NA,NA,NA,NA,NA,NA,NA,-53.81,NA,NA,NA,NA
100105,2.94833,1.62149,-4.46359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.052,NA,NA
100368,1.46372,0.579936,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.102,NA,NA,NA
100445,2.93393,-0.242158,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-252.269,NA,NA,NA
100730,2.97118,2.42768,-5,NA,NA,NA,NA,NA,NA,NA,NA,-103.986,NA,NA,NA,NA
100961,2.40615,2.46063,-4.71027,NA,NA,NA,NA,NA,NA,NA,-50.884,NA,NA,NA,NA,NA
101071,2.23559,1.52173,-5,NA,NA,NA,NA,NA,NA,NA,NA,-59.889,NA,NA,NA,NA
101218,2.50898,2.34481,-5,NA,NA,NA,-41.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
101460,4.18172,1.24176,-4.6614,NA,NA,NA,NA,NA,NA,NA,-159.005,NA,NA,NA,NA,NA
101743,3.08878,2.0696,-5,NA,NA,NA,-59.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
101983,2.49853,3.95532,-5,NA,NA,NA,NA,NA,-132.939,NA,NA,NA,NA,NA,NA,NA
102065,2.11547,4.52872,-5,NA,NA,NA,-192.172,NA,NA,NA,NA,NA,NA,NA,NA,NA
102225,3.32202,3.13598,-5,NA,NA,NA,NA,-126.858,NA,NA,NA,NA,NA,NA,NA,NA
102547,3.36717,3.05432,-4.7433,NA,NA,-159.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102631,2.11466,1.63623,-3.80832,NA,-113.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102900,2.73687,2.37905,-4.02631,NA,NA,NA,NA,-50.389,NA,NA,NA,NA,NA,NA,NA,NA
103180,3.53197,2.97564,-4.37054,NA,NA,NA,-112.238,NA,NA,NA,NA,NA,NA,NA,NA,NA
103386,3.14935,3.69304,-3.61603,NA,NA,NA,-151.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
103488,2.60896,2.39033,-2.85344,NA,NA,NA,NA,-111.625,NA,NA,NA,NA,NA,NA,NA,NA
103633,3.11315,2.42621,-4.00274,NA,NA,NA,NA,-85.376,NA,NA,NA,NA,NA,NA,NA,NA
103934,2.05527,2.26297,-5,NA,NA,NA,NA,-52.047,NA,NA,NA,NA,NA,NA,NA,NA
104107,2.78718,2.46721,-5,NA,NA,NA,NA,NA,NA,NA,-60.484,NA,NA,NA,NA,NA
104369,3.74755,1.41072,-5,NA,NA,NA,NA,NA,NA,-103.864,NA,NA,NA,NA,NA,NA
104407,4.2091,1.27696,-5,NA,NA,NA,NA,NA,NA,-145.626,NA,NA,NA,NA,NA,NA
104789,3.51788,1.00873,-5,NA,NA,NA,NA,NA,-92.134,NA,NA,NA,NA,NA,NA,NA
104822,3.09835,1.77952,-5,NA,NA,NA,NA,NA,NA,-60.026,NA,NA,NA,NA,NA,NA
105086,2.66677,1.07372,-5,NA,NA,NA,NA,-60.919,NA,NA,NA,NA,NA,NA,NA,NA
105348,2.66307,1.93749,-5,NA,NA,-66.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105523,2.38618,2.01605,-5,NA,NA,NA,-35.841,NA,NA,NA,NA,NA,NA,NA,NA,NA
105736,1.99278,1.74678,-3.60564,NA,NA,NA,-25.863,NA,NA,NA,NA,NA,NA,NA,NA,NA
105859,2.27078,2.74894,-3.70802,NA,NA,NA,-48.289,NA,NA,NA,NA,NA,NA,NA,NA,NA
106165,1.56998,3.43194,-3.24127,NA,NA,NA,NA,NA,-101.174,NA,NA,NA,NA,NA,NA,NA
106282,1.8289,3.95258,-3.08435,NA,NA,NA,NA,NA,NA,-161.199,NA,NA,NA,NA,NA,NA
106417,2.33959,3.12436,-4.13901,NA,NA,NA,NA,NA,NA,-61.808,NA,NA,NA,NA,NA,NA
106797,0.474878,2.16711,-4.5872,NA,NA,NA,NA,NA,-50.566,NA,NA,NA,NA,NA,NA,NA
106965,-0.851474,2.39452,-3.84775,NA,NA,NA,NA,NA,NA,NA,-187.685,NA,NA,NA,NA,NA
107011,1.18197,3.98692,-3.19065,NA,NA,NA,NA,NA,NA,NA,NA,-200.86,NA,NA,NA,NA
107362,1.74428,2.98081,-3.65634,NA,NA,NA,NA,NA,-53.448,NA,NA,NA,NA,NA,NA,NA
107543,2.75961,3.68536,-3.25262,NA,NA,NA,NA,NA,NA,-157.351,NA,NA,NA,NA,NA,NA
107616,1.33665,2.9922,-5,NA,NA,NA,-61.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
107835,2.38987,2.55283,-5,NA,NA,NA,NA,NA,NA,-48.986,NA,NA,NA,NA,NA,NA
108187,1.34109,1.35921,-4.39315,NA,NA,NA,NA,NA,NA,NA,NA,-59.066,NA,NA,NA,NA
108324,1.63036,2.17865,-3.92999,NA,NA,NA,NA,NA,NA,NA,-31.192,NA,NA,NA,NA,NA
108509,0.694851,2.03942,-3.12975,NA,NA,NA,NA,NA,NA,NA,-83.808,NA,NA,NA,NA,NA
108708,0.877475,2.12676,-2.55783,NA,NA,NA,NA,NA,-110.885,NA,NA,NA,NA,NA,NA,NA
108983,1.83524,2.26012,-3.85756,NA,NA,-68.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109186,2.33634,2.59718,-4.56565,NA,NA,NA,-38.147,NA,NA,NA,NA,NA,NA,NA,NA,NA
109269,2.2951,2.95894,-5,NA,-134.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109492,2.95823,2.42993,-4.93951,NA,NA,NA,-58.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
109625,3.00354,2.71302,-5,NA,NA,NA,NA,-94.978,NA,NA,NA,NA,NA,NA,NA,NA
109851,2.0037,2.04025,-5,NA,NA,NA,NA,NA,-18.539,NA,NA,NA,NA,NA,NA,NA
110055,1.75009,1.10621,-4.78865,NA,NA,-67.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110287,2.44015,0.73044,-4.55991,NA,NA,-95.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110559,1.09029,2.47022,-4.44083,NA,NA,-76.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110607,1.12589,1.45369,-5,NA,NA,NA,NA,-58.44,NA,NA,NA,NA,NA,NA,NA,NA
110889,2.128,2.59741,-4.74659,NA,NA,NA,NA,-43.486,NA,NA,NA,NA,NA,NA,NA,NA
111072,2.89247,2.94313,-4.52427,NA,NA,NA,NA,NA,NA,-76.045,NA,NA,NA,NA,NA,NA
111209,3.41315,0.737523,-3.55746,NA,NA,NA,NA,NA,NA,NA,-136.088,NA,NA,NA,NA,NA
111469,3.78471,0.441933,-3.94463,NA,NA,NA,NA,NA,NA,NA,NA,-169.406,NA,NA,NA,NA
111745,2.50813,0.53368,-3.8745,NA,NA,NA,-79.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
111976,1.96702,0.157996,-3.46251,NA,NA,NA,NA,NA,NA,NA,-134.226,NA,NA,NA,NA,NA
112067,1.04739,1.71845,-3.70076,NA,NA,NA,NA,NA,NA,NA,-44.785,NA,NA,NA,NA,NA
112303,3.05703,2.6932,-3.65283,NA,NA,NA,NA,NA,-78.892,NA,NA,NA,NA,NA,NA,NA
112466,1.05923,2.26871,-3.39287,NA,NA,NA,-56.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
112713,1.09488,3.588,-4.38432,NA,NA,NA,NA,NA,-91.301,NA,NA,NA,NA,NA,NA,NA
112869,2.12172,2.86286,-5,NA,NA,NA,NA,NA,-47.061,NA,NA,NA,NA,NA,NA,NA
113030,1.90285,1.16098,-4.41229,NA,NA,NA,NA,NA,-9.454,NA,NA,NA,NA,NA,NA,NA
113337,1.48894,1.14005,-4.13835,NA,NA,NA,NA,NA,NA,-23.923,NA,NA,NA,NA,NA,NA
113472,2.3626,1.53776,-4.71256,NA,NA,NA,NA,NA,NA,NA,-31.112,NA,NA,NA,NA,NA
113617,3.90289,1.30403,-5,NA,NA,NA,NA,NA,NA,NA,NA,-146.194,NA,NA,NA,NA
113939,4.49488,2.5779,-4.52992,NA,NA,NA,NA,NA,-176.728,NA,NA,NA,NA,NA,NA,NA
114148,5,1.54703,-4.46422,NA,NA,NA,NA,NA,-217.644,NA,NA,NA,NA,NA,NA,NA
114309,5,1.11358,-5,NA,NA,NA,NA,NA,NA,-231.948,NA,NA,NA,NA,NA,NA
114477,5,1.33244,-5,NA,NA,NA,NA,NA,NA,NA,-238.735,NA,NA,NA,NA,NA
114715,3.22584,1.1486,-4.59394,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.628,NA,NA,NA
114965,3.84059,2.50699,-4.00503,NA,NA,NA,NA,NA,NA,NA,NA,-193.476,NA,NA,NA,NA
115056,5,3.24328,-4.23608,NA,NA,NA,NA,NA,NA,NA,-315.843,NA,NA,NA,NA,NA
115357,3.94291,2.48075,-5,NA,NA,NA,-124.323,NA,NA,NA,NA,NA,NA,NA,NA,NA
115507,1.88163,1.25103,-5,NA,NA,NA,NA,NA,-21.362,NA,NA,NA,NA,NA,NA,NA
115773,1.49714,1.36919,-4.036,NA,NA,NA,NA,NA,NA,NA,NA,-61.353,NA,NA,NA,NA
115847,2.31242,1.94296,-5,NA,NA,NA,NA,-38.702,NA,NA,NA,NA,NA,NA,NA,NA
116033,2.00318,0.920204,-5,NA,NA,NA,-48.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
116250,2.57613,2.08092,-4.77074,NA,NA,NA,-33.619,NA,NA,NA,NA,NA,NA,NA,NA,NA
116471,4.33421,1.26381,-5,NA,NA,NA,NA,NA,NA,-152.352,NA,NA,NA,NA,NA,NA
116770,3.31076,1.14461,-4.70808,NA,NA,NA,NA,NA,-66.655,NA,NA,NA,NA,NA,NA,NA
116878,3.15415,1.12113,-3.85112,NA,NA,-103.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117177,4.18376,1.47045,-4.04656,NA,NA,NA,NA,NA,-132.474,NA,NA,NA,NA,NA,NA,NA
117279,2.73871,1.6832,-2.88279,NA,NA,NA,NA,NA,NA,-99.984,NA,NA,NA,NA,NA,NA
117506,1.61612,1.00917,-4.32419,NA,NA,NA,-22.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
117657,1.04054,1.7054,-4.94081,NA,NA,NA,-31.478,NA,NA,NA,NA,NA,NA,NA,NA,NA
117837,1.1866,2.198,-4.52842,NA,NA,-55.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118060,2.1512,2.98312,-5,NA,NA,NA,NA,NA,-53.075,NA,NA,NA,NA,NA,NA,NA
118286,1.11574,2.12822,-4.85253,NA,NA,NA,NA,NA,NA,NA,-37.889,NA,NA,NA,NA,NA
118404,0.0407192,1.54718,-4.42157,NA,NA,NA,NA,NA,NA,NA,-100.644,NA,NA,NA,NA,NA
118637,1.19376,1.18567,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.792,NA,NA
118840,1.49657,0.714596,-4.07061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.371,NA,NA
119037,1.37536,2.18262,-4.61812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.809,NA,NA
119326,1.35455,2.25035,-4.64115,NA,NA,NA,NA,NA,NA,NA,NA,-69.302,NA,NA,NA,NA
119580,0.433128,2.37417,-5,NA,NA,NA,NA,NA,NA,NA,NA,-104.654,NA,NA,NA,NA
119748,2.37115,0.505298,-5,NA,NA,NA,NA,NA,NA,-74.248,NA,NA,NA,NA,NA,NA
119850,1.26695,0.456397,-5,NA,NA,NA,NA,NA,NA,-101.153,NA,NA,NA,NA,NA,NA
120170,1.90087,1.69533,-4.74197,NA,NA,NA,-9.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
120292,1.31475,2.26747,-5,NA,NA,NA,NA,-40.41,NA,NA,NA,NA,NA,NA,NA,NA
120454,1.14891,1.63248,-2.79332,NA,-196.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120787,2.25548,1.1139,-4.67929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.99,NA
120913,1.80222,2.20272,-5,NA,NA,-68.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121161,0.508458,1.54139,-4.18744,NA,NA,NA,-67.712,NA,NA,NA,NA,NA,NA,NA,NA,NA
121245,0.594958,1.79014,-5,NA,NA,NA,-57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
121416,1.71816,2.90804,-5,NA,NA,NA,-48.064,NA,NA,NA,NA,NA,NA,NA,NA,NA
121612,1.72389,3.35861,-4.54459,NA,NA,NA,NA,NA,NA,-71.33,NA,NA,NA,NA,NA,NA
121851,1.6724,3.78604,-4.77437,NA,NA,NA,-103.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
122194,2.57374,1.67104,-5,NA,NA,NA,NA,NA,NA,-32.568,NA,NA,NA,NA,NA,NA
122371,2.30141,1.92748,-5,NA,NA,NA,NA,NA,NA,-24.942,NA,NA,NA,NA,NA,NA
122458,0.990522,1.8468,-4.30619,NA,NA,NA,NA,NA,NA,-23.05,NA,NA,NA,NA,NA,NA
122626,1.6062,2.64353,-5,NA,NA,NA,NA,NA,-36.053,NA,NA,NA,NA,NA,NA,NA
122922,1.15222,0.41818,-5,NA,NA,NA,NA,-171.088,NA,NA,NA,NA,NA,NA,NA,NA
123112,3.34826,0.556326,-4.95665,NA,NA,NA,NA,-128.857,NA,NA,NA,NA,NA,NA,NA,NA
123366,1.65049,0.649039,-4.21651,NA,NA,NA,NA,NA,-51.357,NA,NA,NA,NA,NA,NA,NA
123452,3.0876,0.727624,-3.04127,NA,NA,NA,NA,NA,NA,NA,-141.642,NA,NA,NA,NA,NA
123705,1.98113,-0.184644,-1.98013,NA,NA,NA,NA,NA,NA,-312.777,NA,NA,NA,NA,NA,NA
123837,2.94659,0.528792,-3.31434,NA,NA,NA,NA,NA,NA,-112.64,NA,NA,NA,NA,NA,NA
124111,1.76487,1.1618,-3.57984,NA,NA,NA,NA,-52.351,NA,NA,NA,NA,NA,NA,NA,NA
124286,0.931104,1.37509,-5,NA,NA,NA,NA,NA,NA,NA,-52.743,NA,NA,NA,NA,NA
124438,2.71996,1.9885,-5,NA,NA,NA,NA,NA,NA,NA,NA,-83.537,NA,NA,NA,NA
124625,2.43296,2.83144,-4.51543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.761,NA,NA
124830,-0.158692,1.79811,-4.75501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-214.747,NA,NA
125038,1.35012,1.42043,-5,NA,NA,NA,NA,NA,NA,NA,NA,-55.219,NA,NA,NA,NA
125379,1.51045,1.51475,-5,NA,NA,NA,NA,NA,NA,NA,-40.965,NA,NA,NA,NA,NA
125485,2.9219,2.00051,-4.22129,NA,NA,NA,NA,NA,NA,NA,NA,-95.067,NA,NA,NA,NA
125621,2.31175,1.83952,-2.65335,NA,NA,NA,NA,NA,NA,NA,-120.519,NA,NA,NA,NA,NA
125937,1.75421,2.32243,-3.72024,NA,NA,NA,NA,NA,NA,-29.319,NA,NA,NA,NA,NA,NA
126041,1.1529,1.81996,-4.33153,NA,NA,NA,NA,NA,-14.153,NA,NA,NA,NA,NA,NA,NA
126369,1.49925,2.48419,-4.50237,NA,NA,NA,NA,NA,NA,-28.366,NA,NA,NA,NA,NA,NA
126447,2.19218,2.1441,-4.20969,NA,NA,NA,NA,NA,-12.896,NA,NA,NA,NA,NA,NA,NA
126601,2.46527,2.11738,-5,NA,NA,-69.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126995,2.1372,1.76557,-4.34094,NA,NA,NA,NA,-40.12,NA,NA,NA,NA,NA,NA,NA,NA
127002,2.35443,0.148977,-4.63697,NA,NA,NA,NA,-164.384,NA,NA,NA,NA,NA,NA,NA,NA
127368,2.17259,1.11352,-5,NA,NA,-77.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127534,3.10782,1.68538,-5,NA,NA,NA,NA,-82.259,NA,NA,NA,NA,NA,NA,NA,NA
127682,3.16362,2.44097,-4.36931,NA,NA,NA,-65.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
127943,3.4046,1.35751,-5,NA,NA,NA,NA,NA,-73.805,NA,NA,NA,NA,NA,NA,NA
128098,3.21515,1.60414,-4.71278,NA,NA,NA,NA,NA,NA,-56.491,NA,NA,NA,NA,NA,NA
128375,2.12023,1.50885,-4.47053,NA,NA,NA,NA,NA,-5.491,NA,NA,NA,NA,NA,NA,NA
128437,3.05537,1.34416,-4.86077,NA,-115.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128615,3.35614,2.84808,-5,NA,NA,NA,NA,-110.062,NA,NA,NA,NA,NA,NA,NA,NA
128992,4.47681,2.28532,-4.01824,NA,NA,NA,NA,NA,NA,-178.994,NA,NA,NA,NA,NA,NA
129187,2.82116,2.31969,-4.81313,NA,NA,NA,NA,NA,NA,-42.746,NA,NA,NA,NA,NA,NA
129306,2.75939,2.09208,-5,NA,NA,NA,NA,NA,NA,-46.866,NA,NA,NA,NA,NA,NA
129571,2.83413,2.29997,-4.78942,NA,NA,NA,NA,NA,-41.129,NA,NA,NA,NA,NA,NA,NA
129630,1.99685,2.0021,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100.712,NA,NA,NA
129870,1.00959,2.83101,-4.06319,NA,NA,NA,-52.423,NA,NA,NA,NA,NA,NA,NA,NA,NA
130171,0.969569,1.83132,-4.13355,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.228,NA,NA,NA
130273,0.109592,1.66479,-3.75268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193.523,NA,NA
130471,0.760505,2.26524,-4.44939,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.528,NA,NA,NA
130777,1.73144,1.86142,-4.56144,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.085,NA,NA,NA
130964,2.06706,2.60956,-5,NA,NA,NA,NA,NA,NA,NA,-58.892,NA,NA,NA,NA,NA
131132,1.5156,1.65068,-4.96867,NA,NA,NA,NA,NA,NA,NA,NA,-64.241,NA,NA,NA,NA
131280,3.44535,0.149396,-4.52156,NA,NA,NA,NA,NA,NA,NA,-150.819,NA,NA,NA,NA,NA
131477,2.73811,0.0770595,-4.53696,NA,NA,NA,NA,NA,NA,-125.909,NA,NA,NA,NA,NA,NA
131610,2.9877,0.65027,-5,NA,NA,NA,NA,NA,NA,NA,-89.715,NA,NA,NA,NA,NA
131950,2.58859,0.395314,-5,NA,NA,NA,NA,NA,-99.122,NA,NA,NA,NA,NA,NA,NA
132144,4.15272,0.761016,-5,NA,NA,NA,NA,NA,NA,NA,-159.877,NA,NA,NA,NA,NA
132300,3.07961,1.11908,-5,NA,NA,NA,NA,NA,NA,-61.557,NA,NA,NA,NA,NA,NA
132499,3.0014,1.25466,-5,NA,NA,NA,NA,-75.789,NA,NA,NA,NA,NA,NA,NA,NA
132619,1.55221,1.05883,-4.43041,NA,NA,NA,-26.846,NA,NA,NA,NA,NA,NA,NA,NA,NA
132893,3.97603,2.29639,-4.35779,NA,NA,-157.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133157,2.8546,0.613578,-5,NA,NA,NA,NA,NA,-79.311,NA,NA,NA,NA,NA,NA,NA
133228,2.3896,0.507064,-4.22303,NA,NA,NA,NA,NA,-68.573,NA,NA,NA,NA,NA,NA,NA
133413,1.667,0.468887,-5,NA,NA,NA,NA,NA,-95.941,NA,NA,NA,NA,NA,NA,NA
133679,1.2342,0.0403009,-4.99241,NA,NA,NA,NA,-250.044,NA,NA,NA,NA,NA,NA,NA,NA
133970,1.33422,1.73022,-5,NA,NA,NA,-27.532,NA,NA,NA,NA,NA,NA,NA,NA,NA
134176,2.2626,1.05303,-3.18282,NA,NA,-104.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134360,1.05501,1.38254,-3.98349,NA,NA,NA,NA,-51.138,NA,NA,NA,NA,NA,NA,NA,NA
134511,2.82433,2.4665,-3.94889,NA,NA,NA,NA,-70.777,NA,NA,NA,NA,NA,NA,NA,NA
134753,1.8943,1.35303,-5,NA,NA,NA,NA,-50.281,NA,NA,NA,NA,NA,NA,NA,NA
134910,2.20744,2.42355,-4.67387,NA,-115.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135036,1.8842,2.52655,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155.553,NA
135350,1.80369,2.47186,-5,-240.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135565,1.49595,3.60698,-5,NA,NA,-147.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135690,0.818353,3.80449,-5,NA,NA,NA,NA,NA,-126.397,NA,NA,NA,NA,NA,NA,NA
135897,0.992138,2.08769,-5,NA,NA,NA,NA,NA,-33.367,NA,NA,NA,NA,NA,NA,NA
136140,1.41138,2.45395,-4.51113,NA,NA,NA,NA,NA,-21.397,NA,NA,NA,NA,NA,NA,NA
136231,1.65871,3.24978,-4.78335,NA,NA,NA,-63.847,NA,NA,NA,NA,NA,NA,NA,NA,NA
136557,1.58418,1.69409,-5,NA,NA,NA,NA,NA,NA,-17.589,NA,NA,NA,NA,NA,NA
136753,1.0287,2.15919,-3.71682,NA,NA,NA,NA,-51.955,NA,NA,NA,NA,NA,NA,NA,NA
136941,1.9108,2.41183,-4.18014,NA,NA,NA,-24.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
137018,2.0105,2.31621,-4.61301,NA,NA,NA,-18.034,NA,NA,NA,NA,NA,NA,NA,NA,NA
137365,1.33498,0.911712,-4.02636,NA,NA,NA,NA,NA,-37.584,NA,NA,NA,NA,NA,NA,NA
137452,0.750592,1.87097,-4.42934,NA,NA,NA,-40.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
137751,0.646014,2.1055,-4.50765,NA,NA,-88.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137922,0.743725,0.908461,-4.35773,NA,NA,NA,NA,NA,NA,-76.7,NA,NA,NA,NA,NA,NA
138086,1.4413,2.82633,-5,NA,NA,NA,NA,NA,NA,-51.374,NA,NA,NA,NA,NA,NA
138349,1.03282,2.82666,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.525,NA,NA,NA
138533,2.54292,3.18158,-4.58054,NA,NA,NA,NA,NA,NA,-68.777,NA,NA,NA,NA,NA,NA
138741,3.34919,2.4451,-4.80445,NA,NA,NA,NA,NA,NA,NA,-92.427,NA,NA,NA,NA,NA
138944,3.50634,2.13692,-5,NA,NA,NA,NA,NA,NA,NA,-102.517,NA,NA,NA,NA,NA
139036,3.28832,2.35392,-5,NA,NA,NA,NA,NA,NA,-80.299,NA,NA,NA,NA,NA,NA
139300,2.61368,1.91872,-5,NA,NA,NA,-35.957,NA,NA,NA,NA,NA,NA,NA,NA,NA
139493,2.06449,1.74002,-3.79953,NA,NA,NA,NA,NA,NA,-23.843,NA,NA,NA,NA,NA,NA
139730,1.77914,1.78298,-4.85324,NA,NA,NA,NA,NA,NA,-18.978,NA,NA,NA,NA,NA,NA
139806,2.27226,1.08555,-4.67086,NA,NA,NA,NA,NA,-23.08,NA,NA,NA,NA,NA,NA,NA
140172,1.04961,1.34206,-5,NA,NA,NA,NA,NA,-37.929,NA,NA,NA,NA,NA,NA,NA
140385,0.397861,1.61248,-5,NA,NA,NA,-67.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
140412,1.46692,2.0085,-5,NA,NA,NA,-22.523,NA,NA,NA,NA,NA,NA,NA,NA,NA
140635,1.10431,3.255,-5,NA,NA,NA,NA,NA,NA,-78.64,NA,NA,NA,NA,NA,NA
140927,0.670997,2.79139,-4.89719,NA,NA,NA,NA,NA,-63.107,NA,NA,NA,NA,NA,NA,NA
141055,0.867909,3.54295,-5,NA,NA,NA,-106.287,NA,NA,NA,NA,NA,NA,NA,NA,NA
