id,x0,x1,x2,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness-4,fitness-2,fitness-5,fitness-1,fitness0.5,fitness0,fitness1.5,fitness1,fitness3,fitness3.5,fitness4,fitness5,fitness4.5,fitness2.5,fitness-4.5,fitness-0.5,fitness2
66368,-5,-2.90946,-1.01937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66463,-4.83105,-2.067,-1.41711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.115,NA,NA,NA,NA,NA,NA,NA,NA
66632,-5,-2.32188,-3.72471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.681,NA,NA,NA,NA,NA,NA
66821,-4.41703,0.439308,-3.51833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.808,NA,NA,NA,NA,NA
67076,-3.5651,-0.838244,-4.35911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.649,NA,NA,NA,NA,NA
67376,-3.65245,-2.06197,-3.61133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.549,NA,NA,NA,NA,NA
67555,-3.25443,-0.556189,-4.76704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.551,NA,NA,NA,NA,NA
67756,-4.37918,-0.399179,-3.29243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.438,NA,NA,NA,NA,NA
67892,-5,-1.42971,-4.47507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.814,NA,NA,NA,NA,NA
68137,-5,-1.82651,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.561,NA,NA,NA,NA,NA
68336,-5,-0.31065,-4.13062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.165,NA,NA,NA,NA,NA,NA,NA
68536,-3.94984,0.223691,-3.72294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.577,NA,NA,NA,NA,NA,NA,NA
68676,-4.18397,2.47087,-3.8746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.653,NA,NA,NA,NA,NA,NA,NA,NA
68953,-2.96317,3.15918,-2.42365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-270.624,NA,NA,NA,NA,NA
69104,-2.40551,3.0081,-3.6971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.073,NA,NA,NA,NA,NA
69230,-1.33623,3.29233,-4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.608,NA,NA,NA,NA,NA,NA
69598,-2.40446,3.34939,-4.47539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.439,NA,NA,NA
69703,-1.36727,3.70655,-4.71859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.234
69956,-2.15158,3.38399,-4.61695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.074
70077,-2.00546,3.41419,-4.86503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.455
70350,-3.13677,4.14515,-4.60668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.095,NA,NA,NA,NA,NA,NA,NA,NA
70438,-2.53089,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70780,-3.30284,4.54937,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.413,NA,NA,NA,NA,NA,NA
70873,-3.40529,5,-3.85251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.117,NA,NA,NA,NA,NA
71145,-3.86918,5,-1.44245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636.605,NA,NA,NA,NA,NA
71205,-4.19051,5,-1.62615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.977,NA,NA,NA,NA,NA
71465,-4.69667,4.22796,-0.556144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.037,NA,NA,NA,NA
71767,-3.14155,3.20447,-2.54179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.449,NA,NA,NA,NA,NA,NA
71825,-3.95306,5,-2.08805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.492,NA,NA,NA,NA
72193,-4.99091,5,-3.46991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.066,NA,NA,NA,NA,NA,NA,NA
72235,-5,5,-3.8553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.31,NA,NA,NA,NA
72496,-5,5,-3.34892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.006,NA,NA,NA,NA,NA
72603,-5,5,-3.29745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.002,NA,NA,NA,NA
72998,-4.18003,5,-4.21733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.444,NA,NA,NA,NA
73008,-5,4.41441,-4.83485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.185,NA,NA,NA,NA,NA,NA,NA
73236,-4.53067,3.74395,-3.75868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.871,NA,NA,NA,NA,NA,NA,NA
73524,-4.1169,4.08072,-3.49539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.23,NA,NA,NA,NA,NA,NA,NA
73666,-4.33827,4.8481,-4.71849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,NA,NA,NA,NA,NA
73891,-4.33645,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.893,NA,NA,NA,NA,NA
74006,-3.16132,4.59436,-3.70519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.563,NA,NA,NA,NA,NA
74287,-3.51039,5,-3.42473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.455,NA,NA,NA,NA,NA,NA
74491,-4.00589,5,-2.85659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.253,NA,NA,NA,NA
74713,-4.63954,5,-2.58094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.766,NA,NA,NA,NA,NA,NA,NA,NA
74914,-4.6664,5,-3.1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.193,NA,NA,NA
75155,-4.88319,5,-1.64422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.7,NA,NA,NA,NA
75396,-5,5,-1.74813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.721,NA,NA,NA,NA,NA
75562,-4.71924,5,0.680521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.932,NA,NA,NA,NA,NA,NA,NA,NA
75623,-4.41212,4.6686,-0.150504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.733
75914,-4.06779,4.92521,0.0574253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76183,-4.46606,5,0.51693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.332
76273,-3.27696,5,-0.00325445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.936
76415,-3.26322,5,-1.37473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.138
76744,-3.70244,5,-3.40557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76975,-4.79818,5,-4.35891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
77052,-5,4.71189,-3.79749,NA,NA,NA,NA,NA,NA,NA,339.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77344,-5,5,-4.32624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.101,NA
77562,-5,3.96567,-3.62842,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77694,-5,4.33068,-3.16842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77919,-3.74372,4.74533,-4.14495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.073,NA,NA,NA,NA,NA,NA
78029,-2.61248,4.49528,-2.73122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.628,NA,NA,NA,NA
78344,-2.94153,3.93854,-2.97405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-161.299,NA,NA,NA,NA,NA
78461,-3.38259,4.61309,-2.80213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.088,NA,NA,NA,NA,NA,NA,NA
78630,-3.93477,4.55279,-0.922853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.852,NA,NA,NA,NA
78819,-3.06004,5,0.24903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.616,NA,NA,NA,NA
79027,-1.54927,4.05769,-1.27874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954.884,NA,NA,NA,NA,NA
79249,-2.08548,3.63079,-1.28904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1123.434,NA,NA,NA,NA,NA
79535,-3.05536,2.91145,-2.51208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.76,NA,NA,NA,NA,NA
79659,-2.39904,2.21949,-4.37152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.45,NA,NA,NA,NA,NA,NA
79893,-3.81728,2.41184,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.581,NA,NA,NA,NA,NA,NA,NA,NA
80125,-5,2.20394,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.778,NA,NA,NA,NA,NA,NA,NA,NA
80273,-4.77743,2.94997,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.485,NA,NA,NA,NA,NA,NA,NA,NA
80403,-4.01237,3.79165,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.734,NA,NA,NA,NA,NA,NA,NA,NA
80603,-4.61622,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.029,NA,NA,NA,NA,NA,NA,NA
80941,-5,5,-3.7732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.127,NA,NA,NA,NA,NA,NA,NA,NA
81187,-4.24246,4.26516,-3.41561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.381,NA,NA,NA,NA
81380,-4.45964,5,-4.12654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.088,NA,NA,NA,NA,NA,NA,NA
81456,-5,4.56378,-4.93949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.626,NA,NA,NA,NA,NA,NA
81716,-3.61152,4.72409,-4.29842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-205.489,NA,NA,NA,NA,NA
81820,-4.4238,4.82673,-4.68613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.857,NA,NA,NA,NA,NA,NA,NA
82196,-4.01181,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82350,-4.92994,3.39609,-4.9437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82494,-4.48147,2.20194,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
82664,-4.67448,2.77268,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82847,-4.43471,0.994146,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.527,NA
83092,-3.02351,2.68332,-5,NA,NA,NA,NA,NA,NA,NA,NA,-69.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83210,-1.09448,4.18923,-3.81333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.712,NA,NA,NA,NA,NA,NA,NA,NA,NA
83440,-1.02401,4.14432,-1.60659,NA,NA,NA,NA,NA,NA,NA,NA,551.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83668,-0.517192,4.11584,-1.68007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.518,NA,NA,NA,NA,NA,NA,NA,NA,NA
83896,-0.661627,2.0587,-2.16928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84138,-0.458757,1.94459,-1.70936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
84240,-1.19843,0.520483,-3.0158,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84571,-0.173154,-0.0881985,-3.52737,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84781,1.4252,-0.191663,-3.22174,NA,NA,NA,NA,NA,NA,NA,277.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84895,1.47452,1.43555,-3.05089,NA,NA,NA,NA,NA,NA,NA,42.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85128,0.967789,1.41755,-3.66579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
85283,0.841957,2.26096,-3.26911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.608,NA,NA,NA,NA,NA,NA,NA,NA
85485,0.281308,1.54561,-1.52497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.296,NA,NA,NA,NA,NA,NA,NA
85636,1.86607,0.171322,-2.67828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.083,NA,NA,NA,NA,NA,NA,NA
85904,2.81926,-0.419003,-3.14468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.18,NA,NA,NA,NA,NA,NA
86065,2.23991,-0.91252,-1.77647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.345,NA,NA,NA,NA,NA,NA
86336,2.34097,-1.09835,-2.14857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.084,NA,NA,NA,NA,NA,NA
86572,1.06808,0.226259,-0.519844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.887,NA,NA,NA,NA,NA,NA,NA
86615,1.63901,1.24245,2.19666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.149,NA,NA,NA,NA
86959,0.984794,-0.716782,1.73845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.466,NA,NA,NA,NA,NA
87007,-0.205693,-0.281237,2.53309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.192,NA,NA,NA,NA,NA
87330,-0.209485,-0.0647752,4.31316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026.106,NA,NA,NA,NA,NA,NA,NA
87549,0.858187,-1.49626,3.54286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.607,NA,NA,NA,NA,NA,NA
87754,0.374182,-0.686795,3.50565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.505,NA,NA,NA,NA,NA
87809,0.0461014,-1.38831,4.00536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.205,NA,NA,NA,NA,NA
88072,1.16143,-3.80254,2.16241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.248,NA,NA,NA,NA,NA,NA
88257,1.59883,-3.29247,1.00975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.998
88519,1.5538,-4.39615,2.42387,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88743,1.04605,-3.94161,1.45953,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88961,0.968388,-2.56465,2.19524,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89181,0.815788,-2.49811,3.1349,NA,NA,NA,336.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89241,-1.00034,-3.66184,4.17894,NA,NA,141.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89414,-1.67621,-5,3.52228,NA,-8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89618,-1.48541,-3.66771,1.73389,NA,NA,NA,NA,73.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89961,-1.59783,-3.75272,1.57586,NA,NA,-0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90054,-1.27399,-2.5297,0.965158,NA,NA,108.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90344,0.983077,-2.74416,1.68705,NA,NA,NA,NA,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90480,1.53161,-4.00298,0.818093,NA,NA,NA,NA,13.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90613,1.88661,-3.96501,0.804512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.53,NA,NA
90965,1.106,-5,-0.937444,46.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91129,0.112654,-5,0.294181,NA,NA,NA,NA,NA,NA,11.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91205,0.442169,-5,-0.197165,NA,NA,NA,NA,NA,NA,198.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91486,-0.746614,-4.9731,1.46243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.381,NA,NA
91752,-0.482421,-5,-0.180894,NA,NA,NA,NA,94.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91858,-1.24538,-5,1.5557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.168,NA,NA
92118,-0.037731,-5,2.12827,NA,NA,10.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92257,0.549856,-3.97024,0.95094,NA,NA,NA,NA,NA,24.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92437,1.02891,-3.77105,0.228476,-3.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92800,2.30947,-3.24265,1.99601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,NA,NA
92920,2.79772,-3.96459,2.70882,NA,NA,NA,NA,NA,NA,-48.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93031,1.78312,-5,2.20443,NA,NA,NA,NA,NA,NA,22.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93260,3.05198,-3.27447,1.21847,NA,NA,NA,NA,NA,NA,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93543,4.55648,-1.97325,2.89506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.819,NA,NA
93655,4.89517,-1.75823,3.14053,NA,-7.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93959,5,-2.53272,4.33364,197.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94153,3.33361,-2.11643,3.3545,NA,NA,-141.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94309,3.55999,-2.17237,3.33926,NA,NA,NA,-96.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94582,3.8646,-2.24399,2.64655,NA,NA,NA,NA,NA,-39.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94774,3.58108,-2.43488,1.91269,NA,NA,NA,NA,NA,44.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94894,4.43358,-2.51413,1.2642,NA,NA,83.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95078,5,-2.86518,-0.317091,496.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95216,4.75549,-4.54077,0.764421,NA,NA,357.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95480,4.84795,-3.66621,1.9951,NA,NA,26.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95756,4.06389,-3.26621,2.37085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.318,NA,NA
95999,3.93752,-3.73299,3.18085,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96090,5,-1.52305,2.00026,NA,NA,NA,NA,25.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96262,4.27627,-0.929072,1.00277,NA,NA,451.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96519,5,-1.10073,0.253193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.828,NA,NA
96610,4.01985,-1.99096,0.328787,70.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96939,4.65305,-1.60555,0.597131,NA,-80.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97195,5,-2.29723,1.9931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.897,NA,NA
97392,5,-2.09223,1.51778,NA,NA,NA,NA,NA,NA,129.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97429,4.75788,-1.93895,0.541082,NA,NA,NA,NA,NA,NA,142.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97750,4.46831,-1.32952,1.29133,NA,NA,NA,NA,NA,NA,180.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97956,3.28157,-2.11042,2.79636,NA,NA,NA,NA,NA,NA,137.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98017,3.11857,-2.18539,0.538866,NA,NA,NA,NA,NA,NA,-15.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98383,3.85224,-2.0569,1.06911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.243,NA,NA
98462,3.19662,-3.40111,0.535384,NA,NA,NA,NA,NA,NA,13.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98700,2.45787,-2.29205,1.85213,NA,-0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98849,1.56836,-3.27407,1.356,NA,NA,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99056,1.24057,-2.36164,2.96034,NA,NA,NA,40.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99370,2.32158,-2.12061,1.45146,NA,NA,NA,NA,NA,NA,NA,-81.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99419,2.77775,-2.53917,1.48269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.683,NA
