id,x0,x1,x2,fitness7,fitness6.5,fitness7.5,fitness8.5,fitness8,fitness9,fitness9.5,fitness5.5,fitness5,fitness4.5,fitness3,fitness4,fitness6,fitness10,fitness3.5
86497,8.25222,8.04891,6.65405,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86690,8.31027,8.54781,7.30965,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86874,7.65153,8.65252,6.99039,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87200,6.72491,8.72286,7.38669,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87257,7.77824,8.02433,7.92119,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87461,7.90258,8.4037,8.4027,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87799,8.03937,8.71362,8.91117,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87862,6.19323,8.31555,8.54551,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88090,8.36887,8.90878,8.57752,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88289,8.86474,8.04021,7.90079,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88508,8.55542,7.47616,7.46535,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88666,8.19763,7.3458,8.14743,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88986,8.55366,6.91846,7.27255,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89115,9.21741,6.9712,9.29867,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89324,7.84261,8.02015,7.6862,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89472,8.5759,8.67577,7.74668,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89712,7.96182,8.42033,8.24716,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89902,8.21694,7.76853,8.16746,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90012,7.88679,7.1672,8.36725,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90317,7.02807,7.72543,8.54331,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90562,7.24992,7.74694,8.00976,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90616,8.05854,7.02752,7.80233,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90884,7.93411,7.38825,8.11028,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91108,6.83658,7.38348,7.81009,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91371,8.08494,7.91013,7.81989,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA
91574,8.36104,8.33596,7.54028,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
91773,9.49608,8.3427,8.09993,NA,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91854,8.49652,7.37948,7.20359,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92101,8.55017,7.97029,8.12018,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA
92263,6.71329,8.6326,8.06543,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92507,6.13129,6.90671,8.70553,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92683,4.13548,8.60871,8.97885,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92977,6.95364,8.29255,9.58794,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93003,7.99646,7.03845,8.95878,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93209,6.71106,7.3334,7.94392,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93514,8.5807,7.5677,7.33469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357,NA,NA
93780,7.55974,8.36129,7.5899,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93808,7.88185,8.33055,7.3484,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94175,8.23099,7.91297,7.10892,NA,NA,NA,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
94272,7.85531,8.17272,7.02579,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94435,9.42804,6.63225,8.33957,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94655,8.96957,7.834,7.96169,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94836,8.05635,8.67136,8.31846,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95171,8.5178,8.1536,9.24913,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95227,6.86645,8.22546,8.73769,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95471,7.84036,8.50912,9.08979,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
95616,8.52102,7.19252,8.10196,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95947,7.23889,8.17512,7.7116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422,NA,NA
96187,7.51692,10.5,7.50855,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96398,7.64004,8.95809,7.39251,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96428,7.24444,7.06557,7.95138,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96790,8.01594,6.56602,7.35956,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96943,7.41139,8.18664,8.84688,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97023,7.49695,7.79535,7.79794,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97244,7.7647,8.31617,7.25681,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97511,8.92899,7.61911,7.36089,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97617,7.30454,7.77172,7.70835,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97952,8.2902,7.27131,6.8929,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98152,8.60171,6.78613,7.72297,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98287,7.44059,6.92689,8.43985,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98592,7.2545,7.59578,8.61897,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98730,7.20257,8.33464,8.52481,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98931,7.42039,9.42624,7.24211,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99066,6.3595,10.5,7.46465,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99375,6.87908,10.2741,7.21399,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99510,7.10633,8.43983,7.58861,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99629,7.47893,7.83102,7.21023,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99801,8.34739,8.20416,6.25777,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100111,8.05387,9.07926,6.56891,NA,NA,NA,NA,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100228,7.25126,8.25172,7.24013,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100544,6.28916,7.37255,7.00837,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100732,5.89902,9.35802,8.41396,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100817,6.8654,8.65236,7.76032,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101034,7.58041,7.94909,7.87492,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101390,8.06984,8.15422,7.91996,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101458,7.1541,7.73971,7.81848,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101668,7.75357,7.17411,7.71234,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101808,7.14615,6.82394,8.06279,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102091,7.40728,8.00001,7.6978,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102283,8.36053,7.61459,8.21642,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102589,8.54185,8.19451,7.40949,NA,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
102703,9.41281,7.34589,7.34829,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102876,7.91094,6.141,6.10906,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103042,7.94281,6.95038,7.53754,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103311,7.27053,8.06874,7.38949,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103401,6.95869,9.09965,7.69732,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103709,7.1305,8.74845,8.25033,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103899,7.97727,8.46541,7.28727,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104130,7.81242,7.56412,7.20504,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104226,7.6457,8.52069,6.6748,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104514,7.57813,9.64225,7.41784,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104676,8.07711,9.38941,8.25744,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104953,8.48103,8.91111,7.28184,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105019,6.34103,8.12398,7.02099,NA,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105250,6.71545,8.04585,8.04398,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105577,7.73732,8.32204,7.74957,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105694,7.6953,8.45838,7.61285,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105918,8.16841,7.41572,7.61098,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106072,8.45254,7.50605,7.58482,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106349,6.81475,7.43691,8.7576,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106407,6.82507,7.81753,8.4673,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
106613,8.05169,7.21356,8.27116,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106879,7.12155,7.06463,7.80522,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107118,7.0765,7.5298,7.9608,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107362,8.06269,8.32937,6.72788,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107519,8.42779,7.47816,7.51576,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107620,7.77812,7.98568,7.76028,NA,NA,NA,NA,0.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107993,8.4137,8.24687,8.70739,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108097,8.71271,8.02345,7.26578,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108307,8.04762,7.29684,6.72528,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA
108566,7.71072,8.07726,8.57226,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
108701,7.43574,7.27524,8.26056,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108958,7.67571,8.36166,8.45736,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109180,8.14888,8.39788,7.96927,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109355,7.69938,7.77266,7.17752,NA,NA,NA,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA
109568,8.02313,7.71944,8.52689,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109794,7.93351,8.3695,8.05561,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109903,9.27904,7.16848,7.49157,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110155,8.95123,6.93406,7.91942,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110210,7.48411,6.90278,8.53866,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110489,8.13731,7.09003,8.51567,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110712,8.85637,8.42302,7.89921,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110855,8.82599,8.85317,7.7537,NA,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
111073,8.35953,8.92158,6.60163,NA,NA,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA
111266,7.93675,9.08666,8.18651,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111575,7.07187,8.6398,7.24037,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111637,7.3148,7.4734,7.77382,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111953,7.46505,8.5245,6.08216,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112043,7.90919,8.63181,4.43486,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112219,7.79712,7.90368,6.09634,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112580,7.58058,8.31986,7.2496,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA
112625,6.95756,7.02244,8.58112,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112844,7.36491,8.26942,9.25348,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113155,7.4756,8.01108,8.8714,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113205,8.22492,8.21171,6.99007,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113563,8.53024,7.8829,8.53726,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113794,8.71482,7.73985,8.28607,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113948,8.92795,7.55544,8.68701,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA
114107,6.91457,7.1901,7.97975,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114341,7.06579,7.5493,8.03258,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114511,7.72017,7.65091,6.41273,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114775,8.03738,8.50157,7.95586,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114815,7.68646,8.9709,7.50282,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115075,8.09031,7.57053,7.19596,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115220,7.20741,6.47568,7.3136,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115540,8.12068,8.11048,7.56077,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115777,7.84088,9.01678,6.97357,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115928,7.7484,8.27318,8.15789,NA,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA
116108,7.1706,7.22056,8.1255,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116260,8.1102,8.13247,7.21302,NA,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
116543,8.67822,7.98816,8.53283,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116686,8.48962,7.63296,8.28733,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116937,8.45486,7.23163,7.36728,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117049,7.07026,6.89538,7.43991,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117235,7.41199,6.74139,7.38429,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117424,7.87444,5.77959,8.42156,NA,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117647,7.61229,6.98552,8.46599,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117838,6.94211,6.78084,8.81426,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118058,7.64586,7.82733,8.13269,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118321,7.49545,7.98566,8.76591,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118464,7.86334,7.39357,8.75669,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118796,6.95246,8.73062,8.36572,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118807,8.84354,8.64676,7.4343,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119039,7.25988,8.49495,8.23125,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119265,7.69832,8.13288,7.2137,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119401,8.99351,7.93421,8.5033,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119615,9.36228,8.12358,7.57822,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119836,8.29224,7.77256,7.94873,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120152,7.80751,6.84639,7.92327,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120291,7.9996,6.99021,8.13009,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA
120451,7.92383,7.36501,8.15808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA
120764,8.74174,8.86436,8.60017,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120888,7.46091,10.5,7.80754,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121128,7.61097,8.02426,7.63569,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121370,8.49148,8.24904,7.40278,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121441,7.96571,8.42489,7.44751,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
121771,7.40302,6.63165,7.32418,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121863,8.55996,7.94107,7.53839,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122118,8.53701,7.06714,7.8972,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122209,8.04759,6.69583,7.75801,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122557,6.86308,7.46342,8.00981,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122684,7.0568,8.12458,7.61195,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122815,7.0857,8.26336,7.80701,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123114,7.65977,8.09424,7.77121,NA,NA,NA,NA,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123400,8.13158,7.13183,7.40334,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123496,9.06364,7.27617,7.80907,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123735,8.72549,7.57944,8.12733,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123821,7.70837,6.34322,7.20133,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124059,7.4376,6.95325,7.88705,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124381,6.67753,7.43623,8.13952,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124526,6.83049,7.28903,7.61496,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124786,7.30247,8.77096,7.82486,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124993,7.1151,7.88679,8.59331,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125061,7.02719,5.97283,7.23304,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125213,6.8134,7.50566,8.45437,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
125571,6.94132,6.84898,7.78844,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125667,7.59756,6.78552,8.76132,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125822,7.58657,7.13139,8.72169,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126098,7.10012,7.76618,9.03953,NA,NA,NA,NA,NA,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA
126250,7.50672,8.19572,8.3667,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126543,7.72732,8.07165,8.64015,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126653,6.79022,8.15942,7.45367,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126829,7.37075,8.12984,7.89497,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127071,6.78527,7.55448,8.62339,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127286,7.89634,7.03261,9.1219,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127565,9.02518,8.11332,8.19283,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127699,7.20446,7.72497,7.66638,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127809,7.82584,7.19733,6.7934,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128167,8.41575,7.26701,7.46524,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128213,7.48495,7.4405,7.55265,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128459,8.64548,7.32625,8.32301,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128738,8.30133,8.13525,8.40589,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128864,8.11861,8.07641,7.68665,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129124,8.35515,8.48698,7.57938,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129372,7.59701,7.8234,7.66002,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129478,7.84445,6.34635,8.74926,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129725,7.51447,5.76609,8.06234,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
