id,x0,x1,x2,fitness-4,fitness-4.5,fitness-3,fitness-2,fitness-1,fitness-5,fitness-3.5,fitness-2.5,fitness-1.5,fitness-0.5,fitness0,fitness0.5,fitness1.5
92049,0.897448,1.86991,-4.04302,NA,NA,NA,NA,NA,-142.257,NA,NA,NA,NA,NA,NA,NA
92274,1.32141,3.47401,-4.39348,NA,NA,-80.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92515,2.317,3.64286,-3.99697,NA,NA,NA,-98.968,NA,NA,NA,NA,NA,NA,NA,NA,NA
92602,2.16781,4.38464,-3.57118,NA,NA,NA,NA,NA,NA,NA,-179.823,NA,NA,NA,NA,NA
92895,2.17927,3.7408,-4.21964,NA,NA,NA,NA,NA,NA,-129.659,NA,NA,NA,NA,NA,NA
93105,1.65773,4.08571,-4.02369,NA,NA,NA,NA,NA,NA,NA,-130.856,NA,NA,NA,NA,NA
93359,2.33684,3.5337,-3.34025,-161.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93562,1.75644,3.1098,-4.43782,NA,NA,-56.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93628,2.47988,2.39063,-3.58508,NA,NA,-44.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93866,3.0434,0.570917,-3.12088,NA,NA,NA,NA,NA,NA,-143.642,NA,NA,NA,NA,NA,NA
94116,4.05481,1.50722,-3.06668,NA,NA,-216.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94383,3.18346,2.1887,-3.21417,NA,NA,-101.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94479,3.76003,2.32734,-3.04789,NA,NA,NA,NA,NA,NA,NA,-173.81,NA,NA,NA,NA,NA
94668,4.59611,1.92699,-3.41986,NA,NA,NA,NA,NA,NA,NA,-211.045,NA,NA,NA,NA,NA
94984,3.32575,1.80611,-3.58704,NA,NA,NA,NA,NA,NA,NA,-77.676,NA,NA,NA,NA,NA
95174,2.36423,1.86683,-4.02148,NA,NA,NA,-23.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
95366,1.17363,1.49465,-3.73035,NA,NA,-26.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95459,1.82354,0.909564,-3.75993,NA,NA,NA,NA,NA,NA,-63.623,NA,NA,NA,NA,NA,NA
95663,1.9031,0.497162,-3.77605,NA,-136.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95806,1.57083,0.750816,-3.63381,-110.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96151,1.26423,2.03676,-2.30155,NA,NA,NA,NA,NA,NA,-122.381,NA,NA,NA,NA,NA,NA
96298,2.20892,2.27818,-2.61367,-154.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96444,2.22322,0.781093,-4.21741,NA,-118.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96665,2.18959,0.564117,-4.93218,-114.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96852,2.53219,1.5066,-4.36117,-63.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97043,1.86486,2.77553,-3.67568,NA,NA,NA,NA,NA,NA,-68.211,NA,NA,NA,NA,NA,NA
97340,2.54375,2.29535,-4.58478,-61.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97453,3.90549,3.08424,-4.08901,-193.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97640,4.13733,3.19922,-3.13172,NA,NA,-272.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97917,2.34811,3.46469,-2.37939,NA,NA,NA,NA,NA,NA,NA,-206.237,NA,NA,NA,NA,NA
98040,1.78224,3.54833,-4.08279,NA,NA,NA,NA,NA,NA,NA,NA,-104.072,NA,NA,NA,NA
98243,0.0746048,3.75308,-3.85053,NA,NA,NA,NA,NA,NA,NA,-162.646,NA,NA,NA,NA,NA
98467,1.38273,2.62512,-4.58031,NA,NA,NA,NA,NA,NA,NA,-29.238,NA,NA,NA,NA,NA
98613,2.52816,3.32398,-4.78276,NA,NA,-85.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98815,3.561,2.82183,-4.59705,-164.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99047,2.79896,0.670386,-4.90254,NA,NA,-74.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99317,2.23433,0.928254,-4.31901,NA,NA,NA,NA,NA,NA,-51.471,NA,NA,NA,NA,NA,NA
99540,2.67492,1.15883,-4.8755,NA,-111.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99621,1.44933,1.05041,-4.00621,NA,NA,-30.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99982,2.42713,0.422519,-3.7532,NA,NA,NA,NA,NA,NA,NA,-83.052,NA,NA,NA,NA,NA
100166,1.30525,0.0467943,-4.46382,NA,NA,NA,NA,NA,NA,-165.446,NA,NA,NA,NA,NA,NA
100202,1.37349,1.20725,-4.69428,NA,-120.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100584,1.3712,1.73386,-3.87718,NA,NA,NA,NA,NA,NA,-30.119,NA,NA,NA,NA,NA,NA
100603,1.67713,1.15494,-3.86692,NA,NA,NA,NA,NA,NA,-43.186,NA,NA,NA,NA,NA,NA
100980,2.12207,1.01643,-4.76948,NA,NA,NA,NA,NA,NA,NA,-25.267,NA,NA,NA,NA,NA
101043,1.66969,1.34916,-4.02469,NA,NA,NA,NA,NA,NA,-24.895,NA,NA,NA,NA,NA,NA
101294,3.03997,1.2394,-4.02278,NA,NA,NA,NA,NA,NA,-79.009,NA,NA,NA,NA,NA,NA
101481,4.00013,1.92038,-4.35548,-166.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101775,3.88246,2.48083,-4.54549,NA,NA,-123.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101846,2.46576,1.30375,-4.58346,NA,NA,NA,NA,NA,NA,NA,-20.318,NA,NA,NA,NA,NA
102105,3.98111,1.74027,-4.15377,NA,NA,NA,NA,-138.41,NA,NA,NA,NA,NA,NA,NA,NA
102226,4.65616,1.01693,-3.78866,NA,NA,NA,NA,NA,NA,NA,NA,NA,-280.203,NA,NA,NA
102489,4.15994,2.77416,-3.62621,NA,NA,NA,NA,NA,NA,NA,NA,-184.012,NA,NA,NA,NA
102616,3.10234,1.77957,-3.44938,NA,NA,NA,NA,NA,NA,NA,-67.901,NA,NA,NA,NA,NA
102992,2.79065,1.05385,-2.76955,NA,NA,NA,NA,NA,NA,-137.481,NA,NA,NA,NA,NA,NA
103188,2.10812,2.03463,-2.40587,NA,NA,NA,NA,NA,NA,-133.593,NA,NA,NA,NA,NA,NA
103352,1.39621,0.938156,-4.01038,NA,NA,NA,-49.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
103444,0.844965,1.48609,-4.42314,NA,NA,NA,NA,-89.004,NA,NA,NA,NA,NA,NA,NA,NA
103692,2.21884,2.09504,-4.67476,NA,NA,NA,NA,NA,NA,NA,NA,-33.585,NA,NA,NA,NA
103907,0.458573,4.27757,-3.66258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-362.942,NA,NA
104174,1.36776,4.55039,-4.70513,NA,NA,NA,-192.183,NA,NA,NA,NA,NA,NA,NA,NA,NA
104300,1.81344,3.68815,-4.49755,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.901,NA,NA,NA
104421,2.15587,2.79665,-4.84316,NA,NA,NA,NA,-78.727,NA,NA,NA,NA,NA,NA,NA,NA
104646,0.312877,2.06495,-3.70997,NA,NA,NA,NA,NA,NA,NA,-69.276,NA,NA,NA,NA,NA
104873,1.78135,2.41371,-3.56962,NA,NA,NA,NA,-78.285,NA,NA,NA,NA,NA,NA,NA,NA
105020,1.475,1.13966,-2.83442,NA,NA,NA,NA,-142.206,NA,NA,NA,NA,NA,NA,NA,NA
105303,-0.151148,1.55461,-3.2393,NA,NA,NA,NA,NA,NA,NA,NA,NA,-279.682,NA,NA,NA
105435,-1.03722,2.75826,-2.90162,NA,NA,NA,NA,NA,NA,-278.188,NA,NA,NA,NA,NA,NA
105769,-1.21845,2.47582,-3.85171,NA,-304.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105940,-0.413203,3.05717,-3.35651,NA,NA,-180.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106021,0.720551,2.77881,-3.95499,NA,NA,NA,-68.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
106392,0.0274401,2.55381,-4.00376,NA,NA,NA,NA,NA,NA,NA,-90.611,NA,NA,NA,NA,NA
106558,1.14719,1.47176,-4.73298,NA,NA,-26.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106701,1.51817,3.54653,-4.49302,NA,-160.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106882,1.59024,4.41416,-4.98332,NA,-254.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107163,2.68642,4.20503,-4.42409,NA,NA,NA,NA,NA,NA,-170.603,NA,NA,NA,NA,NA,NA
107325,1.11057,3.32135,-4.58219,NA,NA,NA,NA,NA,NA,NA,-72.417,NA,NA,NA,NA,NA
107459,2.1316,3.03335,-4.69249,NA,NA,-53.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107655,1.59823,2.29526,-3.87149,NA,NA,NA,NA,NA,NA,NA,-19.196,NA,NA,NA,NA,NA
107863,2.81816,1.75631,-4.59752,-84.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108099,3.17225,2.0709,-4.53449,NA,NA,NA,NA,NA,NA,-74.231,NA,NA,NA,NA,NA,NA
108237,3.52331,0.803536,-4.12434,NA,-188.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108411,3.77767,2.17334,-4.6125,NA,NA,-103.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108640,1.62161,2.04693,-3.79149,NA,NA,NA,NA,NA,NA,NA,NA,-40.939,NA,NA,NA,NA
108825,2.58572,1.32728,-4.35856,NA,NA,-25.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109001,0.67677,1.84565,-4.35506,NA,NA,NA,-43.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
109396,0.472067,0.241018,-3.34782,NA,NA,NA,NA,NA,NA,NA,-247.256,NA,NA,NA,NA,NA
109575,1.76945,1.57294,-3.47072,NA,NA,-28.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109674,1.95309,1.6835,-4.1856,NA,NA,NA,NA,NA,NA,NA,-2.598,NA,NA,NA,NA,NA
109946,2.97336,2.31522,-4.36631,NA,NA,NA,-51.086,NA,NA,NA,NA,NA,NA,NA,NA,NA
110178,1.66003,2.2665,-4.86405,NA,NA,NA,NA,NA,NA,NA,NA,-33.279,NA,NA,NA,NA
110367,3.355,0.459671,-4.09804,NA,NA,NA,NA,NA,NA,NA,-108.256,NA,NA,NA,NA,NA
110575,3.11512,1.73577,-3.73181,NA,NA,-58.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110608,2.8925,2.22058,-4.29027,NA,NA,NA,NA,NA,NA,-60.155,NA,NA,NA,NA,NA,NA
110985,1.54642,2.31787,-4.44238,NA,NA,NA,NA,NA,NA,-40.535,NA,NA,NA,NA,NA,NA
111187,1.82526,2.37444,-3.90321,NA,-87.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111380,0.835967,1.88737,-4.50685,NA,-90.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111585,1.74706,0.691508,-2.77386,-163.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111676,0.888773,0.915691,-2.37045,NA,-239.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111925,2.17533,1.35654,-2.94951,NA,NA,-64.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112030,0.737951,2.92302,-3.00417,NA,NA,NA,NA,NA,NA,NA,NA,-163.31,NA,NA,NA,NA
112338,1.97552,3.87333,-3.30624,NA,NA,-139.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112598,2.09656,2.39615,-4.76286,NA,NA,-24.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112691,0.873437,2.18116,-4.28438,NA,NA,NA,NA,NA,NA,NA,-29.47,NA,NA,NA,NA,NA
112998,1.28226,0.995896,-3.19069,NA,-148.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113164,0.884062,1.04401,-3.91101,-81.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113220,1.61914,1.99127,-4.09524,NA,NA,NA,NA,NA,NA,-38.644,NA,NA,NA,NA,NA,NA
113458,2.41409,2.73406,-3.55721,NA,NA,-66.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113767,1.96434,2.06474,-4.86325,NA,NA,-19.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113851,1.94851,1.91669,-4.82103,NA,NA,-13.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114036,1.60926,0.535424,-4.92355,NA,NA,-76.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114364,1.02968,0.299989,-4.51914,NA,NA,NA,NA,NA,NA,-143.363,NA,NA,NA,NA,NA,NA
114560,0.760575,0.590107,-3.96135,NA,NA,NA,NA,NA,NA,-121.541,NA,NA,NA,NA,NA,NA
114607,0.204339,0.954007,-3.66094,NA,NA,NA,NA,NA,NA,-127.097,NA,NA,NA,NA,NA,NA
114934,-0.61432,1.97723,-4.17919,NA,NA,-139.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115017,1.01303,1.1377,-4.36963,NA,NA,NA,-40.524,NA,NA,NA,NA,NA,NA,NA,NA,NA
115296,2.44218,0.772397,-4.62353,NA,NA,NA,NA,NA,NA,NA,-49.45,NA,NA,NA,NA,NA
115434,2.57603,1.05275,-3.66534,NA,NA,NA,-48.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
115680,1.04755,0.662072,-4.56351,NA,NA,NA,NA,-147.468,NA,NA,NA,NA,NA,NA,NA,NA
115847,2.56598,0.87194,-4.12639,NA,NA,NA,-47.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
116064,1.99578,0.464488,-4.27064,NA,NA,NA,-72.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
116323,2.3244,1.6531,-4.1398,NA,NA,NA,NA,NA,NA,NA,-10.63,NA,NA,NA,NA,NA
116486,2.90295,2.25062,-3.04445,NA,-197.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116782,2.80078,2.9544,-3.82806,NA,-181.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116925,2.57209,2.08055,-3.35575,-103.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117120,2.56438,2.38226,-3.40513,NA,NA,NA,NA,NA,NA,NA,-53.339,NA,NA,NA,NA,NA
117233,0.815761,2.60877,-1.88344,NA,NA,NA,-250.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
117441,-0.186725,2.26512,-3.33879,NA,NA,NA,NA,NA,NA,NA,-130.034,NA,NA,NA,NA,NA
117676,-0.546958,2.32398,-4.77693,NA,NA,NA,NA,NA,NA,NA,-134.425,NA,NA,NA,NA,NA
117830,-1.68036,2.7408,-3.97438,-322.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118059,-0.0740561,3.49147,-4.87226,-189.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118210,0.588767,2.22833,-4.98142,NA,NA,NA,NA,NA,NA,-67.989,NA,NA,NA,NA,NA,NA
118454,0.182064,0.985897,-4.18208,NA,NA,NA,NA,NA,NA,-116.455,NA,NA,NA,NA,NA,NA
118608,0.759504,1.52418,-3.87679,NA,NA,-46.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118927,1.18409,1.7892,-3.04668,NA,NA,NA,NA,NA,NA,-67.229,NA,NA,NA,NA,NA,NA
119002,2.06711,1.86444,-3.26613,NA,NA,NA,NA,NA,NA,NA,-35.947,NA,NA,NA,NA,NA
119354,1.48612,1.76293,-4.61553,NA,NA,-20.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119433,2.88681,2.92423,-4.64976,NA,NA,NA,NA,NA,NA,NA,-66.481,NA,NA,NA,NA,NA
119650,3.19883,3.88027,-4.33407,NA,NA,NA,-154.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
119875,2.80824,3.84958,-4.25186,NA,NA,-129.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120180,1.3374,4.84055,-4.41408,NA,NA,-222.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120317,1.40686,3.35016,-4.49355,NA,-158.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120513,1.58297,2.68426,-4.50649,NA,-94.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120736,1.39852,1.90589,-3.50015,NA,NA,NA,NA,NA,NA,-53.365,NA,NA,NA,NA,NA,NA
120900,1.33958,1.39944,-4.26063,-69.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121030,0.618207,2.2594,-4.44692,-85.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121219,0.522631,2.10451,-4.5121,NA,NA,NA,NA,NA,-151.784,NA,NA,NA,NA,NA,NA,NA
121581,-0.20684,2.01069,-4.60061,NA,-159.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121775,0.832349,2.89507,-4.75967,-102.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121993,2.62786,3.19745,-3.88068,NA,NA,NA,NA,NA,NA,NA,-76.446,NA,NA,NA,NA,NA
122083,2.638,2.74754,-4.56608,NA,NA,-50.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122228,3.29197,1.61845,-4.98337,NA,NA,NA,NA,NA,NA,-75.594,NA,NA,NA,NA,NA,NA
122511,2.23851,1.95239,-4.09638,-71.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122655,2.96941,1.53856,-3.16535,-149.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122843,2.73287,1.2465,-3.30023,NA,NA,-64.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123195,1.3815,0.675924,-4.24822,NA,NA,NA,NA,NA,NA,-80.581,NA,NA,NA,NA,NA,NA
123380,1.8561,0.306622,-4.96614,NA,NA,NA,NA,NA,NA,-111.251,NA,NA,NA,NA,NA,NA
123437,2.08425,1.91213,-3.25962,NA,NA,NA,NA,NA,-147.173,NA,NA,NA,NA,NA,NA,NA
123640,2.61205,1.03494,-3.91413,NA,NA,NA,NA,NA,-161.126,NA,NA,NA,NA,NA,NA,NA
123914,2.93975,0.884247,-4.36237,-94.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124103,2.01894,1.22469,-4.39506,NA,-105.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124266,3.16412,1.4133,-4.77121,NA,NA,NA,NA,NA,NA,-80.664,NA,NA,NA,NA,NA,NA
124600,2.80846,1.1368,-3.55369,-113.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124641,1.28767,1.36818,-3.6623,NA,-122.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124834,2.44057,0.804063,-3.69253,NA,NA,NA,NA,NA,-157.883,NA,NA,NA,NA,NA,NA,NA
125074,2.28746,0.771061,-4.80062,NA,-107.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125251,1.30797,0.518752,-4.3841,NA,-141.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125402,0.624397,0.0683266,-4.31449,NA,-254.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125609,2.21977,1.32672,-4.53459,NA,-77.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125857,2.51794,0.546406,-4.28992,-104.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126028,2.30975,1.24724,-4.99553,-68.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126212,2.68205,1.48741,-4.94214,NA,NA,NA,NA,NA,NA,-46.065,NA,NA,NA,NA,NA,NA
126562,1.93085,2.00993,-3.37627,-65.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126604,3.05443,1.02775,-4.8621,NA,NA,NA,NA,NA,-159.045,NA,NA,NA,NA,NA,NA,NA
126835,2.31994,1.69223,-4.88273,NA,NA,-20.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127026,2.09841,1.67984,-4.34641,NA,NA,NA,NA,NA,NA,NA,-4.886,NA,NA,NA,NA,NA
127201,3.08993,0.469868,-4.82751,NA,NA,-92.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127557,1.90101,1.37007,-4.13831,NA,NA,-19.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127763,1.3971,1.78883,-4.09453,-48.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127993,1.11883,2.5068,-4.12039,NA,NA,NA,NA,NA,-142.775,NA,NA,NA,NA,NA,NA,NA
128148,1.64034,2.25297,-3.86293,NA,NA,-29.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128202,1.74665,2.39717,-4.20517,NA,NA,NA,NA,NA,-125.054,NA,NA,NA,NA,NA,NA,NA
128470,1.22432,2.08903,-2.83327,NA,NA,NA,NA,NA,-170.643,NA,NA,NA,NA,NA,NA,NA
128640,0.438826,2.69027,-4.48642,NA,NA,NA,NA,NA,NA,-76.014,NA,NA,NA,NA,NA,NA
128930,0.819162,2.78883,-4.31191,NA,NA,NA,NA,NA,NA,-71.764,NA,NA,NA,NA,NA,NA
129003,1.00295,1.54304,-4.75604,NA,NA,NA,NA,NA,-128.104,NA,NA,NA,NA,NA,NA,NA
129203,1.67269,2.27328,-4.91227,NA,-90.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129405,2.40329,1.20961,-4.46037,NA,NA,NA,NA,NA,NA,-38.333,NA,NA,NA,NA,NA,NA
129695,1.39626,0.649249,-4.96102,-104.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129984,1.0914,1.19872,-4.06266,NA,NA,NA,-37.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
130129,1.37883,1.24245,-4.85148,NA,NA,NA,NA,NA,NA,-36.314,NA,NA,NA,NA,NA,NA
130216,1.17124,2.01192,-3.48782,NA,NA,NA,NA,NA,NA,-56.806,NA,NA,NA,NA,NA,NA
130479,1.89283,0.91037,-3.96283,NA,-104.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130640,2.73315,0.798016,-4.90759,NA,-147.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130838,1.19638,1.02328,-4.79189,-94.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131104,2.87943,0.972983,-4.10608,NA,NA,NA,NA,NA,NA,-62.494,NA,NA,NA,NA,NA,NA
131362,2.08146,0.969352,-4.43681,NA,NA,NA,NA,NA,NA,NA,-22.463,NA,NA,NA,NA,NA
131540,1.62305,1.68532,-4.12739,NA,NA,NA,NA,NA,NA,-25.124,NA,NA,NA,NA,NA,NA
131772,3.339,1.55787,-3.25204,NA,NA,-102.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131906,3.38323,1.52274,-2.81568,NA,NA,-161.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132100,2.42168,1.48187,-3.46348,NA,NA,NA,NA,NA,NA,NA,NA,-57.529,NA,NA,NA,NA
132227,2.10273,2.09599,-2.96103,NA,NA,NA,NA,NA,NA,NA,NA,-80.596,NA,NA,NA,NA
132465,2.16277,1.89393,-4.11732,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.822,NA,NA,NA
132633,1.13453,1.1959,-3.6323,NA,NA,NA,NA,NA,NA,NA,NA,-88.03,NA,NA,NA,NA
132840,1.43427,2.27775,-4.37198,NA,NA,-21.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133119,1.58485,1.04546,-3.67337,NA,NA,NA,NA,NA,NA,NA,-32.741,NA,NA,NA,NA,NA
133259,1.06296,1.45608,-4.45263,NA,NA,-23.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133556,-0.372793,2.19917,-4.26117,NA,NA,NA,NA,NA,NA,-130.78,NA,NA,NA,NA,NA,NA
133698,0.115606,2.28045,-4.87296,NA,NA,-80.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133969,2.22321,1.78947,-4.78039,NA,NA,-24.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134045,2.74215,2.14018,-4.04099,NA,NA,NA,NA,NA,-144.377,NA,NA,NA,NA,NA,NA,NA
134400,2.07503,2.20916,-4.18197,NA,NA,NA,NA,NA,NA,-42.344,NA,NA,NA,NA,NA,NA
134541,2.89475,2.26302,-4.39204,NA,NA,-45.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134699,1.15952,1.30767,-3.91065,NA,NA,NA,NA,NA,NA,-46.783,NA,NA,NA,NA,NA,NA
134836,2.04263,1.77548,-3.23493,NA,NA,NA,NA,NA,NA,-56.442,NA,NA,NA,NA,NA,NA
135144,2.27618,2.07374,-4.36843,NA,NA,NA,NA,NA,NA,-26.512,NA,NA,NA,NA,NA,NA
135316,2.39266,2.61552,-3.73067,-87.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135593,1.68112,1.93771,-4.92748,NA,NA,NA,NA,-50.079,NA,NA,NA,NA,NA,NA,NA,NA
135659,0.613182,1.71061,-4.94768,NA,NA,NA,NA,NA,NA,NA,NA,-65.183,NA,NA,NA,NA
135862,0.975632,1.56695,-4.70621,NA,NA,NA,-30.423,NA,NA,NA,NA,NA,NA,NA,NA,NA
136106,0.926992,1.57854,-4.64321,NA,NA,NA,NA,NA,NA,NA,NA,-53.342,NA,NA,NA,NA
136315,2.56696,2.17937,-3.76465,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.241,NA,NA,NA
136485,3.35392,2.60192,-3.61891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-202.131,NA,NA
136713,3.64077,1.12782,-4.02555,NA,NA,NA,-94.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
136871,3.23909,0.0792348,-4.60781,NA,NA,NA,-161.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
137054,2.72401,0.414373,-4.43236,NA,NA,NA,NA,-168.141,NA,NA,NA,NA,NA,NA,NA,NA
137371,2.17952,1.18234,-4.85804,NA,NA,NA,-34.938,NA,NA,NA,NA,NA,NA,NA,NA,NA
137482,0.703468,2.08696,-3.92616,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.572,NA,NA,NA
137685,1.84325,1.66273,-4.54386,NA,NA,NA,-4.964,NA,NA,NA,NA,NA,NA,NA,NA,NA
137878,2.09821,2.36283,-4.90952,NA,NA,NA,-25.749,NA,NA,NA,NA,NA,NA,NA,NA,NA
138132,2.64763,2.55578,-3.02736,NA,NA,NA,NA,NA,NA,NA,NA,-97.911,NA,NA,NA,NA
