id,x0,x1,x2,fitness-4,fitness-2.5,fitness-3,fitness-1.5,fitness-3.5,fitness-1,fitness-2,fitness-4.5,fitness-5,fitness-0.5
111280,1.90073,2.03885,-4.9972,NA,-17.25,NA,NA,NA,NA,NA,NA,NA,NA
111425,1.46308,1.8771,-5,NA,NA,-22.146,NA,NA,NA,NA,NA,NA,NA
111656,1.37296,1.50543,-5,NA,NA,-28.776,NA,NA,NA,NA,NA,NA,NA
111916,1.72697,1.63192,-5,NA,NA,NA,NA,-33.781,NA,NA,NA,NA,NA
112090,1.14506,1.19454,-5,NA,NA,NA,NA,NA,NA,-43.959,NA,NA,NA
112249,2.38498,0.231693,-5,NA,NA,NA,-155.125,NA,NA,NA,NA,NA,NA
112498,1.34041,0.769375,-4.17285,NA,-53.913,NA,NA,NA,NA,NA,NA,NA,NA
112780,1.8679,1.36033,-4.16751,NA,-5.09,NA,NA,NA,NA,NA,NA,NA,NA
112825,1.88179,0.915767,-3.99943,NA,-28.839,NA,NA,NA,NA,NA,NA,NA,NA
113131,2.57959,1.52395,-4.16842,NA,-20.468,NA,NA,NA,NA,NA,NA,NA,NA
113399,1.11354,1.81326,-3.37301,NA,NA,-45.801,NA,NA,NA,NA,NA,NA,NA
113423,1.42398,2.34125,-4.54556,NA,NA,-28.719,NA,NA,NA,NA,NA,NA,NA
113780,2.08567,0.945632,-4.13437,NA,NA,NA,NA,-39.932,NA,NA,NA,NA,NA
113893,2.56109,1.42649,-4.29505,NA,NA,NA,NA,-40.269,NA,NA,NA,NA,NA
114141,2.52098,2.38477,-4.38928,NA,NA,-36.784,NA,NA,NA,NA,NA,NA,NA
114269,0.707716,2.3503,-3.33446,NA,NA,NA,NA,-82.825,NA,NA,NA,NA,NA
114423,1.11513,2.56397,-3.83284,NA,-38.274,NA,NA,NA,NA,NA,NA,NA,NA
114736,3.6122,2.00336,-4.90373,NA,NA,NA,NA,NA,NA,-91.13,NA,NA,NA
114944,2.6029,1.05821,-5,NA,-44.065,NA,NA,NA,NA,NA,NA,NA,NA
115110,1.28852,1.67692,-3.88947,NA,NA,NA,-45.653,NA,NA,NA,NA,NA,NA
115338,2.17504,2.42407,-3.35128,NA,NA,-52.138,NA,NA,NA,NA,NA,NA,NA
115498,2.70298,2.35972,-4.10008,NA,NA,NA,NA,NA,NA,-36.702,NA,NA,NA
115620,1.44951,3.2054,-4.66313,NA,-58.338,NA,NA,NA,NA,NA,NA,NA,NA
115970,2.26792,0.841516,-4.00975,NA,NA,NA,NA,-58.573,NA,NA,NA,NA,NA
116129,0.602658,1.38705,-3.8522,NA,NA,-56.07,NA,NA,NA,NA,NA,NA,NA
116399,1.0208,1.34502,-4.64943,NA,NA,-33.733,NA,NA,NA,NA,NA,NA,NA
116421,2.5699,1.73623,-5,NA,-29.81,NA,NA,NA,NA,NA,NA,NA,NA
116712,2.29202,2.15626,-5,NA,NA,NA,NA,-38.404,NA,NA,NA,NA,NA
116982,2.23453,2.44108,-4.81259,NA,NA,NA,NA,-56.406,NA,NA,NA,NA,NA
117146,2.04275,2.16215,-4.29027,-46.804,NA,NA,NA,NA,NA,NA,NA,NA,NA
117255,0.53578,2.67121,-4.20695,NA,NA,NA,NA,-71.801,NA,NA,NA,NA,NA
117523,0.534151,3.26177,-5,NA,-97.542,NA,NA,NA,NA,NA,NA,NA,NA
117747,0.1728,2.45835,-5,NA,NA,-87.726,NA,NA,NA,NA,NA,NA,NA
117853,1.34682,3.04094,-5,NA,NA,NA,NA,-75.391,NA,NA,NA,NA,NA
118102,1.16357,2.6018,-5,NA,NA,NA,NA,NA,NA,-50.4,NA,NA,NA
118318,1.33448,1.62133,-5,NA,-20.886,NA,NA,NA,NA,NA,NA,NA,NA
118459,2.25094,1.37308,-4.30523,NA,-9.729,NA,NA,NA,NA,NA,NA,NA,NA
118706,2.38708,2.17106,-5,NA,NA,-29.309,NA,NA,NA,NA,NA,NA,NA
118876,1.79347,1.82366,-4.56241,NA,NA,-6.449,NA,NA,NA,NA,NA,NA,NA
119159,2.4131,1.76166,-5,NA,NA,NA,NA,-46.417,NA,NA,NA,NA,NA
119348,1.6113,2.44015,-4.46629,NA,-18.253,NA,NA,NA,NA,NA,NA,NA,NA
119568,2.2779,1.40582,-4.50596,NA,-11.731,NA,NA,NA,NA,NA,NA,NA,NA
119699,1.25921,1.8286,-4.12766,NA,-11.085,NA,NA,NA,NA,NA,NA,NA,NA
119818,0.346679,1.78229,-3.81523,NA,NA,NA,NA,NA,NA,-76.077,NA,NA,NA
120088,1.2439,0.628777,-4.08274,NA,NA,-71.9,NA,NA,NA,NA,NA,NA,NA
120353,1.52865,0.710245,-3.80888,NA,NA,NA,NA,NA,NA,-67.94,NA,NA,NA
120571,1.0134,0.816903,-4.06414,NA,NA,-67.874,NA,NA,NA,NA,NA,NA,NA
120611,2.16164,1.01055,-4.38983,NA,NA,-24.083,NA,NA,NA,NA,NA,NA,NA
120828,2.55062,2.02767,-3.52274,NA,-38.844,NA,NA,NA,NA,NA,NA,NA,NA
121152,3.15483,2.58156,-4.96546,NA,NA,NA,-90.994,NA,NA,NA,NA,NA,NA
121287,2.84122,2.00846,-5,NA,NA,NA,NA,NA,NA,-43.369,NA,NA,NA
121425,1.9015,2.24352,-3.32945,NA,NA,NA,-56.1,NA,NA,NA,NA,NA,NA
121625,1.97352,1.41639,-4.1626,NA,NA,NA,-30.041,NA,NA,NA,NA,NA,NA
121843,2.40858,1.45622,-3.4603,NA,NA,-38.367,NA,NA,NA,NA,NA,NA,NA
122056,1.98805,1.83921,-3.57467,NA,-19.586,NA,NA,NA,NA,NA,NA,NA,NA
122261,1.62219,0.631806,-3.50766,NA,NA,-82.734,NA,NA,NA,NA,NA,NA,NA
122415,0.771467,0.333735,-4.30697,NA,NA,-152.466,NA,NA,NA,NA,NA,NA,NA
122608,1.15418,0.764637,-5,NA,NA,NA,NA,-89.946,NA,NA,NA,NA,NA
122961,1.76012,2.55975,-4.51883,NA,NA,NA,NA,NA,NA,-32.153,NA,NA,NA
123042,1.83715,2.5354,-4.43886,NA,-21.077,NA,NA,NA,NA,NA,NA,NA,NA
123382,2.32817,1.2942,-3.35367,NA,NA,-44.157,NA,NA,NA,NA,NA,NA,NA
123595,2.50782,2.4214,-4.01489,NA,-31.699,NA,NA,NA,NA,NA,NA,NA,NA
123662,2.09621,2.05289,-5,NA,NA,-22.344,NA,NA,NA,NA,NA,NA,NA
123886,1.69004,1.93079,-4.95685,-52.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
124039,2.17368,1.97506,-5,NA,NA,NA,NA,-43.832,NA,NA,NA,NA,NA
124372,1.82293,1.44231,-4.55516,NA,-4.201,NA,NA,NA,NA,NA,NA,NA,NA
124566,1.88856,0.75967,-4.40231,NA,NA,NA,NA,NA,NA,-50.435,NA,NA,NA
124632,2.18776,2.72721,-3.86312,NA,NA,NA,NA,NA,NA,-45.657,NA,NA,NA
124824,2.20157,1.72066,-2.78316,NA,NA,NA,NA,NA,NA,-82.133,NA,NA,NA
125151,1.48282,1.43971,-3.99269,NA,NA,-14.711,NA,NA,NA,NA,NA,NA,NA
125345,1.51357,2.32586,-5,NA,NA,NA,NA,-38.665,NA,NA,NA,NA,NA
125420,1.36132,2.05175,-5,NA,NA,-27.986,NA,NA,NA,NA,NA,NA,NA
125678,1.5323,2.02034,-4.08832,NA,NA,-18.589,NA,NA,NA,NA,NA,NA,NA
125935,1.75585,2.26279,-4.2001,-48.982,NA,NA,NA,NA,NA,NA,NA,NA,NA
126085,1.20689,1.63582,-5,NA,NA,NA,NA,-36.554,NA,NA,NA,NA,NA
126314,1.04235,1.16152,-5,NA,NA,NA,NA,-57.309,NA,NA,NA,NA,NA
126472,2.37963,1.73514,-4.37374,NA,NA,-21.973,NA,NA,NA,NA,NA,NA,NA
126735,0.617618,2.01058,-4.17699,NA,-40.758,NA,NA,NA,NA,NA,NA,NA,NA
126993,1.01815,2.36849,-4.30689,NA,NA,NA,NA,NA,NA,-32.56,NA,NA,NA
127080,1.74244,2.27882,-5,NA,NA,NA,-37.243,NA,NA,NA,NA,NA,NA
127248,0.901173,2.03564,-3.78283,NA,-34.128,NA,NA,NA,NA,NA,NA,NA,NA
127561,0.779029,1.62193,-4.42258,NA,NA,NA,-51.542,NA,NA,NA,NA,NA,NA
127663,1.45906,1.25932,-4.83376,NA,NA,NA,-41.367,NA,NA,NA,NA,NA,NA
127933,2.02948,1.97929,-5,NA,NA,NA,NA,NA,NA,-21.858,NA,NA,NA
128100,1.49373,1.76313,-5,NA,NA,-21.123,NA,NA,NA,NA,NA,NA,NA
128362,1.45725,3.13112,-4.55709,NA,NA,NA,NA,-64.066,NA,NA,NA,NA,NA
128467,0.809457,2.59071,-4.98175,NA,NA,NA,NA,NA,NA,-53.894,NA,NA,NA
128613,1.10315,1.83443,-5,NA,-28.292,NA,NA,NA,NA,NA,NA,NA,NA
128917,1.21929,1.5977,-5,NA,NA,NA,NA,NA,NA,-27.38,NA,NA,NA
129191,1.28095,1.82763,-4.28394,NA,-9.064,NA,NA,NA,NA,NA,NA,NA,NA
129327,2.60741,0.442541,-5,NA,NA,NA,NA,NA,NA,-104.011,NA,NA,NA
129464,3.4718,0.818507,-5,NA,NA,-100.193,NA,NA,NA,NA,NA,NA,NA
129614,1.42483,1.04738,-5,NA,-41.441,NA,NA,NA,NA,NA,NA,NA,NA
129886,2.29519,2.87919,-5,NA,NA,NA,-71.968,NA,NA,NA,NA,NA,NA
130011,2.90841,2.03599,-5,NA,-43.855,NA,NA,NA,NA,NA,NA,NA,NA
130258,3.12846,2.38467,-4.54481,NA,NA,NA,-68.996,NA,NA,NA,NA,NA,NA
130502,2.38866,1.28503,-4.88791,NA,NA,NA,NA,NA,NA,-33.429,NA,NA,NA
130759,2.21632,0.809395,-5,NA,-47.773,NA,NA,NA,NA,NA,NA,NA,NA
130865,2.01018,1.31147,-5,NA,-21.773,NA,NA,NA,NA,NA,NA,NA,NA
131154,1.09492,2.27201,-5,NA,NA,NA,NA,-45.635,NA,NA,NA,NA,NA
131321,1.53225,2.37906,-4.71782,NA,NA,-22.522,NA,NA,NA,NA,NA,NA,NA
131495,1.31978,3.03897,-3.81796,NA,NA,NA,-77.058,NA,NA,NA,NA,NA,NA
131611,0.705386,2.89054,-3.60699,NA,NA,NA,-112.658,NA,NA,NA,NA,NA,NA
131880,1.4053,3.50526,-4.15473,NA,NA,NA,-112.142,NA,NA,NA,NA,NA,NA
132033,1.14296,2.33103,-4.84303,NA,NA,-35.387,NA,NA,NA,NA,NA,NA,NA
132327,1.76536,1.83296,-3.96886,NA,-5.632,NA,NA,NA,NA,NA,NA,NA,NA
132594,2.03473,1.27887,-5,NA,NA,NA,NA,NA,NA,-24.828,NA,NA,NA
132655,2.19029,1.29305,-5,NA,-24.141,NA,NA,NA,NA,NA,NA,NA,NA
132989,1.8721,1.28173,-4.94674,NA,NA,-20.613,NA,NA,NA,NA,NA,NA,NA
133030,1.63612,1.783,-5,NA,-16.332,NA,NA,NA,NA,NA,NA,NA,NA
133306,1.78578,3.01593,-5,NA,-53.028,NA,NA,NA,NA,NA,NA,NA,NA
133506,1.77993,2.85925,-5,NA,NA,NA,NA,NA,NA,-51.687,NA,NA,NA
133612,2.17601,1.84682,-4.44264,NA,NA,NA,NA,NA,-54.9,NA,NA,NA,NA
133948,2.1987,2.01613,-4.93714,NA,NA,NA,NA,NA,NA,-19.988,NA,NA,NA
134097,1.87335,2.4972,-4.06721,NA,-21.91,NA,NA,NA,NA,NA,NA,NA,NA
134205,1.93629,1.88207,-3.65502,NA,NA,-22.576,NA,NA,NA,NA,NA,NA,NA
134429,2.07301,1.5203,-5,NA,NA,NA,NA,NA,-55.624,NA,NA,NA,NA
134695,2.65717,2.44426,-5,NA,NA,NA,NA,NA,NA,-46.586,NA,NA,NA
134963,1.99901,2.13969,-5,NA,-20.277,NA,NA,NA,NA,NA,NA,NA,NA
135192,0.917174,2.60866,-4.10715,NA,NA,NA,-61.812,NA,NA,NA,NA,NA,NA
135229,1.29415,2.19557,-4.82618,NA,NA,NA,-44.732,NA,NA,NA,NA,NA,NA
135441,0.923452,1.86355,-4.65775,NA,-26.917,NA,NA,NA,NA,NA,NA,NA,NA
135785,1.40883,2.86441,-3.55977,NA,NA,NA,NA,NA,NA,-67.026,NA,NA,NA
135872,0.947376,2.28181,-3.92755,NA,NA,-33.615,NA,NA,NA,NA,NA,NA,NA
136049,2.45045,1.80926,-4.15573,NA,NA,NA,NA,NA,NA,-18.577,NA,NA,NA
136395,2.27843,3.04559,-5,NA,-58.787,NA,NA,NA,NA,NA,NA,NA,NA
136496,2.43634,2.18502,-5,NA,NA,-35.083,NA,NA,NA,NA,NA,NA,NA
136777,1.50727,1.27753,-5,NA,NA,NA,NA,NA,NA,-32.508,NA,NA,NA
136991,2.05734,1.54397,-4.80766,NA,-10.338,NA,NA,NA,NA,NA,NA,NA,NA
137093,1.14815,2.02094,-5,NA,-27.075,NA,NA,NA,NA,NA,NA,NA,NA
137269,1.22307,2.07586,-4.4147,NA,NA,NA,NA,NA,NA,-21.664,NA,NA,NA
137427,0.506365,2.47104,-4.42268,NA,NA,NA,NA,NA,NA,-59.089,NA,NA,NA
137735,1.47964,2.76348,-3.95951,NA,NA,NA,NA,-53.256,NA,NA,NA,NA,NA
137894,1.12249,2.02381,-4.2326,NA,NA,NA,NA,NA,NA,NA,NA,-122.431,NA
138195,0.211953,2.04898,-4.9528,NA,NA,NA,NA,-97.457,NA,NA,NA,NA,NA
138324,0.537076,1.97914,-3.7802,NA,-55.133,NA,NA,NA,NA,NA,NA,NA,NA
138483,0.848676,0.97601,-3.46548,NA,NA,NA,NA,NA,-147.818,NA,NA,NA,NA
138800,1.1628,2.10244,-4.26906,NA,NA,NA,NA,NA,NA,-24.044,NA,NA,NA
138890,2.22336,2.11579,-4.92937,NA,NA,NA,NA,-33.176,NA,NA,NA,NA,NA
139016,2.11274,1.87682,-5,NA,NA,-20.656,NA,NA,NA,NA,NA,NA,NA
139312,2.42431,2.74562,-4.9716,NA,NA,NA,NA,NA,NA,-54.486,NA,NA,NA
139490,1.4191,2.0586,-5,NA,-21.379,NA,NA,NA,NA,NA,NA,NA,NA
139685,2.83142,1.33889,-4.54059,NA,NA,NA,NA,NA,NA,-43.918,NA,NA,NA
139974,1.84096,1.37465,-5,NA,NA,NA,NA,NA,NA,-23.037,NA,NA,NA
140038,0.916784,2.07908,-5,NA,NA,-42.987,NA,NA,NA,NA,NA,NA,NA
140284,0.830894,2.65256,-5,NA,NA,NA,NA,-67.238,NA,NA,NA,NA,NA
140556,1.90221,2.37226,-5,NA,NA,NA,NA,-44.757,NA,NA,NA,NA,NA
140797,2.05931,2.25809,-4.91255,NA,NA,NA,NA,-33.223,NA,NA,NA,NA,NA
140985,1.37071,2.14111,-4.88384,NA,-19.374,NA,NA,NA,NA,NA,NA,NA,NA
141051,0.755664,1.76576,-4.19653,NA,-35.284,NA,NA,NA,NA,NA,NA,NA,NA
141397,0.608451,2.39861,-4.83487,NA,NA,NA,NA,NA,NA,-63.519,NA,NA,NA
141563,1.28521,2.1216,-5,NA,NA,NA,-43.867,NA,NA,NA,NA,NA,NA
141790,2.06874,2.25012,-5,NA,-23.407,NA,NA,NA,NA,NA,NA,NA,NA
141929,3.25315,2.23842,-4.04548,NA,-61.768,NA,NA,NA,NA,NA,NA,NA,NA
142163,2.12446,2.38076,-3.92734,NA,NA,-29.404,NA,NA,NA,NA,NA,NA,NA
142341,1.93641,2.32158,-4.92281,NA,NA,-23.682,NA,NA,NA,NA,NA,NA,NA
142406,1.48754,1.44273,-4.16121,NA,NA,NA,NA,-39.953,NA,NA,NA,NA,NA
142653,2.34565,1.83544,-5,NA,-22.111,NA,NA,NA,NA,NA,NA,NA,NA
142963,1.9208,0.462412,-4.17802,NA,NA,NA,NA,NA,NA,-82.807,NA,NA,NA
143023,1.2996,0.828847,-5,NA,-62.591,NA,NA,NA,NA,NA,NA,NA,NA
143311,0.582809,1.76217,-4.75764,NA,-47.867,NA,NA,NA,NA,NA,NA,NA,NA
143597,2.4601,2.20884,-5,NA,NA,-33.093,NA,NA,NA,NA,NA,NA,NA
143790,1.71315,1.83512,-5,NA,NA,NA,-34.815,NA,NA,NA,NA,NA,NA
143915,1.69638,1.075,-5,NA,-30.659,NA,NA,NA,NA,NA,NA,NA,NA
144121,2.01607,1.59352,-4.51198,NA,-3.576,NA,NA,NA,NA,NA,NA,NA,NA
144283,1.35815,1.22143,-3.99644,NA,-17.8,NA,NA,NA,NA,NA,NA,NA,NA
144545,1.69327,1.30125,-5,NA,NA,-21.296,NA,NA,NA,NA,NA,NA,NA
144624,1.42306,1.06641,-5,NA,-36.809,NA,NA,NA,NA,NA,NA,NA,NA
144930,1.19387,2.90513,-5,NA,NA,NA,NA,NA,NA,-54.858,NA,NA,NA
145062,2.10742,2.53647,-4.02905,NA,-25.808,NA,NA,NA,NA,NA,NA,NA,NA
145297,2.01775,2.88673,-5,NA,-46.433,NA,NA,NA,NA,NA,NA,NA,NA
145487,2.59657,2.56612,-4.85593,NA,-41.74,NA,NA,NA,NA,NA,NA,NA,NA
145632,2.34602,2.0281,-4.84676,NA,NA,-23.954,NA,NA,NA,NA,NA,NA,NA
145992,1.82119,1.36715,-5,NA,NA,NA,-49.684,NA,NA,NA,NA,NA,NA
146167,0.698205,2.30236,-4.99109,NA,-48.79,NA,NA,NA,NA,NA,NA,NA,NA
146259,2.20583,1.83953,-4.19431,NA,NA,NA,-43.218,NA,NA,NA,NA,NA,NA
146403,1.7342,2.28882,-4.40823,NA,NA,NA,-37.054,NA,NA,NA,NA,NA,NA
146604,1.77668,2.74933,-4.61463,NA,NA,NA,-46.684,NA,NA,NA,NA,NA,NA
146888,1.2241,1.36282,-5,NA,NA,NA,NA,NA,NA,-31.943,NA,NA,NA
147157,2.35287,0.893015,-5,NA,NA,NA,NA,NA,NA,-61.433,NA,NA,NA
147376,2.66063,0.284593,-5,NA,NA,-107.498,NA,NA,NA,NA,NA,NA,NA
147422,2.08629,1.51132,-5,NA,NA,-27.649,NA,NA,NA,NA,NA,NA,NA
147702,1.51101,1.63382,-4.06865,NA,NA,-11.183,NA,NA,NA,NA,NA,NA,NA
147956,2.49281,2.49158,-3.76175,NA,-39.919,NA,NA,NA,NA,NA,NA,NA,NA
148084,1.2925,2.17831,-4.50676,NA,NA,-23.675,NA,NA,NA,NA,NA,NA,NA
148209,1.66729,1.26679,-5,NA,-23.561,NA,NA,NA,NA,NA,NA,NA,NA
148463,1.70866,0.893122,-4.16178,NA,-27.457,NA,NA,NA,NA,NA,NA,NA,NA
148735,0.886242,1.81644,-5,NA,NA,-41.764,NA,NA,NA,NA,NA,NA,NA
148832,1.55849,1.00152,-5,NA,-38.304,NA,NA,NA,NA,NA,NA,NA,NA
149184,2.36572,0.386018,-4.51326,NA,NA,NA,NA,-91.651,NA,NA,NA,NA,NA
149213,2.44034,1.10826,-5,NA,NA,-36.225,NA,NA,NA,NA,NA,NA,NA
149540,2.57345,0.952134,-5,NA,NA,-55.739,NA,NA,NA,NA,NA,NA,NA
149697,1.13577,0.931989,-3.49298,NA,-74.944,NA,NA,NA,NA,NA,NA,NA,NA
149819,1.92794,1.04492,-3.2734,NA,NA,-56.917,NA,NA,NA,NA,NA,NA,NA
150045,1.19216,1.90908,-4.77572,NA,NA,-23.124,NA,NA,NA,NA,NA,NA,NA
150299,1.38988,1.43563,-4.7495,-70.336,NA,NA,NA,NA,NA,NA,NA,NA,NA
150570,1.59471,1.91816,-4.54138,NA,NA,-12.684,NA,NA,NA,NA,NA,NA,NA
150654,1.90855,2.6921,-4.96565,NA,NA,NA,NA,-50.845,NA,NA,NA,NA,NA
150923,2.36658,1.08177,-4.49763,NA,NA,-31.981,NA,NA,NA,NA,NA,NA,NA
151036,1.13627,0.847357,-4.71406,NA,NA,NA,NA,-69.372,NA,NA,NA,NA,NA
151251,3.07773,1.10963,-4.18611,NA,-52.577,NA,NA,NA,NA,NA,NA,NA,NA
151416,2.9867,1.5237,-5,NA,NA,-52.529,NA,NA,NA,NA,NA,NA,NA
151676,4.17134,0.307901,-4.80352,NA,NA,NA,NA,NA,NA,-178.825,NA,NA,NA
151907,2.86918,1.25122,-5,-78.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
152080,1.93763,1.4986,-5,NA,NA,NA,NA,-36.58,NA,NA,NA,NA,NA
152254,1.36288,1.88247,-4.88575,-54.596,NA,NA,NA,NA,NA,NA,NA,NA,NA
152547,1.00309,2.13127,-5,NA,-33.453,NA,NA,NA,NA,NA,NA,NA,NA
152634,1.46529,1.59288,-5,NA,NA,NA,NA,NA,NA,-26.862,NA,NA,NA
152818,0.853453,0.800003,-5,NA,NA,NA,-125.912,NA,NA,NA,NA,NA,NA
153006,0.701829,2.99166,-5,NA,NA,NA,-87.216,NA,NA,NA,NA,NA,NA
153257,0.0665967,1.80666,-5,NA,NA,NA,NA,NA,NA,-88.991,NA,NA,NA
153566,0.270938,1.65443,-5,NA,NA,-75.324,NA,NA,NA,NA,NA,NA,NA
153624,0.405907,2.18446,-5,NA,NA,-61.927,NA,NA,NA,NA,NA,NA,NA
153839,0.110844,2.08364,-5,NA,NA,-82.966,NA,NA,NA,NA,NA,NA,NA
154065,-0.304487,2.34452,-4.27472,NA,NA,NA,NA,NA,-163.446,NA,NA,NA,NA
154350,0.742073,2.1981,-5,NA,NA,NA,-75.219,NA,NA,NA,NA,NA,NA
154534,0.506112,2.42631,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130.099
154737,0.960359,2.15034,-5,NA,NA,NA,NA,NA,NA,-39.016,NA,NA,NA
154912,2.8168,1.45206,-5,NA,NA,NA,NA,NA,NA,-51.55,NA,NA,NA
155147,2.50879,1.35384,-4.6603,NA,NA,-29.595,NA,NA,NA,NA,NA,NA,NA
155208,3.25835,1.27552,-5,NA,NA,-72.671,NA,NA,NA,NA,NA,NA,NA
155414,2.82711,1.28566,-5,-84.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
155603,2.18841,1.34993,-4.32305,NA,NA,NA,NA,-27.097,NA,NA,NA,NA,NA
155853,1.32536,1.77172,-4.67197,NA,-11.617,NA,NA,NA,NA,NA,NA,NA,NA
156177,2.15883,1.31056,-4.09972,NA,NA,NA,-44.473,NA,NA,NA,NA,NA,NA
156252,1.66036,2.10912,-5,NA,NA,NA,-32.57,NA,NA,NA,NA,NA,NA
156517,2.21044,2.0747,-4.91583,NA,NA,NA,NA,NA,NA,-24.388,NA,NA,NA
156663,1.18602,2.33407,-3.69204,NA,NA,NA,NA,NA,NA,-41.38,NA,NA,NA
156941,2.42952,2.30852,-3.82515,NA,NA,NA,NA,NA,-77.124,NA,NA,NA,NA
157056,1.76989,2.5103,-5,NA,-30.487,NA,NA,NA,NA,NA,NA,NA,NA
157334,1.42973,1.81981,-5,NA,NA,-22.789,NA,NA,NA,NA,NA,NA,NA
157502,2.41089,1.82096,-4.59789,NA,NA,-20.534,NA,NA,NA,NA,NA,NA,NA
157615,1.63777,2.06357,-4.21097,NA,NA,-17.076,NA,NA,NA,NA,NA,NA,NA
157843,2.52684,1.91152,-4.05725,NA,-20.574,NA,NA,NA,NA,NA,NA,NA,NA
158088,2.4434,1.76483,-3.65068,NA,-27.484,NA,NA,NA,NA,NA,NA,NA,NA
158382,1.12424,1.86297,-4.26303,NA,NA,-22.757,NA,NA,NA,NA,NA,NA,NA
158579,1.47627,1.7815,-3.5843,NA,-20.554,NA,NA,NA,NA,NA,NA,NA,NA
158692,2.19543,1.61037,-4.18263,NA,NA,NA,NA,-37.846,NA,NA,NA,NA,NA
158807,2.79094,1.70104,-5,NA,NA,-38.006,NA,NA,NA,NA,NA,NA,NA
159167,2.13153,2.19703,-5,NA,-22.77,NA,NA,NA,NA,NA,NA,NA,NA
159263,3.35379,2.09919,-5,NA,NA,NA,NA,-98.434,NA,NA,NA,NA,NA
159405,1.83527,2.21617,-4.86016,NA,NA,-23.538,NA,NA,NA,NA,NA,NA,NA
159768,1.70114,2.04822,-5,NA,NA,NA,NA,-46.04,NA,NA,NA,NA,NA
159975,1.95866,1.74226,-5,NA,-16.833,NA,NA,NA,NA,NA,NA,NA,NA
160073,1.81211,1.5468,-4.69621,NA,NA,NA,-22.833,NA,NA,NA,NA,NA,NA
160383,2.4715,2.7057,-5,NA,NA,NA,-71.901,NA,NA,NA,NA,NA,NA
160547,1.48464,2.17576,-4.01797,NA,-14.175,NA,NA,NA,NA,NA,NA,NA,NA
160729,0.801837,1.84817,-4.83188,NA,NA,-44.235,NA,NA,NA,NA,NA,NA,NA
160973,2.43301,2.1698,-5,NA,NA,NA,NA,NA,NA,-32.126,NA,NA,NA
161054,1.11612,2.85874,-5,NA,NA,NA,NA,NA,NA,-58.635,NA,NA,NA
161244,0.799809,3.09457,-3.38369,NA,NA,NA,NA,NA,NA,-105.064,NA,NA,NA
161489,2.2061,2.69346,-3.81822,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.359
161686,2.16432,2.49962,-4.15058,NA,NA,NA,NA,NA,-81.347,NA,NA,NA,NA
161947,1.35869,1.4893,-3.42457,NA,NA,NA,NA,NA,NA,-39.162,NA,NA,NA
162109,2.18628,1.61761,-4.80778,NA,-13.195,NA,NA,NA,NA,NA,NA,NA,NA
162264,2.69046,1.98981,-5,NA,NA,NA,NA,NA,NA,-35.771,NA,NA,NA
162510,1.89207,2.86124,-3.89247,NA,NA,NA,NA,NA,NA,-44.096,NA,NA,NA
162766,1.91764,1.65138,-4.4069,-61.857,NA,NA,NA,NA,NA,NA,NA,NA,NA
162860,1.74641,2.35322,-4.46845,NA,NA,NA,NA,-41.86,NA,NA,NA,NA,NA
163166,1.85574,2.47946,-4.61757,NA,NA,NA,NA,NA,NA,-22.847,NA,NA,NA
163385,1.11072,2.0624,-3.69237,NA,NA,NA,NA,NA,NA,-36.062,NA,NA,NA
163523,1.4884,2.7283,-5,NA,NA,NA,NA,NA,-90.21,NA,NA,NA,NA
163730,1.68574,2.27781,-5,NA,NA,NA,NA,NA,-57.624,NA,NA,NA,NA
163968,2.17624,2.3275,-5,NA,NA,NA,NA,NA,NA,-37.266,NA,NA,NA
164131,2.12498,1.75594,-5,NA,NA,NA,-34.109,NA,NA,NA,NA,NA,NA
164218,1.42288,1.29053,-5,NA,NA,NA,NA,NA,NA,-30.776,NA,NA,NA
164415,2.34931,1.56742,-5,NA,NA,NA,NA,NA,NA,-25.08,NA,NA,NA
164607,1.75036,1.84246,-5,NA,NA,NA,NA,-42.127,NA,NA,NA,NA,NA
164936,1.69887,2.8601,-5,NA,NA,-46.16,NA,NA,NA,NA,NA,NA,NA
165009,-0.150764,1.22106,-5,NA,NA,-122.273,NA,NA,NA,NA,NA,NA,NA
165217,1.62839,1.49366,-5,NA,NA,-19.599,NA,NA,NA,NA,NA,NA,NA
165581,0.922252,2.26319,-5,NA,NA,-47.117,NA,NA,NA,NA,NA,NA,NA
165645,2.2749,2.78092,-5,NA,NA,NA,NA,NA,NA,-50.675,NA,NA,NA
165822,1.90811,2.20315,-5,NA,-20.331,NA,NA,NA,NA,NA,NA,NA,NA
166146,0.999816,4.17176,-5,NA,NA,NA,NA,-176.583,NA,NA,NA,NA,NA
166350,1.34296,1.56066,-5,-53.611,NA,NA,NA,NA,NA,NA,NA,NA,NA
166441,0.327296,2.83404,-5,NA,NA,NA,NA,-103.23,NA,NA,NA,NA,NA
166669,1.31584,2.54303,-4.02107,NA,NA,NA,NA,-51.723,NA,NA,NA,NA,NA
166954,1.40895,2.2181,-5,NA,-23.98,NA,NA,NA,NA,NA,NA,NA,NA
167110,0.77418,2.33177,-5,NA,NA,-48.377,NA,NA,NA,NA,NA,NA,NA
