id,x0,x1,x2,fitness-1.5,fitness-0.5,fitness-1,fitness-3.5,fitness-3,fitness-4,fitness-5,fitness-2.5,fitness-4.5,fitness-2,fitness0,fitness0.5
99068,2.76473,1.8079,-5,NA,NA,NA,-66.105,NA,NA,NA,NA,NA,NA,NA,NA
99340,1.97,1.96196,-5,NA,NA,NA,NA,NA,NA,-123.676,NA,NA,NA,NA,NA
99582,1.25022,2.75961,-4.41713,NA,NA,NA,NA,NA,NA,-161.577,NA,NA,NA,NA,NA
99717,1.66521,2.80431,-2.86796,NA,NA,NA,NA,NA,NA,-207.917,NA,NA,NA,NA,NA
99839,1.89451,2.20947,-2.1336,NA,NA,NA,-175.565,NA,NA,NA,NA,NA,NA,NA,NA
100016,1.32087,2.84572,-2.72089,NA,NA,NA,NA,NA,NA,NA,NA,-166.577,NA,NA,NA
100219,-0.0653126,1.91331,-4.17084,NA,NA,NA,-104.199,NA,NA,NA,NA,NA,NA,NA,NA
100427,-0.0441402,1.48469,-4.22395,NA,NA,NA,NA,-96.396,NA,NA,NA,NA,NA,NA,NA
100701,-0.18883,2.09763,-3.98898,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.418,NA,NA
100890,1.00402,2.0309,-2.74989,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.082,NA,NA
101198,2.82481,2.94669,-3.70031,-91.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101311,2.86933,1.66413,-2.60925,-128.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101420,1.43264,1.90362,-4.42405,NA,-102.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101622,1.59679,1.00941,-5,NA,NA,-83.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
101838,2.19189,2.27763,-4.70402,-30.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102110,1.80182,2.00305,-4.88009,-39.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102337,0.917994,1.4212,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.18,NA,NA
102450,0.027977,2.61258,-3.85194,NA,NA,NA,NA,-96.15,NA,NA,NA,NA,NA,NA,NA
102778,3.02315,1.78252,-4.39128,NA,NA,NA,NA,NA,NA,NA,-39.823,NA,NA,NA,NA
102851,3.97564,1.54375,-4.69078,NA,NA,NA,NA,NA,NA,NA,-107.913,NA,NA,NA,NA
103014,2.88244,1.89457,-4.09947,NA,NA,NA,NA,NA,NA,NA,-34.266,NA,NA,NA,NA
103215,2.0748,1.70445,-4.47042,NA,NA,NA,NA,-17.254,NA,NA,NA,NA,NA,NA,NA
103401,3.13449,1.10662,-4.61107,NA,NA,NA,NA,NA,NA,NA,-56.258,NA,NA,NA,NA
103691,4.70802,0.406087,-3.29857,NA,NA,NA,NA,NA,NA,NA,NA,NA,-255.361,NA,NA
103818,4.41455,0.823072,-3.63657,NA,NA,NA,NA,-187.764,NA,NA,NA,NA,NA,NA,NA
104047,3.13134,0.808101,-2.75096,NA,NA,NA,-168.588,NA,NA,NA,NA,NA,NA,NA,NA
104302,2.92064,1.38532,-3.8288,NA,NA,NA,NA,NA,NA,NA,-44.482,NA,NA,NA,NA
104594,4.89057,0.431378,-4.37842,NA,NA,NA,NA,-241.914,NA,NA,NA,NA,NA,NA,NA
104631,4.15118,1.51764,-5,NA,NA,NA,NA,-136.519,NA,NA,NA,NA,NA,NA,NA
104945,4.01948,1.84499,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.026,NA,NA
105060,3.96464,0.441594,-4.76382,NA,NA,NA,NA,NA,NA,NA,-147.764,NA,NA,NA,NA
105268,4.83941,0.681217,-4.87556,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226.983,NA,NA
105408,2.80672,0.391161,-4.41962,NA,NA,NA,NA,-93.861,NA,NA,NA,NA,NA,NA,NA
105785,3.63474,1.21275,-3.95243,NA,NA,NA,NA,-99.594,NA,NA,NA,NA,NA,NA,NA
105996,3.58635,1.45557,-5,NA,NA,NA,NA,-91.436,NA,NA,NA,NA,NA,NA,NA
106174,3.32359,-0.613426,-4.30212,NA,NA,-329.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
106224,3.55474,2.75392,-2.89643,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.175,NA,NA
106419,1.87078,2.40171,-3.26796,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.588,NA,NA
106627,1.62961,2.2342,-3.10776,-71.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106980,3.12843,3.23347,-3.3501,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.69,NA,NA
107032,2.62869,1.75079,-3.75696,-45.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107230,1.02156,1.28884,-4.19696,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.71,NA,NA
107570,3.04034,0.734628,-4.42567,NA,NA,NA,NA,NA,NA,NA,-70.766,NA,NA,NA,NA
107724,2.98813,3.09044,-4.86857,-101.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107936,4.90554,2.50535,-5,NA,NA,-262.688,NA,NA,NA,NA,NA,NA,NA,NA,NA
108027,3.20046,2.117,-4.25821,NA,NA,NA,-66.337,NA,NA,NA,NA,NA,NA,NA,NA
108327,2.25388,0.243044,-4.7938,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.891,NA,NA
108510,4.49354,0.43268,-5,NA,NA,NA,NA,NA,NA,NA,-199.711,NA,NA,NA,NA
108714,5,1.098,-4.72975,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226.005,NA,NA
108925,3.25296,2.32016,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.037,NA,NA
109068,3.19879,1.85225,-4.45863,-63.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109273,2.30601,1.05238,-4.61835,-63.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109495,3.46011,1.4745,-4.17932,NA,NA,-102.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
109759,2.5447,1.52785,-5,-45.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109825,2.32406,1.54178,-5,-47.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110166,1.46059,3.40518,-5,NA,NA,NA,NA,-85.162,NA,NA,NA,NA,NA,NA,NA
110267,0.65371,4.30146,-5,NA,NA,NA,NA,NA,NA,NA,-182.044,NA,NA,NA,NA
110577,-0.0248732,3.42735,-5,-161.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110778,-0.221911,2.63137,-5,NA,NA,NA,NA,-119.514,NA,NA,NA,NA,NA,NA,NA
110856,0.361017,2.64249,-4.33295,NA,NA,NA,NA,NA,NA,NA,-68.081,NA,NA,NA,NA
111087,0.994855,1.69805,-3.55173,NA,NA,NA,NA,NA,NA,NA,-40.958,NA,NA,NA,NA
111312,0.495583,1.63251,-4.22046,NA,NA,NA,-67.797,NA,NA,NA,NA,NA,NA,NA,NA
111552,0.735024,2.76734,-5,NA,NA,NA,NA,-63.144,NA,NA,NA,NA,NA,NA,NA
111671,-0.152336,2.11269,-4.90687,NA,NA,NA,NA,NA,NA,NA,-97.562,NA,NA,NA,NA
111949,0.452813,0.207591,-5,NA,NA,NA,NA,NA,-209.613,NA,NA,NA,NA,NA,NA
112060,2.25514,0.55985,-3.73641,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.099,NA,NA
112277,1.95179,0.612877,-5,NA,NA,NA,NA,NA,NA,NA,-70.69,NA,NA,NA,NA
112498,1.22559,0.558941,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.512,NA,NA
112691,1.3133,2.04276,-5,-44.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112878,1.17228,0.767442,-5,NA,NA,-145.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
113185,1.79298,0.56321,-5,NA,NA,NA,NA,NA,NA,NA,-73.915,NA,NA,NA,NA
113265,2.66537,2.45679,-5,NA,NA,NA,NA,NA,NA,NA,-44.518,NA,NA,NA,NA
113546,3.71536,2.57545,-5,-123.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113744,1.32777,3.80393,-5,-138.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113897,1.57351,4.07917,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140.932,NA,NA
114189,1.07345,3.27847,-5,NA,NA,NA,NA,NA,NA,NA,-77.788,NA,NA,NA,NA
114365,1.47171,1.76213,-4.48145,NA,NA,NA,NA,NA,NA,NA,-5.997,NA,NA,NA,NA
114432,2.97524,1.7932,-2.68231,NA,NA,-146.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
114689,1.79713,1.9384,-3.84892,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.095,NA,NA
114873,2.4673,1.04387,-5,-59.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115129,3.02805,0.61319,-5,NA,NA,NA,NA,NA,-132.582,NA,NA,NA,NA,NA,NA
115254,3.78498,1.63796,-5,NA,NA,NA,NA,NA,-132.172,NA,NA,NA,NA,NA,NA
115409,2.20599,-0.0761809,-5,NA,NA,NA,-157.431,NA,NA,NA,NA,NA,NA,NA,NA
115798,2.41226,0.819112,-5,NA,NA,NA,NA,NA,NA,NA,-51.472,NA,NA,NA,NA
115974,1.624,1.88042,-3.89824,NA,NA,NA,NA,NA,NA,-119.791,NA,NA,NA,NA,NA
116139,1.73016,0.736992,-4.00432,NA,NA,NA,NA,NA,NA,-164.955,NA,NA,NA,NA,NA
116323,2.28174,1.04397,-4.021,NA,NA,NA,NA,-28.814,NA,NA,NA,NA,NA,NA,NA
116530,3.84534,1.63019,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.891,NA,NA
116649,4.0007,1.18332,-5,NA,NA,NA,NA,NA,NA,NA,-120.883,NA,NA,NA,NA
116912,4.41249,0.151577,-3.9347,NA,NA,NA,NA,NA,NA,NA,NA,NA,-216.591,NA,NA
117156,3.94513,-0.439734,-3.70332,NA,NA,NA,NA,NA,NA,NA,NA,NA,-263.342,NA,NA
117246,4.41546,1.52159,-4.18939,NA,NA,NA,NA,NA,NA,NA,-151.839,NA,NA,NA,NA
117416,2.32807,0.970304,-2.91124,NA,NA,NA,NA,-89.174,NA,NA,NA,NA,NA,NA,NA
117620,3.09464,1.65798,-3.45385,NA,NA,NA,-106.248,NA,NA,NA,NA,NA,NA,NA,NA
117917,2.97609,1.28839,-3.94259,NA,NA,NA,-72.386,NA,NA,NA,NA,NA,NA,NA,NA
118065,2.42167,1.49999,-5,NA,NA,NA,NA,NA,NA,-150.583,NA,NA,NA,NA,NA
118291,1.80361,0.762385,-5,NA,NA,NA,-64.23,NA,NA,NA,NA,NA,NA,NA,NA
118464,1.4207,1.43054,-5,NA,NA,NA,-49.722,NA,NA,NA,NA,NA,NA,NA,NA
118759,0.279438,1.66396,-4.99034,NA,NA,NA,-95.78,NA,NA,NA,NA,NA,NA,NA,NA
118865,0.640669,2.24905,-5,NA,NA,NA,-64.491,NA,NA,NA,NA,NA,NA,NA,NA
119158,0.263492,2.99013,-5,NA,NA,NA,NA,-102.475,NA,NA,NA,NA,NA,NA,NA
119305,0.144646,3.79702,-3.93951,NA,NA,NA,NA,-159.363,NA,NA,NA,NA,NA,NA,NA
119496,1.09495,3.49522,-5,NA,NA,NA,NA,-93.643,NA,NA,NA,NA,NA,NA,NA
119714,2.76007,2.32193,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.92,NA,NA
119819,2.42184,2.01564,-5,NA,NA,NA,-38.049,NA,NA,NA,NA,NA,NA,NA,NA
120074,1.82419,1.88883,-4.99032,NA,NA,NA,NA,-24.112,NA,NA,NA,NA,NA,NA,NA
120211,1.40895,1.62644,-5,NA,NA,NA,-38.817,NA,NA,NA,NA,NA,NA,NA,NA
120454,0.428866,1.04364,-5,NA,NA,NA,NA,NA,NA,-199.209,NA,NA,NA,NA,NA
120725,1.18303,0.463172,-5,NA,NA,NA,NA,NA,NA,-205.279,NA,NA,NA,NA,NA
120873,1.00761,-0.468825,-5,NA,NA,NA,NA,NA,-324.048,NA,NA,NA,NA,NA,NA
121096,0.0897254,-0.0309171,-5,NA,NA,NA,NA,NA,NA,NA,-332.534,NA,NA,NA,NA
121354,0.743909,0.215481,-5,NA,NA,NA,NA,NA,NA,NA,-210.868,NA,NA,NA,NA
121529,0.693785,0.615637,-3.89304,-152.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121779,1.97404,0.70164,-5,NA,NA,NA,NA,NA,NA,NA,-56.07,NA,NA,NA,NA
121833,2.02288,1.11896,-5,NA,NA,NA,NA,-29.488,NA,NA,NA,NA,NA,NA,NA
122040,1.7532,1.77035,-5,NA,NA,NA,-47.622,NA,NA,NA,NA,NA,NA,NA,NA
122342,3.51944,1.42931,-5,NA,NA,NA,NA,NA,-122.328,NA,NA,NA,NA,NA,NA
122507,2.73872,1.98948,-4.55734,NA,NA,NA,-59.44,NA,NA,NA,NA,NA,NA,NA,NA
122638,3.15144,1.23604,-5,NA,NA,NA,NA,NA,NA,-183.996,NA,NA,NA,NA,NA
122877,3.57605,0.439745,-5,NA,NA,NA,NA,NA,-158.812,NA,NA,NA,NA,NA,NA
123123,4.22998,-0.273345,-5,NA,NA,NA,NA,NA,NA,NA,NA,-309.837,NA,NA,NA
123367,3.70233,-0.195686,-5,NA,NA,NA,NA,NA,-227.299,NA,NA,NA,NA,NA,NA
123445,2.9399,0.587718,-5,NA,NA,NA,NA,NA,-109.464,NA,NA,NA,NA,NA,NA
123711,2.26418,1.47283,-5,NA,NA,NA,NA,NA,NA,NA,NA,-111.36,NA,NA,NA
123939,1.69468,0.647988,-5,NA,NA,NA,NA,NA,NA,-177.521,NA,NA,NA,NA,NA
124110,0.276564,0.923045,-4.18682,NA,NA,NA,NA,-104.781,NA,NA,NA,NA,NA,NA,NA
124362,0.63559,0.520519,-4.98432,NA,NA,NA,NA,NA,NA,NA,-138.474,NA,NA,NA,NA
124484,0.829576,1.51255,-5,NA,NA,NA,-67.131,NA,NA,NA,NA,NA,NA,NA,NA
124687,1.76707,1.59936,-4.00596,NA,NA,NA,NA,-5.514,NA,NA,NA,NA,NA,NA,NA
124801,2.46001,-0.865003,-4.97349,NA,NA,NA,NA,NA,-308.552,NA,NA,NA,NA,NA,NA
125173,1.878,-0.205493,-5,NA,NA,NA,-189.912,NA,NA,NA,NA,NA,NA,NA,NA
125228,1.3845,0.268983,-5,NA,NA,NA,NA,NA,NA,NA,-145.244,NA,NA,NA,NA
125557,2.61915,1.30962,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.501,NA,NA
125657,2.61618,2.02237,-4.46025,-52.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125942,3.05892,2.43642,-4.37615,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.221,NA,NA
126181,2.66355,4.15817,-4.26442,-179.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126368,4.24604,3.76012,-4.14809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-334.508,NA
126422,2.65613,3.65705,-3.33091,NA,NA,-171.348,NA,NA,NA,NA,NA,NA,NA,NA,NA
126748,2.40037,3.61659,-2.51556,NA,-290.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127000,3.37857,3.32964,-3.30212,NA,NA,-189.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
127023,3.23911,3.85491,-3.42611,NA,NA,NA,NA,NA,NA,NA,-181.185,NA,NA,NA,NA
127286,2.5193,3.75969,-4.71632,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.562,NA,NA
127546,1.60164,1.8258,-3.61713,NA,NA,-83.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
127737,2.59206,-0.111627,-4.61358,NA,NA,NA,NA,NA,NA,NA,NA,NA,-177.774,NA,NA
127816,1.09368,0.884841,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.756,NA,NA
128125,0.580293,1.51151,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.918,NA,NA
128210,1.99583,1.55143,-4.86883,NA,NA,NA,NA,NA,-65.695,NA,NA,NA,NA,NA,NA
128415,1.6987,2.53959,-3.7206,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.297,NA,NA
128615,1.30535,3.58665,-2.77289,NA,NA,-213.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
128834,0.942896,1.78554,-3.29411,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.11,NA,NA
129003,0.535789,2.44872,-5,NA,NA,NA,NA,NA,NA,NA,-60.621,NA,NA,NA,NA
129304,2.0429,2.54019,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.722,NA,NA
129571,2.95984,2.12128,-5,NA,NA,NA,NA,-50.16,NA,NA,NA,NA,NA,NA,NA
129745,2.70941,3.64924,-4.70758,NA,NA,NA,NA,-109.458,NA,NA,NA,NA,NA,NA,NA
129866,2.32712,2.9072,-5,NA,NA,-89.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
130175,2.1019,2.76715,-4.38262,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.727,NA,NA
130233,2.14667,1.61834,-5,NA,NA,NA,-45.13,NA,NA,NA,NA,NA,NA,NA,NA
130408,2.66356,1.43296,-4.90427,NA,NA,NA,NA,-31.905,NA,NA,NA,NA,NA,NA,NA
130755,2.82104,1.87532,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.77,NA,NA
130887,2.82201,1.84804,-4.87601,NA,NA,NA,NA,NA,NA,NA,-35.624,NA,NA,NA,NA
131065,1.31672,1.72925,-5,NA,NA,NA,NA,NA,NA,NA,-22.96,NA,NA,NA,NA
131286,0.680527,2.25647,-4.4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.798,NA,NA
131406,0.489733,3.52444,-4.38518,NA,NA,NA,NA,NA,NA,NA,-110.514,NA,NA,NA,NA
131611,1.02081,2.07569,-5,NA,NA,NA,-53.536,NA,NA,NA,NA,NA,NA,NA,NA
131897,1.93058,2.95706,-4.19012,NA,NA,NA,-60.203,NA,NA,NA,NA,NA,NA,NA,NA
132118,1.3261,2.62604,-4.30379,NA,NA,NA,NA,NA,NA,NA,-29.53,NA,NA,NA,NA
132307,1.98419,2.26211,-4.45195,-39.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132483,2.50939,1.50626,-4.21794,-35.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132706,2.8887,2.44396,-4.06018,-61.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132888,3.17652,3.21474,-5,-119.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133103,4.17183,2.52006,-5,NA,-214.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133392,3.27134,0.786747,-5,NA,NA,NA,-97.645,NA,NA,NA,NA,NA,NA,NA,NA
133564,2.46563,0.895395,-4.98009,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.327,NA,NA
133626,1.37505,0.497911,-4.68511,NA,NA,NA,NA,NA,NA,NA,-83.567,NA,NA,NA,NA
133934,2.18121,0.851139,-4.65178,NA,NA,NA,NA,NA,-79.889,NA,NA,NA,NA,NA,NA
134199,1.4269,1.63358,-4.6018,NA,NA,NA,NA,NA,NA,NA,-6.845,NA,NA,NA,NA
134277,1.75707,2.64576,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.963,NA,NA
134557,2.76089,4.83801,-4.92907,NA,NA,NA,NA,NA,NA,NA,NA,NA,-245.535,NA,NA
134653,2.96578,5,-4.88914,NA,NA,NA,NA,NA,NA,NA,NA,NA,-278.087,NA,NA
134930,1.84704,3.84327,-4.21283,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.211,NA,NA
135118,0.745467,2.31684,-4.8981,NA,NA,NA,NA,-46.824,NA,NA,NA,NA,NA,NA,NA
135352,-0.10935,2.87177,-4.90638,NA,NA,NA,NA,-115.032,NA,NA,NA,NA,NA,NA,NA
135452,0.738398,1.22907,-4.4236,NA,NA,NA,NA,NA,NA,NA,-48.641,NA,NA,NA,NA
135662,1.73594,1.04407,-5,NA,NA,NA,NA,-33.086,NA,NA,NA,NA,NA,NA,NA
135822,0.614835,2.87614,-5,NA,NA,NA,NA,NA,NA,NA,-73.328,NA,NA,NA,NA
136109,1.90265,2.7862,-5,NA,NA,NA,NA,NA,NA,NA,-41.59,NA,NA,NA,NA
136246,0.277485,2.57511,-4.05888,-112.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136403,0.670583,1.58154,-4.17481,-69.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136711,1.35095,0.91432,-5,-89.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136906,2.84475,1.52355,-5,NA,NA,-85.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
137047,2.50175,2.389,-5,NA,NA,-69.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
137391,3.75767,2.33092,-4.2187,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.416,NA,NA
137407,3.15906,2.96716,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.195,NA,NA
137670,2.77678,2.41614,-5,NA,NA,-86.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
137945,1.36838,2.58895,-4.93376,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.167,NA,NA
138041,1.30974,2.25522,-5,NA,NA,NA,NA,NA,NA,NA,-26.998,NA,NA,NA,NA
138280,1.54972,3.01469,-5,NA,NA,NA,NA,-53.974,NA,NA,NA,NA,NA,NA,NA
138522,1.74039,3.06434,-4.05872,NA,NA,NA,NA,NA,-91.977,NA,NA,NA,NA,NA,NA
138636,2.8449,2.99213,-3.86324,NA,NA,NA,NA,-76.27,NA,NA,NA,NA,NA,NA,NA
138955,3.18887,2.64005,-3.41892,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100.936,NA,NA
139021,2.46744,3.18588,-4.24859,NA,NA,NA,NA,NA,NA,NA,-64.116,NA,NA,NA,NA
139270,2.28991,3.25157,-3.77272,NA,NA,NA,-100.551,NA,NA,NA,NA,NA,NA,NA,NA
139559,1.15517,3.5947,-4.64561,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.748,NA,NA
139614,2.63111,2.56795,-4.5331,NA,NA,-89.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
139925,2.39632,1.9014,-3.14765,-75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140058,1.07224,2.26596,-3.49833,-62.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140310,2.23449,2.31632,-2.61157,NA,NA,-138.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
140599,2.8237,0.520996,-2.2367,NA,NA,NA,NA,NA,NA,NA,NA,NA,-204.873,NA,NA
140673,1.46836,0.696651,-4.5452,NA,NA,NA,NA,NA,NA,NA,-52.646,NA,NA,NA,NA
140985,2.54863,2.61401,-4.59226,NA,NA,NA,NA,-40.602,NA,NA,NA,NA,NA,NA,NA
141129,2.26559,2.62379,-4.83329,NA,NA,NA,NA,NA,-75.325,NA,NA,NA,NA,NA,NA
141351,2.04233,1.72218,-5,NA,NA,NA,NA,-22.233,NA,NA,NA,NA,NA,NA,NA
141404,1.51296,1.51331,-5,NA,NA,NA,NA,NA,-69.189,NA,NA,NA,NA,NA,NA
141757,2.10191,2.00128,-3.85898,NA,NA,NA,NA,NA,NA,NA,NA,-80.603,NA,NA,NA
141823,2.26612,1.48834,-3.09126,NA,NA,NA,-77.378,NA,NA,NA,NA,NA,NA,NA,NA
142002,2.18851,2.01501,-3.5204,NA,NA,NA,-45.321,NA,NA,NA,NA,NA,NA,NA,NA
142212,1.46985,2.92327,-3.62345,NA,NA,NA,NA,NA,NA,NA,-53.324,NA,NA,NA,NA
142471,2.79751,2.2351,-4.3047,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.614,NA,NA
142632,2.02905,2.25561,-5,-44.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142978,0.645288,3.61429,-5,NA,NA,NA,NA,NA,NA,NA,-117.808,NA,NA,NA,NA
143143,-0.160013,3.84808,-5,NA,NA,NA,-199.12,NA,NA,NA,NA,NA,NA,NA,NA
143362,1.13034,2.99124,-3.98577,NA,NA,NA,-75.677,NA,NA,NA,NA,NA,NA,NA,NA
143598,0.923345,2.3063,-5,NA,NA,NA,NA,-48.247,NA,NA,NA,NA,NA,NA,NA
143666,0.734578,3.47627,-3.73771,NA,NA,NA,NA,-106.894,NA,NA,NA,NA,NA,NA,NA
143835,0.914361,1.92293,-3.05923,NA,NA,NA,NA,NA,NA,NA,-68.034,NA,NA,NA,NA
144093,1.76232,2.29728,-4.17026,NA,NA,NA,NA,NA,NA,NA,-13.202,NA,NA,NA,NA
144201,2.69518,1.79584,-5,-49.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144479,4.41485,1.03178,-4.8743,-189.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144793,3.45932,2.19157,-5,-99.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144885,3.26618,2.86709,-5,-104.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145083,1.8932,2.39995,-5,NA,NA,NA,NA,-27.992,NA,NA,NA,NA,NA,NA,NA
145387,0.682452,3.49464,-4.57453,NA,NA,NA,NA,-100.61,NA,NA,NA,NA,NA,NA,NA
145595,1.13809,2.90129,-4.93629,-73.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145751,0.647672,1.55266,-5,-80.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145872,2.27385,3.23771,-5,NA,NA,NA,NA,NA,NA,NA,-70.272,NA,NA,NA,NA
146010,2.57344,1.30184,-4.59322,NA,NA,NA,NA,NA,NA,NA,-24.53,NA,NA,NA,NA
146382,2.69216,2.16502,-4.94214,NA,NA,NA,NA,-42.94,NA,NA,NA,NA,NA,NA,NA
146598,2.79667,2.54668,-5,NA,NA,NA,NA,-53.439,NA,NA,NA,NA,NA,NA,NA
146788,3.18771,2.36528,-5,NA,NA,NA,NA,NA,NA,NA,-65.164,NA,NA,NA,NA
146811,2.49235,3.35405,-3.71322,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.723,NA,NA
147195,1.68798,3.23338,-3.37301,NA,NA,-140.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
147352,2.44817,2.09633,-4.67864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155.933,NA
147586,1.83429,1.7004,-4.43744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.558,NA
147798,2.20972,0.99124,-5,-52.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147829,1.77582,1.41595,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.229,NA,NA
148172,2.27274,3.22939,-5,NA,NA,-102.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
148385,1.25419,1.60072,-5,NA,NA,NA,NA,NA,NA,NA,-22.994,NA,NA,NA,NA
148428,1.25606,1.00874,-5,NA,NA,NA,NA,-53.106,NA,NA,NA,NA,NA,NA,NA
148750,1.42963,1.42715,-4.10802,NA,NA,NA,NA,NA,NA,NA,-7.777,NA,NA,NA,NA
