id,x0,x1,x2,fitness-3,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-2.5
148230,-1.98025,5,-5,NA,NA,-81.634,NA,NA,NA
148533,-1.39301,3.96338,-4.61253,NA,NA,-49.321,NA,NA,NA
148666,-1.92607,4.44279,-5,NA,NA,-58.077,NA,NA,NA
148860,-1.8847,4.41531,-5,NA,-80.6,NA,NA,NA,NA
149165,-1.63157,3.90182,-5,NA,-84.133,NA,NA,NA,NA
149302,-2.91581,4.24497,-5,NA,NA,NA,NA,-76.93,NA
149514,-2.8118,3.27788,-4.57946,NA,NA,-83.857,NA,NA,NA
149721,-2.87945,3.74925,-5,NA,NA,NA,-66.694,NA,NA
149917,-3.39704,3.96565,-5,NA,NA,NA,NA,-96.763,NA
150169,-1.67458,4.23587,-4.44612,NA,NA,-62.625,NA,NA,NA
150392,-1.34989,3.85235,-4.61533,NA,NA,NA,NA,-26.144,NA
150405,-1.48828,4.31769,-4.976,NA,NA,-62.997,NA,NA,NA
150699,-2.05796,4.47251,-5,NA,NA,-58.619,NA,NA,NA
150871,-1.94597,3.97863,-5,NA,NA,-41.649,NA,NA,NA
151020,-1.32743,4.07895,-5,NA,NA,-56.543,NA,NA,NA
151275,-1.3924,3.61012,-4.87403,NA,-52.052,NA,NA,NA,NA
151457,-1.60837,4.21211,-5,NA,-61.797,NA,NA,NA,NA
151648,-1.71308,3.52712,-5,NA,NA,NA,-20.369,NA,NA
151978,-1.78909,4.30003,-5,NA,NA,NA,-43.561,NA,NA
152094,-0.979579,3.37837,-5,NA,NA,NA,NA,-76.28,NA
152366,-1.79131,3.00024,-4.37619,NA,NA,-69.72,NA,NA,NA
152473,-0.420896,3.68929,-5,NA,NA,-184.196,NA,NA,NA
152622,-1.5617,4.88913,-5,NA,NA,NA,NA,-71.612,NA
152882,-1.21221,3.92742,-5,NA,NA,NA,NA,-37.796,NA
153004,-2.23769,4.18553,-5,NA,NA,-48.506,NA,NA,NA
153351,-0.904791,3.34765,-5,NA,NA,-103.594,NA,NA,NA
153530,-1.22545,3.22281,-5,NA,NA,-78.816,NA,NA,NA
153748,-1.58674,3.21268,-5,NA,NA,NA,NA,-45.816,NA
153924,-1.80314,3.23139,-5,NA,NA,-55.284,NA,NA,NA
154024,-2.31608,4.11662,-5,NA,NA,-49.806,NA,NA,NA
154230,-1.85093,3.74789,-5,NA,NA,-43.109,NA,NA,NA
154419,-2.70895,3.50807,-4.88592,NA,NA,NA,NA,-59.521,NA
154615,-1.29888,3.75157,-5,NA,NA,-39.958,NA,NA,NA
154901,-1.90183,3.26152,-5,NA,NA,-64.929,NA,NA,NA
155072,-1.92169,4.32376,-5,NA,NA,NA,NA,-36.13,NA
155396,-2.04094,2.96479,-4.61563,NA,NA,-76.72,NA,NA,NA
155467,-1.03107,5,-4.88442,NA,NA,NA,-108.882,NA,NA
155721,-3.13788,5,-3.77133,NA,NA,NA,NA,-133.046,NA
155865,-2.84465,4.60815,-4.36443,NA,NA,NA,-91.183,NA,NA
156154,-2.08134,3.95474,-4.14543,NA,NA,-73.374,NA,NA,NA
156345,-2.74724,4.55261,-4.73367,NA,NA,NA,-80.406,NA,NA
156518,-1.51141,4.36627,-5,NA,NA,NA,NA,-48.031,NA
156733,-2.04299,5,-5,NA,NA,-77.822,NA,NA,NA
156822,-1.3533,3.88783,-5,NA,NA,NA,-15.451,NA,NA
157046,-1.22929,4.31639,-4.65072,NA,NA,NA,NA,-51.583,NA
157224,-2.03425,3.99116,-4.62341,NA,NA,-48.515,NA,NA,NA
157460,-1.69792,3.53492,-4.55288,NA,NA,-36.063,NA,NA,NA
157770,-1.50337,4.18984,-4.99984,NA,NA,-55.073,NA,NA,NA
157910,-1.20702,5,-5,NA,NA,-88.844,NA,NA,NA
158156,-1.74991,4.13056,-4.71426,NA,NA,-40.407,NA,NA,NA
158312,-1.07971,3.24506,-5,NA,NA,-68.793,NA,NA,NA
158472,-1.84858,3.58088,-5,NA,NA,-45.461,NA,NA,NA
158669,-1.17146,4.53877,-5,NA,NA,NA,-68.255,NA,NA
158950,-1.73978,5,-5,NA,NA,-71.824,NA,NA,NA
159060,-1.29062,5,-5,NA,NA,-93.242,NA,NA,NA
159343,-1.12493,3.54929,-5,NA,NA,-54.195,NA,NA,NA
159572,-2.46275,3.86323,-5,NA,NA,-54.525,NA,NA,NA
159749,-1.94818,4.00769,-5,NA,NA,NA,NA,-34.487,NA
159823,-2.40352,4.52445,-4.4172,NA,NA,NA,-71.549,NA,NA
160133,-1.7783,5,-5,NA,NA,-73.494,NA,NA,NA
160324,-2.03931,3.23417,-5,NA,NA,NA,NA,-46.091,NA
160474,-1.88265,2.80072,-5,NA,NA,-86.576,NA,NA,NA
160634,-2.08599,2.29484,-5,NA,NA,-142.313,NA,NA,NA
160833,-2.44225,3.5801,-5,NA,NA,NA,NA,-53.383,NA
161013,-0.981457,3.30259,-5,NA,NA,-74.896,NA,NA,NA
161257,-1.77634,3.4021,-5,NA,NA,NA,NA,-26.704,NA
161484,-1.98113,4.43283,-5,NA,NA,NA,NA,-43.993,NA
161709,-1.90035,4.70128,-5,NA,NA,NA,NA,-59.263,NA
161869,-2.75847,5,-5,NA,-119.213,NA,NA,NA,NA
162020,-2.65439,4.81335,-5,NA,NA,NA,NA,NA,-154.362
162379,-1.62596,4.8836,-5,-117.251,NA,NA,NA,NA,NA
162549,-1.79997,5,-5,-135.381,NA,NA,NA,NA,NA
162746,-1.75319,5,-5,NA,NA,NA,-80.305,NA,NA
162806,-2.19832,4.08007,-4.72085,NA,NA,-47.74,NA,NA,NA
163115,-2.14882,4.97819,-5,NA,NA,NA,NA,-72.676,NA
163345,-1.91186,5,-5,NA,NA,-79.67,NA,NA,NA
163547,-1.01244,5,-5,NA,NA,-92.38,NA,NA,NA
163644,-1.53614,5,-5,NA,-106.691,NA,NA,NA,NA
163891,-1.30523,5,-5,NA,NA,NA,NA,-81.697,NA
164124,-2.19643,3.88433,-4.5619,NA,NA,-51.899,NA,NA,NA
164267,-2.59298,3.72056,-5,NA,NA,NA,NA,-67.465,NA
164566,-1.60482,4.44157,-5,NA,NA,-49.285,NA,NA,NA
164621,-1.50755,5,-5,NA,NA,-83.99,NA,NA,NA
164855,-1.34937,4.23553,-5,NA,NA,-72.063,NA,NA,NA
165126,-1.12767,3.46539,-5,NA,NA,NA,NA,-40.179,NA
165228,-2.17432,4.32226,-5,NA,-68.629,NA,NA,NA,NA
165600,-2.57348,4.30897,-5,NA,NA,-63.629,NA,NA,NA
165642,-1.66608,5,-5,NA,NA,-72.8,NA,NA,NA
165869,-1.61349,5,-3.86491,NA,NA,-99.577,NA,NA,NA
166050,-1.62707,3.89957,-3.95429,NA,NA,-85.586,NA,NA,NA
166263,-0.75087,3.94723,-4.73436,NA,NA,NA,-95.027,NA,NA
166587,-0.873649,4.02294,-5,NA,NA,NA,-73.684,NA,NA
166770,-1.19989,4.59672,-5,NA,NA,-80.163,NA,NA,NA
166814,-1.78156,3.50143,-5,NA,NA,-40.987,NA,NA,NA
167134,-1.60646,3.46599,-5,NA,NA,-40.511,NA,NA,NA
167393,-2.32419,4.10838,-5,NA,NA,-50.43,NA,NA,NA
167484,-2.85142,3.9562,-5,NA,NA,-74.854,NA,NA,NA
167653,-1.70642,3.98551,-5,NA,NA,NA,NA,-17.55,NA
167974,-2.36021,3.64572,-5,NA,NA,-61.191,NA,NA,NA
168072,-2.80961,3.36985,-4.6385,NA,NA,NA,NA,-77.198,NA
168394,-2.44912,4.27384,-5,NA,NA,-57.921,NA,NA,NA
168576,-2.71058,4.19703,-5,NA,NA,-74.243,NA,NA,NA
168622,-2.55132,4.53165,-4.96008,NA,NA,-67.523,NA,NA,NA
168947,-1.72387,4.30384,-5,NA,NA,-38.272,NA,NA,NA
169124,-2.39636,3.81638,-4.94121,NA,NA,-67.809,NA,NA,NA
169332,-2.99151,3.05125,-4.69805,NA,NA,NA,-92.162,NA,NA
169467,-2.00773,3.39612,-5,NA,NA,NA,NA,-23.417,NA
169711,-2.06868,4.1485,-4.75032,NA,NA,NA,NA,-44.461,NA
169971,-1.73104,4.35586,-5,NA,-53.044,NA,NA,NA,NA
170120,-1.4545,4.20576,-5,NA,NA,-62.756,NA,NA,NA
170339,-1.58385,3.03995,-5,NA,NA,NA,NA,-50.94,NA
170559,-1.93453,3.86006,-5,NA,NA,NA,-34.69,NA,NA
170725,-2.55177,3.55101,-4.49263,NA,NA,-67.863,NA,NA,NA
170990,-1.67135,4.18945,-4.5632,NA,NA,-54.638,NA,NA,NA
171102,-1.32336,5,-4.69386,NA,NA,-95.247,NA,NA,NA
171283,-2.01907,4.50077,-4.38786,NA,NA,-63.197,NA,NA,NA
171505,-2.11532,4.18307,-5,NA,NA,NA,NA,-39.098,NA
171642,-2.00414,4.9206,-4.83424,NA,NA,-72.948,NA,NA,NA
171896,-2.29238,3.79066,-4.99003,NA,NA,-65.05,NA,NA,NA
172015,-1.99172,4.61728,-5,NA,NA,-53.132,NA,NA,NA
172291,-2.19225,3.98603,-5,NA,NA,NA,NA,-38.927,NA
172464,-2.10291,3.73286,-5,NA,NA,NA,NA,-36.996,NA
172650,-1.13791,3.77873,-5,NA,NA,-75.915,NA,NA,NA
172816,-1.62141,3.16699,-4.49312,NA,NA,NA,NA,-62.301,NA
173113,-2.49074,3.87299,-4.05609,NA,NA,NA,NA,-76.861,NA
173303,-2.28957,4.1267,-4.12409,NA,NA,-76.785,NA,NA,NA
173592,-2.68624,4.51437,-5,NA,NA,-69.332,NA,NA,NA
173745,-2.37695,5,-5,NA,NA,NA,NA,-81.504,NA
173925,-2.31714,5,-5,NA,NA,-76.956,NA,NA,NA
174175,-1.95209,4.82812,-5,NA,NA,-63.814,NA,NA,NA
174293,-2.57075,4.36491,-5,NA,NA,-71.246,NA,NA,NA
174479,-2.34748,5,-5,NA,NA,-77.721,NA,NA,NA
174665,-2.072,5,-4.30715,NA,NA,-79.638,NA,NA,NA
174839,-1.49352,3.86703,-5,NA,NA,-37.549,NA,NA,NA
175071,-1.8366,3.59013,-5,NA,NA,NA,NA,-17.073,NA
175231,-1.68055,4.01763,-5,NA,NA,NA,-46.718,NA,NA
175438,-1.74768,3.62535,-5,NA,NA,NA,-45.041,NA,NA
175656,-2.02046,4.09331,-5,NA,NA,NA,-37.445,NA,NA
175900,-1.75784,3.71813,-5,NA,-64.184,NA,NA,NA,NA
176166,-1.42264,3.04444,-4.91026,NA,NA,NA,NA,-79.825,NA
176359,-1.67451,3.41859,-4.87025,NA,NA,NA,NA,-20.403,NA
176513,-1.5017,3.11123,-4.79217,NA,NA,NA,NA,-49.866,NA
176674,-1.54096,3.11804,-5,NA,NA,NA,-85.529,NA,NA
176818,-1.54671,3.73499,-5,NA,NA,-33.056,NA,NA,NA
177125,-1.44766,4.10434,-5,NA,NA,NA,NA,-23.261,NA
177216,-1.91587,3.27174,-5,NA,NA,-66.437,NA,NA,NA
177530,-1.26118,3.19977,-5,NA,NA,-81.726,NA,NA,NA
177780,-1.80361,4.62938,-5,NA,NA,-61.606,NA,NA,NA
177826,-1.20864,4.52445,-5,NA,NA,NA,NA,-63.921,NA
178042,-2.41608,4.61021,-5,NA,NA,NA,NA,-60.229,NA
178382,-2.69945,3.42745,-5,NA,NA,-81.975,NA,NA,NA
178513,-2.34011,4.56585,-3.86697,NA,NA,NA,-111.854,NA,NA
178792,-3.4968,4.35124,-4.46316,NA,NA,NA,-111.325,NA,NA
178873,-2.28497,4.25099,-5,NA,NA,NA,NA,-59.835,NA
179054,-1.40933,4.919,-5,NA,NA,NA,NA,-77.374,NA
179379,-1.60945,3.28211,-5,NA,-92.885,NA,NA,NA,NA
179517,-1.73941,5,-4.33016,NA,NA,NA,NA,-80.828,NA
179729,-1.98486,4.17195,-5,NA,NA,-58.248,NA,NA,NA
179935,-1.59629,4.47102,-4.34661,NA,NA,NA,NA,-60.394,NA
180120,-1.29519,4.10062,-5,NA,NA,-49.659,NA,NA,NA
180243,-1.82193,3.48357,-4.31874,NA,NA,NA,NA,-41.946,NA
180520,-1.77216,3.71496,-4.14106,NA,NA,-59.693,NA,NA,NA
180706,-1.54251,3.30946,-5,NA,NA,-57.233,NA,NA,NA
180960,-1.39207,4.26076,-5,NA,NA,NA,NA,-38.233,NA
181113,-2.35491,4.61766,-5,NA,NA,-70.468,NA,NA,NA
181231,-2.0634,5,-4.50963,NA,NA,-78.678,NA,NA,NA
181549,-2.17086,5,-5,NA,NA,-78.372,NA,NA,NA
181746,-1.92927,4.95639,-4.63931,NA,NA,NA,NA,-73.159,NA
181802,-2.03864,4.33003,-3.95766,NA,NA,NA,-73.137,NA,NA
182152,-1.60896,5,-4.70353,NA,NA,-75.75,NA,NA,NA
182208,-1.61567,3.98758,-5,NA,NA,-40.124,NA,NA,NA
182499,-1.61604,4.456,-5,NA,NA,-55.792,NA,NA,NA
182669,-2.52414,3.66424,-5,NA,NA,-59.797,NA,NA,NA
182878,-2.23452,3.40719,-3.51722,NA,NA,-111.836,NA,NA,NA
183090,-2.33371,3.74242,-4.79414,NA,NA,-70.36,NA,NA,NA
183383,-2.03973,4.24948,-5,NA,NA,-62.579,NA,NA,NA
183508,-2.14601,5,-4.58776,NA,NA,NA,-85.339,NA,NA
183704,-2.09271,4.7195,-4.44789,-124.751,NA,NA,NA,NA,NA
183894,-2.29345,4.96952,-4.84942,NA,NA,NA,-79.767,NA,NA
184040,-2.06406,5,-5,NA,-99.113,NA,NA,NA,NA
184284,-1.87469,5,-5,NA,-110.231,NA,NA,NA,NA
184403,-2.09988,4.53887,-5,NA,NA,-56.337,NA,NA,NA
184650,-1.08189,3.55068,-4.46473,NA,NA,NA,NA,-48.136,NA
184912,-1.1165,2.9482,-4.76703,NA,NA,NA,-61.937,NA,NA
185082,-1.8596,2.643,-5,NA,NA,NA,-128.649,NA,NA
185281,-2.67811,2.77137,-4.83264,NA,NA,-88.766,NA,NA,NA
185492,-3.24355,2.69062,-5,NA,NA,NA,NA,-121.391,NA
185701,-2.32509,2.12109,-5,NA,NA,NA,NA,-123.557,NA
185955,-1.92348,4.15877,-5,NA,NA,-53.779,NA,NA,NA
186061,-1.04988,5,-5,NA,NA,-89.194,NA,NA,NA
186271,-1.26419,5,-4.57858,NA,NA,-90.591,NA,NA,NA
186432,-0.996986,4.30394,-4.84498,NA,NA,-52.555,NA,NA,NA
186699,-1.24525,3.91149,-4.63839,NA,NA,NA,NA,-34.645,NA
186970,-2.52918,3.88268,-5,NA,NA,-56.281,NA,NA,NA
187026,-2.02915,3.63568,-4.57927,NA,NA,-52.29,NA,NA,NA
187376,-1.41644,3.76846,-4.42736,NA,NA,NA,NA,-36.177,NA
187582,-2.30172,3.58636,-4.27714,NA,NA,-69.933,NA,NA,NA
187684,-1.44261,4.03281,-4.58592,NA,NA,NA,NA,-24.241,NA
187828,-1.50968,4.70286,-4.29939,NA,-122.254,NA,NA,NA,NA
188167,-2.21285,5,-5,NA,NA,-77.256,NA,NA,NA
188212,-2.35978,5,-5,NA,NA,-76.417,NA,NA,NA
188454,-1.19844,3.90745,-5,NA,NA,-60.459,NA,NA,NA
188712,-1.57155,4.28997,-5,NA,NA,-48.254,NA,NA,NA
188958,-1.23834,4.1786,-4.768,NA,NA,-62.845,NA,NA,NA
189175,-1.56968,4.77039,-4.83434,NA,NA,-76.549,NA,NA,NA
189354,-1.40586,4.84663,-5,NA,NA,NA,NA,-80.358,NA
189574,-2.03845,3.03281,-4.77836,NA,NA,NA,NA,-86.901,NA
189799,-2.8996,3.32202,-4.95967,NA,NA,-71.993,NA,NA,NA
189982,-1.92108,4.39899,-5,NA,NA,NA,-64.461,NA,NA
190142,-2.42555,4.85022,-4.64285,NA,NA,NA,NA,-72.908,NA
190356,-2.4021,3.98731,-4.57424,NA,NA,-59.589,NA,NA,NA
190533,-1.79632,3.75517,-4.12584,NA,NA,-61.984,NA,NA,NA
190680,-1.45165,3.9467,-5,NA,NA,-38.678,NA,NA,NA
190903,-0.883317,3.73812,-4.97618,NA,NA,NA,-82.613,NA,NA
191166,-1.15253,3.92804,-5,NA,NA,-59.028,NA,NA,NA
191241,-1.1346,4.77436,-4.70399,NA,NA,NA,-74.715,NA,NA
191505,-1.5901,3.39079,-4.94777,NA,NA,NA,-28.523,NA,NA
191683,-2.1829,3.91865,-4.90292,NA,NA,NA,-50.66,NA,NA
191910,-1.98348,3.20552,-5,NA,NA,NA,-55.978,NA,NA
192004,-1.98557,3.65226,-4.449,NA,NA,NA,NA,-33.961,NA
192300,-2.20093,3.22861,-4.12353,NA,NA,NA,NA,-83.789,NA
192424,-2.78998,2.969,-4.8666,NA,NA,-89.504,NA,NA,NA
192675,-2.15093,2.87041,-5,NA,NA,NA,NA,-83.022,NA
192984,-1.24882,3.1262,-5,NA,NA,-75.874,NA,NA,NA
193013,-1.38295,3.69476,-5,NA,NA,-28.976,NA,NA,NA
193379,-0.450433,3.29473,-4.77436,NA,NA,-91.701,NA,NA,NA
193586,-0.799399,3.44683,-5,NA,NA,NA,NA,-57.816,NA
193636,-1.33528,3.88617,-5,NA,NA,-33.921,NA,NA,NA
193966,-1.02295,3.5631,-4.922,NA,NA,-66.999,NA,NA,NA
194157,-1.6635,4.33087,-4.60504,NA,NA,-53.471,NA,NA,NA
194363,-1.51833,4.82023,-5,NA,NA,NA,NA,-72.821,NA
194407,-1.74132,3.66791,-4.85182,NA,NA,NA,NA,-10.746,NA
194608,-2.59558,3.56219,-5,NA,NA,-68.506,NA,NA,NA
194823,-1.10779,3.82686,-5,NA,NA,NA,NA,-17.878,NA
195181,-2.24076,3.48122,-4.77603,NA,NA,NA,NA,-53.958,NA
195292,-1.58591,5,-4.63786,NA,NA,-80.845,NA,NA,NA
195409,-1.89142,4.75922,-5,NA,NA,NA,NA,-66.242,NA
195725,-2.7764,5,-5,NA,NA,-92.947,NA,NA,NA
195803,-2.08433,4.53018,-5,NA,NA,-57.286,NA,NA,NA
196059,-0.937501,3.32772,-5,NA,NA,-89.433,NA,NA,NA
196239,-2.99403,3.54383,-5,NA,NA,-78.705,NA,NA,NA
196471,-2.35133,4.89056,-4.5845,NA,NA,NA,-81.052,NA,NA
196764,-2.69072,4.9212,-3.70851,NA,-130.492,NA,NA,NA,NA
196887,-2.31668,5,-4.2712,NA,NA,NA,-93.435,NA,NA
197042,-1.74805,4.00737,-4.84438,NA,NA,-47.031,NA,NA,NA
197384,-2.2078,3.31532,-5,NA,NA,-53.939,NA,NA,NA
197418,-1.33077,3.77946,-5,NA,NA,-34.811,NA,NA,NA
197742,-1.62725,3.66812,-3.87574,NA,NA,NA,NA,-75.233,NA
197825,-2.43321,2.82715,-4.89718,NA,NA,NA,-86.839,NA,NA
198085,-3.32772,3.59915,-5,NA,NA,-98.439,NA,NA,NA
198237,-1.38794,3.83098,-4.35406,NA,NA,NA,NA,-40.525,NA
198413,-1.96645,3.7396,-4.00347,NA,NA,-71.902,NA,NA,NA
198751,-1.7267,4.52009,-4.43795,NA,NA,-61.848,NA,NA,NA
198933,-2.37825,3.56039,-5,NA,NA,-56.461,NA,NA,NA
199166,-1.74256,4.71404,-5,NA,NA,-77.466,NA,NA,NA
199205,-2.19827,3.53475,-5,NA,NA,-52.989,NA,NA,NA
199408,-0.714107,3.62225,-5,NA,NA,-102.743,NA,NA,NA
199671,-1.91069,4.19883,-5,NA,NA,-54.64,NA,NA,NA
200000,-2.22342,4.14718,-5,NA,NA,-49.525,NA,NA,NA
