id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-1,fitness-4.5
115652,1.5875,2.14634,-4.5595,-25.855,NA,NA,NA,NA,NA,NA,NA,NA
115990,1.59558,2.0273,-4.58984,NA,NA,NA,-14.068,NA,NA,NA,NA,NA
116114,1.0817,2.11327,-3.8741,-37.358,NA,NA,NA,NA,NA,NA,NA,NA
116227,0.483414,1.70248,-4.78333,NA,NA,NA,NA,-52.569,NA,NA,NA,NA
116533,1.74945,1.96574,-4.20147,NA,NA,NA,-7.127,NA,NA,NA,NA,NA
116758,2.37467,1.6136,-4.56148,NA,NA,NA,-22.664,NA,NA,NA,NA,NA
116871,1.52327,1.34432,-4.56763,NA,NA,NA,-9.661,NA,NA,NA,NA,NA
117094,1.91758,1.29598,-3.98743,NA,NA,NA,NA,-8.668,NA,NA,NA,NA
117265,2.28678,1.91227,-4.8367,NA,NA,NA,NA,-16.327,NA,NA,NA,NA
117430,2.11538,1.66911,-4.22444,-33.951,NA,NA,NA,NA,NA,NA,NA,NA
117633,1.45554,1.02845,-4.52371,NA,NA,NA,NA,-24.972,NA,NA,NA,NA
117997,1.8634,1.45545,-4.96824,NA,NA,NA,-17.268,NA,NA,NA,NA,NA
118115,2.44069,0.957809,-4.30866,NA,NA,NA,NA,-32.37,NA,NA,NA,NA
118384,1.78825,1.54751,-3.84382,NA,NA,NA,NA,-9.214,NA,NA,NA,NA
118448,1.78502,1.51716,-4.69409,NA,NA,NA,NA,-5.347,NA,NA,NA,NA
118605,1.8922,1.61056,-4.04586,NA,NA,NA,NA,NA,-6.593,NA,NA,NA
118855,1.41508,2.51406,-3.28564,NA,NA,NA,-54.848,NA,NA,NA,NA,NA
119143,2.51442,2.07815,-4.83902,NA,NA,NA,NA,-26.01,NA,NA,NA,NA
119234,2.07683,1.58058,-4.41252,NA,NA,NA,NA,NA,-5.826,NA,NA,NA
119468,2.47369,2.11038,-3.63104,NA,NA,NA,NA,-32.454,NA,NA,NA,NA
119635,2.7613,1.72525,-4.6352,NA,NA,NA,NA,NA,-30.616,NA,NA,NA
119821,1.94608,2.10522,-4.02311,NA,NA,NA,NA,NA,-17.358,NA,NA,NA
120047,1.94182,2.81592,-4.02764,NA,NA,NA,NA,NA,-44.826,NA,NA,NA
120341,1.00672,1.69168,-4.03519,NA,NA,NA,NA,-22.358,NA,NA,NA,NA
120436,1.52947,2.02108,-3.78095,NA,NA,NA,-16.273,NA,NA,NA,NA,NA
120684,1.93924,1.96725,-4.93289,NA,NA,NA,NA,NA,-20.258,NA,NA,NA
120836,1.94398,1.90537,-3.67606,-35.439,NA,NA,NA,NA,NA,NA,NA,NA
121093,2.18926,1.34141,-3.75737,NA,NA,NA,NA,NA,-31.654,NA,NA,NA
121212,1.92256,1.09581,-4.04277,NA,NA,NA,-22.697,NA,NA,NA,NA,NA
121600,1.4985,2.0834,-4.93837,NA,NA,-51.664,NA,NA,NA,NA,NA,NA
121656,1.28917,1.87538,-4.06854,NA,NA,NA,-14.151,NA,NA,NA,NA,NA
121952,1.72772,1.41601,-3.88886,NA,NA,NA,NA,-10.238,NA,NA,NA,NA
122134,1.45999,1.45434,-4.94681,NA,NA,NA,NA,NA,-24.704,NA,NA,NA
122316,2.0595,1.6695,-4.70816,NA,NA,NA,NA,-7.568,NA,NA,NA,NA
122472,1.76709,2.66705,-4.56834,NA,NA,NA,-29.552,NA,NA,NA,NA,NA
122748,1.62537,1.63158,-4.8607,NA,NA,NA,NA,NA,-16.816,NA,NA,NA
122915,2.09422,2.2526,-4.22979,NA,NA,NA,NA,NA,-16.34,NA,NA,NA
123103,1.39344,1.81875,-4.68517,NA,NA,NA,NA,NA,NA,-37.101,NA,NA
123396,1.86265,1.94521,-4.29493,NA,NA,NA,NA,NA,-17.739,NA,NA,NA
123477,1.66686,2.11543,-4.64486,NA,NA,NA,NA,NA,-13.783,NA,NA,NA
123712,1.45841,2.23232,-4.17909,NA,NA,NA,NA,-13.772,NA,NA,NA,NA
123850,0.749092,1.77476,-3.6724,NA,NA,NA,NA,NA,-51.884,NA,NA,NA
124121,1.51329,1.78484,-4.5776,NA,NA,NA,NA,-5.989,NA,NA,NA,NA
124355,1.68325,1.44142,-4.92522,NA,NA,NA,NA,-14.375,NA,NA,NA,NA
124458,2.37556,1.17529,-4.53447,NA,NA,NA,-24.914,NA,NA,NA,NA,NA
124711,2.37041,1.20168,-4.66072,NA,NA,NA,NA,-21.564,NA,NA,NA,NA
124970,1.73973,0.699316,-4.83365,NA,NA,NA,NA,-53.787,NA,NA,NA,NA
125115,0.897365,1.88387,-4.92494,NA,NA,NA,NA,-33.855,NA,NA,NA,NA
125284,1.12036,1.17857,-4.52752,NA,NA,NA,NA,NA,-35.939,NA,NA,NA
125435,1.8277,0.638834,-4.05667,NA,NA,NA,NA,NA,-62.685,NA,NA,NA
125650,1.07619,1.70352,-4.5735,NA,NA,NA,NA,NA,-25.637,NA,NA,NA
125978,1.55751,1.94096,-3.9032,NA,NA,NA,NA,NA,-18.34,NA,NA,NA
126135,2.74546,0.950351,-3.65595,NA,NA,NA,NA,NA,-60.071,NA,NA,NA
126392,3.04947,0.943226,-4.57493,NA,NA,NA,NA,NA,-62.304,NA,NA,NA
126483,2.76958,1.14252,-4.90635,NA,NA,NA,NA,-42.858,NA,NA,NA,NA
126604,2.82729,2.77668,-3.9597,NA,NA,NA,NA,-59.76,NA,NA,NA,NA
126900,2.8559,1.89805,-4.66344,NA,NA,-76.397,NA,NA,NA,NA,NA,NA
127138,1.6571,1.00816,-4.58542,NA,NA,NA,NA,-21.321,NA,NA,NA,NA
127312,1.59043,1.38055,-3.84308,NA,NA,NA,NA,NA,-24.967,NA,NA,NA
127429,1.74768,2.22348,-4.69648,-28.502,NA,NA,NA,NA,NA,NA,NA,NA
127745,2.35429,1.67787,-3.46452,NA,NA,NA,-39.757,NA,NA,NA,NA,NA
127837,1.5003,1.99188,-3.99306,NA,NA,NA,NA,NA,-14.999,NA,NA,NA
128123,0.972901,1.68906,-4.99698,NA,NA,NA,NA,NA,-37.913,NA,NA,NA
128380,1.61433,2.14537,-4.59405,-35.739,NA,NA,NA,NA,NA,NA,NA,NA
128429,2.33381,2.90677,-3.70791,NA,NA,NA,NA,-55.353,NA,NA,NA,NA
128654,1.55752,2.40986,-2.98265,NA,NA,NA,NA,NA,-70.169,NA,NA,NA
128960,1.54929,2.20272,-4.43933,NA,NA,NA,NA,-11.53,NA,NA,NA,NA
129013,1.45214,2.73378,-4.43094,NA,NA,NA,NA,NA,-35.772,NA,NA,NA
129256,1.82127,2.49635,-4.41992,NA,NA,NA,NA,-19.396,NA,NA,NA,NA
129523,1.5922,3.02889,-4.27228,NA,NA,NA,NA,-45.056,NA,NA,NA,NA
129619,1.51631,1.97072,-4.77725,NA,NA,NA,NA,-12.411,NA,NA,NA,NA
129950,0.953608,1.72539,-3.58991,NA,NA,NA,NA,-40.781,NA,NA,NA,NA
130049,1.65937,1.38713,-4.91757,NA,NA,NA,NA,-15.079,NA,NA,NA,NA
130318,1.02834,1.27925,-3.69279,NA,NA,NA,NA,-40.414,NA,NA,NA,NA
130489,1.57025,1.49374,-4.67322,NA,NA,NA,NA,-6.444,NA,NA,NA,NA
130766,1.50576,1.21348,-4.44211,NA,NA,NA,NA,-12.2,NA,NA,NA,NA
130880,2.14591,1.47528,-4.86435,NA,NA,NA,NA,-14.247,NA,NA,NA,NA
131009,1.51024,2.35338,-4.23831,NA,NA,NA,NA,-16.612,NA,NA,NA,NA
131266,2.2615,2.11326,-4.32198,NA,NA,NA,NA,NA,-19.849,NA,NA,NA
131492,1.87046,2.32391,-4.48321,NA,NA,NA,-17.954,NA,NA,NA,NA,NA
131685,1.68793,1.26217,-4.41136,NA,NA,NA,-12.947,NA,NA,NA,NA,NA
131942,1.66781,1.24051,-4.61063,NA,NA,NA,-24.802,NA,NA,NA,NA,NA
132179,1.19906,1.5799,-3.94244,NA,NA,NA,NA,NA,-25.118,NA,NA,NA
132290,2.39806,2.30341,-4.98104,NA,NA,NA,NA,-30.074,NA,NA,NA,NA
132424,1.74422,1.01044,-4.26486,NA,NA,NA,-24.377,NA,NA,NA,NA,NA
132653,1.48125,1.95187,-4.96267,NA,NA,NA,-20.48,NA,NA,NA,NA,NA
132956,1.37079,1.47675,-4.1886,NA,NA,NA,-9.157,NA,NA,NA,NA,NA
133049,1.66723,1.71261,-4.71382,NA,NA,NA,NA,-6.141,NA,NA,NA,NA
133323,1.58735,2.38664,-4.71807,NA,NA,NA,NA,-20.338,NA,NA,NA,NA
133538,2.0627,2.3231,-4.43143,NA,NA,NA,NA,-16.742,NA,NA,NA,NA
133622,2.10534,2.96797,-3.83437,NA,NA,NA,NA,-50.367,NA,NA,NA,NA
133845,1.82329,3.12344,-4.1555,NA,NA,NA,NA,-50.566,NA,NA,NA,NA
134166,2.11079,1.6478,-4.30565,NA,NA,NA,-9.75,NA,NA,NA,NA,NA
134288,2.5924,2.06085,-3.74488,-51.424,NA,NA,NA,NA,NA,NA,NA,NA
134556,1.76724,2.62219,-4.94942,NA,NA,NA,-42.648,NA,NA,NA,NA,NA
134703,1.67121,2.3846,-4.79704,NA,NA,NA,NA,-20.733,NA,NA,NA,NA
134823,1.46747,1.60844,-4.17426,-20.462,NA,NA,NA,NA,NA,NA,NA,NA
135084,2.03147,2.3658,-3.95831,NA,NA,NA,-23.613,NA,NA,NA,NA,NA
135386,2.01494,1.29015,-4.50974,NA,NA,NA,NA,-7.286,NA,NA,NA,NA
135446,1.01145,2.36616,-4.37623,NA,NA,NA,NA,-29.54,NA,NA,NA,NA
135648,1.37772,2.04573,-4.05415,NA,NA,NA,NA,-13.439,NA,NA,NA,NA
135997,1.61555,1.94911,-3.88276,NA,NA,NA,NA,-11.479,NA,NA,NA,NA
136151,1.13338,0.606141,-4.40626,NA,NA,NA,-84.702,NA,NA,NA,NA,NA
136375,2.12414,1.84409,-4.40837,NA,NA,NA,NA,NA,-11.781,NA,NA,NA
136424,1.89003,1.58538,-4.7994,NA,NA,NA,NA,NA,-23.336,NA,NA,NA
136686,2.83248,1.8883,-4.49084,NA,NA,NA,NA,-30.351,NA,NA,NA,NA
136886,2.27525,0.755122,-4.32292,NA,NA,NA,-48.557,NA,NA,NA,NA,NA
137096,1.64382,0.987678,-4.81639,NA,NA,NA,-32.804,NA,NA,NA,NA,NA
137289,1.8196,1.63185,-4.38831,NA,NA,NA,-6.114,NA,NA,NA,NA,NA
137409,2.20717,1.48616,-4.35759,NA,NA,NA,NA,-7.633,NA,NA,NA,NA
137665,1.85819,1.15625,-4.0314,NA,NA,NA,NA,-12.594,NA,NA,NA,NA
137966,1.56218,1.37988,-4.24984,NA,NA,NA,NA,NA,-7.429,NA,NA,NA
138156,1.37755,2.04523,-4.44636,NA,NA,NA,NA,NA,-17.52,NA,NA,NA
138332,1.62553,2.38612,-4.20792,NA,NA,NA,-26.92,NA,NA,NA,NA,NA
138580,1.4984,1.90576,-4.95355,NA,NA,NA,-17.52,NA,NA,NA,NA,NA
138665,1.32601,1.36784,-3.87265,NA,NA,NA,NA,NA,-31.687,NA,NA,NA
138910,2.17206,2.24363,-3.77613,NA,NA,NA,NA,-23.155,NA,NA,NA,NA
139157,1.39173,2.18199,-3.79939,NA,NA,NA,NA,-19.86,NA,NA,NA,NA
139379,1.75396,1.50887,-4.37804,-24.058,NA,NA,NA,NA,NA,NA,NA,NA
139449,2.66133,2.21532,-4.3852,NA,NA,NA,NA,NA,-32.79,NA,NA,NA
139780,1.0297,2.24935,-4.31466,NA,NA,NA,NA,-25.474,NA,NA,NA,NA
139971,0.897425,1.83165,-3.97384,NA,NA,NA,NA,NA,-32.429,NA,NA,NA
140198,2.48757,1.15777,-4.57522,NA,NA,NA,NA,-25.628,NA,NA,NA,NA
140297,2.31377,2.19279,-4.42342,-30.753,NA,NA,NA,NA,NA,NA,NA,NA
140433,0.505989,1.75004,-4.85605,NA,NA,NA,NA,-52.636,NA,NA,NA,NA
140682,2.06424,2.15869,-4.33135,NA,NA,NA,NA,-10.407,NA,NA,NA,NA
140919,2.52898,2.60989,-3.36408,NA,NA,NA,NA,-62.666,NA,NA,NA,NA
141024,2.83683,1.78302,-4.30058,NA,NA,NA,NA,-29.816,NA,NA,NA,NA
141297,3.50304,1.35891,-4.29921,NA,NA,NA,NA,NA,-74.428,NA,NA,NA
141490,2.60699,0.859755,-4.63575,NA,NA,NA,NA,NA,-55.264,NA,NA,NA
141657,2.24383,1.75035,-4.11734,NA,NA,NA,NA,-9.227,NA,NA,NA,NA
141967,1.90821,0.969251,-4.41874,NA,NA,NA,NA,NA,-23.464,NA,NA,NA
142197,1.28551,1.24994,-3.94424,NA,NA,NA,NA,-20.198,NA,NA,NA,NA
142301,2.73058,1.47236,-4.54433,NA,NA,NA,NA,-27.222,NA,NA,NA,NA
142473,2.28742,2.34154,-3.80534,NA,NA,NA,-30.583,NA,NA,NA,NA,NA
142722,2.97102,1.94928,-4.45572,NA,NA,NA,NA,-37.42,NA,NA,NA,NA
142959,2.87309,1.71146,-4.234,NA,NA,-72.446,NA,NA,NA,NA,NA,NA
143004,2.644,1.36011,-4.2545,-57.067,NA,NA,NA,NA,NA,NA,NA,NA
143400,2.04141,2.47199,-4.34141,NA,NA,NA,-31.48,NA,NA,NA,NA,NA
143416,2.19498,1.96244,-4.68141,NA,NA,NA,NA,NA,-21.694,NA,NA,NA
143753,1.17032,1.38977,-4.30771,NA,NA,NA,-19.438,NA,NA,NA,NA,NA
143956,1.75544,0.885525,-4.07673,NA,NA,NA,NA,-30.157,NA,NA,NA,NA
144134,2.27468,1.03204,-4.18463,-37.894,NA,NA,NA,NA,NA,NA,NA,NA
144301,2.45702,1.66342,-4.44912,NA,NA,NA,NA,NA,-26.537,NA,NA,NA
144598,2.51887,2.01084,-4.40256,NA,NA,NA,NA,-19.409,NA,NA,NA,NA
144638,2.17391,1.92225,-4.75611,NA,NA,NA,NA,NA,-16.512,NA,NA,NA
144815,1.8285,2.48968,-4.31274,NA,NA,NA,-21.552,NA,NA,NA,NA,NA
145121,1.05213,0.927266,-4.52026,NA,NA,NA,-50.788,NA,NA,NA,NA,NA
145271,1.77902,1.16428,-4.5183,NA,NA,NA,NA,-11.028,NA,NA,NA,NA
145472,0.805576,1.79012,-4.07947,-48.976,NA,NA,NA,NA,NA,NA,NA,NA
145612,1.97961,1.16082,-4.85479,-36.386,NA,NA,NA,NA,NA,NA,NA,NA
145950,1.13696,2.40212,-4.86755,-47.484,NA,NA,NA,NA,NA,NA,NA,NA
146176,1.95764,2.12676,-4.10784,NA,NA,NA,-19.017,NA,NA,NA,NA,NA
146281,1.83928,2.13942,-4.08187,NA,NA,NA,NA,-9.581,NA,NA,NA,NA
146420,1.92219,1.3087,-3.98996,NA,NA,NA,NA,NA,-17.898,NA,NA,NA
146774,0.892274,1.73355,-4.24788,NA,NA,NA,-29.372,NA,NA,NA,NA,NA
146868,2.22421,1.667,-4.65922,NA,NA,NA,NA,-10.477,NA,NA,NA,NA
147144,1.82188,1.66242,-4.74511,NA,NA,NA,NA,-6.486,NA,NA,NA,NA
147214,2.20536,1.12191,-4.50238,NA,NA,NA,NA,-19.105,NA,NA,NA,NA
147558,1.31121,2.64809,-3.85341,NA,NA,NA,NA,NA,NA,-49.835,NA,NA
147635,1.79104,1.7814,-4.42347,NA,NA,NA,NA,-1.982,NA,NA,NA,NA
147994,1.47436,2.09077,-4.52262,NA,NA,NA,-12.121,NA,NA,NA,NA,NA
148015,1.6751,2.2812,-3.47709,NA,NA,NA,NA,-30.609,NA,NA,NA,NA
148281,0.98896,2.18508,-4.59623,NA,NA,NA,NA,-26.702,NA,NA,NA,NA
148525,1.11629,2.30581,-4.48159,NA,NA,NA,NA,NA,-29.345,NA,NA,NA
148685,2.65595,3.08023,-3.87224,NA,NA,NA,NA,-70.272,NA,NA,NA,NA
148894,3.08136,1.73677,-4.62988,NA,NA,NA,NA,NA,-45.109,NA,NA,NA
149189,1.91713,2.42683,-4.98172,-50.413,NA,NA,NA,NA,NA,NA,NA,NA
149384,1.73335,1.78192,-4.26552,NA,NA,NA,NA,-1.227,NA,NA,NA,NA
149491,2.17416,1.36504,-4.33935,NA,NA,NA,NA,-8.13,NA,NA,NA,NA
149648,2.83803,1.39333,-4.96329,NA,NA,NA,-46.336,NA,NA,NA,NA,NA
149975,2.18419,1.98077,-4.47878,NA,NA,NA,NA,-10.686,NA,NA,NA,NA
150155,1.77648,1.36284,-4.25919,-27.654,NA,NA,NA,NA,NA,NA,NA,NA
150242,1.29941,1.84297,-4.61318,NA,NA,NA,-19.053,NA,NA,NA,NA,NA
150590,1.78618,1.93245,-4.13159,NA,NA,NA,NA,-4.608,NA,NA,NA,NA
150656,1.94667,2.08607,-3.51933,NA,NA,NA,-26.789,NA,NA,NA,NA,NA
150910,0.969226,1.45913,-3.4713,NA,NA,NA,-51.413,NA,NA,NA,NA,NA
151072,1.05283,2.10779,-3.87833,NA,NA,NA,-33.11,NA,NA,NA,NA,NA
151313,1.17727,2.17541,-3.80271,NA,NA,NA,NA,-26.501,NA,NA,NA,NA
151474,1.7956,1.87042,-4.02514,NA,NA,NA,-11.97,NA,NA,NA,NA,NA
151601,1.5481,1.8942,-4.76555,NA,NA,NA,-12.529,NA,NA,NA,NA,NA
151836,1.20168,1.56408,-3.68493,NA,NA,NA,NA,NA,NA,-47.126,NA,NA
152139,1.26472,0.901472,-4.74757,NA,NA,NA,NA,-49.404,NA,NA,NA,NA
152390,2.25552,2.036,-4.81074,NA,NA,NA,-18.828,NA,NA,NA,NA,NA
152503,2.28182,1.89202,-4.63684,NA,NA,NA,NA,NA,-16.588,NA,NA,NA
152792,1.20225,1.51704,-4.86985,NA,NA,NA,-23.591,NA,NA,NA,NA,NA
152987,2.52542,1.34736,-4.44594,NA,NA,NA,-30.018,NA,NA,NA,NA,NA
153015,1.75272,1.34129,-4.32222,NA,NA,NA,-19.726,NA,NA,NA,NA,NA
153375,1.66068,1.44439,-4.35559,NA,NA,NA,NA,-1.45,NA,NA,NA,NA
153401,1.95983,1.59032,-3.72674,NA,NA,NA,NA,-12.824,NA,NA,NA,NA
153774,0.468711,2.35536,-4.44695,-69.455,NA,NA,NA,NA,NA,NA,NA,NA
153959,2.15138,2.00173,-4.61252,NA,NA,-48.899,NA,NA,NA,NA,NA,NA
154179,1.33271,2.39623,-4.12921,NA,NA,NA,NA,-21.681,NA,NA,NA,NA
154276,1.98792,2.85242,-4.57731,NA,NA,NA,NA,-36.947,NA,NA,NA,NA
154452,2.42855,2.9115,-4.49554,NA,NA,NA,-48.437,NA,NA,NA,NA,NA
154642,2.39287,1.89645,-4.57035,NA,NA,NA,NA,NA,-26.442,NA,NA,NA
154880,2.13095,2.44431,-3.08862,NA,NA,NA,NA,NA,-62.799,NA,NA,NA
155011,2.32075,1.41775,-4.55171,NA,NA,NA,NA,NA,NA,-43.555,NA,NA
155225,1.85103,1.56275,-4.367,NA,NA,NA,NA,-0.732,NA,NA,NA,NA
155413,1.71736,1.52384,-4.72088,NA,NA,NA,NA,-7.012,NA,NA,NA,NA
155722,1.9837,2.10559,-4.6577,-31.979,NA,NA,NA,NA,NA,NA,NA,NA
155901,1.74271,1.32183,-4.01958,NA,NA,NA,-15.551,NA,NA,NA,NA,NA
156081,1.90151,1.81655,-4.81855,NA,NA,NA,NA,-9.647,NA,NA,NA,NA
156282,1.85075,1.92501,-4.35693,NA,NA,NA,NA,NA,NA,-20.086,NA,NA
156516,1.7116,2.26837,-4.84371,NA,NA,NA,NA,-18.701,NA,NA,NA,NA
156786,2.00948,1.47919,-3.74112,NA,NA,NA,NA,-13.842,NA,NA,NA,NA
156839,2.24029,2.43988,-4.99544,NA,NA,NA,-32.273,NA,NA,NA,NA,NA
157028,1.64394,2.61433,-4.4523,NA,NA,NA,-35.319,NA,NA,NA,NA,NA
157229,0.707436,2.26878,-4.99749,NA,NA,NA,NA,-49.637,NA,NA,NA,NA
157558,1.23038,1.23921,-4.73799,NA,NA,NA,-26.069,NA,NA,NA,NA,NA
157792,1.90343,1.80066,-3.92152,NA,NA,NA,NA,-7.46,NA,NA,NA,NA
157851,1.90939,1.20473,-4.87183,NA,NA,NA,-26.183,NA,NA,NA,NA,NA
158173,1.91008,2.04463,-4.51826,NA,NA,NA,-14.461,NA,NA,NA,NA,NA
158252,1.80109,1.77253,-3.74432,NA,NA,NA,-15.026,NA,NA,NA,NA,NA
158457,1.47795,1.05469,-4.82465,NA,NA,NA,NA,-27.73,NA,NA,NA,NA
158781,1.89501,2.17665,-3.75053,NA,NA,NA,-20.362,NA,NA,NA,NA,NA
158959,1.70687,1.62371,-3.22224,NA,NA,NA,-42.092,NA,NA,NA,NA,NA
159137,1.71981,2.05276,-3.66053,NA,NA,NA,NA,-18.102,NA,NA,NA,NA
159341,2.06396,1.79011,-4.32327,NA,NA,NA,NA,NA,-6.701,NA,NA,NA
159438,2.27092,1.23152,-4.45445,NA,NA,NA,NA,-14.627,NA,NA,NA,NA
159775,2.17272,2.33043,-4.52686,NA,NA,NA,-21.322,NA,NA,NA,NA,NA
159859,2.90651,1.21028,-4.00693,-56.002,NA,NA,NA,NA,NA,NA,NA,NA
160136,1.9116,2.61538,-3.38856,NA,NA,NA,-55.338,NA,NA,NA,NA,NA
160350,1.38549,2.10234,-4.31933,NA,NA,NA,NA,NA,-14.59,NA,NA,NA
160598,1.80951,2.28037,-4.02039,NA,NA,NA,-17.399,NA,NA,NA,NA,NA
160701,2.09289,2.07261,-4.70759,NA,NA,NA,NA,-12.53,NA,NA,NA,NA
160981,1.70591,2.43552,-4.44136,NA,NA,NA,-20.335,NA,NA,NA,NA,NA
161129,1.82911,2.96703,-4.63984,NA,NA,NA,NA,-42.32,NA,NA,NA,NA
161335,1.47123,2.0469,-4.17008,NA,NA,NA,NA,NA,-11.332,NA,NA,NA
161401,2.35752,1.85493,-4.46037,NA,NA,NA,NA,NA,NA,-31.885,NA,NA
161729,2.94355,1.89233,-3.81365,NA,NA,NA,-46.266,NA,NA,NA,NA,NA
161936,1.91862,0.641053,-3.87156,-68.944,NA,NA,NA,NA,NA,NA,NA,NA
162191,1.12417,1.29565,-4.40684,-41.655,NA,NA,NA,NA,NA,NA,NA,NA
162380,1.13786,2.49886,-4.30988,NA,NA,NA,NA,NA,-33.087,NA,NA,NA
162460,1.28333,1.74781,-4.24553,NA,NA,NA,-13.099,NA,NA,NA,NA,NA
162601,0.721479,2.23638,-4.64896,-62.313,NA,NA,NA,NA,NA,NA,NA,NA
162813,1.63374,1.37656,-4.32777,NA,NA,NA,NA,NA,NA,-24.785,NA,NA
163111,1.49054,1.89737,-4.84271,NA,NA,NA,NA,-13.705,NA,NA,NA,NA
163315,1.87644,2.55117,-4.98133,NA,NA,NA,NA,NA,-32.744,NA,NA,NA
163443,2.15158,2.26615,-4.41344,NA,NA,NA,NA,-16.024,NA,NA,NA,NA
163636,1.15943,2.12967,-4.58923,NA,NA,NA,NA,-19.133,NA,NA,NA,NA
163829,1.84059,2.52753,-4.14285,NA,NA,NA,NA,-21.447,NA,NA,NA,NA
164052,2.51481,1.6216,-4.93318,NA,NA,NA,NA,NA,-28.976,NA,NA,NA
164311,1.86606,2.02753,-4.93218,NA,NA,NA,NA,-14.974,NA,NA,NA,NA
164445,2.06535,2.08717,-4.6164,NA,NA,NA,-15.62,NA,NA,NA,NA,NA
164732,2.56797,2.2792,-4.99731,NA,NA,NA,NA,NA,-36.353,NA,NA,NA
164861,2.28371,1.54139,-4.38428,NA,NA,NA,NA,-9.574,NA,NA,NA,NA
165154,1.51029,1.59477,-4.08513,NA,NA,NA,NA,-4.565,NA,NA,NA,NA
165338,2.58307,1.8675,-4.73615,NA,NA,NA,-24.858,NA,NA,NA,NA,NA
165432,1.71,2.311,-3.6956,NA,NA,NA,NA,-24.526,NA,NA,NA,NA
165780,1.38174,1.91834,-4.33436,NA,NA,NA,NA,-8.134,NA,NA,NA,NA
165950,1.07928,1.76206,-4.42966,-36.291,NA,NA,NA,NA,NA,NA,NA,NA
166026,2.07585,2.87513,-3.82826,NA,NA,NA,NA,-44.765,NA,NA,NA,NA
166266,2.79678,2.63436,-4.33869,NA,NA,NA,NA,-47.328,NA,NA,NA,NA
166522,1.87822,1.35947,-4.67668,-31.306,NA,NA,NA,NA,NA,NA,NA,NA
166699,1.7715,0.786414,-4.23583,NA,NA,NA,NA,-34.701,NA,NA,NA,NA
166929,2.09597,2.07236,-3.73588,NA,NA,NA,NA,-18.3,NA,NA,NA,NA
167002,1.32178,1.9802,-4.02862,NA,NA,NA,NA,-12.768,NA,NA,NA,NA
167396,1.63151,2.24675,-3.99415,NA,NA,NA,-17.303,NA,NA,NA,NA,NA
167438,1.45806,2.14552,-3.7384,NA,NA,NA,NA,NA,-25.528,NA,NA,NA
167619,1.69716,2.26131,-3.19614,NA,NA,NA,NA,NA,-49.129,NA,NA,NA
167820,1.35673,1.97487,-3.36927,NA,NA,NA,NA,NA,-41.152,NA,NA,NA
168138,1.82323,1.52027,-3.53334,NA,NA,NA,NA,-21.067,NA,NA,NA,NA
168284,1.46221,2.06194,-4.90146,NA,NA,NA,NA,-17.351,NA,NA,NA,NA
168550,1.08352,2.00804,-4.66465,NA,NA,NA,NA,NA,-26.812,NA,NA,NA
168608,1.73736,1.1933,-4.35128,NA,NA,NA,NA,-7.28,NA,NA,NA,NA
168878,1.69641,1.27867,-4.34566,NA,NA,NA,NA,NA,-11.484,NA,NA,NA
169185,2.4474,1.53238,-3.98196,NA,NA,NA,-24.22,NA,NA,NA,NA,NA
169294,1.71046,2.35728,-3.79004,NA,NA,NA,-28.59,NA,NA,NA,NA,NA
169505,1.72552,1.6073,-4.28225,NA,NA,NA,NA,-0.13,NA,NA,NA,NA
169769,1.39165,1.32869,-4.15534,NA,NA,NA,NA,NA,-21.543,NA,NA,NA
169865,2.14206,1.09031,-4.63911,NA,NA,NA,NA,NA,NA,-44.45,NA,NA
170014,1.97901,1.34261,-4.58072,-37.071,NA,NA,NA,NA,NA,NA,NA,NA
170254,2.12826,1.75149,-4.47844,NA,NA,NA,NA,-6.512,NA,NA,NA,NA
170521,2.27323,1.85599,-4.58686,NA,NA,NA,NA,-12.014,NA,NA,NA,NA
170640,2.15234,2.3926,-4.8382,NA,NA,NA,-28.478,NA,NA,NA,NA,NA
170914,2.93098,1.29882,-4.83277,NA,NA,NA,-47.745,NA,NA,NA,NA,NA
171032,2.11738,2.68978,-4.24192,NA,NA,NA,-32.331,NA,NA,NA,NA,NA
171314,1.89202,2.1346,-4.68717,-34.815,NA,NA,NA,NA,NA,NA,NA,NA
171565,1.67883,1.8927,-4.58028,-29.587,NA,NA,NA,NA,NA,NA,NA,NA
171790,1.33688,2.30952,-4.32647,NA,NA,NA,-23.255,NA,NA,NA,NA,NA
171847,2.15904,1.04274,-4.11105,NA,NA,NA,-33.743,NA,NA,NA,NA,NA
172134,2.70809,1.9327,-3.27989,NA,NA,NA,-60.429,NA,NA,NA,NA,NA
172273,0.964619,1.90195,-4.45817,NA,NA,NA,NA,-22.492,NA,NA,NA,NA
172489,1.87954,2.50572,-4.49131,-38.896,NA,NA,NA,NA,NA,NA,NA,NA
172797,1.40397,1.10148,-4.79312,NA,NA,NA,NA,-26.257,NA,NA,NA,NA
172876,1.85114,1.20224,-3.90451,-31.832,NA,NA,NA,NA,NA,NA,NA,NA
173131,0.871353,1.14454,-4.37526,NA,NA,NA,NA,-47.553,NA,NA,NA,NA
173345,1.81258,0.912598,-4.29233,NA,NA,NA,NA,NA,NA,NA,-82.754,NA
173449,2.05857,1.88915,-3.86322,NA,NA,NA,NA,NA,-16.147,NA,NA,NA
