id,x0,x1,x2,fitness-4,fitness-2.5,fitness-1.5,fitness-3,fitness-2,fitness-3.5,fitness-1,fitness-4.5,fitness-5,fitness-0.5
111747,2.13036,1.57723,-5,NA,-17.462,NA,NA,NA,NA,NA,NA,NA,NA
111828,2.75175,1.42346,-3.97654,NA,-32.687,NA,NA,NA,NA,NA,NA,NA,NA
112181,2.20797,1.11385,-3.58557,NA,NA,NA,NA,NA,-50.533,NA,NA,NA,NA
112253,2.54771,0.936232,-3.8434,NA,NA,NA,NA,-47.808,NA,NA,NA,NA,NA
112409,2.1119,1.1691,-4.57716,NA,NA,NA,-27.532,NA,NA,NA,NA,NA,NA
112747,1.29691,1.86277,-5,NA,NA,NA,-25.567,NA,NA,NA,NA,NA,NA
112996,1.40986,1.1443,-5,NA,NA,NA,NA,NA,-50.675,NA,NA,NA,NA
113070,1.35924,1.12855,-5,NA,NA,NA,NA,-42.65,NA,NA,NA,NA,NA
113399,0.954484,1.71198,-4.65504,NA,NA,NA,NA,-29.549,NA,NA,NA,NA,NA
113414,1.39608,2.71935,-4.54365,NA,NA,NA,NA,-39.149,NA,NA,NA,NA,NA
113754,1.95775,3.16995,-3.77099,NA,NA,-75.437,NA,NA,NA,NA,NA,NA,NA
113938,1.954,1.61823,-2.58716,NA,-87.062,NA,NA,NA,NA,NA,NA,NA,NA
114056,1.46974,1.74127,-2.60453,NA,NA,NA,-86.066,NA,NA,NA,NA,NA,NA
114289,1.62116,2.01642,-5,NA,NA,NA,NA,NA,-36.336,NA,NA,NA,NA
114471,1.54835,2.70492,-5,NA,NA,NA,NA,NA,-56.278,NA,NA,NA,NA
114698,1.41929,1.33687,-5,NA,NA,NA,NA,NA,-42.826,NA,NA,NA,NA
114940,0.948013,2.07376,-4.87327,NA,NA,NA,NA,NA,-42.714,NA,NA,NA,NA
115069,1.32039,1.96632,-3.72307,NA,NA,NA,NA,-34.535,NA,NA,NA,NA,NA
115305,2.40526,1.34253,-4.86055,NA,NA,NA,NA,-26.34,NA,NA,NA,NA,NA
115454,1.28867,2.35694,-4.04059,NA,NA,-44.796,NA,NA,NA,NA,NA,NA,NA
115765,1.80861,1.84658,-4.93097,NA,NA,NA,NA,-14.335,NA,NA,NA,NA,NA
115827,2.45971,2.1299,-5,NA,-29.28,NA,NA,NA,NA,NA,NA,NA,NA
116070,2.02568,2.40654,-5,NA,-27.73,NA,NA,NA,NA,NA,NA,NA,NA
116208,2.1405,2.95949,-4.97243,NA,NA,NA,-53.336,NA,NA,NA,NA,NA,NA
116575,2.08546,2.36977,-5,NA,NA,-45.039,NA,NA,NA,NA,NA,NA,NA
116662,1.56931,2.10597,-5,NA,NA,NA,-22.78,NA,NA,NA,NA,NA,NA
116845,1.37848,3.17422,-5,NA,NA,-87.736,NA,NA,NA,NA,NA,NA,NA
117100,1.55622,2.72643,-5,NA,NA,NA,NA,-40.419,NA,NA,NA,NA,NA
117390,1.11897,2.47495,-5,NA,NA,NA,-45.002,NA,NA,NA,NA,NA,NA
117470,2.16014,1.71339,-5,NA,NA,NA,NA,NA,-42.459,NA,NA,NA,NA
117774,1.34665,1.92378,-5,-63.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
117853,1.88985,2.05943,-3.99912,NA,-9.131,NA,NA,NA,NA,NA,NA,NA,NA
118033,2.09418,0.763069,-5,NA,-49.271,NA,NA,NA,NA,NA,NA,NA,NA
118387,1.48602,1.62106,-5,-55.397,NA,NA,NA,NA,NA,NA,NA,NA,NA
118470,2.87412,1.01526,-3.53547,NA,NA,NA,-76.718,NA,NA,NA,NA,NA,NA
118638,2.54206,0.603068,-4.20974,NA,NA,NA,NA,NA,-72.358,NA,NA,NA,NA
118835,1.70969,0.994447,-5,-88.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
119110,2.93487,0.806801,-4.21694,NA,-62.279,NA,NA,NA,NA,NA,NA,NA,NA
119228,2.72584,0.816344,-3.50137,NA,NA,NA,NA,-79.657,NA,NA,NA,NA,NA
119499,1.50944,1.71933,-3.5923,NA,NA,NA,-25.766,NA,NA,NA,NA,NA,NA
119657,1.53448,3.23316,-4.99037,NA,-66.231,NA,NA,NA,NA,NA,NA,NA,NA
119868,1.20287,2.50441,-4.70856,NA,-30.073,NA,NA,NA,NA,NA,NA,NA,NA
120148,1.76773,2.10582,-4.63046,NA,NA,NA,-12.383,NA,NA,NA,NA,NA,NA
120393,1.95477,1.93926,-5,NA,-16.835,NA,NA,NA,NA,NA,NA,NA,NA
120492,1.29772,2.59555,-4.66595,NA,-30.606,NA,NA,NA,NA,NA,NA,NA,NA
120680,0.982662,2.3525,-4.11792,NA,-30.595,NA,NA,NA,NA,NA,NA,NA,NA
120982,2.32034,1.39206,-5,NA,-24.131,NA,NA,NA,NA,NA,NA,NA,NA
121169,1.39402,0.765985,-3.83653,NA,NA,NA,-58.488,NA,NA,NA,NA,NA,NA
121220,0.555983,2.15073,-3.66286,NA,NA,NA,NA,-60.388,NA,NA,NA,NA,NA
121537,1.52452,1.18955,-3.91258,NA,-16.924,NA,NA,NA,NA,NA,NA,NA,NA
121782,1.31396,1.11316,-3.99142,NA,NA,NA,NA,-41.098,NA,NA,NA,NA,NA
121919,1.53327,2.19121,-4.75385,NA,-15.883,NA,NA,NA,NA,NA,NA,NA,NA
122115,1.39685,2.89059,-4.77098,NA,NA,NA,NA,-46.458,NA,NA,NA,NA,NA
122333,1.6342,2.34594,-4.33941,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.092
122490,2.50014,2.72068,-3.1995,NA,NA,-97.622,NA,NA,NA,NA,NA,NA,NA
122782,2.65552,1.60602,-3.7698,NA,NA,-57.917,NA,NA,NA,NA,NA,NA,NA
122825,2.50056,2.71337,-4.69414,NA,NA,NA,NA,-44.441,NA,NA,NA,NA,NA
123165,3.20772,2.03885,-4.53411,NA,NA,NA,NA,NA,-69.535,NA,NA,NA,NA
123361,2.54163,1.71025,-4.70934,NA,NA,NA,NA,NA,-49.577,NA,NA,NA,NA
123536,1.74343,3.15318,-4.96117,NA,NA,NA,NA,NA,-77.554,NA,NA,NA,NA
123743,2.69887,2.57194,-4.55232,NA,NA,NA,-51.884,NA,NA,NA,NA,NA,NA
123934,2.37317,1.45522,-5,NA,NA,NA,NA,NA,-37.112,NA,NA,NA,NA
124063,1.57716,2.00491,-4.43743,NA,NA,NA,NA,-14.298,NA,NA,NA,NA,NA
124329,1.86726,1.9743,-5,NA,NA,NA,-18.127,NA,NA,NA,NA,NA,NA
124428,2.43137,2.55158,-5,NA,-40.191,NA,NA,NA,NA,NA,NA,NA,NA
124658,0.565091,2.78432,-5,NA,NA,NA,-74.574,NA,NA,NA,NA,NA,NA
124894,1.71706,2.38189,-5,NA,-25.28,NA,NA,NA,NA,NA,NA,NA,NA
125175,1.24759,2.78927,-4.29729,NA,NA,NA,-38.771,NA,NA,NA,NA,NA,NA
125313,1.27595,2.10541,-3.74672,NA,-22.38,NA,NA,NA,NA,NA,NA,NA,NA
125434,1.17951,1.79124,-4.58592,NA,NA,NA,NA,-19.847,NA,NA,NA,NA,NA
125785,2.96242,0.789617,-4.01823,NA,NA,NA,NA,-72.038,NA,NA,NA,NA,NA
125891,2.03455,1.67299,-5,NA,NA,NA,NA,NA,NA,-62.847,NA,NA,NA
126070,1.96766,2.04052,-3.74227,NA,NA,-36.888,NA,NA,NA,NA,NA,NA,NA
126249,1.76452,3.31898,-4.84974,NA,NA,NA,NA,-70.64,NA,NA,NA,NA,NA
126587,0.817387,3.64862,-5,NA,NA,-145.854,NA,NA,NA,NA,NA,NA,NA
126645,1.55458,2.72289,-5,NA,NA,NA,NA,NA,NA,-80.491,NA,NA,NA
126914,2.02219,2.00805,-4.10326,NA,-8.627,NA,NA,NA,NA,NA,NA,NA,NA
127155,2.04317,2.28601,-4.69902,NA,NA,NA,NA,-19.538,NA,NA,NA,NA,NA
127211,3.07418,1.88828,-4.61794,NA,-43.4,NA,NA,NA,NA,NA,NA,NA,NA
127419,2.24607,2.24583,-5,NA,NA,NA,NA,NA,-42.955,NA,NA,NA,NA
127788,2.04203,1.97313,-4.9244,NA,-15.932,NA,NA,NA,NA,NA,NA,NA,NA
127971,1.88394,1.83389,-4.8429,NA,NA,NA,NA,NA,-30.702,NA,NA,NA,NA
128180,2.78204,2.01028,-3.21916,NA,NA,-77.117,NA,NA,NA,NA,NA,NA,NA
128346,1.46039,0.707908,-4.61906,NA,NA,-88.748,NA,NA,NA,NA,NA,NA,NA
128505,2.29412,1.42726,-4.68994,NA,NA,NA,NA,-16.298,NA,NA,NA,NA,NA
128660,2.69452,1.47408,-5,NA,NA,NA,NA,-46.066,NA,NA,NA,NA,NA
128930,2.37747,1.08101,-5,NA,-35.485,NA,NA,NA,NA,NA,NA,NA,NA
129156,1.45997,1.7891,-5,NA,NA,NA,-19.727,NA,NA,NA,NA,NA,NA
129285,1.82565,0.319904,-4.5314,NA,NA,NA,-93.318,NA,NA,NA,NA,NA,NA
129436,1.40047,2.02565,-5,NA,NA,NA,NA,NA,-42.355,NA,NA,NA,NA
129627,1.45283,2.31334,-5,NA,NA,NA,-33.683,NA,NA,NA,NA,NA,NA
129832,1.22911,2.41593,-5,NA,NA,NA,NA,-34.608,NA,NA,NA,NA,NA
130079,1.34619,2.30954,-5,NA,-27.709,NA,NA,NA,NA,NA,NA,NA,NA
130239,3.16504,1.60512,-5,NA,NA,NA,NA,-60.411,NA,NA,NA,NA,NA
130417,2.08739,2.31863,-4.23338,NA,NA,-31.297,NA,NA,NA,NA,NA,NA,NA
130635,2.09112,2.5298,-3.89573,NA,NA,NA,NA,-37.745,NA,NA,NA,NA,NA
130868,2.17867,2.32897,-4.81364,NA,NA,NA,NA,-25.021,NA,NA,NA,NA,NA
131048,2.13002,1.99381,-5,NA,-18.778,NA,NA,NA,NA,NA,NA,NA,NA
131269,2.49831,1.98398,-4.24211,NA,-17.966,NA,NA,NA,NA,NA,NA,NA,NA
131486,3.23616,2.2146,-4.52921,NA,NA,NA,NA,NA,-72.972,NA,NA,NA,NA
131662,2.35874,1.66168,-4.34454,NA,-10.653,NA,NA,NA,NA,NA,NA,NA,NA
131978,0.755137,1.75973,-4.98919,NA,NA,NA,NA,NA,-54.582,NA,NA,NA,NA
132122,0.77088,2.11571,-5,NA,-43.305,NA,NA,NA,NA,NA,NA,NA,NA
132326,1.21724,3.26761,-5,NA,NA,NA,NA,NA,-85.621,NA,NA,NA,NA
132498,0.0339052,3.13684,-4.35312,NA,NA,NA,NA,NA,-130.556,NA,NA,NA,NA
132725,0.984594,3.12426,-3.88005,NA,NA,NA,NA,NA,-79.118,NA,NA,NA,NA
132929,1.23278,2.90557,-3.90721,NA,NA,NA,NA,NA,-61.305,NA,NA,NA,NA
133142,1.36968,1.87579,-4.37481,-50.638,NA,NA,NA,NA,NA,NA,NA,NA,NA
133255,3.13321,1.87518,-4.08466,-103.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
133547,2.7845,1.87153,-5,-73.555,NA,NA,NA,NA,NA,NA,NA,NA,NA
133789,2.51632,2.81293,-4.21828,NA,NA,NA,-57.049,NA,NA,NA,NA,NA,NA
133993,2.83003,1.89967,-5,NA,NA,-58.774,NA,NA,NA,NA,NA,NA,NA
134081,2.69072,1.05861,-5,NA,-46.589,NA,NA,NA,NA,NA,NA,NA,NA
134359,1.59346,1.70771,-5,NA,NA,NA,-22.208,NA,NA,NA,NA,NA,NA
134496,0.27707,2.53535,-5,NA,NA,NA,-83.622,NA,NA,NA,NA,NA,NA
134717,1.93734,2.00359,-4.76601,NA,NA,NA,-15.524,NA,NA,NA,NA,NA,NA
134865,2.11093,2.56687,-5,NA,-34.285,NA,NA,NA,NA,NA,NA,NA,NA
135168,2.9968,1.78891,-5,NA,NA,NA,NA,-51.37,NA,NA,NA,NA,NA
135343,3.79149,1.12714,-5,NA,-105.349,NA,NA,NA,NA,NA,NA,NA,NA
135474,3.23178,2.25282,-4.74557,NA,NA,NA,NA,-60.662,NA,NA,NA,NA,NA
135609,2.45672,1.1467,-5,NA,-36.696,NA,NA,NA,NA,NA,NA,NA,NA
135887,3.02251,1.04094,-4.59085,NA,-52.442,NA,NA,NA,NA,NA,NA,NA,NA
136075,1.44123,1.54224,-4.41511,NA,NA,NA,-11.611,NA,NA,NA,NA,NA,NA
136314,1.33191,2.68602,-4.4168,NA,-31.452,NA,NA,NA,NA,NA,NA,NA,NA
136510,1.24822,2.61063,-4.77732,NA,NA,NA,NA,NA,-47.535,NA,NA,NA,NA
136637,0.896226,2.37336,-5,NA,NA,-73.656,NA,NA,NA,NA,NA,NA,NA
136813,0.0354123,1.86646,-4.4612,NA,NA,NA,NA,-89.679,NA,NA,NA,NA,NA
137088,0.596958,2.38865,-4.51397,NA,-49.123,NA,NA,NA,NA,NA,NA,NA,NA
137382,1.24249,2.36718,-4.17645,NA,NA,NA,NA,-28.299,NA,NA,NA,NA,NA
137469,3.27852,1.93682,-5,NA,NA,NA,NA,-69.263,NA,NA,NA,NA,NA
137693,1.41741,1.80919,-5,NA,-19.318,NA,NA,NA,NA,NA,NA,NA,NA
137887,0.748882,2.40741,-5,NA,NA,NA,-56.448,NA,NA,NA,NA,NA,NA
138086,0.902199,1.94851,-5,NA,NA,NA,-37.56,NA,NA,NA,NA,NA,NA
138361,0.935379,2.1365,-5,NA,NA,NA,-38.949,NA,NA,NA,NA,NA,NA
138600,1.38287,1.36792,-4.56209,NA,NA,NA,-16.991,NA,NA,NA,NA,NA,NA
138733,1.84782,1.85901,-4.253,NA,NA,-42.505,NA,NA,NA,NA,NA,NA,NA
138981,1.98832,1.35296,-4.09319,NA,-7.5,NA,NA,NA,NA,NA,NA,NA,NA
139198,1.56307,1.95434,-5,NA,NA,NA,NA,-23.029,NA,NA,NA,NA,NA
139251,1.07827,2.65879,-5,NA,-46.122,NA,NA,NA,NA,NA,NA,NA,NA
139553,0.941021,1.61586,-5,NA,NA,NA,NA,NA,-51.978,NA,NA,NA,NA
139668,0.847495,0.638382,-5,NA,NA,NA,NA,-126.669,NA,NA,NA,NA,NA
139950,0.650355,0.947728,-5,NA,NA,NA,NA,-100.021,NA,NA,NA,NA,NA
140147,1.72668,1.06533,-5,NA,NA,NA,NA,NA,NA,-78.519,NA,NA,NA
140247,1.62483,1.47086,-4.41744,NA,-2.184,NA,NA,NA,NA,NA,NA,NA,NA
140572,1.52293,1.64021,-4.12738,NA,NA,NA,NA,-10.412,NA,NA,NA,NA,NA
140632,1.62639,2.28106,-3.14402,NA,-49.164,NA,NA,NA,NA,NA,NA,NA,NA
140898,1.33386,1.83193,-4.59647,NA,NA,NA,NA,-22.354,NA,NA,NA,NA,NA
141118,1.83527,2.4107,-4.02915,NA,NA,NA,NA,-20.319,NA,NA,NA,NA,NA
141368,2.39181,1.84772,-4.93515,NA,NA,NA,NA,-25.333,NA,NA,NA,NA,NA
141595,3.6619,1.22724,-4.63893,NA,NA,NA,NA,-87.957,NA,NA,NA,NA,NA
141702,1.8405,1.15186,-5,NA,NA,-63.952,NA,NA,NA,NA,NA,NA,NA
141815,1.9946,2.07329,-4.13193,NA,NA,-34.8,NA,NA,NA,NA,NA,NA,NA
142143,2.17003,2.96304,-4.04412,NA,NA,NA,NA,NA,NA,-91.294,NA,NA,NA
142353,1.48499,2.60027,-4.60191,NA,NA,NA,NA,NA,NA,-65.035,NA,NA,NA
142470,1.64563,1.52507,-5,NA,NA,NA,NA,-22.633,NA,NA,NA,NA,NA
142712,3.24409,1.21359,-3.95945,NA,NA,NA,NA,NA,-75.072,NA,NA,NA,NA
142946,2.73595,1.14933,-4.09434,NA,NA,NA,NA,-44.725,NA,NA,NA,NA,NA
143143,1.66209,2.32861,-4.28173,NA,-14.172,NA,NA,NA,NA,NA,NA,NA,NA
143263,2.4052,1.93193,-3.9923,NA,NA,NA,NA,-19.045,NA,NA,NA,NA,NA
143451,0.938569,2.77119,-3.97986,NA,-48.968,NA,NA,NA,NA,NA,NA,NA,NA
143687,1.4779,1.8254,-3.88044,NA,NA,NA,NA,-14.921,NA,NA,NA,NA,NA
143945,2.19415,2.79993,-5,NA,NA,NA,NA,-46.005,NA,NA,NA,NA,NA
144197,1.91038,2.28327,-3.77896,NA,NA,-33.611,NA,NA,NA,NA,NA,NA,NA
144376,1.3831,2.23593,-5,NA,NA,NA,NA,-27.581,NA,NA,NA,NA,NA
144465,1.80436,1.50232,-4.33923,NA,NA,NA,NA,-8.672,NA,NA,NA,NA,NA
144719,0.812561,2.95721,-5,NA,NA,NA,NA,-69.845,NA,NA,NA,NA,NA
144828,1.0753,2.76951,-5,NA,NA,-78.477,NA,NA,NA,NA,NA,NA,NA
145035,1.75219,2.19325,-5,NA,NA,-38.444,NA,NA,NA,NA,NA,NA,NA
145249,2.54576,1.60677,-4.02359,NA,NA,NA,-31.136,NA,NA,NA,NA,NA,NA
145550,2.47398,1.40122,-3.75028,NA,NA,NA,-27.953,NA,NA,NA,NA,NA,NA
145765,2.74719,0.949403,-3.98441,NA,NA,NA,-52.24,NA,NA,NA,NA,NA,NA
145881,2.9696,2.65893,-4.07768,NA,-59.52,NA,NA,NA,NA,NA,NA,NA,NA
146055,2.93516,1.58511,-3.37869,NA,-61.72,NA,NA,NA,NA,NA,NA,NA,NA
146335,2.09737,1.71074,-3.30295,NA,NA,-55.786,NA,NA,NA,NA,NA,NA,NA
146543,1.91504,1.98584,-3.44965,NA,NA,-41.666,NA,NA,NA,NA,NA,NA,NA
146633,1.74928,1.35097,-5,NA,NA,NA,NA,NA,NA,-77.482,NA,NA,NA
146942,2.13195,1.48236,-4.63664,NA,NA,-26.492,NA,NA,NA,NA,NA,NA,NA
147096,1.97293,1.96295,-4.80085,NA,NA,-25.861,NA,NA,NA,NA,NA,NA,NA
147397,1.48138,2.00099,-5,NA,NA,NA,-21.479,NA,NA,NA,NA,NA,NA
147453,2.01723,1.71792,-5,NA,NA,NA,NA,-29.038,NA,NA,NA,NA,NA
147692,2.05615,1.83036,-4.07335,NA,NA,-22.198,NA,NA,NA,NA,NA,NA,NA
147960,1.86184,2.13953,-4.35568,NA,NA,NA,-14.45,NA,NA,NA,NA,NA,NA
148045,1.65347,2.29855,-4.82216,NA,NA,NA,NA,-25.58,NA,NA,NA,NA,NA
148205,2.03978,1.5611,-4.6435,NA,NA,NA,-19.584,NA,NA,NA,NA,NA,NA
148567,2.05786,1.90087,-5,-49.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
148732,1.83049,1.94728,-5,-52.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
148940,1.30452,0.851878,-5,NA,NA,NA,-66.438,NA,NA,NA,NA,NA,NA
149181,2.97131,2.27055,-5,NA,NA,NA,-57.518,NA,NA,NA,NA,NA,NA
149327,0.76815,2.33035,-5,NA,NA,NA,-53.799,NA,NA,NA,NA,NA,NA
149427,1.56431,1.65837,-5,NA,NA,NA,NA,-27.817,NA,NA,NA,NA,NA
149622,2.06403,2.36687,-4.93205,NA,NA,NA,-27.458,NA,NA,NA,NA,NA,NA
149880,2.52911,2.59354,-5,NA,-43.762,NA,NA,NA,NA,NA,NA,NA,NA
150036,2.44757,1.84996,-5,NA,-25.499,NA,NA,NA,NA,NA,NA,NA,NA
150246,1.86786,0.703809,-5,NA,-56.375,NA,NA,NA,NA,NA,NA,NA,NA
150591,1.55818,0.85771,-4.80956,NA,-40.244,NA,NA,NA,NA,NA,NA,NA,NA
150704,2.24735,2.37527,-5,NA,NA,NA,-33.813,NA,NA,NA,NA,NA,NA
150961,2.15749,1.86512,-5,NA,NA,NA,-21.203,NA,NA,NA,NA,NA,NA
151009,2.69839,2.47372,-4.76965,NA,NA,NA,-46.22,NA,NA,NA,NA,NA,NA
151297,2.11322,1.67089,-5,NA,NA,NA,NA,NA,-34.995,NA,NA,NA,NA
151574,2.19159,2.54327,-4.842,NA,NA,NA,-35.919,NA,NA,NA,NA,NA,NA
151800,0.71311,1.44119,-5,NA,-51.291,NA,NA,NA,NA,NA,NA,NA,NA
151864,2.10635,1.28731,-4.89954,NA,NA,NA,NA,-28.981,NA,NA,NA,NA,NA
152091,2.21481,1.79895,-5,NA,-19.781,NA,NA,NA,NA,NA,NA,NA,NA
152369,1.3808,2.34768,-5,NA,-28.127,NA,NA,NA,NA,NA,NA,NA,NA
152418,1.35233,2.66427,-5,NA,NA,NA,NA,NA,-56.519,NA,NA,NA,NA
152796,2.20869,1.05903,-5,NA,NA,NA,-34.725,NA,NA,NA,NA,NA,NA
152979,2.8104,1.92533,-4.97541,NA,-37.853,NA,NA,NA,NA,NA,NA,NA,NA
153007,2.91783,1.31552,-5,NA,-47.816,NA,NA,NA,NA,NA,NA,NA,NA
153263,2.84798,2.0117,-5,NA,NA,NA,-48.155,NA,NA,NA,NA,NA,NA
153547,2.36396,1.92084,-5,NA,NA,NA,NA,NA,-38.881,NA,NA,NA,NA
153610,1.65111,1.36902,-5,NA,NA,NA,-23.582,NA,NA,NA,NA,NA,NA
153858,1.83582,1.35929,-5,NA,NA,NA,NA,NA,-45.028,NA,NA,NA,NA
154062,1.70244,1.40108,-5,NA,NA,NA,NA,NA,-31.165,NA,NA,NA,NA
154315,2.71944,1.6692,-4.71432,NA,NA,NA,-31.37,NA,NA,NA,NA,NA,NA
154448,1.60838,1.13163,-4.65547,NA,NA,NA,-18.377,NA,NA,NA,NA,NA,NA
154678,1.98344,1.38222,-5,NA,NA,NA,-19.011,NA,NA,NA,NA,NA,NA
154949,1.52267,1.85739,-5,NA,-17.055,NA,NA,NA,NA,NA,NA,NA,NA
155053,1.16721,2.49903,-4.71954,NA,-31.231,NA,NA,NA,NA,NA,NA,NA,NA
155259,2.6839,2.52018,-5,NA,NA,NA,NA,-55.41,NA,NA,NA,NA,NA
155466,3.19195,1.88635,-4.90186,NA,-54.465,NA,NA,NA,NA,NA,NA,NA,NA
155794,2.63251,1.45076,-4.60904,NA,NA,NA,NA,NA,NA,-66.588,NA,NA,NA
155862,2.88176,1.64802,-4.83787,NA,NA,NA,NA,NA,NA,-82.707,NA,NA,NA
156155,2.44935,1.03186,-4.82091,NA,NA,-53.83,NA,NA,NA,NA,NA,NA,NA
156221,3.17477,1.63194,-5,NA,NA,-68.992,NA,NA,NA,NA,NA,NA,NA
156430,1.40751,1.53029,-5,NA,-20.975,NA,NA,NA,NA,NA,NA,NA,NA
156760,2.03926,2.14691,-5,NA,-21.103,NA,NA,NA,NA,NA,NA,NA,NA
156891,2.53205,2.08231,-4.95438,NA,NA,NA,NA,-31.125,NA,NA,NA,NA,NA
157118,2.9452,1.98469,-3.765,NA,-47.934,NA,NA,NA,NA,NA,NA,NA,NA
157205,1.61133,1.95132,-5,NA,NA,NA,NA,NA,-38.246,NA,NA,NA,NA
157481,3.46017,2.36565,-5,NA,NA,NA,NA,NA,-97.678,NA,NA,NA,NA
157656,2.3401,1.86193,-4.54212,NA,NA,NA,NA,-16.705,NA,NA,NA,NA,NA
157884,2.85019,1.20188,-3.59154,NA,-54.974,NA,NA,NA,NA,NA,NA,NA,NA
158127,2.36388,2.2337,-4.13437,NA,-20.344,NA,NA,NA,NA,NA,NA,NA,NA
158389,1.34579,2.23809,-4.59955,NA,-17.633,NA,NA,NA,NA,NA,NA,NA,NA
158456,1.69789,3.49256,-4.52617,NA,-75.511,NA,NA,NA,NA,NA,NA,NA,NA
158630,2.39955,3.19615,-5,NA,-70.863,NA,NA,NA,NA,NA,NA,NA,NA
158901,1.49066,1.64435,-3.72789,NA,NA,NA,NA,-23.215,NA,NA,NA,NA,NA
159067,2.26911,1.1946,-4.18745,NA,-16.797,NA,NA,NA,NA,NA,NA,NA,NA
159249,2.94343,1.61283,-5,NA,NA,NA,NA,NA,-61.516,NA,NA,NA,NA
159431,1.09493,1.70696,-4.38801,NA,NA,NA,-23.057,NA,NA,NA,NA,NA,NA
159630,1.05931,2.09634,-5,NA,NA,NA,-34.775,NA,NA,NA,NA,NA,NA
159839,1.72623,2.83085,-5,NA,-43.26,NA,NA,NA,NA,NA,NA,NA,NA
160192,1.67655,2.69773,-5,NA,-36.698,NA,NA,NA,NA,NA,NA,NA,NA
160213,1.57826,2.25172,-4.27422,NA,NA,NA,-18.525,NA,NA,NA,NA,NA,NA
160440,2.67191,1.22214,-4.34946,NA,-30.26,NA,NA,NA,NA,NA,NA,NA,NA
160641,1.57089,0.450762,-4.5402,NA,-86.173,NA,NA,NA,NA,NA,NA,NA,NA
160877,2.32956,0.177033,-4.13504,NA,NA,NA,-109.719,NA,NA,NA,NA,NA,NA
161080,1.2616,1.40326,-4.67528,NA,NA,NA,NA,-25.623,NA,NA,NA,NA,NA
161277,0.990529,1.2087,-5,NA,NA,-84.679,NA,NA,NA,NA,NA,NA,NA
161561,1.51461,2.05336,-3.27776,NA,NA,NA,NA,NA,-47.205,NA,NA,NA,NA
161623,1.2094,1.96042,-4.98611,NA,-24.027,NA,NA,NA,NA,NA,NA,NA,NA
161851,1.81186,2.54139,-5,NA,NA,-61.119,NA,NA,NA,NA,NA,NA,NA
162068,1.88794,2.56654,-5,NA,NA,NA,NA,-37.908,NA,NA,NA,NA,NA
162246,3.30979,1.91993,-4.36839,NA,NA,-69.002,NA,NA,NA,NA,NA,NA,NA
162559,2.72895,1.70465,-3.69307,NA,NA,NA,NA,-39.808,NA,NA,NA,NA,NA
162799,3.01513,0.645226,-4.773,NA,NA,NA,NA,NA,-96.01,NA,NA,NA,NA
162845,1.26282,1.2025,-4.98734,NA,NA,NA,-40.453,NA,NA,NA,NA,NA,NA
163051,1.62895,1.14873,-4.14751,-78.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
163208,2.24171,0.829626,-4.00297,-93.702,NA,NA,NA,NA,NA,NA,NA,NA,NA
163581,1.59114,1.4249,-3.2878,NA,NA,-59.219,NA,NA,NA,NA,NA,NA,NA
163665,0.855096,1.7575,-4.64889,NA,NA,NA,-40.058,NA,NA,NA,NA,NA,NA
163893,1.82189,1.92012,-4.81397,NA,-10.11,NA,NA,NA,NA,NA,NA,NA,NA
164014,0.949121,1.68303,-4.62813,NA,NA,NA,-26.068,NA,NA,NA,NA,NA,NA
164396,1.79298,1.73691,-5,NA,NA,-38.786,NA,NA,NA,NA,NA,NA,NA
164478,1.98838,2.89819,-4.87095,NA,NA,NA,NA,-46.818,NA,NA,NA,NA,NA
164703,2.40458,2.4269,-5,NA,NA,NA,-38.288,NA,NA,NA,NA,NA,NA
164884,1.26336,2.21978,-5,NA,NA,NA,NA,NA,-54.525,NA,NA,NA,NA
165109,1.29783,2.42962,-5,NA,-31.855,NA,NA,NA,NA,NA,NA,NA,NA
165256,0.564998,1.68818,-5,NA,NA,NA,NA,NA,NA,-97.545,NA,NA,NA
165452,1.79339,2.55308,-3.83396,NA,NA,NA,NA,NA,NA,-78.346,NA,NA,NA
165738,2.15288,2.09693,-3.85621,NA,-17.51,NA,NA,NA,NA,NA,NA,NA,NA
165882,2.18919,2.16835,-3.88343,NA,NA,NA,NA,NA,-43.833,NA,NA,NA,NA
166125,1.53486,2.22551,-5,NA,NA,NA,NA,NA,-45.301,NA,NA,NA,NA
166289,1.28536,1.30493,-5,NA,NA,NA,NA,NA,-47.797,NA,NA,NA,NA
166500,1.33251,2.05302,-5,NA,-23.128,NA,NA,NA,NA,NA,NA,NA,NA
166647,1.51983,1.90516,-3.08094,NA,NA,NA,-47.586,NA,NA,NA,NA,NA,NA
166805,3.18587,1.61695,-3.45685,NA,NA,-84.357,NA,NA,NA,NA,NA,NA,NA
167172,1.65711,1.32621,-3.9028,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.191
167345,2.79768,1.70708,-4.5236,NA,NA,NA,NA,-33.672,NA,NA,NA,NA,NA
