id,x0,x1,x2,fitness1,fitness0,fitness-1,fitness-2,fitness-0.5,fitness-1.5,fitness2.5,fitness2,fitness4.5,fitness5,fitness4,fitness3.5,fitness3,fitness0.5,fitness1.5,fitness-3,fitness-4,fitness-3.5,fitness-2.5,fitness-5,fitness-4.5
68853,-3.46737,4.05975,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69172,-3.57391,4.36463,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69366,-2.9537,4.16513,3.35916,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69463,-2.24357,3.9247,3.37633,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69703,-2.95482,3.255,3.28752,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69953,-2.69568,2.74986,3.36384,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70169,-2.05866,3.45947,4.35462,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70253,-1.18823,3.41373,2.76527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70456,-0.707502,2.78616,3.77222,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70750,-1.62827,3.85105,4.7446,NA,NA,NA,NA,NA,NA,NA,NA,1497.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70800,-0.688283,2.17933,4.10447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71061,1.06857,0.685837,4.37659,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71237,-0.0431639,0.943633,3.26257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
71492,-0.136529,0.51933,4.57191,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71757,0.343988,0.445612,4.11603,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71832,-0.209164,-0.0903202,4.52748,NA,NA,NA,NA,NA,NA,NA,NA,234.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72104,2.31107,-0.238866,4.86599,NA,NA,NA,NA,NA,NA,NA,NA,NA,2994.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72279,2.32786,0.0248971,4.58034,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72564,4.35046,-1.35723,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6241.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72676,5,-1.86322,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3380.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72794,5,-0.957929,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9357.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73002,5,-1.78321,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73304,5,-1.9858,4.61978,NA,NA,NA,NA,NA,NA,NA,NA,NA,3133.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73480,5,-2.60813,5,NA,NA,NA,NA,NA,NA,NA,NA,1250.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73603,5,-1.96373,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5356.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73814,3.70474,-1.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74126,4.57347,-3.56242,4.29245,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74202,4.51137,-2.25719,3.51509,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74559,5,-1.46708,3.52499,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74671,4.81137,-1.88843,3.62378,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74918,3.76103,-0.587692,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75175,4.01662,0.59941,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75186,3.57717,0.790391,4.4041,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75459,3.17103,0.0183601,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75693,3.75785,-0.508445,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75788,4.17604,-1.71713,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76102,4.33246,-2.62236,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76246,5,-5,4.81375,NA,NA,NA,NA,NA,NA,NA,NA,NA,4408.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76471,5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3187.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76633,3.15978,-4.63389,5,NA,NA,NA,NA,NA,NA,NA,NA,304.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76841,3.27252,-3.95396,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
77116,4.6111,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
77242,5,-3.88299,5,NA,NA,NA,NA,NA,NA,NA,NA,1669.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77449,5,-3.15779,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77640,4.07147,-3.64799,5,NA,NA,NA,NA,NA,NA,NA,NA,30.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77828,3.84964,-3.34568,3.96001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77983,3.01962,-1.96594,4.98148,NA,NA,NA,NA,NA,NA,NA,NA,58.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78349,3.26334,-1.53058,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3749.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78503,4.42948,-1.35891,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3892.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78747,4.57468,-0.732072,4.67811,NA,NA,NA,NA,NA,NA,NA,NA,NA,4283.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78943,4.87833,-1.48772,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7852.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79064,5,-0.485169,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79203,3.07541,0.357608,4.28435,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79545,3.74459,0.364346,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79769,4.22213,-0.211444,5,NA,NA,NA,NA,NA,NA,NA,NA,847.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79847,5,-0.524307,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
80120,4.76325,1.36041,4.21116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80280,5,1.87772,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80451,5,1.44452,4.87817,NA,NA,NA,NA,NA,NA,NA,NA,NA,2428.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80675,5,4.15982,4.72091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
80939,4.90084,4.64154,5,NA,NA,NA,NA,NA,NA,NA,NA,3261.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81108,4.32534,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5298.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81363,4.8866,5,4.82465,NA,NA,NA,NA,NA,NA,NA,NA,7646.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81477,4.21081,4.95875,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840.121,NA,NA,NA,NA,NA,NA,NA,NA,NA
81595,5,3.86908,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81913,4.19576,3.17383,4.32907,NA,NA,NA,NA,NA,NA,NA,NA,NA,896.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82157,3.73293,1.4417,3.1865,NA,NA,NA,NA,NA,NA,NA,NA,114.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82338,4.90908,1.08076,3.30037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82555,5,1.88801,2.86379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
82622,4.99189,-0.245472,2.71142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82958,5,-0.259911,4.25135,NA,NA,NA,NA,NA,NA,NA,NA,2293.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83169,5,-1.94968,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5206.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83183,5,-2.16728,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4358.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83478,5,-0.756755,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12767.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83657,3.06388,-0.0695365,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83905,1.81762,1.51962,4.93185,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84126,1.5168,0.803553,4.9589,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84359,2.54423,0.805102,4.63806,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84409,3.08396,-0.354348,4.87611,NA,NA,NA,NA,NA,NA,NA,NA,NA,908.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84735,3.08354,0.909989,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84829,5,0.394963,4.92056,NA,NA,NA,NA,NA,NA,NA,NA,NA,4023.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85168,5,-0.664758,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10392.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85319,4.61164,-0.571086,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3870.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85491,3.66313,-2.22879,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85737,3.68195,-2.59721,4.77421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
85894,5,-3.92809,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86129,5,-5,4.4847,NA,NA,NA,NA,NA,NA,NA,NA,185.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86232,5,-3.92401,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2450.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86408,3.95545,-3.97392,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86738,3.28345,-4.6158,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86825,5,-4.75853,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87021,5,-3.15972,4.78035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.072,NA,NA,NA,NA,NA,NA,NA,NA,NA
87276,5,-0.914717,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11065.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87470,4.29764,-0.390497,5,NA,NA,NA,NA,NA,NA,NA,NA,826.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87598,4.74913,-0.678996,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12507.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87798,4.61139,0.717868,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88024,5,1.90548,4.15806,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88292,4.71328,2.80882,4.18145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88444,5,4.47127,1.84644,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88615,3.47685,4.28873,3.36639,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88806,3.37725,3.69025,3.82985,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88989,5,4.84699,4.39443,NA,NA,NA,NA,NA,NA,NA,NA,NA,5426.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89356,4.84801,5,4.09209,NA,NA,NA,NA,NA,NA,NA,NA,NA,3647.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89514,4.62356,4.96461,5,NA,NA,NA,NA,NA,NA,NA,NA,2215.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89640,5,4.77867,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.109,NA,NA,NA,NA,NA,NA,NA,NA,NA
89934,4.85001,4.90012,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989.706,NA,NA,NA,NA,NA,NA,NA,NA,NA
90017,5,4.78057,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379.29,NA,NA,NA,NA,NA,NA,NA,NA
90280,5,4.89427,3.10837,NA,NA,NA,NA,NA,NA,NA,NA,2514.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90440,5,4.37719,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4474.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90692,5,2.21869,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90915,5,1.22938,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91096,4.02181,2.7485,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91203,5,4.15172,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91566,5,4.3727,4.66276,NA,NA,NA,NA,NA,NA,NA,NA,NA,3602.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91648,5,4.41891,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3412.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91895,5,3.25306,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92092,5,4.05123,4.21046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
92352,5,4.72025,4.62738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92398,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92622,5,4.94979,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4505.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92855,4.26226,2.41239,4.57099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.377,NA,NA,NA,NA,NA,NA,NA,NA
93121,4.09917,2.9044,4.52979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93349,3.74666,1.17939,4.70705,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93396,3.60113,2.38534,5,NA,NA,NA,NA,NA,NA,NA,NA,260.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93758,4.04489,3.80093,5,NA,NA,NA,NA,NA,NA,NA,NA,573.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93903,5,4.72229,4.25322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2051.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
93982,4.64818,4.48022,3.31267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.137,NA,NA,NA,NA,NA,NA,NA,NA
94256,4.54827,4.9095,2.37795,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94485,5,5,1.37393,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94698,5,4.73509,2.51729,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94808,5,4.63298,1.37316,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94977,3.17579,5,0.88304,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95294,2.9597,5,-0.127114,NA,NA,NA,NA,NA,NA,NA,NA,53.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95459,3.86151,5,-1.46876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95738,5,5,-1.91975,NA,NA,NA,NA,NA,NA,NA,NA,2129.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95945,5,5,-0.65734,NA,NA,NA,NA,NA,NA,NA,NA,NA,10110.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96052,3.25656,5,-0.863894,NA,NA,NA,NA,NA,NA,NA,NA,2154.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96190,2.1265,4.42985,-0.825606,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96486,1.02361,5,-0.963694,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96617,1.80974,5,-0.700994,NA,NA,NA,NA,NA,NA,NA,NA,NA,3274.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96816,2.27782,5,-1.39484,NA,NA,NA,NA,NA,NA,NA,NA,NA,3438.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97020,3.23873,4.55688,-1.3972,NA,NA,NA,NA,NA,NA,NA,NA,745.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97233,3.61595,5,-2.26488,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97537,4.24417,5,-2.4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97725,5,4.04032,-1.39802,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97830,5,5,-2.14039,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97992,4.43561,4.1842,0.252861,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98203,5,5,-0.830767,NA,NA,NA,NA,NA,NA,NA,NA,NA,12914.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98463,4.32044,5,-0.275031,NA,NA,NA,NA,NA,NA,NA,NA,NA,4246.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98741,5,3.52402,-1.68475,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98878,4.10737,4.97375,-1.53261,NA,NA,NA,NA,NA,NA,NA,NA,3994.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99005,4.67482,3.53417,-2.10052,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99198,5,3.38329,-2.69274,NA,NA,NA,NA,NA,NA,NA,NA,351.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99496,5,2.74253,-2.98186,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99715,5,2.66781,-1.69856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99781,5,3.12869,-1.17135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100106,3.62556,3.76546,-2.00563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.047,NA,NA,NA,NA,NA,NA,NA,NA
100210,3.1646,2.63932,-1.92404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.771,NA,NA,NA,NA,NA,NA,NA,NA
100431,3.31358,2.38746,-1.00122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100594,3.12103,2.99972,0.512684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
100784,2.95626,2.59648,1.40126,NA,NA,NA,NA,NA,NA,NA,-4.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101037,3.68727,2.0501,1.45279,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101198,4.94921,1.89858,1.03224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.559,NA,NA,NA,NA,NA,NA,NA
101542,5,2.64207,0.843714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.02,NA,NA,NA,NA,NA,NA,NA
101694,4.92234,2.74187,2.39558,276.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101795,5,1.40517,0.789427,331.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102142,5,2.04879,2.73769,NA,7.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102205,3.4952,3.01158,1.40314,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102403,4.86258,3.91801,1.5357,NA,NA,NA,NA,-25.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102682,5,4.5228,1.47975,NA,NA,NA,NA,18.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102807,5,4.43267,3.79172,NA,NA,NA,NA,NA,1417.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103103,5,4.50473,4.32285,NA,NA,67.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
