id,x0,x1,x2,fitness-1,fitness-1.5,fitness-3,fitness-3.5,fitness-2.5,fitness-2,fitness-4
135528,1.52119,1.19099,-4.36969,NA,NA,NA,NA,-11.725,NA,NA
135607,1.99781,1.93044,-4.50584,NA,-24.02,NA,NA,NA,NA,NA
135865,2.37184,1.93113,-4.92857,NA,NA,NA,NA,-21.042,NA,NA
136111,2.36547,2.16646,-4.50666,NA,NA,NA,NA,-18.305,NA,NA
136315,1.9989,1.53592,-5,NA,NA,NA,NA,-16.455,NA,NA
136420,1.56165,1.77798,-4.24211,NA,NA,NA,NA,-3.007,NA,NA
136608,2.02772,1.29884,-5,NA,NA,NA,NA,-20.284,NA,NA
136984,1.61326,1.04901,-4.87122,NA,NA,-32.247,NA,NA,NA,NA
137041,1.42217,1.26364,-5,NA,NA,NA,NA,-26.077,NA,NA
137296,1.73854,2.39596,-5,NA,NA,NA,NA,-26.129,NA,NA
137556,1.5662,2.58199,-4.52379,NA,NA,NA,NA,-24.175,NA,NA
137708,1.09061,1.71635,-4.49552,NA,NA,NA,NA,NA,-20.287,NA
137885,1.18919,1.34414,-3.96229,NA,NA,NA,NA,NA,-29.514,NA
138126,2.13932,1.85317,-3.75551,NA,NA,-18.015,NA,NA,NA,NA
138255,1.97006,2.01659,-4.27568,NA,NA,NA,NA,-6.586,NA,NA
138480,2.66465,2.31493,-4.23048,NA,NA,NA,NA,NA,-33.406,NA
138660,1.9734,2.03245,-5,NA,NA,NA,NA,NA,-24.17,NA
138929,1.30239,2.40539,-5,NA,NA,NA,NA,NA,-32.736,NA
139085,1.37167,2.27254,-5,NA,NA,-27.113,NA,NA,NA,NA
139362,1.21296,2.02127,-5,NA,NA,-29.505,NA,NA,NA,NA
139547,1.96475,1.92981,-5,NA,NA,NA,NA,-16.544,NA,NA
139643,1.64096,1.31366,-5,NA,NA,NA,NA,NA,-22.905,NA
139870,1.70787,1.23834,-4.69707,NA,NA,NA,NA,-11.501,NA,NA
140003,2.70479,1.82742,-4.63878,NA,NA,NA,NA,-26.668,NA,NA
140206,2.04083,1.76678,-4.74049,NA,NA,NA,NA,-8.459,NA,NA
140547,1.57026,1.54014,-4.72438,NA,NA,NA,NA,-8.779,NA,NA
140752,2.2192,1.70691,-3.90991,NA,NA,-15.068,NA,NA,NA,NA
140990,2.22293,2.1008,-4.54431,NA,NA,NA,NA,-13.241,NA,NA
141145,1.92437,1.6363,-4.40162,NA,NA,-3.372,NA,NA,NA,NA
141372,1.98962,1.96593,-4.28692,NA,NA,NA,-25.656,NA,NA,NA
141460,1.69111,1.7185,-5,NA,NA,NA,NA,NA,-20.375,NA
141653,1.57364,1.36269,-4.3608,NA,NA,-9.035,NA,NA,NA,NA
141924,1.7504,1.085,-4.21859,NA,NA,-16.099,NA,NA,NA,NA
142037,1.96929,1.70849,-5,NA,NA,NA,NA,-14.897,NA,NA
142347,1.80149,1.87058,-5,NA,NA,-16.554,NA,NA,NA,NA
142572,1.49862,2.23078,-5,NA,NA,NA,NA,-23.122,NA,NA
142653,2.35915,1.97009,-4.47431,NA,NA,NA,NA,NA,-15.548,NA
142917,2.02144,1.58765,-5,NA,NA,NA,NA,NA,-22.956,NA
143165,2.13069,1.70203,-4.39824,NA,NA,-6.703,NA,NA,NA,NA
143225,1.72177,1.70774,-5,NA,NA,NA,NA,NA,-17.355,NA
143598,1.30237,1.82057,-4.35908,NA,NA,NA,NA,NA,-19.504,NA
143626,1.95436,1.67961,-4.57338,NA,NA,NA,NA,NA,-7.318,NA
143817,1.88773,1.16505,-4.14155,NA,NA,NA,NA,NA,-19.063,NA
144184,1.59686,1.08037,-4.26799,NA,NA,NA,NA,NA,-17.785,NA
144393,1.11403,1.61925,-5,NA,NA,NA,NA,-30.023,NA,NA
144412,1.54435,1.67217,-5,NA,NA,NA,NA,-17.328,NA,NA
144664,1.83503,2.35479,-5,NA,NA,NA,NA,-25.353,NA,NA
144998,1.79359,1.54961,-4.74621,NA,NA,-11.238,NA,NA,NA,NA
145053,2.27413,1.47357,-4.45361,NA,NA,NA,NA,-10.158,NA,NA
145351,1.96024,1.94975,-4.3369,NA,NA,NA,NA,-4.746,NA,NA
145429,2.28021,1.60181,-4.60769,NA,NA,NA,NA,NA,-13.447,NA
145703,1.62954,2.55773,-5,NA,NA,NA,NA,NA,-42.277,NA
145937,1.5703,2.10824,-3.69056,NA,NA,NA,NA,NA,-27.911,NA
146095,2.24656,1.70621,-5,NA,NA,NA,NA,NA,-23.046,NA
146316,1.10435,1.66864,-4.32506,NA,NA,NA,NA,-15.583,NA,NA
146425,2.00403,1.72267,-5,NA,NA,NA,NA,NA,NA,-50.044
146791,1.09277,1.91585,-5,NA,NA,NA,NA,-28.476,NA,NA
146930,2.18766,1.95189,-4.78121,NA,NA,NA,NA,NA,-24.057,NA
147132,0.91276,1.35634,-4.8293,NA,NA,NA,NA,-38.263,NA,NA
147241,1.31687,2.27091,-3.97761,NA,NA,-20.781,NA,NA,NA,NA
147454,1.36969,1.99477,-3.35551,NA,NA,NA,NA,NA,-37.119,NA
147746,1.8251,2.44522,-4.21807,NA,NA,NA,NA,-18.239,NA,NA
147955,2.16339,2.44324,-4.78541,NA,NA,-27.303,NA,NA,NA,NA
148109,1.71178,1.61146,-5,NA,NA,NA,NA,NA,-20.398,NA
148372,1.8111,2.05462,-5,NA,NA,-24.757,NA,NA,NA,NA
148435,1.84493,2.35826,-3.83051,NA,NA,NA,NA,NA,-22.539,NA
148604,1.38581,1.32015,-3.99782,NA,-33.453,NA,NA,NA,NA,NA
148937,2.33521,1.21002,-4.53085,NA,NA,NA,NA,-18.307,NA,NA
149090,2.15544,1.56757,-4.03235,NA,-27.945,NA,NA,NA,NA,NA
149343,1.76633,1.42046,-4.2743,NA,NA,NA,NA,-1.303,NA,NA
149476,1.94281,2.04242,-5,NA,NA,NA,NA,-18.706,NA,NA
149772,1.37002,1.99438,-4.72724,NA,NA,NA,-27.887,NA,NA,NA
149809,1.39533,2.23733,-5,NA,NA,NA,NA,-25.536,NA,NA
150167,1.66485,2.53714,-5,NA,NA,NA,NA,-30.726,NA,NA
150360,1.93202,2.16901,-5,NA,NA,NA,NA,NA,-21.802,NA
150545,1.53884,2.76975,-4.68186,NA,NA,NA,NA,-34.188,NA,NA
150763,1.75153,2.20338,-4.20816,NA,NA,NA,NA,-11.032,NA,NA
150938,1.46098,1.72383,-4.55096,NA,NA,NA,NA,NA,-9.727,NA
151038,1.87354,1.31912,-4.50663,NA,NA,NA,NA,-5.34,NA,NA
151214,1.53736,1.74054,-4.03581,NA,NA,NA,NA,-4.881,NA,NA
151467,1.28512,1.75052,-4.87635,NA,NA,NA,NA,-16.961,NA,NA
151789,1.61826,1.75829,-4.11182,NA,NA,-9.932,NA,NA,NA,NA
151896,1.53218,1.52232,-4.91667,NA,NA,NA,NA,-14.07,NA,NA
152035,1.9368,2.00937,-5,NA,NA,NA,NA,-17.063,NA,NA
152340,1.97788,2.26884,-5,NA,NA,NA,NA,-22.676,NA,NA
152562,1.80338,1.76198,-5,NA,NA,-20.704,NA,NA,NA,NA
152652,1.90415,1.61524,-4.32222,NA,NA,-4.449,NA,NA,NA,NA
152920,1.43349,1.7885,-5,NA,NA,NA,NA,NA,-24.875,NA
153194,2.38546,1.71272,-5,NA,NA,NA,NA,NA,-35.103,NA
153334,1.37387,1.68184,-4.62825,NA,NA,NA,NA,-8.58,NA,NA
153517,1.99161,1.91456,-3.78228,NA,NA,-18.104,NA,NA,NA,NA
153785,1.42327,1.44251,-4.00008,NA,NA,NA,NA,-8.98,NA,NA
153984,1.78348,2.31389,-4.25604,NA,NA,-14.771,NA,NA,NA,NA
154126,2.14202,1.99455,-5,NA,NA,NA,NA,-19.087,NA,NA
154256,2.5942,1.7524,-4.9682,NA,NA,NA,NA,-28.54,NA,NA
154528,2.41252,1.89087,-4.18816,NA,NA,NA,NA,-15.501,NA,NA
154713,1.88281,1.31753,-3.92287,NA,NA,NA,NA,NA,-11.889,NA
154963,2.42489,1.86855,-3.46638,NA,NA,NA,NA,NA,-35.963,NA
155154,1.62369,1.76086,-3.6262,NA,NA,-18.243,NA,NA,NA,NA
155352,1.97104,2.16592,-4.13942,NA,NA,-12.039,NA,NA,NA,NA
155569,2.37784,2.77099,-4.53286,NA,NA,NA,NA,-39.097,NA,NA
155720,2.58235,1.58318,-3.90912,NA,NA,-25.474,NA,NA,NA,NA
155807,1.85018,1.56211,-4.49152,NA,NA,NA,NA,-3.412,NA,NA
156167,1.38972,1.46844,-4.05355,NA,NA,-19.496,NA,NA,NA,NA
156206,1.04269,1.25987,-4.27073,NA,NA,NA,NA,-26.871,NA,NA
156482,1.93294,1.09648,-5,NA,NA,NA,NA,NA,-38.986,NA
156668,1.21254,1.516,-5,NA,NA,NA,NA,-25.756,NA,NA
156933,0.917163,2.05494,-4.35409,NA,NA,-34.924,NA,NA,NA,NA
157099,1.74744,1.11442,-5,NA,NA,-35.942,NA,NA,NA,NA
157323,1.88037,1.4903,-5,NA,NA,-22.354,NA,NA,NA,NA
157536,1.87387,1.29527,-5,NA,NA,NA,-39.561,NA,NA,NA
157655,1.60416,1.72106,-4.26647,NA,NA,NA,NA,-3.48,NA,NA
157847,2.22807,1.75325,-4.7773,NA,NA,-19.166,NA,NA,NA,NA
158063,1.59231,1.78176,-3.79419,NA,NA,-13.178,NA,NA,NA,NA
158355,2.07169,1.43938,-3.67765,NA,NA,NA,NA,NA,-27.847,NA
158543,1.67353,2.06193,-4.21435,NA,NA,NA,NA,NA,-8.8,NA
158685,1.60651,1.95381,-4.502,NA,NA,NA,NA,NA,-12.444,NA
158965,1.04409,1.68701,-4.55859,NA,NA,NA,NA,-20.671,NA,NA
159007,1.54728,2.46456,-5,NA,NA,NA,NA,-29.389,NA,NA
159205,1.5273,2.06197,-4.47355,NA,NA,NA,NA,NA,-13.383,NA
159446,2.59737,1.88452,-4.35264,NA,-48.811,NA,NA,NA,NA,NA
159619,1.89802,1.50917,-4.37831,NA,NA,NA,NA,NA,-10.924,NA
159973,2.10811,1.42281,-4.95027,NA,NA,NA,NA,-17.463,NA,NA
160191,1.68348,2.62434,-5,NA,NA,NA,NA,-33.933,NA,NA
160340,1.5046,1.904,-4.78651,NA,NA,NA,NA,-10.995,NA,NA
160512,2.451,1.19692,-4.1325,NA,NA,NA,NA,NA,-28.735,NA
160697,2.17286,2.17341,-4.43688,NA,NA,NA,NA,NA,-17.796,NA
160925,1.76087,1.36885,-4.01547,NA,NA,NA,-34.077,NA,NA,NA
161194,2.26675,1.8762,-4.10034,NA,NA,NA,NA,NA,-14.334,NA
161274,2.05734,1.61376,-4.28898,NA,NA,NA,NA,NA,-18.634,NA
161586,1.97309,1.67275,-4.09357,NA,NA,NA,NA,-4.01,NA,NA
161662,1.79522,2.15128,-3.65754,NA,NA,NA,NA,NA,-29.52,NA
161997,1.60414,1.49974,-4.26579,NA,NA,NA,NA,-3.101,NA,NA
162159,2.22774,1.7354,-3.34426,NA,NA,NA,NA,NA,-39.498,NA
162333,1.86684,1.22523,-4.11968,NA,NA,-16.604,NA,NA,NA,NA
162465,2.23772,1.42191,-3.71032,NA,NA,NA,NA,-21.219,NA,NA
162658,1.54378,1.1794,-4.47951,NA,NA,NA,NA,NA,-15.343,NA
162986,1.45101,1.91333,-5,NA,NA,-27.027,NA,NA,NA,NA
163196,1.49722,1.56547,-3.84101,NA,NA,-15.6,NA,NA,NA,NA
163350,1.6775,1.42585,-4.74821,NA,NA,NA,NA,-8.16,NA,NA
163415,1.69584,2.1686,-4.08522,NA,NA,NA,NA,NA,-22.02,NA
163725,2.06122,1.53167,-5,NA,NA,NA,NA,-16.565,NA,NA
163883,1.62582,2.02202,-5,NA,-33.637,NA,NA,NA,NA,NA
164186,1.12082,2.0818,-5,NA,NA,-35.692,NA,NA,NA,NA
164230,1.23235,2.00606,-5,NA,NA,NA,NA,-24.53,NA,NA
164571,1.46211,1.78967,-3.67943,NA,NA,NA,NA,NA,-33.15,NA
164609,1.52596,1.88341,-4.06099,NA,NA,NA,NA,-6.592,NA,NA
164971,1.74901,1.91568,-4.95456,NA,NA,-19.537,NA,NA,NA,NA
165099,1.39489,1.63451,-5,NA,NA,-30.732,NA,NA,NA,NA
165368,1.83591,1.76953,-4.07048,NA,NA,NA,NA,NA,-9.13,NA
165502,1.95399,1.91596,-5,NA,NA,-20.121,NA,NA,NA,NA
165722,2.61872,1.54885,-4.07881,NA,NA,-24.836,NA,NA,NA,NA
165841,1.94004,1.52962,-4.2405,NA,NA,NA,NA,-1.749,NA,NA
166154,1.88837,1.89422,-5,NA,NA,NA,NA,-15.555,NA,NA
166299,1.28329,1.52743,-5,NA,NA,NA,NA,-24.772,NA,NA
166442,1.65482,0.987471,-4.49064,NA,NA,NA,NA,-21.137,NA,NA
166616,1.07035,1.62344,-5,NA,NA,NA,NA,-29.743,NA,NA
166991,1.56904,1.31471,-4.73924,NA,NA,NA,NA,NA,-14.038,NA
167135,1.4774,1.63745,-4.63767,NA,NA,NA,NA,-6.405,NA,NA
167369,2.17637,1.73464,-4.14321,NA,NA,NA,NA,-6.639,NA,NA
167553,1.45022,1.37589,-3.99716,NA,NA,NA,NA,-9.517,NA,NA
167651,1.60114,1.75205,-4.3638,NA,NA,NA,NA,-1.765,NA,NA
167965,1.85059,1.86844,-5,NA,NA,NA,NA,NA,-17.32,NA
168191,1.91212,1.15351,-4.52275,NA,NA,-22.968,NA,NA,NA,NA
168324,2.2818,1.42462,-5,NA,NA,-24.487,NA,NA,NA,NA
168469,1.22378,1.83616,-4.27932,NA,NA,NA,-25.474,NA,NA,NA
168728,1.64064,1.235,-4.93274,NA,NA,-26.584,NA,NA,NA,NA
168996,1.40092,2.01571,-3.95207,NA,NA,NA,NA,-12.699,NA,NA
169106,1.42095,1.88611,-5,NA,NA,NA,NA,NA,-29.391,NA
169222,1.73261,1.89177,-5,NA,NA,NA,NA,NA,-21.129,NA
169511,2.43252,2.16817,-4.65241,NA,NA,-27.478,NA,NA,NA,NA
169659,1.07828,1.67578,-5,NA,NA,NA,NA,-29.097,NA,NA
169989,1.37954,2.33726,-4.38315,NA,NA,NA,NA,NA,-19.998,NA
170081,1.78271,2.00178,-3.79508,NA,NA,-18.154,NA,NA,NA,NA
170364,1.85752,1.38948,-4.39569,NA,NA,-5.46,NA,NA,NA,NA
170428,1.02221,2.08759,-4.22499,NA,NA,NA,NA,-22.336,NA,NA
170683,1.55109,2.1064,-5,NA,NA,-26.048,NA,NA,NA,NA
170869,0.780976,2.4241,-4.58826,NA,NA,NA,NA,-40.664,NA,NA
171121,1.67713,1.94999,-4.70145,NA,NA,NA,NA,-8.754,NA,NA
171251,1.44859,1.97175,-4.17454,NA,NA,-20.627,NA,NA,NA,NA
171498,2.10018,1.44292,-3.98439,NA,NA,NA,-27.299,NA,NA,NA
171666,1.98977,1.4075,-4.78786,NA,NA,NA,NA,-11.768,NA,NA
171925,1.6098,1.95961,-5,NA,NA,NA,NA,-16.976,NA,NA
172141,1.47487,1.61278,-5,NA,NA,NA,NA,NA,-20.311,NA
172291,1.32718,1.47434,-4.65171,NA,NA,-16.191,NA,NA,NA,NA
172426,1.90451,0.894246,-5,NA,NA,NA,NA,NA,-51.969,NA
172639,1.40239,1.59139,-4.64695,NA,NA,NA,NA,-9.627,NA,NA
172832,1.59306,1.46507,-4.31834,NA,NA,-4.83,NA,NA,NA,NA
173091,1.38465,1.38433,-4.31494,NA,NA,NA,NA,-7.632,NA,NA
173397,1.56791,1.79489,-5,NA,NA,NA,NA,-16.077,NA,NA
173570,2.20435,1.60183,-4.16631,NA,NA,NA,NA,-6.824,NA,NA
173615,1.89793,1.21658,-4.36583,NA,NA,NA,NA,-8.122,NA,NA
173836,1.8316,1.69261,-4.02269,NA,NA,-5.381,NA,NA,NA,NA
174030,0.849859,1.70907,-4.39588,NA,NA,NA,NA,-29.264,NA,NA
174275,1.93794,1.48235,-5,NA,NA,NA,NA,NA,-19.355,NA
174523,1.91958,2.23604,-5,NA,NA,-24.271,NA,NA,NA,NA
174720,1.61355,0.963294,-4.32782,NA,NA,NA,NA,-21.633,NA,NA
174850,1.6703,1.31495,-5,NA,NA,-29.175,NA,NA,NA,NA
175055,1.92152,1.60763,-5,NA,NA,-23.337,NA,NA,NA,NA
175390,1.97357,1.15414,-5,NA,NA,-28.411,NA,NA,NA,NA
175415,0.956508,1.12841,-4.68439,NA,NA,NA,NA,-43.517,NA,NA
175668,1.80715,1.2603,-5,NA,NA,NA,NA,-20.87,NA,NA
175942,1.6695,1.82898,-5,NA,NA,NA,NA,NA,-25.649,NA
176002,1.13249,2.10105,-5,NA,NA,NA,NA,NA,-33.235,NA
176302,2.09807,2.26343,-5,NA,NA,NA,NA,-24.45,NA,NA
176585,2.55944,1.64794,-5,NA,NA,-33.832,NA,NA,NA,NA
176709,2.29845,1.9974,-4.219,NA,NA,NA,NA,NA,-14.983,NA
176887,1.0014,2.48458,-5,NA,NA,NA,NA,NA,-46.025,NA
177101,1.91788,1.93299,-5,NA,NA,NA,NA,-17.266,NA,NA
177255,1.38443,1.72384,-5,NA,NA,NA,NA,-19.522,NA,NA
177499,1.49611,1.67569,-4.33231,NA,NA,NA,NA,-3.486,NA,NA
177780,1.61352,1.97377,-5,NA,NA,-22.008,NA,NA,NA,NA
177896,1.98297,1.8261,-5,NA,NA,NA,NA,-16.585,NA,NA
178188,1.97129,1.2035,-4.46833,NA,NA,NA,NA,NA,-20.637,NA
178257,2.19532,1.22267,-4.18078,NA,NA,NA,NA,NA,-15.403,NA
178432,2.11346,1.7926,-3.88628,NA,NA,-12.083,NA,NA,NA,NA
178684,2.08131,1.56024,-5,NA,NA,NA,NA,-17.495,NA,NA
178945,2.20147,1.47984,-4.74324,NA,NA,NA,NA,NA,-15.957,NA
179119,1.13259,2.29132,-5,NA,NA,NA,NA,NA,-42.708,NA
179221,1.59633,2.49175,-5,NA,NA,NA,NA,-29.63,NA,NA
179599,1.28006,1.19363,-4.15471,NA,NA,NA,NA,-18.476,NA,NA
179698,1.97712,1.38858,-4.77003,NA,NA,-12.74,NA,NA,NA,NA
179956,2.13131,1.53142,-5,NA,NA,NA,NA,-18.076,NA,NA
180011,1.78761,1.25131,-4.83352,NA,NA,-28.458,NA,NA,NA,NA
180253,1.71269,1.20793,-4.49803,NA,NA,-12.235,NA,NA,NA,NA
180571,1.61431,2.18249,-4.52528,NA,NA,NA,NA,NA,-12.707,NA
180774,2.03629,1.23339,-4.17502,NA,NA,NA,NA,NA,-21.197,NA
180846,2.44362,1.3017,-4.40368,NA,NA,NA,-35.464,NA,NA,NA
181136,1.43803,1.67295,-4.79584,NA,NA,-23.676,NA,NA,NA,NA
181290,1.87592,1.59198,-4.01757,NA,NA,-11.581,NA,NA,NA,NA
181511,1.95223,2.13133,-4.50571,NA,NA,NA,NA,-9.95,NA,NA
181604,1.70142,2.00237,-5,NA,NA,NA,NA,NA,-18.712,NA
181975,2.09289,2.32721,-4.16795,NA,NA,NA,NA,-17.189,NA,NA
182149,2.36238,2.17351,-5,NA,NA,NA,NA,NA,-28.095,NA
182299,2.58418,1.80638,-5,NA,NA,NA,NA,-29.477,NA,NA
182548,1.92597,1.96611,-5,NA,NA,NA,NA,-17.258,NA,NA
182663,1.96482,1.79121,-4.8154,NA,NA,NA,NA,-9.404,NA,NA
182801,1.83106,1.5924,-4.1744,NA,NA,NA,NA,NA,-4.506,NA
183163,2.04526,1.49964,-4.68939,NA,-28.451,NA,NA,NA,NA,NA
183309,1.87083,1.34786,-5,NA,NA,NA,NA,NA,-23.584,NA
183503,1.61073,1.57504,-4.73397,NA,NA,NA,NA,-8.114,NA,NA
183799,1.40298,2.16834,-4.2541,NA,NA,NA,NA,-13.018,NA,NA
183982,1.10991,1.39656,-3.91106,NA,NA,NA,NA,-25.727,NA,NA
184152,1.25445,2.01179,-4.31006,NA,NA,-18.496,NA,NA,NA,NA
184366,1.46457,2.07525,-4.33747,NA,NA,NA,NA,-9.126,NA,NA
184499,1.72405,1.14518,-4.07963,NA,NA,NA,NA,-12.675,NA,NA
184756,1.61022,1.39148,-4.35471,NA,NA,NA,NA,-4.697,NA,NA
184843,1.16395,1.26907,-4.43129,NA,NA,-26.712,NA,NA,NA,NA
185008,0.951093,1.78131,-4.04221,NA,NA,-34.017,NA,NA,NA,NA
185294,2.30639,1.47079,-4.53634,NA,NA,NA,NA,-11.439,NA,NA
185520,2.7059,2.08751,-5,NA,NA,NA,NA,-36.477,NA,NA
185754,1.86586,2.07152,-5,NA,NA,NA,NA,NA,-21.505,NA
185995,1.69286,1.48726,-5,NA,NA,NA,NA,NA,-18.862,NA
186137,1.67313,1.31394,-5,NA,NA,NA,NA,-22.211,NA,NA
186220,1.88008,1.96039,-4.21048,NA,NA,NA,NA,NA,-8.25,NA
186553,1.46071,1.93874,-3.94592,NA,NA,-17.999,NA,NA,NA,NA
186629,0.820953,1.38551,-4.64121,NA,NA,NA,NA,NA,-42.495,NA
186956,1.51319,1.89412,-3.72292,NA,NA,NA,NA,-15.153,NA,NA
187083,1.76063,2.42067,-3.99878,NA,NA,NA,NA,-19.883,NA,NA
187380,1.80531,1.81285,-3.85032,NA,NA,NA,NA,-8.333,NA,NA
187427,2.27264,1.45086,-4.00136,NA,NA,-20.718,NA,NA,NA,NA
187662,1.82025,1.82575,-4.64517,NA,NA,NA,NA,NA,-19.905,NA
187976,1.93681,1.95195,-4.44773,NA,NA,NA,NA,-6.024,NA,NA
188123,1.80163,2.07086,-4.60484,NA,NA,NA,NA,-9.715,NA,NA
188201,1.53729,2.3599,-4.29926,NA,NA,NA,NA,NA,-29.107,NA
188504,2.65872,1.83343,-3.89431,NA,NA,NA,NA,NA,-32.498,NA
188626,1.34726,1.57904,-4.57748,NA,NA,NA,NA,-9.194,NA,NA
188980,1.22279,1.6951,-3.99033,NA,NA,NA,-46.718,NA,NA,NA
189024,1.70635,1.14025,-4.29356,NA,NA,-27.029,NA,NA,NA,NA
189214,2.19094,1.61099,-4.2115,NA,NA,NA,NA,-6.042,NA,NA
189536,1.97446,1.62826,-4.30057,NA,NA,NA,NA,-2.294,NA,NA
189643,1.39555,2.29397,-4.55926,NA,NA,NA,NA,-17.376,NA,NA
189924,2.1495,1.80715,-5,NA,NA,NA,NA,-18.155,NA,NA
190148,2.04015,1.79366,-4.58701,NA,NA,NA,NA,NA,-11.501,NA
190332,1.78051,2.33408,-4.44193,NA,NA,NA,NA,NA,-15.806,NA
190513,0.769503,1.55015,-4.55529,NA,NA,NA,NA,-38.259,NA,NA
190667,1.79674,2.16446,-5,NA,NA,NA,NA,-19.438,NA,NA
190923,1.01552,1.06995,-4.58961,NA,NA,NA,NA,-41.954,NA,NA
191107,1.90164,1.1643,-5,NA,NA,-27.586,NA,NA,NA,NA
191354,1.56335,1.19472,-3.84117,NA,NA,-30.676,NA,NA,NA,NA
191482,1.58058,1.31145,-4.2837,NA,NA,NA,NA,-4.788,NA,NA
191637,1.49868,2.07076,-4.14803,NA,NA,-11.511,NA,NA,NA,NA
191879,1.78834,2.23764,-4.17954,NA,NA,NA,NA,-11.438,NA,NA
192189,1.00079,2.02531,-4.89659,NA,NA,NA,NA,-29.453,NA,NA
192262,1.93599,2.13619,-4.76887,NA,NA,NA,NA,-13.476,NA,NA
192443,1.48241,2.5446,-3.94513,NA,NA,NA,NA,-27.759,NA,NA
192634,2.2868,2.15205,-3.77493,NA,NA,-28.286,NA,NA,NA,NA
192958,0.966128,2.32535,-4.43661,NA,NA,NA,NA,-29.566,NA,NA
193038,2.59032,2.14422,-5,NA,NA,-34.876,NA,NA,NA,NA
193269,1.63766,2.03186,-5,NA,NA,NA,NA,-18.405,NA,NA
193451,2.27868,1.37983,-5,NA,NA,NA,NA,-24.332,NA,NA
193712,1.68227,2.03313,-4.68462,NA,NA,NA,NA,-9.177,NA,NA
193926,1.62783,1.71915,-4.9433,NA,NA,-14.387,NA,NA,NA,NA
194143,1.58648,1.68783,-3.96626,NA,NA,NA,NA,-6.341,NA,NA
194355,1.61921,1.48448,-4.04075,NA,NA,NA,NA,-3.983,NA,NA
194410,1.73333,1.91163,-5,NA,NA,NA,NA,-16.122,NA,NA
194698,2.17203,1.66733,-5,NA,NA,-22.098,NA,NA,NA,NA
194997,1.9529,1.82089,-5,NA,NA,NA,NA,-15.32,NA,NA
195049,1.69698,1.4083,-5,NA,NA,-24.934,NA,NA,NA,NA
195397,1.65934,1.69292,-3.7553,NA,NA,NA,NA,NA,-26.9,NA
195510,1.7161,1.81743,-4.5867,NA,NA,NA,NA,-4.534,NA,NA
195700,1.46775,2.52085,-3.94928,NA,NA,NA,NA,-25.734,NA,NA
195841,1.58719,1.99679,-3.94466,NA,NA,NA,NA,NA,-19.214,NA
196175,1.90699,1.78233,-4.73762,NA,NA,NA,NA,NA,-12.085,NA
196313,1.65208,1.60654,-5,NA,NA,-20.167,NA,NA,NA,NA
196524,1.83011,1.38365,-5,NA,NA,NA,NA,-19.034,NA,NA
196767,2.0997,2.01459,-5,NA,NA,NA,NA,-18.69,NA,NA
196992,2.52062,1.96747,-4.14024,NA,NA,NA,NA,-19.344,NA,NA
197142,2.33351,1.67722,-3.86283,NA,NA,-19.049,NA,NA,NA,NA
197238,1.91628,1.50144,-5,NA,NA,NA,NA,-16.293,NA,NA
197530,1.75221,1.76886,-5,NA,NA,-16.162,NA,NA,NA,NA
197716,2.16367,1.72197,-5,NA,NA,NA,NA,-17.378,NA,NA
197880,1.58428,1.76224,-4.30087,NA,NA,-11.455,NA,NA,NA,NA
198172,1.54312,2.14517,-4.32297,NA,NA,NA,NA,-9.527,NA,NA
198388,1.48942,2.06766,-3.60828,NA,NA,-23.435,NA,NA,NA,NA
198408,2.43235,1.94261,-3.36469,NA,NA,NA,NA,NA,-42.499,NA
198657,1.75468,1.52267,-3.98924,NA,NA,NA,NA,-5.303,NA,NA
198824,1.65122,1.96298,-4.88203,NA,NA,NA,NA,-12.965,NA,NA
199011,1.87943,1.74418,-4.73835,NA,NA,NA,NA,NA,-16.759,NA
199352,1.29366,2.28003,-4.38963,NA,NA,-19.222,NA,NA,NA,NA
199545,2.24655,1.78986,-4.74517,NA,NA,NA,NA,-12.657,NA,NA
199788,1.3057,2.19676,-5,NA,NA,-29.583,NA,NA,NA,NA
199999,0.146525,1.57225,-5,NA,NA,-87.494,NA,NA,NA,NA
