id,x0,x1,x2,fitness-4.5,fitness-3,fitness-3.5,fitness-4,fitness-5,fitness-2.5
139094,-1.74312,4.97674,-4.62573,-75.516,NA,NA,NA,NA,NA
139251,-1.51179,4.12554,-4.25892,NA,NA,NA,NA,-58.385,NA
139429,-2.14947,4.16036,-4.50082,-50.468,NA,NA,NA,NA,NA
139729,-1.84226,4.05022,-4.58742,-30.908,NA,NA,NA,NA,NA
139976,-1.83528,3.87831,-4.84877,NA,NA,NA,NA,-38.113,NA
140140,-2.30236,4.152,-4.4812,-46.321,NA,NA,NA,NA,NA
140308,-1.8393,3.94803,-4.39849,-38.817,NA,NA,NA,NA,NA
140575,-1.8509,4.31402,-4.93433,NA,NA,NA,NA,-48.922,NA
140627,-1.78426,4.3015,-4.39205,-50.864,NA,NA,NA,NA,NA
140943,-1.5918,4.6569,-4.46731,NA,NA,NA,NA,-63.754,NA
141143,-1.81472,3.90073,-4.71532,NA,NA,NA,-28.753,NA,NA
141217,-2.07064,3.72486,-4.88931,-34.027,NA,NA,NA,NA,NA
141475,-2.33202,3.63777,-4.23353,NA,NA,NA,NA,-63.405,NA
141682,-2.28735,3.65541,-4.27383,-64.108,NA,NA,NA,NA,NA
141950,-2.38515,3.80267,-4.77335,NA,NA,NA,NA,-66.317,NA
142083,-2.03936,3.98205,-4.8298,-36.236,NA,NA,NA,NA,NA
142228,-1.7586,4.40177,-4.95342,NA,NA,NA,NA,-44.165,NA
142594,-1.68346,3.09847,-4.79221,-53.201,NA,NA,NA,NA,NA
142653,-1.89618,3.96656,-4.75226,-26.844,NA,NA,NA,NA,NA
142965,-2.55413,4.27044,-4.64203,NA,NA,NA,-60.671,NA,NA
143159,-1.54972,4.70776,-4.84953,NA,NA,NA,NA,-65.474,NA
143326,-1.54286,4.48132,-4.93844,-51.152,NA,NA,NA,NA,NA
143507,-2.55388,4.19698,-4.1827,-73.966,NA,NA,NA,NA,NA
143622,-2.01699,4.21533,-4.30646,NA,NA,NA,-49.86,NA,NA
143863,-1.5275,4.28172,-4.76608,-34.181,NA,NA,NA,NA,NA
144139,-2.15515,3.58753,-4.6386,NA,NA,NA,-43.171,NA,NA
144236,-1.93738,3.54394,-4.87667,NA,NA,NA,-37.308,NA,NA
144590,-1.98364,4.13284,-4.82423,NA,NA,NA,-37.654,NA,NA
144623,-1.74539,3.12379,-4.58548,-54.623,NA,NA,NA,NA,NA
144929,-1.68328,3.40162,-4.93454,-28.044,NA,NA,NA,NA,NA
145132,-1.47269,3.44571,-4.82476,-5.649,NA,NA,NA,NA,NA
145233,-1.51627,3.59997,-4.9038,NA,NA,NA,-29.925,NA,NA
145479,-1.45251,3.84195,-4.76291,NA,NA,NA,NA,-27.945,NA
145722,-1.33291,3.97216,-4.35041,NA,NA,NA,-46.244,NA,NA
145885,-1.43512,3.56024,-4.59404,NA,NA,NA,-17.23,NA,NA
146088,-1.90542,3.2905,-4.49773,NA,NA,NA,-54.354,NA,NA
146229,-1.57356,3.62633,-4.49444,-19.504,NA,NA,NA,NA,NA
146489,-2.47622,3.5913,-4.80151,NA,NA,NA,NA,-61.466,NA
146692,-1.19839,3.30896,-4.60307,-48.545,NA,NA,NA,NA,NA
146923,-1.51073,4.19165,-4.54857,NA,NA,NA,-54.135,NA,NA
147143,-1.21296,3.9768,-4.72522,NA,NA,NA,NA,-46.943,NA
147220,-1.39495,3.8217,-4.98672,-11.065,NA,NA,NA,NA,NA
147460,-1.42769,3.77588,-4.98918,-8.023,NA,NA,NA,NA,NA
147693,-1.86853,3.83665,-4.74056,-20.06,NA,NA,NA,NA,NA
147807,-1.34969,4.02319,-4.69503,NA,NA,NA,NA,-43.609,NA
148039,-1.86065,4.24623,-4.61364,-41.262,NA,NA,NA,NA,NA
148334,-1.27912,3.70678,-4.65953,NA,NA,NA,-42.984,NA,NA
148523,-1.27893,3.64175,-4.80806,NA,NA,-56.808,NA,NA,NA
148629,-1.49629,3.70346,-4.36418,-27.405,NA,NA,NA,NA,NA
148962,-1.26195,3.5778,-4.97641,-25.693,NA,NA,NA,NA,NA
149185,-1.63296,3.04966,-4.44923,NA,NA,NA,-82.953,NA,NA
149207,-2.11389,4.56944,-4.60588,-58.461,NA,NA,NA,NA,NA
149448,-1.72916,3.44793,-4.3157,-24.965,NA,NA,NA,NA,NA
149684,-1.55488,3.71445,-4.71208,NA,NA,NA,NA,-42.04,NA
149912,-1.77282,3.8997,-4.72509,-17.265,NA,NA,NA,NA,NA
150198,-1.84306,4.31665,-4.49873,-46.9,NA,NA,NA,NA,NA
150233,-1.39614,4.2675,-4.63828,NA,NA,NA,NA,-64.404,NA
150414,-1.38602,4.04104,-4.99789,NA,NA,NA,-26.631,NA,NA
150698,-1.51385,4.13928,-4.58209,-33.359,NA,NA,NA,NA,NA
150892,-1.67043,3.94001,-4.55009,-22.828,NA,NA,NA,NA,NA
151197,-1.60961,4.26795,-4.9095,-41.697,NA,NA,NA,NA,NA
151224,-1.34993,4.3945,-4.66088,NA,NA,NA,-71.501,NA,NA
151578,-1.93091,3.96587,-4.30773,-42.788,NA,NA,NA,NA,NA
151701,-1.59846,3.09156,-4.62825,NA,NA,NA,-60.462,NA,NA
151886,-1.6265,3.39491,-4.95845,NA,NA,NA,NA,-30.615,NA
152192,-1.27224,4.47443,-4.5542,-64.14,NA,NA,NA,NA,NA
152248,-2.03293,3.86173,-4.29042,-53.162,NA,NA,NA,NA,NA
152476,-2.39555,4.31126,-4.74698,NA,NA,NA,NA,-51.721,NA
152757,-2.64343,4.46757,-4.47887,NA,NA,-85.707,NA,NA,NA
152996,-1.8231,4.60427,-4.91638,NA,NA,NA,NA,-60.827,NA
153087,-1.09868,4.20747,-4.71885,NA,NA,NA,NA,-47.951,NA
153392,-1.24987,4.03506,-4.8951,NA,NA,NA,-36.915,NA,NA
153560,-1.26773,4.6408,-4.49965,-71.258,NA,NA,NA,NA,NA
153606,-0.91601,3.92948,-4.97764,NA,NA,NA,-65.25,NA,NA
153890,-1.96131,3.8374,-4.26516,NA,NA,NA,-36.062,NA,NA
154117,-2.05166,3.22829,-4.88819,-36.405,NA,NA,NA,NA,NA
154370,-1.56482,3.64013,-4.60428,NA,NA,NA,-23.279,NA,NA
154487,-1.04633,3.83649,-4.46339,-60.941,NA,NA,NA,NA,NA
154794,-1.74641,3.64781,-4.6241,-21.79,NA,NA,NA,NA,NA
154897,-1.65248,3.8234,-4.87762,NA,NA,NA,NA,-34.915,NA
155006,-2.10001,3.58581,-4.80579,NA,NA,NA,-37.483,NA,NA
155347,-2.08447,3.77685,-4.20825,-42.814,NA,NA,NA,NA,NA
155485,-1.56319,3.46692,-4.78954,NA,NA,NA,-24.19,NA,NA
155736,-2.0141,3.46007,-4.70319,-27.868,NA,NA,NA,NA,NA
155957,-1.14836,3.61559,-4.75589,NA,NA,NA,NA,-59.228,NA
156041,-0.980114,3.79464,-4.58975,NA,NA,NA,NA,-73.161,NA
156378,-2.05677,4.60744,-4.81998,NA,NA,NA,NA,-51.44,NA
156441,-1.48207,3.69718,-4.67401,-5.478,NA,NA,NA,NA,NA
156729,-1.80222,3.35485,-4.50501,NA,NA,NA,-42.74,NA,NA
156996,-1.31888,3.56072,-4.81154,NA,NA,NA,-8.846,NA,NA
157123,-1.5987,3.44709,-4.36864,-44.711,NA,NA,NA,NA,NA
157373,-2.02783,4.2944,-4.7023,-43.901,NA,NA,NA,NA,NA
157405,-2.79457,4.6674,-4.58258,-80.268,NA,NA,NA,NA,NA
157678,-2.4172,3.86873,-4.67808,NA,NA,NA,-49.057,NA,NA
157910,-2.13449,4.18015,-4.89999,NA,NA,NA,-48.22,NA,NA
158056,-1.7888,3.78436,-4.92719,-8.811,NA,NA,NA,NA,NA
158331,-1.21355,3.2701,-4.92563,-42.314,NA,NA,NA,NA,NA
158422,-2.02066,3.88545,-4.52075,NA,NA,NA,-36.567,NA,NA
158744,-2.22772,4.05298,-4.61729,NA,NA,NA,NA,-48.714,NA
158916,-1.74348,4.14066,-4.5867,-37.686,NA,NA,NA,NA,NA
159141,-1.72994,4.16784,-4.96634,-33.615,NA,NA,NA,NA,NA
159341,-1.24244,4.07217,-4.49259,-51.61,NA,NA,NA,NA,NA
159594,-1.93038,3.78093,-4.83591,-28.579,NA,NA,NA,NA,NA
159759,-1.57469,3.7637,-4.75936,NA,NA,NA,-6.229,NA,NA
159951,-1.64719,3.9044,-4.23924,-58.919,NA,NA,NA,NA,NA
160028,-1.77251,3.41731,-4.8499,NA,NA,-37.852,NA,NA,NA
160302,-1.28681,3.43267,-4.99115,-15.413,NA,NA,NA,NA,NA
160465,-1.65199,3.22327,-4.84594,NA,NA,NA,NA,-47.573,NA
160685,-1.47268,3.22117,-4.67899,NA,NA,NA,NA,-58.861,NA
160914,-1.4354,3.25165,-4.62659,NA,NA,NA,-38.049,NA,NA
161103,-1.23028,3.7122,-4.96434,-12.312,NA,NA,NA,NA,NA
161236,-1.94223,4.20243,-4.29811,-56.031,NA,NA,NA,NA,NA
161595,-1.25767,3.34889,-4.73165,-27.153,NA,NA,NA,NA,NA
161705,-2.44218,3.54803,-4.30225,-69.018,NA,NA,NA,NA,NA
161991,-1.4579,3.82156,-4.45501,-32.255,NA,NA,NA,NA,NA
162050,-2.20916,3.76203,-4.99901,NA,NA,NA,-36.728,NA,NA
162360,-2.01253,4.3055,-4.77158,NA,NA,NA,NA,-56.776,NA
162403,-1.99047,3.7426,-4.95125,NA,NA,NA,-31.39,NA,NA
162782,-2.88536,3.96139,-4.62843,NA,NA,NA,NA,-75.86,NA
162966,-1.84049,4.14727,-4.86107,NA,NA,NA,-49.814,NA,NA
163039,-2.01847,3.54972,-4.9776,NA,NA,NA,-59.281,NA,NA
163317,-2.12523,4.69521,-4.80481,NA,NA,-71.603,NA,NA,NA
163465,-1.42727,4.83774,-4.41791,-72.024,NA,NA,NA,NA,NA
163608,-1.33779,3.96377,-4.66045,NA,NA,NA,-44.815,NA,NA
163823,-1.64832,3.29062,-4.55398,-38.243,NA,NA,NA,NA,NA
164131,-1.55523,4.38433,-4.85448,NA,NA,NA,NA,-48.647,NA
164216,-1.37693,4.15468,-4.59123,-36.142,NA,NA,NA,NA,NA
164422,-1.41935,3.59785,-4.63774,-16.053,NA,NA,NA,NA,NA
164783,-1.61096,4.06899,-4.72951,NA,NA,NA,NA,-34.118,NA
164964,-1.35307,4.72611,-4.96515,NA,NA,NA,NA,-54.448,NA
165153,-1.24335,3.80544,-4.33977,-42.377,NA,NA,NA,NA,NA
165319,-2.09409,4.14506,-4.91632,-31.713,NA,NA,NA,NA,NA
165542,-2.19293,4.15028,-4.5301,-47.558,NA,NA,NA,NA,NA
165627,-1.19331,3.95437,-4.7828,-20.992,NA,NA,NA,NA,NA
165973,-1.70176,4.2439,-4.92048,NA,NA,NA,NA,-33.895,NA
166072,-1.64512,4.09351,-4.16826,-50.595,NA,NA,NA,NA,NA
166395,-1.79731,3.46108,-4.73464,NA,NA,NA,-37.818,NA,NA
166416,-2.08281,3.43698,-4.79247,-27.142,NA,NA,NA,NA,NA
166760,-1.79654,4.27452,-4.63507,NA,NA,NA,NA,-45.013,NA
166942,-1.86037,4.56353,-4.86102,-52.887,NA,NA,NA,NA,NA
167099,-1.6985,3.72355,-4.54321,-25.084,NA,NA,NA,NA,NA
167327,-1.67028,3.53063,-4.54738,NA,NA,NA,NA,-41.293,NA
167510,-1.74575,2.96397,-4.69757,-48.301,NA,NA,NA,NA,NA
167786,-1.20821,3.2204,-4.677,-60.69,NA,NA,NA,NA,NA
167837,-2.38013,4.16675,-4.97491,NA,NA,NA,NA,-48.098,NA
168111,-2.46084,4.70264,-4.79231,NA,NA,NA,-66.976,NA,NA
168374,-1.47795,4.11295,-4.645,NA,NA,NA,NA,-52.442,NA
168406,-1.83816,3.15934,-4.46227,NA,NA,NA,-62.327,NA,NA
168684,-2.2455,3.78568,-4.35536,-56.636,NA,NA,NA,NA,NA
168965,-2.0415,4.29259,-4.78269,-29.154,NA,NA,NA,NA,NA
169122,-2.61631,3.35178,-4.73294,-54.813,NA,NA,NA,NA,NA
169375,-1.91404,2.96579,-4.85781,NA,NA,NA,-68.5,NA,NA
169520,-2.37187,4.31736,-4.85972,NA,NA,NA,NA,-49.523,NA
169603,-1.76704,4.01331,-4.48641,-37.637,NA,NA,NA,NA,NA
169916,-1.60335,3.27086,-4.79846,-38.45,NA,NA,NA,NA,NA
170055,-2.10692,3.98597,-4.94052,-37.363,NA,NA,NA,NA,NA
170318,-2.06464,3.25882,-4.60859,-55.598,NA,NA,NA,NA,NA
170572,-1.85788,3.76374,-4.89898,NA,NA,NA,-43.54,NA,NA
170756,-2.14559,3.87978,-4.82823,-38.06,NA,NA,NA,NA,NA
170865,-1.58062,3.56461,-4.77324,NA,NA,NA,NA,-27.747,NA
171096,-1.61419,3.27006,-4.71433,NA,NA,NA,-40.25,NA,NA
171333,-2.02624,3.88317,-4.50845,NA,NA,NA,-51.757,NA,NA
171519,-2.09262,3.18915,-4.975,NA,NA,NA,NA,-62.868,NA
171790,-1.44276,3.39478,-4.42306,-48.673,NA,NA,NA,NA,NA
171912,-1.61858,3.27916,-4.89188,-31.632,NA,NA,NA,NA,NA
172015,-1.96184,4.73333,-4.78441,-76.419,NA,NA,NA,NA,NA
172234,-1.8766,4.49082,-4.7385,NA,NA,NA,-54.889,NA,NA
172547,-1.23305,4.13133,-4.61815,-44.213,NA,NA,NA,NA,NA
172746,-1.6024,4.20848,-4.73484,NA,NA,NA,NA,-41.21,NA
172911,-2.41565,3.1854,-4.52349,-71.401,NA,NA,NA,NA,NA
173037,-2.53854,4.32817,-4.70714,-60.532,NA,NA,NA,NA,NA
173292,-1.98324,4.18816,-4.94262,-30.133,NA,NA,NA,NA,NA
173479,-2.08609,4.51907,-4.25911,-66.149,NA,NA,NA,NA,NA
173654,-2.65208,4.03796,-4.97335,-59.357,NA,NA,NA,NA,NA
173929,-1.32851,3.55598,-4.61944,NA,NA,NA,NA,-53.803,NA
174200,-1.39212,3.36383,-4.6418,NA,NA,NA,-22.998,NA,NA
174255,-1.29622,3.85915,-4.65516,-18.043,NA,NA,NA,NA,NA
174464,-1.77288,3.97789,-4.0892,NA,NA,NA,-65.642,NA,NA
174737,-1.35543,4.30885,-4.87782,NA,NA,NA,-25.487,NA,NA
174917,-2.26786,4.13019,-4.59728,NA,NA,NA,-54.667,NA,NA
175172,-1.63558,4.34335,-4.81652,-50.013,NA,NA,NA,NA,NA
175332,-1.40034,4.06839,-4.75618,NA,NA,NA,-26.075,NA,NA
175472,-1.26235,3.50842,-4.80206,-14.087,NA,NA,NA,NA,NA
175601,-1.85651,4.05139,-4.55214,NA,NA,NA,-37.5,NA,NA
175822,-1.71342,4.36826,-4.59174,NA,NA,NA,-46.744,NA,NA
176051,-1.18492,3.93202,-4.71482,-32.761,NA,NA,NA,NA,NA
176318,-1.55055,3.29125,-4.9644,NA,NA,NA,-25.519,NA,NA
176441,-1.98554,4.30481,-4.63033,-40.129,NA,NA,NA,NA,NA
176661,-1.38698,3.81576,-4.62166,NA,NA,NA,NA,-41.114,NA
176825,-1.9759,3.4781,-4.78362,-38.381,NA,NA,NA,NA,NA
177159,-2.08338,4.20683,-4.79929,-30.273,NA,NA,NA,NA,NA
177307,-1.61642,3.82467,-4.72878,-18.868,NA,NA,NA,NA,NA
177551,-1.45603,3.52334,-4.81842,-3.387,NA,NA,NA,NA,NA
177707,-2.0725,3.70937,-4.49736,-34.109,NA,NA,NA,NA,NA
177852,-1.92975,3.74854,-4.42209,-41.952,NA,NA,NA,NA,NA
178129,-2.1715,3.18445,-4.64116,-60.22,NA,NA,NA,NA,NA
178319,-1.67625,3.61547,-4.72315,-21.985,NA,NA,NA,NA,NA
178501,-1.92326,4.05147,-4.45735,-39.865,NA,NA,NA,NA,NA
178640,-1.62805,3.8383,-4.7003,NA,NA,NA,-27.68,NA,NA
178862,-2.00379,4.83969,-4.27206,-66.289,NA,NA,NA,NA,NA
179040,-2.32123,4.8649,-4.48847,-77.708,NA,NA,NA,NA,NA
179391,-1.80101,3.19823,-4.94056,-42.063,NA,NA,NA,NA,NA
179581,-1.82236,3.03141,-4.2,NA,NA,NA,NA,-86.575,NA
179758,-1.83717,4.32434,-4.40337,NA,NA,NA,NA,-55.316,NA
179882,-1.30251,3.84798,-4.65679,-25.684,NA,NA,NA,NA,NA
180145,-2.01328,3.46445,-4.99839,-41.551,NA,NA,NA,NA,NA
180279,-2.2642,4.0794,-4.72708,-47.053,NA,NA,NA,NA,NA
180449,-1.30489,3.53273,-4.85696,-21.595,NA,NA,NA,NA,NA
180751,-1.45672,4.02941,-4.58049,-26.851,NA,NA,NA,NA,NA
180960,-1.10518,4.14965,-4.8088,-57.574,NA,NA,NA,NA,NA
181191,-1.44989,4.09132,-4.76275,NA,NA,NA,-52.021,NA,NA
181206,-1.74607,4.25682,-4.37328,-31.735,NA,NA,NA,NA,NA
181409,-1.66801,4.30656,-4.75691,-44.27,NA,NA,NA,NA,NA
181699,-2.62587,3.59656,-4.63461,NA,NA,NA,NA,-67.768,NA
181944,-1.26423,3.91886,-4.5733,-40.176,NA,NA,NA,NA,NA
182108,-1.18799,4.20293,-4.96298,NA,NA,-71.639,NA,NA,NA
182236,-1.43783,3.95023,-4.93872,NA,NA,NA,-26.201,NA,NA
182418,-1.96994,3.4802,-4.99836,NA,NA,NA,NA,-47.652,NA
182773,-1.60053,3.38804,-4.52222,-26.506,NA,NA,NA,NA,NA
182865,-1.58998,4.31129,-4.97213,-40.979,NA,NA,NA,NA,NA
183106,-1.74384,4.17904,-4.5077,-45.072,NA,NA,NA,NA,NA
183297,-1.93305,4.76589,-4.17333,-67.466,NA,NA,NA,NA,NA
183587,-1.78872,4.53584,-4.27634,NA,NA,NA,NA,-64.39,NA
183723,-2.35936,4.57668,-4.74755,-61.11,NA,NA,NA,NA,NA
183956,-1.70963,4.64608,-4.37307,NA,NA,NA,NA,-61.123,NA
184077,-2.03659,4.22077,-4.87028,-24.048,NA,NA,NA,NA,NA
184317,-1.68092,4.55952,-4.50674,NA,NA,NA,-65.69,NA,NA
184478,-1.30324,3.73818,-4.23847,NA,NA,NA,-52.718,NA,NA
184618,-1.64521,3.86447,-4.89856,NA,NA,NA,NA,-32.25,NA
184810,-1.37647,3.9479,-4.82111,-21.347,NA,NA,NA,NA,NA
185173,-1.25668,3.23079,-4.54907,NA,NA,NA,NA,-70.501,NA
185274,-0.86026,3.6702,-4.97182,-70.906,NA,NA,NA,NA,NA
185440,-2.55068,3.7964,-4.42301,NA,NA,NA,NA,-69.073,NA
185776,-1.25145,3.48726,-4.74991,-26.552,NA,NA,NA,NA,NA
185894,-1.42315,4.05999,-4.64694,-29.541,NA,NA,NA,NA,NA
186104,-1.59822,4.2,-4.09438,-65.728,NA,NA,NA,NA,NA
186206,-2.06571,3.52279,-4.57988,-39.486,NA,NA,NA,NA,NA
186458,-1.48161,4.66821,-4.95414,-65.868,NA,NA,NA,NA,NA
186665,-1.48253,3.91903,-4.70885,-14.054,NA,NA,NA,NA,NA
186922,-1.77164,4.62732,-4.85588,NA,NA,NA,-46.921,NA,NA
187015,-1.5897,4.43219,-4.71851,NA,NA,NA,NA,-50.5,NA
187340,-1.75459,4.26786,-4.86158,-42.393,NA,NA,NA,NA,NA
187588,-1.76947,4.30085,-4.73584,-40.436,NA,NA,NA,NA,NA
187690,-1.05373,4.29911,-4.77764,-63.558,NA,NA,NA,NA,NA
187881,-0.950641,3.57657,-4.56777,-61.539,NA,NA,NA,NA,NA
188089,-1.86018,4.69828,-4.64966,-61.345,NA,NA,NA,NA,NA
188303,-1.9404,3.83646,-4.44477,-39.506,NA,NA,NA,NA,NA
188594,-1.66211,3.64621,-4.95013,NA,NA,NA,-6.934,NA,NA
188746,-1.61127,4.18345,-4.92023,NA,NA,NA,-32.945,NA,NA
188930,-1.46423,4.25787,-4.32759,-64.924,NA,NA,NA,NA,NA
189123,-2.12027,3.82247,-4.88507,-38.112,NA,NA,NA,NA,NA
189274,-1.82281,4.02557,-4.71095,NA,NA,NA,-30.902,NA,NA
189494,-1.51694,3.67984,-4.43624,-24.435,NA,NA,NA,NA,NA
189636,-1.59137,3.38307,-4.52745,-25.908,NA,NA,NA,NA,NA
189958,-1.85102,4.12766,-4.02658,NA,NA,NA,-74.663,NA,NA
190008,-1.11025,3.81875,-4.57007,NA,NA,NA,-44.377,NA,NA
190217,-1.93487,4.10045,-4.49264,-42.014,NA,NA,NA,NA,NA
190585,-1.97378,4.01504,-4.41698,NA,NA,NA,-42.213,NA,NA
190630,-2.14397,4.34986,-4.35977,-63.168,NA,NA,NA,NA,NA
190914,-2.14855,4.24033,-4.37759,NA,NA,NA,NA,-55.914,NA
191083,-1.71778,4.00582,-4.16296,-58.9,NA,NA,NA,NA,NA
191307,-1.51947,3.37842,-4.56396,NA,NA,NA,NA,-50.052,NA
191517,-1.3206,4.30545,-4.73654,-32.007,NA,NA,NA,NA,NA
191745,-1.7984,3.80996,-4.90002,NA,NA,NA,NA,-33.723,NA
191899,-1.39223,4.3026,-4.43121,NA,NA,-51.487,NA,NA,NA
192005,-1.87705,3.59026,-4.54933,-27.159,NA,NA,NA,NA,NA
192266,-1.68555,3.10224,-4.8961,-59.941,NA,NA,NA,NA,NA
192471,-1.64739,3.29136,-4.71146,-38.203,NA,NA,NA,NA,NA
192628,-2.03207,3.78712,-4.58322,-33.231,NA,NA,NA,NA,NA
192892,-1.24413,3.9888,-4.7695,NA,NA,NA,-23.59,NA,NA
193094,-2.01924,4.18194,-4.74804,-28.902,NA,NA,NA,NA,NA
193315,-2.23594,4.75051,-4.80539,-56.054,NA,NA,NA,NA,NA
193561,-1.62753,4.08852,-4.51345,-36.016,NA,NA,NA,NA,NA
193608,-2.59192,4.25479,-4.52221,NA,NA,NA,NA,-63.067,NA
193858,-1.58416,3.75715,-4.77866,NA,NA,NA,-10.582,NA,NA
194001,-1.58639,4.29583,-4.28341,-46.201,NA,NA,NA,NA,NA
194281,-1.79257,4.20955,-4.33262,NA,NA,NA,-44.594,NA,NA
194454,-1.57118,3.57894,-4.58607,-30.544,NA,NA,NA,NA,NA
194614,-1.96029,4.42506,-4.99749,-42.704,NA,NA,NA,NA,NA
194975,-2.18096,4.70412,-4.6673,NA,NA,NA,-68.331,NA,NA
195015,-1.84207,3.34615,-4.86457,NA,NA,NA,-34.446,NA,NA
195286,-1.73499,3.56785,-4.63505,NA,NA,NA,-17.821,NA,NA
195555,-1.87484,3.65252,-4.6798,-25.898,NA,NA,NA,NA,NA
195779,-2.95529,3.96791,-4.92027,NA,NA,NA,-69.505,NA,NA
195883,-2.72801,4.25435,-4.7604,NA,NA,NA,-59.785,NA,NA
196098,-1.52745,4.06642,-4.90142,NA,NA,NA,-21.622,NA,NA
196379,-1.48667,3.81521,-4.55932,-30.817,NA,NA,NA,NA,NA
196547,-1.93922,4.22346,-4.95289,NA,NA,NA,NA,-51.829,NA
196767,-1.89716,4.45238,-4.84911,-46.281,NA,NA,NA,NA,NA
196926,-1.31615,4.19332,-4.83453,-20.885,NA,NA,NA,NA,NA
197058,-1.70573,3.39943,-4.42177,-22.535,NA,NA,NA,NA,NA
197364,-1.10017,3.84175,-4.63861,-27.681,NA,NA,NA,NA,NA
197469,-1.15877,3.73133,-4.3097,NA,NA,NA,-64.188,NA,NA
197674,-1.64136,3.7008,-4.72787,-4.611,NA,NA,NA,NA,NA
197880,-1.70165,4.26627,-4.84756,NA,NA,NA,-29.12,NA,NA
198155,-1.91843,4.33119,-4.918,NA,NA,NA,-39.206,NA,NA
198362,-1.42589,3.45161,-4.54848,-24.593,NA,NA,NA,NA,NA
198505,-2.22025,3.91973,-4.8781,-33.941,NA,NA,NA,NA,NA
198685,-1.01837,4.03908,-4.66243,NA,NA,NA,-57.343,NA,NA
198916,-1.0897,3.6532,-4.93017,-21.016,NA,NA,NA,NA,NA
199183,-1.46689,3.76774,-4.88901,NA,NA,NA,-20.633,NA,NA
199340,-2.28505,4.54008,-4.60047,NA,NA,NA,-65.637,NA,NA
199426,-1.69543,3.82176,-4.50271,NA,NA,NA,-37.202,NA,NA
199758,-1.83429,3.83647,-4.22009,NA,NA,NA,-54.658,NA,NA
200000,-4.10639,4.25143,-4.94643,NA,NA,NA,NA,NA,-215.073
